,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHILADELPHIA_ACTION,NEW ORLEANS_SCORE,PHILADELPHIA_SCORE
36,1,7:32.0,,J. Embiid misses 3-pt jump shot from 24 ft,5,7
37,1,7:31.0,Defensive rebound by A. Ajinça,,5,7
38,1,7:23.0,Turnover by A. Davis (lost ball),,5,7
39,1,7:09.0,,S. Rodríguez misses 3-pt jump shot from 24 ft,5,7
40,1,7:08.0,Defensive rebound by Team,,5,7
41,1,7:08.0,,E. İlyasova enters the game for J. Embiid,5,7
42,1,7:01.0,Turnover by B. Hield (bad pass),,5,7
43,1,6:42.0,,Shooting foul by A. Ajinça (drawn by J. Okafor),5,7
44,1,6:42.0,,J. Okafor makes free throw 1 of 2,5,8
45,1,6:42.0,,J. Okafor misses free throw 2 of 2,5,8
46,1,6:41.0,Defensive rebound by A. Davis,,5,8
47,1,6:25.0,B. Hield makes 2-pt layup from 2 ft (assist by J. Holiday),,7,8
48,1,6:15.0,,R. Covington misses 3-pt jump shot from 26 ft,7,8
49,1,6:13.0,Defensive rebound by A. Ajinça,,7,8
50,1,6:02.0,A. Ajinça misses 2-pt jump shot from 18 ft,,7,8
51,1,6:00.0,,Defensive rebound by R. Covington,7,8
52,1,5:51.0,,J. Okafor makes 2-pt dunk at rim (assist by S. Rodríguez),7,10
53,1,5:45.0,Turnover by B. Hield (lost ball),,7,10
54,1,5:45.0,,Philadelphia full timeout,7,10
55,1,5:45.0,,N. Stauskas enters the game for G. Henderson,7,10
56,1,5:45.0,T. Jones enters the game for A. Ajinça,,7,10
57,1,5:26.0,,Turnover by J. Okafor (traveling),7,10
58,1,5:13.0,A. Davis misses 2-pt jump shot from 18 ft,,7,10
59,1,5:11.0,,Defensive rebound by R. Covington,7,10
60,1,4:56.0,,S. Rodríguez makes 3-pt jump shot from 24 ft (assist by R. Covington),7,13
61,1,4:47.0,J. Holiday makes 2-pt layup from 1 ft,,9,13
62,1,4:32.0,,E. İlyasova misses 2-pt layup from 3 ft,9,13
63,1,4:30.0,,Offensive rebound by J. Okafor,9,13
64,1,4:30.0,,J. Okafor misses 2-pt layup from 2 ft,9,13
65,1,4:28.0,Defensive rebound by J. Holiday,,9,13
66,1,4:22.0,B. Hield misses 2-pt jump shot from 11 ft,,9,13
67,1,4:21.0,Offensive rebound by A. Davis,,9,13
68,1,4:18.0,A. Davis misses 2-pt jump shot from 6 ft (block by N. Stauskas),,9,13
69,1,4:15.0,Offensive rebound by A. Davis,,9,13
70,1,4:12.0,S. Hill misses 3-pt jump shot from 26 ft,,9,13
71,1,4:10.0,,Defensive rebound by N. Stauskas,9,13
72,1,3:52.0,,S. Rodríguez misses 2-pt jump shot from 15 ft,9,13
73,1,3:50.0,Defensive rebound by T. Jones,,9,13
74,1,3:38.0,T. Jones makes 2-pt hook shot from 11 ft,,11,13
75,1,3:28.0,,E. İlyasova misses 3-pt jump shot from 26 ft,11,13
76,1,3:26.0,Defensive rebound by T. Jones,,11,13
77,1,3:14.0,A. Davis misses 2-pt jump shot from 11 ft,,11,13
78,1,3:12.0,,Defensive rebound by J. Okafor,11,13
79,1,3:08.0,,Philadelphia full timeout,11,13
80,1,3:08.0,,J. Embiid enters the game for J. Okafor,11,13
81,1,3:08.0,,T. McConnell enters the game for S. Rodríguez,11,13
82,1,3:08.0,T. Frazier enters the game for J. Holiday,,11,13
83,1,3:08.0,E. Moore enters the game for B. Hield,,11,13
84,1,3:05.0,Violation by Team (jump ball),,11,13
85,1,2:54.0,,E. İlyasova misses 3-pt jump shot from 27 ft,11,13
86,1,2:53.0,,Offensive rebound by E. İlyasova,11,13
87,1,2:51.0,,Shooting foul by S. Hill (drawn by E. İlyasova),11,13
88,1,2:51.0,New Orleans full timeout,,11,13
89,1,2:51.0,,E. İlyasova makes free throw 1 of 2,11,14
90,1,2:51.0,,D. Šarić enters the game for R. Covington,11,13
91,1,2:51.0,D. Cunningham enters the game for S. Hill,,11,13
92,1,2:51.0,,E. İlyasova makes free throw 2 of 2,11,15
93,1,2:33.0,A. Davis misses 2-pt layup from 3 ft,,11,15
94,1,2:30.0,,Defensive rebound by E. İlyasova,11,15
95,1,2:25.0,,J. Embiid makes 2-pt layup from 1 ft (assist by T. McConnell),11,17
96,1,2:25.0,,Shooting foul by T. Jones (drawn by J. Embiid),11,17
97,1,2:25.0,Ö. Aşık enters the game for A. Davis,,11,17
98,1,2:25.0,,J. Embiid makes free throw 1 of 1,11,18
99,1,2:11.0,Turnover by T. Jones (lost ball; steal by T. McConnell),,11,18
100,1,2:05.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by D. Šarić),11,21
101,1,1:45.0,Shooting foul by E. İlyasova (drawn by T. Jones),,11,21
102,1,1:45.0,T. Jones makes free throw 1 of 2,,12,21
103,1,1:45.0,T. Jones misses free throw 2 of 2,,12,21
104,1,1:43.0,Offensive rebound by Ö. Aşık,,12,21
105,1,1:38.0,T. Jones misses 2-pt jump shot from 4 ft,,12,21
106,1,1:36.0,,Defensive rebound by N. Stauskas,12,21
107,1,1:32.0,,J. Embiid misses 3-pt jump shot from 25 ft,12,21
108,1,1:30.0,Defensive rebound by Team,,12,21
109,1,1:14.0,E. Moore makes 3-pt jump shot from 28 ft (assist by T. Jones),,15,21
110,1,0:57.0,,N. Stauskas misses 2-pt hook shot from 5 ft,15,21
111,1,0:55.0,Defensive rebound by D. Cunningham,,15,21
112,1,0:50.0,Turnover by T. Jones (bad pass; steal by T. McConnell),,15,21
113,1,0:32.0,,T. McConnell makes 2-pt jump shot from 8 ft,15,23
114,1,0:10.0,T. Jones misses 2-pt layup from 2 ft (block by E. İlyasova),,15,23
115,1,0:08.0,,Defensive rebound by D. Šarić,15,23
116,1,0:04.0,,Turnover by T. McConnell (bad pass),15,23
117,1,0:04.0,B. Hield enters the game for Ö. Aşık,,15,23
118,1,0:00.0,B. Hield misses 2-pt layup from 2 ft,,15,23
119,1,0:00.0,Offensive rebound by Team,,15,23
120,2,11:46.0,T. Frazier makes 2-pt jump shot from 5 ft,,17,23
121,2,11:46.0,Shooting foul by T. McConnell (drawn by T. Frazier),,17,23
122,2,11:46.0,T. Frazier misses free throw 1 of 1,,17,23
123,2,11:43.0,,Defensive rebound by J. Embiid,17,23
124,2,11:27.0,,J. Embiid makes 2-pt jump shot from 4 ft,17,25
125,2,11:16.0,Turnover by T. Frazier (bad pass; steal by T. McConnell),,17,25
126,2,11:13.0,Offensive charge foul by N. Stauskas (drawn by T. Frazier),,17,25
127,2,11:13.0,,Turnover by N. Stauskas (offensive foul),17,25
128,2,11:13.0,,S. Rodríguez enters the game for T. McConnell,17,25
129,2,11:13.0,,G. Henderson enters the game for N. Stauskas,17,25
130,2,10:56.0,Shooting foul by J. Embiid (drawn by Ö. Aşık),,17,25
131,2,10:56.0,Ö. Aşık makes free throw 1 of 2,,18,25
132,2,10:56.0,Ö. Aşık makes free throw 2 of 2,,19,25
133,2,10:43.0,,Turnover by J. Embiid (lost ball; steal by T. Frazier),19,25
134,2,10:39.0,T. Jones makes 2-pt layup from 2 ft (assist by E. Moore),,21,25
135,2,10:39.0,Shooting foul by S. Rodríguez (drawn by T. Jones),,21,25
136,2,10:39.0,T. Jones makes free throw 1 of 1,,22,25
137,2,10:31.0,,D. Šarić misses 3-pt jump shot from 25 ft,22,25
138,2,10:29.0,Defensive rebound by D. Cunningham,,22,25
139,2,10:22.0,D. Cunningham misses 2-pt jump shot from 16 ft,,22,25
140,2,10:21.0,,Defensive rebound by G. Henderson,22,25
141,2,10:16.0,,Offensive foul by G. Henderson (drawn by T. Frazier),22,25
142,2,10:16.0,,Turnover by G. Henderson (offensive foul),22,25
143,2,9:57.0,T. Jones misses 2-pt jump shot from 7 ft,,22,25
144,2,9:56.0,Offensive rebound by Ö. Aşık,,22,25
145,2,9:56.0,Ö. Aşık misses 2-pt layup from 1 ft,,22,25
146,2,9:54.0,Offensive rebound by T. Frazier,,22,25
147,2,9:50.0,D. Cunningham makes 3-pt jump shot from 26 ft (assist by T. Frazier),,25,25
148,2,9:35.0,,J. Embiid makes 2-pt layup from 2 ft (assist by D. Šarić),25,27
149,2,9:13.0,T. Jones misses 2-pt jump shot from 4 ft,,25,27
150,2,9:11.0,Offensive rebound by Ö. Aşık,,25,27
151,2,9:08.0,D. Cunningham misses 2-pt jump shot from 21 ft,,25,27
152,2,9:07.0,,Defensive rebound by H. Thompson,25,27
153,2,8:57.0,,J. Embiid misses 2-pt jump shot from 14 ft,25,27
154,2,8:55.0,Defensive rebound by T. Jones,,25,27
155,2,8:46.0,Turnover by T. Frazier (bad pass; steal by D. Šarić),,25,27
156,2,8:43.0,,Turnover by G. Henderson (bad pass),25,27
157,2,8:43.0,Official timeout,,25,27
158,2,8:30.0,E. Moore makes 3-pt jump shot from 27 ft (assist by T. Jones),,28,27
159,2,8:11.0,,G. Henderson misses 2-pt layup from 2 ft,28,27
160,2,8:09.0,Defensive rebound by Ö. Aşık,,28,27
161,2,7:59.0,,J. Okafor enters the game for J. Embiid,28,27
162,2,7:53.0,E. Moore makes 2-pt jump shot from 5 ft (assist by T. Frazier),,30,27
163,2,7:28.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,30,27
164,2,7:26.0,Defensive rebound by D. Cunningham,,30,27
165,2,7:18.0,E. Moore misses 3-pt jump shot from 26 ft,,30,27
166,2,7:17.0,,Defensive rebound by J. Okafor,30,27
167,2,7:08.0,,H. Thompson misses 2-pt jump shot from 7 ft (block by Ö. Aşık),30,27
168,2,7:05.0,Defensive rebound by D. Cunningham,,30,27
169,2,6:57.0,T. Frazier misses 2-pt layup from 2 ft,,30,27
170,2,6:56.0,Offensive rebound by Ö. Aşık,,30,27
171,2,6:56.0,,E. İlyasova enters the game for D. Šarić,30,27
172,2,6:47.0,T. Frazier makes 3-pt jump shot from 28 ft (assist by D. Cunningham),,33,27
173,2,6:31.0,,R. Covington enters the game for G. Henderson,33,27
174,2,6:24.0,,J. Okafor makes 2-pt jump shot from 4 ft,33,29
175,2,6:07.0,Ö. Aşık misses 2-pt jump shot from 3 ft (block by R. Covington),,33,29
176,2,6:05.0,,Defensive rebound by H. Thompson,33,29
177,2,5:56.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by H. Thompson),33,32
178,2,5:44.0,T. Frazier makes 2-pt jump shot from 17 ft,,35,32
179,2,5:30.0,,J. Okafor makes 2-pt layup from 1 ft,35,34
180,2,5:17.0,,Philadelphia full timeout,35,34
181,2,5:17.0,,T. McConnell enters the game for S. Rodríguez,35,34
182,2,5:17.0,A. Davis enters the game for Ö. Aşık,,35,34
183,2,5:17.0,S. Hill enters the game for D. Cunningham,,35,34
184,2,5:04.0,E. Moore makes 2-pt layup from 2 ft (assist by T. Jones),,37,34
185,2,4:47.0,,E. İlyasova makes 2-pt jump shot from 14 ft (assist by H. Thompson),37,36
186,2,4:31.0,A. Davis misses 2-pt jump shot from 19 ft,,37,36
187,2,4:29.0,Offensive rebound by T. Jones,,37,36
188,2,4:29.0,T. Jones misses 2-pt layup from 1 ft,,37,36
189,2,4:27.0,Offensive rebound by T. Jones,,37,36
190,2,4:27.0,T. Jones makes 2-pt layup from 1 ft,,39,36
191,2,4:06.0,,E. İlyasova misses 2-pt layup from 2 ft,39,36
192,2,4:06.0,,Offensive rebound by R. Covington,39,36
193,2,4:05.0,,Shooting foul by E. Moore (drawn by R. Covington),39,36
194,2,4:05.0,,R. Covington misses free throw 1 of 2,39,36
195,2,4:05.0,,Offensive rebound by Team,39,36
196,2,4:05.0,,R. Covington makes free throw 2 of 2,39,37
197,2,3:52.0,E. Moore makes 2-pt layup from 3 ft (assist by T. Frazier),,41,37
198,2,3:52.0,Shooting foul by E. İlyasova (drawn by E. Moore),,41,37
199,2,3:52.0,E. Moore makes free throw 1 of 1,,42,37
200,2,3:41.0,,R. Covington makes 2-pt layup from 1 ft (assist by T. McConnell),42,39
201,2,3:20.0,T. Frazier makes 3-pt jump shot from 24 ft (assist by E. Moore),,45,39
202,2,3:06.0,,H. Thompson misses 2-pt jump shot from 16 ft,45,39
203,2,3:05.0,Defensive rebound by T. Frazier,,45,39
204,2,2:55.0,A. Davis makes 2-pt dunk at rim (assist by T. Frazier),,47,39
205,2,2:33.0,,Turnover by E. İlyasova (lost ball; steal by S. Hill),47,39
206,2,2:29.0,Shooting foul by H. Thompson (drawn by A. Davis),,47,39
207,2,2:29.0,New Orleans full timeout,,47,39
208,2,2:29.0,A. Davis makes free throw 1 of 2,,48,39
209,2,2:29.0,,N. Stauskas enters the game for H. Thompson,47,39
210,2,2:29.0,,J. Embiid enters the game for J. Okafor,47,39
211,2,2:29.0,J. Holiday enters the game for E. Moore,,47,39
212,2,2:29.0,Ö. Aşık enters the game for T. Jones,,47,39
213,2,2:29.0,A. Davis makes free throw 2 of 2,,49,39
214,2,2:11.0,,N. Stauskas misses 3-pt jump shot from 24 ft,49,39
215,2,2:10.0,Defensive rebound by Ö. Aşık,,49,39
216,2,1:58.0,Personal foul by R. Covington (drawn by J. Holiday),,49,39
217,2,1:58.0,J. Holiday makes free throw 1 of 2,,50,39
218,2,1:58.0,J. Holiday misses free throw 2 of 2,,50,39
219,2,1:56.0,Offensive rebound by Team,,50,39
220,2,1:56.0,,J. Okafor enters the game for E. İlyasova,50,39
221,2,1:44.0,Turnover by Team (5 sec inbounds),,50,39
222,2,1:34.0,,T. McConnell makes 2-pt layup from 2 ft,50,41
223,2,1:22.0,A. Davis makes 2-pt jump shot from 5 ft (assist by T. Frazier),,52,41
224,2,1:06.0,,Shooting foul by Ö. Aşık (drawn by J. Embiid),52,41
225,2,1:06.0,,J. Embiid misses free throw 1 of 2,52,41
226,2,1:06.0,,Offensive rebound by Team,52,41
227,2,1:06.0,,J. Embiid misses free throw 2 of 2,52,41
228,2,1:05.0,Defensive rebound by A. Davis,,52,41
229,2,0:54.0,J. Holiday misses 3-pt jump shot from 24 ft,,52,41
230,2,0:53.0,,Defensive rebound by J. Embiid,52,41
231,2,0:40.0,,T. McConnell misses 3-pt jump shot from 24 ft,52,41
232,2,0:38.0,Defensive rebound by A. Davis,,52,41
233,2,0:33.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,54,41
234,2,0:33.0,Shooting foul by J. Embiid (drawn by A. Davis),,54,41
235,2,0:33.0,,E. İlyasova enters the game for J. Embiid,54,41
236,2,0:33.0,A. Davis makes free throw 1 of 1,,55,41
237,2,0:22.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),55,44
238,2,0:07.0,J. Holiday misses 2-pt jump shot from 17 ft,,55,44
239,2,0:06.0,Offensive rebound by A. Davis,,55,44
240,2,0:05.0,A. Davis makes 2-pt hook shot from 5 ft,,57,44
241,2,0:00.0,,T. McConnell misses 2-pt jump shot from 12 ft,57,44
242,2,0:00.0,,Offensive rebound by Team,57,44
243,3,11:47.0,J. Holiday misses 3-pt jump shot from 27 ft,,57,44
244,3,11:45.0,,Defensive rebound by S. Rodríguez,57,44
245,3,11:39.0,,R. Covington misses 2-pt jump shot from 9 ft,57,44
246,3,11:37.0,Defensive rebound by B. Hield,,57,44
247,3,11:28.0,Personal foul by R. Covington (drawn by A. Davis),,57,44
248,3,11:18.0,A. Ajinça misses 2-pt jump shot from 5 ft (block by J. Okafor),,57,44
249,3,11:18.0,Offensive rebound by Team,,57,44
250,3,11:18.0,Technical foul by A. Ajinça,,57,44
251,3,11:18.0,,S. Rodríguez makes technical free throw,57,45
252,3,11:14.0,A. Davis misses 2-pt jump shot from 15 ft,,57,45
253,3,11:13.0,,Defensive rebound by Team,57,45
254,3,10:58.0,,J. Embiid misses 3-pt jump shot from 26 ft,57,45
255,3,10:57.0,Defensive rebound by S. Hill,,57,45
256,3,10:37.0,B. Hield misses 2-pt jump shot from 18 ft,,57,45
257,3,10:35.0,Offensive rebound by A. Ajinça,,57,45
258,3,10:33.0,B. Hield makes 3-pt jump shot from 25 ft (assist by A. Ajinça),,60,45
259,3,10:22.0,,Personal foul by B. Hield (drawn by J. Okafor),60,45
260,3,10:10.0,,Personal foul by S. Hill (drawn by J. Embiid),60,45
261,3,10:01.0,,S. Rodríguez misses 3-pt jump shot from 25 ft,60,45
262,3,9:59.0,Defensive rebound by A. Ajinça,,60,45
263,3,9:34.0,A. Davis misses 2-pt jump shot from 15 ft,,60,45
264,3,9:32.0,,Defensive rebound by G. Henderson,60,45
265,3,9:25.0,,G. Henderson misses 2-pt layup from 1 ft,60,45
266,3,9:24.0,Defensive rebound by A. Ajinça,,60,45
267,3,9:18.0,Shooting block foul by J. Embiid (drawn by J. Holiday),,60,45
268,3,9:18.0,J. Holiday makes free throw 1 of 2,,61,45
269,3,9:18.0,,E. İlyasova enters the game for J. Embiid,61,45
270,3,9:18.0,J. Holiday makes free throw 2 of 2,,62,45
271,3,9:05.0,,J. Okafor makes 2-pt jump shot from 13 ft,62,47
272,3,8:49.0,S. Hill makes 2-pt layup from 3 ft (assist by A. Ajinça),,64,47
273,3,8:23.0,,E. İlyasova makes 2-pt jump shot from 16 ft (assist by G. Henderson),64,49
274,3,8:13.0,J. Holiday misses 2-pt jump shot from 18 ft,,64,49
275,3,8:11.0,,Defensive rebound by J. Okafor,64,49
276,3,7:55.0,,G. Henderson makes 3-pt jump shot from 25 ft (assist by J. Okafor),64,52
277,3,7:31.0,J. Holiday makes 2-pt hook shot from 2 ft (assist by A. Davis),,66,52
278,3,7:15.0,,J. Okafor misses 2-pt jump shot from 11 ft,66,52
279,3,7:14.0,Defensive rebound by A. Davis,,66,52
280,3,6:57.0,A. Davis misses 2-pt jump shot from 15 ft,,66,52
281,3,6:55.0,,Defensive rebound by R. Covington,66,52
282,3,6:49.0,,Turnover by E. İlyasova (lost ball),66,52
283,3,6:49.0,,T. McConnell enters the game for S. Rodríguez,66,52
284,3,6:49.0,,N. Noel enters the game for J. Okafor,66,52
285,3,6:37.0,A. Davis misses 2-pt jump shot from 18 ft,,66,52
286,3,6:37.0,,Defensive rebound by Team,66,52
287,3,6:37.0,T. Jones enters the game for A. Ajinça,,66,52
288,3,6:16.0,,R. Covington misses 2-pt layup from 3 ft,66,52
289,3,6:15.0,Defensive rebound by T. Jones,,66,52
290,3,6:05.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,68,52
291,3,6:05.0,,Philadelphia full timeout,68,52
292,3,5:45.0,,G. Henderson misses 2-pt jump shot from 14 ft,68,52
293,3,5:43.0,,Offensive rebound by N. Noel,68,52
294,3,5:40.0,,N. Noel makes 2-pt layup from 2 ft,68,54
295,3,5:23.0,,Violation by N. Noel (def goaltending),68,54
296,3,5:23.0,A. Davis makes 2-pt jump shot from 9 ft,,70,54
297,3,5:10.0,,Shooting foul by T. Jones (drawn by G. Henderson),70,54
298,3,5:10.0,,G. Henderson makes free throw 1 of 2,70,55
299,3,5:10.0,,G. Henderson makes free throw 2 of 2,70,56
300,3,4:58.0,A. Davis misses 2-pt layup from 1 ft,,70,56
301,3,4:57.0,,Defensive rebound by R. Covington,70,56
302,3,4:51.0,,E. İlyasova makes 3-pt jump shot from 28 ft (assist by T. McConnell),70,59
303,3,4:30.0,T. Jones misses 2-pt jump shot from 14 ft,,70,59
304,3,4:29.0,,Defensive rebound by R. Covington,70,59
305,3,4:22.0,,Turnover by T. McConnell (traveling),70,59
306,3,4:22.0,,N. Stauskas enters the game for G. Henderson,70,59
307,3,4:22.0,New Orleans full timeout,,70,59
308,3,4:07.0,T. Jones makes 2-pt layup from 2 ft (assist by J. Holiday),,72,59
309,3,3:48.0,,T. McConnell makes 2-pt jump shot from 5 ft,72,61
310,3,3:35.0,A. Davis makes 2-pt layup from 2 ft (assist by B. Hield),,74,61
311,3,3:16.0,,N. Stauskas misses 2-pt layup from 2 ft,74,61
312,3,3:13.0,,Offensive rebound by N. Noel,74,61
313,3,3:13.0,,N. Noel makes 2-pt layup from 1 ft,74,63
314,3,3:04.0,Turnover by J. Holiday (step out of bounds),,74,63
315,3,2:47.0,,N. Stauskas misses 3-pt jump shot from 27 ft,74,63
316,3,2:45.0,Defensive rebound by T. Jones,,74,63
317,3,2:39.0,A. Davis misses 2-pt jump shot from 14 ft,,74,63
318,3,2:38.0,,Defensive rebound by N. Stauskas,74,63
319,3,2:28.0,,R. Covington misses 3-pt jump shot from 27 ft,74,63
320,3,2:26.0,Defensive rebound by S. Hill,,74,63
321,3,2:17.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by S. Hill),,77,63
322,3,1:59.0,,T. McConnell makes 2-pt jump shot from 14 ft,77,65
323,3,1:46.0,A. Davis makes 2-pt jump shot from 17 ft (assist by J. Holiday),,79,65
324,3,1:26.0,,N. Stauskas misses 2-pt layup from 2 ft,79,65
325,3,1:25.0,Defensive rebound by A. Davis,,79,65
326,3,1:17.0,B. Hield makes 3-pt jump shot from 26 ft (assist by J. Holiday),,82,65
327,3,0:58.0,,R. Covington makes 2-pt layup from 2 ft (assist by T. McConnell),82,67
328,3,0:54.0,B. Hield misses 2-pt layup from 2 ft (block by R. Covington),,82,67
329,3,0:51.0,,Defensive rebound by E. İlyasova,82,67
330,3,0:47.0,,T. McConnell makes 2-pt jump shot from 17 ft,82,69
331,3,0:33.0,J. Holiday misses 2-pt jump shot from 18 ft,,82,69
332,3,0:31.0,,Defensive rebound by N. Noel,82,69
333,3,0:10.0,,N. Stauskas misses 3-pt jump shot from 26 ft,82,69
334,3,0:09.0,Defensive rebound by A. Davis,,82,69
335,3,0:02.0,T. Jones makes 2-pt layup from 3 ft (assist by S. Hill),,84,69
336,4,11:48.0,,Personal foul by A. Davis (drawn by J. Embiid),84,69
337,4,11:37.0,,G. Henderson misses 3-pt jump shot from 29 ft,84,69
338,4,11:35.0,Defensive rebound by T. Frazier,,84,69
339,4,11:17.0,D. Cunningham makes 3-pt jump shot from 26 ft (assist by A. Davis),,87,69
340,4,10:58.0,,J. Embiid misses 2-pt jump shot from 10 ft,87,69
341,4,10:56.0,Defensive rebound by D. Cunningham,,87,69
342,4,10:46.0,Turnover by T. Frazier (bad pass; steal by J. Embiid),,87,69
343,4,10:28.0,,Shooting foul by E. Moore (drawn by G. Henderson),87,69
344,4,10:28.0,,G. Henderson makes free throw 1 of 2,87,70
345,4,10:28.0,Ö. Aşık enters the game for A. Davis,,87,70
346,4,10:28.0,,G. Henderson makes free throw 2 of 2,87,71
347,4,10:05.0,Turnover by T. Frazier (bad pass),,87,71
348,4,9:56.0,,S. Rodríguez makes 2-pt jump shot from 15 ft,87,73
349,4,9:37.0,T. Jones misses 2-pt hook shot from 3 ft,,87,73
350,4,9:35.0,,Defensive rebound by J. Embiid,87,73
351,4,9:30.0,,S. Rodríguez misses 2-pt jump shot from 4 ft,87,73
352,4,9:27.0,Defensive rebound by T. Jones,,87,73
353,4,9:24.0,Personal foul by S. Rodríguez (drawn by T. Frazier),,87,73
354,4,9:14.0,E. Moore makes 2-pt jump shot from 16 ft,,89,73
355,4,9:04.0,,Personal foul by Ö. Aşık (drawn by J. Embiid),89,73
356,4,9:00.0,,Personal foul by T. Frazier (drawn by S. Rodríguez),89,73
357,4,8:51.0,,D. Šarić misses 3-pt jump shot from 25 ft,89,73
358,4,8:51.0,,Offensive rebound by Team,89,73
359,4,8:51.0,Loose ball foul by E. Moore (drawn by N. Stauskas),,89,73
360,4,8:51.0,,Philadelphia full timeout,89,73
361,4,8:51.0,,N. Stauskas makes free throw 1 of 2,89,74
362,4,8:51.0,,N. Stauskas makes free throw 2 of 2,89,75
363,4,8:32.0,D. Cunningham misses 3-pt jump shot from 22 ft (block by G. Henderson),,89,75
364,4,8:28.0,,Defensive rebound by D. Šarić,89,75
365,4,8:22.0,,Turnover by D. Šarić (bad pass),89,75
366,4,8:09.0,Shooting foul by J. Embiid (drawn by T. Jones),,89,75
367,4,8:09.0,T. Jones misses free throw 1 of 2,,89,75
368,4,8:09.0,Offensive rebound by Team,,89,75
369,4,8:09.0,,J. Okafor enters the game for J. Embiid,89,75
370,4,8:09.0,T. Jones makes free throw 2 of 2,,90,75
371,4,7:58.0,,G. Henderson makes 3-pt jump shot from 24 ft (assist by S. Rodríguez),90,78
372,4,7:47.0,T. Frazier misses 2-pt jump shot from 16 ft,,90,78
373,4,7:45.0,,Defensive rebound by D. Šarić,90,78
374,4,7:27.0,,S. Rodríguez makes 3-pt jump shot from 27 ft,90,81
375,4,7:03.0,T. Frazier misses 2-pt jump shot from 12 ft,,90,81
376,4,7:01.0,Offensive rebound by T. Jones,,90,81
377,4,7:01.0,T. Jones makes 2-pt layup from 2 ft,,92,81
378,4,7:01.0,Shooting foul by G. Henderson (drawn by T. Jones),,92,81
379,4,7:01.0,T. Jones makes free throw 1 of 1,,93,81
380,4,6:49.0,,Turnover by N. Stauskas (bad pass),93,81
381,4,6:49.0,A. Davis enters the game for T. Jones,,93,81
382,4,6:37.0,Turnover by T. Frazier (bad pass; steal by S. Rodríguez),,93,81
383,4,6:29.0,,Personal foul by T. Frazier (drawn by D. Šarić),93,81
384,4,6:29.0,,D. Šarić makes free throw 1 of 2,93,82
