,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,GOLDEN STATE_ACTION,CHARLOTTE_SCORE,GOLDEN STATE_SCORE
58,1,4:37.0,M. Belinelli makes 2-pt layup from 3 ft (assist by N. Batum),,11,31
59,1,4:14.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by S. Curry),11,33
60,1,3:53.0,F. Kaminsky misses 2-pt jump shot from 17 ft,,11,33
61,1,3:52.0,,Defensive rebound by K. Thompson,11,33
62,1,3:44.0,,K. Durant misses 3-pt jump shot from 24 ft,11,33
63,1,3:43.0,Defensive rebound by S. Hawes,,11,33
64,1,3:39.0,Shooting foul by A. Iguodala (drawn by K. Walker),,11,33
65,1,3:39.0,K. Walker makes free throw 1 of 2,,12,33
66,1,3:39.0,,K. Looney enters the game for J. McGee,12,33
67,1,3:39.0,,P. McCaw enters the game for K. Thompson,12,33
68,1,3:39.0,K. Walker makes free throw 2 of 2,,13,33
69,1,3:37.0,,Golden State full timeout,13,33
70,1,3:37.0,R. Sessions enters the game for K. Walker,,13,33
71,1,3:25.0,,S. Curry misses 3-pt jump shot from 28 ft,13,33
72,1,3:23.0,Defensive rebound by N. Batum,,13,33
73,1,3:12.0,S. Hawes makes 2-pt layup from 2 ft (assist by R. Sessions),,15,33
74,1,3:00.0,,K. Durant misses 3-pt jump shot from 26 ft,15,33
75,1,2:59.0,Defensive rebound by F. Kaminsky,,15,33
76,1,2:48.0,Personal foul by S. Curry (drawn by M. Belinelli),,15,33
77,1,2:35.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,15,33
78,1,2:35.0,,Defensive rebound by S. Curry,15,33
79,1,2:23.0,,K. Looney makes 2-pt layup from 1 ft (assist by S. Curry),15,35
80,1,2:23.0,,Shooting foul by S. Hawes (drawn by K. Looney),15,35
81,1,2:23.0,,K. Looney misses free throw 1 of 1,15,35
82,1,2:23.0,M. Williams enters the game for S. Hawes,,15,35
83,1,2:21.0,Defensive rebound by M. Williams,,15,35
84,1,2:06.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by N. Batum),,17,35
85,1,1:44.0,,S. Curry misses 2-pt layup from 1 ft,17,35
86,1,1:43.0,,Offensive rebound by K. Durant,17,35
87,1,1:43.0,,K. Durant misses 2-pt layup from 1 ft,17,35
88,1,1:40.0,Defensive rebound by F. Kaminsky,,17,35
89,1,1:32.0,M. Belinelli misses 3-pt jump shot from 26 ft,,17,35
90,1,1:31.0,,Defensive rebound by K. Durant,17,35
91,1,1:27.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),17,38
92,1,1:16.0,R. Sessions misses 2-pt jump shot from 3 ft,,17,38
93,1,1:15.0,,Defensive rebound by K. Durant,17,38
94,1,1:04.0,,S. Curry misses 3-pt jump shot from 26 ft,17,38
95,1,1:03.0,Defensive rebound by M. Williams,,17,38
96,1,0:59.0,,D. Green enters the game for K. Durant,17,38
97,1,0:54.0,M. Williams makes 2-pt jump shot from 19 ft (assist by R. Sessions),,19,38
98,1,0:44.0,,Offensive foul by K. Looney (drawn by M. Belinelli),19,38
99,1,0:44.0,,Turnover by K. Looney (offensive foul),19,38
100,1,0:32.0,F. Kaminsky makes 2-pt layup from 3 ft (assist by N. Batum),,21,38
101,1,0:08.0,,A. Iguodala misses 3-pt jump shot from 26 ft,21,38
102,1,0:08.0,,Offensive rebound by S. Curry,21,38
103,1,0:02.0,,S. Curry makes 3-pt jump shot from 29 ft,21,41
104,1,0:01.0,F. Kaminsky misses 3-pt jump shot from 72 ft,,21,41
105,1,0:00.0,Offensive rebound by Team,,21,41
106,2,11:43.0,F. Kaminsky makes 2-pt jump shot from 14 ft (assist by M. Belinelli),,23,41
107,2,11:26.0,,I. Clark misses 2-pt jump shot from 16 ft,23,41
108,2,11:25.0,Defensive rebound by M. Kidd-Gilchrist,,23,41
109,2,11:22.0,Shooting foul by I. Clark (drawn by R. Sessions),,23,41
110,2,11:22.0,R. Sessions misses free throw 1 of 2,,23,41
111,2,11:22.0,Offensive rebound by Team,,23,41
112,2,11:22.0,R. Sessions makes free throw 2 of 2,,24,41
113,2,11:09.0,,K. Thompson misses 3-pt jump shot from 27 ft,24,41
114,2,11:09.0,Defensive rebound by F. Kaminsky,,24,41
115,2,10:58.0,M. Williams makes 2-pt layup from 2 ft (assist by R. Sessions),,26,41
116,2,10:48.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),26,43
117,2,10:32.0,M. Belinelli misses 3-pt jump shot from 27 ft,,26,43
118,2,10:32.0,,Defensive rebound by D. Green,26,43
119,2,10:18.0,,D. Green makes 3-pt jump shot from 28 ft (assist by K. Thompson),26,46
120,2,9:58.0,R. Sessions misses 3-pt jump shot from 26 ft,,26,46
121,2,9:58.0,Offensive rebound by M. Belinelli,,26,46
122,2,9:53.0,R. Sessions misses 2-pt layup from 3 ft (block by J. McAdoo),,26,46
123,2,9:52.0,,Defensive rebound by A. Iguodala,26,46
124,2,9:38.0,,D. Green misses 3-pt jump shot from 26 ft,26,46
125,2,9:37.0,,Offensive rebound by K. Thompson,26,46
126,2,9:36.0,,K. Thompson makes 3-pt jump shot from 27 ft,26,49
127,2,9:07.0,M. Belinelli makes 2-pt jump shot from 14 ft,,28,49
128,2,8:54.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),28,52
129,2,8:41.0,M. Belinelli makes 2-pt jump shot from 4 ft (assist by M. Kidd-Gilchrist),,30,52
130,2,8:41.0,Shooting foul by J. McAdoo (drawn by M. Belinelli),,30,52
131,2,8:41.0,Official timeout,,30,52
132,2,8:41.0,M. Belinelli makes free throw 1 of 1,,31,52
133,2,8:21.0,,I. Clark misses 3-pt jump shot from 24 ft,31,52
134,2,8:20.0,Defensive rebound by F. Kaminsky,,31,52
135,2,8:07.0,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by M. Belinelli),,33,52
136,2,7:57.0,,D. Green misses 3-pt jump shot from 26 ft,33,52
137,2,7:56.0,,Offensive rebound by I. Clark,33,52
138,2,7:55.0,Loose ball foul by F. Kaminsky (drawn by I. Clark),,33,52
139,2,7:55.0,K. Walker enters the game for R. Sessions,,33,52
140,2,7:55.0,J. Lamb enters the game for M. Kidd-Gilchrist,,33,52
141,2,7:51.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by I. Clark),33,54
142,2,7:37.0,F. Kaminsky makes 2-pt hook shot from 4 ft (assist by M. Belinelli),,35,54
143,2,7:10.0,,D. Green misses 3-pt jump shot from 27 ft,35,54
144,2,7:08.0,Defensive rebound by J. Lamb,,35,54
145,2,6:56.0,J. Lamb misses 2-pt jump shot from 6 ft,,35,54
146,2,6:56.0,,Defensive rebound by D. Green,35,54
147,2,6:51.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by D. Green),35,57
148,2,6:31.0,M. Williams misses 2-pt jump shot from 6 ft,,35,57
149,2,6:31.0,,Defensive rebound by A. Iguodala,35,57
150,2,6:25.0,,K. Thompson misses 3-pt jump shot from 28 ft,35,57
151,2,6:24.0,Defensive rebound by M. Williams,,35,57
152,2,6:17.0,M. Williams makes 2-pt layup from 1 ft (assist by K. Walker),,37,57
153,2,6:16.0,,Golden State full timeout,37,57
154,2,6:16.0,N. Batum enters the game for M. Belinelli,,37,57
155,2,6:16.0,,S. Curry enters the game for D. Green,37,57
156,2,6:16.0,,K. Durant enters the game for A. Iguodala,37,57
157,2,6:16.0,,P. McCaw enters the game for I. Clark,37,57
158,2,5:59.0,,Personal foul by F. Kaminsky (drawn by J. McAdoo),37,57
159,2,5:57.0,,Shooting block foul by K. Walker (drawn by K. Thompson),37,57
160,2,5:57.0,,K. Thompson makes free throw 1 of 2,37,58
161,2,5:57.0,S. Hawes enters the game for F. Kaminsky,,37,58
162,2,5:57.0,,J. McGee enters the game for J. McAdoo,37,58
163,2,5:57.0,,K. Thompson makes free throw 2 of 2,37,59
164,2,5:47.0,Def 3 sec tech foul by J. McGee,,37,59
165,2,5:47.0,N. Batum makes technical free throw,,38,59
166,2,5:35.0,J. Lamb makes 2-pt jump shot from 6 ft (assist by N. Batum),,40,59
167,2,5:25.0,,Turnover by K. Durant (traveling),40,59
168,2,5:08.0,J. Lamb misses 2-pt jump shot from 14 ft,,40,59
169,2,5:07.0,Offensive rebound by N. Batum,,40,59
170,2,5:02.0,N. Batum makes 2-pt jump shot from 16 ft,,42,59
171,2,4:37.0,,Shooting foul by J. Lamb (drawn by P. McCaw),42,59
172,2,4:37.0,,P. McCaw makes free throw 1 of 2,42,60
173,2,4:37.0,,D. Green enters the game for K. Thompson,42,60
174,2,4:37.0,,P. McCaw makes free throw 2 of 2,42,61
175,2,4:26.0,K. Walker misses 2-pt jump shot from 4 ft (block by J. McGee),,42,61
176,2,4:26.0,Offensive rebound by Team,,42,61
177,2,4:23.0,M. Williams makes 3-pt jump shot from 26 ft (assist by N. Batum),,45,61
178,2,4:07.0,,K. Durant misses 2-pt jump shot from 13 ft,45,61
179,2,4:06.0,Defensive rebound by M. Williams,,45,61
180,2,4:01.0,J. Lamb misses 2-pt layup from 4 ft (block by D. Green),,45,61
181,2,3:59.0,Offensive rebound by S. Hawes,,45,61
182,2,3:54.0,M. Williams misses 3-pt jump shot from 25 ft,,45,61
183,2,3:54.0,,Defensive rebound by D. Green,45,61
184,2,3:37.0,,S. Curry makes 3-pt jump shot from 27 ft,45,64
185,2,3:19.0,S. Hawes misses 2-pt jump shot from 13 ft,,45,64
186,2,3:18.0,,Defensive rebound by D. Green,45,64
187,2,3:12.0,,S. Curry makes 2-pt layup from 1 ft,45,66
188,2,2:54.0,Personal foul by S. Curry (drawn by K. Walker),,45,66
189,2,2:54.0,Charlotte full timeout,,45,66
190,2,2:54.0,K. Walker makes free throw 1 of 3,,46,66
191,2,2:54.0,K. Walker makes free throw 2 of 3,,47,66
192,2,2:54.0,,A. Iguodala enters the game for J. McGee,45,66
193,2,2:54.0,,K. Thompson enters the game for P. McCaw,45,66
194,2,2:54.0,K. Walker makes free throw 3 of 3,,48,66
195,2,2:39.0,,D. Green misses 2-pt jump shot from 16 ft,48,66
196,2,2:38.0,Defensive rebound by S. Hawes,,48,66
197,2,2:23.0,J. Lamb misses 2-pt jump shot from 7 ft,,48,66
198,2,2:23.0,,Defensive rebound by A. Iguodala,48,66
199,2,2:21.0,,K. Durant makes 2-pt dunk at rim (assist by A. Iguodala),48,68
200,2,1:57.0,K. Walker misses 3-pt jump shot from 26 ft (block by D. Green),,48,68
201,2,1:57.0,,Defensive rebound by Team,48,68
202,2,1:47.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),48,70
203,2,1:26.0,N. Batum makes 3-pt jump shot from 25 ft (assist by S. Hawes),,51,70
204,2,1:19.0,,S. Curry makes 3-pt jump shot from 31 ft,51,73
205,2,1:00.0,J. Lamb makes 2-pt layup from 1 ft (assist by N. Batum),,53,73
206,2,0:51.0,,K. Durant misses 3-pt jump shot from 26 ft,53,73
207,2,0:50.0,Defensive rebound by K. Walker,,53,73
208,2,0:43.0,M. Williams misses 2-pt jump shot from 5 ft (block by D. Green),,53,73
209,2,0:42.0,,Defensive rebound by A. Iguodala,53,73
210,2,0:39.0,,K. Durant makes 2-pt layup from 1 ft (assist by A. Iguodala),53,75
211,2,0:20.0,N. Batum makes 3-pt jump shot from 26 ft (assist by M. Williams),,56,75
212,2,0:02.0,,A. Iguodala makes 2-pt dunk at rim (assist by K. Durant),56,77
213,3,11:50.0,Def 3 sec tech foul by J. McGee,,56,77
214,3,11:50.0,N. Batum makes technical free throw,,57,77
215,3,11:38.0,K. Walker misses 3-pt jump shot from 27 ft,,57,77
216,3,11:38.0,,Defensive rebound by D. Green,57,77
217,3,11:30.0,,K. Durant misses 3-pt jump shot from 25 ft,57,77
218,3,11:28.0,,Offensive rebound by Team,57,77
219,3,11:18.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Thompson),57,80
220,3,10:55.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,57,80
221,3,10:54.0,,Defensive rebound by K. Durant,57,80
222,3,10:46.0,,J. McGee makes 2-pt layup from 3 ft (assist by K. Durant),57,82
223,3,10:34.0,Turnover by K. Walker (bad pass; steal by K. Thompson),,57,82
224,3,10:23.0,,J. McGee makes 2-pt layup from 2 ft (assist by K. Thompson),57,84
225,3,10:23.0,Charlotte full timeout,,57,84
226,3,10:08.0,K. Walker misses 3-pt jump shot from 25 ft,,57,84
227,3,10:07.0,,Defensive rebound by K. Durant,57,84
228,3,9:49.0,,K. Thompson misses 2-pt jump shot from 13 ft,57,84
229,3,9:49.0,Defensive rebound by Team,,57,84
230,3,9:38.0,M. Williams misses 2-pt layup from 2 ft,,57,84
231,3,9:38.0,,Defensive rebound by D. Green,57,84
232,3,9:33.0,,K. Durant misses 2-pt layup from 1 ft (block by S. Hawes),57,84
233,3,9:31.0,Defensive rebound by K. Walker,,57,84
234,3,9:24.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by K. Walker),,59,84
235,3,9:15.0,,J. McGee misses 2-pt layup from 2 ft (block by S. Hawes),59,84
236,3,9:15.0,,Offensive rebound by Team,59,84
237,3,9:08.0,,S. Curry misses 2-pt jump shot from 20 ft,59,84
238,3,9:07.0,Defensive rebound by M. Kidd-Gilchrist,,59,84
239,3,8:53.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by D. Green),,59,84
240,3,8:52.0,,Defensive rebound by D. Green,59,84
241,3,8:45.0,,K. Durant misses 3-pt jump shot from 25 ft,59,84
242,3,8:43.0,Defensive rebound by N. Batum,,59,84
243,3,8:38.0,Turnover by N. Batum (lost ball; steal by S. Curry),,59,84
244,3,8:36.0,,S. Curry misses 3-pt jump shot from 27 ft,59,84
245,3,8:34.0,Defensive rebound by M. Kidd-Gilchrist,,59,84
246,3,8:29.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,62,84
247,3,8:06.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by S. Curry),62,86
248,3,7:54.0,Turnover by N. Batum (bad pass; steal by K. Durant),,62,86
249,3,7:51.0,,Shooting foul by M. Williams (drawn by K. Durant),62,86
250,3,7:51.0,,K. Durant makes 2-pt jump shot from 5 ft,62,88
251,3,7:51.0,,K. Durant makes free throw 1 of 1,62,89
252,3,7:31.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. McGee),,62,89
253,3,7:29.0,Offensive rebound by S. Hawes,,62,89
254,3,7:28.0,S. Hawes makes 2-pt hook shot from 4 ft,,64,89
255,3,7:06.0,,D. Green misses 3-pt jump shot from 26 ft,64,89
256,3,7:06.0,Defensive rebound by M. Williams,,64,89
257,3,7:02.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,64,89
258,3,7:00.0,,Defensive rebound by K. Thompson,64,89
259,3,6:53.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Thompson),64,92
260,3,6:28.0,S. Hawes misses 2-pt hook shot from 10 ft,,64,92
261,3,6:28.0,,Defensive rebound by J. McGee,64,92
262,3,6:17.0,,S. Curry makes 2-pt layup from 1 ft,64,94
263,3,6:17.0,Charlotte full timeout,,64,94
264,3,6:16.0,,A. Varejão enters the game for J. McGee,64,94
265,3,6:09.0,F. Kaminsky enters the game for M. Williams,,64,94
266,3,6:09.0,M. Belinelli enters the game for N. Batum,,64,94
267,3,6:05.0,Turnover by K. Walker (lost ball; steal by S. Curry),,64,94
268,3,6:01.0,,K. Durant misses 2-pt jump shot from 4 ft,64,94
269,3,6:00.0,,Offensive rebound by A. Varejão,64,94
270,3,6:00.0,,A. Varejão makes 2-pt layup from 1 ft,64,96
271,3,5:40.0,M. Kidd-Gilchrist makes 2-pt jump shot from 5 ft (assist by K. Walker),,66,96
272,3,5:27.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),66,98
273,3,5:11.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by M. Belinelli),,69,98
274,3,4:58.0,,S. Curry misses 3-pt jump shot from 25 ft,69,98
275,3,4:57.0,Defensive rebound by M. Kidd-Gilchrist,,69,98
276,3,4:41.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,69,98
277,3,4:40.0,,Defensive rebound by S. Curry,69,98
278,3,4:26.0,,D. Green misses 3-pt jump shot from 26 ft,69,98
279,3,4:26.0,Defensive rebound by M. Kidd-Gilchrist,,69,98
280,3,4:15.0,M. Belinelli makes 2-pt jump shot from 10 ft,,71,98
281,3,4:06.0,,Golden State full timeout,71,98
282,3,4:06.0,J. Lamb enters the game for M. Kidd-Gilchrist,,71,98
283,3,4:06.0,,A. Iguodala enters the game for D. Green,71,98
284,3,4:06.0,,P. McCaw enters the game for K. Thompson,71,98
285,3,3:56.0,,Offensive foul by A. Varejão (drawn by J. Lamb),71,98
286,3,3:56.0,,Turnover by A. Varejão (offensive foul),71,98
287,3,3:36.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,74,98
288,3,3:26.0,,Turnover by S. Curry (bad pass; steal by F. Kaminsky),74,98
289,3,3:17.0,,Violation by A. Iguodala (kicked ball),74,98
290,3,3:07.0,Turnover by S. Hawes (bad pass; steal by A. Varejão),,74,98
291,3,3:04.0,,Shooting foul by M. Belinelli (drawn by K. Durant),74,98
292,3,3:04.0,,K. Durant makes free throw 1 of 2,74,99
293,3,3:04.0,M. Williams enters the game for S. Hawes,,74,99
294,3,3:04.0,B. Roberts enters the game for K. Walker,,74,99
295,3,3:04.0,,K. Durant makes free throw 2 of 2,74,100
296,3,2:45.0,Turnover by M. Williams (bad pass; steal by P. McCaw),,74,100
297,3,2:44.0,,Personal foul by F. Kaminsky (drawn by P. McCaw),74,100
298,3,2:25.0,,P. McCaw misses 3-pt jump shot from 25 ft,74,100
299,3,2:25.0,Defensive rebound by F. Kaminsky,,74,100
300,3,2:15.0,Shooting foul by A. Varejão (drawn by F. Kaminsky),,74,100
301,3,2:15.0,F. Kaminsky makes free throw 1 of 2,,75,100
302,3,2:15.0,F. Kaminsky makes free throw 2 of 2,,76,100
303,3,2:01.0,Violation by F. Kaminsky (kicked ball),,76,100
304,3,2:01.0,,D. Green enters the game for K. Durant,76,100
305,3,1:54.0,,A. Varejão misses 2-pt hook shot from 7 ft,76,100
306,3,1:53.0,Defensive rebound by J. Lamb,,76,100
307,3,1:33.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,79,100
308,3,1:19.0,,S. Curry makes 2-pt jump shot from 21 ft,79,102
309,3,1:03.0,F. Kaminsky misses 3-pt jump shot from 28 ft,,79,102
310,3,1:03.0,,Defensive rebound by S. Curry,79,102
311,3,0:56.0,,S. Curry makes 3-pt jump shot from 26 ft,79,105
312,3,0:48.0,M. Williams makes 2-pt dunk at rim (assist by B. Roberts),,81,105
313,3,0:35.0,,Shooting foul by M. Williams (drawn by P. McCaw),81,105
314,3,0:35.0,,P. McCaw misses free throw 1 of 2,81,105
315,3,0:35.0,,Offensive rebound by Team,81,105
316,3,0:35.0,,P. McCaw misses free throw 2 of 2,81,105
317,3,0:33.0,Defensive rebound by J. Lamb,,81,105
318,3,0:24.0,,Violation by D. Green (kicked ball),81,105
319,3,0:19.0,Shooting foul by P. McCaw (drawn by F. Kaminsky),,81,105
320,3,0:19.0,F. Kaminsky makes free throw 1 of 2,,82,105
321,3,0:19.0,,K. Thompson enters the game for P. McCaw,82,105
322,3,0:19.0,,K. Durant enters the game for A. Varejão,82,105
323,3,0:19.0,F. Kaminsky makes free throw 2 of 2,,83,105
324,3,0:04.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by A. Iguodala),83,108
325,3,0:01.0,J. Lamb misses 3-pt jump shot from 52 ft,,83,108
326,3,0:00.0,Offensive rebound by Team,,83,108
327,4,11:47.0,,J. McAdoo makes 2-pt layup from 2 ft (assist by K. Thompson),83,110
328,4,11:29.0,M. Belinelli makes 2-pt jump shot from 17 ft (assist by F. Kaminsky),,85,110
329,4,11:21.0,Violation by J. Lamb (kicked ball),,85,110
330,4,11:16.0,,K. Thompson misses 2-pt jump shot from 11 ft,85,110
331,4,11:15.0,Defensive rebound by M. Belinelli,,85,110
332,4,11:02.0,Turnover by M. Belinelli (bad pass; steal by D. Green),,85,110
333,4,10:55.0,,Turnover by K. Thompson (bad pass; steal by M. Belinelli),85,110
334,4,10:52.0,Personal foul by D. Green (drawn by M. Belinelli),,85,110
335,4,10:44.0,J. Lamb misses 2-pt jump shot from 4 ft,,85,110
336,4,10:44.0,,Defensive rebound by D. Green,85,110
337,4,10:36.0,,D. Green misses 2-pt hook shot from 7 ft,85,110
338,4,10:36.0,Defensive rebound by J. Lamb,,85,110
339,4,10:26.0,M. Belinelli misses 3-pt jump shot from 26 ft,,85,110
340,4,10:25.0,,Defensive rebound by I. Clark,85,110
341,4,10:18.0,,Personal foul by M. Williams (drawn by K. Thompson),85,110
342,4,10:18.0,M. Kidd-Gilchrist enters the game for M. Williams,,85,110
343,4,10:13.0,,K. Thompson misses 2-pt jump shot from 17 ft,85,110
344,4,10:11.0,Defensive rebound by M. Kidd-Gilchrist,,85,110
345,4,10:02.0,Shooting foul by J. McAdoo (drawn by B. Roberts),,85,110
346,4,10:02.0,B. Roberts makes free throw 1 of 2,,86,110
347,4,10:02.0,B. Roberts makes free throw 2 of 2,,87,110
348,4,9:47.0,,Turnover by D. Green (bad pass; steal by F. Kaminsky),87,110
349,4,9:38.0,M. Kidd-Gilchrist misses 2-pt hook shot from 7 ft,,87,110
350,4,9:37.0,,Defensive rebound by I. Clark,87,110
351,4,9:34.0,,Turnover by I. Clark (bad pass),87,110
352,4,9:18.0,F. Kaminsky makes 2-pt jump shot from 8 ft,,89,110
353,4,9:11.0,,Golden State full timeout,89,110
354,4,9:11.0,,K. Durant enters the game for D. Green,89,110
355,4,9:03.0,,Personal foul by J. Lamb (drawn by A. Iguodala),89,110
356,4,8:56.0,,I. Clark misses 3-pt jump shot from 28 ft,89,110
357,4,8:56.0,Defensive rebound by F. Kaminsky,,89,110
358,4,8:37.0,F. Kaminsky makes 2-pt jump shot from 17 ft,,91,110
359,4,8:17.0,,K. Durant misses 3-pt jump shot from 25 ft,91,110
360,4,8:16.0,Defensive rebound by F. Kaminsky,,91,110
361,4,7:59.0,J. Lamb misses 3-pt jump shot from 25 ft,,91,110
362,4,7:58.0,,Defensive rebound by A. Iguodala,91,110
363,4,7:48.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),91,113
364,4,7:27.0,Shooting foul by K. Thompson (drawn by J. Lamb),,91,113
365,4,7:27.0,J. Lamb misses free throw 1 of 2,,91,113
366,4,7:27.0,Offensive rebound by Team,,91,113
367,4,7:27.0,,P. McCaw enters the game for I. Clark,91,113
368,4,7:27.0,J. Lamb makes free throw 2 of 2,,92,113
369,4,7:10.0,,K. Durant makes 2-pt jump shot from 11 ft (assist by K. Thompson),92,115
370,4,6:44.0,C. Wood enters the game for F. Kaminsky,,92,115
371,4,6:41.0,B. Roberts makes 2-pt jump shot from 19 ft (assist by M. Belinelli),,94,115
372,4,6:24.0,,K. Thompson misses 2-pt jump shot from 13 ft,94,115
373,4,6:22.0,Defensive rebound by J. Lamb,,94,115
