,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
67,1,3:24.0,,Offensive rebound by T. Black,21,12
68,1,3:15.0,,J. Randle makes 2-pt layup from 3 ft,21,14
69,1,3:12.0,Philadelphia full timeout,,21,14
70,1,3:12.0,,L. Nance enters the game for J. Randle,21,14
71,1,3:12.0,S. Rodríguez enters the game for T. McConnell,,21,14
72,1,2:50.0,R. Holmes makes 2-pt dunk at rim (assist by S. Rodríguez),,23,14
73,1,2:28.0,,T. Black misses 2-pt hook shot from 4 ft,23,14
74,1,2:26.0,Defensive rebound by R. Holmes,,23,14
75,1,2:19.0,Turnover by S. Rodríguez (bad pass; steal by B. Ingram),,23,14
76,1,2:13.0,,B. Ingram makes 2-pt layup from 2 ft,23,16
77,1,1:49.0,N. Stauskas makes 2-pt jump shot from 12 ft,,25,16
78,1,1:43.0,,T. Black makes 2-pt dunk at rim (assist by B. Ingram),25,18
79,1,1:32.0,,Violation by T. Black (def goaltending),25,18
80,1,1:32.0,D. Šarić makes 2-pt layup from 3 ft,,27,18
81,1,1:17.0,,Turnover by D. Russell (bad pass; steal by R. Holmes),27,18
82,1,1:11.0,D. Šarić makes 2-pt dunk at rim (assist by S. Rodríguez),,29,18
83,1,1:00.0,,J. Clarkson makes 2-pt jump shot from 4 ft,29,20
84,1,1:00.0,,Shooting foul by D. Šarić (drawn by J. Clarkson),29,20
85,1,1:00.0,,T. Ennis enters the game for D. Russell,29,20
86,1,1:00.0,S. Long enters the game for D. Šarić,,29,20
87,1,1:00.0,,J. Clarkson makes free throw 1 of 1,29,21
88,1,0:47.0,R. Holmes makes 3-pt jump shot from 26 ft (assist by N. Stauskas),,32,21
89,1,0:38.0,,L. Nance makes 3-pt jump shot from 24 ft (assist by J. Clarkson),32,24
90,1,0:26.0,S. Long misses 2-pt hook shot from 5 ft,,32,24
91,1,0:24.0,,Defensive rebound by B. Ingram,32,24
92,1,0:08.0,,J. Clarkson makes 2-pt jump shot from 5 ft,32,26
93,1,0:08.0,,Shooting foul by S. Long (drawn by J. Clarkson),32,26
94,1,0:08.0,,J. Clarkson makes free throw 1 of 1,32,27
95,1,0:04.0,Personal take foul by T. Ennis (drawn by S. Rodríguez),,32,27
96,2,11:45.0,Turnover by N. Stauskas (bad pass; steal by L. Nance),,32,27
97,2,11:26.0,,L. Nance makes 2-pt jump shot from 3 ft (assist by T. Ennis),32,29
98,2,11:26.0,,Shooting foul by R. Holmes (drawn by L. Nance),32,29
99,2,11:26.0,,L. Nance misses free throw 1 of 1,32,29
100,2,11:24.0,Defensive rebound by S. Long,,32,29
101,2,11:06.0,Shooting foul by T. Black (drawn by R. Holmes),,32,29
102,2,11:06.0,R. Holmes makes free throw 1 of 2,,33,29
103,2,11:06.0,R. Holmes makes free throw 2 of 2,,34,29
104,2,10:54.0,,J. Clarkson makes 2-pt layup from 2 ft,34,31
105,2,10:39.0,J. Anderson makes 2-pt layup from 1 ft (assist by N. Stauskas),,36,31
106,2,10:30.0,,T. Ennis makes 2-pt jump shot from 19 ft,36,33
107,2,10:19.0,Turnover by S. Rodríguez (bad pass; steal by T. Black),,36,33
108,2,10:10.0,,T. Black makes 2-pt dunk at rim (assist by T. Ennis),36,35
109,2,10:10.0,Philadelphia full timeout,,36,35
110,2,10:10.0,G. Henderson enters the game for N. Stauskas,,36,35
111,2,10:10.0,T. Luwawu-Cabarrot enters the game for R. Holmes,,36,35
112,2,10:10.0,J. Okafor enters the game for J. Anderson,,36,35
113,2,10:10.0,D. Šarić enters the game for S. Rodríguez,,36,35
114,2,10:10.0,T. McConnell enters the game for S. Long,,36,35
115,2,9:48.0,Shooting foul by T. Black (drawn by D. Šarić),,36,35
116,2,9:48.0,D. Šarić makes free throw 1 of 2,,37,35
117,2,9:48.0,D. Šarić makes free throw 2 of 2,,38,35
118,2,9:30.0,,T. Ennis makes 2-pt layup from 3 ft (assist by T. Black),38,37
119,2,9:30.0,,Shooting foul by T. McConnell (drawn by T. Ennis),38,37
120,2,9:30.0,,T. Ennis makes free throw 1 of 1,38,38
121,2,9:12.0,Turnover by J. Okafor (bad pass; steal by J. Clarkson),,38,38
122,2,9:04.0,,C. Brewer misses 2-pt jump shot from 7 ft,38,38
123,2,9:00.0,Defensive rebound by D. Šarić,,38,38
124,2,8:46.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by D. Šarić),,40,38
125,2,8:23.0,,T. Ennis makes 3-pt jump shot from 26 ft (assist by L. Nance),40,41
126,2,8:14.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by G. Henderson),,43,41
127,2,7:57.0,,J. Clarkson misses 2-pt jump shot from 11 ft,43,41
128,2,7:55.0,Defensive rebound by J. Okafor,,43,41
129,2,7:48.0,Shooting block foul by T. Ennis (drawn by T. McConnell),,43,41
130,2,7:48.0,T. McConnell makes free throw 1 of 2,,44,41
131,2,7:48.0,,J. Randle enters the game for T. Black,44,41
132,2,7:48.0,T. McConnell makes free throw 2 of 2,,45,41
133,2,7:35.0,,J. Randle makes 2-pt hook shot from 2 ft,45,43
134,2,7:29.0,G. Henderson misses 2-pt dunk at rim,,45,43
135,2,7:28.0,,Defensive rebound by Team,45,43
136,2,7:28.0,,D. Russell enters the game for J. Clarkson,45,43
137,2,7:28.0,,B. Ingram enters the game for C. Brewer,45,43
138,2,7:03.0,,J. Randle misses 2-pt jump shot from 21 ft,45,43
139,2,6:59.0,Defensive rebound by G. Henderson,,45,43
140,2,6:54.0,Offensive foul by J. Okafor (drawn by D. Russell),,45,43
141,2,6:54.0,Turnover by J. Okafor (offensive foul),,45,43
142,2,6:44.0,,Personal foul by G. Henderson (drawn by B. Ingram),45,43
143,2,6:34.0,,B. Ingram makes 2-pt jump shot from 16 ft (assist by J. Randle),45,45
144,2,6:19.0,D. Šarić misses 2-pt dunk at rim (block by J. Randle),,45,45
145,2,6:16.0,,Defensive rebound by D. Russell,45,45
146,2,6:13.0,,Turnover by T. Ennis (bad pass; steal by T. McConnell),45,45
147,2,6:09.0,Shooting foul by T. Ennis (drawn by D. Šarić),,45,45
148,2,6:09.0,D. Šarić makes free throw 1 of 2,,46,45
149,2,6:09.0,,J. Clarkson enters the game for T. Ennis,46,45
150,2,6:09.0,D. Šarić makes free throw 2 of 2,,47,45
151,2,5:49.0,,J. Clarkson misses 3-pt jump shot from 27 ft,47,45
152,2,5:48.0,Defensive rebound by T. McConnell,,47,45
153,2,5:44.0,T. Luwawu-Cabarrot makes 2-pt layup at rim (assist by T. McConnell),,49,45
154,2,5:33.0,,D. Russell misses 2-pt jump shot from 20 ft,49,45
155,2,5:33.0,Defensive rebound by Team,,49,45
156,2,5:33.0,,Loose ball foul by J. Randle (drawn by J. Okafor),49,45
157,2,5:33.0,Official timeout,,49,45
158,2,5:33.0,J. Okafor makes free throw 1 of 2,,50,45
159,2,5:33.0,,I. Zubac enters the game for L. Nance,49,45
160,2,5:33.0,N. Stauskas enters the game for D. Šarić,,49,45
161,2,5:33.0,R. Holmes enters the game for G. Henderson,,49,45
162,2,5:33.0,J. Okafor misses free throw 2 of 2,,50,45
163,2,5:32.0,,Defensive rebound by D. Russell,50,45
164,2,5:18.0,,J. Clarkson makes 2-pt layup from 2 ft,50,47
165,2,5:00.0,J. Okafor makes 2-pt layup from 2 ft,,52,47
166,2,4:46.0,,J. Clarkson misses 3-pt jump shot from 26 ft,52,47
167,2,4:45.0,Defensive rebound by T. McConnell,,52,47
168,2,4:41.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by T. McConnell),,54,47
169,2,4:15.0,,B. Ingram makes 2-pt jump shot from 12 ft,54,49
170,2,3:58.0,J. Okafor makes 2-pt hook shot from 6 ft,,56,49
171,2,3:47.0,,I. Zubac makes 2-pt jump shot from 19 ft (assist by D. Russell),56,51
172,2,3:36.0,Personal foul by I. Zubac (drawn by J. Okafor),,56,51
173,2,3:36.0,J. Okafor makes free throw 1 of 2,,57,51
174,2,3:36.0,S. Rodríguez enters the game for T. Luwawu-Cabarrot,,57,51
175,2,3:36.0,J. Anderson enters the game for T. McConnell,,57,51
176,2,3:36.0,J. Okafor makes free throw 2 of 2,,58,51
177,2,3:28.0,,J. Randle makes 2-pt jump shot from 11 ft (assist by D. Russell),58,53
178,2,3:11.0,J. Okafor misses 2-pt jump shot from 18 ft,,58,53
179,2,3:08.0,,Defensive rebound by J. Clarkson,58,53
180,2,3:05.0,,I. Zubac makes 2-pt layup from 3 ft (assist by J. Clarkson),58,55
181,2,3:05.0,,Shooting foul by J. Okafor (drawn by I. Zubac),58,55
182,2,3:05.0,S. Long enters the game for J. Okafor,,58,55
183,2,3:05.0,,I. Zubac makes free throw 1 of 1,58,56
184,2,2:56.0,Turnover by N. Stauskas (lost ball),,58,56
185,2,2:56.0,,LA Lakers full timeout,58,56
186,2,2:31.0,,D. Russell misses 3-pt jump shot from 26 ft,58,56
187,2,2:31.0,Defensive rebound by Team,,58,56
188,2,2:20.0,S. Long makes 2-pt jump shot from 16 ft (assist by N. Stauskas),,60,56
189,2,2:03.0,,D. Russell misses 3-pt jump shot from 27 ft,60,56
190,2,2:00.0,Defensive rebound by S. Long,,60,56
191,2,1:52.0,R. Holmes misses 2-pt dunk at rim (block by J. Clarkson),,60,56
192,2,1:50.0,,Defensive rebound by J. Randle,60,56
193,2,1:50.0,,Personal foul by S. Long (drawn by J. Randle),60,56
194,2,1:50.0,,J. Randle makes free throw 1 of 2,60,57
195,2,1:50.0,,J. Randle makes free throw 2 of 2,60,58
196,2,1:38.0,J. Anderson misses 3-pt jump shot from 25 ft,,60,58
197,2,1:36.0,,Defensive rebound by D. Russell,60,58
198,2,1:24.0,,I. Zubac makes 2-pt hook shot from 5 ft (assist by D. Russell),60,60
199,2,1:04.0,N. Stauskas misses 3-pt jump shot from 26 ft,,60,60
200,2,1:03.0,,Defensive rebound by J. Randle,60,60
201,2,0:59.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by J. Clarkson),60,63
202,2,0:49.0,N. Stauskas misses 2-pt layup from 2 ft (block by J. Randle),,60,63
203,2,0:49.0,Offensive rebound by Team,,60,63
204,2,0:43.0,J. Anderson misses 2-pt jump shot from 17 ft (block by B. Ingram),,60,63
205,2,0:41.0,Offensive rebound by J. Anderson,,60,63
206,2,0:35.0,S. Rodríguez makes 3-pt jump shot from 26 ft (assist by J. Anderson),,63,63
207,2,0:34.0,,Turnover by D. Russell (lost ball),63,63
208,2,0:34.0,Philadelphia full timeout,,63,63
209,2,0:32.0,Personal take foul by D. Russell (drawn by S. Long),,63,63
210,2,0:32.0,S. Long makes free throw 1 of 2,,64,63
211,2,0:32.0,S. Long makes free throw 2 of 2,,65,63
212,2,0:12.0,,J. Clarkson makes 2-pt layup from 3 ft,65,65
213,2,0:02.0,S. Rodríguez misses 3-pt jump shot from 26 ft,,65,65
214,2,0:02.0,,Defensive rebound by B. Ingram,65,65
215,2,0:01.0,,B. Ingram misses 3-pt jump shot from 65 ft,65,65
216,2,0:00.0,,Offensive rebound by Team,65,65
217,3,11:37.0,J. Okafor makes 2-pt layup from 1 ft,,67,65
218,3,11:25.0,,Shooting foul by J. Okafor (drawn by I. Zubac),67,65
219,3,11:25.0,,I. Zubac makes free throw 1 of 2,67,66
220,3,11:25.0,,I. Zubac misses free throw 2 of 2,67,66
221,3,11:24.0,Defensive rebound by T. McConnell,,67,66
222,3,11:14.0,Shooting block foul by I. Zubac (drawn by J. Okafor),,67,66
223,3,11:14.0,J. Okafor makes free throw 1 of 2,,68,66
224,3,11:14.0,J. Okafor makes free throw 2 of 2,,69,66
225,3,10:59.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Nwaba),69,66
226,3,10:59.0,,D. Nwaba makes free throw 1 of 2,69,67
227,3,10:59.0,,D. Nwaba makes free throw 2 of 2,69,68
228,3,10:41.0,D. Šarić makes 2-pt jump shot from 20 ft (assist by J. Okafor),,71,68
229,3,10:30.0,,D. Russell misses 2-pt jump shot from 12 ft,71,68
230,3,10:30.0,Defensive rebound by D. Šarić,,71,68
231,3,10:30.0,Turnover by D. Šarić (lost ball),,71,68
232,3,10:12.0,,Turnover by B. Ingram (bad pass),71,68
233,3,9:53.0,N. Stauskas misses 3-pt jump shot from 25 ft,,71,68
234,3,9:52.0,,Defensive rebound by I. Zubac,71,68
235,3,9:46.0,,J. Randle makes 2-pt jump shot from 4 ft (assist by D. Russell),71,70
236,3,9:34.0,N. Stauskas makes 2-pt dunk at rim (assist by D. Šarić),,73,70
237,3,9:21.0,,I. Zubac misses 2-pt jump shot from 5 ft,73,70
238,3,9:18.0,,Offensive rebound by Team,73,70
239,3,9:09.0,,B. Ingram misses 3-pt jump shot from 25 ft,73,70
240,3,9:08.0,Defensive rebound by D. Šarić,,73,70
241,3,8:59.0,D. Šarić misses 2-pt layup from 4 ft (block by B. Ingram),,73,70
242,3,8:57.0,,Defensive rebound by I. Zubac,73,70
243,3,8:39.0,,D. Russell makes 2-pt jump shot from 15 ft,73,72
244,3,8:39.0,Philadelphia full timeout,,73,72
245,3,8:19.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by T. McConnell),,76,72
246,3,8:12.0,,Turnover by B. Ingram (bad pass),76,72
247,3,7:54.0,J. Okafor makes 2-pt layup from 1 ft (assist by T. McConnell),,78,72
248,3,7:32.0,,Turnover by I. Zubac (bad pass; steal by T. McConnell),78,72
249,3,7:22.0,Shooting foul by D. Nwaba (drawn by T. McConnell),,78,72
250,3,7:22.0,T. McConnell makes free throw 1 of 2,,79,72
251,3,7:22.0,,J. Clarkson enters the game for D. Nwaba,79,72
252,3,7:22.0,T. McConnell makes free throw 2 of 2,,80,72
253,3,7:05.0,,J. Clarkson misses 2-pt jump shot from 8 ft,80,72
254,3,7:02.0,,Offensive rebound by J. Clarkson,80,72
255,3,6:53.0,G. Henderson enters the game for N. Stauskas,,80,72
256,3,6:46.0,,J. Randle misses 3-pt jump shot from 26 ft,80,72
257,3,6:44.0,Defensive rebound by J. Okafor,,80,72
258,3,6:33.0,J. Okafor makes 2-pt layup from 3 ft (assist by T. Luwawu-Cabarrot),,82,72
259,3,6:13.0,,D. Russell misses 3-pt jump shot from 28 ft,82,72
260,3,6:12.0,,Offensive rebound by J. Randle,82,72
261,3,6:11.0,,J. Randle misses 2-pt layup from 2 ft (block by G. Henderson),82,72
262,3,6:11.0,,Offensive rebound by Team,82,72
263,3,6:11.0,R. Holmes enters the game for D. Šarić,,82,72
264,3,6:11.0,,T. Black enters the game for I. Zubac,82,72
265,3,6:11.0,,Personal foul by G. Henderson (drawn by B. Ingram),82,72
266,3,6:04.0,,D. Russell misses 2-pt jump shot from 5 ft,82,72
267,3,5:59.0,,Offensive rebound by T. Black,82,72
268,3,5:59.0,,T. Black misses 2-pt layup from 1 ft,82,72
269,3,5:56.0,Defensive rebound by R. Holmes,,82,72
270,3,5:50.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,82,72
271,3,5:46.0,,Defensive rebound by J. Randle,82,72
272,3,5:36.0,,J. Clarkson misses 2-pt jump shot from 12 ft,82,72
273,3,5:32.0,Defensive rebound by J. Okafor,,82,72
274,3,5:23.0,Shooting block foul by J. Randle (drawn by J. Okafor),,82,72
275,3,5:23.0,J. Okafor makes free throw 1 of 2,,83,72
276,3,5:23.0,J. Okafor makes free throw 2 of 2,,84,72
277,3,5:09.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Clarkson),84,72
278,3,5:09.0,,J. Clarkson makes free throw 1 of 2,84,73
279,3,5:09.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,84,73
280,3,5:09.0,S. Long enters the game for J. Okafor,,84,73
281,3,5:09.0,,J. Clarkson makes free throw 2 of 2,84,74
282,3,4:54.0,R. Holmes misses 3-pt jump shot from 24 ft,,84,74
283,3,4:53.0,,Defensive rebound by J. Randle,84,74
284,3,4:37.0,,J. Randle makes 2-pt jump shot from 4 ft,84,76
285,3,4:27.0,R. Holmes misses 3-pt jump shot from 26 ft,,84,76
286,3,4:26.0,,Defensive rebound by B. Ingram,84,76
287,3,4:20.0,,D. Russell misses 3-pt jump shot from 25 ft,84,76
288,3,4:16.0,Defensive rebound by S. Long,,84,76
289,3,4:08.0,T. McConnell misses 2-pt jump shot from 17 ft,,84,76
290,3,4:05.0,Offensive rebound by T. McConnell,,84,76
291,3,4:00.0,J. Anderson misses 2-pt layup from 2 ft,,84,76
292,3,3:58.0,,Defensive rebound by J. Clarkson,84,76
293,3,3:58.0,,Personal foul by S. Long (drawn by J. Clarkson),84,76
294,3,3:58.0,,J. Clarkson makes free throw 1 of 2,84,77
295,3,3:58.0,,T. Ennis enters the game for D. Russell,84,77
296,3,3:58.0,S. Rodríguez enters the game for T. McConnell,,84,77
297,3,3:58.0,,J. Clarkson makes free throw 2 of 2,84,78
298,3,3:44.0,Turnover by G. Henderson (bad pass; steal by B. Ingram),,84,78
299,3,3:44.0,,Personal foul by R. Holmes (drawn by J. Clarkson),84,78
300,3,3:44.0,,J. Clarkson makes free throw 1 of 2,84,79
301,3,3:44.0,,J. Clarkson makes free throw 2 of 2,84,80
302,3,3:29.0,Shooting foul by B. Ingram (drawn by R. Holmes),,84,80
303,3,3:29.0,R. Holmes misses free throw 1 of 2,,84,80
304,3,3:29.0,Offensive rebound by Team,,84,80
305,3,3:29.0,R. Holmes makes free throw 2 of 2,,85,80
306,3,3:16.0,,T. Ennis misses 3-pt jump shot from 26 ft,85,80
307,3,3:14.0,Defensive rebound by J. Anderson,,85,80
308,3,3:02.0,J. Anderson makes 3-pt jump shot from 26 ft (assist by S. Rodríguez),,88,80
309,3,2:47.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by J. Randle),88,82
310,3,2:36.0,G. Henderson misses 3-pt jump shot from 27 ft,,88,82
311,3,2:34.0,,Defensive rebound by J. Clarkson,88,82
312,3,2:30.0,,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),88,84
313,3,2:05.0,S. Rodríguez misses 2-pt jump shot from 8 ft,,88,84
314,3,2:03.0,,Defensive rebound by T. Black,88,84
315,3,1:50.0,,Shooting block foul by R. Holmes (drawn by J. Randle),88,84
316,3,1:50.0,,LA Lakers full timeout,88,84
317,3,1:50.0,,J. Randle misses free throw 1 of 2,88,84
318,3,1:50.0,,Offensive rebound by Team,88,84
319,3,1:50.0,D. Šarić enters the game for R. Holmes,,88,84
320,3,1:50.0,,J. Randle makes free throw 2 of 2,88,85
321,3,1:36.0,Turnover by D. Šarić (bad pass; steal by B. Ingram),,88,85
322,3,1:32.0,Offensive charge foul by T. Ennis (drawn by G. Henderson),,88,85
323,3,1:32.0,,Turnover by T. Ennis (offensive foul),88,85
324,3,1:21.0,D. Šarić misses 2-pt layup from 2 ft,,88,85
325,3,1:19.0,,Defensive rebound by J. Randle,88,85
326,3,1:18.0,,Turnover by J. Randle (bad pass),88,85
327,3,1:03.0,D. Šarić makes 2-pt layup from 1 ft,,90,85
328,3,1:03.0,Shooting foul by T. Black (drawn by D. Šarić),,90,85
329,3,1:03.0,D. Šarić makes free throw 1 of 1,,91,85
330,3,0:45.0,,B. Ingram misses 2-pt jump shot from 13 ft,91,85
331,3,0:42.0,Defensive rebound by D. Šarić,,91,85
332,3,0:36.0,S. Long makes 2-pt layup from 2 ft (assist by D. Šarić),,93,85
333,3,0:25.0,,J. Randle misses 2-pt hook shot from 5 ft,93,85
334,3,0:21.0,Defensive rebound by S. Long,,93,85
335,3,0:03.0,S. Rodríguez misses 2-pt jump shot from 19 ft,,93,85
336,3,0:00.0,Offensive rebound by Team,,93,85
337,4,11:47.0,,Personal foul by J. Anderson (drawn by J. Clarkson),93,85
338,4,11:46.0,,Personal foul by D. Šarić (drawn by L. Nance),93,85
339,4,11:36.0,,C. Brewer misses 2-pt layup from 3 ft,93,85
340,4,11:33.0,Defensive rebound by S. Long,,93,85
341,4,11:17.0,D. Šarić misses 2-pt jump shot from 10 ft,,93,85
342,4,11:14.0,,Defensive rebound by L. Nance,93,85
343,4,11:08.0,,Personal foul by S. Long (drawn by T. Black),93,85
344,4,11:08.0,R. Holmes enters the game for S. Long,,93,85
345,4,10:53.0,,L. Nance misses 3-pt jump shot from 25 ft,93,85
346,4,10:51.0,Defensive rebound by R. Holmes,,93,85
347,4,10:42.0,J. Anderson makes 3-pt jump shot from 26 ft (assist by S. Rodríguez),,96,85
348,4,10:29.0,,Shooting foul by D. Šarić (drawn by J. Clarkson),96,85
349,4,10:29.0,,J. Clarkson makes 2-pt layup from 2 ft,96,87
350,4,10:29.0,,J. Clarkson makes free throw 1 of 1,96,88
351,4,10:20.0,Turnover by D. Šarić (bad pass; steal by T. Ennis),,96,88
352,4,10:15.0,,C. Brewer makes 2-pt dunk at rim (assist by J. Clarkson),96,90
353,4,9:57.0,R. Holmes makes 2-pt layup from 2 ft (assist by D. Šarić),,98,90
354,4,9:45.0,,Turnover by J. Clarkson (bad pass; steal by R. Holmes),98,90
355,4,9:23.0,D. Šarić misses 2-pt jump shot from 14 ft,,98,90
356,4,9:22.0,,Defensive rebound by L. Nance,98,90
357,4,9:14.0,,C. Brewer misses 2-pt layup from 3 ft (block by D. Šarić),98,90
358,4,9:13.0,,Offensive rebound by T. Black,98,90
359,4,9:13.0,,T. Black makes 2-pt layup from 1 ft,98,92
360,4,9:13.0,Philadelphia full timeout,,98,92
361,4,9:13.0,,D. Nwaba enters the game for T. Black,98,92
362,4,8:49.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,98,92
363,4,8:47.0,,Defensive rebound by D. Nwaba,98,92
364,4,8:35.0,,C. Brewer makes 2-pt layup from 2 ft (assist by J. Clarkson),98,94
365,4,8:21.0,Personal foul by T. Ennis (drawn by D. Šarić),,98,94
366,4,8:08.0,N. Stauskas makes 2-pt jump shot from 17 ft,,100,94
367,4,7:46.0,,C. Brewer misses 2-pt jump shot from 8 ft,100,94
368,4,7:46.0,Defensive rebound by Team,,100,94
369,4,7:24.0,D. Šarić misses 3-pt jump shot from 25 ft,,100,94
370,4,7:23.0,Offensive rebound by S. Rodríguez,,100,94
371,4,7:09.0,Turnover by D. Šarić (bad pass; steal by L. Nance),,100,94
372,4,7:03.0,,T. Ennis misses 2-pt layup from 2 ft (block by R. Holmes),100,94
373,4,6:59.0,Defensive rebound by R. Holmes,,100,94
374,4,6:55.0,S. Rodríguez misses 2-pt layup from 2 ft,,100,94
375,4,6:50.0,,Defensive rebound by L. Nance,100,94
