,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA LAKERS_ACTION,WASHINGTON_SCORE,LA LAKERS_SCORE
27,1,8:12.0,Offensive rebound by O. Porter,,11,6
28,1,8:10.0,O. Porter makes 2-pt jump shot from 21 ft,,13,6
29,1,8:04.0,,C. Brewer makes 2-pt layup from 1 ft,13,8
30,1,7:47.0,M. Morris misses 2-pt jump shot from 19 ft,,13,8
31,1,7:47.0,Offensive rebound by Team,,13,8
32,1,7:47.0,,Loose ball foul by I. Zubac (drawn by M. Gortat),13,8
33,1,7:40.0,M. Morris misses 2-pt jump shot from 19 ft,,13,8
34,1,7:36.0,,Defensive rebound by I. Zubac,13,8
35,1,7:30.0,,J. Clarkson misses 3-pt jump shot from 26 ft,13,8
36,1,7:29.0,Defensive rebound by J. Wall,,13,8
37,1,7:15.0,J. Wall makes 2-pt dunk at rim,,15,8
38,1,6:58.0,,C. Brewer misses 2-pt jump shot from 7 ft,15,8
39,1,6:56.0,Defensive rebound by O. Porter,,15,8
40,1,6:55.0,,LA Lakers full timeout,15,8
41,1,6:47.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,18,8
42,1,6:25.0,,J. Randle misses 2-pt jump shot from 4 ft,18,8
43,1,6:23.0,Defensive rebound by M. Gortat,,18,8
44,1,6:17.0,O. Porter makes 2-pt jump shot from 18 ft (assist by J. Wall),,20,8
45,1,5:53.0,,D. Russell makes 3-pt jump shot from 25 ft,20,11
46,1,5:34.0,J. Wall makes 2-pt jump shot from 18 ft,,22,11
47,1,5:19.0,,J. Clarkson makes 2-pt layup from 2 ft,22,13
48,1,5:04.0,M. Morris makes 2-pt layup from 2 ft (assist by O. Porter),,24,13
49,1,4:54.0,,D. Russell misses 3-pt jump shot from 27 ft,24,13
50,1,4:53.0,Defensive rebound by M. Gortat,,24,13
51,1,4:44.0,J. Wall misses 2-pt jump shot from 18 ft,,24,13
52,1,4:42.0,,Defensive rebound by J. Randle,24,13
53,1,4:35.0,,Shooting foul by M. Morris (drawn by J. Randle),24,13
54,1,4:35.0,,J. Randle makes free throw 1 of 2,24,14
55,1,4:35.0,J. Smith enters the game for M. Morris,,24,14
56,1,4:35.0,,D. Nwaba enters the game for C. Brewer,24,14
57,1,4:35.0,,J. Randle makes free throw 2 of 2,24,15
58,1,4:21.0,Turnover by B. Beal (bad pass; steal by D. Nwaba),,24,15
59,1,4:17.0,,Turnover by D. Nwaba (bad pass; steal by M. Gortat),24,15
60,1,4:13.0,B. Beal makes 2-pt dunk at rim (assist by J. Wall),,26,15
61,1,3:49.0,,D. Nwaba makes 2-pt dunk at rim (assist by J. Clarkson),26,17
62,1,3:31.0,M. Gortat misses 2-pt jump shot from 4 ft (block by I. Zubac),,26,17
63,1,3:30.0,,Defensive rebound by D. Russell,26,17
64,1,3:26.0,,J. Randle misses 2-pt layup from 2 ft (block by B. Beal),26,17
65,1,3:26.0,,Offensive rebound by Team,26,17
66,1,3:26.0,,L. Nance enters the game for J. Randle,26,17
67,1,3:26.0,I. Mahinmi enters the game for M. Gortat,,26,17
68,1,3:26.0,K. Oubre enters the game for O. Porter,,26,17
69,1,3:14.0,,I. Zubac misses 2-pt jump shot from 2 ft,26,17
70,1,3:10.0,,Offensive rebound by D. Nwaba,26,17
71,1,2:56.0,,L. Nance misses 2-pt layup from 3 ft,26,17
72,1,2:54.0,,Offensive rebound by L. Nance,26,17
73,1,2:54.0,,L. Nance misses 2-pt layup from 2 ft,26,17
74,1,2:54.0,,Offensive rebound by J. Clarkson,26,17
75,1,2:54.0,,J. Clarkson misses 2-pt layup from 1 ft,26,17
76,1,2:54.0,Defensive rebound by J. Smith,,26,17
77,1,2:54.0,Washington full timeout,,26,17
78,1,2:54.0,B. Jennings enters the game for B. Beal,,26,17
79,1,2:34.0,J. Wall misses 2-pt jump shot from 15 ft,,26,17
80,1,2:31.0,,Defensive rebound by D. Nwaba,26,17
81,1,2:27.0,,I. Zubac misses 2-pt dunk at rim (block by J. Smith),26,17
82,1,2:23.0,Defensive rebound by I. Mahinmi,,26,17
83,1,2:09.0,Shooting foul by I. Zubac (drawn by I. Mahinmi),,26,17
84,1,2:09.0,I. Mahinmi misses free throw 1 of 2,,26,17
85,1,2:09.0,Offensive rebound by Team,,26,17
86,1,2:09.0,I. Mahinmi misses free throw 2 of 2,,26,17
87,1,2:09.0,B. Bogdanović enters the game for J. Wall,,26,17
88,1,2:09.0,,T. Black enters the game for I. Zubac,26,17
89,1,2:06.0,,Defensive rebound by L. Nance,26,17
90,1,1:53.0,,D. Russell makes 2-pt jump shot from 21 ft,26,19
91,1,1:44.0,K. Oubre misses 2-pt jump shot from 3 ft,,26,19
92,1,1:43.0,Offensive rebound by K. Oubre,,26,19
93,1,1:41.0,K. Oubre misses 2-pt layup from 2 ft (block by L. Nance),,26,19
94,1,1:39.0,Offensive rebound by K. Oubre,,26,19
95,1,1:36.0,K. Oubre misses 2-pt layup from 1 ft (block by D. Nwaba),,26,19
96,1,1:36.0,Offensive rebound by Team,,26,19
97,1,1:36.0,Shooting foul by L. Nance (drawn by I. Mahinmi),,26,19
98,1,1:36.0,I. Mahinmi misses free throw 1 of 2,,26,19
99,1,1:36.0,Offensive rebound by Team,,26,19
100,1,1:36.0,I. Mahinmi makes free throw 2 of 2,,27,19
101,1,1:22.0,,J. Clarkson misses 2-pt jump shot from 20 ft,27,19
102,1,1:21.0,,Offensive rebound by L. Nance,27,19
103,1,1:15.0,,D. Russell makes 3-pt jump shot from 27 ft (assist by L. Nance),27,22
104,1,1:03.0,B. Bogdanović misses 2-pt layup from 1 ft (block by T. Black),,27,22
105,1,1:00.0,Offensive rebound by I. Mahinmi,,27,22
106,1,1:00.0,I. Mahinmi misses 2-pt layup from 2 ft,,27,22
107,1,0:59.0,,Defensive rebound by L. Nance,27,22
108,1,0:52.0,,Turnover by D. Russell (bad pass),27,22
109,1,0:29.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,27,22
110,1,0:29.0,,Defensive rebound by Team,27,22
111,1,0:29.0,Loose ball foul by J. Smith (drawn by L. Nance),,27,22
112,1,0:12.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Clarkson),27,25
113,1,0:03.0,J. Smith misses 3-pt jump shot from 26 ft (block by L. Nance),,27,25
114,1,0:02.0,,Defensive rebound by D. Russell,27,25
115,1,0:00.0,,D. Nwaba makes 2-pt layup from 1 ft (assist by D. Russell),27,27
116,2,11:39.0,,D. Russell makes 2-pt layup from 2 ft,27,29
117,2,11:20.0,I. Mahinmi makes 2-pt layup from 3 ft,,29,29
118,2,11:20.0,Shooting foul by L. Nance (drawn by I. Mahinmi),,29,29
119,2,11:20.0,I. Mahinmi misses free throw 1 of 1,,29,29
120,2,11:18.0,,Defensive rebound by D. Nwaba,29,29
121,2,11:08.0,,Personal foul by K. Oubre (drawn by D. Russell),29,29
122,2,11:02.0,,Turnover by D. Russell (bad pass; steal by B. Jennings),29,29
123,2,10:57.0,B. Jennings misses 2-pt layup from 1 ft,,29,29
124,2,10:56.0,Offensive rebound by K. Oubre,,29,29
125,2,10:56.0,K. Oubre misses 2-pt layup from 1 ft,,29,29
126,2,10:51.0,,Defensive rebound by L. Nance,29,29
127,2,10:44.0,,Turnover by D. Russell (lost ball; steal by B. Jennings),29,29
128,2,10:38.0,Turnover by J. Smith (bad pass; steal by D. Nwaba),,29,29
129,2,10:33.0,,Turnover by T. Ennis (traveling),29,29
130,2,10:15.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,29,29
131,2,10:14.0,,Defensive rebound by L. Nance,29,29
132,2,9:53.0,,Turnover by T. Ennis (bad pass; steal by B. Bogdanović),29,29
133,2,9:48.0,B. Bogdanović makes 2-pt dunk at rim (assist by B. Jennings),,31,29
134,2,9:30.0,,D. Russell makes 2-pt jump shot from 8 ft,31,31
135,2,9:21.0,Turnover by B. Jennings (bad pass; steal by D. Nwaba),,31,31
136,2,9:15.0,,D. Russell misses 3-pt jump shot from 27 ft,31,31
137,2,9:14.0,Defensive rebound by Team,,31,31
138,2,9:14.0,,LA Lakers full timeout,31,31
139,2,9:14.0,,J. Clarkson enters the game for D. Russell,31,31
140,2,9:14.0,M. Morris enters the game for J. Smith,,31,31
141,2,9:00.0,M. Morris misses 3-pt jump shot from 25 ft,,31,31
142,2,8:59.0,,Defensive rebound by T. Black,31,31
143,2,8:46.0,,Turnover by T. Ennis (lost ball),31,31
144,2,8:28.0,,Offensive charge foul by B. Bogdanović (drawn by T. Ennis),31,31
145,2,8:28.0,Turnover by B. Bogdanović (offensive foul),,31,31
146,2,8:19.0,,T. Ennis makes 2-pt layup from 1 ft,31,33
147,2,8:02.0,M. Morris makes 2-pt jump shot from 19 ft (assist by K. Oubre),,33,33
148,2,7:49.0,J. Wall enters the game for B. Jennings,,33,33
149,2,7:49.0,O. Porter enters the game for K. Oubre,,33,33
150,2,7:49.0,B. Beal enters the game for B. Bogdanović,,33,33
151,2,7:43.0,,T. Black makes 2-pt dunk at rim (assist by T. Ennis),33,35
152,2,7:27.0,B. Beal makes 2-pt jump shot from 22 ft (assist by J. Wall),,35,35
153,2,7:10.0,,D. Nwaba makes 2-pt layup from 3 ft,35,37
154,2,6:59.0,I. Mahinmi makes 2-pt layup from 2 ft (assist by J. Wall),,37,37
155,2,6:59.0,Shooting foul by T. Black (drawn by I. Mahinmi),,37,37
156,2,6:59.0,I. Mahinmi makes free throw 1 of 1,,38,37
157,2,6:48.0,,T. Ennis misses 2-pt jump shot from 15 ft,38,37
158,2,6:47.0,Defensive rebound by O. Porter,,38,37
159,2,6:42.0,J. Wall makes 2-pt layup from 2 ft,,40,37
160,2,6:30.0,,Turnover by J. Clarkson (lost ball; steal by I. Mahinmi),40,37
161,2,6:26.0,Turnover by I. Mahinmi (bad pass; steal by T. Ennis),,40,37
162,2,6:06.0,,T. Ennis makes 3-pt jump shot from 26 ft (assist by D. Nwaba),40,40
163,2,5:46.0,O. Porter makes 2-pt jump shot from 6 ft (assist by J. Wall),,42,40
164,2,5:46.0,Shooting foul by T. Black (drawn by O. Porter),,42,40
165,2,5:46.0,Official timeout,,42,40
166,2,5:46.0,M. Gortat enters the game for I. Mahinmi,,42,40
167,2,5:46.0,,J. Randle enters the game for T. Black,42,40
168,2,5:46.0,O. Porter makes free throw 1 of 1,,43,40
169,2,5:28.0,,J. Randle misses 2-pt hook shot from 3 ft,43,40
170,2,5:26.0,Defensive rebound by M. Morris,,43,40
171,2,5:14.0,O. Porter makes 2-pt jump shot from 18 ft (assist by B. Beal),,45,40
172,2,4:58.0,,J. Clarkson misses 2-pt jump shot from 4 ft,45,40
173,2,4:55.0,Defensive rebound by M. Gortat,,45,40
174,2,4:50.0,B. Beal misses 3-pt jump shot from 27 ft,,45,40
175,2,4:49.0,,Defensive rebound by J. Clarkson,45,40
176,2,4:44.0,,J. Clarkson makes 2-pt layup from 1 ft,45,42
177,2,4:27.0,O. Porter makes 2-pt jump shot from 20 ft (assist by J. Wall),,47,42
178,2,4:13.0,,T. Ennis makes 3-pt jump shot from 26 ft,47,45
179,2,3:53.0,J. Wall misses 2-pt jump shot from 20 ft,,47,45
180,2,3:52.0,Offensive rebound by M. Morris,,47,45
181,2,3:44.0,B. Beal misses 2-pt jump shot from 2 ft,,47,45
182,2,3:44.0,Offensive rebound by Team,,47,45
183,2,3:44.0,,Loose ball foul by J. Clarkson (drawn by M. Gortat),47,45
184,2,3:44.0,,D. Russell enters the game for D. Nwaba,47,45
185,2,3:44.0,,I. Zubac enters the game for L. Nance,47,45
186,2,3:40.0,Turnover by B. Beal (bad pass),,47,45
187,2,3:31.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by D. Russell),47,47
188,2,3:26.0,M. Morris makes 2-pt layup from 2 ft (assist by J. Wall),,49,47
189,2,3:03.0,,D. Russell makes 3-pt jump shot from 26 ft,49,50
190,2,2:49.0,M. Gortat makes 2-pt dunk at rim (assist by B. Beal),,51,50
191,2,2:38.0,,Personal foul by M. Morris (drawn by I. Zubac),51,50
192,2,2:38.0,Washington full timeout,,51,50
193,2,2:27.0,,D. Russell makes 2-pt jump shot from 6 ft (assist by I. Zubac),51,52
194,2,2:16.0,Turnover by J. Wall (bad pass),,51,52
195,2,2:06.0,,D. Russell misses 3-pt jump shot from 25 ft,51,52
196,2,2:05.0,Defensive rebound by M. Gortat,,51,52
197,2,1:52.0,J. Wall makes 2-pt jump shot from 13 ft,,53,52
198,2,1:37.0,,J. Clarkson misses 2-pt layup from 2 ft (block by M. Gortat),53,52
199,2,1:35.0,,Offensive rebound by I. Zubac,53,52
200,2,1:34.0,,I. Zubac misses 2-pt hook shot from 2 ft,53,52
201,2,1:31.0,,Offensive rebound by D. Russell,53,52
202,2,1:26.0,,Personal foul by M. Morris (drawn by I. Zubac),53,52
203,2,1:26.0,K. Oubre enters the game for M. Morris,,53,52
204,2,1:12.0,,Shooting foul by O. Porter (drawn by I. Zubac),53,52
205,2,1:12.0,,I. Zubac makes free throw 1 of 2,53,53
206,2,1:12.0,,I. Zubac makes free throw 2 of 2,53,54
207,2,0:59.0,B. Beal misses 3-pt jump shot from 27 ft,,53,54
208,2,0:58.0,,Defensive rebound by J. Randle,53,54
209,2,0:50.0,,I. Zubac misses 2-pt layup from 2 ft,53,54
210,2,0:50.0,,Offensive rebound by J. Clarkson,53,54
211,2,0:50.0,,J. Clarkson makes 2-pt layup from 1 ft,53,56
212,2,0:46.0,Turnover by B. Beal (bad pass; steal by I. Zubac),,53,56
213,2,0:40.0,,Shooting block foul by B. Beal (drawn by I. Zubac),53,56
214,2,0:40.0,,I. Zubac makes free throw 1 of 2,53,57
215,2,0:40.0,,I. Zubac makes free throw 2 of 2,53,58
216,2,0:36.0,J. Wall makes 2-pt jump shot from 11 ft,,55,58
217,2,0:30.0,,D. Russell misses 3-pt jump shot from 27 ft,55,58
218,2,0:29.0,Defensive rebound by M. Gortat,,55,58
219,2,0:04.0,J. Wall misses 2-pt layup from 2 ft,,55,58
220,2,0:02.0,,Defensive rebound by J. Randle,55,58
221,2,0:01.0,,J. Clarkson misses 3-pt jump shot from 27 ft,55,58
222,2,0:00.0,,Offensive rebound by Team,55,58
223,3,11:44.0,,Personal foul by J. Wall (drawn by D. Russell),55,58
224,3,11:34.0,,I. Zubac misses 2-pt hook shot from 6 ft,55,58
225,3,11:32.0,Defensive rebound by M. Morris,,55,58
226,3,11:17.0,B. Beal misses 3-pt jump shot from 26 ft,,55,58
227,3,11:16.0,,Defensive rebound by I. Zubac,55,58
228,3,11:07.0,,Turnover by J. Randle (lost ball),55,58
229,3,10:55.0,M. Morris misses 3-pt jump shot from 24 ft,,55,58
230,3,10:54.0,Offensive rebound by M. Gortat,,55,58
231,3,10:48.0,J. Wall makes 2-pt jump shot from 21 ft (assist by B. Beal),,57,58
232,3,10:35.0,,Personal foul by B. Beal (drawn by J. Clarkson),57,58
233,3,10:23.0,,C. Brewer makes 2-pt layup from 3 ft,57,60
234,3,10:12.0,O. Porter makes 2-pt jump shot from 21 ft (assist by J. Wall),,59,60
235,3,10:06.0,,Shooting foul by O. Porter (drawn by C. Brewer),59,60
236,3,10:06.0,,C. Brewer makes free throw 1 of 2,59,61
237,3,10:06.0,,C. Brewer makes free throw 2 of 2,59,62
238,3,9:44.0,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Gortat),,62,62
239,3,9:23.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by J. Randle),62,65
240,3,9:11.0,B. Beal misses 3-pt jump shot from 27 ft,,62,65
241,3,9:09.0,,Defensive rebound by C. Brewer,62,65
242,3,9:03.0,,C. Brewer makes 2-pt layup from 1 ft (assist by J. Randle),62,67
243,3,8:46.0,J. Wall misses 3-pt jump shot from 26 ft,,62,67
244,3,8:45.0,,Defensive rebound by D. Russell,62,67
245,3,8:42.0,,Shooting foul by J. Wall (drawn by C. Brewer),62,67
246,3,8:42.0,,C. Brewer misses free throw 1 of 2,62,67
247,3,8:42.0,,Offensive rebound by Team,62,67
248,3,8:42.0,,C. Brewer makes free throw 2 of 2,62,68
249,3,8:23.0,Shooting foul by I. Zubac (drawn by M. Gortat),,62,68
250,3,8:23.0,M. Gortat makes free throw 1 of 2,,63,68
251,3,8:23.0,M. Gortat misses free throw 2 of 2,,63,68
252,3,8:22.0,,Defensive rebound by J. Clarkson,63,68
253,3,8:05.0,,J. Clarkson makes 2-pt jump shot from 18 ft,63,70
254,3,7:53.0,Shooting foul by I. Zubac (drawn by M. Gortat),,63,70
255,3,7:53.0,M. Gortat misses free throw 1 of 2,,63,70
256,3,7:53.0,Offensive rebound by Team,,63,70
257,3,7:53.0,M. Gortat misses free throw 2 of 2,,63,70
258,3,7:53.0,,Defensive rebound by J. Randle,63,70
259,3,7:53.0,,T. Black enters the game for I. Zubac,63,70
260,3,7:39.0,,D. Russell makes 2-pt jump shot from 10 ft,63,72
261,3,7:14.0,O. Porter misses 3-pt jump shot from 24 ft,,63,72
262,3,7:12.0,Offensive rebound by M. Gortat,,63,72
263,3,7:12.0,M. Gortat makes 2-pt layup from 1 ft,,65,72
264,3,6:58.0,,J. Clarkson makes 2-pt jump shot from 15 ft (assist by D. Russell),65,74
265,3,6:56.0,Washington full timeout,,65,74
266,3,6:41.0,J. Wall misses 3-pt jump shot from 26 ft,,65,74
267,3,6:40.0,Offensive rebound by M. Gortat,,65,74
268,3,6:37.0,O. Porter misses 3-pt jump shot from 24 ft,,65,74
269,3,6:35.0,,Defensive rebound by J. Randle,65,74
270,3,6:26.0,,Personal foul by J. Wall (drawn by D. Russell),65,74
271,3,6:26.0,,D. Russell makes free throw 1 of 2,65,75
272,3,6:26.0,,D. Russell makes free throw 2 of 2,65,76
273,3,6:11.0,B. Beal misses 2-pt jump shot from 15 ft,,65,76
274,3,6:08.0,,Defensive rebound by J. Randle,65,76
275,3,5:58.0,,Turnover by T. Black (3 sec),65,76
276,3,5:50.0,J. Wall makes 2-pt layup from 2 ft,,67,76
277,3,5:50.0,Shooting foul by T. Black (drawn by J. Wall),,67,76
278,3,5:50.0,J. Wall makes free throw 1 of 1,,68,76
279,3,5:28.0,,J. Clarkson makes 2-pt jump shot from 9 ft (assist by J. Randle),68,78
280,3,5:19.0,Turnover by J. Wall (lost ball),,68,78
281,3,5:04.0,,J. Randle makes 2-pt layup from 3 ft,68,80
282,3,4:34.0,J. Wall misses 3-pt jump shot from 28 ft,,68,80
283,3,4:34.0,Offensive rebound by Team,,68,80
284,3,4:34.0,Turnover by Team (shot clock),,68,80
285,3,4:34.0,K. Oubre enters the game for O. Porter,,68,80
286,3,4:34.0,J. Smith enters the game for M. Morris,,68,80
287,3,4:16.0,,J. Randle makes 2-pt jump shot from 7 ft (assist by D. Russell),68,82
288,3,4:11.0,J. Wall misses 2-pt layup from 1 ft,,68,82
289,3,4:09.0,,Defensive rebound by C. Brewer,68,82
290,3,4:08.0,,Turnover by J. Clarkson (bad pass),68,82
291,3,4:08.0,,D. Nwaba enters the game for C. Brewer,68,82
292,3,4:08.0,B. Bogdanović enters the game for M. Gortat,,68,82
293,3,3:44.0,B. Beal makes 2-pt jump shot from 20 ft,,70,82
294,3,3:29.0,,T. Black makes 2-pt layup from 2 ft (assist by D. Russell),70,84
295,3,3:15.0,B. Beal misses 2-pt jump shot from 2 ft,,70,84
296,3,3:12.0,Offensive rebound by J. Smith,,70,84
297,3,3:11.0,J. Smith misses 2-pt layup from 1 ft (block by D. Russell),,70,84
298,3,3:08.0,,Defensive rebound by D. Nwaba,70,84
299,3,2:53.0,,T. Black makes 2-pt layup from 4 ft (assist by J. Randle),70,86
300,3,2:53.0,Washington full timeout,,70,86
301,3,2:53.0,,T. Ennis enters the game for D. Russell,70,86
302,3,2:37.0,J. Smith misses 2-pt jump shot from 21 ft,,70,86
303,3,2:35.0,,Defensive rebound by D. Nwaba,70,86
304,3,2:28.0,,Turnover by D. Nwaba (bad pass; steal by K. Oubre),70,86
305,3,2:24.0,K. Oubre makes 2-pt layup at rim,,72,86
306,3,2:04.0,,T. Ennis makes 2-pt jump shot from 6 ft,72,88
307,3,1:38.0,J. Smith makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,75,88
308,3,1:16.0,,J. Clarkson makes 2-pt jump shot from 16 ft,75,90
309,3,1:10.0,K. Oubre makes 3-pt jump shot from 27 ft (assist by J. Wall),,78,90
310,3,0:46.0,,T. Black makes 2-pt layup from 1 ft (assist by J. Clarkson),78,92
311,3,0:44.0,I. Mahinmi enters the game for B. Beal,,78,92
312,3,0:35.0,J. Wall makes 2-pt layup from 2 ft,,80,92
313,3,0:18.0,,J. Clarkson makes 3-pt jump shot from 25 ft,80,95
314,3,0:01.0,J. Wall makes 2-pt jump shot from 5 ft,,82,95
315,4,11:48.0,J. Smith makes 2-pt layup from 2 ft,,84,95
316,4,11:48.0,Shooting foul by T. Black (drawn by J. Smith),,84,95
317,4,11:48.0,J. Smith makes free throw 1 of 1,,85,95
318,4,11:28.0,,D. Russell misses 2-pt jump shot from 12 ft,85,95
319,4,11:26.0,Defensive rebound by J. Smith,,85,95
320,4,11:19.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by B. Jennings),,87,95
321,4,11:05.0,,D. Nwaba misses 2-pt layup from 1 ft,87,95
322,4,11:04.0,Defensive rebound by B. Jennings,,87,95
323,4,10:59.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,87,95
324,4,10:57.0,,Defensive rebound by D. Nwaba,87,95
325,4,10:45.0,,Personal foul by B. Jennings (drawn by T. Black),87,95
326,4,10:40.0,,Turnover by T. Ennis (bad pass; steal by I. Mahinmi),87,95
327,4,10:35.0,B. Bogdanović misses 2-pt layup from 3 ft,,87,95
328,4,10:34.0,Offensive rebound by K. Oubre,,87,95
329,4,10:34.0,K. Oubre makes 2-pt dunk at rim,,89,95
330,4,10:33.0,,LA Lakers full timeout,89,95
331,4,10:20.0,,T. Ennis misses 3-pt jump shot from 25 ft,89,95
332,4,10:18.0,Defensive rebound by J. Smith,,89,95
333,4,10:15.0,Shooting foul by T. Ennis (drawn by B. Jennings),,89,95
334,4,10:15.0,B. Jennings makes free throw 1 of 2,,90,95
335,4,10:15.0,B. Jennings makes free throw 2 of 2,,91,95
336,4,9:55.0,,L. Nance makes 2-pt jump shot from 15 ft (assist by D. Russell),91,97
337,4,9:35.0,B. Jennings misses 3-pt jump shot from 26 ft,,91,97
338,4,9:34.0,,Defensive rebound by D. Russell,91,97
339,4,9:27.0,,T. Black misses 2-pt layup from 1 ft,91,97
340,4,9:26.0,,Offensive rebound by D. Nwaba,91,97
341,4,9:26.0,,D. Nwaba makes 2-pt layup from 2 ft,91,99
342,4,9:21.0,,Violation by T. Black (def goaltending),91,99
343,4,9:21.0,B. Bogdanović makes 2-pt jump shot from 9 ft,,93,99
344,4,9:21.0,Shooting foul by L. Nance (drawn by B. Bogdanović),,93,99
345,4,9:21.0,B. Bogdanović misses free throw 1 of 1,,93,99
346,4,9:19.0,,Defensive rebound by D. Nwaba,93,99
347,4,9:07.0,,T. Black makes 2-pt dunk at rim (assist by D. Russell),93,101
348,4,8:46.0,Personal foul by D. Russell (drawn by B. Jennings),,93,101
349,4,8:38.0,Offensive foul by B. Bogdanović (drawn by D. Nwaba),,93,101
350,4,8:38.0,Turnover by B. Bogdanović (offensive foul),,93,101
351,4,8:30.0,,Personal foul by K. Oubre (drawn by L. Nance),93,101
352,4,8:23.0,,D. Russell misses 3-pt jump shot from 25 ft,93,101
353,4,8:22.0,Defensive rebound by B. Bogdanović,,93,101
354,4,8:04.0,I. Mahinmi makes 2-pt hook shot from 8 ft (assist by B. Jennings),,95,101
355,4,7:51.0,,T. Ennis misses 2-pt jump shot from 8 ft,95,101
356,4,7:51.0,Defensive rebound by Team,,95,101
357,4,7:51.0,,Loose ball foul by T. Black (drawn by I. Mahinmi),95,101
358,4,7:51.0,I. Mahinmi makes free throw 1 of 2,,96,101
359,4,7:51.0,I. Mahinmi makes free throw 2 of 2,,97,101
360,4,7:31.0,,D. Russell misses 2-pt jump shot from 18 ft,97,101
361,4,7:27.0,Defensive rebound by I. Mahinmi,,97,101
362,4,7:21.0,J. Smith misses 3-pt jump shot from 25 ft,,97,101
363,4,7:21.0,,Defensive rebound by L. Nance,97,101
364,4,7:02.0,,T. Ennis misses 2-pt layup from 1 ft,97,101
365,4,7:02.0,Defensive rebound by I. Mahinmi,,97,101
366,4,7:02.0,Washington full timeout,,97,101
367,4,7:02.0,J. Wall enters the game for J. Smith,,97,101
368,4,7:02.0,B. Beal enters the game for B. Jennings,,97,101
369,4,6:50.0,J. Wall makes 2-pt layup from 2 ft,,99,101
370,4,6:39.0,,Turnover by D. Nwaba (lost ball; steal by J. Wall),99,101
371,4,6:34.0,K. Oubre misses 2-pt layup from 3 ft (block by T. Black),,99,101
372,4,6:33.0,Offensive rebound by Team,,99,101
373,4,6:20.0,B. Beal misses 2-pt jump shot from 18 ft,,99,101
374,4,6:17.0,,Defensive rebound by T. Black,99,101
375,4,6:09.0,,Personal foul by I. Mahinmi (drawn by D. Russell),99,101
376,4,6:09.0,O. Porter enters the game for B. Bogdanović,,99,101
377,4,6:09.0,,J. Clarkson enters the game for D. Nwaba,99,101
378,4,6:00.0,,Turnover by D. Russell (lost ball; steal by J. Wall),99,101
379,4,5:56.0,J. Wall makes 2-pt dunk at rim,,101,101
380,4,5:41.0,,J. Randle enters the game for T. Black,101,101
381,4,5:40.0,Loose ball foul by I. Mahinmi (drawn by L. Nance),,101,101
382,4,5:20.0,,D. Russell misses 3-pt jump shot from 25 ft,101,101
