,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,WASHINGTON_ACTION,MINNESOTA_SCORE,WASHINGTON_SCORE
137,2,5:57.0,,O. Porter enters the game for K. Oubre,45,42
138,2,5:38.0,A. Wiggins misses 2-pt jump shot from 21 ft,,45,42
139,2,5:37.0,,Defensive rebound by B. Beal,45,42
140,2,5:35.0,,M. Morris makes 2-pt layup from 2 ft (assist by O. Porter),45,44
141,2,5:25.0,K. Towns misses 2-pt jump shot from 8 ft,,45,44
142,2,5:25.0,,Defensive rebound by M. Morris,45,44
143,2,5:19.0,,Shooting foul by K. Towns (drawn by B. Beal),45,44
144,2,5:19.0,,B. Beal makes free throw 1 of 3,45,45
145,2,5:19.0,,B. Beal makes free throw 2 of 3,45,46
146,2,5:19.0,R. Rubio enters the game for K. Dunn,,45,46
147,2,5:19.0,,B. Beal makes free throw 3 of 3,45,47
148,2,4:58.0,Personal foul by J. Wall (drawn by R. Rubio),,45,47
149,2,4:52.0,Z. LaVine misses 2-pt jump shot from 4 ft (block by M. Gortat),,45,47
150,2,4:50.0,,Defensive rebound by J. Wall,45,47
151,2,4:47.0,,Personal foul by R. Rubio (drawn by J. Wall),45,47
152,2,4:35.0,,O. Porter misses 3-pt jump shot from 26 ft,45,47
153,2,4:35.0,Defensive rebound by Z. LaVine,,45,47
154,2,4:16.0,G. Dieng misses 2-pt jump shot from 9 ft,,45,47
155,2,4:15.0,,Defensive rebound by M. Morris,45,47
156,2,4:05.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),45,49
157,2,3:46.0,Offensive foul by A. Wiggins (drawn by M. Gortat),,45,49
158,2,3:46.0,Turnover by A. Wiggins (offensive foul),,45,49
159,2,3:33.0,,Turnover by M. Gortat (lost ball; steal by R. Rubio),45,49
160,2,3:28.0,R. Rubio misses 2-pt jump shot from 6 ft (block by O. Porter),,45,49
161,2,3:26.0,,Defensive rebound by M. Gortat,45,49
162,2,3:16.0,,J. Wall misses 3-pt jump shot from 25 ft,45,49
163,2,3:15.0,Defensive rebound by G. Dieng,,45,49
164,2,2:57.0,A. Wiggins misses 2-pt jump shot from 21 ft,,45,49
165,2,2:56.0,,Defensive rebound by M. Morris,45,49
166,2,2:43.0,,M. Morris misses 3-pt jump shot from 26 ft,45,49
167,2,2:42.0,Defensive rebound by Z. LaVine,,45,49
168,2,2:30.0,G. Dieng misses 2-pt jump shot from 19 ft,,45,49
169,2,2:29.0,,Defensive rebound by O. Porter,45,49
170,2,2:24.0,Minnesota full timeout,,45,49
171,2,2:06.0,,O. Porter makes 2-pt jump shot from 20 ft (assist by M. Gortat),45,51
172,2,1:50.0,Z. LaVine makes 2-pt jump shot from 20 ft (assist by K. Towns),,47,51
173,2,1:31.0,,M. Morris misses 2-pt jump shot from 21 ft,47,51
174,2,1:30.0,,Offensive rebound by M. Gortat,47,51
175,2,1:27.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by O. Porter),47,54
176,2,1:11.0,Turnover by G. Dieng (lost ball; steal by J. Wall),,47,54
177,2,1:09.0,,Turnover by J. Wall (discontinued dribble),47,54
178,2,0:55.0,Offensive foul by K. Towns (drawn by M. Gortat),,47,54
179,2,0:55.0,Turnover by K. Towns (offensive foul),,47,54
180,2,0:37.0,,O. Porter misses 2-pt jump shot from 6 ft,47,54
181,2,0:36.0,Defensive rebound by K. Towns,,47,54
182,2,0:31.0,Shooting foul by M. Morris (drawn by A. Wiggins),,47,54
183,2,0:31.0,A. Wiggins misses free throw 1 of 2,,47,54
184,2,0:31.0,Offensive rebound by Team,,47,54
185,2,0:31.0,A. Wiggins makes free throw 2 of 2,,48,54
186,2,0:07.0,,J. Wall misses 2-pt jump shot from 16 ft,48,54
187,2,0:05.0,,Offensive rebound by O. Porter,48,54
188,2,0:02.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),48,56
189,3,11:49.0,Shooting foul by M. Morris (drawn by A. Wiggins),,48,56
190,3,11:49.0,A. Wiggins makes free throw 1 of 2,,49,56
191,3,11:49.0,A. Wiggins makes free throw 2 of 2,,50,56
192,3,11:29.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),50,59
193,3,11:02.0,A. Wiggins makes 2-pt jump shot from 16 ft,,52,59
194,3,10:49.0,,B. Beal makes 2-pt layup from 1 ft,52,61
195,3,10:29.0,K. Towns misses 2-pt jump shot from 7 ft,,52,61
196,3,10:28.0,,Defensive rebound by M. Morris,52,61
197,3,10:22.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),52,64
198,3,10:21.0,Minnesota full timeout,,52,64
199,3,9:58.0,K. Towns misses 3-pt jump shot from 29 ft,,52,64
200,3,9:57.0,,Defensive rebound by B. Beal,52,64
201,3,9:44.0,,Turnover by J. Wall (bad pass; steal by K. Towns),52,64
202,3,9:30.0,K. Towns misses 3-pt jump shot from 26 ft,,52,64
203,3,9:29.0,Offensive rebound by G. Dieng,,52,64
204,3,9:27.0,G. Dieng misses 2-pt layup from 2 ft,,52,64
205,3,9:26.0,,Defensive rebound by O. Porter,52,64
206,3,9:26.0,,Washington full timeout,52,64
207,3,9:15.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),52,66
208,3,9:01.0,Turnover by R. Rubio (bad pass),,52,66
209,3,8:41.0,,O. Porter misses 3-pt jump shot from 23 ft,52,66
210,3,8:41.0,Defensive rebound by R. Rubio,,52,66
211,3,8:23.0,A. Wiggins makes 3-pt jump shot from 27 ft,,55,66
212,3,8:08.0,,Turnover by M. Gortat (lost ball; steal by G. Dieng),55,66
213,3,8:01.0,K. Towns makes 2-pt layup at rim (assist by R. Rubio),,57,66
214,3,7:45.0,,B. Beal misses 3-pt jump shot from 27 ft,57,66
215,3,7:44.0,Defensive rebound by G. Dieng,,57,66
216,3,7:35.0,K. Towns makes 2-pt hook shot from 7 ft,,59,66
217,3,7:16.0,,Shooting foul by G. Dieng (drawn by M. Gortat),59,66
218,3,7:16.0,,M. Gortat misses free throw 1 of 2,59,66
219,3,7:16.0,,Offensive rebound by Team,59,66
220,3,7:16.0,,M. Gortat makes free throw 2 of 2,59,67
221,3,7:08.0,A. Wiggins misses 2-pt jump shot from 7 ft (block by O. Porter),,59,67
222,3,7:08.0,Offensive rebound by A. Wiggins,,59,67
223,3,7:08.0,A. Wiggins makes 2-pt jump shot from 7 ft,,61,67
224,3,7:08.0,Shooting foul by M. Gortat (drawn by A. Wiggins),,61,67
225,3,7:08.0,A. Wiggins makes free throw 1 of 1,,62,67
226,3,6:59.0,Violation by R. Rubio (kicked ball),,62,67
227,3,6:48.0,,Turnover by J. Wall (bad pass; steal by A. Wiggins),62,67
228,3,6:42.0,G. Dieng misses 2-pt layup from 1 ft,,62,67
229,3,6:42.0,,Defensive rebound by M. Gortat,62,67
230,3,6:33.0,,B. Beal misses 2-pt jump shot from 5 ft,62,67
231,3,6:31.0,Defensive rebound by R. Rubio,,62,67
232,3,6:24.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by K. Towns),,65,67
233,3,6:04.0,,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),65,69
234,3,5:51.0,Z. LaVine makes 3-pt jump shot from 27 ft,,68,69
235,3,5:35.0,,B. Beal makes 2-pt jump shot from 20 ft,68,71
236,3,5:13.0,G. Dieng makes 2-pt jump shot from 5 ft (assist by K. Towns),,70,71
237,3,4:56.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),70,74
238,3,4:41.0,A. Wiggins makes 2-pt dunk at rim (assist by G. Dieng),,72,74
239,3,4:39.0,,Washington full timeout,72,74
240,3,4:39.0,,J. Smith enters the game for M. Morris,72,74
241,3,4:26.0,,Turnover by O. Porter (bad pass),72,74
242,3,4:11.0,Z. LaVine misses 2-pt jump shot from 17 ft,,72,74
243,3,4:10.0,,Defensive rebound by M. Gortat,72,74
244,3,4:07.0,,Turnover by M. Gortat (discontinued dribble),72,74
245,3,4:07.0,B. Rush enters the game for Z. LaVine,,72,74
246,3,3:55.0,A. Wiggins misses 2-pt jump shot from 17 ft,,72,74
247,3,3:54.0,Offensive rebound by R. Rubio,,72,74
248,3,3:42.0,Personal foul by J. Wall (drawn by R. Rubio),,72,74
249,3,3:34.0,B. Rush makes 2-pt jump shot from 19 ft (assist by R. Rubio),,74,74
250,3,3:19.0,,Personal foul by R. Rubio (drawn by B. Beal),74,74
251,3,3:19.0,,S. Mac enters the game for B. Beal,74,74
252,3,3:10.0,,J. Wall makes 2-pt jump shot from 19 ft,74,76
253,3,2:50.0,B. Rush makes 3-pt jump shot from 23 ft (assist by R. Rubio),,77,76
254,3,2:40.0,,J. Wall makes 2-pt layup from 2 ft,77,78
255,3,2:21.0,A. Wiggins makes 2-pt jump shot from 21 ft,,79,78
256,3,2:05.0,,J. Wall makes 2-pt jump shot from 16 ft,79,80
257,3,1:48.0,A. Wiggins makes 2-pt jump shot from 16 ft,,81,80
258,3,1:36.0,,J. Wall misses 2-pt jump shot from 17 ft,81,80
259,3,1:35.0,Defensive rebound by G. Dieng,,81,80
260,3,1:22.0,R. Rubio makes 2-pt layup from 1 ft (assist by K. Towns),,83,80
261,3,1:08.0,,Turnover by O. Porter (bad pass; steal by G. Dieng),83,80
262,3,1:02.0,G. Dieng makes 2-pt layup from 1 ft,,85,80
263,3,0:50.0,,J. Smith misses 2-pt jump shot from 19 ft,85,80
264,3,0:49.0,,Offensive rebound by S. Mac,85,80
265,3,0:46.0,,S. Mac misses 2-pt jump shot from 3 ft,85,80
266,3,0:45.0,Defensive rebound by G. Dieng,,85,80
267,3,0:36.0,Turnover by R. Rubio (back court),,85,80
268,3,0:36.0,N. Bjelica enters the game for K. Towns,,85,80
269,3,0:30.0,,J. Wall misses 2-pt jump shot from 20 ft,85,80
270,3,0:29.0,,Offensive rebound by Team,85,80
271,3,0:15.0,,J. Smith misses 2-pt jump shot from 21 ft,85,80
272,3,0:14.0,,Offensive rebound by M. Gortat,85,80
273,3,0:05.0,,Personal take foul by R. Rubio (drawn by J. Wall),85,80
274,3,0:02.0,,J. Wall misses 2-pt layup from 1 ft,85,80
275,3,0:01.0,Defensive rebound by G. Dieng,,85,80
276,4,11:39.0,,M. Gortat makes 2-pt hook shot from 7 ft,85,82
277,4,11:25.0,Z. LaVine misses 3-pt jump shot from 31 ft,,85,82
278,4,11:24.0,,Defensive rebound by Team,85,82
279,4,11:00.0,,J. Wall misses 2-pt layup from 3 ft,85,82
280,4,10:59.0,Defensive rebound by C. Aldrich,,85,82
281,4,10:43.0,N. Bjelica misses 3-pt jump shot from 28 ft,,85,82
282,4,10:42.0,,Defensive rebound by K. Oubre,85,82
283,4,10:35.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),85,84
284,4,10:19.0,K. Dunn misses 2-pt jump shot from 10 ft,,85,84
285,4,10:18.0,,Defensive rebound by M. Gortat,85,84
286,4,10:04.0,,K. Oubre makes 3-pt jump shot from 27 ft (assist by S. Mac),85,87
287,4,9:45.0,N. Bjelica misses 3-pt jump shot from 24 ft,,85,87
288,4,9:44.0,,Defensive rebound by M. Gortat,85,87
289,4,9:26.0,,J. Smith makes 2-pt jump shot from 15 ft (assist by S. Mac),85,89
290,4,9:25.0,Minnesota full timeout,,85,89
291,4,9:25.0,,T. Burke enters the game for J. Wall,85,89
292,4,9:25.0,G. Dieng enters the game for Z. LaVine,,85,89
293,4,9:25.0,A. Wiggins enters the game for N. Bjelica,,85,89
294,4,9:25.0,K. Towns enters the game for C. Aldrich,,85,89
295,4,9:25.0,,M. Morris enters the game for M. Gortat,85,89
296,4,9:08.0,A. Wiggins misses 2-pt jump shot from 9 ft,,85,89
297,4,9:07.0,Offensive rebound by K. Towns,,85,89
298,4,8:54.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by K. Dunn),,87,89
299,4,8:36.0,,J. Smith makes 2-pt jump shot from 22 ft (assist by S. Mac),87,91
300,4,8:24.0,Personal foul by K. Oubre (drawn by A. Wiggins),,87,91
301,4,8:11.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,90,91
302,4,7:53.0,,Personal foul by K. Dunn (drawn by M. Morris),90,91
303,4,7:53.0,,B. Beal enters the game for S. Mac,90,91
304,4,7:37.0,,K. Oubre misses 3-pt jump shot from 26 ft,90,91
305,4,7:36.0,Defensive rebound by K. Towns,,90,91
306,4,7:24.0,Z. LaVine enters the game for B. Rush,,90,91
307,4,7:24.0,R. Rubio enters the game for K. Dunn,,90,91
308,4,7:19.0,Offensive foul by K. Towns (drawn by J. Smith),,90,91
309,4,7:19.0,Turnover by K. Towns (offensive foul),,90,91
310,4,7:19.0,,J. Wall enters the game for T. Burke,90,91
311,4,7:08.0,,J. Smith makes 2-pt dunk at rim (assist by J. Wall),90,93
312,4,7:07.0,Minnesota full timeout,,90,93
313,4,7:07.0,,M. Gortat enters the game for J. Smith,90,93
314,4,6:54.0,K. Towns makes 2-pt jump shot from 12 ft,,92,93
315,4,6:38.0,,Offensive foul by K. Oubre (drawn by G. Dieng),92,93
316,4,6:38.0,,Turnover by K. Oubre (offensive foul),92,93
317,4,6:24.0,K. Towns misses 2-pt jump shot from 6 ft (block by M. Gortat),,92,93
318,4,6:24.0,Offensive rebound by K. Towns,,92,93
319,4,6:24.0,Turnover by K. Towns (step out of bounds),,92,93
320,4,6:24.0,,O. Porter enters the game for K. Oubre,92,93
321,4,6:10.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by J. Wall),92,95
322,4,5:54.0,Shooting foul by O. Porter (drawn by A. Wiggins),,92,95
323,4,5:54.0,A. Wiggins misses free throw 1 of 2,,92,95
324,4,5:54.0,Offensive rebound by Team,,92,95
325,4,5:54.0,A. Wiggins makes free throw 2 of 2,,93,95
326,4,5:39.0,,B. Beal misses 2-pt layup from 1 ft (block by K. Towns),93,95
327,4,5:37.0,,Offensive rebound by Team,93,95
328,4,5:31.0,,J. Wall misses 2-pt jump shot from 22 ft,93,95
329,4,5:30.0,Defensive rebound by Z. LaVine,,93,95
330,4,5:14.0,A. Wiggins misses 2-pt jump shot from 8 ft,,93,95
331,4,5:13.0,Offensive rebound by K. Towns,,93,95
332,4,5:12.0,K. Towns makes 2-pt layup from 1 ft,,95,95
333,4,5:12.0,Shooting foul by M. Morris (drawn by K. Towns),,95,95
334,4,5:12.0,K. Towns misses free throw 1 of 1,,95,95
335,4,5:11.0,,Defensive rebound by M. Gortat,95,95
336,4,5:01.0,,B. Beal misses 3-pt jump shot from 25 ft,95,95
337,4,4:59.0,Defensive rebound by K. Towns,,95,95
338,4,4:45.0,K. Towns misses 2-pt jump shot from 11 ft,,95,95
339,4,4:44.0,,Defensive rebound by Team,95,95
340,4,4:27.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),95,97
341,4,4:07.0,A. Wiggins makes 2-pt dunk at rim,,97,97
342,4,3:40.0,,J. Wall makes 2-pt jump shot from 23 ft (assist by B. Beal),97,99
343,4,3:22.0,Shooting foul by M. Morris (drawn by K. Towns),,97,99
344,4,3:22.0,K. Towns makes free throw 1 of 2,,98,99
345,4,3:22.0,K. Towns makes free throw 2 of 2,,99,99
346,4,3:04.0,,M. Morris misses 2-pt jump shot from 8 ft,99,99
347,4,3:03.0,Defensive rebound by G. Dieng,,99,99
348,4,2:50.0,A. Wiggins makes 2-pt jump shot from 19 ft,,101,99
349,4,2:31.0,,O. Porter makes 2-pt jump shot from 19 ft,101,101
350,4,2:15.0,A. Wiggins misses 2-pt jump shot from 18 ft,,101,101
351,4,2:14.0,,Defensive rebound by O. Porter,101,101
352,4,2:09.0,,J. Wall makes 2-pt layup at rim,101,103
353,4,1:47.0,A. Wiggins misses 2-pt layup from 2 ft,,101,103
354,4,1:44.0,Offensive rebound by G. Dieng,,101,103
355,4,1:42.0,G. Dieng misses 2-pt layup at rim,,101,103
356,4,1:41.0,,Defensive rebound by O. Porter,101,103
357,4,1:40.0,,J. Wall makes 2-pt layup from 2 ft,101,105
358,4,1:40.0,Minnesota full timeout,,101,105
359,4,1:40.0,Official timeout,,101,105
360,4,1:34.0,A. Wiggins makes 2-pt dunk at rim,,103,105
361,4,1:20.0,,Personal foul by Z. LaVine (drawn by B. Beal),103,105
362,4,1:09.0,,B. Beal makes 3-pt jump shot from 29 ft (assist by J. Wall),103,108
363,4,1:03.0,A. Wiggins makes 2-pt jump shot from 17 ft (assist by R. Rubio),,105,108
364,4,0:48.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),105,110
365,4,0:48.0,Minnesota full timeout,,105,110
366,4,0:48.0,N. Bjelica enters the game for G. Dieng,,105,110
367,4,0:42.0,A. Wiggins misses 2-pt jump shot from 19 ft,,105,110
368,4,0:41.0,,Defensive rebound by J. Wall,105,110
369,4,0:20.0,,Turnover by M. Gortat (lost ball),105,110
370,4,0:14.0,Z. LaVine misses 3-pt jump shot from 31 ft,,105,110
371,4,0:13.0,,Defensive rebound by O. Porter,105,110
372,4,0:08.0,,Personal take foul by Z. LaVine (drawn by J. Wall),105,110
373,4,0:08.0,,J. Wall makes free throw 1 of 2,105,111
374,4,0:08.0,,K. Oubre enters the game for M. Gortat,105,111
375,4,0:08.0,,J. Wall makes free throw 2 of 2,105,112
376,4,0:03.0,A. Wiggins misses 3-pt jump shot from 27 ft,,105,112
377,4,0:02.0,Offensive rebound by Team,,105,112
378,4,0:01.0,K. Towns misses 2-pt jump shot from 8 ft,,105,112
379,4,0:00.0,,Defensive rebound by Team,105,112
