,QUARTER,TIME_REMAINING,DALLAS_ACTION,INDIANA_ACTION,DALLAS_SCORE,INDIANA_SCORE
140,2,9:45.0,,Defensive rebound by A. Jefferson,26,36
141,2,9:39.0,,T. Young misses 2-pt layup at rim,26,36
142,2,9:39.0,Defensive rebound by Team,,26,36
143,2,9:29.0,J. Barea makes 3-pt jump shot from 27 ft,,29,36
144,2,9:07.0,,A. Jefferson misses 2-pt jump shot from 7 ft,29,36
145,2,9:06.0,Defensive rebound by J. Anderson,,29,36
146,2,8:56.0,J. Anderson makes 3-pt jump shot from 27 ft (assist by J. Barea),,32,36
147,2,8:35.0,,G. Robinson misses 2-pt jump shot from 20 ft (block by J. Anderson),32,36
148,2,8:34.0,Defensive rebound by D. Powell,,32,36
149,2,8:26.0,Personal foul by J. Teague (drawn by D. Powell),,32,36
150,2,8:26.0,,M. Turner enters the game for A. Jefferson,32,36
151,2,8:26.0,,M. Ellis enters the game for J. Teague,32,36
152,2,8:26.0,Q. Acy enters the game for D. Nowitzki,,32,36
153,2,8:13.0,J. Barea misses 2-pt layup from 3 ft (block by M. Turner),,32,36
154,2,8:12.0,,Defensive rebound by Team,32,36
155,2,7:58.0,,M. Ellis makes 2-pt layup from 1 ft (assist by T. Young),32,38
156,2,7:57.0,Dallas full timeout,,32,38
157,2,7:57.0,A. Bogut enters the game for J. Barea,,32,38
158,2,7:57.0,D. Williams enters the game for S. Curry,,32,38
159,2,7:57.0,W. Matthews enters the game for D. Powell,,32,38
160,2,7:57.0,H. Barnes enters the game for Q. Acy,,32,38
161,2,7:46.0,H. Barnes misses 3-pt jump shot from 27 ft,,32,38
162,2,7:46.0,,Defensive rebound by R. Stuckey,32,38
163,2,7:38.0,,R. Stuckey makes 2-pt jump shot from 17 ft,32,40
164,2,7:20.0,J. Anderson misses 3-pt jump shot from 27 ft,,32,40
165,2,7:19.0,,Defensive rebound by M. Turner,32,40
166,2,7:09.0,,R. Stuckey misses 2-pt jump shot from 20 ft,32,40
167,2,7:09.0,Defensive rebound by H. Barnes,,32,40
168,2,6:49.0,H. Barnes misses 2-pt jump shot from 17 ft,,32,40
169,2,6:49.0,,Defensive rebound by M. Turner,32,40
170,2,6:35.0,,Turnover by T. Young (back court),32,40
171,2,6:23.0,D. Williams makes 3-pt jump shot from 25 ft (assist by W. Matthews),,35,40
172,2,6:08.0,,M. Turner makes 2-pt jump shot from 6 ft (assist by R. Stuckey),35,42
173,2,5:57.0,D. Williams misses 3-pt jump shot from 27 ft,,35,42
174,2,5:56.0,,Defensive rebound by T. Young,35,42
175,2,5:49.0,,Turnover by G. Robinson (traveling),35,42
176,2,5:49.0,,J. Teague enters the game for G. Robinson,35,42
177,2,5:49.0,,P. George enters the game for R. Stuckey,35,42
178,2,5:36.0,Turnover by H. Barnes (kicked ball),,35,42
179,2,5:33.0,,Shooting block foul by D. Williams (drawn by J. Teague),35,42
180,2,5:33.0,,J. Teague makes free throw 1 of 2,35,43
181,2,5:33.0,,J. Teague makes free throw 2 of 2,35,44
182,2,5:23.0,Turnover by D. Williams (bad pass),,35,44
183,2,5:12.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by J. Teague),35,46
184,2,4:57.0,D. Williams makes 2-pt layup from 1 ft (assist by A. Bogut),,37,46
185,2,4:44.0,,J. Teague misses 2-pt jump shot from 7 ft,37,46
186,2,4:43.0,Defensive rebound by A. Bogut,,37,46
187,2,4:36.0,D. Williams misses 2-pt layup from 1 ft (block by M. Turner),,37,46
188,2,4:36.0,Offensive rebound by A. Bogut,,37,46
189,2,4:36.0,Shooting foul by T. Young (drawn by A. Bogut),,37,46
190,2,4:36.0,A. Bogut misses free throw 1 of 2,,37,46
191,2,4:36.0,Offensive rebound by Team,,37,46
192,2,4:36.0,A. Bogut misses free throw 2 of 2,,37,46
193,2,4:36.0,D. Nowitzki enters the game for J. Anderson,,37,46
194,2,4:36.0,J. Barea enters the game for H. Barnes,,37,46
195,2,4:33.0,,Defensive rebound by M. Ellis,37,46
196,2,4:24.0,,J. Teague makes 2-pt jump shot from 16 ft,37,48
197,2,4:05.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,37,48
198,2,4:05.0,,Defensive rebound by P. George,37,48
199,2,3:53.0,,P. George makes 3-pt jump shot from 24 ft,37,51
200,2,3:33.0,D. Nowitzki makes 2-pt hook shot from 3 ft,,39,51
201,2,3:26.0,,Shooting foul by J. Barea (drawn by J. Teague),39,51
202,2,3:26.0,,J. Teague makes free throw 1 of 2,39,52
203,2,3:26.0,H. Barnes enters the game for A. Bogut,,39,52
204,2,3:26.0,,J. Teague makes free throw 2 of 2,39,53
205,2,3:18.0,J. Barea makes 2-pt layup from 2 ft,,41,53
206,2,2:58.0,,J. Teague misses 2-pt jump shot from 8 ft,41,53
207,2,2:58.0,,Offensive rebound by M. Turner,41,53
208,2,2:58.0,,M. Turner misses 2-pt layup from 1 ft,41,53
209,2,2:57.0,,Offensive rebound by M. Turner,41,53
210,2,2:57.0,,Personal foul by H. Barnes (drawn by M. Turner),41,53
211,2,2:57.0,Official timeout,,41,53
212,2,2:48.0,,J. Teague misses 2-pt layup at rim (block by J. Barea),41,53
213,2,2:47.0,Defensive rebound by D. Nowitzki,,41,53
214,2,2:38.0,J. Barea misses 3-pt jump shot from 28 ft,,41,53
215,2,2:37.0,Offensive rebound by H. Barnes,,41,53
216,2,2:31.0,W. Matthews misses 2-pt layup from 1 ft,,41,53
217,2,2:30.0,,Defensive rebound by T. Young,41,53
218,2,2:26.0,Offensive charge foul by T. Young (drawn by D. Williams),,41,53
219,2,2:26.0,,Turnover by T. Young (offensive foul),41,53
220,2,2:26.0,,R. Stuckey enters the game for J. Teague,41,53
221,2,2:12.0,D. Nowitzki makes 2-pt jump shot from 14 ft,,43,53
222,2,1:47.0,,M. Ellis misses 2-pt jump shot from 16 ft,43,53
223,2,1:46.0,Defensive rebound by D. Nowitzki,,43,53
224,2,1:37.0,W. Matthews misses 3-pt jump shot from 28 ft,,43,53
225,2,1:37.0,Offensive rebound by Team,,43,53
226,2,1:37.0,,Loose ball foul by T. Young (drawn by H. Barnes),43,53
227,2,1:37.0,,C. Miles enters the game for T. Young,43,53
228,2,1:34.0,W. Matthews makes 2-pt layup from 1 ft (assist by D. Williams),,45,53
229,2,1:19.0,,R. Stuckey misses 2-pt jump shot from 5 ft,45,53
230,2,1:18.0,,Offensive rebound by M. Turner,45,53
231,2,1:15.0,,M. Turner makes 2-pt layup from 1 ft,45,55
232,2,1:05.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by J. Barea),,48,55
233,2,0:51.0,Violation by D. Nowitzki (kicked ball),,48,55
234,2,0:40.0,,M. Turner makes 2-pt layup from 2 ft (assist by M. Ellis),48,57
235,2,0:31.0,J. Barea makes 2-pt layup from 2 ft,,50,57
236,2,0:11.0,,M. Turner makes 2-pt dunk from 3 ft (assist by P. George),50,59
237,2,0:04.0,J. Barea makes 2-pt layup from 1 ft (assist by D. Williams),,52,59
238,2,0:00.0,,R. Stuckey misses 3-pt jump shot from 26 ft,52,59
239,2,0:00.0,,Offensive rebound by Team,52,59
240,3,11:48.0,A. Bogut makes 2-pt layup from 1 ft (assist by D. Nowitzki),,54,59
241,3,11:34.0,,P. George misses 2-pt jump shot from 16 ft,54,59
242,3,11:33.0,,Offensive rebound by M. Turner,54,59
243,3,11:30.0,,T. Young makes 3-pt jump shot from 24 ft (assist by M. Turner),54,62
244,3,11:20.0,Personal foul by M. Ellis (drawn by W. Matthews),,54,62
245,3,11:13.0,D. Williams makes 3-pt jump shot from 26 ft (assist by W. Matthews),,57,62
246,3,10:53.0,,M. Turner makes 2-pt layup from 2 ft (assist by M. Ellis),57,64
247,3,10:53.0,,Shooting foul by A. Bogut (drawn by M. Turner),57,64
248,3,10:53.0,,M. Turner misses free throw 1 of 1,57,64
249,3,10:53.0,Defensive rebound by D. Nowitzki,,57,64
250,3,10:30.0,Personal foul by M. Ellis (drawn by W. Matthews),,57,64
251,3,10:14.0,D. Williams makes 3-pt jump shot from 27 ft (assist by A. Bogut),,60,64
252,3,10:04.0,,J. Teague misses 2-pt layup from 1 ft,60,64
253,3,10:03.0,Defensive rebound by H. Barnes,,60,64
254,3,9:48.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,60,64
255,3,9:48.0,,Defensive rebound by P. George,60,64
256,3,9:41.0,,Shooting foul by H. Barnes (drawn by P. George),60,64
257,3,9:41.0,,P. George makes free throw 1 of 2,60,65
258,3,9:41.0,,R. Stuckey enters the game for J. Teague,60,65
259,3,9:41.0,J. Barea enters the game for H. Barnes,,60,65
260,3,9:41.0,,P. George makes free throw 2 of 2,60,66
261,3,9:31.0,D. Williams misses 3-pt jump shot from 24 ft,,60,66
262,3,9:31.0,,Defensive rebound by M. Turner,60,66
263,3,9:21.0,,R. Stuckey makes 3-pt jump shot from 24 ft (assist by T. Young),60,69
264,3,9:19.0,Dallas full timeout,,60,69
265,3,9:08.0,Offensive foul by A. Bogut (drawn by M. Ellis),,60,69
266,3,9:08.0,Turnover by A. Bogut (offensive foul),,60,69
267,3,9:08.0,,J. Teague enters the game for R. Stuckey,60,69
268,3,8:59.0,,Shooting foul by D. Williams (drawn by P. George),60,69
269,3,8:59.0,,P. George misses free throw 1 of 2,60,69
270,3,8:59.0,,Offensive rebound by Team,60,69
271,3,8:59.0,D. Powell enters the game for A. Bogut,,60,69
272,3,8:59.0,,P. George makes free throw 2 of 2,60,70
273,3,8:48.0,Shooting foul by M. Turner (drawn by D. Powell),,60,70
274,3,8:48.0,D. Powell misses free throw 1 of 2,,60,70
275,3,8:48.0,Offensive rebound by Team,,60,70
276,3,8:48.0,D. Powell misses free throw 2 of 2,,60,70
277,3,8:48.0,,Defensive rebound by M. Turner,60,70
278,3,8:35.0,,Turnover by J. Teague (lost ball),60,70
279,3,8:22.0,J. Barea misses 2-pt layup from 4 ft (block by M. Turner),,60,70
280,3,8:22.0,Offensive rebound by Team,,60,70
281,3,8:15.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by W. Matthews),,63,70
282,3,8:05.0,,Shooting foul by D. Williams (drawn by M. Ellis),63,70
283,3,8:05.0,,M. Ellis makes free throw 1 of 2,63,71
284,3,8:05.0,H. Barnes enters the game for D. Williams,,63,71
285,3,8:05.0,,M. Ellis makes free throw 2 of 2,63,72
286,3,7:48.0,Shooting foul by J. Teague (drawn by J. Barea),,63,72
287,3,7:48.0,J. Barea makes free throw 1 of 2,,64,72
288,3,7:48.0,J. Barea makes free throw 2 of 2,,65,72
289,3,7:36.0,,T. Young misses 2-pt jump shot from 22 ft,65,72
290,3,7:35.0,Defensive rebound by W. Matthews,,65,72
291,3,7:24.0,H. Barnes makes 2-pt jump shot from 20 ft,,67,72
292,3,7:03.0,,M. Ellis misses 3-pt jump shot from 27 ft,67,72
293,3,7:02.0,Defensive rebound by W. Matthews,,67,72
294,3,6:54.0,W. Matthews makes 3-pt jump shot from 27 ft,,70,72
295,3,6:53.0,,Indiana full timeout,70,72
296,3,6:41.0,,M. Turner misses 2-pt jump shot from 5 ft (block by D. Powell),70,72
297,3,6:39.0,Defensive rebound by J. Barea,,70,72
298,3,6:28.0,H. Barnes misses 3-pt jump shot from 27 ft,,70,72
299,3,6:27.0,,Defensive rebound by M. Turner,70,72
300,3,6:12.0,,P. George misses 2-pt jump shot from 20 ft,70,72
301,3,6:12.0,Defensive rebound by D. Nowitzki,,70,72
302,3,6:02.0,W. Matthews misses 2-pt jump shot from 15 ft,,70,72
303,3,6:02.0,,Defensive rebound by Team,70,72
304,3,6:02.0,Loose ball foul by D. Powell (drawn by M. Turner),,70,72
305,3,6:02.0,,M. Turner makes free throw 1 of 2,70,73
306,3,6:02.0,,L. Allen enters the game for T. Young,70,73
307,3,6:02.0,,M. Turner makes free throw 2 of 2,70,74
308,3,5:50.0,Turnover by J. Barea (bad pass; steal by M. Turner),,70,74
309,3,5:29.0,,L. Allen misses 2-pt jump shot from 21 ft,70,74
310,3,5:29.0,,Offensive rebound by M. Turner,70,74
311,3,5:26.0,,M. Turner makes 2-pt dunk at rim,70,76
312,3,5:05.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,70,76
313,3,5:04.0,,Defensive rebound by P. George,70,76
314,3,4:54.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by M. Ellis),70,78
315,3,4:53.0,Dallas full timeout,,70,78
316,3,4:53.0,,C. Miles enters the game for M. Turner,70,78
317,3,4:53.0,S. Curry enters the game for D. Nowitzki,,70,78
318,3,4:41.0,S. Curry makes 3-pt jump shot from 30 ft (assist by D. Powell),,73,78
319,3,4:31.0,Violation by D. Powell (def goaltending),,73,78
320,3,4:31.0,,J. Teague makes 2-pt layup from 1 ft,73,80
321,3,4:21.0,Shooting foul by C. Miles (drawn by J. Barea),,73,80
322,3,4:21.0,J. Barea makes free throw 1 of 2,,74,80
323,3,4:21.0,J. Barea makes free throw 2 of 2,,75,80
324,3,4:04.0,,C. Miles misses 2-pt jump shot from 14 ft (block by S. Curry),75,80
325,3,4:04.0,,Offensive rebound by Team,75,80
326,3,3:58.0,,Turnover by P. George (lost ball; steal by W. Matthews),75,80
327,3,3:54.0,Shooting foul by J. Teague (drawn by W. Matthews),,75,80
328,3,3:54.0,W. Matthews makes free throw 1 of 2,,76,80
329,3,3:54.0,,R. Stuckey enters the game for J. Teague,76,80
330,3,3:54.0,W. Matthews makes free throw 2 of 2,,77,80
331,3,3:41.0,,L. Allen misses 2-pt layup from 4 ft,77,80
332,3,3:40.0,Defensive rebound by H. Barnes,,77,80
333,3,3:17.0,Turnover by J. Barea (bad pass; steal by C. Miles),,77,80
334,3,3:13.0,,Personal foul by S. Curry (drawn by P. George),77,80
335,3,3:13.0,,P. George makes free throw 1 of 2,77,81
336,3,3:13.0,,A. Jefferson enters the game for L. Allen,77,81
337,3,3:13.0,,P. George makes free throw 2 of 2,77,82
338,3,3:03.0,W. Matthews misses 3-pt jump shot from 28 ft,,77,82
339,3,3:02.0,,Defensive rebound by A. Jefferson,77,82
340,3,2:56.0,,Personal foul by S. Curry (drawn by P. George),77,82
341,3,2:56.0,,P. George makes free throw 1 of 2,77,83
342,3,2:56.0,A. Bogut enters the game for D. Powell,,77,83
343,3,2:56.0,,P. George makes free throw 2 of 2,77,84
344,3,2:37.0,J. Barea misses 2-pt layup at rim,,77,84
345,3,2:37.0,,Defensive rebound by A. Jefferson,77,84
346,3,2:29.0,,C. Miles makes 2-pt jump shot from 15 ft (assist by P. George),77,86
347,3,2:22.0,Dallas full timeout,,77,86
348,3,2:22.0,,Violation by Team (jump ball),77,86
349,3,2:22.0,Violation by Team (jump ball),,77,86
350,3,2:22.0,J. Anderson enters the game for H. Barnes,,77,86
351,3,2:22.0,D. Nowitzki enters the game for W. Matthews,,77,86
352,3,2:22.0,D. Williams enters the game for J. Barea,,77,86
353,3,2:09.0,Shooting foul by P. George (drawn by D. Nowitzki),,77,86
354,3,2:09.0,D. Nowitzki makes free throw 1 of 2,,78,86
355,3,2:09.0,D. Nowitzki makes free throw 2 of 2,,79,86
356,3,1:56.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by M. Ellis),79,89
357,3,1:38.0,D. Williams makes 2-pt jump shot from 20 ft,,81,89
358,3,1:15.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by M. Ellis),81,92
359,3,0:58.0,D. Williams makes 2-pt jump shot from 17 ft,,83,92
360,3,0:45.0,,C. Miles misses 3-pt jump shot from 27 ft,83,92
361,3,0:44.0,Defensive rebound by J. Anderson,,83,92
362,3,0:37.0,D. Williams makes 2-pt jump shot from 18 ft,,85,92
363,3,0:23.0,,A. Jefferson makes 2-pt dunk at rim (assist by C. Miles),85,94
364,3,0:02.0,J. Anderson misses 3-pt jump shot from 25 ft,,85,94
365,3,0:01.0,,Defensive rebound by M. Ellis,85,94
366,4,11:50.0,,Turnover by A. Jefferson (traveling),85,94
367,4,11:36.0,Personal foul by A. Jefferson (drawn by D. Williams),,85,94
368,4,11:36.0,,J. Teague enters the game for C. Miles,85,94
369,4,11:28.0,J. Anderson makes 2-pt layup from 2 ft,,87,94
370,4,11:15.0,,G. Robinson misses 3-pt jump shot from 26 ft,87,94
371,4,11:14.0,Defensive rebound by S. Curry,,87,94
372,4,11:06.0,D. Williams misses 2-pt jump shot from 11 ft (block by A. Jefferson),,87,94
373,4,11:05.0,,Defensive rebound by A. Jefferson,87,94
374,4,11:05.0,,Personal foul by S. Curry (drawn by A. Jefferson),87,94
375,4,11:05.0,,C. Miles enters the game for L. Allen,87,94
376,4,10:41.0,,J. Teague misses 2-pt jump shot from 21 ft,87,94
377,4,10:40.0,Defensive rebound by D. Nowitzki,,87,94
378,4,10:33.0,D. Nowitzki makes 3-pt jump shot from 27 ft (assist by D. Williams),,90,94
379,4,10:32.0,,Indiana full timeout,90,94
380,4,10:32.0,,L. Allen enters the game for A. Jefferson,90,94
381,4,10:17.0,,Turnover by R. Stuckey (bad pass; steal by S. Curry),90,94
382,4,10:12.0,S. Curry makes 2-pt layup from 2 ft,,92,94
383,4,9:55.0,,C. Miles misses 2-pt jump shot from 9 ft (block by D. Williams),92,94
384,4,9:54.0,Defensive rebound by J. Anderson,,92,94
385,4,9:52.0,S. Curry makes 2-pt layup at rim (assist by J. Anderson),,94,94
386,4,9:37.0,,J. Teague misses 2-pt layup from 1 ft (block by D. Nowitzki),94,94
387,4,9:36.0,Defensive rebound by D. Nowitzki,,94,94
388,4,9:24.0,J. Barea misses 3-pt jump shot from 26 ft,,94,94
389,4,9:23.0,,Defensive rebound by L. Allen,94,94
390,4,9:08.0,,J. Teague makes 2-pt layup from 3 ft (assist by L. Allen),94,96
391,4,8:45.0,D. Nowitzki misses 2-pt jump shot from 6 ft,,94,96
