,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
382,4,6:16.0,Personal foul by P. Mills,,85,92
383,4,6:07.0,Offensive foul by M. Gortat (drawn by K. Leonard),,85,92
384,4,6:07.0,Turnover by M. Gortat (offensive foul),,85,92
385,4,5:55.0,,Personal foul by M. Gortat (drawn by K. Leonard),85,92
386,4,5:55.0,,K. Leonard makes free throw 1 of 2,85,93
387,4,5:55.0,,K. Leonard makes free throw 2 of 2,85,94
388,4,5:40.0,J. Wall makes 2-pt layup at rim,,87,94
389,4,5:20.0,,K. Leonard makes 2-pt dunk at rim (assist by L. Aldridge),87,96
390,4,5:02.0,O. Porter makes 2-pt jump shot from 10 ft (assist by J. Wall),,89,96
391,4,4:41.0,,K. Leonard misses 2-pt jump shot from 12 ft,89,96
392,4,4:41.0,Defensive rebound by M. Gortat,,89,96
393,4,4:29.0,J. Wall makes 2-pt jump shot from 8 ft,,91,96
394,4,4:15.0,,P. Mills misses 2-pt layup from 2 ft,91,96
395,4,4:14.0,Defensive rebound by M. Gortat,,91,96
396,4,4:11.0,Shooting foul by D. Green (drawn by M. Morris),,91,96
397,4,4:11.0,M. Morris makes free throw 1 of 2,,92,96
398,4,4:11.0,,M. Ginóbili enters the game for D. Green,92,96
399,4,4:11.0,M. Morris makes free throw 2 of 2,,93,96
400,4,3:53.0,,L. Aldridge misses 2-pt jump shot from 12 ft,93,96
401,4,3:51.0,Defensive rebound by O. Porter,,93,96
402,4,3:35.0,Shooting foul by L. Aldridge (drawn by M. Gortat),,93,96
403,4,3:35.0,M. Gortat makes free throw 1 of 2,,94,96
404,4,3:35.0,,D. Lee enters the game for P. Gasol,94,96
405,4,3:35.0,M. Gortat makes free throw 2 of 2,,95,96
406,4,3:20.0,,P. Mills makes 2-pt jump shot from 19 ft,95,98
407,4,3:05.0,B. Beal misses 2-pt jump shot from 18 ft,,95,98
408,4,3:04.0,,Defensive rebound by P. Mills,95,98
409,4,2:48.0,,K. Leonard makes 2-pt jump shot from 16 ft,95,100
410,4,2:21.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,97,100
411,4,1:59.0,,K. Leonard misses 2-pt jump shot from 14 ft,97,100
412,4,1:58.0,,Offensive rebound by D. Lee,97,100
413,4,1:55.0,,P. Mills misses 3-pt jump shot from 30 ft,97,100
414,4,1:54.0,Defensive rebound by O. Porter,,97,100
415,4,1:46.0,Shooting foul by L. Aldridge (drawn by B. Beal),,97,100
416,4,1:46.0,Official timeout,,97,100
417,4,1:46.0,B. Beal makes free throw 1 of 2,,98,100
418,4,1:46.0,B. Beal misses free throw 2 of 2,,98,100
419,4,1:45.0,,Defensive rebound by D. Lee,98,100
420,4,1:24.0,,Turnover by K. Leonard (lost ball; steal by O. Porter),98,100
421,4,1:24.0,Personal foul by K. Leonard (drawn by O. Porter),,98,100
422,4,1:24.0,O. Porter makes free throw 1 of 2,,99,100
423,4,1:24.0,O. Porter makes free throw 2 of 2,,100,100
424,4,1:07.0,,P. Mills misses 2-pt jump shot from 18 ft,100,100
425,4,1:07.0,,Offensive rebound by D. Lee,100,100
426,4,1:06.0,,D. Lee makes 2-pt dunk at rim,100,102
427,4,0:53.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,103,102
428,4,0:29.0,,P. Mills misses 3-pt jump shot from 26 ft,103,102
429,4,0:28.0,,Offensive rebound by L. Aldridge,103,102
430,4,0:24.0,,San Antonio full timeout,103,102
431,4,0:24.0,,D. Green enters the game for D. Lee,103,102
432,4,0:19.0,,D. Green makes 3-pt jump shot from 24 ft (assist by P. Mills),103,105
433,4,0:19.0,Washington full timeout,,103,105
434,4,0:11.0,J. Wall makes 2-pt layup from 1 ft,,105,105
435,4,0:11.0,,San Antonio full timeout,105,105
436,4,0:11.0,K. Oubre enters the game for M. Morris,,105,105
437,4,0:06.0,,K. Leonard makes 2-pt jump shot from 20 ft (assist by M. Ginóbili),105,107
438,4,0:06.0,Washington full timeout,,105,107
439,4,0:06.0,,J. Simmons enters the game for P. Mills,105,107
440,4,0:06.0,M. Morris enters the game for K. Oubre,,105,107
441,4,0:01.0,O. Porter misses 2-pt jump shot from 9 ft,,105,107
442,4,0:00.0,,Defensive rebound by L. Aldridge,105,107
443,4,0:00.0,,Personal foul by M. Gortat (drawn by L. Aldridge),105,107
444,4,0:00.0,,L. Aldridge misses free throw 1 of 2,105,107
445,4,0:00.0,,Offensive rebound by Team,105,107
446,4,0:00.0,,L. Aldridge misses free throw 2 of 2,105,107
447,4,0:00.0,Defensive rebound by J. Smith,,105,107
448,4,0:00.0,J. Smith enters the game for M. Gortat,,105,107
