,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHICAGO_ACTION,DALLAS_SCORE,CHICAGO_SCORE
385,4,4:11.0,W. Matthews misses 3-pt jump shot from 25 ft,,89,90
386,4,4:10.0,,Defensive rebound by D. McDermott,89,90
387,4,3:56.0,,D. McDermott makes 2-pt layup from 3 ft (assist by J. Butler),89,92
388,4,3:48.0,Dallas full timeout,,89,92
389,4,3:37.0,Shooting foul by D. McDermott (drawn by S. Mejri),,89,92
390,4,3:37.0,S. Mejri misses free throw 1 of 2,,89,92
391,4,3:37.0,Offensive rebound by Team,,89,92
392,4,3:37.0,S. Mejri makes free throw 2 of 2,,90,92
393,4,3:18.0,,D. Wade makes 2-pt jump shot from 20 ft (assist by J. Butler),90,94
394,4,3:03.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Williams),,93,94
395,4,2:46.0,,N. Mirotić misses 3-pt jump shot from 25 ft,93,94
396,4,2:44.0,Defensive rebound by D. Williams,,93,94
397,4,2:21.0,D. Williams makes 2-pt jump shot from 9 ft,,95,94
398,4,1:54.0,,Turnover by J. Butler (lost ball),95,94
399,4,1:54.0,D. Nowitzki enters the game for S. Mejri,,95,94
400,4,1:54.0,,M. Carter-Williams enters the game for D. McDermott,95,94
401,4,1:44.0,D. Williams misses 3-pt jump shot from 25 ft,,95,94
402,4,1:43.0,,Defensive rebound by D. Wade,95,94
403,4,1:24.0,,D. Wade misses 2-pt jump shot from 15 ft,95,94
404,4,1:23.0,,Offensive rebound by R. Lopez,95,94
405,4,1:23.0,,R. Lopez misses 2-pt layup from 1 ft,95,94
406,4,1:23.0,Defensive rebound by D. Nowitzki,,95,94
407,4,1:23.0,Personal foul by R. Lopez (drawn by D. Nowitzki),,95,94
408,4,1:23.0,D. Nowitzki makes free throw 1 of 2,,96,94
409,4,1:23.0,D. Nowitzki misses free throw 2 of 2,,96,94
410,4,1:23.0,,D. McDermott enters the game for M. Carter-Williams,96,94
411,4,1:21.0,,Defensive rebound by N. Mirotić,96,94
412,4,1:00.0,,D. McDermott makes 2-pt jump shot from 8 ft (assist by J. Butler),96,96
413,4,1:00.0,Dallas full timeout,,96,96
414,4,1:00.0,,C. Felício enters the game for R. Lopez,96,96
415,4,1:00.0,,M. Carter-Williams enters the game for D. McDermott,96,96
416,4,0:39.0,H. Barnes misses 2-pt jump shot from 12 ft,,96,96
417,4,0:37.0,,Defensive rebound by M. Carter-Williams,96,96
418,4,0:23.0,,J. Butler makes 2-pt jump shot from 21 ft,96,98
419,4,0:12.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Williams),,99,98
420,4,0:12.0,,Chicago full timeout,99,98
421,4,0:12.0,,D. McDermott enters the game for M. Carter-Williams,99,98
422,4,0:12.0,,R. Lopez enters the game for C. Felício,99,98
423,4,0:12.0,S. Mejri enters the game for D. Nowitzki,,99,98
424,4,0:01.0,,D. Wade misses 2-pt jump shot from 21 ft,99,98
425,4,0:00.0,,Offensive rebound by Team,99,98
