,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MIAMI_ACTION,HOUSTON_SCORE,MIAMI_SCORE
184,2,4:46.0,,W. Ellington misses 2-pt jump shot from 20 ft,46,44
185,2,4:45.0,Defensive rebound by C. Capela,,46,44
186,2,4:40.0,Turnover by J. Harden (lost ball; steal by T. Johnson),,46,44
187,2,4:31.0,,D. Waiters misses 3-pt jump shot from 25 ft,46,44
188,2,4:30.0,,Offensive rebound by H. Whiteside,46,44
189,2,4:28.0,,H. Whiteside makes 2-pt layup from 1 ft,46,46
190,2,4:08.0,J. Harden makes 2-pt jump shot from 6 ft,,48,46
191,2,3:45.0,,T. Johnson makes 2-pt jump shot from 6 ft,48,48
192,2,3:31.0,E. Gordon misses 3-pt jump shot from 25 ft,,48,48
193,2,3:30.0,Offensive rebound by C. Capela,,48,48
194,2,3:27.0,C. Capela misses 2-pt hook shot from 6 ft,,48,48
195,2,3:26.0,,Defensive rebound by H. Whiteside,48,48
196,2,3:20.0,,D. Waiters makes 2-pt jump shot from 9 ft,48,50
197,2,3:20.0,,Shooting block foul by J. Harden (drawn by D. Waiters),48,50
198,2,3:20.0,N. Hilário enters the game for C. Capela,,48,50
199,2,3:20.0,P. Beverley enters the game for E. Gordon,,48,50
200,2,3:20.0,,D. Waiters makes free throw 1 of 1,48,51
201,2,2:54.0,T. Ariza misses 3-pt jump shot from 25 ft,,48,51
202,2,2:53.0,,Defensive rebound by L. Babbitt,48,51
203,2,2:44.0,,T. Johnson misses 2-pt jump shot from 18 ft,48,51
204,2,2:43.0,Defensive rebound by J. Harden,,48,51
205,2,2:33.0,S. Dekker misses 3-pt jump shot from 25 ft,,48,51
206,2,2:32.0,,Defensive rebound by D. Waiters,48,51
207,2,2:27.0,,T. Johnson makes 2-pt layup from 2 ft (assist by D. Waiters),48,53
208,2,2:14.0,Turnover by P. Beverley (bad pass),,48,53
209,2,2:14.0,,Miami full timeout,48,53
210,2,2:14.0,E. Gordon enters the game for S. Dekker,,48,53
211,2,2:14.0,,J. Johnson enters the game for L. Babbitt,48,53
212,2,2:14.0,,R. McGruder enters the game for W. Ellington,48,53
213,2,2:14.0,,Violation by Team (jump ball),48,53
214,2,1:56.0,,T. Johnson misses 2-pt jump shot from 6 ft,48,53
215,2,1:55.0,Defensive rebound by J. Harden,,48,53
216,2,1:41.0,Turnover by N. Hilário (offensive goaltending),,48,53
217,2,1:17.0,,Turnover by Team (shot clock),48,53
218,2,1:04.0,J. Harden makes 3-pt jump shot from 24 ft (assist by N. Hilário),,51,53
219,2,0:41.0,,Turnover by J. Johnson (bad pass; steal by T. Ariza),51,53
220,2,0:38.0,P. Beverley makes 2-pt layup from 2 ft,,53,53
221,2,0:32.0,,Miami full timeout,53,53
222,2,0:32.0,,W. Reed enters the game for R. McGruder,53,53
223,2,0:14.0,,D. Waiters misses 3-pt jump shot from 24 ft,53,53
224,2,0:12.0,Defensive rebound by J. Harden,,53,53
225,2,0:01.0,Turnover by J. Harden (lost ball; steal by J. Johnson),,53,53
226,3,11:49.0,Personal foul by L. Babbitt (drawn by T. Ariza),,53,53
227,3,11:35.0,Turnover by Team (shot clock),,53,53
228,3,11:23.0,,Shooting foul by P. Beverley (drawn by G. Dragić),53,53
229,3,11:23.0,,G. Dragić makes 2-pt jump shot from 6 ft,53,55
230,3,11:23.0,,G. Dragić makes free throw 1 of 1,53,56
231,3,11:07.0,J. Harden misses 2-pt jump shot from 9 ft,,53,56
232,3,11:06.0,Offensive rebound by C. Brewer,,53,56
233,3,11:00.0,Shooting foul by R. McGruder (drawn by J. Harden),,53,56
234,3,11:00.0,J. Harden makes free throw 1 of 3,,54,56
235,3,11:00.0,J. Harden makes free throw 2 of 3,,55,56
236,3,11:00.0,J. Harden makes free throw 3 of 3,,56,56
237,3,10:46.0,,H. Whiteside misses 2-pt jump shot from 7 ft,56,56
238,3,10:45.0,Defensive rebound by P. Beverley,,56,56
239,3,10:34.0,Personal foul by G. Dragić (drawn by T. Ariza),,56,56
240,3,10:32.0,Shooting foul by D. Waiters (drawn by M. Harrell),,56,56
241,3,10:32.0,M. Harrell misses free throw 1 of 2,,56,56
242,3,10:32.0,Offensive rebound by Team,,56,56
243,3,10:32.0,M. Harrell makes free throw 2 of 2,,57,56
244,3,10:19.0,,D. Waiters makes 2-pt layup from 2 ft,57,58
245,3,10:03.0,J. Harden misses 3-pt jump shot from 25 ft,,57,58
246,3,10:02.0,,Defensive rebound by H. Whiteside,57,58
247,3,9:54.0,,L. Babbitt misses 3-pt jump shot from 23 ft,57,58
248,3,9:53.0,,Offensive rebound by H. Whiteside,57,58
249,3,9:52.0,,Shooting foul by M. Harrell (drawn by H. Whiteside),57,58
250,3,9:52.0,,H. Whiteside makes free throw 1 of 2,57,59
251,3,9:52.0,,H. Whiteside makes free throw 2 of 2,57,60
252,3,9:26.0,M. Harrell makes 2-pt dunk at rim (assist by P. Beverley),,59,60
253,3,9:10.0,,G. Dragić misses 3-pt jump shot from 25 ft,59,60
254,3,9:09.0,Defensive rebound by P. Beverley,,59,60
255,3,9:05.0,Personal foul by R. McGruder (drawn by J. Harden),,59,60
256,3,9:05.0,,Technical foul by Team,59,60
257,3,9:05.0,J. Harden makes technical free throw,,60,60
258,3,9:05.0,J. Harden makes free throw 1 of 2,,61,60
259,3,9:05.0,,T. Johnson enters the game for R. McGruder,60,60
260,3,9:05.0,J. Harden makes free throw 2 of 2,,62,60
261,3,8:54.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),62,63
262,3,8:38.0,T. Ariza misses 2-pt layup from 3 ft,,62,63
263,3,8:37.0,,Defensive rebound by H. Whiteside,62,63
264,3,8:32.0,,D. Waiters misses 2-pt layup from 2 ft,62,63
265,3,8:31.0,,Offensive rebound by G. Dragić,62,63
266,3,8:30.0,Offensive charge foul by G. Dragić (drawn by C. Brewer),,62,63
267,3,8:30.0,,Turnover by G. Dragić (offensive foul),62,63
268,3,8:30.0,,J. Johnson enters the game for L. Babbitt,62,63
269,3,8:16.0,C. Brewer misses 2-pt layup from 2 ft,,62,63
270,3,8:15.0,,Defensive rebound by H. Whiteside,62,63
271,3,8:06.0,,J. Johnson makes 2-pt layup from 1 ft,62,65
272,3,7:45.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by J. Harden),,65,65
273,3,7:33.0,,Shooting block foul by M. Harrell (drawn by J. Johnson),65,65
274,3,7:33.0,,J. Johnson makes free throw 1 of 2,65,66
275,3,7:33.0,N. Hilário enters the game for M. Harrell,,65,66
276,3,7:33.0,E. Gordon enters the game for C. Brewer,,65,66
277,3,7:33.0,,J. Johnson makes free throw 2 of 2,65,67
278,3,7:17.0,Turnover by T. Ariza (bad pass),,65,67
279,3,7:08.0,,Personal foul by P. Beverley (drawn by H. Whiteside),65,67
280,3,7:02.0,,T. Johnson misses 3-pt jump shot from 24 ft (block by E. Gordon),65,67
281,3,7:01.0,Defensive rebound by J. Harden,,65,67
282,3,6:42.0,Turnover by J. Harden (lost ball; steal by D. Waiters),,65,67
283,3,6:37.0,,J. Johnson makes 2-pt layup from 2 ft (assist by D. Waiters),65,69
284,3,6:27.0,Turnover by E. Gordon (lost ball; steal by H. Whiteside),,65,69
285,3,6:26.0,,Offensive foul by D. Waiters (drawn by J. Harden),65,69
286,3,6:26.0,,Turnover by D. Waiters (offensive foul),65,69
287,3,6:17.0,E. Gordon misses 2-pt layup from 2 ft (block by H. Whiteside),,65,69
288,3,6:16.0,,Defensive rebound by Team,65,69
289,3,6:15.0,Loose ball foul by N. Hilário (drawn by T. Johnson),,65,69
290,3,6:15.0,Houston full timeout,,65,69
291,3,6:15.0,,T. Johnson makes free throw 1 of 2,65,70
292,3,6:15.0,C. Brewer enters the game for P. Beverley,,65,69
293,3,6:15.0,S. Dekker enters the game for E. Gordon,,65,69
294,3,6:15.0,,T. Johnson misses free throw 2 of 2,65,70
295,3,6:14.0,Defensive rebound by J. Harden,,65,70
296,3,6:02.0,J. Harden misses 3-pt jump shot from 24 ft,,65,70
297,3,6:01.0,,Defensive rebound by J. Johnson,65,70
298,3,5:47.0,,Turnover by J. Johnson (bad pass; steal by N. Hilário),65,70
299,3,5:42.0,T. Ariza makes 2-pt layup from 2 ft (assist by J. Harden),,67,70
300,3,5:25.0,,T. Johnson misses 2-pt jump shot from 22 ft,67,70
301,3,5:24.0,Defensive rebound by J. Harden,,67,70
302,3,5:14.0,J. Harden makes 2-pt layup from 1 ft,,69,70
303,3,5:13.0,,Miami full timeout,69,70
304,3,5:13.0,E. Gordon enters the game for C. Brewer,,69,70
305,3,5:13.0,,W. Ellington enters the game for G. Dragić,69,70
306,3,4:47.0,,T. Johnson misses 3-pt jump shot from 24 ft,69,70
307,3,4:46.0,,Offensive rebound by J. Johnson,69,70
308,3,4:43.0,,J. Johnson misses 2-pt jump shot from 6 ft,69,70
309,3,4:41.0,Defensive rebound by N. Hilário,,69,70
310,3,4:31.0,J. Harden makes 2-pt jump shot from 16 ft,,71,70
311,3,4:11.0,,D. Waiters makes 2-pt layup from 2 ft,71,72
312,3,4:00.0,Personal foul by D. Waiters (drawn by N. Hilário),,71,72
313,3,4:00.0,N. Hilário misses free throw 1 of 2,,71,72
314,3,4:00.0,Offensive rebound by Team,,71,72
315,3,4:00.0,N. Hilário makes free throw 2 of 2,,72,72
316,3,3:40.0,,W. Ellington misses 3-pt jump shot from 24 ft,72,72
317,3,3:39.0,,Offensive rebound by D. Waiters,72,72
318,3,3:34.0,,D. Waiters misses 2-pt jump shot from 19 ft,72,72
319,3,3:33.0,Defensive rebound by J. Harden,,72,72
320,3,3:27.0,E. Gordon misses 3-pt jump shot from 24 ft,,72,72
321,3,3:26.0,,Defensive rebound by H. Whiteside,72,72
322,3,3:17.0,,D. Waiters misses 2-pt layup from 1 ft,72,72
323,3,3:16.0,Defensive rebound by S. Dekker,,72,72
324,3,3:10.0,J. Harden makes 3-pt jump shot from 25 ft,,75,72
325,3,2:55.0,,J. Johnson misses 3-pt jump shot from 25 ft,75,72
326,3,2:54.0,Defensive rebound by T. Ariza,,75,72
327,3,2:48.0,J. Harden misses 3-pt jump shot from 26 ft,,75,72
328,3,2:47.0,,Defensive rebound by W. Ellington,75,72
329,3,2:39.0,,T. Johnson misses 2-pt hook shot from 10 ft,75,72
330,3,2:38.0,Defensive rebound by N. Hilário,,75,72
331,3,2:28.0,S. Dekker misses 2-pt jump shot from 15 ft,,75,72
332,3,2:27.0,,Defensive rebound by W. Ellington,75,72
333,3,2:16.0,,D. Waiters makes 2-pt layup from 2 ft (assist by T. Johnson),75,74
334,3,1:54.0,J. Harden misses 2-pt jump shot from 14 ft,,75,74
335,3,1:53.0,Offensive rebound by S. Dekker,,75,74
336,3,1:53.0,Personal foul by J. Johnson (drawn by S. Dekker),,75,74
337,3,1:53.0,S. Dekker makes free throw 1 of 2,,76,74
338,3,1:53.0,S. Dekker misses free throw 2 of 2,,76,74
339,3,1:53.0,,W. Reed enters the game for H. Whiteside,76,74
340,3,1:53.0,,G. Dragić enters the game for D. Waiters,76,74
341,3,1:52.0,,Defensive rebound by J. Johnson,76,74
342,3,1:39.0,,J. Johnson misses 2-pt layup from 2 ft,76,74
343,3,1:38.0,Defensive rebound by N. Hilário,,76,74
344,3,1:22.0,J. Harden misses 2-pt layup from 3 ft,,76,74
345,3,1:21.0,,Defensive rebound by W. Reed,76,74
346,3,1:13.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),76,77
347,3,1:00.0,E. Gordon misses 2-pt jump shot from 18 ft,,76,77
348,3,0:59.0,,Defensive rebound by G. Dragić,76,77
349,3,0:57.0,,Turnover by G. Dragić (bad pass; steal by J. Harden),76,77
350,3,0:45.0,J. Harden makes 2-pt jump shot from 9 ft,,78,77
351,3,0:45.0,Shooting foul by W. Reed (drawn by J. Harden),,78,77
352,3,0:45.0,C. Brewer enters the game for S. Dekker,,78,77
353,3,0:45.0,J. Harden makes free throw 1 of 1,,79,77
354,3,0:20.0,,J. Johnson misses 3-pt jump shot from 25 ft,79,77
355,3,0:19.0,,Offensive rebound by G. Dragić,79,77
356,3,0:01.0,,G. Dragić makes 2-pt layup from 3 ft,79,79
357,3,0:00.0,C. Brewer misses 3-pt jump shot from 49 ft,,79,79
358,3,0:00.0,Offensive rebound by Team,,79,79
359,4,11:43.0,,J. Johnson makes 2-pt jump shot from 4 ft (assist by W. Ellington),79,81
360,4,11:24.0,E. Gordon misses 2-pt jump shot from 5 ft,,79,81
361,4,11:23.0,,Defensive rebound by J. Johnson,79,81
362,4,11:19.0,,W. Ellington misses 3-pt jump shot from 24 ft,79,81
363,4,11:18.0,Defensive rebound by P. Beverley,,79,81
364,4,11:08.0,E. Gordon misses 3-pt jump shot from 25 ft,,79,81
365,4,11:07.0,,Defensive rebound by W. Ellington,79,81
366,4,11:00.0,,Turnover by G. Dragić (bad pass; steal by P. Beverley),79,81
367,4,10:43.0,P. Beverley makes 2-pt jump shot from 10 ft,,81,81
368,4,10:24.0,,Turnover by G. Dragić (lost ball),81,81
369,4,10:24.0,,R. McGruder enters the game for T. Johnson,81,81
370,4,10:13.0,M. Harrell makes 2-pt jump shot from 8 ft,,83,81
371,4,9:57.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by J. Johnson),83,84
372,4,9:44.0,E. Gordon misses 3-pt jump shot from 25 ft,,83,84
373,4,9:43.0,Offensive rebound by S. Dekker,,83,84
374,4,9:37.0,S. Dekker misses 3-pt jump shot from 24 ft,,83,84
375,4,9:36.0,,Defensive rebound by J. Johnson,83,84
376,4,9:21.0,,R. McGruder makes 2-pt jump shot from 6 ft (assist by J. Johnson),83,86
377,4,9:11.0,Turnover by E. Gordon (lost ball),,83,86
378,4,9:11.0,T. Ariza enters the game for S. Dekker,,83,86
379,4,8:53.0,,W. Reed misses 2-pt jump shot from 17 ft,83,86
380,4,8:52.0,Defensive rebound by T. Ariza,,83,86
381,4,8:41.0,P. Beverley misses 2-pt jump shot from 10 ft,,83,86
382,4,8:40.0,,Defensive rebound by W. Reed,83,86
383,4,8:36.0,,R. McGruder makes 2-pt layup from 2 ft (assist by G. Dragić),83,88
384,4,8:36.0,Houston full timeout,,83,88
385,4,8:36.0,J. Harden enters the game for E. Gordon,,83,88
386,4,8:36.0,N. Hilário enters the game for M. Harrell,,83,88
387,4,8:27.0,J. Harden misses 3-pt jump shot from 26 ft,,83,88
388,4,8:26.0,,Defensive rebound by G. Dragić,83,88
