,QUARTER,TIME_REMAINING,INDIANA_ACTION,DENVER_ACTION,INDIANA_SCORE,DENVER_SCORE
385,4,5:01.0,M. Ellis misses 2-pt jump shot from 19 ft,,91,121
386,4,5:00.0,Offensive rebound by K. Séraphin,,91,121
387,4,4:54.0,C. Miles makes 3-pt jump shot from 22 ft (assist by A. Brooks),,94,121
388,4,4:35.0,,J. Nelson makes 3-pt jump shot from 26 ft (assist by N. Jokić),94,124
389,4,4:23.0,Shooting foul by N. Jokić (drawn by M. Ellis),,94,124
390,4,4:23.0,M. Ellis makes free throw 1 of 2,,95,124
391,4,4:23.0,,J. Murray enters the game for G. Harris,95,124
392,4,4:23.0,M. Ellis makes free throw 2 of 2,,96,124
393,4,4:03.0,,J. Murray makes 2-pt layup from 2 ft (assist by J. Nelson),96,126
394,4,3:52.0,A. Brooks makes 2-pt jump shot from 5 ft,,98,126
395,4,3:33.0,,N. Jokić makes 2-pt layup from 2 ft (assist by D. Gallinari),98,128
396,4,3:18.0,Shooting foul by W. Barton (drawn by M. Ellis),,98,128
397,4,3:18.0,M. Ellis makes free throw 1 of 2,,99,128
398,4,3:18.0,,J. Hernangómez enters the game for N. Jokić,99,128
399,4,3:18.0,,M. Beasley enters the game for D. Gallinari,99,128
400,4,3:18.0,L. Allen enters the game for C. Miles,,99,128
401,4,3:18.0,M. Ellis makes free throw 2 of 2,,100,128
402,4,3:04.0,,W. Barton misses 2-pt layup from 2 ft,100,128
403,4,3:04.0,,Offensive rebound by W. Barton,100,128
404,4,2:56.0,,J. Hernangómez makes 2-pt jump shot from 22 ft (assist by W. Barton),100,130
405,4,2:49.0,Personal take foul by J. Nelson (drawn by A. Brooks),,100,130
406,4,2:49.0,Official timeout,,100,130
407,4,2:49.0,J. Young enters the game for M. Ellis,,100,130
408,4,2:49.0,G. Niang enters the game for K. Séraphin,,100,130
409,4,2:49.0,,M. Miller enters the game for J. Nelson,100,130
410,4,2:34.0,G. Robinson makes 2-pt jump shot from 21 ft (assist by J. Young),,102,130
411,4,2:13.0,,J. Hernangómez makes 2-pt layup from 2 ft,102,132
412,4,2:09.0,Turnover by J. Young (bad pass),,102,132
413,4,1:53.0,,Turnover by M. Miller (bad pass; steal by A. Brooks),102,132
414,4,1:49.0,J. Young makes 2-pt jump shot from 16 ft,,104,132
415,4,1:43.0,,M. Beasley makes 2-pt layup from 3 ft,104,134
416,4,1:33.0,A. Brooks makes 3-pt jump shot from 25 ft,,107,134
417,4,1:24.0,,Shooting foul by L. Allen (drawn by J. Murray),107,134
418,4,1:24.0,,J. Murray makes free throw 1 of 2,107,135
419,4,1:24.0,,J. Murray makes free throw 2 of 2,107,136
420,4,1:12.0,Turnover by J. Young (bad pass; steal by J. Murray),,107,136
421,4,1:11.0,,W. Barton makes 2-pt layup from 2 ft (assist by J. Murray),107,138
422,4,1:04.0,G. Niang makes 2-pt layup from 2 ft (assist by L. Allen),,109,138
423,4,0:52.0,,M. Miller misses 3-pt jump shot from 25 ft,109,138
424,4,0:52.0,,Offensive rebound by M. Beasley,109,138
425,4,0:48.0,,M. Beasley makes 2-pt layup from 3 ft,109,140
426,4,0:39.0,G. Robinson misses 2-pt jump shot from 9 ft (block by J. Hernangómez),,109,140
427,4,0:37.0,Offensive rebound by G. Robinson,,109,140
428,4,0:35.0,J. Young makes 3-pt jump shot from 23 ft,,112,140
429,4,0:25.0,,Turnover by J. Murray (bad pass; steal by A. Brooks),112,140
430,4,0:14.0,J. Young misses 3-pt jump shot from 24 ft,,112,140
431,4,0:13.0,,Defensive rebound by M. Miller,112,140
