,QUARTER,TIME_REMAINING,INDIANA_ACTION,HOUSTON_ACTION,INDIANA_SCORE,HOUSTON_SCORE
397,4,8:37.0,G. Robinson makes 2-pt jump shot from 10 ft (assist by R. Stuckey),,98,88
398,4,8:25.0,,P. Beverley misses 3-pt jump shot from 26 ft,98,88
399,4,8:24.0,Defensive rebound by M. Ellis,,98,88
400,4,8:11.0,Turnover by R. Stuckey (lost ball; steal by P. Beverley),,98,88
401,4,8:07.0,Violation by G. Robinson (def goaltending),,98,88
402,4,8:07.0,,L. Williams makes 2-pt layup from 1 ft (assist by P. Beverley),98,90
403,4,8:07.0,Indiana full timeout,,98,90
404,4,8:07.0,,J. Harden enters the game for E. Gordon,98,90
405,4,8:07.0,J. Teague enters the game for G. Robinson,,98,90
406,4,8:07.0,P. George enters the game for R. Stuckey,,98,90
407,4,7:47.0,R. Christmas makes 2-pt jump shot from 8 ft (assist by L. Allen),,100,90
408,4,7:27.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),100,92
409,4,7:08.0,Turnover by R. Christmas (lost ball),,100,92
410,4,6:53.0,,L. Williams misses 3-pt jump shot from 28 ft,100,92
411,4,6:52.0,Defensive rebound by L. Allen,,100,92
412,4,6:26.0,J. Teague misses 3-pt jump shot from 27 ft,,100,92
413,4,6:25.0,Offensive rebound by L. Allen,,100,92
414,4,6:18.0,J. Teague makes 3-pt jump shot from 26 ft (assist by P. George),,103,92
415,4,5:46.0,,P. Beverley misses 3-pt jump shot from 26 ft,103,92
416,4,5:45.0,Defensive rebound by M. Ellis,,103,92
417,4,5:34.0,Personal foul by P. Beverley (drawn by J. Teague),,103,92
418,4,5:34.0,Official timeout,,103,92
419,4,5:34.0,,R. Anderson enters the game for C. Capela,103,92
420,4,5:34.0,,N. Hilário enters the game for P. Beverley,103,92
421,4,5:34.0,M. Turner enters the game for R. Christmas,,103,92
422,4,5:22.0,J. Teague misses 2-pt jump shot from 6 ft,,103,92
423,4,5:20.0,,Defensive rebound by R. Anderson,103,92
424,4,5:14.0,,Shooting foul by P. George (drawn by L. Williams),103,92
425,4,5:14.0,,L. Williams makes free throw 1 of 2,103,93
426,4,5:14.0,R. Stuckey enters the game for P. George,,103,93
427,4,5:14.0,,L. Williams makes free throw 2 of 2,103,94
428,4,4:58.0,R. Stuckey misses 3-pt jump shot from 26 ft,,103,94
429,4,4:57.0,Offensive rebound by L. Allen,,103,94
430,4,4:52.0,M. Turner makes 2-pt dunk at rim (assist by J. Teague),,105,94
431,4,4:39.0,,L. Williams misses 3-pt jump shot from 26 ft,105,94
432,4,4:37.0,,Offensive rebound by N. Hilário,105,94
433,4,4:36.0,,Shooting foul by M. Turner (drawn by N. Hilário),105,94
434,4,4:36.0,,N. Hilário misses free throw 1 of 2,105,94
435,4,4:36.0,,Offensive rebound by Team,105,94
436,4,4:36.0,,N. Hilário misses free throw 2 of 2,105,94
437,4,4:36.0,Defensive rebound by L. Allen,,105,94
438,4,4:23.0,J. Teague makes 3-pt jump shot from 23 ft (assist by M. Ellis),,108,94
439,4,4:01.0,,R. Anderson misses 3-pt jump shot from 27 ft,108,94
440,4,4:00.0,Defensive rebound by J. Teague,,108,94
441,4,3:40.0,J. Teague misses 2-pt jump shot from 4 ft (block by R. Anderson),,108,94
442,4,3:39.0,,Defensive rebound by J. Harden,108,94
443,4,3:35.0,,L. Williams makes 2-pt layup from 1 ft (assist by J. Harden),108,96
444,4,3:24.0,,Offensive charge foul by M. Ellis (drawn by T. Ariza),108,96
445,4,3:24.0,Turnover by M. Ellis (offensive foul),,108,96
446,4,3:24.0,C. Miles enters the game for L. Allen,,108,96
447,4,3:24.0,,P. Beverley enters the game for R. Anderson,108,96
448,4,3:15.0,,Shooting foul by C. Miles (drawn by T. Ariza),108,96
449,4,3:15.0,,T. Ariza makes free throw 1 of 2,108,97
450,4,3:15.0,P. George enters the game for M. Ellis,,108,97
451,4,3:15.0,,T. Ariza makes free throw 2 of 2,108,98
452,4,2:50.0,R. Stuckey misses 3-pt jump shot from 23 ft,,108,98
453,4,2:49.0,,Defensive rebound by P. Beverley,108,98
454,4,2:41.0,,T. Ariza misses 3-pt jump shot from 27 ft,108,98
455,4,2:40.0,,Offensive rebound by N. Hilário,108,98
456,4,2:33.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by T. Ariza),108,101
457,4,2:05.0,Shooting block foul by P. Beverley (drawn by J. Teague),,108,101
458,4,2:05.0,,Houston full timeout,108,101
459,4,2:05.0,J. Teague makes free throw 1 of 2,,109,101
460,4,2:05.0,T. Young enters the game for C. Miles,,108,101
461,4,2:05.0,M. Ellis enters the game for R. Stuckey,,108,101
462,4,2:05.0,J. Teague makes free throw 2 of 2,,110,101
463,4,1:57.0,,Shooting foul by J. Teague (drawn by N. Hilário),110,101
464,4,1:57.0,,N. Hilário makes free throw 1 of 2,110,102
465,4,1:57.0,C. Miles enters the game for T. Young,,110,102
466,4,1:57.0,,N. Hilário makes free throw 2 of 2,110,103
467,4,1:38.0,P. George misses 2-pt jump shot from 18 ft,,110,103
468,4,1:38.0,,Defensive rebound by Team,110,103
469,4,1:33.0,,Shooting foul by M. Turner (drawn by J. Harden),110,103
470,4,1:33.0,,J. Harden makes free throw 1 of 2,110,104
471,4,1:33.0,,J. Harden makes free throw 2 of 2,110,105
472,4,1:12.0,Turnover by M. Ellis (lost ball; steal by J. Harden),,110,105
473,4,1:03.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by J. Harden),110,108
474,4,1:03.0,,Shooting foul by M. Turner (drawn by L. Williams),110,108
475,4,1:03.0,,L. Williams misses free throw 1 of 1,110,108
476,4,1:03.0,,Offensive rebound by T. Ariza,110,108
477,4,1:03.0,T. Young enters the game for C. Miles,,110,108
478,4,1:00.0,,T. Ariza misses 2-pt layup from 1 ft (block by P. George),110,108
479,4,1:00.0,Defensive rebound by M. Turner,,110,108
480,4,0:59.0,Indiana full timeout,,110,108
481,4,0:59.0,C. Miles enters the game for T. Young,,110,108
482,4,0:41.0,C. Miles makes 3-pt jump shot from 23 ft (assist by P. George),,113,108
483,4,0:41.0,,Houston full timeout,113,108
484,4,0:41.0,R. Stuckey enters the game for C. Miles,,113,108
485,4,0:36.0,,J. Harden misses 3-pt jump shot from 26 ft,113,108
486,4,0:35.0,Defensive rebound by P. George,,113,108
487,4,0:34.0,Personal take foul by P. Beverley (drawn by P. George),,113,108
488,4,0:34.0,,E. Gordon enters the game for P. Beverley,113,108
489,4,0:31.0,Personal take foul by L. Williams,,113,108
490,4,0:31.0,J. Teague makes free throw 1 of 2,,114,108
491,4,0:31.0,J. Teague makes free throw 2 of 2,,115,108
492,4,0:31.0,,Houston full timeout,115,108
493,4,0:29.0,,L. Williams misses 3-pt jump shot from 29 ft,115,108
494,4,0:27.0,Defensive rebound by M. Ellis,,115,108
495,4,0:21.0,Personal take foul by L. Williams,,115,108
496,4,0:21.0,J. Teague makes free throw 1 of 2,,116,108
497,4,0:21.0,J. Teague makes free throw 2 of 2,,117,108
498,4,0:13.0,,J. Harden misses 3-pt jump shot from 25 ft,117,108
499,4,0:12.0,Defensive rebound by M. Turner,,117,108
