,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
387,4,6:00.0,,D. Rose misses 3-pt jump shot from 24 ft,96,99
388,4,5:58.0,Defensive rebound by T. Chandler,,96,99
389,4,5:46.0,B. Knight misses 2-pt jump shot from 14 ft,,96,99
390,4,5:45.0,Offensive rebound by B. Knight,,96,99
391,4,5:39.0,B. Knight misses 3-pt jump shot from 24 ft,,96,99
392,4,5:36.0,,Defensive rebound by W. Hernangómez,96,99
393,4,5:30.0,,C. Lee makes 2-pt dunk at rim,96,101
394,4,5:30.0,Phoenix full timeout,,96,101
395,4,5:30.0,T. Warren enters the game for B. Knight,,96,101
396,4,5:13.0,D. Booker misses 2-pt layup from 2 ft,,96,101
397,4,5:11.0,Offensive rebound by T. Chandler,,96,101
398,4,5:11.0,T. Chandler misses 2-pt layup at rim,,96,101
399,4,5:10.0,,Defensive rebound by Team,96,101
400,4,4:53.0,,C. Anthony misses 2-pt jump shot from 12 ft,96,101
401,4,4:51.0,Defensive rebound by E. Bledsoe,,96,101
402,4,4:45.0,T. Warren misses 2-pt jump shot from 7 ft,,96,101
403,4,4:43.0,,Defensive rebound by C. Anthony,96,101
404,4,4:32.0,,W. Hernangómez misses 2-pt layup from 2 ft,96,101
405,4,4:30.0,Defensive rebound by T. Chandler,,96,101
406,4,4:15.0,D. Booker makes 2-pt jump shot from 13 ft,,98,101
407,4,3:59.0,,W. Hernangómez makes 2-pt dunk at rim (assist by D. Rose),98,103
408,4,3:30.0,D. Booker misses 2-pt jump shot from 21 ft,,98,103
409,4,3:28.0,,Defensive rebound by W. Hernangómez,98,103
410,4,3:17.0,,D. Rose misses 2-pt jump shot from 9 ft,98,103
411,4,3:16.0,Defensive rebound by Team,,98,103
412,4,3:16.0,,K. Porziņģis enters the game for W. Hernangómez,98,103
413,4,2:56.0,E. Bledsoe misses 2-pt jump shot from 5 ft,,98,103
414,4,2:54.0,Offensive rebound by P. Tucker,,98,103
415,4,2:54.0,P. Tucker makes 2-pt layup from 1 ft,,100,103
416,4,2:36.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,100,103
417,4,2:34.0,Defensive rebound by T. Warren,,100,103
418,4,2:19.0,D. Booker makes 2-pt jump shot from 7 ft,,102,103
419,4,2:18.0,,New York full timeout,102,103
420,4,2:05.0,,D. Rose makes 2-pt layup from 2 ft,102,105
421,4,1:48.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,102,105
422,4,1:47.0,Offensive rebound by Team,,102,105
423,4,1:47.0,,Loose ball foul by C. Lee (drawn by P. Tucker),102,105
424,4,1:33.0,Shooting foul by C. Lee (drawn by D. Booker),,102,105
425,4,1:33.0,D. Booker makes free throw 1 of 2,,103,105
426,4,1:33.0,D. Booker makes free throw 2 of 2,,104,105
427,4,1:18.0,,D. Rose misses 2-pt jump shot from 13 ft,104,105
428,4,1:16.0,Defensive rebound by E. Bledsoe,,104,105
429,4,1:11.0,P. Tucker misses 2-pt hook shot from 4 ft,,104,105
430,4,1:09.0,,Defensive rebound by C. Lee,104,105
431,4,0:47.0,,R. Baker misses 2-pt layup from 2 ft,104,105
432,4,0:45.0,Defensive rebound by T. Chandler,,104,105
433,4,0:32.0,D. Booker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,107,105
434,4,0:32.0,,New York full timeout,107,105
435,4,0:29.0,,D. Rose misses 2-pt layup from 1 ft (block by E. Bledsoe),107,105
436,4,0:27.0,Defensive rebound by T. Chandler,,107,105
437,4,0:07.0,D. Booker misses 2-pt jump shot from 11 ft,,107,105
438,4,0:06.0,,Defensive rebound by Team,107,105
439,4,0:06.0,,New York full timeout,107,105
440,4,0:01.0,,C. Anthony misses 3-pt jump shot from 25 ft,107,105
441,4,0:00.0,,Offensive rebound by Team,107,105
