,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHARLOTTE_ACTION,ATLANTA_SCORE,CHARLOTTE_SCORE
142,2,7:12.0,,Defensive rebound by Team,24,36
143,2,7:12.0,,Personal foul by D. Howard (drawn by F. Kaminsky),24,36
144,2,7:12.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,24,36
145,2,7:12.0,,N. Batum enters the game for J. Lamb,24,36
146,2,7:11.0,E. İlyasova enters the game for T. Prince,,24,36
147,2,6:54.0,,M. Williams misses 2-pt jump shot from 10 ft,24,36
148,2,6:53.0,Defensive rebound by E. İlyasova,,24,36
149,2,6:44.0,D. Howard makes 2-pt dunk at rim (assist by T. Hardaway),,26,36
150,2,6:20.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,26,36
151,2,6:19.0,Defensive rebound by D. Howard,,26,36
152,2,6:12.0,M. Delaney misses 2-pt jump shot from 18 ft,,26,36
153,2,6:09.0,Offensive rebound by D. Howard,,26,36
154,2,6:09.0,D. Howard misses 2-pt layup from 1 ft,,26,36
155,2,6:07.0,Offensive rebound by T. Sefolosha,,26,36
156,2,6:04.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),,29,36
157,2,5:38.0,,F. Kaminsky misses 2-pt jump shot from 7 ft,29,36
158,2,5:37.0,Defensive rebound by D. Howard,,29,36
159,2,5:29.0,E. İlyasova misses 3-pt jump shot from 24 ft,,29,36
160,2,5:27.0,Offensive rebound by D. Howard,,29,36
161,2,5:24.0,T. Hardaway misses 3-pt jump shot from 24 ft,,29,36
162,2,5:21.0,,Defensive rebound by N. Batum,29,36
163,2,5:14.0,,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by M. Williams),29,38
164,2,4:53.0,T. Hardaway makes 2-pt jump shot from 19 ft (assist by D. Howard),,31,38
165,2,4:37.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),31,41
166,2,4:37.0,Atlanta full timeout,,31,41
167,2,4:37.0,D. Schröder enters the game for M. Delaney,,31,41
168,2,4:19.0,Turnover by D. Howard (lost ball; steal by M. Kidd-Gilchrist),,31,41
169,2,4:19.0,,Charlotte full timeout,31,41
170,2,4:19.0,T. Prince enters the game for T. Hardaway,,31,41
171,2,4:04.0,,N. Batum makes 2-pt jump shot from 19 ft,31,43
172,2,3:48.0,Turnover by E. İlyasova (bad pass; steal by M. Kidd-Gilchrist),,31,43
173,2,3:40.0,,M. Williams misses 3-pt jump shot from 24 ft,31,43
174,2,3:40.0,Defensive rebound by Team,,31,43
175,2,3:28.0,D. Schröder misses 2-pt layup from 2 ft,,31,43
176,2,3:27.0,Offensive rebound by D. Schröder,,31,43
177,2,3:23.0,E. İlyasova misses 3-pt jump shot from 24 ft,,31,43
178,2,3:22.0,Offensive rebound by D. Schröder,,31,43
179,2,3:16.0,D. Schröder misses 2-pt layup from 2 ft,,31,43
180,2,3:16.0,Offensive rebound by Team,,31,43
181,2,2:59.0,D. Schröder misses 3-pt jump shot from 25 ft,,31,43
182,2,2:59.0,Offensive rebound by Team,,31,43
183,2,2:59.0,,Loose ball foul by F. Kaminsky (drawn by D. Howard),31,43
184,2,2:45.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,34,43
185,2,2:23.0,,Turnover by N. Batum (bad pass),34,43
186,2,2:13.0,D. Schröder misses 2-pt jump shot from 15 ft,,34,43
187,2,2:12.0,,Defensive rebound by M. Williams,34,43
188,2,2:00.0,,N. Batum makes 2-pt jump shot from 9 ft,34,45
189,2,2:00.0,,Shooting foul by D. Schröder (drawn by N. Batum),34,45
190,2,2:00.0,Violation by T. Hardaway (lane),,34,45
191,2,2:00.0,T. Hardaway enters the game for D. Howard,,34,45
192,2,2:00.0,,N. Batum makes free throw 1 of 1,34,46
193,2,1:44.0,E. İlyasova makes 2-pt jump shot from 18 ft (assist by D. Schröder),,36,46
194,2,1:35.0,,Shooting foul by T. Prince (drawn by N. Batum),36,46
195,2,1:35.0,,N. Batum makes free throw 1 of 3,36,47
196,2,1:35.0,,N. Batum misses free throw 2 of 3,36,47
197,2,1:35.0,,Offensive rebound by Team,36,47
198,2,1:35.0,,N. Batum makes free throw 3 of 3,36,48
199,2,1:19.0,D. Schröder makes 3-pt jump shot from 25 ft,,39,48
200,2,0:57.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),39,51
201,2,0:42.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by D. Schröder),,42,51
202,2,0:33.0,,K. Walker misses 3-pt jump shot from 31 ft,42,51
203,2,0:30.0,,Offensive rebound by M. Kidd-Gilchrist,42,51
204,2,0:30.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by T. Sefolosha),42,51
205,2,0:30.0,Defensive rebound by Team,,42,51
206,2,0:24.0,D. Schröder misses 2-pt layup from 1 ft,,42,51
207,2,0:22.0,,Defensive rebound by F. Kaminsky,42,51
208,2,0:00.0,,K. Walker misses 2-pt jump shot from 7 ft,42,51
209,2,0:00.0,,Offensive rebound by Team,42,51
210,3,11:47.0,,M. Williams misses 3-pt jump shot from 24 ft,42,51
211,3,11:45.0,Defensive rebound by D. Howard,,42,51
212,3,11:24.0,D. Schröder makes 2-pt jump shot from 17 ft,,44,51
213,3,10:57.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by N. Batum),44,53
214,3,10:43.0,D. Howard makes 2-pt dunk at rim (assist by T. Sefolosha),,46,53
215,3,10:21.0,,N. Batum makes 2-pt jump shot from 13 ft (assist by M. Kidd-Gilchrist),46,55
216,3,9:59.0,T. Hardaway makes 2-pt layup from 2 ft (assist by D. Schröder),,48,55
217,3,9:49.0,,K. Walker makes 2-pt jump shot from 20 ft,48,57
218,3,9:37.0,D. Schröder makes 2-pt layup from 2 ft,,50,57
219,3,9:26.0,,Shooting foul by T. Sefolosha (drawn by N. Batum),50,57
220,3,9:26.0,,N. Batum misses free throw 1 of 3,50,57
221,3,9:26.0,,Offensive rebound by Team,50,57
222,3,9:26.0,,N. Batum makes free throw 2 of 3,50,58
223,3,9:26.0,,N. Batum makes free throw 3 of 3,50,59
224,3,9:15.0,Turnover by Team (back court),,50,59
225,3,9:08.0,,K. Walker misses 3-pt jump shot from 26 ft (block by D. Schröder),50,59
226,3,9:06.0,Defensive rebound by T. Sefolosha,,50,59
227,3,8:59.0,T. Hardaway misses 2-pt layup from 2 ft,,50,59
228,3,8:58.0,,Defensive rebound by C. Zeller,50,59
229,3,8:48.0,,C. Zeller makes 2-pt dunk at rim (assist by M. Kidd-Gilchrist),50,61
230,3,8:38.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,53,61
231,3,8:06.0,,K. Walker misses 2-pt jump shot from 5 ft,53,61
232,3,8:05.0,Defensive rebound by T. Sefolosha,,53,61
233,3,8:00.0,D. Schröder makes 2-pt layup from 1 ft,,55,61
234,3,7:59.0,,Charlotte full timeout,55,61
235,3,7:41.0,,C. Zeller misses 2-pt jump shot from 8 ft,55,61
236,3,7:39.0,Defensive rebound by D. Howard,,55,61
237,3,7:29.0,T. Hardaway misses 3-pt jump shot from 26 ft,,55,61
238,3,7:28.0,,Defensive rebound by C. Zeller,55,61
239,3,7:12.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by K. Walker),55,63
240,3,6:56.0,Turnover by D. Schröder (lost ball; steal by M. Williams),,55,63
241,3,6:47.0,,K. Walker misses 2-pt jump shot from 11 ft,55,63
242,3,6:45.0,Defensive rebound by E. İlyasova,,55,63
243,3,6:36.0,Turnover by T. Hardaway (bad pass; steal by M. Kidd-Gilchrist),,55,63
244,3,6:30.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,55,65
245,3,6:14.0,Offensive foul by D. Howard (drawn by C. Zeller),,55,65
246,3,6:14.0,Turnover by D. Howard (offensive foul),,55,65
247,3,6:14.0,T. Prince enters the game for T. Hardaway,,55,65
248,3,6:14.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,55,65
249,3,6:14.0,,M. Belinelli enters the game for M. Williams,55,65
250,3,6:04.0,,K. Walker misses 3-pt jump shot from 24 ft,55,65
251,3,6:03.0,Defensive rebound by D. Howard,,55,65
252,3,5:43.0,D. Howard makes 2-pt layup from 2 ft,,57,65
253,3,5:18.0,,F. Kaminsky makes 3-pt jump shot from 29 ft (assist by K. Walker),57,68
254,3,5:05.0,Personal foul by C. Zeller (drawn by D. Howard),,57,68
255,3,5:05.0,,M. Williams enters the game for C. Zeller,57,68
256,3,4:58.0,T. Prince misses 3-pt jump shot from 25 ft,,57,68
257,3,4:57.0,,Defensive rebound by M. Williams,57,68
258,3,4:47.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),57,71
259,3,4:38.0,Atlanta full timeout,,57,71
260,3,4:38.0,T. Hardaway enters the game for E. İlyasova,,57,71
261,3,4:21.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,57,71
262,3,4:20.0,,Defensive rebound by Team,57,71
263,3,4:08.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),57,73
264,3,4:08.0,,Shooting foul by T. Sefolosha (drawn by F. Kaminsky),57,73
265,3,4:08.0,E. İlyasova enters the game for D. Howard,,57,73
266,3,4:08.0,,B. Weber enters the game for K. Walker,57,73
267,3,4:08.0,,F. Kaminsky makes free throw 1 of 1,57,74
268,3,3:45.0,D. Schröder misses 3-pt jump shot from 26 ft,,57,74
269,3,3:44.0,Offensive rebound by E. İlyasova,,57,74
270,3,3:44.0,Personal foul by M. Williams (drawn by E. İlyasova),,57,74
271,3,3:39.0,Personal foul by M. Belinelli (drawn by T. Hardaway),,57,74
272,3,3:28.0,T. Sefolosha makes 2-pt layup from 2 ft,,59,74
273,3,3:09.0,,B. Weber makes 2-pt layup from 1 ft (assist by M. Williams),59,76
274,3,3:09.0,,Shooting foul by E. İlyasova (drawn by B. Weber),59,76
275,3,3:09.0,,B. Weber misses free throw 1 of 1,59,76
276,3,3:07.0,Defensive rebound by T. Sefolosha,,59,76
277,3,2:51.0,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by D. Schröder),,62,76
278,3,2:35.0,,B. Weber makes 2-pt layup at rim (assist by N. Batum),62,78
279,3,2:16.0,E. İlyasova misses 3-pt jump shot from 25 ft,,62,78
280,3,2:14.0,,Defensive rebound by B. Weber,62,78
281,3,2:02.0,,J. Lamb enters the game for N. Batum,62,78
282,3,1:57.0,,J. Lamb makes 3-pt jump shot from 22 ft (assist by B. Weber),62,81
283,3,1:47.0,D. Schröder makes 2-pt layup from 3 ft,,64,81
284,3,1:47.0,Shooting foul by M. Williams (drawn by D. Schröder),,64,81
285,3,1:47.0,D. Schröder makes free throw 1 of 1,,65,81
286,3,1:28.0,,B. Weber makes 2-pt layup from 2 ft (assist by M. Belinelli),65,83
287,3,1:12.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by T. Prince),,68,83
288,3,0:48.0,,M. Williams misses 3-pt jump shot from 24 ft,68,83
289,3,0:47.0,Defensive rebound by T. Sefolosha,,68,83
290,3,0:28.0,E. İlyasova misses 3-pt jump shot from 23 ft,,68,83
291,3,0:27.0,,Defensive rebound by M. Williams,68,83
292,3,0:06.0,,M. Belinelli misses 2-pt layup from 1 ft,68,83
293,3,0:05.0,Defensive rebound by T. Sefolosha,,68,83
294,3,0:01.0,Turnover by T. Prince (bad pass; steal by B. Weber),,68,83
295,4,11:47.0,D. Howard misses 2-pt dunk at rim,,68,83
296,4,11:46.0,,Defensive rebound by M. Belinelli,68,83
297,4,11:38.0,,M. Belinelli misses 3-pt jump shot from 25 ft,68,83
298,4,11:37.0,,Offensive rebound by M. Belinelli,68,83
299,4,11:37.0,,Personal foul by D. Howard (drawn by M. Belinelli),68,83
300,4,11:30.0,,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by J. Lamb),68,86
301,4,11:12.0,D. Howard misses 2-pt hook shot from 5 ft,,68,86
302,4,11:11.0,,Defensive rebound by J. Lamb,68,86
303,4,10:58.0,,J. Lamb makes 2-pt layup from 1 ft (assist by F. Kaminsky),68,88
304,4,10:38.0,D. Schröder misses 3-pt jump shot from 23 ft,,68,88
305,4,10:37.0,,Defensive rebound by M. Williams,68,88
306,4,10:28.0,,M. Williams makes 2-pt dunk at rim (assist by J. Lamb),68,90
307,4,10:03.0,Personal foul by M. Williams (drawn by D. Howard),,68,90
308,4,10:03.0,D. Bembry enters the game for D. Schröder,,68,90
309,4,9:57.0,Turnover by M. Delaney (lost ball; steal by J. Lamb),,68,90
310,4,9:54.0,,Shooting foul by T. Sefolosha (drawn by M. Belinelli),68,90
311,4,9:54.0,,M. Belinelli misses free throw 1 of 2,68,90
312,4,9:54.0,,Offensive rebound by Team,68,90
313,4,9:54.0,R. Kelly enters the game for T. Sefolosha,,68,90
314,4,9:54.0,,M. Belinelli makes free throw 2 of 2,68,91
315,4,9:41.0,T. Hardaway makes 2-pt jump shot from 9 ft,,70,91
316,4,9:27.0,,Offensive foul by F. Kaminsky (drawn by T. Hardaway),70,91
317,4,9:27.0,,Turnover by F. Kaminsky (offensive foul),70,91
318,4,9:11.0,T. Hardaway misses 3-pt jump shot from 25 ft,,70,91
319,4,9:10.0,,Defensive rebound by Team,70,91
320,4,8:54.0,,Turnover by B. Weber (bad pass; steal by M. Delaney),70,91
321,4,8:54.0,Turnover by M. Delaney (bad pass),,70,91
322,4,8:54.0,Official timeout,,70,91
323,4,8:39.0,,J. Lamb makes 2-pt layup from 1 ft,70,93
324,4,8:24.0,T. Hardaway makes 2-pt layup from 1 ft (assist by D. Howard),,72,93
325,4,8:21.0,Violation by Team (jump ball),,72,93
326,4,8:07.0,,F. Kaminsky makes 2-pt jump shot from 6 ft,72,95
327,4,7:48.0,Turnover by M. Delaney (traveling),,72,95
328,4,7:34.0,,J. Lamb misses 2-pt jump shot from 7 ft (block by D. Bembry),72,95
329,4,7:32.0,Defensive rebound by M. Delaney,,72,95
330,4,7:27.0,D. Bembry makes 2-pt jump shot from 18 ft (assist by M. Delaney),,74,95
331,4,7:12.0,,Turnover by M. Belinelli (bad pass; steal by D. Howard),74,95
332,4,7:12.0,,Technical foul by M. Belinelli,74,95
333,4,7:12.0,M. Delaney misses technical free throw,,74,95
334,4,7:12.0,Offensive rebound by Team,,74,95
335,4,7:12.0,T. Prince enters the game for T. Hardaway,,74,95
336,4,7:12.0,,C. Zeller enters the game for M. Williams,74,95
337,4,7:12.0,,K. Walker enters the game for B. Weber,74,95
338,4,7:03.0,D. Bembry misses 3-pt jump shot from 25 ft,,74,95
339,4,7:02.0,,Defensive rebound by M. Belinelli,74,95
340,4,6:53.0,,M. Belinelli misses 3-pt jump shot from 25 ft,74,95
341,4,6:51.0,Defensive rebound by D. Howard,,74,95
342,4,6:42.0,Turnover by R. Kelly (bad pass; steal by M. Belinelli),,74,95
343,4,6:40.0,,Shooting foul by T. Prince (drawn by M. Belinelli),74,95
344,4,6:40.0,,M. Belinelli makes free throw 1 of 2,74,96
345,4,6:40.0,,M. Belinelli makes free throw 2 of 2,74,97
346,4,6:27.0,M. Delaney misses 3-pt jump shot from 23 ft,,74,97
347,4,6:26.0,,Defensive rebound by K. Walker,74,97
348,4,6:16.0,,K. Walker misses 2-pt jump shot from 12 ft,74,97
349,4,6:15.0,Defensive rebound by R. Kelly,,74,97
350,4,6:06.0,R. Kelly misses 2-pt jump shot from 18 ft,,74,97
351,4,6:04.0,,Defensive rebound by K. Walker,74,97
352,4,5:45.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,74,97
353,4,5:43.0,,Offensive rebound by C. Zeller,74,97
354,4,5:37.0,,Turnover by J. Lamb (bad pass),74,97
355,4,5:37.0,,Charlotte full timeout,74,97
356,4,5:37.0,K. Humphries enters the game for D. Howard,,74,97
357,4,5:37.0,J. Calderón enters the game for R. Kelly,,74,97
358,4,5:37.0,M. Muscala enters the game for M. Delaney,,74,97
359,4,5:37.0,,N. Batum enters the game for M. Belinelli,74,97
360,4,5:23.0,T. Prince makes 2-pt layup from 1 ft (assist by K. Humphries),,76,97
361,4,5:05.0,,K. Walker misses 2-pt layup from 2 ft (block by M. Muscala),76,97
362,4,5:02.0,Defensive rebound by K. Humphries,,76,97
363,4,4:49.0,M. Muscala misses 3-pt jump shot from 25 ft,,76,97
364,4,4:47.0,Offensive rebound by D. Bembry,,76,97
365,4,4:44.0,T. Prince makes 3-pt jump shot from 24 ft (assist by D. Bembry),,79,97
366,4,4:20.0,,F. Kaminsky misses 2-pt jump shot from 6 ft,79,97
367,4,4:19.0,Defensive rebound by K. Humphries,,79,97
368,4,4:06.0,K. Humphries makes 2-pt jump shot from 11 ft (assist by M. Muscala),,81,97
369,4,3:51.0,,K. Walker makes 3-pt jump shot from 25 ft,81,100
370,4,3:37.0,D. Bembry misses 3-pt jump shot from 23 ft (block by J. Lamb),,81,100
371,4,3:37.0,Offensive rebound by Team,,81,100
372,4,3:32.0,J. Calderón makes 2-pt jump shot from 20 ft (assist by M. Muscala),,83,100
373,4,3:09.0,,J. Lamb misses 3-pt jump shot from 24 ft,83,100
374,4,3:07.0,Defensive rebound by K. Humphries,,83,100
375,4,3:00.0,Shooting foul by C. Zeller (drawn by T. Prince),,83,100
376,4,3:00.0,T. Prince misses free throw 1 of 2,,83,100
