,QUARTER,TIME_REMAINING,MIAMI_ACTION,PORTLAND_ACTION,MIAMI_SCORE,PORTLAND_SCORE
385,4,4:05.0,,D. Lillard makes 3-pt jump shot from 27 ft,86,85
386,4,3:39.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by G. Dragić),,89,85
387,4,3:20.0,,D. Lillard misses 2-pt jump shot from 23 ft,89,85
388,4,3:20.0,Defensive rebound by G. Dragić,,89,85
389,4,3:03.0,G. Dragić misses 2-pt jump shot from 16 ft,,89,85
390,4,3:03.0,Offensive rebound by H. Whiteside,,89,85
391,4,3:03.0,H. Whiteside makes 2-pt layup from 1 ft,,91,85
392,4,3:03.0,,Portland full timeout,91,85
393,4,3:03.0,,C. McCollum enters the game for E. Turner,91,85
394,4,2:57.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),91,88
395,4,2:29.0,G. Dragić misses 2-pt layup from 2 ft,,91,88
396,4,2:28.0,,Defensive rebound by M. Plumlee,91,88
397,4,2:26.0,,Shooting block foul by T. Johnson (drawn by M. Harkless),91,88
398,4,2:26.0,,M. Harkless makes free throw 1 of 2,91,89
399,4,2:26.0,,M. Harkless makes free throw 2 of 2,91,90
400,4,2:08.0,T. Johnson misses 3-pt jump shot from 25 ft,,91,90
401,4,2:07.0,Offensive rebound by R. McGruder,,91,90
402,4,2:03.0,Shooting foul by M. Plumlee (drawn by W. Ellington),,91,90
403,4,2:03.0,W. Ellington makes free throw 1 of 2,,92,90
404,4,2:03.0,W. Ellington misses free throw 2 of 2,,92,90
405,4,2:01.0,,Defensive rebound by A. Crabbe,92,90
406,4,1:44.0,,C. McCollum makes 2-pt layup from 2 ft,92,92
407,4,1:30.0,H. Whiteside misses 2-pt layup from 2 ft,,92,92
408,4,1:29.0,Offensive rebound by H. Whiteside,,92,92
409,4,1:29.0,H. Whiteside misses 2-pt layup at rim,,92,92
410,4,1:28.0,,Defensive rebound by M. Harkless,92,92
411,4,1:22.0,,M. Harkless makes 2-pt jump shot from 3 ft (assist by D. Lillard),92,94
412,4,1:22.0,Miami full timeout,,92,94
413,4,1:07.0,G. Dragić misses 2-pt jump shot from 8 ft,,92,94
414,4,1:06.0,,Defensive rebound by D. Lillard,92,94
415,4,0:55.0,,C. McCollum makes 2-pt jump shot from 16 ft,92,96
416,4,0:46.0,G. Dragić misses 2-pt jump shot from 6 ft,,92,96
417,4,0:44.0,,Defensive rebound by M. Harkless,92,96
418,4,0:22.0,,A. Crabbe misses 3-pt jump shot from 25 ft,92,96
419,4,0:21.0,,Offensive rebound by M. Harkless,92,96
420,4,0:18.0,,Personal take foul by W. Ellington (drawn by D. Lillard),92,96
421,4,0:17.0,,Personal take foul by H. Whiteside (drawn by M. Plumlee),92,96
422,4,0:17.0,,M. Plumlee makes free throw 1 of 2,92,97
423,4,0:17.0,,M. Plumlee misses free throw 2 of 2,92,97
424,4,0:17.0,Defensive rebound by H. Whiteside,,92,97
425,4,0:17.0,Miami full timeout,,92,97
426,4,0:17.0,J. McRoberts enters the game for W. Ellington,,92,97
427,4,0:17.0,W. Ellington enters the game for H. Whiteside,,92,97
428,4,0:15.0,W. Ellington misses 3-pt jump shot from 26 ft,,92,97
429,4,0:12.0,Offensive rebound by Team,,92,97
430,4,0:08.0,J. McRoberts misses 3-pt jump shot from 22 ft,,92,97
431,4,0:06.0,,Defensive rebound by A. Crabbe,92,97
432,4,0:06.0,,Personal take foul by T. Johnson (drawn by A. Crabbe),92,97
433,4,0:06.0,,A. Crabbe makes free throw 1 of 2,92,98
434,4,0:06.0,H. Whiteside enters the game for W. Ellington,,92,98
435,4,0:06.0,W. Ellington enters the game for H. Whiteside,,92,99
436,4,0:06.0,,A. Crabbe makes free throw 2 of 2,92,99
437,4,0:06.0,Miami full timeout,,92,99
438,4,0:00.0,R. McGruder misses 3-pt jump shot from 23 ft,,92,99
439,4,0:00.0,,Defensive rebound by D. Lillard,92,99
