,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
395,4,0:41.0,S. Hill makes 2-pt dunk from 1 ft (assist by T. Evans),,95,96
396,4,0:41.0,,Indiana full timeout,95,96
397,4,0:41.0,D. Cunningham enters the game for T. Evans,,95,96
398,4,0:27.0,,Shooting foul by D. Cunningham (drawn by M. Turner),95,96
399,4,0:27.0,,M. Turner misses free throw 1 of 2,95,96
400,4,0:27.0,,Offensive rebound by Team,95,96
401,4,0:27.0,,M. Turner makes free throw 2 of 2,95,97
402,4,0:27.0,New Orleans full timeout,,95,97
403,4,0:27.0,L. Galloway enters the game for D. Cunningham,,95,97
404,4,0:20.0,J. Holiday misses 2-pt jump shot from 22 ft,,95,97
405,4,0:18.0,,Defensive rebound by G. Robinson,95,97
406,4,0:17.0,,Personal foul by T. Jones,95,97
407,4,0:17.0,,G. Robinson misses free throw 1 of 2,95,97
408,4,0:17.0,,Offensive rebound by Team,95,97
409,4,0:17.0,,G. Robinson misses free throw 2 of 2,95,97
410,4,0:17.0,Defensive rebound by S. Hill,,95,97
411,4,0:17.0,New Orleans full timeout,,95,97
412,4,0:17.0,T. Evans enters the game for S. Hill,,95,97
413,4,0:05.0,E. Moore misses 2-pt jump shot from 6 ft,,95,97
414,4,0:04.0,,Defensive rebound by M. Turner,95,97
415,4,0:03.0,,Personal take foul by L. Galloway,95,97
416,4,0:03.0,,M. Turner misses free throw 1 of 2,95,97
417,4,0:03.0,,Offensive rebound by Team,95,97
418,4,0:03.0,,M. Turner makes free throw 2 of 2,95,98
419,4,0:02.0,Personal foul by P. George,,95,98
420,4,0:00.0,T. Evans misses 3-pt jump shot from 24 ft,,95,98
421,4,0:00.0,Offensive rebound by Team,,95,98
