,QUARTER,TIME_REMAINING,PHOENIX_ACTION,HOUSTON_ACTION,PHOENIX_SCORE,HOUSTON_SCORE
39,1,7:29.0,Offensive rebound by T. Chandler,,10,15
40,1,7:25.0,T. Chandler misses 2-pt hook shot from 6 ft,,10,15
41,1,7:25.0,Offensive rebound by Team,,10,15
42,1,7:16.0,D. Booker misses 2-pt jump shot from 13 ft,,10,15
43,1,7:15.0,,Defensive rebound by T. Ariza,10,15
44,1,7:04.0,,M. Harrell makes 2-pt hook shot from 7 ft (assist by T. Ariza),10,17
45,1,6:48.0,T. Chandler makes 2-pt layup from 2 ft (assist by D. Booker),,12,17
46,1,6:35.0,,J. Harden makes 2-pt jump shot from 13 ft,12,19
47,1,6:27.0,Turnover by E. Bledsoe (bad pass),,12,19
48,1,6:19.0,,J. Harden makes 2-pt dunk at rim,12,21
49,1,6:05.0,Turnover by M. Chriss (traveling),,12,21
50,1,6:05.0,,E. Gordon enters the game for P. Beverley,12,21
51,1,6:05.0,T. Warren enters the game for M. Chriss,,12,21
52,1,5:52.0,,Offensive foul by J. Harden (drawn by P. Tucker),12,21
53,1,5:52.0,,Turnover by J. Harden (offensive foul),12,21
54,1,5:34.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,12,21
55,1,5:32.0,Offensive rebound by P. Tucker,,12,21
56,1,5:29.0,P. Tucker misses 2-pt layup from 2 ft,,12,21
57,1,5:28.0,Offensive rebound by T. Chandler,,12,21
58,1,5:28.0,T. Chandler makes 2-pt layup from 2 ft,,14,21
59,1,5:21.0,,Shooting foul by T. Warren (drawn by J. Harden),14,21
60,1,5:21.0,,J. Harden makes free throw 1 of 3,14,22
61,1,5:21.0,,J. Harden misses free throw 2 of 3,14,22
62,1,5:21.0,,Offensive rebound by Team,14,22
63,1,5:21.0,,N. Hilário enters the game for M. Harrell,14,22
64,1,5:21.0,B. Knight enters the game for D. Booker,,14,22
65,1,5:21.0,,J. Harden makes free throw 3 of 3,14,23
66,1,5:08.0,Turnover by E. Bledsoe (lost ball; steal by T. Ariza),,14,23
67,1,5:05.0,,T. Ariza makes 2-pt layup from 2 ft (assist by E. Gordon),14,25
68,1,5:05.0,,Shooting foul by P. Tucker (drawn by T. Ariza),14,25
69,1,5:05.0,,T. Ariza makes free throw 1 of 1,14,26
70,1,4:48.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,14,26
71,1,4:46.0,,Defensive rebound by Team,14,26
72,1,4:46.0,A. Len enters the game for T. Chandler,,14,26
73,1,4:39.0,,J. Harden misses 3-pt jump shot from 25 ft,14,26
74,1,4:38.0,Defensive rebound by B. Knight,,14,26
75,1,4:32.0,B. Knight makes 2-pt jump shot from 11 ft,,16,26
76,1,4:21.0,,E. Gordon misses 3-pt jump shot from 26 ft,16,26
77,1,4:21.0,Defensive rebound by B. Knight,,16,26
78,1,4:09.0,E. Bledsoe misses 2-pt layup from 1 ft (block by N. Hilário),,16,26
79,1,4:08.0,,Defensive rebound by T. Ariza,16,26
80,1,4:01.0,,R. Anderson makes 3-pt jump shot from 27 ft (assist by J. Harden),16,29
81,1,3:45.0,Shooting block foul by N. Hilário (drawn by E. Bledsoe),,16,29
82,1,3:45.0,E. Bledsoe makes free throw 1 of 2,,17,29
83,1,3:45.0,E. Bledsoe misses free throw 2 of 2,,17,29
84,1,3:45.0,,Defensive rebound by T. Ariza,17,29
85,1,3:45.0,,S. Dekker enters the game for R. Anderson,17,29
86,1,3:35.0,,T. Ariza misses 3-pt jump shot from 24 ft,17,29
87,1,3:34.0,Defensive rebound by T. Warren,,17,29
88,1,3:31.0,Turnover by T. Warren (bad pass; steal by T. Ariza),,17,29
89,1,3:28.0,,T. Ariza makes 2-pt dunk at rim,17,31
90,1,3:14.0,T. Warren misses 2-pt jump shot from 20 ft,,17,31
91,1,3:13.0,Offensive rebound by P. Tucker,,17,31
92,1,3:08.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,17,31
93,1,3:07.0,,Defensive rebound by T. Ariza,17,31
94,1,2:55.0,,N. Hilário makes 2-pt dunk at rim (assist by E. Gordon),17,33
95,1,2:55.0,,Shooting foul by A. Len (drawn by N. Hilário),17,33
96,1,2:55.0,,Houston full timeout,17,33
97,1,2:55.0,,N. Hilário misses free throw 1 of 1,17,33
98,1,2:55.0,Defensive rebound by D. Bender,,17,33
99,1,2:55.0,D. Booker enters the game for P. Tucker,,17,33
100,1,2:55.0,D. Bender enters the game for E. Bledsoe,,17,33
101,1,2:31.0,Turnover by Team (shot clock),,17,33
102,1,2:19.0,,N. Hilário makes 2-pt layup from 2 ft (assist by J. Harden),17,35
103,1,2:19.0,,Shooting foul by B. Knight (drawn by N. Hilário),17,35
104,1,2:19.0,,C. Brewer enters the game for T. Ariza,17,35
105,1,2:19.0,,N. Hilário makes free throw 1 of 1,17,36
106,1,1:56.0,D. Booker misses 3-pt jump shot from 26 ft,,17,36
107,1,1:55.0,,Defensive rebound by E. Gordon,17,36
108,1,1:41.0,,S. Dekker misses 2-pt layup from 2 ft,17,36
109,1,1:40.0,Defensive rebound by D. Bender,,17,36
110,1,1:31.0,D. Booker misses 2-pt jump shot from 14 ft (block by S. Dekker),,17,36
111,1,1:31.0,,Defensive rebound by Team,17,36
112,1,1:15.0,,J. Harden misses 2-pt jump shot from 9 ft,17,36
113,1,1:14.0,Defensive rebound by D. Bender,,17,36
114,1,1:08.0,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Booker),,20,36
115,1,0:49.0,,E. Gordon misses 2-pt layup from 2 ft (block by D. Bender),20,36
116,1,0:46.0,Defensive rebound by A. Len,,20,36
117,1,0:37.0,B. Knight misses 3-pt jump shot from 26 ft,,20,36
118,1,0:36.0,,Defensive rebound by N. Hilário,20,36
119,1,0:26.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Brewer),20,39
120,1,0:02.0,D. Booker makes 3-pt jump shot from 26 ft,,23,39
121,1,0:00.0,,J. Harden misses 3-pt jump shot from 49 ft,23,39
122,1,0:00.0,,Offensive rebound by Team,23,39
123,2,11:43.0,,E. Gordon misses 3-pt jump shot from 26 ft,23,39
124,2,11:43.0,Defensive rebound by T. Warren,,23,39
125,2,11:25.0,Turnover by T. Warren (lost ball; steal by C. Brewer),,23,39
126,2,11:06.0,,P. Beverley misses 2-pt layup from 2 ft (block by A. Len),23,39
127,2,11:02.0,Defensive rebound by D. Bender,,23,39
128,2,11:02.0,Turnover by D. Bender (lost ball; steal by P. Beverley),,23,39
129,2,10:55.0,,S. Dekker makes 3-pt jump shot from 23 ft (assist by E. Gordon),23,42
130,2,10:33.0,B. Knight misses 2-pt jump shot from 14 ft,,23,42
131,2,10:31.0,,Defensive rebound by P. Beverley,23,42
132,2,10:25.0,,E. Gordon misses 3-pt jump shot from 26 ft,23,42
133,2,10:24.0,Defensive rebound by A. Len,,23,42
134,2,10:17.0,T. Warren misses 2-pt jump shot from 6 ft,,23,42
135,2,10:16.0,Offensive rebound by D. Bender,,23,42
136,2,10:16.0,D. Bender misses 2-pt layup from 2 ft,,23,42
137,2,10:15.0,Offensive rebound by D. Bender,,23,42
138,2,10:15.0,D. Bender makes 2-pt layup from 1 ft,,25,42
139,2,10:00.0,,P. Beverley misses 2-pt jump shot from 22 ft,25,42
140,2,9:59.0,Defensive rebound by A. Len,,25,42
141,2,9:50.0,Turnover by B. Knight (bad pass),,25,42
142,2,9:38.0,,S. Dekker makes 3-pt jump shot from 24 ft (assist by N. Hilário),25,45
143,2,9:19.0,D. Bender misses 2-pt jump shot from 16 ft,,25,45
144,2,9:19.0,Offensive rebound by Team,,25,45
145,2,9:12.0,T. Warren misses 2-pt jump shot from 11 ft,,25,45
146,2,9:11.0,,Defensive rebound by N. Hilário,25,45
147,2,8:58.0,,E. Gordon misses 2-pt layup from 2 ft,25,45
148,2,8:57.0,Defensive rebound by D. Bender,,25,45
149,2,8:50.0,T. Warren makes 2-pt layup from 2 ft (assist by L. Barbosa),,27,45
150,2,8:36.0,,C. Brewer makes 2-pt jump shot from 8 ft,27,47
151,2,8:36.0,,Shooting foul by D. Bender (drawn by C. Brewer),27,47
152,2,8:36.0,,Houston full timeout,27,47
153,2,8:36.0,,R. Anderson enters the game for N. Hilário,27,47
154,2,8:36.0,,C. Brewer makes free throw 1 of 1,27,48
155,2,8:23.0,L. Barbosa misses 2-pt jump shot from 23 ft,,27,48
156,2,8:22.0,,Defensive rebound by Team,27,48
157,2,8:02.0,,C. Brewer makes 3-pt jump shot from 23 ft (assist by P. Beverley),27,51
158,2,7:49.0,L. Barbosa makes 2-pt layup from 1 ft,,29,51
159,2,7:41.0,,Turnover by E. Gordon (lost ball; steal by L. Barbosa),29,51
160,2,7:30.0,D. Bender misses 3-pt jump shot from 25 ft,,29,51
161,2,7:30.0,Offensive rebound by T. Warren,,29,51
162,2,7:25.0,T. Warren misses 2-pt jump shot from 16 ft,,29,51
163,2,7:25.0,,Defensive rebound by P. Beverley,29,51
164,2,7:12.0,,Turnover by R. Anderson (lost ball),29,51
165,2,7:12.0,E. Bledsoe enters the game for A. Len,,29,51
166,2,7:02.0,B. Knight makes 3-pt jump shot from 25 ft,,32,51
167,2,6:44.0,,Turnover by E. Gordon (bad pass; steal by T. Warren),32,51
168,2,6:19.0,T. Warren misses 3-pt jump shot from 24 ft,,32,51
169,2,6:18.0,,Defensive rebound by S. Dekker,32,51
170,2,6:06.0,,Personal foul by E. Bledsoe (drawn by E. Gordon),32,51
171,2,6:06.0,,T. Ariza enters the game for C. Brewer,32,51
172,2,6:06.0,,M. Harrell enters the game for S. Dekker,32,51
173,2,6:06.0,,J. Harden enters the game for E. Gordon,32,51
174,2,6:06.0,D. Booker enters the game for L. Barbosa,,32,51
175,2,5:58.0,,Turnover by M. Harrell (bad pass; steal by D. Bender),32,51
176,2,5:51.0,Shooting foul by P. Beverley (drawn by B. Knight),,32,51
177,2,5:51.0,,Houston full timeout,32,51
178,2,5:51.0,B. Knight makes free throw 1 of 2,,33,51
179,2,5:51.0,B. Knight makes free throw 2 of 2,,34,51
180,2,5:41.0,,Turnover by J. Harden (bad pass; steal by D. Booker),34,51
181,2,5:33.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,34,51
182,2,5:32.0,,Defensive rebound by P. Beverley,34,51
183,2,5:28.0,Loose ball foul by E. Bledsoe (drawn by R. Anderson),,34,51
184,2,5:12.0,,Personal foul by D. Bender (drawn by P. Beverley),34,51
185,2,5:09.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by T. Ariza),34,54
186,2,5:04.0,Turnover by E. Bledsoe (lost ball; steal by P. Beverley),,34,54
187,2,4:55.0,,T. Ariza misses 3-pt jump shot from 25 ft,34,54
188,2,4:53.0,Defensive rebound by B. Knight,,34,54
189,2,4:45.0,D. Bender misses 3-pt jump shot from 23 ft,,34,54
190,2,4:45.0,,Defensive rebound by T. Ariza,34,54
191,2,4:36.0,,J. Harden misses 3-pt jump shot from 31 ft,34,54
192,2,4:35.0,Defensive rebound by D. Bender,,34,54
193,2,4:18.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,34,54
194,2,4:17.0,,Defensive rebound by R. Anderson,34,54
195,2,4:10.0,,M. Harrell misses 2-pt jump shot from 4 ft (block by D. Bender),34,54
196,2,4:09.0,Defensive rebound by B. Knight,,34,54
197,2,3:59.0,D. Bender misses 2-pt layup from 1 ft,,34,54
198,2,3:58.0,,Defensive rebound by T. Ariza,34,54
199,2,3:56.0,,Personal foul by D. Booker (drawn by J. Harden),34,54
200,2,3:56.0,,J. Harden makes free throw 1 of 2,34,55
201,2,3:56.0,P. Tucker enters the game for T. Warren,,34,54
202,2,3:56.0,T. Chandler enters the game for B. Knight,,34,54
203,2,3:56.0,M. Chriss enters the game for D. Bender,,34,54
204,2,3:56.0,,E. Gordon enters the game for P. Beverley,34,54
205,2,3:56.0,,J. Harden misses free throw 2 of 2,34,55
206,2,3:56.0,Defensive rebound by M. Chriss,,34,55
207,2,3:50.0,Shooting block foul by T. Ariza (drawn by D. Booker),,34,55
208,2,3:50.0,D. Booker makes 2-pt layup from 3 ft (assist by E. Bledsoe),,36,55
209,2,3:50.0,D. Booker makes free throw 1 of 1,,37,55
210,2,3:45.0,,Turnover by J. Harden (bad pass; steal by E. Bledsoe),37,55
211,2,3:32.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,37,55
212,2,3:31.0,Offensive rebound by M. Chriss,,37,55
213,2,3:30.0,M. Chriss makes 2-pt layup from 1 ft,,39,55
214,2,3:30.0,,Houston full timeout,39,55
215,2,3:15.0,Offensive charge foul by J. Harden (drawn by T. Chandler),,39,55
216,2,3:15.0,,Turnover by J. Harden (offensive foul),39,55
217,2,3:02.0,E. Bledsoe makes 2-pt layup from 2 ft,,41,55
218,2,2:41.0,,M. Harrell makes 2-pt layup from 2 ft (assist by J. Harden),41,57
219,2,2:19.0,M. Chriss misses 2-pt layup from 3 ft,,41,57
220,2,2:18.0,,Defensive rebound by R. Anderson,41,57
221,2,2:08.0,,J. Harden makes 2-pt jump shot from 17 ft,41,59
222,2,1:44.0,Turnover by P. Tucker (bad pass; steal by T. Ariza),,41,59
223,2,1:36.0,,R. Anderson misses 3-pt jump shot from 25 ft,41,59
224,2,1:35.0,Defensive rebound by E. Bledsoe,,41,59
225,2,1:29.0,Turnover by E. Bledsoe (bad pass; steal by E. Gordon),,41,59
226,2,1:22.0,,Shooting foul by T. Chandler (drawn by M. Harrell),41,59
227,2,1:22.0,,M. Harrell misses free throw 1 of 2,41,59
228,2,1:22.0,,Offensive rebound by Team,41,59
229,2,1:22.0,,M. Harrell makes free throw 2 of 2,41,60
230,2,1:07.0,D. Booker misses 2-pt jump shot from 18 ft,,41,60
231,2,1:06.0,,Defensive rebound by T. Ariza,41,60
232,2,1:00.0,,Personal foul by E. Bledsoe (drawn by J. Harden),41,60
233,2,1:00.0,,J. Harden makes free throw 1 of 2,41,61
234,2,1:00.0,B. Knight enters the game for E. Bledsoe,,41,61
235,2,1:00.0,,J. Harden makes free throw 2 of 2,41,62
236,2,0:49.0,B. Knight misses 2-pt jump shot from 20 ft,,41,62
237,2,0:47.0,,Defensive rebound by T. Ariza,41,62
238,2,0:42.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),41,65
239,2,0:37.0,M. Chriss makes 2-pt hook shot from 2 ft,,43,65
240,2,0:31.0,,J. Harden makes 2-pt layup from 2 ft,43,67
241,2,0:07.0,Turnover by Team (shot clock),,43,67
242,2,0:01.0,,Shooting foul by M. Chriss (drawn by E. Gordon),43,67
243,2,0:01.0,,E. Gordon makes free throw 1 of 2,43,68
244,2,0:01.0,,E. Gordon makes free throw 2 of 2,43,69
245,3,11:54.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),43,72
246,3,11:30.0,M. Chriss misses 3-pt jump shot from 24 ft,,43,72
247,3,11:29.0,,Defensive rebound by P. Beverley,43,72
248,3,11:26.0,,Turnover by P. Beverley (bad pass),43,72
249,3,11:18.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,43,72
250,3,11:17.0,Offensive rebound by M. Chriss,,43,72
251,3,11:17.0,M. Chriss makes 2-pt dunk at rim,,45,72
252,3,10:56.0,,R. Anderson misses 3-pt jump shot from 27 ft,45,72
253,3,10:55.0,Defensive rebound by D. Booker,,45,72
254,3,10:53.0,Shooting block foul by T. Ariza (drawn by D. Booker),,45,72
255,3,10:53.0,D. Booker makes free throw 1 of 2,,46,72
256,3,10:53.0,D. Booker makes free throw 2 of 2,,47,72
257,3,10:38.0,,J. Harden makes 3-pt jump shot from 26 ft,47,75
258,3,10:29.0,M. Chriss misses 3-pt jump shot from 24 ft,,47,75
259,3,10:28.0,,Defensive rebound by J. Harden,47,75
260,3,10:25.0,,Shooting foul by M. Chriss (drawn by M. Harrell),47,75
261,3,10:25.0,,M. Harrell makes 2-pt layup from 3 ft (assist by J. Harden),47,77
262,3,10:25.0,,M. Harrell makes free throw 1 of 1,47,78
263,3,10:25.0,Phoenix full timeout,,47,78
264,3,10:25.0,Technical foul by E. Bledsoe,,47,78
265,3,10:25.0,,J. Harden makes technical free throw,47,79
266,3,10:10.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,47,79
267,3,10:09.0,,Defensive rebound by P. Beverley,47,79
268,3,9:46.0,,P. Beverley misses 2-pt jump shot from 23 ft,47,79
269,3,9:44.0,,Offensive rebound by R. Anderson,47,79
270,3,9:43.0,Violation by T. Chandler (def goaltending),,47,79
271,3,9:43.0,,R. Anderson makes 2-pt hook shot from 5 ft,47,81
272,3,9:27.0,D. Booker makes 2-pt jump shot from 8 ft,,49,81
273,3,9:13.0,,J. Harden makes 2-pt jump shot from 16 ft (assist by M. Harrell),49,83
274,3,9:03.0,Personal foul by R. Anderson (drawn by T. Chandler),,49,83
275,3,8:52.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by D. Booker),,52,83
276,3,8:38.0,,J. Harden makes 2-pt layup from 3 ft,52,85
277,3,8:33.0,Personal foul by J. Harden (drawn by E. Bledsoe),,52,85
278,3,8:19.0,D. Booker makes 2-pt layup from 3 ft,,54,85
279,3,8:10.0,,Turnover by J. Harden (bad pass; steal by P. Tucker),54,85
280,3,8:05.0,D. Booker misses 2-pt layup from 3 ft (block by M. Harrell),,54,85
281,3,8:03.0,,Defensive rebound by M. Harrell,54,85
282,3,7:56.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by R. Anderson),54,88
283,3,7:44.0,Shooting foul by J. Harden (drawn by E. Bledsoe),,54,88
284,3,7:44.0,E. Bledsoe makes free throw 1 of 2,,55,88
285,3,7:44.0,E. Bledsoe makes free throw 2 of 2,,56,88
286,3,7:36.0,,Turnover by J. Harden (lost ball; steal by P. Tucker),56,88
287,3,7:30.0,D. Booker makes 2-pt layup from 4 ft,,58,88
288,3,7:19.0,,Personal foul by D. Booker (drawn by J. Harden),58,88
289,3,7:12.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),58,91
290,3,6:58.0,E. Bledsoe makes 2-pt layup from 2 ft,,60,91
291,3,6:58.0,Shooting foul by P. Beverley (drawn by E. Bledsoe),,60,91
292,3,6:58.0,E. Bledsoe makes free throw 1 of 1,,61,91
293,3,6:37.0,,Turnover by P. Beverley (step out of bounds),61,91
294,3,6:28.0,E. Bledsoe misses 2-pt jump shot from 4 ft,,61,91
295,3,6:27.0,Offensive rebound by T. Chandler,,61,91
296,3,6:27.0,T. Chandler misses 2-pt layup from 2 ft,,61,91
297,3,6:26.0,Offensive rebound by T. Chandler,,61,91
298,3,6:26.0,T. Chandler makes 2-pt layup from 2 ft,,63,91
299,3,6:04.0,,R. Anderson misses 2-pt layup from 3 ft (block by M. Chriss),63,91
300,3,6:04.0,,Offensive rebound by M. Harrell,63,91
301,3,6:04.0,,Shooting foul by T. Chandler (drawn by M. Harrell),63,91
302,3,6:04.0,,M. Harrell makes free throw 1 of 2,63,92
303,3,6:04.0,,M. Harrell misses free throw 2 of 2,63,92
304,3,6:04.0,Defensive rebound by T. Chandler,,63,92
305,3,6:04.0,,E. Gordon enters the game for P. Beverley,63,92
306,3,5:50.0,D. Booker misses 2-pt jump shot from 10 ft,,63,92
307,3,5:49.0,Offensive rebound by M. Chriss,,63,92
308,3,5:41.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,63,92
309,3,5:41.0,Offensive rebound by Team,,63,92
310,3,5:41.0,,Loose ball foul by E. Gordon (drawn by M. Chriss),63,92
311,3,5:41.0,M. Chriss misses free throw 1 of 2,,63,92
312,3,5:41.0,Offensive rebound by Team,,63,92
313,3,5:41.0,,N. Hilário enters the game for M. Harrell,63,92
314,3,5:41.0,M. Chriss makes free throw 2 of 2,,64,92
315,3,5:30.0,,E. Gordon makes 2-pt layup from 2 ft (assist by J. Harden),64,94
316,3,5:21.0,Turnover by P. Tucker (bad pass; steal by T. Ariza),,64,94
317,3,5:16.0,,T. Ariza misses 3-pt jump shot from 25 ft,64,94
318,3,5:14.0,Defensive rebound by Team,,64,94
319,3,5:14.0,T. Warren enters the game for M. Chriss,,64,94
320,3,4:53.0,T. Warren misses 2-pt jump shot from 10 ft,,64,94
321,3,4:51.0,Offensive rebound by T. Chandler,,64,94
322,3,4:51.0,T. Chandler misses 2-pt layup from 2 ft,,64,94
323,3,4:49.0,,Defensive rebound by J. Harden,64,94
324,3,4:43.0,,J. Harden misses 3-pt jump shot from 25 ft,64,94
325,3,4:41.0,,Offensive rebound by N. Hilário,64,94
326,3,4:39.0,,J. Harden misses 2-pt jump shot from 14 ft,64,94
327,3,4:37.0,Defensive rebound by T. Chandler,,64,94
328,3,4:36.0,Turnover by T. Chandler (bad pass; steal by T. Ariza),,64,94
329,3,4:31.0,,J. Harden misses 3-pt jump shot from 24 ft,64,94
330,3,4:30.0,Defensive rebound by E. Bledsoe,,64,94
331,3,4:26.0,E. Bledsoe makes 2-pt layup from 2 ft,,66,94
332,3,4:19.0,,R. Anderson makes 3-pt jump shot from 22 ft (assist by J. Harden),66,97
333,3,4:06.0,D. Booker makes 2-pt jump shot from 18 ft (assist by P. Tucker),,68,97
334,3,3:54.0,,Turnover by J. Harden (bad pass; steal by E. Bledsoe),68,97
335,3,3:47.0,D. Booker misses 3-pt jump shot from 25 ft,,68,97
336,3,3:46.0,,Defensive rebound by R. Anderson,68,97
337,3,3:39.0,,Shooting foul by D. Booker (drawn by J. Harden),68,97
338,3,3:39.0,,J. Harden makes free throw 1 of 2,68,98
339,3,3:39.0,D. Bender enters the game for T. Chandler,,68,98
340,3,3:39.0,A. Len enters the game for P. Tucker,,68,98
341,3,3:39.0,,S. Dekker enters the game for R. Anderson,68,98
342,3,3:39.0,,J. Harden makes free throw 2 of 2,68,99
343,3,3:30.0,Shooting foul by E. Gordon (drawn by A. Len),,68,99
344,3,3:30.0,A. Len makes free throw 1 of 2,,69,99
345,3,3:30.0,A. Len makes free throw 2 of 2,,70,99
346,3,3:13.0,,S. Dekker misses 3-pt jump shot from 23 ft,70,99
347,3,3:13.0,Defensive rebound by A. Len,,70,99
348,3,3:07.0,D. Bender makes 2-pt layup from 2 ft (assist by E. Bledsoe),,72,99
349,3,3:01.0,,T. Ariza misses 3-pt jump shot from 25 ft,72,99
350,3,3:00.0,Defensive rebound by E. Bledsoe,,72,99
351,3,2:53.0,A. Len makes 2-pt dunk at rim (assist by D. Booker),,74,99
352,3,2:32.0,,E. Gordon misses 3-pt jump shot from 26 ft,74,99
353,3,2:31.0,,Offensive rebound by S. Dekker,74,99
354,3,2:23.0,,T. Ariza misses 3-pt jump shot from 25 ft,74,99
355,3,2:23.0,Defensive rebound by E. Bledsoe,,74,99
356,3,2:16.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,74,99
357,3,2:14.0,Offensive rebound by D. Booker,,74,99
358,3,2:09.0,D. Booker misses 2-pt jump shot from 7 ft,,74,99
359,3,2:08.0,,Defensive rebound by J. Harden,74,99
360,3,1:54.0,,N. Hilário misses 2-pt jump shot from 14 ft,74,99
361,3,1:53.0,Defensive rebound by E. Bledsoe,,74,99
362,3,1:50.0,,Offensive charge foul by D. Booker (drawn by N. Hilário),74,99
363,3,1:50.0,Turnover by D. Booker (offensive foul),,74,99
364,3,1:50.0,,Houston full timeout,74,99
365,3,1:50.0,,C. Brewer enters the game for T. Ariza,74,99
366,3,1:40.0,,S. Dekker makes 2-pt dunk at rim (assist by J. Harden),74,101
367,3,1:22.0,D. Booker misses 2-pt jump shot from 11 ft,,74,101
368,3,1:21.0,,Defensive rebound by E. Gordon,74,101
369,3,1:14.0,,E. Gordon misses 3-pt jump shot from 25 ft,74,101
370,3,1:13.0,Defensive rebound by D. Bender,,74,101
371,3,1:07.0,T. Warren makes 2-pt layup from 2 ft (assist by E. Bledsoe),,76,101
372,3,1:01.0,,S. Dekker makes 2-pt dunk at rim (assist by J. Harden),76,103
373,3,0:42.0,E. Bledsoe makes 2-pt jump shot from 7 ft,,78,103
374,3,0:33.0,,Personal foul by D. Booker (drawn by J. Harden),78,103
375,3,0:33.0,,J. Harden makes free throw 1 of 2,78,104
376,3,0:33.0,,J. Harden misses free throw 2 of 2,78,104
377,3,0:33.0,Defensive rebound by D. Bender,,78,104
378,3,0:28.0,E. Bledsoe makes 2-pt layup from 2 ft,,80,104
379,3,0:08.0,,Shooting foul by D. Booker (drawn by J. Harden),80,104
380,3,0:08.0,,J. Harden makes free throw 1 of 3,80,105
381,3,0:08.0,,J. Harden makes free throw 2 of 3,80,106
382,3,0:08.0,B. Knight enters the game for D. Booker,,80,104
383,3,0:08.0,,J. Harden makes free throw 3 of 3,80,107
384,3,0:00.0,T. Warren misses 3-pt jump shot from 24 ft,,80,107
385,3,0:00.0,Offensive rebound by Team,,80,107
