,QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
386,4,1:34.0,J. Ingles misses 3-pt jump shot from 25 ft,,83,90
387,4,1:33.0,,Defensive rebound by D. Valentine,83,90
388,4,1:21.0,,Shooting foul by R. Gobert (drawn by J. Butler),83,90
389,4,1:21.0,,J. Butler makes free throw 1 of 2,83,91
390,4,1:21.0,,J. Butler makes free throw 2 of 2,83,92
391,4,1:14.0,G. Hill makes 2-pt layup from 3 ft,,85,92
392,4,1:14.0,Shooting foul by M. Carter-Williams (drawn by G. Hill),,85,92
393,4,1:14.0,G. Hill makes free throw 1 of 1,,86,92
394,4,0:58.0,,Turnover by M. Carter-Williams (bad pass; steal by G. Hayward),86,92
395,4,0:54.0,Turnover by G. Hayward (lost ball; steal by J. Butler),,86,92
396,4,0:44.0,,Personal foul by J. Ingles (drawn by B. Portis),86,92
397,4,0:44.0,,B. Portis makes free throw 1 of 2,86,93
398,4,0:44.0,,B. Portis misses free throw 2 of 2,86,93
399,4,0:44.0,,Offensive rebound by Team,86,93
400,4,0:44.0,Loose ball foul by R. Gobert (drawn by R. Lopez),,86,93
401,4,0:44.0,,R. Lopez makes free throw 1 of 2,86,94
402,4,0:44.0,B. Diaw enters the game for R. Gobert,,86,93
403,4,0:44.0,,J. Lauvergne enters the game for R. Lopez,86,95
404,4,0:44.0,,R. Lopez makes free throw 2 of 2,86,95
405,4,0:44.0,Utah full timeout,,86,95
406,4,0:40.0,G. Hayward misses 3-pt jump shot from 22 ft,,86,95
407,4,0:39.0,,Defensive rebound by D. Valentine,86,95
408,4,0:30.0,,Turnover by Team (turnover),86,95
409,4,0:21.0,J. Ingles misses 3-pt jump shot from 26 ft,,86,95
410,4,0:20.0,,Defensive rebound by D. Valentine,86,95
