,QUARTER,TIME_REMAINING,DENVER_ACTION,DALLAS_ACTION,DENVER_SCORE,DALLAS_SCORE
36,1,7:30.0,Denver full timeout,,2,10
37,1,7:30.0,W. Chandler enters the game for D. Arthur,,2,10
38,1,7:17.0,Shooting block foul by D. Finney-Smith (drawn by D. Gallinari),,2,10
39,1,7:17.0,D. Gallinari makes free throw 1 of 2,,3,10
40,1,7:17.0,D. Gallinari makes free throw 2 of 2,,4,10
41,1,7:02.0,,H. Barnes makes 2-pt hook shot from 6 ft,4,12
42,1,6:54.0,J. Nurkić misses 2-pt jump shot from 9 ft,,4,12
43,1,6:53.0,Offensive rebound by J. Nurkić,,4,12
44,1,6:52.0,J. Nurkić makes 2-pt layup from 1 ft,,6,12
45,1,6:36.0,,H. Barnes misses 2-pt jump shot from 16 ft,6,12
46,1,6:35.0,Defensive rebound by D. Gallinari,,6,12
47,1,6:19.0,J. Nurkić misses 2-pt layup from 1 ft,,6,12
48,1,6:19.0,Offensive rebound by Team,,6,12
49,1,6:07.0,D. Gallinari misses 2-pt jump shot from 21 ft,,6,12
50,1,6:06.0,,Defensive rebound by D. Williams,6,12
51,1,5:52.0,,D. Williams misses 3-pt jump shot from 23 ft,6,12
52,1,5:51.0,Defensive rebound by W. Barton,,6,12
53,1,5:47.0,Turnover by D. Gallinari (traveling),,6,12
54,1,5:47.0,,D. Powell enters the game for H. Barnes,6,12
55,1,5:47.0,,D. Harris enters the game for S. Mejri,6,12
56,1,5:47.0,,S. Curry enters the game for D. Williams,6,12
57,1,5:32.0,,W. Matthews makes 2-pt layup at rim,6,14
58,1,5:13.0,D. Gallinari makes 2-pt jump shot from 19 ft (assist by E. Mudiay),,8,14
59,1,4:54.0,,S. Curry misses 2-pt jump shot from 16 ft (block by E. Mudiay),8,14
60,1,4:52.0,Defensive rebound by D. Gallinari,,8,14
61,1,4:49.0,E. Mudiay misses 2-pt layup from 1 ft (block by D. Finney-Smith),,8,14
62,1,4:49.0,Offensive rebound by Team,,8,14
63,1,4:49.0,N. Jokić enters the game for J. Nurkić,,8,14
64,1,4:41.0,W. Chandler misses 3-pt jump shot from 25 ft,,8,14
65,1,4:38.0,Offensive rebound by N. Jokić,,8,14
66,1,4:38.0,N. Jokić makes 2-pt layup from 1 ft,,10,14
67,1,4:16.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Powell),10,17
68,1,4:00.0,Shooting foul by S. Curry (drawn by E. Mudiay),,10,17
69,1,4:00.0,E. Mudiay misses free throw 1 of 2,,10,17
70,1,4:00.0,Offensive rebound by Team,,10,17
71,1,4:00.0,E. Mudiay makes free throw 2 of 2,,11,17
72,1,3:46.0,,Turnover by D. Harris (bad pass; steal by E. Mudiay),11,17
73,1,3:40.0,E. Mudiay makes 2-pt layup at rim,,13,17
74,1,3:39.0,,Dallas full timeout,13,17
75,1,3:39.0,J. Nelson enters the game for W. Barton,,13,17
76,1,3:39.0,J. Murray enters the game for E. Mudiay,,13,17
77,1,3:24.0,,D. Finney-Smith makes 2-pt dunk at rim (assist by D. Harris),13,19
78,1,3:14.0,Turnover by J. Murray (lost ball; steal by W. Matthews),,13,19
79,1,3:10.0,,W. Matthews makes 2-pt layup from 1 ft,13,21
80,1,2:49.0,Personal block foul by S. Curry (drawn by J. Nelson),,13,21
81,1,2:49.0,,D. Williams enters the game for S. Curry,13,21
82,1,2:38.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Nelson),,15,21
83,1,2:25.0,,D. Powell misses 2-pt layup from 1 ft,15,21
84,1,2:24.0,Defensive rebound by N. Jokić,,15,21
85,1,2:15.0,W. Chandler makes 2-pt jump shot from 3 ft,,17,21
86,1,1:56.0,,W. Matthews makes 2-pt jump shot from 15 ft (assist by D. Williams),17,23
87,1,1:30.0,J. Murray makes 2-pt layup from 1 ft,,19,23
88,1,1:10.0,,Turnover by D. Finney-Smith (bad pass),19,23
89,1,1:10.0,,J. Anderson enters the game for W. Matthews,19,23
90,1,1:10.0,J. Hernangómez enters the game for D. Gallinari,,19,23
91,1,1:10.0,,H. Barnes enters the game for D. Finney-Smith,19,23
92,1,0:57.0,W. Chandler misses 2-pt jump shot from 14 ft,,19,23
93,1,0:55.0,,Defensive rebound by J. Anderson,19,23
94,1,0:35.0,,D. Williams makes 2-pt jump shot from 18 ft,19,25
95,1,0:27.0,J. Nelson misses 2-pt jump shot from 13 ft,,19,25
96,1,0:26.0,,Defensive rebound by J. Anderson,19,25
97,1,0:09.0,,Personal take foul by J. Nelson (drawn by D. Williams),19,25
98,1,0:00.0,,D. Williams makes 2-pt jump shot from 19 ft,19,27
99,2,11:54.0,,Personal foul by W. Chandler (drawn by J. Anderson),19,27
100,2,11:50.0,,D. Powell makes 2-pt dunk at rim (assist by D. Williams),19,29
101,2,11:27.0,J. Nelson misses 3-pt jump shot from 25 ft,,19,29
102,2,11:26.0,,Defensive rebound by J. Anderson,19,29
103,2,11:17.0,,Shooting foul by J. Nelson (drawn by D. Williams),19,29
104,2,11:17.0,,D. Williams makes free throw 1 of 2,19,30
105,2,11:17.0,,D. Williams makes free throw 2 of 2,19,31
106,2,11:00.0,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),,21,31
107,2,11:00.0,Shooting foul by S. Curry (drawn by J. Murray),,21,31
108,2,11:00.0,J. Murray misses free throw 1 of 1,,21,31
109,2,11:00.0,,D. Harris enters the game for S. Curry,21,31
110,2,10:58.0,Offensive rebound by J. Murray,,21,31
111,2,10:46.0,J. Murray misses 2-pt jump shot from 23 ft,,21,31
112,2,10:44.0,,Defensive rebound by H. Barnes,21,31
113,2,10:34.0,,J. Anderson makes 2-pt jump shot from 11 ft,21,33
114,2,10:34.0,,Shooting block foul by J. Hernangómez (drawn by J. Anderson),21,33
115,2,10:34.0,,J. Anderson makes free throw 1 of 1,21,34
116,2,10:19.0,Personal foul by D. Williams (drawn by J. Murray),,21,34
117,2,10:12.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,21,34
118,2,10:11.0,,Defensive rebound by D. Williams,21,34
119,2,10:02.0,,J. Anderson misses 3-pt jump shot from 25 ft,21,34
120,2,10:02.0,Defensive rebound by J. Murray,,21,34
121,2,9:50.0,Shooting foul by J. Anderson (drawn by J. Hernangómez),,21,34
122,2,9:50.0,J. Hernangómez makes free throw 1 of 2,,22,34
123,2,9:50.0,J. Hernangómez makes free throw 2 of 2,,23,34
124,2,9:38.0,,J. Anderson makes 2-pt jump shot from 10 ft,23,36
125,2,9:25.0,J. Murray makes 3-pt jump shot from 23 ft (assist by J. Nelson),,26,36
126,2,9:06.0,,D. Williams misses 2-pt jump shot from 23 ft,26,36
127,2,9:05.0,Defensive rebound by N. Jokić,,26,36
128,2,8:44.0,Offensive foul by J. Nelson (drawn by D. Harris),,26,36
129,2,8:44.0,Turnover by J. Nelson (offensive foul),,26,36
130,2,8:44.0,Official timeout,,26,36
131,2,8:44.0,,S. Mejri enters the game for D. Powell,26,36
132,2,8:44.0,W. Barton enters the game for J. Nelson,,26,36
133,2,8:44.0,E. Mudiay enters the game for J. Hernangómez,,26,36
134,2,8:31.0,,H. Barnes makes 2-pt jump shot from 4 ft (assist by S. Mejri),26,38
135,2,8:20.0,Turnover by E. Mudiay (lost ball; steal by D. Williams),,26,38
136,2,8:16.0,,D. Williams makes 2-pt layup from 1 ft,26,40
137,2,7:57.0,E. Mudiay makes 2-pt layup from 1 ft (assist by N. Jokić),,28,40
138,2,7:45.0,,Personal foul by N. Jokić (drawn by D. Harris),28,40
139,2,7:45.0,D. Gallinari enters the game for W. Chandler,,28,40
140,2,7:33.0,,D. Williams makes 2-pt jump shot from 19 ft (assist by J. Anderson),28,42
141,2,7:23.0,E. Mudiay makes 2-pt layup from 1 ft (assist by N. Jokić),,30,42
142,2,7:09.0,J. Nurkić enters the game for N. Jokić,,30,42
143,2,7:00.0,,H. Barnes misses 2-pt jump shot from 17 ft,30,42
144,2,6:59.0,Defensive rebound by J. Murray,,30,42
145,2,6:51.0,W. Barton makes 2-pt jump shot from 8 ft,,32,42
146,2,6:44.0,,Dallas full timeout,32,42
147,2,6:44.0,,S. Curry enters the game for D. Williams,32,42
148,2,6:44.0,,W. Matthews enters the game for D. Harris,32,42
149,2,6:31.0,,J. Anderson makes 2-pt layup from 1 ft,32,44
150,2,6:14.0,J. Nurkić makes 2-pt layup from 1 ft (assist by J. Murray),,34,44
151,2,5:58.0,,S. Curry misses 3-pt jump shot from 25 ft,34,44
152,2,5:57.0,,Offensive rebound by H. Barnes,34,44
153,2,5:35.0,,H. Barnes makes 2-pt dunk at rim,34,46
154,2,5:34.0,Denver full timeout,,34,46
155,2,5:34.0,,D. Finney-Smith enters the game for H. Barnes,34,46
156,2,5:18.0,J. Nurkić misses 2-pt jump shot from 6 ft (block by J. Anderson),,34,46
157,2,5:18.0,Offensive rebound by Team,,34,46
158,2,5:15.0,D. Gallinari misses 2-pt jump shot from 22 ft,,34,46
159,2,5:14.0,Offensive rebound by J. Nurkić,,34,46
160,2,5:09.0,D. Gallinari misses 3-pt jump shot from 25 ft,,34,46
161,2,5:08.0,,Defensive rebound by W. Matthews,34,46
162,2,4:51.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Anderson),34,48
163,2,4:39.0,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Nurkić),,37,48
164,2,4:17.0,,J. Anderson misses 3-pt jump shot from 26 ft,37,48
165,2,4:16.0,Defensive rebound by J. Nurkić,,37,48
166,2,4:08.0,Turnover by W. Barton (bad pass; steal by S. Curry),,37,48
167,2,4:04.0,,J. Anderson makes 2-pt layup from 2 ft (assist by S. Curry),37,50
168,2,4:03.0,Denver full timeout,,37,50
169,2,4:03.0,,D. Williams enters the game for S. Curry,37,50
170,2,4:03.0,,H. Barnes enters the game for J. Anderson,37,50
171,2,4:03.0,W. Chandler enters the game for J. Murray,,37,50
172,2,3:44.0,Shooting foul by D. Williams (drawn by E. Mudiay),,37,50
173,2,3:44.0,E. Mudiay makes free throw 1 of 2,,38,50
174,2,3:44.0,E. Mudiay misses free throw 2 of 2,,38,50
175,2,3:44.0,,D. Powell enters the game for S. Mejri,38,50
176,2,3:43.0,,Defensive rebound by W. Matthews,38,50
177,2,3:29.0,,D. Williams misses 3-pt jump shot from 24 ft,38,50
178,2,3:28.0,Defensive rebound by J. Nurkić,,38,50
179,2,3:17.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,41,50
180,2,2:50.0,,W. Matthews makes 2-pt jump shot from 10 ft,41,52
181,2,2:36.0,E. Mudiay misses 3-pt jump shot from 24 ft,,41,52
182,2,2:35.0,,Defensive rebound by D. Finney-Smith,41,52
183,2,2:13.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by D. Williams),41,55
184,2,1:57.0,W. Barton misses 2-pt jump shot from 17 ft,,41,55
185,2,1:56.0,,Defensive rebound by D. Finney-Smith,41,55
186,2,1:47.0,,D. Powell makes 2-pt layup from 3 ft (assist by D. Williams),41,57
187,2,1:34.0,W. Barton misses 2-pt layup from 2 ft,,41,57
188,2,1:33.0,Offensive rebound by J. Nurkić,,41,57
189,2,1:29.0,W. Barton misses 2-pt layup from 2 ft (block by D. Finney-Smith),,41,57
190,2,1:27.0,Offensive rebound by W. Barton,,41,57
191,2,1:25.0,Turnover by W. Barton (bad pass; steal by D. Williams),,41,57
192,2,1:18.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),41,60
193,2,1:18.0,Denver full timeout,,41,60
194,2,1:06.0,Turnover by E. Mudiay (lost ball),,41,60
195,2,0:55.0,,D. Finney-Smith misses 3-pt jump shot from 22 ft,41,60
196,2,0:54.0,,Offensive rebound by D. Powell,41,60
197,2,0:53.0,,D. Powell makes 2-pt dunk at rim,41,62
198,2,0:40.0,Turnover by J. Nurkić (bad pass; steal by H. Barnes),,41,62
199,2,0:31.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),41,65
200,2,0:22.0,Shooting foul by D. Finney-Smith (drawn by D. Gallinari),,41,65
201,2,0:22.0,D. Gallinari makes free throw 1 of 2,,42,65
202,2,0:22.0,A. Gee enters the game for J. Nurkić,,42,65
203,2,0:22.0,D. Gallinari makes free throw 2 of 2,,43,65
204,2,0:02.0,,D. Williams misses 2-pt layup from 1 ft,43,65
205,2,0:01.0,Defensive rebound by D. Gallinari,,43,65
206,3,11:48.0,,D. Williams misses 2-pt jump shot from 20 ft,43,65
207,3,11:47.0,Defensive rebound by D. Gallinari,,43,65
208,3,11:28.0,E. Mudiay makes 3-pt jump shot from 24 ft (assist by W. Barton),,46,65
209,3,11:11.0,,H. Barnes makes 2-pt jump shot from 13 ft,46,67
210,3,10:57.0,,Offensive charge foul by J. Nurkić (drawn by S. Mejri),46,67
211,3,10:57.0,Turnover by J. Nurkić (offensive foul),,46,67
212,3,10:37.0,,Turnover by H. Barnes (bad pass; steal by J. Nurkić),46,67
213,3,10:31.0,J. Nurkić misses 2-pt layup from 1 ft (block by S. Mejri),,46,67
214,3,10:30.0,,Defensive rebound by D. Finney-Smith,46,67
215,3,10:17.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Williams),46,70
216,3,10:00.0,E. Mudiay makes 3-pt jump shot from 25 ft (assist by J. Nurkić),,49,70
217,3,9:44.0,,D. Williams misses 2-pt jump shot from 6 ft,49,70
218,3,9:43.0,Defensive rebound by W. Chandler,,49,70
219,3,9:31.0,Personal block foul by S. Mejri (drawn by E. Mudiay),,49,70
220,3,9:18.0,E. Mudiay misses 2-pt jump shot from 7 ft,,49,70
221,3,9:17.0,,Defensive rebound by S. Mejri,49,70
222,3,9:01.0,,W. Matthews misses 2-pt jump shot from 16 ft,49,70
223,3,9:00.0,,Offensive rebound by S. Mejri,49,70
224,3,8:46.0,,H. Barnes misses 2-pt jump shot from 6 ft,49,70
225,3,8:45.0,Defensive rebound by E. Mudiay,,49,70
226,3,8:42.0,Turnover by E. Mudiay (bad pass),,49,70
227,3,8:27.0,,Shooting foul by W. Chandler (drawn by H. Barnes),49,70
228,3,8:27.0,,H. Barnes makes free throw 1 of 2,49,71
229,3,8:27.0,,H. Barnes makes free throw 2 of 2,49,72
230,3,8:08.0,Turnover by E. Mudiay (bad pass),,49,72
231,3,7:47.0,,D. Williams misses 3-pt jump shot from 25 ft,49,72
232,3,7:46.0,Defensive rebound by E. Mudiay,,49,72
233,3,7:37.0,W. Barton misses 2-pt jump shot from 8 ft,,49,72
234,3,7:36.0,Offensive rebound by Team,,49,72
235,3,7:36.0,K. Faried enters the game for J. Nurkić,,49,72
236,3,7:22.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by W. Chandler),,52,72
237,3,6:59.0,,H. Barnes misses 2-pt jump shot from 7 ft,52,72
238,3,6:58.0,Defensive rebound by D. Gallinari,,52,72
239,3,6:51.0,D. Gallinari misses 3-pt jump shot from 24 ft,,52,72
240,3,6:51.0,,Defensive rebound by S. Mejri,52,72
241,3,6:35.0,,Shooting foul by W. Chandler (drawn by S. Mejri),52,72
242,3,6:35.0,,S. Mejri makes free throw 1 of 2,52,73
243,3,6:35.0,,S. Mejri misses free throw 2 of 2,52,73
244,3,6:34.0,Defensive rebound by D. Gallinari,,52,73
245,3,6:13.0,K. Faried makes 2-pt jump shot from 8 ft (assist by E. Mudiay),,54,73
246,3,6:03.0,,Turnover by S. Mejri (bad pass; steal by W. Barton),54,73
247,3,5:58.0,W. Barton misses 2-pt jump shot from 9 ft,,54,73
248,3,5:58.0,,Defensive rebound by W. Matthews,54,73
249,3,5:53.0,,W. Matthews makes 3-pt jump shot from 25 ft,54,76
250,3,5:48.0,Denver full timeout,,54,76
251,3,5:48.0,,D. Harris enters the game for H. Barnes,54,76
252,3,5:48.0,,S. Curry enters the game for S. Mejri,54,76
253,3,5:48.0,,D. Powell enters the game for D. Williams,54,76
254,3,5:35.0,Turnover by W. Chandler (lost ball; steal by W. Matthews),,54,76
255,3,5:19.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by S. Curry),54,79
256,3,5:02.0,D. Gallinari misses 2-pt hook shot from 4 ft,,54,79
257,3,5:01.0,,Defensive rebound by D. Finney-Smith,54,79
258,3,4:49.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by S. Curry),54,82
259,3,4:48.0,Denver full timeout,,54,82
260,3,4:48.0,N. Jokić enters the game for W. Barton,,54,82
261,3,4:48.0,J. Nelson enters the game for E. Mudiay,,54,82
262,3,4:48.0,J. Murray enters the game for W. Chandler,,54,82
263,3,4:30.0,K. Faried misses 2-pt hook shot from 10 ft,,54,82
264,3,4:28.0,Offensive rebound by N. Jokić,,54,82
265,3,4:28.0,N. Jokić makes 2-pt layup from 2 ft,,56,82
266,3,4:09.0,,Turnover by S. Curry (bad pass; steal by J. Murray),56,82
267,3,4:04.0,J. Murray misses 3-pt jump shot from 24 ft,,56,82
268,3,4:03.0,,Defensive rebound by D. Harris,56,82
269,3,3:46.0,,S. Curry misses 2-pt jump shot from 22 ft,56,82
270,3,3:45.0,Defensive rebound by N. Jokić,,56,82
271,3,3:35.0,Shooting foul by D. Finney-Smith (drawn by N. Jokić),,56,82
272,3,3:35.0,N. Jokić makes free throw 1 of 2,,57,82
273,3,3:35.0,N. Jokić makes free throw 2 of 2,,58,82
274,3,3:15.0,,Personal foul by K. Faried (drawn by D. Finney-Smith),58,82
275,3,3:07.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by S. Curry),58,85
276,3,2:47.0,D. Gallinari misses 3-pt jump shot from 23 ft,,58,85
277,3,2:45.0,Offensive rebound by N. Jokić,,58,85
278,3,2:45.0,,Loose ball foul by D. Harris (drawn by N. Jokić),58,85
279,3,2:36.0,J. Murray misses 2-pt jump shot from 16 ft,,58,85
280,3,2:35.0,Offensive rebound by N. Jokić,,58,85
281,3,2:35.0,N. Jokić makes 2-pt layup at rim,,60,85
282,3,2:33.0,,Dallas full timeout,60,85
283,3,2:33.0,,J. Anderson enters the game for D. Finney-Smith,60,85
284,3,2:33.0,,D. Williams enters the game for W. Matthews,60,85
285,3,2:33.0,,H. Barnes enters the game for S. Curry,60,85
286,3,2:33.0,J. Hernangómez enters the game for D. Gallinari,,60,85
287,3,2:22.0,,D. Powell makes 2-pt jump shot from 14 ft (assist by D. Williams),60,87
288,3,2:00.0,J. Nelson misses 2-pt jump shot from 18 ft,,60,87
289,3,1:59.0,Offensive rebound by J. Murray,,60,87
290,3,1:41.0,N. Jokić makes 2-pt hook shot from 4 ft,,62,87
291,3,1:28.0,,D. Williams misses 3-pt jump shot from 25 ft,62,87
292,3,1:27.0,,Offensive rebound by J. Anderson,62,87
293,3,1:12.0,,Turnover by D. Powell (lost ball),62,87
294,3,0:53.0,J. Murray makes 2-pt hook shot from 7 ft,,64,87
295,3,0:38.0,,Shooting foul by J. Hernangómez (drawn by H. Barnes),64,87
296,3,0:38.0,,H. Barnes makes free throw 1 of 2,64,88
297,3,0:38.0,,H. Barnes makes free throw 2 of 2,64,89
298,3,0:23.0,J. Nelson misses 3-pt jump shot from 25 ft,,64,89
299,3,0:22.0,Offensive rebound by N. Jokić,,64,89
300,3,0:22.0,N. Jokić makes 2-pt layup from 1 ft,,66,89
301,3,0:22.0,Shooting foul by D. Powell (drawn by N. Jokić),,66,89
302,3,0:22.0,N. Jokić makes free throw 1 of 1,,67,89
303,3,0:01.0,,D. Williams makes 3-pt jump shot from 22 ft (assist by H. Barnes),67,92
304,4,11:45.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by J. Murray),,69,92
305,4,11:23.0,,D. Williams misses 3-pt jump shot from 25 ft,69,92
306,4,11:23.0,Defensive rebound by Team,,69,92
307,4,11:08.0,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),,71,92
308,4,10:44.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by D. Williams),71,94
309,4,10:21.0,J. Nelson makes 2-pt jump shot from 23 ft,,73,94
310,4,9:56.0,,H. Barnes makes 2-pt jump shot from 17 ft,73,96
311,4,9:33.0,W. Barton misses 2-pt jump shot from 14 ft,,73,96
312,4,9:32.0,,Defensive rebound by J. Anderson,73,96
313,4,9:10.0,,Personal foul by J. Hernangómez,73,96
314,4,9:10.0,,W. Matthews enters the game for D. Williams,73,96
315,4,8:56.0,,Turnover by Team (shot clock),73,96
316,4,8:56.0,Official timeout,,73,96
317,4,8:43.0,J. Nelson misses 2-pt layup from 1 ft,,73,96
318,4,8:42.0,Offensive rebound by N. Jokić,,73,96
319,4,8:42.0,N. Jokić misses 2-pt layup from 1 ft,,73,96
320,4,8:41.0,Offensive rebound by J. Nelson,,73,96
321,4,8:36.0,J. Nelson misses 3-pt jump shot from 24 ft,,73,96
322,4,8:35.0,Offensive rebound by N. Jokić,,73,96
323,4,8:31.0,J. Murray misses 3-pt jump shot from 24 ft,,73,96
324,4,8:31.0,Offensive rebound by J. Hernangómez,,73,96
325,4,8:29.0,J. Hernangómez makes 2-pt layup from 1 ft,,75,96
326,4,8:13.0,,Personal foul by J. Nelson (drawn by J. Anderson),75,96
327,4,8:13.0,,S. Mejri enters the game for D. Powell,75,96
328,4,8:01.0,,S. Curry makes 3-pt jump shot from 25 ft,75,99
329,4,7:51.0,,Violation by J. Anderson (def goaltending),75,99
330,4,7:51.0,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Murray),,77,99
331,4,7:27.0,,J. Anderson misses 2-pt jump shot from 8 ft,77,99
332,4,7:26.0,Defensive rebound by J. Murray,,77,99
333,4,7:21.0,,Violation by W. Matthews (kicked ball),77,99
334,4,7:12.0,N. Jokić makes 2-pt jump shot from 22 ft,,79,99
335,4,6:57.0,,W. Matthews misses 3-pt jump shot from 24 ft,79,99
336,4,6:56.0,Defensive rebound by J. Hernangómez,,79,99
337,4,6:42.0,J. Nelson misses 3-pt jump shot from 23 ft,,79,99
338,4,6:41.0,,Defensive rebound by W. Matthews,79,99
339,4,6:34.0,,W. Matthews makes 2-pt jump shot from 15 ft,79,101
340,4,6:21.0,E. Mudiay enters the game for J. Nelson,,79,101
341,4,6:21.0,,D. Finney-Smith enters the game for H. Barnes,79,101
342,4,6:17.0,Shooting foul by S. Mejri (drawn by N. Jokić),,79,101
343,4,6:17.0,N. Jokić makes free throw 1 of 2,,80,101
344,4,6:17.0,,D. Williams enters the game for S. Curry,80,101
345,4,6:17.0,N. Jokić makes free throw 2 of 2,,81,101
346,4,6:00.0,,J. Anderson misses 3-pt jump shot from 25 ft,81,101
347,4,5:59.0,,Offensive rebound by S. Mejri,81,101
348,4,5:52.0,,Dallas full timeout,81,101
349,4,5:37.0,,W. Matthews misses 3-pt jump shot from 25 ft,81,101
350,4,5:36.0,,Offensive rebound by S. Mejri,81,101
351,4,5:36.0,,S. Mejri makes 2-pt dunk at rim,81,103
352,4,5:19.0,J. Murray misses 3-pt jump shot from 25 ft,,81,103
353,4,5:18.0,,Defensive rebound by S. Mejri,81,103
354,4,5:01.0,,Turnover by D. Williams (bad pass; steal by J. Hernangómez),81,103
355,4,4:56.0,J. Murray misses 2-pt layup from 3 ft,,81,103
356,4,4:55.0,,Defensive rebound by D. Finney-Smith,81,103
357,4,4:31.0,,D. Williams makes 2-pt jump shot from 12 ft,81,105
358,4,4:20.0,W. Barton misses 3-pt jump shot from 26 ft,,81,105
359,4,4:19.0,,Defensive rebound by J. Anderson,81,105
360,4,4:15.0,,Dallas full timeout,81,105
361,4,4:15.0,,S. Curry enters the game for D. Williams,81,105
362,4,4:00.0,,S. Curry makes 2-pt jump shot from 8 ft,81,107
363,4,3:45.0,Turnover by N. Jokić (bad pass),,81,107
364,4,3:45.0,,N. Brussino enters the game for W. Matthews,81,107
365,4,3:29.0,,J. Anderson makes 2-pt dunk at rim (assist by D. Finney-Smith),81,109
366,4,3:29.0,Denver full timeout,,81,109
367,4,3:29.0,,J. Gibson enters the game for S. Mejri,81,109
368,4,3:29.0,,A. Hammons enters the game for S. Curry,81,109
369,4,3:29.0,A. Gee enters the game for W. Barton,,81,109
370,4,3:13.0,J. Murray makes 2-pt layup from 1 ft (assist by E. Mudiay),,83,109
371,4,2:46.0,,D. Finney-Smith misses 2-pt jump shot from 6 ft (block by J. Hernangómez),83,109
372,4,2:45.0,,Offensive rebound by D. Finney-Smith,83,109
373,4,2:45.0,,D. Finney-Smith misses 2-pt layup from 2 ft (block by N. Jokić),83,109
374,4,2:45.0,,Offensive rebound by Team,83,109
375,4,2:44.0,,Turnover by Team (shot clock),83,109
376,4,2:31.0,J. Hernangómez misses 3-pt jump shot from 24 ft,,83,109
377,4,2:30.0,Offensive rebound by A. Gee,,83,109
378,4,2:15.0,N. Jokić misses 2-pt jump shot from 6 ft,,83,109
379,4,2:13.0,,Defensive rebound by D. Finney-Smith,83,109
380,4,2:02.0,,Turnover by J. Anderson (bad pass),83,109
381,4,1:50.0,J. Murray misses 3-pt jump shot from 25 ft,,83,109
382,4,1:49.0,Offensive rebound by J. Hernangómez,,83,109
