,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MILWAUKEE_ACTION,LA LAKERS_SCORE,MILWAUKEE_SCORE
47,1,5:27.0,,T. Snell misses 2-pt jump shot from 22 ft,26,14
48,1,5:25.0,Defensive rebound by T. Black,,26,14
49,1,5:13.0,D. Russell makes 3-pt jump shot from 28 ft (assist by N. Young),,29,14
50,1,5:13.0,,Milwaukee full timeout,29,14
51,1,5:13.0,,M. Brogdon enters the game for J. Henson,29,14
52,1,5:13.0,,G. Monroe enters the game for M. Dellavedova,29,14
53,1,5:13.0,L. Deng enters the game for B. Ingram,,29,14
54,1,4:57.0,,G. Monroe misses 2-pt hook shot from 6 ft,29,14
55,1,4:56.0,Defensive rebound by T. Black,,29,14
56,1,4:44.0,Turnover by J. Randle (traveling),,29,14
57,1,4:34.0,,M. Brogdon makes 2-pt jump shot from 18 ft (assist by G. Monroe),29,16
58,1,4:22.0,T. Black misses 2-pt jump shot from 15 ft,,29,16
59,1,4:21.0,,Defensive rebound by T. Snell,29,16
60,1,4:07.0,,G. Monroe makes 2-pt layup at rim (assist by G. Antetokounmpo),29,18
61,1,3:55.0,Turnover by J. Randle (bad pass; steal by T. Snell),,29,18
62,1,3:54.0,,T. Snell makes 2-pt layup from 1 ft,29,20
63,1,3:54.0,,Shooting foul by N. Young (drawn by T. Snell),29,20
64,1,3:54.0,LA Lakers full timeout,,29,20
65,1,3:54.0,,J. Terry enters the game for M. Brogdon,29,20
66,1,3:54.0,,M. Brogdon enters the game for J. Terry,29,20
67,1,3:54.0,L. Deng enters the game for J. Randle,,29,20
68,1,3:54.0,L. Nance enters the game for T. Black,,29,20
69,1,3:54.0,I. Zubac enters the game for N. Young,,29,20
70,1,3:54.0,L. Williams enters the game for D. Russell,,29,20
71,1,3:54.0,J. Clarkson enters the game for L. Deng,,29,20
72,1,3:54.0,,T. Snell makes free throw 1 of 1,29,21
73,1,3:35.0,I. Zubac makes 2-pt layup at rim (assist by J. Clarkson),,31,21
74,1,3:35.0,Shooting foul by M. Brogdon (drawn by I. Zubac),,31,21
75,1,3:35.0,,J. Terry enters the game for T. Snell,31,21
76,1,3:35.0,I. Zubac makes free throw 1 of 1,,32,21
77,1,3:20.0,,Turnover by M. Brogdon (bad pass; steal by J. Clarkson),32,21
78,1,3:09.0,I. Zubac makes 2-pt jump shot from 4 ft (assist by J. Clarkson),,34,21
79,1,2:53.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Terry),34,24
80,1,2:42.0,I. Zubac makes 2-pt layup from 4 ft (assist by L. Williams),,36,24
81,1,2:29.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),36,26
82,1,2:02.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by I. Zubac),,39,26
83,1,1:49.0,,Turnover by J. Terry (bad pass),39,26
84,1,1:33.0,J. Clarkson makes 2-pt jump shot from 13 ft,,41,26
85,1,1:19.0,,K. Middleton misses 2-pt layup from 1 ft,41,26
86,1,1:17.0,Defensive rebound by I. Zubac,,41,26
87,1,1:13.0,Shooting foul by G. Monroe (drawn by L. Williams),,41,26
88,1,1:13.0,L. Williams misses free throw 1 of 2,,41,26
89,1,1:13.0,Offensive rebound by Team,,41,26
90,1,1:13.0,L. Williams makes free throw 2 of 2,,42,26
91,1,1:00.0,,K. Middleton misses 3-pt jump shot from 25 ft,42,26
92,1,0:58.0,Defensive rebound by L. Deng,,42,26
93,1,0:54.0,L. Williams misses 2-pt layup from 3 ft (block by G. Antetokounmpo),,42,26
94,1,0:54.0,Offensive rebound by L. Nance,,42,26
95,1,0:51.0,L. Nance makes 2-pt dunk at rim,,44,26
96,1,0:38.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft,44,28
97,1,0:31.0,L. Williams makes 3-pt jump shot from 28 ft,,47,28
98,1,0:07.0,,M. Brogdon makes 2-pt jump shot from 19 ft (assist by K. Middleton),47,30
99,2,11:43.0,,M. Beasley makes 2-pt jump shot from 7 ft (assist by G. Monroe),47,32
100,2,11:27.0,Personal foul by J. Terry,,47,32
101,2,11:16.0,L. Deng misses 2-pt layup from 2 ft (block by J. Terry),,47,32
102,2,11:16.0,Offensive rebound by Team,,47,32
103,2,11:13.0,J. Clarkson misses 2-pt jump shot from 13 ft,,47,32
104,2,11:11.0,,Defensive rebound by M. Beasley,47,32
105,2,10:59.0,,G. Monroe makes 2-pt hook shot from 4 ft,47,34
106,2,10:43.0,Shooting foul by J. Terry (drawn by L. Nance),,47,34
107,2,10:43.0,L. Nance makes free throw 1 of 2,,48,34
108,2,10:43.0,L. Nance makes free throw 2 of 2,,49,34
109,2,10:22.0,,M. Beasley makes 2-pt jump shot from 14 ft (assist by M. Brogdon),49,36
110,2,10:11.0,Shooting foul by G. Monroe (drawn by L. Nance),,49,36
111,2,10:11.0,L. Nance makes free throw 1 of 2,,50,36
112,2,10:11.0,L. Nance makes free throw 2 of 2,,51,36
113,2,9:49.0,,Shooting foul by L. Nance (drawn by M. Beasley),51,36
114,2,9:49.0,,M. Beasley makes free throw 1 of 2,51,37
115,2,9:49.0,,M. Beasley misses free throw 2 of 2,51,37
116,2,9:48.0,Defensive rebound by I. Zubac,,51,37
117,2,9:40.0,L. Williams makes 2-pt layup at rim (assist by J. Clarkson),,53,37
118,2,9:27.0,,M. Brogdon makes 2-pt layup from 3 ft,53,39
119,2,9:15.0,I. Zubac makes 2-pt layup from 1 ft (assist by L. Williams),,55,39
120,2,9:00.0,,M. Brogdon makes 2-pt jump shot from 19 ft (assist by G. Monroe),55,41
121,2,8:50.0,Personal foul by M. Teletović (drawn by I. Zubac),,55,41
122,2,8:50.0,Official timeout,,55,41
123,2,8:50.0,,J. Henson enters the game for G. Monroe,55,41
124,2,8:42.0,L. Williams misses 3-pt jump shot from 27 ft,,55,41
125,2,8:41.0,,Defensive rebound by M. Brogdon,55,41
126,2,8:36.0,,Turnover by M. Teletović (lost ball),55,41
127,2,8:21.0,Personal foul by J. Terry (drawn by L. Nance),,55,41
128,2,8:21.0,L. Nance makes free throw 1 of 2,,56,41
129,2,8:21.0,,M. Dellavedova enters the game for J. Terry,56,41
130,2,8:21.0,L. Nance makes free throw 2 of 2,,57,41
131,2,8:11.0,,Turnover by M. Brogdon (bad pass; steal by L. Williams),57,41
132,2,8:04.0,J. Clarkson misses 3-pt jump shot from 27 ft,,57,41
133,2,8:03.0,,Defensive rebound by M. Dellavedova,57,41
134,2,8:00.0,,M. Beasley makes 2-pt jump shot from 11 ft (assist by M. Dellavedova),57,43
135,2,8:00.0,,Shooting foul by J. Clarkson (drawn by M. Beasley),57,43
136,2,8:00.0,,M. Beasley makes free throw 1 of 1,57,44
137,2,7:45.0,Turnover by I. Zubac (bad pass; steal by M. Teletović),,57,44
138,2,7:34.0,,M. Teletović misses 3-pt jump shot from 28 ft,57,44
139,2,7:33.0,Defensive rebound by I. Zubac,,57,44
140,2,7:22.0,I. Zubac makes 2-pt layup from 1 ft (assist by L. Nance),,59,44
141,2,7:10.0,,Personal foul by I. Zubac (drawn by J. Henson),59,44
142,2,7:03.0,,M. Teletović misses 3-pt jump shot from 30 ft,59,44
143,2,7:02.0,,Offensive rebound by Team,59,44
144,2,7:02.0,Loose ball foul by I. Zubac (drawn by J. Henson),,59,44
145,2,6:57.0,Violation by I. Zubac (def goaltending),,59,44
146,2,6:57.0,,M. Dellavedova makes 2-pt jump shot from 5 ft,59,46
147,2,6:57.0,,Shooting foul by J. Clarkson (drawn by M. Dellavedova),59,46
148,2,6:57.0,,M. Dellavedova makes free throw 1 of 1,59,47
149,2,6:44.0,Turnover by J. Clarkson (bad pass; steal by M. Dellavedova),,59,47
150,2,6:26.0,,M. Beasley misses 3-pt jump shot from 23 ft,59,47
151,2,6:24.0,Defensive rebound by L. Williams,,59,47
152,2,6:15.0,L. Deng misses 3-pt jump shot from 23 ft,,59,47
153,2,6:10.0,,Defensive rebound by M. Beasley,59,47
154,2,6:01.0,,M. Brogdon misses 3-pt jump shot from 26 ft,59,47
155,2,6:00.0,Defensive rebound by L. Deng,,59,47
156,2,5:48.0,L. Williams makes 3-pt jump shot from 23 ft (assist by L. Nance),,62,47
157,2,5:35.0,,Turnover by M. Dellavedova (bad pass; steal by L. Nance),62,47
158,2,5:33.0,L. Williams makes 2-pt dunk at rim (assist by J. Clarkson),,64,47
159,2,5:33.0,,Milwaukee full timeout,64,47
160,2,5:33.0,J. Randle enters the game for L. Deng,,64,47
161,2,5:33.0,D. Russell enters the game for J. Clarkson,,64,47
162,2,5:33.0,T. Black enters the game for L. Nance,,64,47
163,2,5:33.0,N. Young enters the game for L. Williams,,64,47
164,2,5:33.0,B. Ingram enters the game for I. Zubac,,64,47
165,2,5:33.0,,T. Snell enters the game for M. Brogdon,64,47
166,2,5:33.0,,G. Antetokounmpo enters the game for M. Teletović,64,47
167,2,5:19.0,,M. Beasley makes 2-pt layup from 3 ft,64,49
168,2,4:56.0,D. Russell makes 3-pt jump shot from 24 ft (assist by T. Black),,67,49
169,2,4:41.0,,M. Beasley misses 2-pt jump shot from 9 ft,67,49
170,2,4:41.0,Defensive rebound by Team,,67,49
171,2,4:17.0,Turnover by Team (shot clock),,67,49
172,2,4:07.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,67,49
173,2,4:05.0,,Offensive rebound by M. Beasley,67,49
174,2,4:05.0,,M. Beasley makes 2-pt dunk at rim,67,51
175,2,3:50.0,Offensive foul by T. Black (drawn by J. Henson),,67,51
176,2,3:50.0,Turnover by T. Black (offensive foul),,67,51
177,2,3:36.0,,Turnover by M. Beasley (bad pass; steal by T. Black),67,51
178,2,3:31.0,Turnover by N. Young (bad pass),,67,51
179,2,3:31.0,,Turnover by M. Dellavedova (bad pass),67,51
180,2,3:12.0,D. Russell misses 3-pt jump shot from 26 ft,,67,51
181,2,3:10.0,Offensive rebound by T. Black,,67,51
182,2,3:08.0,T. Black makes 2-pt dunk at rim,,69,51
183,2,2:55.0,,Personal foul by B. Ingram (drawn by G. Antetokounmpo),69,51
184,2,2:55.0,LA Lakers full timeout,,69,51
185,2,2:55.0,,G. Antetokounmpo makes free throw 1 of 2,69,52
186,2,2:55.0,,K. Middleton enters the game for M. Dellavedova,69,51
187,2,2:55.0,,G. Antetokounmpo makes free throw 2 of 2,69,53
188,2,2:31.0,J. Randle misses 2-pt jump shot from 6 ft,,69,53
189,2,2:29.0,Offensive rebound by Team,,69,53
190,2,2:15.0,D. Russell makes 3-pt jump shot from 27 ft,,72,53
191,2,1:57.0,,Turnover by M. Beasley (lost ball; steal by N. Young),72,53
192,2,1:45.0,Shooting foul by M. Beasley (drawn by J. Randle),,72,53
193,2,1:45.0,J. Randle misses free throw 1 of 2,,72,53
194,2,1:45.0,Offensive rebound by Team,,72,53
195,2,1:45.0,J. Randle misses free throw 2 of 2,,72,53
196,2,1:44.0,,Defensive rebound by J. Henson,72,53
197,2,1:33.0,,T. Snell misses 3-pt jump shot from 26 ft,72,53
198,2,1:32.0,Defensive rebound by J. Randle,,72,53
199,2,1:21.0,N. Young makes 3-pt jump shot from 27 ft (assist by D. Russell),,75,53
200,2,1:21.0,Shooting foul by M. Beasley (drawn by N. Young),,75,53
201,2,1:21.0,N. Young makes free throw 1 of 1,,76,53
202,2,1:03.0,,Shooting foul by B. Ingram (drawn by G. Antetokounmpo),76,53
203,2,1:03.0,,G. Antetokounmpo makes free throw 1 of 2,76,54
204,2,1:03.0,L. Deng enters the game for B. Ingram,,76,54
205,2,1:03.0,,G. Antetokounmpo makes free throw 2 of 2,76,55
206,2,0:44.0,Turnover by T. Black (bad pass),,76,55
207,2,0:30.0,,Turnover by K. Middleton (lost ball),76,55
208,2,0:30.0,LA Lakers full timeout,,76,55
209,2,0:16.0,D. Russell misses 3-pt jump shot from 28 ft,,76,55
210,2,0:15.0,,Defensive rebound by J. Henson,76,55
211,2,0:01.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,76,55
212,2,0:00.0,Defensive rebound by L. Deng,,76,55
213,3,11:44.0,,M. Dellavedova makes 2-pt hook shot from 8 ft (assist by M. Beasley),76,57
214,3,11:43.0,LA Lakers full timeout,,76,57
215,3,11:25.0,N. Young makes 2-pt jump shot from 15 ft (assist by D. Russell),,78,57
216,3,11:11.0,,Turnover by G. Monroe (bad pass; steal by N. Young),78,57
217,3,10:59.0,N. Young makes 3-pt jump shot from 25 ft,,81,57
218,3,10:45.0,,G. Monroe misses 2-pt jump shot from 5 ft (block by T. Black),81,57
219,3,10:43.0,Defensive rebound by J. Randle,,81,57
220,3,10:38.0,J. Randle misses 2-pt layup from 1 ft,,81,57
221,3,10:36.0,,Defensive rebound by G. Antetokounmpo,81,57
222,3,10:31.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,81,57
223,3,10:31.0,,Offensive rebound by Team,81,57
224,3,10:25.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,81,57
225,3,10:22.0,Defensive rebound by J. Randle,,81,57
226,3,10:10.0,N. Young makes 3-pt jump shot from 25 ft,,84,57
227,3,9:53.0,,Shooting foul by J. Randle (drawn by G. Monroe),84,57
228,3,9:53.0,,G. Monroe makes free throw 1 of 2,84,58
229,3,9:53.0,L. Deng enters the game for B. Ingram,,84,58
230,3,9:53.0,,G. Monroe makes free throw 2 of 2,84,59
231,3,9:40.0,N. Young misses 3-pt jump shot from 24 ft,,84,59
232,3,9:39.0,,Defensive rebound by G. Antetokounmpo,84,59
233,3,9:28.0,,M. Beasley misses 3-pt jump shot from 22 ft,84,59
234,3,9:26.0,Defensive rebound by J. Randle,,84,59
235,3,9:17.0,Shooting foul by G. Monroe (drawn by T. Black),,84,59
236,3,9:17.0,T. Black makes free throw 1 of 2,,85,59
237,3,9:17.0,T. Black misses free throw 2 of 2,,85,59
238,3,9:17.0,B. Ingram enters the game for L. Deng,,85,59
239,3,9:16.0,,Defensive rebound by G. Monroe,85,59
240,3,8:58.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Randle),85,59
241,3,8:51.0,Personal foul by T. Snell (drawn by N. Young),,85,59
242,3,8:37.0,Turnover by J. Randle (bad pass; steal by G. Antetokounmpo),,85,59
243,3,8:34.0,,Shooting foul by J. Randle (drawn by G. Antetokounmpo),85,59
244,3,8:34.0,,G. Antetokounmpo makes free throw 1 of 2,85,60
245,3,8:34.0,,G. Antetokounmpo makes free throw 2 of 2,85,61
246,3,8:16.0,J. Randle makes 2-pt jump shot from 10 ft (assist by T. Black),,87,61
247,3,8:04.0,,M. Beasley makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),87,64
248,3,7:45.0,Turnover by B. Ingram (bad pass; steal by G. Monroe),,87,64
249,3,7:38.0,,Turnover by M. Beasley (traveling),87,64
250,3,7:22.0,J. Randle misses 2-pt jump shot from 6 ft,,87,64
251,3,7:21.0,,Defensive rebound by T. Snell,87,64
252,3,7:11.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,87,64
253,3,7:09.0,,Offensive rebound by Team,87,64
254,3,6:51.0,,G. Monroe misses 2-pt jump shot from 6 ft,87,64
255,3,6:51.0,Defensive rebound by D. Russell,,87,64
256,3,6:51.0,Personal foul by G. Monroe (drawn by T. Black),,87,64
257,3,6:39.0,T. Black misses 2-pt jump shot from 3 ft (block by M. Beasley),,87,64
258,3,6:37.0,Offensive rebound by N. Young,,87,64
259,3,6:35.0,N. Young misses 3-pt jump shot from 26 ft,,87,64
260,3,6:33.0,,Defensive rebound by G. Antetokounmpo,87,64
261,3,6:20.0,,G. Antetokounmpo makes 2-pt hook shot from 6 ft,87,66
262,3,6:04.0,Turnover by T. Black (bad pass),,87,66
263,3,6:04.0,,K. Middleton enters the game for M. Dellavedova,87,66
264,3,6:04.0,L. Nance enters the game for J. Randle,,87,66
265,3,6:04.0,I. Zubac enters the game for T. Black,,87,66
266,3,5:59.0,,Shooting foul by B. Ingram (drawn by G. Antetokounmpo),87,66
267,3,5:59.0,,Milwaukee full timeout,87,66
268,3,5:59.0,,G. Antetokounmpo makes free throw 1 of 2,87,67
269,3,5:59.0,,T. Maker enters the game for G. Monroe,87,66
270,3,5:59.0,,M. Teletović enters the game for M. Beasley,87,66
271,3,5:59.0,J. Clarkson enters the game for D. Russell,,87,66
272,3,5:59.0,,G. Antetokounmpo misses free throw 2 of 2,87,67
273,3,5:57.0,Defensive rebound by B. Ingram,,87,67
274,3,5:42.0,J. Clarkson misses 2-pt jump shot from 6 ft,,87,67
275,3,5:41.0,,Defensive rebound by M. Teletović,87,67
276,3,5:29.0,,K. Middleton misses 2-pt jump shot from 15 ft,87,67
277,3,5:27.0,Defensive rebound by I. Zubac,,87,67
278,3,5:12.0,I. Zubac makes 2-pt hook shot from 3 ft,,89,67
279,3,4:53.0,,M. Teletović misses 2-pt jump shot from 12 ft,89,67
280,3,4:52.0,Defensive rebound by N. Young,,89,67
281,3,4:29.0,J. Clarkson makes 3-pt jump shot from 26 ft,,92,67
282,3,4:10.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by T. Maker),92,69
283,3,3:50.0,N. Young misses 3-pt jump shot from 23 ft,,92,69
284,3,3:50.0,,Defensive rebound by T. Maker,92,69
285,3,3:50.0,Offensive foul by N. Young (drawn by K. Middleton),,92,69
286,3,3:49.0,L. Deng enters the game for B. Ingram,,92,69
287,3,3:49.0,L. Williams enters the game for N. Young,,92,69
288,3,3:39.0,,M. Teletović misses 3-pt jump shot from 26 ft,92,69
289,3,3:37.0,Defensive rebound by I. Zubac,,92,69
290,3,3:33.0,Turnover by I. Zubac (bad pass; steal by K. Middleton),,92,69
291,3,3:30.0,,K. Middleton makes 2-pt layup at rim,92,71
292,3,3:11.0,Personal block foul by K. Middleton (drawn by J. Clarkson),,92,71
293,3,3:11.0,,M. Brogdon enters the game for T. Snell,92,71
294,3,2:58.0,L. Williams makes 3-pt jump shot from 25 ft,,95,71
295,3,2:39.0,,T. Maker makes 2-pt dunk at rim (assist by M. Teletović),95,73
296,3,2:30.0,Shooting foul by T. Maker (drawn by L. Williams),,95,73
297,3,2:30.0,LA Lakers full timeout,,95,73
298,3,2:30.0,L. Williams makes free throw 1 of 3,,96,73
299,3,2:30.0,L. Williams makes free throw 2 of 3,,97,73
300,3,2:30.0,L. Williams makes free throw 3 of 3,,98,73
301,3,2:04.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by K. Middleton),98,76
302,3,1:45.0,I. Zubac misses 2-pt layup from 2 ft,,98,76
303,3,1:43.0,,Defensive rebound by T. Maker,98,76
304,3,1:40.0,,G. Antetokounmpo makes 2-pt jump shot from 2 ft (assist by K. Middleton),98,78
305,3,1:27.0,Turnover by L. Williams (bad pass; steal by M. Brogdon),,98,78
306,3,1:23.0,,Shooting foul by I. Zubac (drawn by G. Antetokounmpo),98,78
307,3,1:23.0,,G. Antetokounmpo makes free throw 1 of 2,98,79
308,3,1:23.0,,G. Antetokounmpo makes free throw 2 of 2,98,80
309,3,1:13.0,Personal foul by K. Middleton,,98,80
310,3,1:13.0,L. Williams makes free throw 1 of 2,,99,80
311,3,1:13.0,L. Williams makes free throw 2 of 2,,100,80
312,3,0:59.0,,T. Maker makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),100,83
313,3,0:45.0,J. Clarkson makes 3-pt jump shot from 31 ft (assist by I. Zubac),,103,83
314,3,0:38.0,,Personal foul by J. Clarkson (drawn by K. Middleton),103,83
315,3,0:38.0,,K. Middleton misses free throw 1 of 2,103,83
316,3,0:38.0,,Offensive rebound by Team,103,83
317,3,0:38.0,,K. Middleton makes free throw 2 of 2,103,84
318,3,0:31.0,Turnover by L. Williams (bad pass; steal by K. Middleton),,103,84
319,3,0:20.0,,M. Brogdon misses 3-pt jump shot from 23 ft,103,84
320,3,0:19.0,,Offensive rebound by G. Antetokounmpo,103,84
321,3,0:18.0,,Turnover by G. Antetokounmpo (lost ball),103,84
322,3,0:01.0,I. Zubac misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,103,84
323,3,0:00.0,,Defensive rebound by M. Brogdon,103,84
324,4,11:36.0,L. Deng misses 2-pt layup from 1 ft,,103,84
325,4,11:34.0,Offensive rebound by I. Zubac,,103,84
326,4,11:33.0,I. Zubac makes 2-pt layup from 1 ft,,105,84
327,4,11:18.0,,T. Maker misses 3-pt jump shot from 23 ft,105,84
328,4,11:16.0,Defensive rebound by L. Nance,,105,84
329,4,11:05.0,L. Williams misses 3-pt jump shot from 24 ft,,105,84
330,4,11:04.0,,Defensive rebound by K. Middleton,105,84
331,4,10:58.0,,K. Middleton misses 2-pt jump shot from 7 ft,105,84
332,4,10:57.0,,Offensive rebound by T. Maker,105,84
333,4,10:57.0,,T. Maker makes 2-pt layup from 1 ft,105,86
334,4,10:31.0,J. Clarkson misses 3-pt jump shot from 28 ft,,105,86
335,4,10:30.0,,Defensive rebound by T. Maker,105,86
336,4,10:13.0,,M. Brogdon misses 2-pt layup from 2 ft (block by I. Zubac),105,86
337,4,10:13.0,,Offensive rebound by Team,105,86
338,4,10:10.0,,K. Middleton misses 2-pt jump shot from 16 ft,105,86
339,4,10:09.0,Defensive rebound by L. Nance,,105,86
340,4,9:51.0,Turnover by L. Williams (lost ball; steal by K. Middleton),,105,86
341,4,9:47.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),105,88
342,4,9:47.0,LA Lakers full timeout,,105,88
343,4,9:26.0,I. Zubac misses 2-pt hook shot from 7 ft,,105,88
344,4,9:25.0,,Defensive rebound by G. Antetokounmpo,105,88
345,4,9:12.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by M. Brogdon),105,91
346,4,8:41.0,I. Zubac misses 2-pt jump shot from 16 ft,,105,91
347,4,8:40.0,,Defensive rebound by G. Antetokounmpo,105,91
348,4,8:32.0,,Shooting foul by J. Clarkson (drawn by G. Antetokounmpo),105,91
349,4,8:32.0,,G. Antetokounmpo makes free throw 1 of 2,105,92
350,4,8:32.0,,J. Terry enters the game for K. Middleton,105,92
351,4,8:32.0,,G. Antetokounmpo makes free throw 2 of 2,105,93
352,4,8:06.0,J. Clarkson misses 3-pt jump shot from 26 ft,,105,93
353,4,8:05.0,,Defensive rebound by T. Maker,105,93
354,4,7:54.0,,T. Maker misses 3-pt jump shot from 26 ft,105,93
355,4,7:53.0,Defensive rebound by L. Nance,,105,93
356,4,7:51.0,Personal foul by T. Maker (drawn by J. Clarkson),,105,93
357,4,7:51.0,B. Ingram enters the game for I. Zubac,,105,93
358,4,7:44.0,Personal foul by T. Maker (drawn by L. Nance),,105,93
359,4,7:31.0,L. Williams misses 2-pt layup from 2 ft,,105,93
360,4,7:29.0,,Defensive rebound by M. Teletović,105,93
361,4,7:23.0,,M. Teletović misses 3-pt jump shot from 24 ft,105,93
362,4,7:22.0,,Offensive rebound by J. Terry,105,93
363,4,7:18.0,,Turnover by G. Antetokounmpo (lost ball; steal by L. Deng),105,93
364,4,7:02.0,Turnover by L. Williams (bad pass; steal by G. Antetokounmpo),,105,93
365,4,6:59.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),105,95
366,4,6:59.0,,Shooting foul by L. Williams (drawn by M. Brogdon),105,95
367,4,6:59.0,D. Russell enters the game for L. Williams,,105,95
368,4,6:59.0,N. Young enters the game for J. Clarkson,,105,95
369,4,6:59.0,,M. Brogdon makes free throw 1 of 1,105,96
370,4,6:38.0,D. Russell misses 3-pt jump shot from 25 ft,,105,96
371,4,6:37.0,,Defensive rebound by M. Teletović,105,96
372,4,6:29.0,,M. Brogdon makes 2-pt layup from 1 ft,105,98
373,4,6:28.0,LA Lakers full timeout,,105,98
374,4,6:28.0,J. Randle enters the game for B. Ingram,,105,98
375,4,6:12.0,Personal foul by J. Terry (drawn by N. Young),,105,98
376,4,6:06.0,J. Randle makes 2-pt dunk at rim (assist by L. Nance),,107,98
377,4,5:42.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,107,98
378,4,5:41.0,Defensive rebound by J. Randle,,107,98
379,4,5:29.0,,Violation by M. Brogdon (kicked ball),107,98
