,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,UTAH_ACTION,CLEVELAND_SCORE,UTAH_SCORE
43,1,5:24.0,,D. Favors makes 2-pt jump shot from 18 ft (assist by G. Hill),19,17
44,1,5:05.0,K. Irving misses 2-pt jump shot from 9 ft,,19,17
45,1,5:05.0,,Defensive rebound by R. Gobert,19,17
46,1,4:49.0,,D. Favors makes 2-pt hook shot from 7 ft,19,19
47,1,4:36.0,K. Love misses 3-pt jump shot from 25 ft,,19,19
48,1,4:35.0,Offensive rebound by T. Thompson,,19,19
49,1,4:32.0,T. Thompson makes 2-pt dunk at rim,,21,19
50,1,4:17.0,,R. Gobert misses 2-pt layup from 3 ft (block by D. Liggins),21,19
51,1,4:17.0,,Offensive rebound by D. Favors,21,19
52,1,4:15.0,,D. Favors makes 2-pt layup from 1 ft,21,21
53,1,4:06.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,23,21
54,1,3:43.0,,G. Hill misses 2-pt jump shot from 22 ft,23,21
55,1,3:43.0,Defensive rebound by L. James,,23,21
56,1,3:37.0,D. Liggins misses 3-pt jump shot from 25 ft,,23,21
57,1,3:36.0,,Defensive rebound by R. Gobert,23,21
58,1,3:25.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by G. Hayward),23,24
59,1,3:10.0,Offensive foul by T. Thompson (drawn by G. Hill),,23,24
60,1,3:10.0,Turnover by T. Thompson (offensive foul),,23,24
61,1,3:10.0,,Utah full timeout,23,24
62,1,3:10.0,I. Shumpert enters the game for T. Thompson,,23,24
63,1,3:10.0,C. Frye enters the game for D. Liggins,,23,24
64,1,3:10.0,,S. Mack enters the game for G. Hill,23,24
65,1,3:10.0,,J. Ingles enters the game for R. Hood,23,24
66,1,3:10.0,,T. Lyles enters the game for D. Favors,23,24
67,1,3:10.0,,Violation by Team (jump ball),23,24
68,1,2:59.0,,G. Hayward misses 3-pt jump shot from 25 ft,23,24
69,1,2:58.0,Defensive rebound by K. Love,,23,24
70,1,2:47.0,K. Irving misses 2-pt jump shot from 6 ft,,23,24
71,1,2:47.0,Offensive rebound by I. Shumpert,,23,24
72,1,2:43.0,C. Frye misses 3-pt jump shot from 25 ft,,23,24
73,1,2:43.0,,Defensive rebound by G. Hayward,23,24
74,1,2:31.0,,T. Lyles misses 3-pt jump shot from 23 ft,23,24
75,1,2:31.0,,Offensive rebound by T. Lyles,23,24
76,1,2:24.0,,Turnover by S. Mack (bad pass; steal by L. James),23,24
77,1,2:20.0,L. James misses 2-pt layup from 3 ft,,23,24
78,1,2:19.0,,Defensive rebound by G. Hayward,23,24
79,1,2:13.0,,G. Hayward makes 2-pt layup from 2 ft (assist by J. Ingles),23,26
80,1,2:09.0,L. James makes 2-pt layup from 2 ft (assist by K. Love),,25,26
81,1,2:09.0,Shooting foul by S. Mack (drawn by L. James),,25,26
82,1,2:09.0,Technical foul by L. James,,25,26
83,1,2:09.0,,G. Hayward makes technical free throw,25,27
84,1,2:09.0,L. James misses free throw 1 of 1,,25,27
85,1,2:09.0,,J. Johnson enters the game for G. Hayward,25,27
86,1,2:09.0,K. Korver enters the game for K. Irving,,25,27
87,1,2:08.0,,Defensive rebound by R. Gobert,25,27
88,1,1:46.0,,T. Lyles makes 2-pt jump shot from 11 ft,25,29
89,1,1:19.0,K. Korver misses 2-pt jump shot from 21 ft,,25,29
90,1,1:19.0,Offensive rebound by Team,,25,29
91,1,1:19.0,Turnover by Team (shot clock),,25,29
92,1,1:19.0,K. Felder enters the game for L. James,,25,29
93,1,1:00.0,,J. Johnson misses 3-pt jump shot from 28 ft,25,29
94,1,0:59.0,Defensive rebound by K. Love,,25,29
95,1,0:47.0,K. Love misses 2-pt jump shot from 8 ft,,25,29
96,1,0:47.0,,Defensive rebound by R. Gobert,25,29
97,1,0:47.0,,Offensive foul by R. Gobert (drawn by K. Love),25,29
98,1,0:47.0,,Turnover by R. Gobert (offensive foul),25,29
99,1,0:47.0,,D. Favors enters the game for R. Gobert,25,29
100,1,0:43.0,K. Korver makes 2-pt jump shot from 20 ft (assist by K. Felder),,27,29
101,1,0:35.0,,Personal foul by I. Shumpert (drawn by J. Johnson),27,29
102,1,0:32.0,,Personal foul by I. Shumpert (drawn by D. Favors),27,29
103,1,0:32.0,,D. Favors misses free throw 1 of 2,27,29
104,1,0:32.0,,Offensive rebound by Team,27,29
105,1,0:32.0,,D. Favors misses free throw 2 of 2,27,29
106,1,0:31.0,Defensive rebound by C. Frye,,27,29
107,1,0:17.0,Shooting foul by D. Favors (drawn by C. Frye),,27,29
108,1,0:17.0,C. Frye makes free throw 1 of 2,,28,29
109,1,0:17.0,R. Jefferson enters the game for I. Shumpert,,28,29
110,1,0:17.0,C. Frye makes free throw 2 of 2,,29,29
111,1,0:02.0,,J. Johnson misses 3-pt jump shot from 24 ft,29,29
112,1,0:01.0,,Offensive rebound by T. Lyles,29,29
113,1,0:00.0,,T. Lyles misses 2-pt jump shot from 7 ft,29,29
114,1,0:00.0,,Offensive rebound by Team,29,29
115,2,11:51.0,Offensive foul by C. Frye (drawn by J. Ingles),,29,29
116,2,11:51.0,Turnover by C. Frye (offensive foul),,29,29
117,2,11:37.0,,J. Ingles misses 3-pt jump shot from 25 ft,29,29
118,2,11:37.0,,Offensive rebound by J. Johnson,29,29
119,2,11:37.0,,Shooting foul by R. Jefferson (drawn by J. Johnson),29,29
120,2,11:37.0,,J. Johnson misses free throw 1 of 2,29,29
121,2,11:37.0,,Offensive rebound by Team,29,29
122,2,11:37.0,,J. Johnson makes free throw 2 of 2,29,30
123,2,11:23.0,K. Korver misses 2-pt jump shot from 22 ft,,29,30
124,2,11:23.0,Offensive rebound by R. Jefferson,,29,30
125,2,11:09.0,K. Felder makes 2-pt layup from 1 ft,,31,30
126,2,10:51.0,,S. Mack misses 3-pt jump shot from 25 ft,31,30
127,2,10:50.0,Defensive rebound by T. Thompson,,31,30
128,2,10:43.0,K. Felder makes 2-pt layup from 1 ft,,33,30
129,2,10:21.0,,T. Lyles misses 3-pt jump shot from 25 ft,33,30
130,2,10:21.0,Defensive rebound by K. Korver,,33,30
131,2,10:10.0,R. Jefferson misses 2-pt jump shot from 23 ft,,33,30
132,2,10:09.0,Offensive rebound by T. Thompson,,33,30
133,2,10:06.0,T. Thompson misses 2-pt layup from 2 ft (block by D. Favors),,33,30
134,2,10:05.0,,Defensive rebound by S. Mack,33,30
135,2,9:58.0,,T. Lyles misses 3-pt jump shot from 25 ft,33,30
136,2,9:57.0,Defensive rebound by Team,,33,30
137,2,9:57.0,,R. Hood enters the game for J. Ingles,33,30
138,2,9:41.0,R. Jefferson misses 3-pt jump shot from 25 ft,,33,30
139,2,9:40.0,,Defensive rebound by T. Lyles,33,30
140,2,9:25.0,,T. Lyles misses 3-pt jump shot from 25 ft,33,30
141,2,9:24.0,Defensive rebound by K. Korver,,33,30
142,2,9:14.0,Turnover by R. Jefferson (bad pass; steal by D. Favors),,33,30
143,2,9:08.0,,R. Hood misses 2-pt jump shot from 5 ft,33,30
144,2,9:07.0,,Offensive rebound by T. Lyles,33,30
145,2,9:05.0,,T. Lyles makes 2-pt layup from 2 ft,33,32
146,2,8:50.0,K. Felder misses 2-pt jump shot from 6 ft,,33,32
147,2,8:50.0,Offensive rebound by Team,,33,32
148,2,8:50.0,Personal foul by S. Mack (drawn by T. Thompson),,33,32
149,2,8:50.0,Official timeout,,33,32
150,2,8:50.0,K. Irving enters the game for K. Felder,,33,32
151,2,8:50.0,,G. Hill enters the game for S. Mack,33,32
152,2,8:50.0,,B. Diaw enters the game for T. Lyles,33,32
153,2,8:35.0,Turnover by K. Irving (lost ball),,33,32
154,2,8:19.0,,Turnover by J. Johnson (traveling),33,32
155,2,8:03.0,T. Thompson misses 2-pt jump shot from 9 ft,,33,32
156,2,8:02.0,,Defensive rebound by D. Favors,33,32
157,2,7:49.0,,Turnover by B. Diaw (bad pass),33,32
158,2,7:35.0,K. Irving misses 3-pt jump shot from 27 ft,,33,32
159,2,7:35.0,,Defensive rebound by D. Favors,33,32
160,2,7:20.0,,B. Diaw misses 2-pt jump shot from 19 ft,33,32
161,2,7:19.0,Defensive rebound by K. Korver,,33,32
162,2,7:11.0,C. Frye misses 2-pt jump shot from 5 ft,,33,32
163,2,7:11.0,Offensive rebound by Team,,33,32
164,2,7:11.0,,Loose ball foul by J. Johnson (drawn by T. Thompson),33,32
165,2,7:11.0,L. James enters the game for R. Jefferson,,33,32
166,2,7:11.0,,R. Gobert enters the game for D. Favors,33,32
167,2,7:11.0,,G. Hayward enters the game for J. Johnson,33,32
168,2,6:59.0,K. Korver misses 3-pt jump shot from 24 ft,,33,32
169,2,6:58.0,,Defensive rebound by G. Hayward,33,32
170,2,6:50.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),33,34
171,2,6:50.0,,Shooting foul by C. Frye (drawn by R. Gobert),33,34
172,2,6:50.0,,R. Gobert makes free throw 1 of 1,33,35
173,2,6:35.0,C. Frye misses 3-pt jump shot from 25 ft,,33,35
174,2,6:34.0,,Defensive rebound by G. Hill,33,35
175,2,6:22.0,,Offensive foul by B. Diaw (drawn by K. Korver),33,35
176,2,6:22.0,,Turnover by B. Diaw (offensive foul),33,35
177,2,6:22.0,,J. Ingles enters the game for B. Diaw,33,35
178,2,6:22.0,K. Love enters the game for C. Frye,,33,35
179,2,6:11.0,K. Love misses 2-pt hook shot from 7 ft,,33,35
180,2,6:10.0,,Defensive rebound by R. Hood,33,35
181,2,6:03.0,,J. Ingles misses 3-pt jump shot from 24 ft,33,35
182,2,6:03.0,,Offensive rebound by R. Gobert,33,35
183,2,6:02.0,,Personal foul by K. Love (drawn by R. Gobert),33,35
184,2,6:02.0,,Utah full timeout,33,35
185,2,6:02.0,I. Shumpert enters the game for K. Korver,,33,35
186,2,5:43.0,,R. Hood misses 3-pt jump shot from 24 ft,33,35
187,2,5:42.0,,Offensive rebound by R. Gobert,33,35
188,2,5:41.0,,R. Gobert makes 2-pt dunk at rim,33,37
189,2,5:25.0,Personal foul by G. Hayward (drawn by K. Love),,33,37
190,2,5:13.0,L. James makes 2-pt jump shot from 8 ft,,35,37
191,2,5:11.0,Technical foul by Team,,35,37
192,2,5:11.0,,G. Hayward makes technical free throw,35,38
193,2,5:04.0,,Offensive foul by R. Gobert (drawn by K. Irving),35,38
194,2,5:04.0,,Turnover by R. Gobert (offensive foul),35,38
195,2,4:53.0,Turnover by L. James (lost ball; steal by J. Ingles),,35,38
196,2,4:44.0,,Turnover by R. Hood (bad pass; steal by L. James),35,38
197,2,4:40.0,K. Irving misses 2-pt jump shot from 4 ft (block by G. Hayward),,35,38
198,2,4:38.0,Offensive rebound by K. Irving,,35,38
199,2,4:36.0,Turnover by K. Love (bad pass),,35,38
200,2,4:27.0,,G. Hill misses 2-pt layup from 2 ft,35,38
201,2,4:26.0,,Offensive rebound by G. Hill,35,38
202,2,4:23.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by G. Hill),35,41
203,2,4:04.0,I. Shumpert misses 3-pt jump shot from 23 ft,,35,41
204,2,4:03.0,,Defensive rebound by Team,35,41
205,2,3:48.0,,R. Hood misses 3-pt jump shot from 25 ft,35,41
206,2,3:48.0,Defensive rebound by K. Love,,35,41
207,2,3:41.0,Turnover by L. James (bad pass; steal by R. Gobert),,35,41
208,2,3:40.0,,Turnover by R. Gobert (bad pass),35,41
209,2,3:40.0,C. Frye enters the game for T. Thompson,,35,41
210,2,3:34.0,Turnover by L. James (lost ball),,35,41
211,2,3:26.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hill),35,44
212,2,3:25.0,Cleveland full timeout,,35,44
213,2,3:12.0,K. Love makes 2-pt dunk at rim,,37,44
214,2,2:43.0,,R. Gobert makes 2-pt jump shot from 5 ft,37,46
215,2,2:40.0,,Technical foul by Team,37,46
216,2,2:40.0,K. Irving makes technical free throw,,38,46
217,2,2:24.0,Personal foul by R. Gobert (drawn by K. Irving),,38,46
218,2,2:24.0,,D. Favors enters the game for R. Gobert,38,46
219,2,2:10.0,I. Shumpert misses 2-pt jump shot from 4 ft,,38,46
220,2,2:10.0,Offensive rebound by C. Frye,,38,46
221,2,2:10.0,C. Frye makes 2-pt layup from 2 ft,,40,46
222,2,2:10.0,Shooting foul by D. Favors (drawn by C. Frye),,40,46
223,2,2:10.0,C. Frye makes free throw 1 of 1,,41,46
224,2,2:01.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),41,48
225,2,1:34.0,C. Frye misses 2-pt jump shot from 11 ft,,41,48
226,2,1:33.0,,Defensive rebound by D. Favors,41,48
227,2,1:15.0,,G. Hill makes 3-pt jump shot from 26 ft,41,51
228,2,1:04.0,I. Shumpert misses 2-pt jump shot from 21 ft,,41,51
229,2,1:04.0,,Defensive rebound by G. Hayward,41,51
230,2,0:49.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by J. Ingles),41,54
231,2,0:33.0,K. Love misses 3-pt jump shot from 25 ft,,41,54
232,2,0:32.0,,Defensive rebound by Team,41,54
233,2,0:32.0,D. Liggins enters the game for I. Shumpert,,41,54
234,2,0:19.0,,Shooting block foul by D. Liggins (drawn by D. Favors),41,54
235,2,0:19.0,,D. Favors makes free throw 1 of 2,41,55
236,2,0:19.0,K. Korver enters the game for D. Liggins,,41,55
237,2,0:19.0,,D. Favors makes free throw 2 of 2,41,56
238,2,0:01.0,L. James misses 2-pt jump shot from 8 ft,,41,56
239,2,0:00.0,,Defensive rebound by D. Favors,41,56
240,3,11:46.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,43,56
241,3,11:46.0,Shooting foul by R. Hood (drawn by T. Thompson),,43,56
242,3,11:46.0,T. Thompson misses free throw 1 of 1,,43,56
243,3,11:44.0,,Defensive rebound by Team,43,56
244,3,11:26.0,,Personal foul by T. Thompson (drawn by G. Hayward),43,56
245,3,11:13.0,,R. Gobert makes 2-pt dunk at rim (assist by G. Hill),43,58
246,3,11:01.0,L. James makes 3-pt jump shot from 25 ft,,46,58
247,3,10:45.0,,D. Favors misses 2-pt jump shot from 18 ft,46,58
248,3,10:45.0,Defensive rebound by T. Thompson,,46,58
249,3,10:35.0,L. James misses 2-pt jump shot from 12 ft,,46,58
250,3,10:34.0,,Defensive rebound by R. Hood,46,58
251,3,10:25.0,,Turnover by R. Hood (bad pass),46,58
252,3,10:16.0,K. Irving misses 2-pt jump shot from 15 ft (block by R. Gobert),,46,58
253,3,10:14.0,Offensive rebound by T. Thompson,,46,58
254,3,10:11.0,K. Irving misses 2-pt jump shot from 13 ft,,46,58
255,3,10:10.0,Offensive rebound by K. Irving,,46,58
256,3,10:02.0,K. Irving makes 2-pt jump shot from 17 ft,,48,58
257,3,9:46.0,,Personal foul by K. Irving (drawn by G. Hill),48,58
258,3,9:34.0,,G. Hill misses 2-pt jump shot from 14 ft,48,58
259,3,9:34.0,Defensive rebound by T. Thompson,,48,58
260,3,9:28.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,50,58
261,3,9:08.0,,R. Hood misses 3-pt jump shot from 26 ft,50,58
262,3,9:08.0,Defensive rebound by Team,,50,58
263,3,8:53.0,Turnover by K. Irving (lost ball; steal by R. Gobert),,50,58
264,3,8:41.0,,Turnover by G. Hill (bad pass; steal by D. Liggins),50,58
265,3,8:36.0,L. James makes 2-pt layup from 2 ft (assist by D. Liggins),,52,58
266,3,8:36.0,,Utah full timeout,52,58
267,3,8:22.0,,Turnover by R. Gobert (bad pass),52,58
268,3,8:06.0,K. Love misses 3-pt jump shot from 25 ft,,52,58
269,3,8:05.0,,Defensive rebound by R. Gobert,52,58
270,3,7:56.0,,D. Favors misses 2-pt jump shot from 16 ft,52,58
271,3,7:56.0,Defensive rebound by Team,,52,58
272,3,7:42.0,L. James makes 3-pt jump shot from 27 ft,,55,58
273,3,7:16.0,,D. Favors misses 2-pt layup from 1 ft,55,58
274,3,7:16.0,Defensive rebound by K. Love,,55,58
275,3,7:11.0,L. James makes 2-pt dunk at rim (assist by K. Love),,57,58
276,3,7:11.0,,Utah full timeout,57,58
277,3,7:11.0,,J. Ingles enters the game for D. Favors,57,58
278,3,6:54.0,,Turnover by J. Ingles (bad pass; steal by L. James),57,58
279,3,6:48.0,L. James makes 3-pt jump shot from 29 ft,,60,58
280,3,6:27.0,Violation by T. Thompson (def goaltending),,60,58
281,3,6:27.0,,R. Hood makes 2-pt layup from 2 ft,60,60
282,3,6:13.0,L. James misses 2-pt jump shot from 10 ft,,60,60
283,3,6:12.0,,Defensive rebound by J. Ingles,60,60
284,3,6:02.0,,R. Hood misses 3-pt jump shot from 23 ft,60,60
285,3,6:02.0,Defensive rebound by T. Thompson,,60,60
286,3,5:51.0,Turnover by K. Irving (bad pass; steal by R. Hood),,60,60
287,3,5:47.0,,G. Hayward makes 2-pt dunk at rim (assist by R. Hood),60,62
288,3,5:46.0,Cleveland full timeout,,60,62
289,3,5:46.0,K. Korver enters the game for K. Irving,,60,62
290,3,5:29.0,K. Love misses 2-pt layup from 2 ft,,60,62
291,3,5:28.0,Offensive rebound by T. Thompson,,60,62
292,3,5:22.0,K. Love misses 2-pt jump shot from 16 ft,,60,62
293,3,5:20.0,Offensive rebound by D. Liggins,,60,62
294,3,5:17.0,L. James misses 3-pt jump shot from 30 ft,,60,62
295,3,5:15.0,,Defensive rebound by R. Hood,60,62
296,3,5:02.0,,G. Hayward makes 3-pt jump shot from 25 ft,60,65
297,3,4:46.0,Turnover by K. Love (offensive foul),,60,65
298,3,4:46.0,Offensive foul by K. Love (drawn by R. Hood),,60,65
299,3,4:46.0,,T. Lyles enters the game for R. Hood,60,65
300,3,4:46.0,R. Jefferson enters the game for K. Love,,60,65
301,3,4:31.0,,G. Hayward makes 3-pt jump shot from 24 ft,60,68
302,3,4:14.0,Shooting foul by G. Hill (drawn by T. Thompson),,60,68
303,3,4:14.0,T. Thompson misses free throw 1 of 2,,60,68
304,3,4:14.0,Offensive rebound by Team,,60,68
305,3,4:14.0,T. Thompson misses free throw 2 of 2,,60,68
306,3,4:14.0,,Defensive rebound by G. Hayward,60,68
307,3,3:52.0,,G. Hill makes 2-pt jump shot from 21 ft,60,70
308,3,3:29.0,K. Korver misses 3-pt jump shot from 25 ft,,60,70
309,3,3:29.0,,Defensive rebound by G. Hayward,60,70
310,3,3:14.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),60,72
311,3,2:47.0,L. James misses 3-pt jump shot from 26 ft,,60,72
312,3,2:46.0,,Defensive rebound by R. Gobert,60,72
313,3,2:32.0,,Turnover by J. Ingles (bad pass),60,72
314,3,2:32.0,,S. Mack enters the game for G. Hill,60,72
315,3,2:32.0,K. Irving enters the game for D. Liggins,,60,72
316,3,2:23.0,Turnover by K. Korver (bad pass; steal by R. Gobert),,60,72
317,3,2:14.0,,G. Hayward makes 2-pt jump shot from 6 ft,60,74
318,3,2:03.0,K. Irving makes 2-pt layup from 1 ft,,62,74
319,3,1:37.0,,T. Lyles misses 3-pt jump shot from 25 ft,62,74
320,3,1:37.0,Defensive rebound by K. Irving,,62,74
321,3,1:29.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,64,74
322,3,1:05.0,,Turnover by G. Hayward (traveling),64,74
323,3,1:05.0,,D. Favors enters the game for R. Gobert,64,74
324,3,1:05.0,C. Frye enters the game for T. Thompson,,64,74
325,3,0:55.0,Shooting foul by D. Favors (drawn by K. Irving),,64,74
326,3,0:55.0,K. Irving makes free throw 1 of 2,,65,74
327,3,0:55.0,I. Shumpert enters the game for L. James,,65,74
328,3,0:55.0,K. Irving makes free throw 2 of 2,,66,74
329,3,0:33.0,,D. Favors misses 2-pt layup from 2 ft (block by C. Frye),66,74
330,3,0:32.0,Defensive rebound by C. Frye,,66,74
331,3,0:27.0,Turnover by R. Jefferson (traveling),,66,74
332,3,0:27.0,Technical foul by R. Jefferson,,66,74
333,3,0:27.0,,G. Hayward makes technical free throw,66,75
334,3,0:02.0,,S. Mack misses 2-pt jump shot from 16 ft,66,75
335,3,0:02.0,,Offensive rebound by Team,66,75
336,3,0:02.0,,Turnover by Team (shot clock),66,75
337,3,0:01.0,K. Irving misses 3-pt jump shot from 40 ft,,66,75
338,3,0:00.0,Offensive rebound by Team,,66,75
339,4,11:48.0,,J. Ingles makes 2-pt layup from 2 ft (assist by D. Favors),66,77
340,4,11:37.0,Shooting foul by D. Favors (drawn by K. Love),,66,77
341,4,11:37.0,K. Love makes free throw 1 of 2,,67,77
342,4,11:37.0,K. Love makes free throw 2 of 2,,68,77
343,4,11:23.0,,J. Johnson misses 3-pt jump shot from 24 ft,68,77
344,4,11:23.0,Defensive rebound by K. Love,,68,77
345,4,11:16.0,K. Irving misses 3-pt jump shot from 26 ft,,68,77
346,4,11:15.0,,Defensive rebound by J. Johnson,68,77
347,4,11:06.0,,J. Johnson misses 2-pt jump shot from 9 ft,68,77
348,4,11:06.0,,Offensive rebound by R. Hood,68,77
349,4,11:00.0,,D. Favors makes 2-pt dunk at rim (assist by J. Johnson),68,79
350,4,10:43.0,K. Irving misses 3-pt jump shot from 24 ft,,68,79
351,4,10:43.0,Offensive rebound by Team,,68,79
352,4,10:43.0,,Loose ball foul by R. Hood (drawn by K. Love),68,79
353,4,10:40.0,Shooting foul by R. Hood (drawn by K. Irving),,68,79
354,4,10:40.0,K. Irving makes free throw 1 of 3,,69,79
355,4,10:40.0,K. Irving makes free throw 2 of 3,,70,79
356,4,10:40.0,K. Irving makes free throw 3 of 3,,71,79
357,4,10:23.0,,R. Hood makes 2-pt jump shot from 16 ft,71,81
358,4,10:10.0,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),,74,81
359,4,9:53.0,,Turnover by D. Favors (traveling),74,81
360,4,9:41.0,K. Irving misses 2-pt jump shot from 13 ft,,74,81
361,4,9:41.0,,Defensive rebound by J. Ingles,74,81
362,4,9:32.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by J. Ingles),74,84
363,4,9:31.0,Cleveland full timeout,,74,84
364,4,9:31.0,,R. Gobert enters the game for D. Favors,74,84
365,4,9:31.0,,G. Hill enters the game for J. Ingles,74,84
366,4,9:17.0,K. Love misses 3-pt jump shot from 25 ft,,74,84
367,4,9:16.0,,Defensive rebound by T. Lyles,74,84
368,4,9:06.0,,Shooting foul by K. Korver (drawn by T. Lyles),74,84
369,4,9:06.0,,T. Lyles misses free throw 1 of 3,74,84
370,4,9:06.0,,Offensive rebound by Team,74,84
371,4,9:06.0,,T. Lyles makes free throw 2 of 3,74,85
372,4,9:06.0,,T. Lyles makes free throw 3 of 3,74,86
373,4,8:51.0,C. Frye misses 3-pt jump shot from 24 ft,,74,86
374,4,8:50.0,,Defensive rebound by R. Gobert,74,86
375,4,8:38.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by R. Hood),74,89
376,4,8:25.0,Shooting foul by T. Lyles (drawn by K. Irving),,74,89
377,4,8:25.0,K. Irving makes free throw 1 of 2,,75,89
378,4,8:25.0,,G. Hayward enters the game for R. Hood,75,89
379,4,8:25.0,L. James enters the game for K. Korver,,75,89
380,4,8:25.0,T. Thompson enters the game for C. Frye,,75,89
381,4,8:25.0,K. Irving makes free throw 2 of 2,,76,89
382,4,8:10.0,,Personal foul by K. Love (drawn by T. Lyles),76,89
383,4,8:02.0,,T. Lyles misses 2-pt jump shot from 7 ft,76,89
384,4,8:01.0,Defensive rebound by T. Thompson,,76,89
385,4,7:52.0,I. Shumpert misses 3-pt jump shot from 25 ft,,76,89
386,4,7:52.0,Offensive rebound by T. Thompson,,76,89
387,4,7:38.0,K. Irving misses 2-pt layup from 2 ft (block by T. Lyles),,76,89
388,4,7:37.0,Offensive rebound by T. Thompson,,76,89
389,4,7:36.0,Turnover by Team (shot clock),,76,89
390,4,7:04.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Lyles),76,92
391,4,6:40.0,L. James makes 2-pt jump shot from 8 ft,,78,92
392,4,6:24.0,,J. Johnson misses 3-pt jump shot from 23 ft,78,92
393,4,6:24.0,Defensive rebound by L. James,,78,92
394,4,6:09.0,T. Thompson misses 2-pt layup from 2 ft,,78,92
395,4,6:08.0,,Defensive rebound by G. Hayward,78,92
396,4,5:50.0,,G. Hayward misses 2-pt layup from 2 ft,78,92
397,4,5:49.0,Defensive rebound by K. Love,,78,92
398,4,5:38.0,K. Irving makes 3-pt jump shot from 25 ft,,81,92
399,4,5:38.0,,Utah full timeout,81,92
400,4,5:38.0,,J. Ingles enters the game for T. Lyles,81,92
