,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,ATLANTA_ACTION,CLEVELAND_SCORE,ATLANTA_SCORE
53,1,6:00.0,,D. Howard makes free throw 2 of 2,20,10
54,1,5:43.0,L. James makes 2-pt jump shot from 14 ft,,22,10
55,1,5:26.0,,P. Millsap misses 3-pt jump shot from 25 ft,22,10
56,1,5:24.0,,Offensive rebound by D. Howard,22,10
57,1,5:24.0,,D. Howard makes 2-pt dunk at rim,22,12
58,1,5:04.0,L. James misses 3-pt jump shot from 23 ft,,22,12
59,1,5:02.0,,Defensive rebound by D. Howard,22,12
60,1,4:51.0,,T. Hardaway makes 2-pt layup from 2 ft (assist by D. Schröder),22,14
61,1,4:34.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by L. James),,25,14
62,1,4:11.0,,D. Howard makes 2-pt layup at rim (assist by T. Sefolosha),25,16
63,1,3:56.0,K. Irving makes 2-pt layup from 2 ft,,27,16
64,1,3:44.0,,Turnover by D. Schröder (bad pass),27,16
65,1,3:44.0,,E. İlyasova enters the game for P. Millsap,27,16
66,1,3:44.0,,T. Prince enters the game for T. Sefolosha,27,16
67,1,3:44.0,D. Williams enters the game for C. Frye,,27,16
68,1,3:27.0,Turnover by D. Williams (lost ball; steal by T. Prince),,27,16
69,1,3:21.0,,T. Prince makes 2-pt layup from 1 ft,27,18
70,1,3:16.0,Personal foul by D. Schröder (drawn by K. Irving),,27,18
71,1,3:16.0,K. Korver enters the game for L. James,,27,18
72,1,3:06.0,I. Shumpert makes 3-pt jump shot from 25 ft (assist by D. Williams),,30,18
73,1,2:50.0,,D. Schröder makes 2-pt jump shot from 7 ft,30,20
74,1,2:40.0,K. Irving makes 2-pt jump shot from 19 ft,,32,20
75,1,2:30.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Howard),32,23
76,1,2:15.0,K. Korver misses 2-pt jump shot from 21 ft,,32,23
77,1,2:14.0,,Defensive rebound by D. Howard,32,23
78,1,2:05.0,,Turnover by D. Schröder (bad pass; steal by K. Korver),32,23
79,1,1:58.0,K. Irving makes 2-pt layup from 1 ft,,34,23
80,1,1:48.0,,D. Schröder makes 2-pt layup from 1 ft,34,25
81,1,1:33.0,Turnover by K. Irving (bad pass; steal by T. Prince),,34,25
82,1,1:25.0,,Turnover by T. Prince (bad pass; steal by K. Irving),34,25
83,1,1:22.0,D. Williams misses 2-pt layup from 1 ft (block by D. Howard),,34,25
84,1,1:22.0,Offensive rebound by Team,,34,25
85,1,1:22.0,Cleveland full timeout,,34,25
86,1,1:22.0,D. Williams enters the game for K. Irving,,34,25
87,1,1:22.0,,M. Delaney enters the game for D. Howard,34,25
88,1,1:22.0,,P. Millsap enters the game for D. Schröder,34,25
89,1,1:14.0,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Williams),,37,25
90,1,0:59.0,,Shooting foul by D. Williams (drawn by P. Millsap),37,25
91,1,0:59.0,,P. Millsap makes free throw 1 of 2,37,26
92,1,0:59.0,,P. Millsap makes free throw 2 of 2,37,27
93,1,0:47.0,T. Thompson makes 2-pt hook shot from 6 ft (assist by K. Korver),,39,27
94,1,0:35.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by T. Prince),39,30
95,1,0:26.0,I. Shumpert misses 3-pt jump shot from 23 ft,,39,30
96,1,0:25.0,,Defensive rebound by M. Delaney,39,30
97,1,0:06.0,,M. Delaney makes 2-pt jump shot from 19 ft,39,32
98,1,0:06.0,,Away from play foul by I. Shumpert (drawn by P. Millsap),39,32
99,1,0:06.0,K. Irving enters the game for T. Thompson,,39,32
100,1,0:06.0,,D. Schröder enters the game for E. İlyasova,39,32
101,1,0:06.0,,P. Millsap makes free throw 1 of 1,39,33
102,1,0:02.0,Personal foul by D. Schröder (drawn by D. Williams),,39,33
103,1,0:02.0,,K. Bazemore enters the game for D. Schröder,39,33
104,2,11:39.0,L. James makes 2-pt layup from 1 ft,,41,33
105,2,11:21.0,,Turnover by E. İlyasova (bad pass; steal by D. Williams),41,33
106,2,11:13.0,L. James misses 2-pt layup from 4 ft (block by P. Millsap),,41,33
107,2,11:11.0,,Defensive rebound by T. Prince,41,33
108,2,11:06.0,,E. İlyasova makes 2-pt jump shot from 18 ft (assist by M. Delaney),41,35
109,2,10:48.0,L. James makes 3-pt jump shot from 25 ft (assist by D. Williams),,44,35
110,2,10:31.0,,T. Hardaway misses 2-pt layup from 1 ft,44,35
111,2,10:28.0,Defensive rebound by K. Korver,,44,35
112,2,10:25.0,Turnover by K. Korver (step out of bounds),,44,35
113,2,10:25.0,Violation by Team (jump ball),,44,35
114,2,10:12.0,,P. Millsap makes 2-pt jump shot from 10 ft,44,37
115,2,9:57.0,L. James misses 2-pt layup from 1 ft,,44,37
116,2,9:56.0,Offensive rebound by L. James,,44,37
117,2,9:56.0,L. James makes 2-pt layup at rim,,46,37
118,2,9:56.0,Shooting foul by E. İlyasova (drawn by L. James),,46,37
119,2,9:56.0,L. James misses free throw 1 of 1,,46,37
120,2,9:56.0,,T. Sefolosha enters the game for T. Prince,46,37
121,2,9:55.0,,Defensive rebound by P. Millsap,46,37
122,2,9:44.0,,P. Millsap misses 2-pt jump shot from 8 ft,46,37
123,2,9:42.0,,Offensive rebound by P. Millsap,46,37
124,2,9:37.0,,M. Delaney misses 3-pt jump shot from 26 ft,46,37
125,2,9:36.0,Defensive rebound by D. Williams,,46,37
126,2,9:28.0,K. Korver misses 3-pt jump shot from 23 ft,,46,37
127,2,9:27.0,,Defensive rebound by E. İlyasova,46,37
128,2,9:21.0,,Atlanta full timeout,46,37
129,2,9:21.0,,K. Bazemore enters the game for M. Delaney,46,37
130,2,9:13.0,,P. Millsap makes 2-pt layup from 3 ft (assist by T. Hardaway),46,39
131,2,8:58.0,L. James makes 2-pt layup from 2 ft (assist by D. Williams),,48,39
132,2,8:43.0,,K. Bazemore misses 2-pt jump shot from 12 ft,48,39
133,2,8:39.0,Defensive rebound by L. James,,48,39
134,2,8:31.0,D. Williams makes 3-pt jump shot from 23 ft (assist by D. Williams),,51,39
135,2,8:14.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by T. Sefolosha),51,41
136,2,7:50.0,D. Williams misses 3-pt jump shot from 24 ft,,51,41
137,2,7:48.0,,Defensive rebound by E. İlyasova,51,41
138,2,7:42.0,,K. Bazemore misses 2-pt jump shot from 19 ft,51,41
139,2,7:40.0,Defensive rebound by R. Jefferson,,51,41
140,2,7:35.0,K. Korver misses 3-pt jump shot from 24 ft,,51,41
141,2,7:33.0,,Defensive rebound by T. Sefolosha,51,41
142,2,7:26.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),51,44
143,2,7:07.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by L. James),,54,44
144,2,6:56.0,,Personal foul by D. Williams (drawn by P. Millsap),54,44
145,2,6:56.0,K. Irving enters the game for D. Williams,,54,44
146,2,6:48.0,,Turnover by T. Hardaway (bad pass; steal by D. Williams),54,44
147,2,6:42.0,K. Irving makes 2-pt jump shot from 7 ft (assist by D. Williams),,56,44
148,2,6:22.0,,T. Hardaway misses 3-pt jump shot from 26 ft,56,44
149,2,6:21.0,Defensive rebound by L. James,,56,44
150,2,6:12.0,L. James misses 2-pt layup from 2 ft,,56,44
151,2,6:12.0,,Defensive rebound by E. İlyasova,56,44
152,2,6:12.0,,Personal foul by R. Jefferson (drawn by E. İlyasova),56,44
153,2,6:12.0,,D. Howard enters the game for T. Hardaway,56,44
154,2,6:12.0,,D. Schröder enters the game for E. İlyasova,56,44
155,2,6:12.0,Cleveland full timeout,,56,44
156,2,6:12.0,C. Frye enters the game for R. Jefferson,,56,44
157,2,6:00.0,,D. Schröder makes 3-pt jump shot from 24 ft,56,47
158,2,5:43.0,L. James makes 2-pt layup from 2 ft (assist by D. Williams),,58,47
159,2,5:24.0,,P. Millsap misses 2-pt jump shot from 15 ft,58,47
160,2,5:22.0,,Offensive rebound by T. Sefolosha,58,47
161,2,5:22.0,,T. Sefolosha misses 2-pt layup at rim,58,47
162,2,5:21.0,Defensive rebound by C. Frye,,58,47
163,2,5:13.0,K. Korver makes 3-pt jump shot from 23 ft (assist by L. James),,61,47
164,2,4:53.0,,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by D. Schröder),61,50
165,2,4:29.0,L. James makes 2-pt layup at rim (assist by K. Irving),,63,50
166,2,4:15.0,,D. Schröder makes 2-pt jump shot from 18 ft,63,52
167,2,4:02.0,D. Williams makes 2-pt jump shot from 17 ft,,65,52
168,2,3:48.0,,T. Sefolosha misses 2-pt dunk from 2 ft (block by K. Korver),65,52
169,2,3:45.0,Defensive rebound by K. Irving,,65,52
170,2,3:44.0,Shooting foul by P. Millsap (drawn by L. James),,65,52
171,2,3:44.0,L. James misses free throw 1 of 2,,65,52
172,2,3:44.0,Offensive rebound by Team,,65,52
173,2,3:44.0,,T. Hardaway enters the game for P. Millsap,65,52
174,2,3:44.0,I. Shumpert enters the game for D. Williams,,65,52
175,2,3:44.0,L. James makes free throw 2 of 2,,66,52
176,2,3:27.0,,D. Howard misses 2-pt layup from 2 ft,66,52
177,2,3:25.0,Defensive rebound by L. James,,66,52
178,2,3:17.0,Turnover by K. Irving (bad pass; steal by D. Howard),,66,52
179,2,3:11.0,,K. Bazemore misses 3-pt jump shot from 24 ft,66,52
180,2,3:09.0,Defensive rebound by K. Korver,,66,52
181,2,2:54.0,K. Irving makes 3-pt jump shot from 23 ft (assist by K. Korver),,69,52
182,2,2:54.0,,Atlanta full timeout,69,52
183,2,2:54.0,Official timeout,,69,52
184,2,2:54.0,T. Thompson enters the game for L. James,,69,52
185,2,2:54.0,,T. Prince enters the game for T. Sefolosha,69,52
186,2,2:45.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),69,54
187,2,2:27.0,Turnover by K. Korver (bad pass; steal by K. Bazemore),,69,54
188,2,2:22.0,,T. Hardaway makes 2-pt layup at rim (assist by K. Bazemore),69,56
189,2,1:59.0,C. Frye misses 3-pt jump shot from 24 ft,,69,56
190,2,1:56.0,,Defensive rebound by D. Schröder,69,56
191,2,1:53.0,,Turnover by K. Bazemore (lost ball; steal by K. Irving),69,56
192,2,1:44.0,K. Irving makes 3-pt jump shot from 26 ft (assist by C. Frye),,72,56
193,2,1:28.0,,D. Schröder misses 2-pt jump shot from 16 ft,72,56
194,2,1:26.0,Defensive rebound by I. Shumpert,,72,56
195,2,1:22.0,Offensive foul by T. Thompson (drawn by K. Bazemore),,72,56
196,2,1:22.0,Turnover by T. Thompson (offensive foul),,72,56
197,2,1:22.0,D. Williams enters the game for K. Korver,,72,56
198,2,1:22.0,R. Jefferson enters the game for T. Thompson,,72,56
199,2,1:13.0,,Shooting foul by C. Frye (drawn by D. Howard),72,56
200,2,1:13.0,,D. Howard misses free throw 1 of 2,72,56
201,2,1:13.0,,Offensive rebound by Team,72,56
202,2,1:13.0,,D. Howard misses free throw 2 of 2,72,56
203,2,1:12.0,Defensive rebound by C. Frye,,72,56
204,2,0:57.0,,Offensive charge foul by R. Jefferson (drawn by D. Schröder),72,56
205,2,0:57.0,Turnover by R. Jefferson (offensive foul),,72,56
206,2,0:46.0,,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),72,58
207,2,0:34.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by K. Irving),,75,58
208,2,0:29.0,,T. Hardaway makes 2-pt jump shot from 18 ft,75,60
209,2,0:07.0,K. Irving makes 2-pt layup from 2 ft,,77,60
210,2,0:02.0,,D. Schröder misses 3-pt jump shot from 24 ft,77,60
211,2,0:02.0,Defensive rebound by Team,,77,60
212,2,0:02.0,Cleveland full timeout,,77,60
213,2,0:02.0,L. James enters the game for D. Williams,,77,60
214,2,0:02.0,,P. Millsap enters the game for D. Howard,77,60
215,2,0:02.0,,T. Sefolosha enters the game for D. Schröder,77,60
216,3,11:35.0,C. Frye makes 3-pt jump shot from 25 ft (assist by K. Irving),,80,60
217,3,11:17.0,,P. Millsap misses 2-pt jump shot from 9 ft,80,60
218,3,11:15.0,,Offensive rebound by P. Millsap,80,60
219,3,11:10.0,,D. Howard misses 2-pt layup from 1 ft (block by K. Irving),80,60
220,3,11:07.0,,Offensive rebound by D. Howard,80,60
221,3,11:06.0,,D. Howard makes 2-pt layup from 1 ft,80,62
222,3,10:50.0,K. Irving makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,83,62
223,3,10:35.0,,Turnover by T. Sefolosha (lost ball),83,62
224,3,10:20.0,K. Irving misses 3-pt jump shot from 26 ft,,83,62
225,3,10:19.0,,Defensive rebound by T. Sefolosha,83,62
226,3,10:05.0,,Shooting foul by L. James (drawn by P. Millsap),83,62
227,3,10:05.0,,P. Millsap misses free throw 1 of 2,83,62
228,3,10:05.0,,Offensive rebound by Team,83,62
229,3,10:05.0,,P. Millsap makes free throw 2 of 2,83,63
230,3,9:41.0,I. Shumpert misses 3-pt jump shot from 25 ft,,83,63
231,3,9:39.0,Offensive rebound by I. Shumpert,,83,63
232,3,9:31.0,Shooting foul by D. Howard (drawn by L. James),,83,63
233,3,9:31.0,L. James misses free throw 1 of 3,,83,63
234,3,9:31.0,Offensive rebound by Team,,83,63
235,3,9:31.0,L. James makes free throw 2 of 3,,84,63
236,3,9:31.0,L. James makes free throw 3 of 3,,85,63
237,3,9:13.0,,K. Bazemore misses 3-pt jump shot from 25 ft,85,63
238,3,9:11.0,,Offensive rebound by D. Howard,85,63
239,3,9:11.0,,Shooting foul by C. Frye (drawn by D. Howard),85,63
240,3,9:11.0,,D. Howard makes free throw 1 of 2,85,64
241,3,9:11.0,,D. Howard makes free throw 2 of 2,85,65
242,3,8:51.0,L. James makes 3-pt jump shot from 22 ft (assist by K. Irving),,88,65
243,3,8:42.0,,D. Howard misses 2-pt hook shot from 5 ft,88,65
244,3,8:39.0,,Offensive rebound by T. Sefolosha,88,65
245,3,8:32.0,,K. Bazemore makes 2-pt jump shot from 20 ft (assist by T. Sefolosha),88,67
246,3,8:04.0,L. James makes 3-pt jump shot from 26 ft (assist by T. Thompson),,91,67
247,3,7:44.0,,D. Schröder misses 3-pt jump shot from 25 ft,91,67
248,3,7:41.0,Defensive rebound by T. Thompson,,91,67
249,3,7:37.0,L. James misses 3-pt jump shot from 27 ft,,91,67
250,3,7:33.0,,Defensive rebound by P. Millsap,91,67
251,3,7:30.0,,T. Sefolosha misses 2-pt layup from 1 ft (block by C. Frye),91,67
252,3,7:30.0,,Offensive rebound by Team,91,67
253,3,7:30.0,Cleveland full timeout,,91,67
254,3,7:30.0,,T. Hardaway enters the game for T. Sefolosha,91,67
255,3,7:21.0,,Turnover by D. Schröder (lost ball; steal by K. Irving),91,67
256,3,7:18.0,,Offensive charge foul by L. James (drawn by P. Millsap),91,67
257,3,7:18.0,Turnover by L. James (offensive foul),,91,67
258,3,7:07.0,,K. Bazemore misses 2-pt jump shot from 19 ft,91,67
259,3,7:06.0,,Offensive rebound by D. Howard,91,67
260,3,7:06.0,,Turnover by D. Howard (offensive foul),91,67
261,3,7:06.0,,Offensive foul by D. Howard (drawn by L. James),91,67
262,3,7:06.0,,Technical foul by D. Howard,91,67
263,3,7:06.0,K. Irving makes technical free throw,,92,67
264,3,6:55.0,,Offensive charge foul by I. Shumpert (drawn by K. Bazemore),92,67
265,3,6:55.0,Turnover by I. Shumpert (offensive foul),,92,67
266,3,6:37.0,,K. Bazemore misses 3-pt jump shot from 24 ft,92,67
267,3,6:36.0,Defensive rebound by L. James,,92,67
268,3,6:30.0,Turnover by L. James (lost ball; steal by D. Howard),,92,67
269,3,6:21.0,,T. Hardaway makes 2-pt jump shot from 10 ft (assist by D. Schröder),92,69
270,3,6:02.0,T. Thompson misses 2-pt jump shot from 7 ft,,92,69
271,3,6:00.0,,Defensive rebound by P. Millsap,92,69
272,3,5:56.0,,P. Millsap makes 2-pt layup from 2 ft,92,71
273,3,5:42.0,C. Frye misses 3-pt jump shot from 24 ft,,92,71
274,3,5:41.0,Offensive rebound by T. Thompson,,92,71
275,3,5:36.0,I. Shumpert misses 2-pt jump shot from 17 ft,,92,71
276,3,5:35.0,,Defensive rebound by D. Howard,92,71
277,3,5:30.0,,T. Hardaway makes 3-pt jump shot from 27 ft (assist by D. Schröder),92,74
278,3,5:06.0,C. Frye makes 2-pt jump shot from 21 ft (assist by K. Irving),,94,74
279,3,4:52.0,,T. Hardaway misses 2-pt jump shot from 20 ft,94,74
280,3,4:50.0,Defensive rebound by L. James,,94,74
281,3,4:44.0,Turnover by K. Irving (step out of bounds),,94,74
282,3,4:28.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),94,77
283,3,4:27.0,Cleveland full timeout,,94,77
284,3,4:27.0,K. Korver enters the game for I. Shumpert,,94,77
285,3,4:02.0,L. James misses 2-pt jump shot from 10 ft,,94,77
286,3,4:00.0,,Defensive rebound by P. Millsap,94,77
287,3,3:52.0,,P. Millsap misses 2-pt layup from 2 ft (block by T. Thompson),94,77
288,3,3:49.0,Defensive rebound by K. Irving,,94,77
289,3,3:29.0,K. Irving misses 2-pt jump shot from 4 ft,,94,77
290,3,3:27.0,Offensive rebound by T. Thompson,,94,77
291,3,3:22.0,K. Korver misses 3-pt jump shot from 24 ft,,94,77
292,3,3:20.0,,Defensive rebound by D. Howard,94,77
293,3,3:11.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),94,80
294,3,2:43.0,L. James misses 2-pt jump shot from 18 ft,,94,80
295,3,2:42.0,,Defensive rebound by D. Howard,94,80
296,3,2:42.0,,Technical foul by Team,94,80
297,3,2:42.0,K. Irving makes technical free throw,,95,80
298,3,2:42.0,,M. Delaney enters the game for D. Schröder,95,80
299,3,2:42.0,R. Jefferson enters the game for L. James,,95,80
300,3,2:34.0,,Shooting foul by K. Korver (drawn by T. Hardaway),95,80
301,3,2:34.0,,T. Hardaway misses free throw 1 of 3,95,80
302,3,2:34.0,,Offensive rebound by Team,95,80
303,3,2:34.0,,T. Hardaway makes free throw 2 of 3,95,81
304,3,2:34.0,,T. Hardaway makes free throw 3 of 3,95,82
305,3,2:15.0,C. Frye makes 3-pt jump shot from 26 ft (assist by K. Irving),,98,82
306,3,2:00.0,,Personal foul by R. Jefferson (drawn by T. Hardaway),98,82
307,3,2:00.0,,E. İlyasova enters the game for D. Howard,98,82
308,3,2:00.0,D. Williams enters the game for C. Frye,,98,82
309,3,1:46.0,,P. Millsap misses 3-pt jump shot from 25 ft,98,82
310,3,1:45.0,Defensive rebound by D. Williams,,98,82
311,3,1:35.0,K. Irving makes 2-pt jump shot from 19 ft,,100,82
312,3,1:21.0,,P. Millsap makes 2-pt layup from 1 ft (assist by K. Bazemore),100,84
313,3,1:09.0,D. Williams makes 3-pt jump shot from 24 ft (assist by K. Irving),,103,84
314,3,0:52.0,,Turnover by M. Delaney (bad pass; steal by K. Irving),103,84
315,3,0:52.0,Personal take foul by M. Delaney (drawn by K. Irving),,103,84
316,3,0:45.0,K. Irving makes 3-pt jump shot from 27 ft,,106,84
317,3,0:30.0,,M. Delaney makes 2-pt jump shot from 19 ft,106,86
318,3,0:11.0,K. Irving misses 2-pt jump shot from 7 ft,,106,86
319,3,0:08.0,,Defensive rebound by K. Bazemore,106,86
320,3,0:04.0,,E. İlyasova makes 2-pt jump shot from 13 ft (assist by M. Delaney),106,88
321,3,0:01.0,R. Jefferson misses 2-pt jump shot from 9 ft,,106,88
322,3,0:00.0,Offensive rebound by Team,,106,88
323,4,11:47.0,,T. Hardaway misses 3-pt jump shot from 26 ft,106,88
324,4,11:46.0,Defensive rebound by R. Jefferson,,106,88
325,4,11:44.0,Turnover by R. Jefferson (bad pass; steal by E. İlyasova),,106,88
326,4,11:38.0,,Shooting foul by R. Jefferson (drawn by D. Schröder),106,88
327,4,11:38.0,,D. Schröder makes free throw 1 of 2,106,89
328,4,11:38.0,,D. Schröder makes free throw 2 of 2,106,90
329,4,11:25.0,L. James misses 2-pt layup at rim,,106,90
330,4,11:22.0,,Defensive rebound by T. Prince,106,90
331,4,11:15.0,,D. Schröder makes 2-pt layup from 2 ft,106,92
332,4,11:00.0,K. Korver misses 3-pt jump shot from 25 ft,,106,92
333,4,10:59.0,,Defensive rebound by T. Sefolosha,106,92
334,4,10:51.0,,D. Schröder misses 3-pt jump shot from 25 ft,106,92
335,4,10:50.0,Defensive rebound by Team,,106,92
336,4,10:30.0,L. James makes 2-pt dunk at rim (assist by D. Williams),,108,92
337,4,10:01.0,,T. Prince misses 2-pt jump shot from 11 ft,108,92
338,4,10:00.0,,Offensive rebound by D. Schröder,108,92
339,4,9:58.0,,D. Schröder misses 2-pt layup from 1 ft (block by D. Williams),108,92
340,4,9:57.0,Defensive rebound by L. James,,108,92
341,4,9:56.0,Shooting foul by T. Prince (drawn by L. James),,108,92
342,4,9:56.0,L. James makes free throw 1 of 2,,109,92
343,4,9:56.0,L. James misses free throw 2 of 2,,109,92
344,4,9:56.0,,Defensive rebound by E. İlyasova,109,92
345,4,9:41.0,,D. Schröder makes 2-pt layup from 1 ft,109,94
346,4,9:20.0,R. Jefferson makes 2-pt layup from 1 ft (assist by L. James),,111,94
347,4,9:03.0,,T. Hardaway misses 2-pt hook shot from 5 ft,111,94
348,4,9:02.0,,Offensive rebound by T. Hardaway,111,94
349,4,8:59.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,111,94
350,4,8:58.0,,Offensive rebound by E. İlyasova,111,94
351,4,8:50.0,,E. İlyasova makes 2-pt jump shot from 8 ft (assist by T. Sefolosha),111,96
352,4,8:30.0,R. Jefferson misses 3-pt jump shot from 24 ft,,111,96
353,4,8:29.0,,Defensive rebound by T. Hardaway,111,96
354,4,8:21.0,,Turnover by D. Schröder (lost ball),111,96
355,4,8:21.0,Official timeout,,111,96
356,4,8:21.0,,K. Bazemore enters the game for T. Prince,111,96
357,4,8:02.0,D. Williams makes 3-pt jump shot from 24 ft (assist by L. James),,114,96
358,4,7:42.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by D. Schröder),114,98
359,4,7:20.0,L. James misses 3-pt jump shot from 26 ft,,114,98
360,4,7:19.0,,Defensive rebound by E. İlyasova,114,98
361,4,7:02.0,,D. Schröder misses 2-pt layup from 2 ft,114,98
362,4,6:59.0,Defensive rebound by L. James,,114,98
363,4,6:47.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by K. Korver),,117,98
364,4,6:34.0,,Shooting foul by R. Jefferson (drawn by K. Bazemore),117,98
365,4,6:34.0,,K. Bazemore makes free throw 1 of 2,117,99
366,4,6:34.0,,P. Millsap enters the game for D. Schröder,117,99
367,4,6:34.0,,K. Bazemore makes free throw 2 of 2,117,100
368,4,6:20.0,R. Jefferson misses 3-pt jump shot from 23 ft,,117,100
369,4,6:18.0,,Defensive rebound by E. İlyasova,117,100
370,4,6:12.0,,Shooting foul by K. Korver (drawn by P. Millsap),117,100
371,4,6:12.0,,P. Millsap makes free throw 1 of 2,117,101
372,4,6:12.0,,P. Millsap makes free throw 2 of 2,117,102
373,4,5:52.0,L. James misses 2-pt layup from 2 ft (block by K. Bazemore),,117,102
374,4,5:50.0,,Defensive rebound by K. Bazemore,117,102
375,4,5:50.0,,Personal take foul by R. Jefferson (drawn by K. Bazemore),117,102
376,4,5:50.0,,Atlanta full timeout,117,102
377,4,5:50.0,K. Irving enters the game for D. Williams,,117,102
378,4,5:50.0,T. Thompson enters the game for R. Jefferson,,117,102
379,4,5:40.0,,T. Hardaway makes 2-pt dunk at rim (assist by T. Sefolosha),117,104
380,4,5:14.0,L. James makes 2-pt jump shot from 19 ft,,119,104
381,4,5:00.0,,Personal foul by L. James (drawn by T. Hardaway),119,104
382,4,5:00.0,,T. Hardaway makes free throw 1 of 2,119,105
383,4,5:00.0,,T. Hardaway makes free throw 2 of 2,119,106
384,4,4:38.0,K. Irving misses 3-pt jump shot from 25 ft,,119,106
