,QUARTER,TIME_REMAINING,DETROIT_ACTION,MINNESOTA_ACTION,DETROIT_SCORE,MINNESOTA_SCORE
146,2,6:59.0,,G. Dieng makes 2-pt jump shot from 17 ft (assist by Z. LaVine),33,35
147,2,6:40.0,Shooting foul by K. Dunn (drawn by R. Jackson),,33,35
148,2,6:40.0,R. Jackson makes free throw 1 of 2,,34,35
149,2,6:40.0,R. Jackson makes free throw 2 of 2,,35,35
150,2,6:26.0,,Z. LaVine misses 2-pt layup from 1 ft,35,35
151,2,6:24.0,Defensive rebound by A. Drummond,,35,35
152,2,6:13.0,R. Jackson misses 2-pt jump shot from 5 ft (block by K. Towns),,35,35
153,2,6:11.0,,Defensive rebound by K. Towns,35,35
154,2,6:05.0,,K. Dunn misses 2-pt layup at rim,35,35
155,2,6:04.0,Defensive rebound by A. Drummond,,35,35
156,2,5:48.0,Turnover by A. Drummond (lost ball; steal by Z. LaVine),,35,35
157,2,5:44.0,,Personal foul by D. Hilliard (drawn by S. Muhammad),35,35
158,2,5:44.0,,Minnesota full timeout,35,35
159,2,5:44.0,K. Caldwell-Pope enters the game for D. Hilliard,,35,35
160,2,5:44.0,M. Morris enters the game for J. Leuer,,35,35
161,2,5:44.0,,R. Rubio enters the game for K. Dunn,35,35
162,2,5:34.0,,Z. LaVine makes 2-pt layup at rim,35,37
163,2,5:12.0,T. Harris makes 2-pt jump shot from 12 ft,,37,37
164,2,4:47.0,,Z. LaVine makes 2-pt jump shot from 20 ft,37,39
165,2,4:29.0,A. Drummond misses 2-pt hook shot from 6 ft,,37,39
166,2,4:26.0,,Defensive rebound by S. Muhammad,37,39
167,2,4:12.0,,Z. LaVine misses 3-pt jump shot from 25 ft,37,39
168,2,4:11.0,Defensive rebound by A. Drummond,,37,39
169,2,4:05.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Jackson),,40,39
170,2,3:46.0,,S. Muhammad misses 3-pt jump shot from 25 ft,40,39
171,2,3:45.0,Defensive rebound by A. Drummond,,40,39
172,2,3:32.0,T. Harris makes 2-pt jump shot from 5 ft,,42,39
173,2,3:20.0,,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),42,41
174,2,3:02.0,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),,45,41
175,2,2:43.0,,Minnesota full timeout,45,41
176,2,2:43.0,I. Smith enters the game for R. Jackson,,45,41
177,2,2:43.0,J. Leuer enters the game for T. Harris,,45,41
178,2,2:43.0,,A. Wiggins enters the game for S. Muhammad,45,41
179,2,2:37.0,,Personal foul by J. Leuer (drawn by K. Towns),45,41
180,2,2:37.0,,K. Towns misses free throw 1 of 2,45,41
181,2,2:37.0,,Offensive rebound by Team,45,41
182,2,2:37.0,,K. Towns misses free throw 2 of 2,45,41
183,2,2:37.0,Defensive rebound by A. Drummond,,45,41
184,2,2:17.0,,Violation by K. Towns (def goaltending),45,41
185,2,2:17.0,M. Morris makes 2-pt jump shot from 10 ft,,47,41
186,2,2:02.0,,K. Towns misses 3-pt jump shot from 25 ft,47,41
187,2,2:00.0,Defensive rebound by A. Drummond,,47,41
188,2,1:49.0,A. Drummond makes 2-pt hook shot from 10 ft (assist by K. Caldwell-Pope),,49,41
189,2,1:29.0,,A. Wiggins misses 2-pt layup from 1 ft,49,41
190,2,1:28.0,,Offensive rebound by G. Dieng,49,41
191,2,1:28.0,,G. Dieng misses 2-pt layup from 1 ft,49,41
192,2,1:26.0,Defensive rebound by J. Leuer,,49,41
193,2,1:20.0,M. Morris misses 3-pt jump shot from 25 ft,,49,41
194,2,1:18.0,,Defensive rebound by K. Towns,49,41
195,2,1:04.0,,A. Wiggins misses 2-pt jump shot from 15 ft,49,41
196,2,1:03.0,Defensive rebound by Team,,49,41
197,2,0:40.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,49,41
198,2,0:39.0,,Defensive rebound by R. Rubio,49,41
199,2,0:29.0,,Turnover by K. Towns (lost ball; steal by I. Smith),49,41
200,2,0:24.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,49,41
201,2,0:23.0,,Defensive rebound by R. Rubio,49,41
202,2,0:17.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),49,43
203,2,0:05.0,Personal take foul by R. Rubio (drawn by I. Smith),,49,43
204,2,0:00.0,I. Smith misses 2-pt jump shot from 22 ft,,49,43
205,2,0:00.0,Offensive rebound by Team,,49,43
206,3,11:41.0,,G. Dieng makes 2-pt jump shot from 15 ft (assist by Z. LaVine),49,45
207,3,11:24.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,49,45
208,3,11:23.0,Offensive rebound by A. Drummond,,49,45
209,3,11:18.0,A. Drummond makes 2-pt jump shot from 8 ft,,51,45
210,3,10:58.0,,K. Towns makes 2-pt dunk at rim (assist by G. Dieng),51,47
211,3,10:39.0,A. Drummond makes 2-pt layup from 3 ft (assist by K. Caldwell-Pope),,53,47
212,3,10:38.0,,Minnesota full timeout,53,47
213,3,10:32.0,,Personal foul by T. Harris (drawn by K. Towns),53,47
214,3,10:26.0,,K. Towns misses 3-pt jump shot from 24 ft,53,47
215,3,10:25.0,Defensive rebound by K. Caldwell-Pope,,53,47
216,3,10:15.0,R. Jackson makes 2-pt hook shot from 8 ft,,55,47
217,3,9:55.0,,G. Dieng misses 2-pt layup from 2 ft,55,47
218,3,9:54.0,Defensive rebound by M. Morris,,55,47
219,3,9:44.0,M. Morris makes 2-pt jump shot from 11 ft,,57,47
220,3,9:28.0,,A. Wiggins makes 2-pt jump shot from 9 ft (assist by R. Rubio),57,49
221,3,9:07.0,R. Jackson makes 2-pt jump shot from 12 ft,,59,49
222,3,8:47.0,,Personal foul by M. Morris (drawn by A. Wiggins),59,49
223,3,8:35.0,,R. Rubio makes 2-pt layup from 1 ft,59,51
224,3,8:13.0,T. Harris misses 2-pt jump shot from 18 ft,,59,51
225,3,8:12.0,,Defensive rebound by G. Dieng,59,51
226,3,8:02.0,,Turnover by K. Towns (bad pass),59,51
227,3,7:45.0,Turnover by K. Caldwell-Pope (bad pass; steal by G. Dieng),,59,51
228,3,7:34.0,,A. Wiggins misses 3-pt jump shot from 27 ft,59,51
229,3,7:33.0,,Offensive rebound by K. Towns,59,51
230,3,7:31.0,,Personal foul by A. Drummond (drawn by K. Towns),59,51
231,3,7:22.0,,G. Dieng makes 2-pt jump shot from 12 ft (assist by Z. LaVine),59,53
232,3,7:22.0,,Shooting foul by A. Drummond (drawn by G. Dieng),59,53
233,3,7:22.0,,G. Dieng makes free throw 1 of 1,59,54
234,3,7:00.0,Shooting foul by R. Rubio (drawn by T. Harris),,59,54
235,3,7:00.0,Detroit full timeout,,59,54
236,3,7:00.0,T. Harris makes free throw 1 of 3,,60,54
237,3,7:00.0,T. Harris misses free throw 2 of 3,,60,54
238,3,7:00.0,Offensive rebound by Team,,60,54
239,3,7:00.0,T. Harris makes free throw 3 of 3,,61,54
240,3,6:37.0,,A. Wiggins misses 2-pt jump shot from 11 ft,61,54
241,3,6:36.0,Defensive rebound by A. Drummond,,61,54
242,3,6:26.0,R. Jackson misses 2-pt jump shot from 7 ft,,61,54
243,3,6:25.0,Offensive rebound by A. Drummond,,61,54
244,3,6:25.0,A. Drummond makes 2-pt layup from 1 ft,,63,54
245,3,6:05.0,,R. Rubio makes 2-pt jump shot from 18 ft (assist by G. Dieng),63,56
246,3,5:40.0,M. Morris misses 3-pt jump shot from 24 ft,,63,56
247,3,5:39.0,,Defensive rebound by Z. LaVine,63,56
248,3,5:32.0,,Turnover by Z. LaVine (lost ball; steal by K. Caldwell-Pope),63,56
249,3,5:26.0,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,,63,56
250,3,5:25.0,,Defensive rebound by Z. LaVine,63,56
251,3,5:08.0,,Shooting block foul by A. Drummond (drawn by K. Towns),63,56
252,3,5:08.0,,K. Towns makes free throw 1 of 2,63,57
253,3,5:08.0,A. Baynes enters the game for A. Drummond,,63,57
254,3,5:08.0,I. Smith enters the game for R. Jackson,,63,57
255,3,5:08.0,,K. Towns makes free throw 2 of 2,63,58
256,3,4:52.0,M. Morris misses 2-pt jump shot from 16 ft,,63,58
257,3,4:51.0,,Defensive rebound by G. Dieng,63,58
258,3,4:39.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),63,60
259,3,4:21.0,T. Harris makes 3-pt jump shot from 25 ft (assist by I. Smith),,66,60
260,3,4:08.0,,R. Rubio makes 2-pt layup from 1 ft,66,62
261,3,4:08.0,,Shooting foul by I. Smith (drawn by R. Rubio),66,62
262,3,4:08.0,,S. Muhammad enters the game for Z. LaVine,66,62
263,3,4:08.0,,R. Rubio makes free throw 1 of 1,66,63
264,3,3:55.0,I. Smith misses 2-pt jump shot from 11 ft,,66,63
265,3,3:54.0,,Defensive rebound by K. Towns,66,63
266,3,3:42.0,,A. Wiggins misses 2-pt jump shot from 18 ft,66,63
267,3,3:41.0,Defensive rebound by M. Morris,,66,63
268,3,3:32.0,T. Harris makes 3-pt jump shot from 25 ft (assist by I. Smith),,69,63
269,3,3:09.0,,A. Wiggins makes 2-pt jump shot from 6 ft (assist by R. Rubio),69,65
270,3,2:48.0,Turnover by M. Morris (bad pass),,69,65
271,3,2:48.0,,Minnesota full timeout,69,65
272,3,2:48.0,,C. Aldrich enters the game for G. Dieng,69,65
273,3,2:48.0,,K. Dunn enters the game for R. Rubio,69,65
274,3,2:48.0,J. Leuer enters the game for M. Morris,,69,65
275,3,2:34.0,,Offensive foul by K. Towns (drawn by J. Leuer),69,65
276,3,2:34.0,,Turnover by K. Towns (offensive foul),69,65
277,3,2:21.0,I. Smith makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,72,65
278,3,1:58.0,,Turnover by K. Towns (traveling),72,65
279,3,1:58.0,,A. Payne enters the game for K. Towns,72,65
280,3,1:47.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,72,65
281,3,1:46.0,,Defensive rebound by A. Wiggins,72,65
282,3,1:39.0,,Shooting block foul by A. Baynes (drawn by A. Wiggins),72,65
283,3,1:39.0,,A. Wiggins misses free throw 1 of 2,72,65
284,3,1:39.0,,Offensive rebound by Team,72,65
285,3,1:39.0,,A. Wiggins makes free throw 2 of 2,72,66
286,3,1:22.0,J. Leuer makes 2-pt layup from 2 ft (assist by I. Smith),,74,66
287,3,1:22.0,Shooting foul by C. Aldrich (drawn by J. Leuer),,74,66
288,3,1:22.0,J. Leuer makes free throw 1 of 1,,75,66
289,3,1:05.0,,A. Wiggins misses 2-pt jump shot from 20 ft,75,66
290,3,1:04.0,Defensive rebound by J. Leuer,,75,66
291,3,0:59.0,J. Leuer makes 2-pt layup from 1 ft (assist by I. Smith),,77,66
292,3,0:59.0,,Minnesota full timeout,77,66
293,3,0:42.0,,Turnover by A. Payne (bad pass; steal by K. Caldwell-Pope),77,66
294,3,0:30.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by I. Smith),,80,66
295,3,0:14.0,,Shooting block foul by I. Smith (drawn by A. Wiggins),80,66
296,3,0:14.0,,A. Wiggins makes free throw 1 of 2,80,67
297,3,0:14.0,,A. Wiggins makes free throw 2 of 2,80,68
298,3,0:03.0,A. Baynes makes 2-pt dunk at rim (assist by I. Smith),,82,68
299,3,0:00.0,,K. Dunn misses 3-pt jump shot from 27 ft,82,68
300,3,0:00.0,,Offensive rebound by Team,82,68
301,4,11:47.0,J. Leuer makes 2-pt jump shot from 14 ft (assist by R. Jackson),,84,68
302,4,11:25.0,,K. Dunn misses 3-pt jump shot from 23 ft,84,68
303,4,11:24.0,Defensive rebound by J. Leuer,,84,68
304,4,11:17.0,M. Morris misses 3-pt jump shot from 25 ft,,84,68
305,4,11:14.0,Offensive rebound by A. Baynes,,84,68
306,4,11:08.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,87,68
307,4,10:53.0,,A. Payne misses 3-pt jump shot from 25 ft,87,68
308,4,10:52.0,Defensive rebound by M. Morris,,87,68
309,4,10:44.0,Shooting block foul by Z. LaVine (drawn by K. Caldwell-Pope),,87,68
310,4,10:44.0,K. Caldwell-Pope makes free throw 1 of 2,,88,68
311,4,10:44.0,K. Caldwell-Pope makes free throw 2 of 2,,89,68
312,4,10:27.0,,A. Payne makes 2-pt jump shot from 10 ft (assist by Z. LaVine),89,70
313,4,10:19.0,Detroit full timeout,,89,70
314,4,10:19.0,D. Hilliard enters the game for K. Caldwell-Pope,,89,70
315,4,10:07.0,J. Leuer makes 2-pt jump shot from 16 ft (assist by D. Hilliard),,91,70
316,4,9:40.0,,A. Payne misses 2-pt layup from 1 ft,91,70
317,4,9:39.0,Defensive rebound by R. Jackson,,91,70
318,4,9:28.0,J. Leuer misses 2-pt jump shot from 17 ft,,91,70
319,4,9:26.0,,Defensive rebound by C. Aldrich,91,70
320,4,9:18.0,,Personal foul by R. Jackson (drawn by Z. LaVine),91,70
321,4,9:18.0,,K. Towns enters the game for A. Payne,91,70
322,4,9:03.0,,Z. LaVine misses 3-pt jump shot from 25 ft,91,70
323,4,9:02.0,Defensive rebound by M. Morris,,91,70
324,4,8:49.0,M. Morris makes 3-pt jump shot from 26 ft (assist by J. Leuer),,94,70
325,4,8:38.0,,Shooting foul by A. Baynes (drawn by Z. LaVine),94,70
326,4,8:38.0,,Z. LaVine misses free throw 1 of 2,94,70
327,4,8:38.0,,Offensive rebound by Team,94,70
328,4,8:38.0,,R. Rubio enters the game for K. Dunn,94,70
329,4,8:38.0,,Z. LaVine makes free throw 2 of 2,94,71
330,4,8:25.0,Shooting foul by R. Rubio (drawn by R. Jackson),,94,71
331,4,8:25.0,R. Jackson makes free throw 1 of 2,,95,71
332,4,8:25.0,A. Drummond enters the game for A. Baynes,,95,71
333,4,8:25.0,R. Jackson makes free throw 2 of 2,,96,71
334,4,8:09.0,,K. Towns makes 2-pt dunk at rim (assist by Z. LaVine),96,73
335,4,7:53.0,R. Jackson makes 2-pt jump shot from 11 ft,,98,73
336,4,7:42.0,,R. Rubio misses 2-pt layup from 2 ft,98,73
337,4,7:41.0,Defensive rebound by A. Drummond,,98,73
338,4,7:32.0,D. Hilliard makes 3-pt jump shot from 24 ft (assist by R. Jackson),,101,73
339,4,7:16.0,,Z. LaVine misses 2-pt layup from 2 ft,101,73
340,4,7:15.0,,Offensive rebound by K. Towns,101,73
341,4,7:15.0,,K. Towns makes 2-pt layup from 1 ft,101,75
342,4,7:01.0,R. Jackson misses 2-pt jump shot from 14 ft,,101,75
343,4,7:00.0,Offensive rebound by A. Drummond,,101,75
344,4,6:59.0,A. Drummond makes 2-pt jump shot from 5 ft,,103,75
345,4,6:46.0,,B. Rush makes 3-pt jump shot from 24 ft (assist by C. Aldrich),103,78
346,4,6:23.0,D. Hilliard makes 2-pt jump shot from 20 ft,,105,78
347,4,6:04.0,,K. Towns misses 2-pt jump shot from 5 ft,105,78
348,4,6:03.0,Defensive rebound by A. Drummond,,105,78
349,4,5:58.0,D. Hilliard misses 3-pt jump shot from 26 ft,,105,78
350,4,5:56.0,,Defensive rebound by K. Towns,105,78
351,4,5:50.0,,Shooting foul by D. Hilliard (drawn by Z. LaVine),105,78
352,4,5:50.0,,Minnesota full timeout,105,78
353,4,5:50.0,,Z. LaVine makes free throw 1 of 2,105,79
354,4,5:50.0,,Z. LaVine misses free throw 2 of 2,105,79
355,4,5:50.0,Defensive rebound by A. Drummond,,105,79
356,4,5:23.0,R. Jackson misses 2-pt layup from 2 ft,,105,79
357,4,5:22.0,Offensive rebound by A. Drummond,,105,79
358,4,5:22.0,A. Drummond makes 2-pt layup at rim,,107,79
359,4,5:03.0,,Z. LaVine misses 2-pt layup from 1 ft,107,79
360,4,5:02.0,Defensive rebound by A. Drummond,,107,79
361,4,4:49.0,R. Jackson misses 3-pt jump shot from 25 ft,,107,79
362,4,4:48.0,,Defensive rebound by K. Towns,107,79
363,4,4:45.0,,Personal foul by R. Jackson (drawn by R. Rubio),107,79
364,4,4:45.0,,T. Jones enters the game for Z. LaVine,107,79
365,4,4:45.0,I. Smith enters the game for R. Jackson,,107,79
366,4,4:45.0,,J. Hill enters the game for C. Aldrich,107,79
367,4,4:45.0,,A. Payne enters the game for K. Towns,107,79
368,4,4:32.0,,Turnover by T. Jones (bad pass; steal by I. Smith),107,79
369,4,4:22.0,Shooting foul by J. Hill (drawn by A. Drummond),,107,79
370,4,4:22.0,A. Drummond makes free throw 1 of 2,,108,79
371,4,4:22.0,A. Drummond misses free throw 2 of 2,,108,79
372,4,4:22.0,,Defensive rebound by B. Rush,108,79
373,4,4:22.0,,K. Dunn enters the game for R. Rubio,108,79
374,4,4:02.0,,Shooting foul by M. Morris (drawn by A. Payne),108,79
375,4,4:02.0,,C. Aldrich makes free throw 1 of 2,108,80
376,4,4:02.0,,C. Aldrich misses free throw 2 of 2,108,80
377,4,4:02.0,Defensive rebound by Team,,108,80
378,4,4:02.0,Flagrant foul type 1 by A. Payne (drawn by M. Morris),,108,80
379,4,4:02.0,J. Leuer makes flagrant free throw 1 of 2,,109,80
380,4,4:02.0,,C. Aldrich enters the game for A. Payne,108,79
381,4,4:02.0,,A. Payne enters the game for C. Aldrich,108,80
382,4,4:02.0,,C. Aldrich enters the game for A. Payne,108,80
