,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,INDIANA_ACTION,GOLDEN STATE_SCORE,INDIANA_SCORE
68,1,4:04.0,Turnover by K. Thompson (bad pass; steal by J. Teague),,19,11
69,1,4:00.0,,J. Teague makes 2-pt layup from 1 ft,19,13
70,1,3:48.0,D. Green misses 3-pt jump shot from 26 ft,,19,13
71,1,3:48.0,,Defensive rebound by K. Séraphin,19,13
72,1,3:37.0,,J. Teague misses 2-pt layup at rim (block by J. McGee),19,13
73,1,3:37.0,,Offensive rebound by K. Séraphin,19,13
74,1,3:35.0,,K. Séraphin makes 2-pt layup from 1 ft,19,15
75,1,3:28.0,Shooting foul by J. Teague (drawn by S. Curry),,19,15
76,1,3:28.0,S. Curry makes free throw 1 of 2,,20,15
77,1,3:28.0,,L. Allen enters the game for G. Robinson,20,15
78,1,3:28.0,I. Clark enters the game for K. Thompson,,20,15
79,1,3:28.0,S. Curry makes free throw 2 of 2,,21,15
80,1,3:12.0,,K. Séraphin misses 2-pt hook shot from 14 ft,21,15
81,1,3:11.0,Defensive rebound by J. McGee,,21,15
82,1,2:55.0,J. McGee makes 2-pt dunk from 1 ft (assist by S. Curry),,23,15
83,1,2:39.0,,Turnover by T. Young (bad pass; steal by A. Iguodala),23,15
84,1,2:34.0,A. Iguodala misses 2-pt layup from 1 ft,,23,15
85,1,2:33.0,Offensive rebound by Team,,23,15
86,1,2:31.0,D. Green makes 2-pt layup from 1 ft (assist by I. Clark),,25,15
87,1,2:14.0,,R. Stuckey makes 2-pt jump shot from 18 ft,25,17
88,1,1:57.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by S. Curry),,28,17
89,1,1:44.0,,J. Teague misses 2-pt jump shot from 9 ft,28,17
90,1,1:43.0,,Offensive rebound by J. Teague,28,17
91,1,1:41.0,,J. Teague makes 2-pt jump shot from 4 ft,28,19
92,1,1:31.0,J. McGee makes 2-pt jump shot from 4 ft (assist by A. Iguodala),,30,19
93,1,1:20.0,,J. Teague misses 2-pt layup at rim,30,19
94,1,1:19.0,Defensive rebound by J. McGee,,30,19
95,1,1:12.0,Turnover by S. Curry (lost ball; steal by J. Teague),,30,19
96,1,1:11.0,,Personal foul by J. McGee (drawn by J. Teague),30,19
97,1,1:11.0,,A. Brooks enters the game for J. Teague,30,19
98,1,1:11.0,K. Durant enters the game for D. Green,,30,19
99,1,1:01.0,,R. Stuckey misses 2-pt jump shot from 18 ft,30,19
100,1,1:01.0,Defensive rebound by Team,,30,19
101,1,1:01.0,,Loose ball foul by K. Séraphin (drawn by J. McGee),30,19
102,1,1:01.0,J. McGee misses free throw 1 of 2,,30,19
103,1,1:01.0,Offensive rebound by Team,,30,19
104,1,1:01.0,J. McGee makes free throw 2 of 2,,31,19
105,1,0:45.0,,K. Séraphin misses 2-pt jump shot from 18 ft,31,19
106,1,0:44.0,Defensive rebound by I. Clark,,31,19
107,1,0:37.0,I. Clark makes 3-pt jump shot from 27 ft (assist by A. Iguodala),,34,19
108,1,0:22.0,,A. Brooks makes 2-pt jump shot from 17 ft,34,21
109,1,0:05.0,K. Durant misses 3-pt jump shot from 26 ft,,34,21
110,1,0:02.0,Offensive rebound by J. McGee,,34,21
111,1,0:01.0,Turnover by J. McGee (bad pass),,34,21
112,2,11:47.0,,K. Séraphin misses 2-pt hook shot from 6 ft,34,21
113,2,11:46.0,Defensive rebound by K. Durant,,34,21
114,2,11:24.0,Shooting foul by G. Robinson (drawn by K. Durant),,34,21
115,2,11:24.0,K. Durant makes free throw 1 of 2,,35,21
116,2,11:24.0,K. Durant makes free throw 2 of 2,,36,21
117,2,11:14.0,,A. Brooks makes 2-pt layup from 1 ft,36,23
118,2,11:10.0,Turnover by K. Durant (bad pass; steal by A. Brooks),,36,23
119,2,11:01.0,,R. Stuckey misses 2-pt jump shot from 6 ft,36,23
120,2,11:00.0,Defensive rebound by S. Livingston,,36,23
121,2,10:52.0,D. West makes 2-pt jump shot from 17 ft (assist by S. Livingston),,38,23
122,2,10:23.0,,R. Stuckey misses 3-pt jump shot from 27 ft,38,23
123,2,10:22.0,Defensive rebound by D. West,,38,23
124,2,10:09.0,D. West misses 2-pt layup from 2 ft,,38,23
125,2,10:08.0,,Defensive rebound by K. Séraphin,38,23
126,2,10:01.0,,A. Brooks misses 2-pt layup from 1 ft,38,23
127,2,10:00.0,Defensive rebound by K. Durant,,38,23
128,2,9:44.0,I. Clark misses 2-pt jump shot from 10 ft,,38,23
129,2,9:43.0,,Defensive rebound by K. Séraphin,38,23
130,2,9:33.0,,K. Séraphin misses 2-pt jump shot from 3 ft,38,23
131,2,9:32.0,,Offensive rebound by L. Allen,38,23
132,2,9:32.0,,L. Allen misses 2-pt layup from 1 ft,38,23
133,2,9:31.0,,Offensive rebound by L. Allen,38,23
134,2,9:26.0,,R. Stuckey misses 3-pt jump shot from 27 ft,38,23
135,2,9:26.0,Defensive rebound by K. Durant,,38,23
136,2,9:15.0,K. Durant misses 2-pt jump shot from 19 ft,,38,23
137,2,9:14.0,,Defensive rebound by L. Allen,38,23
138,2,9:03.0,,Shooting foul by A. Iguodala (drawn by R. Stuckey),38,23
139,2,9:03.0,,R. Stuckey makes free throw 1 of 2,38,24
140,2,9:03.0,K. Thompson enters the game for A. Iguodala,,38,24
141,2,9:03.0,,A. Jefferson enters the game for K. Séraphin,38,24
142,2,9:03.0,,R. Stuckey makes free throw 2 of 2,38,25
143,2,8:53.0,S. Livingston misses 2-pt jump shot from 16 ft,,38,25
144,2,8:53.0,,Defensive rebound by A. Jefferson,38,25
145,2,8:45.0,,A. Brooks misses 2-pt layup from 3 ft,38,25
146,2,8:45.0,,Offensive rebound by Team,38,25
147,2,8:45.0,,Turnover by A. Brooks (traveling),38,25
148,2,8:45.0,Official timeout,,38,25
149,2,8:45.0,,M. Ellis enters the game for R. Stuckey,38,25
150,2,8:45.0,,J. Teague enters the game for L. Allen,38,25
151,2,8:45.0,,T. Young enters the game for A. Brooks,38,25
152,2,8:32.0,Turnover by D. West (traveling),,38,25
153,2,8:21.0,,G. Robinson misses 2-pt jump shot from 10 ft,38,25
154,2,8:21.0,Defensive rebound by K. Durant,,38,25
155,2,8:17.0,Offensive foul by D. West (drawn by T. Young),,38,25
156,2,8:17.0,Turnover by D. West (offensive foul),,38,25
157,2,8:08.0,,T. Young misses 2-pt jump shot from 17 ft,38,25
158,2,8:07.0,Defensive rebound by K. Thompson,,38,25
159,2,7:45.0,S. Livingston makes 2-pt jump shot from 13 ft (assist by K. Durant),,40,25
160,2,7:29.0,,J. Teague makes 2-pt jump shot from 16 ft (assist by A. Jefferson),40,27
161,2,7:29.0,,Shooting foul by I. Clark (drawn by J. Teague),40,27
162,2,7:29.0,D. Green enters the game for K. Durant,,40,27
163,2,7:29.0,,J. Teague makes free throw 1 of 1,40,28
164,2,7:15.0,Personal foul by G. Robinson (drawn by D. West),,40,28
165,2,7:11.0,K. Thompson makes 2-pt layup from 3 ft (assist by D. West),,42,28
166,2,6:55.0,,T. Young misses 2-pt jump shot from 20 ft,42,28
167,2,6:54.0,Defensive rebound by D. Green,,42,28
168,2,6:52.0,Turnover by D. Green (bad pass; steal by G. Robinson),,42,28
169,2,6:42.0,,M. Ellis misses 2-pt layup at rim (block by D. West),42,28
170,2,6:41.0,,Offensive rebound by T. Young,42,28
171,2,6:39.0,,T. Young makes 2-pt layup from 2 ft,42,30
172,2,6:23.0,I. Clark misses 3-pt jump shot from 25 ft,,42,30
173,2,6:23.0,,Defensive rebound by Team,42,30
174,2,6:23.0,S. Curry enters the game for I. Clark,,42,30
175,2,6:06.0,,A. Jefferson misses 2-pt jump shot from 14 ft,42,30
176,2,6:05.0,Defensive rebound by D. West,,42,30
177,2,5:56.0,D. West misses 2-pt jump shot from 20 ft,,42,30
178,2,5:55.0,,Defensive rebound by J. Teague,42,30
179,2,5:49.0,,T. Young makes 2-pt dunk from 1 ft (assist by J. Teague),42,32
180,2,5:32.0,S. Curry misses 3-pt jump shot from 25 ft,,42,32
181,2,5:32.0,,Defensive rebound by A. Jefferson,42,32
182,2,5:19.0,,Turnover by T. Young (bad pass; steal by K. Thompson),42,32
183,2,5:13.0,K. Thompson misses 3-pt jump shot from 29 ft,,42,32
184,2,5:12.0,,Defensive rebound by A. Jefferson,42,32
185,2,5:07.0,,Indiana full timeout,42,32
186,2,5:07.0,A. Iguodala enters the game for D. West,,42,32
187,2,5:07.0,K. Durant enters the game for S. Livingston,,42,32
188,2,5:07.0,,L. Allen enters the game for A. Jefferson,42,32
189,2,4:52.0,,L. Allen misses 2-pt hook shot from 7 ft,42,32
190,2,4:51.0,Defensive rebound by K. Durant,,42,32
191,2,4:39.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,44,32
192,2,4:19.0,,G. Robinson makes 2-pt jump shot from 4 ft,44,34
193,2,4:05.0,S. Curry makes 3-pt jump shot from 25 ft,,47,34
194,2,3:56.0,,J. Teague makes 2-pt layup from 2 ft,47,36
195,2,3:41.0,Shooting foul by L. Allen (drawn by K. Durant),,47,36
196,2,3:41.0,K. Durant makes free throw 1 of 2,,48,36
197,2,3:41.0,,R. Stuckey enters the game for L. Allen,48,36
198,2,3:41.0,K. Durant makes free throw 2 of 2,,49,36
199,2,3:30.0,,Turnover by M. Ellis (bad pass),49,36
200,2,3:19.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,51,36
201,2,2:51.0,,J. Teague misses 2-pt layup from 1 ft,51,36
202,2,2:50.0,,Offensive rebound by T. Young,51,36
203,2,2:47.0,,T. Young misses 2-pt jump shot from 4 ft (block by D. Green),51,36
204,2,2:46.0,Defensive rebound by S. Curry,,51,36
205,2,2:42.0,K. Thompson misses 2-pt layup at rim (block by M. Ellis),,51,36
206,2,2:42.0,Offensive rebound by Team,,51,36
207,2,2:42.0,Golden State full timeout,,51,36
208,2,2:35.0,A. Iguodala misses 3-pt jump shot from 26 ft,,51,36
209,2,2:34.0,,Defensive rebound by G. Robinson,51,36
210,2,2:22.0,,Turnover by J. Teague (lost ball; steal by K. Durant),51,36
211,2,2:10.0,A. Iguodala misses 2-pt layup from 1 ft,,51,36
212,2,2:09.0,Offensive rebound by D. Green,,51,36
213,2,2:09.0,D. Green makes 2-pt layup from 1 ft,,53,36
214,2,1:46.0,,J. Teague misses 3-pt jump shot from 27 ft,53,36
215,2,1:45.0,Defensive rebound by D. Green,,53,36
216,2,1:34.0,K. Durant makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,56,36
217,2,1:22.0,,Shooting foul by K. Thompson (drawn by R. Stuckey),56,36
218,2,1:22.0,,R. Stuckey makes free throw 1 of 2,56,37
219,2,1:22.0,,R. Stuckey makes free throw 2 of 2,56,38
220,2,1:06.0,K. Thompson misses 2-pt jump shot from 17 ft,,56,38
221,2,1:06.0,,Defensive rebound by R. Stuckey,56,38
222,2,0:50.0,,G. Robinson misses 2-pt dunk at rim (block by K. Durant),56,38
223,2,0:48.0,Defensive rebound by K. Durant,,56,38
224,2,0:42.0,K. Thompson misses 3-pt jump shot from 23 ft,,56,38
225,2,0:42.0,Offensive rebound by D. Green,,56,38
226,2,0:39.0,K. Durant misses 2-pt jump shot from 16 ft,,56,38
227,2,0:38.0,Offensive rebound by S. Curry,,56,38
228,2,0:37.0,S. Curry makes 2-pt jump shot from 7 ft,,58,38
229,2,0:32.0,,Indiana full timeout,58,38
230,2,0:32.0,I. Clark enters the game for K. Thompson,,58,38
231,2,0:30.0,,T. Young makes 2-pt layup from 4 ft (assist by R. Stuckey),58,40
232,2,0:11.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,61,40
233,2,0:02.0,,R. Stuckey makes 2-pt layup from 2 ft,61,42
234,3,11:41.0,,M. Ellis makes 2-pt jump shot from 4 ft,61,44
235,3,11:24.0,Z. Pachulia makes 2-pt dunk from 2 ft (assist by K. Durant),,63,44
236,3,11:09.0,,G. Robinson misses 2-pt layup from 1 ft,63,44
237,3,11:08.0,Defensive rebound by D. Green,,63,44
238,3,11:02.0,K. Durant misses 3-pt jump shot from 28 ft,,63,44
239,3,11:01.0,,Defensive rebound by M. Ellis,63,44
240,3,10:39.0,,M. Ellis misses 3-pt jump shot from 26 ft,63,44
241,3,10:38.0,Defensive rebound by K. Durant,,63,44
242,3,10:24.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,66,44
243,3,10:04.0,,G. Robinson misses 3-pt jump shot from 26 ft (block by K. Durant),66,44
244,3,10:03.0,,Offensive rebound by G. Robinson,66,44
245,3,9:56.0,,Turnover by M. Ellis (lost ball; steal by D. Green),66,44
246,3,9:51.0,S. Curry makes 2-pt layup at rim (assist by D. Green),,68,44
247,3,9:51.0,,Indiana full timeout,68,44
248,3,9:42.0,,T. Young makes 3-pt jump shot from 29 ft (assist by A. Jefferson),68,47
249,3,9:29.0,Personal block foul by T. Young (drawn by S. Curry),,68,47
250,3,9:15.0,D. Green makes 2-pt layup from 2 ft,,70,47
251,3,9:02.0,,G. Robinson misses 2-pt jump shot from 14 ft,70,47
252,3,9:02.0,Defensive rebound by K. Durant,,70,47
253,3,8:58.0,Shooting foul by A. Jefferson (drawn by D. Green),,70,47
254,3,8:58.0,D. Green makes free throw 1 of 2,,71,47
255,3,8:58.0,D. Green makes free throw 2 of 2,,72,47
256,3,8:51.0,Violation by D. Green (kicked ball),,72,47
257,3,8:45.0,,J. Teague misses 3-pt jump shot from 28 ft,72,47
258,3,8:44.0,Defensive rebound by K. Durant,,72,47
259,3,8:38.0,K. Thompson misses 3-pt jump shot from 26 ft (block by J. Teague),,72,47
260,3,8:38.0,Offensive rebound by Team,,72,47
261,3,8:34.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),,74,47
262,3,8:18.0,,Turnover by J. Teague (lost ball; steal by K. Thompson),74,47
263,3,8:12.0,K. Durant misses 2-pt layup from 2 ft,,74,47
264,3,8:12.0,Offensive rebound by D. Green,,74,47
265,3,8:12.0,D. Green misses 2-pt layup from 1 ft,,74,47
266,3,8:11.0,,Defensive rebound by A. Jefferson,74,47
267,3,8:03.0,,G. Robinson makes 3-pt jump shot from 23 ft (assist by J. Teague),74,50
268,3,7:55.0,Shooting foul by A. Jefferson (drawn by Z. Pachulia),,74,50
269,3,7:55.0,Z. Pachulia makes free throw 1 of 2,,75,50
270,3,7:55.0,Z. Pachulia makes free throw 2 of 2,,76,50
271,3,7:38.0,,Personal foul by K. Thompson (drawn by J. Teague),76,50
272,3,7:32.0,,Turnover by M. Ellis (bad pass; steal by K. Durant),76,50
273,3,7:32.0,Personal foul by M. Ellis (drawn by K. Durant),,76,50
274,3,7:12.0,Z. Pachulia misses 2-pt layup from 2 ft,,76,50
275,3,7:11.0,Offensive rebound by Z. Pachulia,,76,50
276,3,7:11.0,Z. Pachulia makes 2-pt layup from 1 ft,,78,50
277,3,6:54.0,,T. Young makes 2-pt hook shot from 11 ft,78,52
278,3,6:46.0,S. Curry makes 2-pt jump shot from 12 ft (assist by K. Durant),,80,52
279,3,6:35.0,,T. Young makes 3-pt jump shot from 27 ft (assist by G. Robinson),80,55
280,3,6:26.0,Shooting foul by A. Jefferson (drawn by S. Curry),,80,55
281,3,6:26.0,S. Curry makes free throw 1 of 2,,81,55
282,3,6:26.0,,K. Séraphin enters the game for A. Jefferson,81,55
283,3,6:26.0,S. Curry makes free throw 2 of 2,,82,55
284,3,6:14.0,,T. Young misses 3-pt jump shot from 24 ft,82,55
285,3,6:13.0,Defensive rebound by Z. Pachulia,,82,55
286,3,5:55.0,S. Curry makes 2-pt jump shot from 21 ft (assist by K. Durant),,84,55
287,3,5:42.0,,A. Brooks enters the game for J. Teague,84,55
288,3,5:42.0,A. Iguodala enters the game for K. Durant,,84,55
289,3,5:42.0,J. McGee enters the game for Z. Pachulia,,84,55
290,3,5:36.0,,M. Ellis misses 2-pt jump shot from 20 ft,84,55
291,3,5:35.0,Defensive rebound by Team,,84,55
292,3,5:35.0,,Loose ball foul by T. Young (drawn by K. Thompson),84,55
293,3,5:35.0,K. Thompson makes free throw 1 of 2,,85,55
294,3,5:35.0,K. Thompson misses free throw 2 of 2,,85,55
295,3,5:35.0,,Defensive rebound by T. Young,85,55
296,3,5:19.0,,M. Ellis makes 3-pt jump shot from 27 ft (assist by A. Brooks),85,58
297,3,5:05.0,Personal foul by A. Brooks (drawn by S. Curry),,85,58
298,3,5:05.0,S. Curry makes free throw 1 of 2,,86,58
299,3,5:05.0,S. Curry makes free throw 2 of 2,,87,58
300,3,4:55.0,,A. Brooks makes 3-pt jump shot from 26 ft,87,61
301,3,4:40.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by D. Green),,90,61
302,3,4:23.0,,T. Young misses 3-pt jump shot from 25 ft,90,61
303,3,4:22.0,,Offensive rebound by K. Séraphin,90,61
304,3,4:20.0,,K. Séraphin makes 2-pt jump shot from 9 ft,90,63
305,3,4:10.0,J. McGee misses 2-pt dunk from 1 ft,,90,63
306,3,4:10.0,,Defensive rebound by G. Robinson,90,63
307,3,4:10.0,,Personal take foul by D. Green (drawn by G. Robinson),90,63
308,3,4:10.0,,L. Allen enters the game for T. Young,90,63
309,3,4:10.0,,R. Stuckey enters the game for G. Robinson,90,63
310,3,4:10.0,Golden State full timeout,,90,63
311,3,4:01.0,,Personal block foul by J. McGee (drawn by A. Brooks),90,63
312,3,3:46.0,,L. Allen misses 2-pt jump shot from 4 ft,90,63
313,3,3:45.0,,Offensive rebound by K. Séraphin,90,63
314,3,3:44.0,,K. Séraphin misses 2-pt jump shot from 6 ft,90,63
315,3,3:44.0,,Offensive rebound by Team,90,63
316,3,3:44.0,,Turnover by Team (shot clock),90,63
317,3,3:30.0,J. McGee makes 2-pt layup from 4 ft (assist by S. Curry),,92,63
318,3,3:09.0,,M. Ellis misses 3-pt jump shot from 24 ft,92,63
319,3,3:08.0,Defensive rebound by S. Curry,,92,63
320,3,3:02.0,S. Curry misses 3-pt jump shot from 26 ft,,92,63
321,3,3:01.0,Offensive rebound by S. Curry,,92,63
322,3,2:57.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,95,63
323,3,2:41.0,,Shooting foul by A. Iguodala (drawn by A. Brooks),95,63
324,3,2:41.0,,A. Brooks makes free throw 1 of 2,95,64
325,3,2:41.0,K. Durant enters the game for K. Thompson,,95,64
326,3,2:41.0,,G. Robinson enters the game for M. Ellis,95,64
327,3,2:41.0,,A. Brooks makes free throw 2 of 2,95,65
328,3,2:29.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),,98,65
329,3,2:10.0,,G. Robinson misses 2-pt jump shot from 19 ft,98,65
330,3,2:09.0,Defensive rebound by S. Curry,,98,65
331,3,2:05.0,,Offensive charge foul by J. McGee (drawn by A. Brooks),98,65
332,3,2:05.0,Turnover by J. McGee (offensive foul),,98,65
333,3,1:53.0,,L. Allen misses 2-pt jump shot from 18 ft,98,65
334,3,1:52.0,Defensive rebound by J. McGee,,98,65
335,3,1:44.0,K. Durant misses 3-pt jump shot from 27 ft,,98,65
336,3,1:43.0,,Defensive rebound by G. Robinson,98,65
337,3,1:32.0,,Turnover by L. Allen (bad pass; steal by D. Green),98,65
338,3,1:16.0,A. Iguodala misses 3-pt jump shot from 23 ft,,98,65
339,3,1:15.0,,Defensive rebound by K. Séraphin,98,65
340,3,1:05.0,,K. Séraphin makes 2-pt jump shot from 6 ft (assist by A. Brooks),98,67
341,3,0:53.0,Personal foul by G. Robinson (drawn by K. Durant),,98,67
342,3,0:53.0,K. Durant makes free throw 1 of 2,,99,67
343,3,0:53.0,D. West enters the game for D. Green,,99,67
344,3,0:53.0,S. Livingston enters the game for S. Curry,,99,67
345,3,0:53.0,K. Durant makes free throw 2 of 2,,100,67
346,3,0:41.0,,R. Stuckey makes 2-pt jump shot from 18 ft,100,69
347,3,0:27.0,Shooting foul by R. Stuckey (drawn by J. McGee),,100,69
348,3,0:27.0,J. McGee misses free throw 1 of 2,,100,69
349,3,0:27.0,Offensive rebound by Team,,100,69
350,3,0:27.0,J. McGee misses free throw 2 of 2,,100,69
351,3,0:27.0,,Defensive rebound by K. Séraphin,100,69
352,3,0:09.0,,Shooting foul by S. Livingston (drawn by R. Stuckey),100,69
353,3,0:09.0,,R. Stuckey makes free throw 1 of 2,100,70
354,3,0:09.0,I. Clark enters the game for J. McGee,,100,70
355,3,0:09.0,,T. Young enters the game for K. Séraphin,100,70
356,3,0:09.0,,R. Stuckey makes free throw 2 of 2,100,71
357,3,0:00.0,I. Clark misses 3-pt jump shot from 24 ft,,100,71
358,3,0:00.0,Offensive rebound by Team,,100,71
359,4,11:40.0,P. McCaw misses 2-pt jump shot from 19 ft,,100,71
360,4,11:39.0,,Defensive rebound by A. Jefferson,100,71
361,4,11:23.0,,A. Jefferson makes 2-pt jump shot from 9 ft,100,73
362,4,11:03.0,Personal foul by A. Jefferson (drawn by S. Livingston),,100,73
363,4,10:58.0,P. McCaw makes 3-pt jump shot from 25 ft (assist by S. Livingston),,103,73
364,4,10:39.0,,L. Allen misses 2-pt jump shot from 18 ft,103,73
365,4,10:38.0,Defensive rebound by D. West,,103,73
366,4,10:26.0,Shooting foul by R. Stuckey (drawn by D. West),,103,73
367,4,10:26.0,D. West makes free throw 1 of 2,,104,73
368,4,10:26.0,D. West makes free throw 2 of 2,,105,73
369,4,10:14.0,,R. Stuckey makes 2-pt jump shot from 19 ft (assist by L. Allen),105,75
370,4,10:02.0,Shooting foul by R. Stuckey (drawn by S. Livingston),,105,75
371,4,10:02.0,S. Livingston makes free throw 1 of 2,,106,75
372,4,10:02.0,S. Livingston makes free throw 2 of 2,,107,75
373,4,9:44.0,,A. Jefferson makes 2-pt jump shot from 17 ft (assist by A. Brooks),107,77
374,4,9:31.0,P. McCaw misses 2-pt jump shot from 13 ft,,107,77
375,4,9:26.0,Offensive rebound by I. Clark,,107,77
376,4,9:20.0,D. West misses 2-pt jump shot from 18 ft,,107,77
377,4,9:20.0,,Defensive rebound by R. Stuckey,107,77
378,4,9:02.0,,Shooting foul by D. West (drawn by R. Stuckey),107,77
379,4,9:02.0,,R. Stuckey misses free throw 1 of 2,107,77
380,4,9:02.0,,Offensive rebound by Team,107,77
381,4,9:02.0,,R. Stuckey makes free throw 2 of 2,107,78
382,4,8:49.0,I. Clark makes 2-pt jump shot from 18 ft (assist by K. Looney),,109,78
383,4,8:37.0,,R. Stuckey misses 3-pt jump shot from 31 ft,109,78
384,4,8:37.0,Defensive rebound by K. Looney,,109,78
385,4,8:26.0,I. Clark makes 2-pt layup from 3 ft (assist by D. West),,111,78
386,4,8:18.0,Violation by S. Livingston (kicked ball),,111,78
387,4,8:18.0,Official timeout,,111,78
