,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
54,1,4:20.0,K. Anderson misses 2-pt jump shot from 15 ft,,9,15
55,1,4:18.0,Offensive rebound by L. Aldridge,,9,15
56,1,4:17.0,L. Aldridge makes 2-pt layup from 1 ft,,11,15
57,1,3:54.0,,R. Hollis-Jefferson misses 2-pt jump shot from 19 ft,11,15
58,1,3:53.0,Defensive rebound by L. Aldridge,,11,15
59,1,3:43.0,P. Mills makes 2-pt layup from 2 ft,,13,15
60,1,3:40.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by L. Aldridge),13,15
61,1,3:38.0,Defensive rebound by P. Mills,,13,15
62,1,3:31.0,D. Lee misses 2-pt layup from 2 ft,,13,15
63,1,3:30.0,Offensive rebound by D. Lee,,13,15
64,1,3:29.0,D. Lee misses 2-pt layup from 4 ft,,13,15
65,1,3:28.0,Offensive rebound by L. Aldridge,,13,15
66,1,3:27.0,L. Aldridge misses 2-pt layup from 1 ft,,13,15
67,1,3:26.0,,Defensive rebound by R. Foye,13,15
68,1,3:22.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by R. Foye),13,17
69,1,3:05.0,P. Mills misses 2-pt jump shot from 18 ft,,13,17
70,1,3:04.0,,Defensive rebound by J. Hamilton,13,17
71,1,2:58.0,,Turnover by S. Kilpatrick (lost ball; steal by K. Anderson),13,17
72,1,2:55.0,K. Anderson misses 2-pt layup from 3 ft (block by J. Hamilton),,13,17
73,1,2:55.0,Offensive rebound by Team,,13,17
74,1,2:55.0,,Brooklyn full timeout,13,17
75,1,2:55.0,,B. Bogdanović enters the game for R. Foye,13,17
76,1,2:55.0,D. Dedmon enters the game for L. Aldridge,,13,17
77,1,2:52.0,P. Mills misses 3-pt jump shot from 25 ft,,13,17
78,1,2:51.0,Offensive rebound by D. Lee,,13,17
79,1,2:50.0,D. Lee makes 2-pt layup from 2 ft,,15,17
80,1,2:36.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,15,17
81,1,2:35.0,,Offensive rebound by R. Hollis-Jefferson,15,17
82,1,2:27.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),15,20
83,1,2:15.0,D. Lee makes 2-pt layup from 2 ft (assist by K. Anderson),,17,20
84,1,2:06.0,,I. Whitehead misses 2-pt layup from 3 ft (block by K. Anderson),17,20
85,1,2:05.0,Defensive rebound by Team,,17,20
86,1,2:05.0,D. Green enters the game for K. Anderson,,17,20
87,1,1:48.0,D. Green makes 2-pt jump shot from 20 ft,,19,20
88,1,1:32.0,,J. Hamilton makes 2-pt hook shot from 6 ft (assist by I. Whitehead),19,22
89,1,1:22.0,P. Mills misses 2-pt layup from 3 ft,,19,22
90,1,1:20.0,,Defensive rebound by J. Hamilton,19,22
91,1,1:14.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,19,22
92,1,1:12.0,Defensive rebound by D. Lee,,19,22
93,1,1:07.0,D. Green makes 3-pt jump shot from 25 ft,,22,22
94,1,0:55.0,,Shooting foul by D. Lee (drawn by R. Hollis-Jefferson),22,22
95,1,0:55.0,,R. Hollis-Jefferson makes free throw 1 of 2,22,23
96,1,0:55.0,D. Bertāns enters the game for D. Dedmon,,22,23
97,1,0:55.0,,R. Hollis-Jefferson makes free throw 2 of 2,22,24
98,1,0:41.0,Shooting foul by R. Hollis-Jefferson (drawn by D. Bertāns),,22,24
99,1,0:41.0,D. Bertāns makes free throw 1 of 3,,23,24
100,1,0:41.0,D. Bertāns makes free throw 2 of 3,,24,24
101,1,0:41.0,D. Bertāns makes free throw 3 of 3,,25,24
102,1,0:33.0,,B. Bogdanović misses 2-pt layup from 2 ft,25,24
103,1,0:32.0,Defensive rebound by D. Bertāns,,25,24
104,1,0:20.0,D. Lee makes 2-pt dunk at rim (assist by D. Bertāns),,27,24
105,1,0:01.0,,I. Whitehead makes 2-pt layup from 3 ft,27,26
106,2,11:37.0,D. Green misses 3-pt jump shot from 25 ft,,27,26
107,2,11:36.0,,Defensive rebound by R. Hollis-Jefferson,27,26
108,2,11:26.0,,B. Lopez misses 2-pt jump shot from 7 ft,27,26
109,2,11:25.0,,Offensive rebound by B. Lopez,27,26
110,2,11:22.0,,B. Lopez misses 2-pt layup from 2 ft,27,26
111,2,11:21.0,,Offensive rebound by Team,27,26
112,2,11:21.0,Loose ball foul by J. Simmons (drawn by B. Lopez),,27,26
113,2,11:21.0,,Technical foul by B. Lopez,27,26
114,2,11:21.0,P. Mills makes technical free throw,,28,26
115,2,11:21.0,L. Aldridge enters the game for D. Lee,,28,26
116,2,11:09.0,,I. Whitehead misses 3-pt jump shot from 25 ft,28,26
117,2,11:08.0,Defensive rebound by P. Mills,,28,26
118,2,10:57.0,P. Mills misses 2-pt jump shot from 18 ft,,28,26
119,2,10:56.0,,Defensive rebound by R. Hollis-Jefferson,28,26
120,2,10:46.0,,B. Lopez misses 3-pt jump shot from 26 ft,28,26
121,2,10:45.0,Defensive rebound by J. Simmons,,28,26
122,2,10:34.0,J. Simmons makes 2-pt jump shot from 17 ft,,30,26
123,2,10:19.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by I. Whitehead),30,28
124,2,9:59.0,J. Simmons misses 2-pt jump shot from 18 ft,,30,28
125,2,9:57.0,,Defensive rebound by S. Kilpatrick,30,28
126,2,9:53.0,,Shooting foul by D. Bertāns (drawn by R. Hollis-Jefferson),30,28
127,2,9:53.0,,R. Hollis-Jefferson makes free throw 1 of 2,30,29
128,2,9:53.0,D. Murray enters the game for P. Mills,,30,29
129,2,9:53.0,K. Anderson enters the game for D. Bertāns,,30,29
130,2,9:53.0,,R. Hollis-Jefferson makes free throw 2 of 2,30,30
131,2,9:33.0,L. Aldridge misses 2-pt jump shot from 18 ft,,30,30
132,2,9:32.0,,Defensive rebound by S. Kilpatrick,30,30
133,2,9:25.0,,S. Kilpatrick misses 2-pt jump shot from 8 ft,30,30
134,2,9:24.0,,Offensive rebound by B. Lopez,30,30
135,2,9:23.0,,Shooting foul by L. Aldridge (drawn by B. Lopez),30,30
136,2,9:23.0,,B. Lopez makes free throw 1 of 2,30,31
137,2,9:23.0,,B. Lopez makes free throw 2 of 2,30,32
138,2,9:07.0,J. Simmons misses 2-pt jump shot from 16 ft,,30,32
139,2,9:06.0,Offensive rebound by Team,,30,32
140,2,9:06.0,,Loose ball foul by B. Lopez (drawn by L. Aldridge),30,32
141,2,9:00.0,D. Green misses 2-pt jump shot from 6 ft,,30,32
142,2,8:59.0,Offensive rebound by L. Aldridge,,30,32
143,2,8:58.0,L. Aldridge makes 2-pt layup from 2 ft,,32,32
144,2,8:44.0,,R. Hollis-Jefferson misses 2-pt jump shot from 17 ft,32,32
145,2,8:43.0,Defensive rebound by J. Simmons,,32,32
146,2,8:27.0,J. Simmons misses 2-pt jump shot from 6 ft,,32,32
147,2,8:26.0,,Defensive rebound by S. Kilpatrick,32,32
148,2,8:19.0,Official timeout,,32,32
149,2,8:11.0,,I. Whitehead misses 2-pt jump shot from 5 ft,32,32
150,2,8:09.0,Defensive rebound by L. Aldridge,,32,32
151,2,7:48.0,Shooting foul by B. Bogdanović (drawn by K. Anderson),,32,32
152,2,7:48.0,K. Anderson misses free throw 1 of 2,,32,32
153,2,7:48.0,Offensive rebound by Team,,32,32
154,2,7:48.0,,J. Hamilton enters the game for B. Lopez,32,32
155,2,7:48.0,D. Lee enters the game for J. Simmons,,32,32
156,2,7:48.0,K. Anderson makes free throw 2 of 2,,33,32
157,2,7:35.0,,Turnover by S. Kilpatrick (lost ball; steal by D. Green),33,32
158,2,7:28.0,Turnover by D. Green (step out of bounds),,33,32
159,2,7:15.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,33,32
160,2,7:13.0,Defensive rebound by K. Anderson,,33,32
161,2,7:00.0,K. Anderson makes 2-pt layup from 2 ft (assist by L. Aldridge),,35,32
162,2,6:39.0,,I. Whitehead misses 3-pt jump shot from 24 ft,35,32
163,2,6:38.0,Defensive rebound by L. Aldridge,,35,32
164,2,6:24.0,D. Murray misses 3-pt jump shot from 24 ft,,35,32
165,2,6:23.0,,Defensive rebound by I. Whitehead,35,32
166,2,6:14.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,35,32
167,2,6:13.0,Defensive rebound by D. Murray,,35,32
168,2,6:05.0,Turnover by D. Lee (lost ball),,35,32
169,2,6:05.0,B. Forbes enters the game for D. Green,,35,32
170,2,6:05.0,,S. Dinwiddie enters the game for S. Kilpatrick,35,32
171,2,6:05.0,,Brooklyn full timeout,35,32
172,2,5:48.0,,B. Bogdanović makes 2-pt layup from 2 ft,35,34
173,2,5:31.0,Personal foul by J. Hamilton (drawn by L. Aldridge),,35,34
174,2,5:31.0,P. Mills enters the game for D. Murray,,35,34
175,2,5:31.0,,R. Foye enters the game for B. Bogdanović,35,34
176,2,5:16.0,L. Aldridge misses 2-pt jump shot from 12 ft,,35,34
177,2,5:15.0,,Defensive rebound by R. Hollis-Jefferson,35,34
178,2,4:58.0,,I. Whitehead makes 2-pt layup from 2 ft,35,36
179,2,4:37.0,L. Aldridge makes 2-pt layup from 2 ft,,37,36
180,2,4:28.0,,Turnover by R. Foye (bad pass),37,36
181,2,4:28.0,,T. Booker enters the game for R. Hollis-Jefferson,37,36
182,2,4:13.0,L. Aldridge misses 2-pt jump shot from 7 ft (block by J. Hamilton),,37,36
183,2,4:11.0,,Defensive rebound by T. Booker,37,36
184,2,3:58.0,,J. Hamilton misses 3-pt jump shot from 24 ft,37,36
185,2,3:57.0,Defensive rebound by D. Lee,,37,36
186,2,3:54.0,San Antonio full timeout,,37,36
187,2,3:54.0,,B. Lopez enters the game for J. Hamilton,37,36
188,2,3:54.0,,S. Kilpatrick enters the game for I. Whitehead,37,36
189,2,3:54.0,D. Dedmon enters the game for L. Aldridge,,37,36
190,2,3:46.0,D. Dedmon makes 2-pt layup from 2 ft (assist by K. Anderson),,39,36
191,2,3:22.0,,S. Dinwiddie makes 2-pt layup from 3 ft,39,38
192,2,3:02.0,B. Forbes misses 3-pt jump shot from 25 ft,,39,38
193,2,3:01.0,Offensive rebound by D. Lee,,39,38
194,2,3:00.0,D. Lee misses 2-pt hook shot from 3 ft,,39,38
195,2,2:59.0,,Defensive rebound by R. Foye,39,38
196,2,2:50.0,,R. Foye misses 2-pt layup from 1 ft,39,38
197,2,2:49.0,Defensive rebound by B. Forbes,,39,38
198,2,2:41.0,P. Mills makes 3-pt jump shot from 25 ft (assist by K. Anderson),,42,38
199,2,2:28.0,,Personal foul by D. Dedmon (drawn by B. Lopez),42,38
200,2,2:21.0,,Turnover by B. Lopez (3 sec),42,38
201,2,2:08.0,D. Lee misses 2-pt layup from 2 ft (block by B. Lopez),,42,38
202,2,2:06.0,Offensive rebound by B. Forbes,,42,38
203,2,2:04.0,Shooting foul by B. Lopez (drawn by D. Lee),,42,38
204,2,2:04.0,D. Lee makes free throw 1 of 2,,43,38
205,2,2:04.0,D. Lee misses free throw 2 of 2,,43,38
206,2,2:04.0,D. Green enters the game for B. Forbes,,43,38
207,2,2:03.0,,Defensive rebound by T. Booker,43,38
208,2,1:45.0,,T. Booker makes 2-pt dunk at rim (assist by R. Foye),43,40
209,2,1:29.0,P. Mills makes 2-pt jump shot from 19 ft (assist by D. Lee),,45,40
210,2,1:21.0,,Offensive foul by B. Lopez (drawn by D. Dedmon),45,40
211,2,1:21.0,,Turnover by B. Lopez (offensive foul),45,40
212,2,1:21.0,,Q. Acy enters the game for B. Lopez,45,40
213,2,1:21.0,,Violation by Team (jump ball),45,40
214,2,1:09.0,D. Dedmon makes 2-pt layup from 2 ft (assist by P. Mills),,47,40
215,2,1:00.0,,Turnover by T. Booker (bad pass),47,40
216,2,1:00.0,J. Simmons enters the game for K. Anderson,,47,40
217,2,0:51.0,P. Mills makes 2-pt jump shot from 20 ft,,49,40
218,2,0:43.0,,S. Kilpatrick makes 2-pt layup from 2 ft (assist by S. Dinwiddie),49,42
219,2,0:26.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Simmons),,52,42
220,2,0:04.0,,S. Kilpatrick misses 2-pt layup from 2 ft (block by D. Dedmon),52,42
221,2,0:03.0,,Offensive rebound by Team,52,42
222,2,0:03.0,,Brooklyn full timeout,52,42
223,2,0:02.0,,T. Booker misses 3-pt jump shot from 24 ft,52,42
224,2,0:02.0,,Offensive rebound by Team,52,42
225,2,0:02.0,,Turnover by Team (shot clock),52,42
226,2,0:02.0,San Antonio full timeout,,52,42
227,2,0:02.0,D. Bertāns enters the game for D. Lee,,52,42
228,2,0:01.0,D. Bertāns misses 3-pt jump shot from 48 ft,,52,42
229,2,0:00.0,Offensive rebound by Team,,52,42
230,3,11:43.0,D. Lee makes 2-pt hook shot from 4 ft (assist by D. Murray),,54,42
231,3,11:30.0,,Turnover by B. Lopez (bad pass),54,42
232,3,11:22.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. Green),,56,42
233,3,11:05.0,,B. Lopez makes 2-pt hook shot from 9 ft,56,44
234,3,10:53.0,D. Green misses 2-pt layup from 1 ft,,56,44
235,3,10:52.0,Offensive rebound by L. Aldridge,,56,44
236,3,10:51.0,L. Aldridge makes 2-pt layup from 1 ft,,58,44
237,3,10:31.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by R. Foye),58,47
238,3,10:09.0,K. Anderson makes 2-pt layup from 3 ft (assist by L. Aldridge),,60,47
239,3,9:48.0,,B. Lopez misses 2-pt jump shot from 6 ft,60,47
240,3,9:46.0,Defensive rebound by D. Murray,,60,47
241,3,9:35.0,L. Aldridge misses 2-pt hook shot from 5 ft,,60,47
242,3,9:34.0,Offensive rebound by D. Lee,,60,47
243,3,9:27.0,K. Anderson makes 2-pt dunk at rim (assist by L. Aldridge),,62,47
244,3,9:25.0,,Brooklyn full timeout,62,47
245,3,9:02.0,,Turnover by B. Bogdanović (bad pass; steal by L. Aldridge),62,47
246,3,8:46.0,K. Anderson makes 2-pt layup from 2 ft,,64,47
247,3,8:34.0,,T. Booker makes 2-pt layup from 1 ft (assist by R. Foye),64,49
248,3,8:18.0,D. Murray misses 3-pt jump shot from 25 ft,,64,49
249,3,8:15.0,,Defensive rebound by B. Bogdanović,64,49
250,3,8:13.0,,Turnover by B. Bogdanović (lost ball; steal by D. Green),64,49
251,3,8:07.0,J. Simmons enters the game for D. Murray,,64,49
252,3,7:55.0,D. Lee makes 2-pt jump shot from 18 ft,,66,49
253,3,7:39.0,,Shooting foul by D. Lee (drawn by T. Booker),66,49
254,3,7:39.0,,T. Booker makes 2-pt jump shot from 10 ft,66,51
255,3,7:39.0,,S. Kilpatrick enters the game for B. Bogdanović,66,51
256,3,7:39.0,,T. Booker makes free throw 1 of 1,66,52
257,3,7:25.0,L. Aldridge misses 2-pt jump shot from 19 ft,,66,52
258,3,7:24.0,,Defensive rebound by S. Kilpatrick,66,52
259,3,7:15.0,,Turnover by R. Foye (bad pass; steal by D. Lee),66,52
260,3,7:11.0,,Violation by S. Dinwiddie (kicked ball),66,52
261,3,7:01.0,D. Lee misses 2-pt layup from 1 ft,,66,52
262,3,7:00.0,,Defensive rebound by T. Booker,66,52
263,3,6:54.0,,T. Booker makes 2-pt layup from 3 ft,66,54
264,3,6:54.0,San Antonio full timeout,,66,54
265,3,6:54.0,,I. Whitehead enters the game for S. Dinwiddie,66,54
266,3,6:54.0,D. Dedmon enters the game for K. Anderson,,66,54
267,3,6:54.0,P. Mills enters the game for D. Lee,,66,54
268,3,6:43.0,J. Simmons makes 2-pt jump shot from 19 ft,,68,54
269,3,6:34.0,,T. Booker misses 3-pt jump shot from 25 ft,68,54
270,3,6:33.0,Defensive rebound by J. Simmons,,68,54
271,3,6:17.0,L. Aldridge makes 2-pt layup from 2 ft,,70,54
272,3,6:01.0,,I. Whitehead makes 2-pt jump shot from 19 ft,70,56
273,3,5:48.0,L. Aldridge makes 2-pt jump shot from 20 ft,,72,56
274,3,5:29.0,,S. Kilpatrick misses 2-pt jump shot from 15 ft,72,56
275,3,5:27.0,Defensive rebound by D. Dedmon,,72,56
276,3,5:13.0,L. Aldridge misses 2-pt jump shot from 10 ft,,72,56
277,3,5:12.0,,Defensive rebound by S. Kilpatrick,72,56
278,3,5:03.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,72,56
279,3,5:02.0,Defensive rebound by D. Dedmon,,72,56
280,3,4:57.0,Shooting foul by R. Foye (drawn by J. Simmons),,72,56
281,3,4:57.0,J. Simmons makes free throw 1 of 2,,73,56
282,3,4:57.0,,R. Hollis-Jefferson enters the game for T. Booker,73,56
283,3,4:57.0,D. Bertāns enters the game for L. Aldridge,,73,56
284,3,4:57.0,J. Simmons makes free throw 2 of 2,,74,56
285,3,4:43.0,,Personal foul by D. Bertāns (drawn by B. Lopez),74,56
286,3,4:43.0,,Q. Acy enters the game for B. Lopez,74,56
287,3,4:40.0,Offensive charge foul by Q. Acy (drawn by J. Simmons),,74,56
288,3,4:40.0,,Turnover by Q. Acy (offensive foul),74,56
289,3,4:28.0,P. Mills makes 3-pt jump shot from 25 ft,,77,56
290,3,4:16.0,,I. Whitehead misses 2-pt layup from 2 ft,77,56
291,3,4:15.0,Defensive rebound by D. Bertāns,,77,56
292,3,4:08.0,Turnover by D. Dedmon (bad pass),,77,56
293,3,3:46.0,,S. Kilpatrick makes 2-pt layup from 3 ft,77,58
294,3,3:37.0,P. Mills misses 3-pt jump shot from 25 ft,,77,58
295,3,3:35.0,,Defensive rebound by S. Kilpatrick,77,58
296,3,3:29.0,,Shooting foul by D. Bertāns (drawn by I. Whitehead),77,58
297,3,3:29.0,,I. Whitehead makes free throw 1 of 2,77,59
298,3,3:29.0,,I. Whitehead makes free throw 2 of 2,77,60
299,3,3:29.0,Personal foul by Q. Acy (drawn by D. Bertāns),,77,60
300,3,3:29.0,,Personal foul by D. Bertāns (drawn by I. Whitehead),77,60
301,3,3:29.0,K. Anderson enters the game for D. Green,,77,60
302,3,3:24.0,Shooting foul by R. Foye (drawn by D. Dedmon),,77,60
303,3,3:24.0,D. Dedmon makes free throw 1 of 2,,78,60
304,3,3:24.0,,S. Dinwiddie enters the game for R. Foye,78,60
305,3,3:24.0,D. Dedmon makes free throw 2 of 2,,79,60
306,3,3:14.0,,Turnover by I. Whitehead (offensive foul),79,60
307,3,3:14.0,,Loose ball foul by I. Whitehead,79,60
308,3,3:01.0,J. Simmons makes 3-pt jump shot from 25 ft (assist by D. Bertāns),,82,60
309,3,2:42.0,,S. Kilpatrick makes 2-pt jump shot from 21 ft,82,62
310,3,2:23.0,D. Bertāns misses 3-pt jump shot from 25 ft,,82,62
311,3,2:22.0,,Defensive rebound by R. Hollis-Jefferson,82,62
312,3,2:12.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,82,62
313,3,2:11.0,Defensive rebound by J. Simmons,,82,62
314,3,2:02.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Simmons),,85,62
315,3,1:51.0,,Q. Acy misses 3-pt jump shot from 25 ft,85,62
316,3,1:50.0,Defensive rebound by D. Dedmon,,85,62
317,3,1:44.0,Shooting foul by S. Kilpatrick (drawn by P. Mills),,85,62
318,3,1:44.0,P. Mills misses free throw 1 of 2,,85,62
319,3,1:44.0,Offensive rebound by Team,,85,62
320,3,1:44.0,P. Mills makes free throw 2 of 2,,86,62
321,3,1:32.0,,Shooting foul by D. Bertāns (drawn by I. Whitehead),86,62
322,3,1:32.0,,I. Whitehead makes free throw 1 of 2,86,63
323,3,1:32.0,,I. Whitehead makes free throw 2 of 2,86,64
324,3,1:14.0,J. Simmons misses 3-pt jump shot from 25 ft,,86,64
325,3,1:13.0,Offensive rebound by P. Mills,,86,64
326,3,1:07.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by P. Mills),,89,64
327,3,0:58.0,,I. Whitehead misses 2-pt layup from 2 ft,89,64
328,3,0:55.0,Defensive rebound by D. Dedmon,,89,64
329,3,0:51.0,Offensive foul by D. Dedmon (drawn by R. Hollis-Jefferson),,89,64
330,3,0:51.0,Turnover by D. Dedmon (offensive foul),,89,64
331,3,0:51.0,D. Green enters the game for D. Bertāns,,89,64
332,3,0:39.0,,Shooting foul by D. Dedmon (drawn by S. Kilpatrick),89,64
333,3,0:39.0,,S. Kilpatrick makes free throw 1 of 2,89,65
334,3,0:39.0,,S. Kilpatrick makes free throw 2 of 2,89,66
335,3,0:26.0,Turnover by P. Mills (lost ball; steal by Q. Acy),,89,66
336,3,0:20.0,,I. Whitehead makes 2-pt layup from 2 ft (assist by S. Kilpatrick),89,68
337,3,0:20.0,,Shooting foul by J. Simmons (drawn by I. Whitehead),89,68
338,3,0:20.0,,I. Whitehead makes free throw 1 of 1,89,69
339,3,0:04.0,Shooting foul by I. Whitehead (drawn by J. Simmons),,89,69
340,3,0:04.0,J. Simmons makes free throw 1 of 2,,90,69
341,3,0:04.0,J. Simmons makes free throw 2 of 2,,91,69
342,3,0:01.0,,S. Kilpatrick misses 3-pt jump shot from 38 ft,91,69
343,3,0:00.0,,Offensive rebound by Team,91,69
344,4,11:44.0,,Personal foul by D. Dedmon (drawn by B. Bogdanović),91,69
345,4,11:33.0,,B. Bogdanović misses 2-pt layup from 3 ft,91,69
346,4,11:32.0,Defensive rebound by L. Aldridge,,91,69
347,4,11:15.0,L. Aldridge misses 2-pt jump shot from 18 ft,,91,69
348,4,11:14.0,,Defensive rebound by S. Dinwiddie,91,69
349,4,11:05.0,,S. Dinwiddie misses 2-pt layup from 4 ft (block by L. Aldridge),91,69
350,4,11:04.0,,Offensive rebound by Team,91,69
351,4,10:57.0,,B. Bogdanović misses 2-pt layup from 2 ft,91,69
352,4,10:55.0,Defensive rebound by D. Dedmon,,91,69
353,4,10:44.0,B. Forbes misses 2-pt layup from 1 ft,,91,69
354,4,10:43.0,,Defensive rebound by Team,91,69
355,4,10:43.0,D. Green enters the game for J. Simmons,,91,69
356,4,10:30.0,,Shooting foul by L. Aldridge (drawn by R. Foye),91,69
357,4,10:30.0,,R. Foye misses free throw 1 of 2,91,69
358,4,10:30.0,,Offensive rebound by Team,91,69
359,4,10:30.0,D. Lee enters the game for D. Dedmon,,91,69
360,4,10:30.0,,R. Foye makes free throw 2 of 2,91,70
361,4,10:15.0,D. Murray makes 2-pt jump shot from 15 ft,,93,70
362,4,10:00.0,,R. Foye misses 2-pt jump shot from 18 ft,93,70
363,4,9:59.0,Defensive rebound by L. Aldridge,,93,70
364,4,9:54.0,Personal foul by B. Bogdanović (drawn by D. Lee),,93,70
365,4,9:44.0,D. Green misses 3-pt jump shot from 24 ft,,93,70
366,4,9:42.0,,Defensive rebound by Team,93,70
367,4,9:24.0,,Turnover by S. Dinwiddie (traveling),93,70
368,4,9:02.0,Turnover by L. Aldridge (traveling),,93,70
369,4,9:02.0,,I. Whitehead enters the game for B. Bogdanović,93,70
370,4,8:50.0,,S. Dinwiddie makes 2-pt layup from 1 ft,93,72
371,4,8:29.0,B. Forbes misses 3-pt jump shot from 25 ft,,93,72
372,4,8:28.0,,Defensive rebound by J. Hamilton,93,72
373,4,8:21.0,,Personal foul by D. Murray (drawn by Q. Acy),93,72
374,4,8:21.0,Official timeout,,93,72
375,4,8:21.0,D. Dedmon enters the game for B. Forbes,,93,72
376,4,8:21.0,K. Anderson enters the game for L. Aldridge,,93,72
377,4,8:10.0,,S. Dinwiddie makes 2-pt jump shot from 18 ft,93,74
378,4,7:47.0,D. Lee makes 2-pt jump shot from 8 ft,,95,74
379,4,7:33.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,95,74
