,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
381,4,6:38.0,Shooting foul by L. Nance (drawn by G. Antetokounmpo),,98,86
382,4,6:38.0,M. Brogdon enters the game for M. Dellavedova,,98,86
383,4,6:38.0,G. Antetokounmpo makes free throw 1 of 1,,99,86
384,4,6:14.0,,J. Clarkson makes 2-pt jump shot from 4 ft (assist by J. Randle),99,88
385,4,5:51.0,J. Terry misses 2-pt jump shot from 18 ft,,99,88
386,4,5:50.0,Offensive rebound by J. Henson,,99,88
387,4,5:50.0,J. Henson misses 2-pt layup from 2 ft,,99,88
388,4,5:50.0,,Defensive rebound by Team,99,88
389,4,5:50.0,,LA Lakers full timeout,99,88
390,4,5:38.0,,B. Ingram makes 2-pt dunk at rim,99,90
391,4,5:11.0,J. Terry misses 3-pt jump shot from 26 ft,,99,90
392,4,5:11.0,Offensive rebound by Team,,99,90
393,4,5:11.0,Turnover by Team (shot clock),,99,90
394,4,4:54.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by J. Randle),99,93
395,4,4:36.0,Turnover by M. Brogdon (bad pass),,99,93
396,4,4:36.0,T. Snell enters the game for J. Terry,,99,93
397,4,4:24.0,,Turnover by J. Randle (traveling),99,93
398,4,4:06.0,M. Teletović misses 3-pt jump shot from 26 ft,,99,93
399,4,4:05.0,,Defensive rebound by J. Randle,99,93
400,4,4:01.0,,Turnover by J. Randle (lost ball),99,93
401,4,4:01.0,,Loose ball foul by J. Randle (drawn by T. Snell),99,93
402,4,4:01.0,T. Snell makes free throw 1 of 2,,100,93
403,4,4:01.0,T. Snell makes free throw 2 of 2,,101,93
404,4,3:39.0,,J. Clarkson misses 3-pt jump shot from 26 ft,101,93
405,4,3:38.0,Defensive rebound by M. Brogdon,,101,93
406,4,3:28.0,Shooting foul by D. Nwaba (drawn by G. Antetokounmpo),,101,93
407,4,3:28.0,G. Antetokounmpo misses free throw 1 of 2,,101,93
408,4,3:28.0,Offensive rebound by Team,,101,93
409,4,3:28.0,G. Antetokounmpo misses free throw 2 of 2,,101,93
410,4,3:27.0,,Defensive rebound by Team,101,93
411,4,3:11.0,,Personal foul by G. Antetokounmpo (drawn by B. Ingram),101,93
412,4,3:00.0,,B. Ingram misses 2-pt jump shot from 17 ft,101,93
413,4,2:59.0,Defensive rebound by T. Snell,,101,93
414,4,2:47.0,M. Teletović misses 2-pt layup from 2 ft (block by B. Ingram),,101,93
415,4,2:45.0,,Defensive rebound by L. Nance,101,93
416,4,2:39.0,,J. Randle misses 2-pt jump shot from 3 ft,101,93
417,4,2:38.0,Defensive rebound by Team,,101,93
418,4,2:38.0,Milwaukee full timeout,,101,93
419,4,2:38.0,K. Middleton enters the game for J. Henson,,101,93
420,4,2:23.0,M. Brogdon makes 2-pt jump shot from 15 ft (assist by M. Teletović),,103,93
421,4,2:02.0,,Turnover by L. Nance (bad pass; steal by M. Brogdon),103,93
422,4,1:59.0,,Technical foul by J. Randle,103,93
423,4,1:59.0,K. Middleton misses technical free throw,,103,93
424,4,1:59.0,Offensive rebound by Team,,103,93
425,4,1:43.0,,Offensive charge foul by G. Antetokounmpo (drawn by B. Ingram),103,93
426,4,1:43.0,Turnover by G. Antetokounmpo (offensive foul),,103,93
427,4,1:20.0,,J. Clarkson makes 2-pt jump shot from 7 ft,103,95
428,4,1:06.0,Turnover by G. Antetokounmpo (bad pass; steal by L. Nance),,103,95
429,4,1:06.0,Loose ball foul by G. Antetokounmpo (drawn by L. Nance),,103,95
430,4,1:06.0,,L. Nance makes free throw 1 of 2,103,96
431,4,1:06.0,,Violation by Team (jump ball),103,96
432,4,1:06.0,,L. Nance makes free throw 2 of 2,103,97
433,4,0:47.0,Turnover by K. Middleton (bad pass; steal by L. Nance),,103,97
434,4,0:42.0,,D. Nwaba makes 2-pt dunk from 2 ft,103,99
435,4,0:42.0,,Shooting foul by M. Teletović (drawn by D. Nwaba),103,99
436,4,0:42.0,,D. Nwaba misses free throw 1 of 1,103,99
437,4,0:38.0,Defensive rebound by T. Snell,,103,99
438,4,0:20.0,K. Middleton misses 2-pt jump shot from 12 ft,,103,99
439,4,0:19.0,,Defensive rebound by J. Randle,103,99
440,4,0:12.0,,J. Clarkson misses 3-pt jump shot from 27 ft,103,99
441,4,0:11.0,,Offensive rebound by Team,103,99
442,4,0:11.0,,LA Lakers full timeout,103,99
443,4,0:11.0,M. Dellavedova enters the game for K. Middleton,,103,99
444,4,0:11.0,J. Terry enters the game for M. Teletović,,103,99
445,4,0:08.0,,Personal foul by G. Antetokounmpo (drawn by J. Randle),103,99
446,4,0:08.0,,J. Randle misses free throw 1 of 2,103,99
447,4,0:08.0,,Offensive rebound by Team,103,99
448,4,0:08.0,J. Henson enters the game for G. Antetokounmpo,,103,99
449,4,0:08.0,K. Middleton enters the game for J. Terry,,103,99
450,4,0:08.0,,J. Randle makes free throw 2 of 2,103,100
451,4,0:07.0,Milwaukee full timeout,,103,100
452,4,0:07.0,Milwaukee full timeout,,103,100
453,4,0:07.0,M. Teletović enters the game for J. Henson,,103,100
454,4,0:07.0,Milwaukee full timeout,,103,100
455,4,0:07.0,J. Terry enters the game for M. Teletović,,103,100
456,4,0:06.0,Personal take foul by D. Nwaba (drawn by M. Brogdon),,103,100
457,4,0:06.0,M. Brogdon makes free throw 1 of 2,,104,100
458,4,0:06.0,M. Brogdon makes free throw 2 of 2,,105,100
459,4,0:06.0,,LA Lakers full timeout,105,100
460,4,0:03.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by L. Nance),105,103
461,4,0:02.0,Personal take foul by L. Nance (drawn by K. Middleton),,105,103
462,4,0:02.0,K. Middleton makes free throw 1 of 2,,106,103
463,4,0:02.0,K. Middleton makes free throw 2 of 2,,107,103
464,4,0:02.0,,LA Lakers full timeout,107,103
465,4,0:01.0,,J. Clarkson misses 3-pt jump shot from 27 ft,107,103
466,4,0:00.0,,Offensive rebound by Team,107,103
