,QUARTER,TIME_REMAINING,TORONTO_ACTION,OKLAHOMA CITY_ACTION,TORONTO_SCORE,OKLAHOMA CITY_SCORE
56,1,4:48.0,,R. Westbrook makes free throw 1 of 2,6,17
57,1,4:48.0,,R. Westbrook makes free throw 2 of 2,6,18
58,1,4:28.0,D. DeRozan makes 2-pt jump shot from 14 ft,,8,18
59,1,4:13.0,,Turnover by Á. Abrines (lost ball; steal by P. Patterson),8,18
60,1,4:06.0,Turnover by K. Lowry (lost ball),,8,18
61,1,3:50.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by K. Singler),8,21
62,1,3:22.0,N. Powell makes 2-pt layup from 1 ft,,10,21
63,1,3:08.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),10,23
64,1,2:44.0,K. Lowry makes 3-pt jump shot from 25 ft,,13,23
65,1,2:28.0,,R. Westbrook misses 3-pt jump shot from 24 ft,13,23
66,1,2:27.0,Defensive rebound by L. Nogueira,,13,23
67,1,2:11.0,D. DeRozan makes 2-pt jump shot from 3 ft,,15,23
68,1,2:04.0,,Oklahoma City full timeout,15,23
69,1,2:04.0,C. Joseph enters the game for K. Lowry,,15,23
70,1,2:04.0,,J. Lauvergne enters the game for S. Adams,15,23
71,1,2:04.0,,S. Christon enters the game for R. Westbrook,15,23
72,1,1:56.0,,K. Singler misses 3-pt jump shot from 25 ft,15,23
73,1,1:55.0,Defensive rebound by N. Powell,,15,23
74,1,1:49.0,P. Patterson misses 3-pt jump shot from 25 ft,,15,23
75,1,1:48.0,,Defensive rebound by S. Christon,15,23
76,1,1:37.0,,E. Freedom makes 2-pt hook shot from 3 ft (assist by S. Christon),15,25
77,1,1:19.0,D. DeRozan misses 2-pt jump shot from 14 ft,,15,25
78,1,1:18.0,,Defensive rebound by K. Singler,15,25
79,1,1:08.0,,J. Lauvergne misses 2-pt jump shot from 16 ft,15,25
80,1,1:08.0,,Offensive rebound by Team,15,25
81,1,1:08.0,Loose ball foul by P. Patterson (drawn by E. Freedom),,15,25
82,1,1:06.0,,Personal foul by L. Nogueira (drawn by E. Freedom),15,25
83,1,1:06.0,,E. Freedom makes free throw 1 of 2,15,26
84,1,1:06.0,,E. Freedom makes free throw 2 of 2,15,27
85,1,0:54.0,Shooting foul by J. Lauvergne (drawn by D. DeRozan),,15,27
86,1,0:54.0,D. DeRozan misses free throw 1 of 2,,15,27
87,1,0:54.0,Offensive rebound by Team,,15,27
88,1,0:54.0,D. DeRozan makes free throw 2 of 2,,16,27
89,1,0:38.0,,Turnover by J. Lauvergne (bad pass),16,27
90,1,0:33.0,C. Joseph makes 2-pt layup from 1 ft,,18,27
91,1,0:18.0,,Turnover by E. Freedom (traveling),18,27
92,1,0:18.0,,V. Oladipo enters the game for Á. Abrines,18,27
93,1,0:02.0,D. DeRozan makes 2-pt jump shot from 16 ft,,20,27
94,1,0:00.0,,S. Christon misses 3-pt jump shot from 59 ft,20,27
95,1,0:00.0,,Offensive rebound by Team,20,27
96,2,11:47.0,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),,22,27
97,2,11:20.0,,Turnover by E. Freedom (lost ball; steal by L. Nogueira),22,27
98,2,11:11.0,Shooting foul by K. Singler (drawn by K. Lowry),,22,27
99,2,11:11.0,K. Lowry makes free throw 1 of 2,,23,27
100,2,11:11.0,,A. Morrow enters the game for K. Singler,23,27
101,2,11:11.0,K. Lowry makes free throw 2 of 2,,24,27
102,2,10:52.0,,Turnover by A. Morrow (bad pass; steal by C. Joseph),24,27
103,2,10:47.0,N. Powell makes 2-pt layup at rim (assist by K. Lowry),,26,27
104,2,10:47.0,,Oklahoma City full timeout,26,27
105,2,10:33.0,,Def 3 sec tech foul by L. Nogueira,26,27
106,2,10:33.0,,V. Oladipo makes technical free throw,26,28
107,2,10:33.0,,D. Sabonis enters the game for J. Lauvergne,26,28
108,2,10:26.0,,Offensive foul by S. Christon (drawn by C. Joseph),26,28
109,2,10:26.0,,Turnover by S. Christon (offensive foul),26,28
110,2,10:12.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by P. Patterson),,29,28
111,2,9:51.0,,D. Sabonis misses 3-pt jump shot from 24 ft,29,28
112,2,9:51.0,,Offensive rebound by V. Oladipo,29,28
113,2,9:44.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by S. Christon),29,31
114,2,9:27.0,N. Powell makes 2-pt layup at rim,,31,31
115,2,9:27.0,Shooting foul by E. Freedom (drawn by N. Powell),,31,31
116,2,9:27.0,N. Powell misses free throw 1 of 1,,31,31
117,2,9:27.0,,R. Westbrook enters the game for S. Christon,31,31
118,2,9:27.0,,S. Adams enters the game for E. Freedom,31,31
119,2,9:27.0,J. Poeltl enters the game for L. Nogueira,,31,31
120,2,9:26.0,,Defensive rebound by R. Westbrook,31,31
121,2,9:09.0,,A. Morrow misses 3-pt jump shot from 25 ft,31,31
122,2,9:08.0,Defensive rebound by K. Lowry,,31,31
123,2,9:02.0,K. Lowry misses 3-pt jump shot from 25 ft,,31,31
124,2,9:01.0,,Defensive rebound by Team,31,31
125,2,9:01.0,Loose ball foul by J. Poeltl (drawn by S. Adams),,31,31
126,2,8:52.0,,Shooting foul by N. Powell (drawn by R. Westbrook),31,31
127,2,8:52.0,,R. Westbrook makes free throw 1 of 2,31,32
128,2,8:52.0,,R. Westbrook makes free throw 2 of 2,31,33
129,2,8:37.0,P. Patterson misses 3-pt jump shot from 23 ft,,31,33
130,2,8:37.0,Offensive rebound by Team,,31,33
131,2,8:37.0,,Loose ball foul by S. Adams (drawn by J. Poeltl),31,33
132,2,8:24.0,Turnover by K. Lowry (bad pass; steal by R. Westbrook),,31,33
133,2,8:21.0,,Personal foul by C. Joseph (drawn by R. Westbrook),31,33
134,2,8:09.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),31,35
135,2,7:56.0,N. Powell misses 3-pt jump shot from 23 ft,,31,35
136,2,7:55.0,,Defensive rebound by A. Morrow,31,35
137,2,7:49.0,,A. Morrow makes 2-pt jump shot from 15 ft (assist by V. Oladipo),31,37
138,2,7:39.0,Toronto full timeout,,31,37
139,2,7:39.0,D. DeRozan enters the game for P. Patterson,,31,37
140,2,7:39.0,D. Carroll enters the game for C. Joseph,,31,37
141,2,7:32.0,N. Powell makes 2-pt layup from 1 ft,,33,37
142,2,7:21.0,,Shooting block foul by D. DeRozan (drawn by S. Adams),33,37
143,2,7:21.0,,S. Adams makes free throw 1 of 2,33,38
144,2,7:21.0,,S. Adams makes free throw 2 of 2,33,39
145,2,7:04.0,J. Poeltl makes 2-pt dunk at rim (assist by K. Lowry),,35,39
146,2,6:51.0,,S. Adams misses 2-pt layup from 3 ft,35,39
147,2,6:50.0,,Offensive rebound by R. Westbrook,35,39
148,2,6:50.0,,R. Westbrook makes 2-pt layup from 1 ft,35,41
149,2,6:27.0,N. Powell misses 2-pt layup from 1 ft (block by S. Adams),,35,41
150,2,6:26.0,,Defensive rebound by S. Adams,35,41
151,2,6:22.0,,Shooting foul by D. Carroll (drawn by R. Westbrook),35,41
152,2,6:22.0,,R. Westbrook makes free throw 1 of 2,35,42
153,2,6:22.0,,J. Grant enters the game for A. Morrow,35,42
154,2,6:22.0,,R. Westbrook makes free throw 2 of 2,35,43
155,2,6:11.0,Shooting foul by S. Adams (drawn by D. DeRozan),,35,43
156,2,6:11.0,D. DeRozan misses free throw 1 of 2,,35,43
157,2,6:11.0,Offensive rebound by Team,,35,43
158,2,6:11.0,D. DeRozan makes free throw 2 of 2,,36,43
159,2,5:58.0,,R. Westbrook makes 2-pt jump shot from 12 ft,36,45
160,2,5:47.0,Shooting foul by J. Grant (drawn by D. DeRozan),,36,45
161,2,5:47.0,D. DeRozan misses free throw 1 of 2,,36,45
162,2,5:47.0,Offensive rebound by Team,,36,45
163,2,5:47.0,P. Patterson enters the game for N. Powell,,36,45
164,2,5:47.0,D. DeRozan makes free throw 2 of 2,,37,45
165,2,5:33.0,,V. Oladipo misses 2-pt jump shot from 4 ft,37,45
166,2,5:33.0,Defensive rebound by K. Lowry,,37,45
167,2,5:25.0,D. DeRozan makes 2-pt jump shot from 6 ft,,39,45
168,2,5:13.0,,Shooting foul by K. Lowry (drawn by R. Westbrook),39,45
169,2,5:13.0,,R. Westbrook makes free throw 1 of 2,39,46
170,2,5:13.0,,R. Westbrook misses free throw 2 of 2,39,46
171,2,5:13.0,,A. Roberson enters the game for V. Oladipo,39,46
172,2,5:12.0,Defensive rebound by P. Patterson,,39,46
173,2,4:54.0,J. Poeltl misses 2-pt layup from 2 ft (block by R. Westbrook),,39,46
174,2,4:53.0,,Defensive rebound by R. Westbrook,39,46
175,2,4:48.0,,Turnover by R. Westbrook (bad pass; steal by P. Patterson),39,46
176,2,4:44.0,Shooting foul by D. Sabonis (drawn by D. DeRozan),,39,46
177,2,4:44.0,D. DeRozan makes free throw 1 of 2,,40,46
178,2,4:44.0,L. Nogueira enters the game for J. Poeltl,,40,46
179,2,4:44.0,D. DeRozan makes free throw 2 of 2,,41,46
180,2,4:26.0,,R. Westbrook misses 3-pt jump shot from 25 ft,41,46
181,2,4:26.0,Defensive rebound by K. Lowry,,41,46
182,2,4:20.0,K. Lowry misses 2-pt layup from 2 ft (block by A. Roberson),,41,46
183,2,4:20.0,,Defensive rebound by S. Adams,41,46
184,2,4:14.0,,R. Westbrook misses 2-pt jump shot from 4 ft,41,46
185,2,4:14.0,Defensive rebound by D. Carroll,,41,46
186,2,3:56.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by K. Lowry),,44,46
187,2,3:48.0,,Oklahoma City full timeout,44,46
188,2,3:48.0,,V. Oladipo enters the game for J. Grant,44,46
189,2,3:40.0,,A. Roberson misses 3-pt jump shot from 23 ft,44,46
190,2,3:39.0,Defensive rebound by D. Carroll,,44,46
191,2,3:34.0,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),,46,46
192,2,3:10.0,,R. Westbrook misses 2-pt jump shot from 10 ft,46,46
193,2,3:09.0,Defensive rebound by D. DeRozan,,46,46
194,2,3:01.0,D. DeRozan misses 2-pt jump shot from 11 ft,,46,46
195,2,3:00.0,,Defensive rebound by V. Oladipo,46,46
196,2,2:54.0,,V. Oladipo makes 3-pt jump shot from 26 ft,46,49
197,2,2:30.0,D. Carroll misses 2-pt jump shot from 4 ft,,46,49
198,2,2:29.0,Offensive rebound by L. Nogueira,,46,49
199,2,2:26.0,D. Carroll makes 2-pt layup from 1 ft (assist by L. Nogueira),,48,49
200,2,2:13.0,,Turnover by R. Westbrook (lost ball; steal by L. Nogueira),48,49
201,2,2:07.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Lowry),,51,49
202,2,1:49.0,,R. Westbrook misses 2-pt layup from 2 ft,51,49
203,2,1:48.0,Defensive rebound by L. Nogueira,,51,49
204,2,1:42.0,D. DeRozan makes 2-pt layup at rim (assist by K. Lowry),,53,49
205,2,1:42.0,,Oklahoma City full timeout,53,49
206,2,1:42.0,,Technical foul by Team,53,49
207,2,1:42.0,C. Joseph enters the game for K. Lowry,,53,49
208,2,1:42.0,D. DeRozan makes technical free throw,,54,49
209,2,1:19.0,,R. Westbrook makes 3-pt jump shot from 25 ft,54,52
210,2,1:00.0,D. DeRozan makes 2-pt jump shot from 14 ft,,56,52
211,2,0:50.0,,R. Westbrook misses 2-pt layup from 1 ft,56,52
212,2,0:50.0,Defensive rebound by L. Nogueira,,56,52
213,2,0:43.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,59,52
214,2,0:29.0,,R. Westbrook makes 3-pt jump shot from 25 ft,59,55
215,2,0:05.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by C. Joseph),,62,55
216,2,0:01.0,,Turnover by R. Westbrook (lost ball; steal by D. DeRozan),62,55
217,3,11:40.0,D. DeRozan misses 3-pt jump shot from 25 ft,,62,55
218,3,11:39.0,,Defensive rebound by V. Oladipo,62,55
219,3,11:21.0,,R. Westbrook misses 3-pt jump shot from 25 ft,62,55
220,3,11:20.0,Defensive rebound by L. Nogueira,,62,55
221,3,11:15.0,Personal foul by R. Westbrook (drawn by P. Siakam),,62,55
222,3,11:04.0,K. Lowry misses 3-pt jump shot from 25 ft,,62,55
223,3,11:01.0,,Defensive rebound by A. Roberson,62,55
224,3,10:53.0,,V. Oladipo makes 2-pt layup from 1 ft,62,57
225,3,10:40.0,Toronto full timeout,,62,57
226,3,10:27.0,L. Nogueira makes 2-pt dunk at rim (assist by D. DeRozan),,64,57
227,3,10:09.0,,Turnover by S. Adams (3 sec),64,57
228,3,9:51.0,D. DeRozan makes 2-pt jump shot from 7 ft,,66,57
229,3,9:30.0,Violation by L. Nogueira (def goaltending),,66,57
230,3,9:30.0,,D. Sabonis makes 2-pt jump shot from 4 ft,66,59
231,3,9:19.0,Turnover by K. Lowry (bad pass; steal by V. Oladipo),,66,59
232,3,9:11.0,,D. Sabonis misses 3-pt jump shot from 25 ft,66,59
233,3,9:11.0,,Offensive rebound by S. Adams,66,59
234,3,9:04.0,,Turnover by A. Roberson (lost ball; steal by D. DeRozan),66,59
235,3,8:58.0,D. Carroll misses 3-pt jump shot from 26 ft,,66,59
236,3,8:57.0,,Defensive rebound by S. Adams,66,59
237,3,8:50.0,,V. Oladipo misses 3-pt jump shot from 26 ft,66,59
238,3,8:49.0,Defensive rebound by P. Siakam,,66,59
239,3,8:42.0,D. Carroll makes 2-pt dunk at rim (assist by K. Lowry),,68,59
240,3,8:33.0,,Personal block foul by L. Nogueira (drawn by R. Westbrook),68,59
241,3,8:25.0,Violation by P. Siakam (kicked ball),,68,59
242,3,8:11.0,,V. Oladipo misses 2-pt jump shot from 13 ft,68,59
243,3,8:11.0,,Offensive rebound by Team,68,59
244,3,8:11.0,,Turnover by Team (shot clock),68,59
245,3,7:57.0,P. Siakam makes 2-pt jump shot from 9 ft (assist by K. Lowry),,70,59
246,3,7:57.0,,Oklahoma City full timeout,70,59
247,3,7:44.0,,V. Oladipo misses 3-pt jump shot from 25 ft,70,59
248,3,7:43.0,,Offensive rebound by S. Adams,70,59
249,3,7:29.0,,Shooting foul by L. Nogueira (drawn by R. Westbrook),70,59
250,3,7:29.0,,R. Westbrook makes free throw 1 of 2,70,60
251,3,7:29.0,,R. Westbrook makes free throw 2 of 2,70,61
252,3,7:14.0,Turnover by D. DeRozan (lost ball; steal by S. Adams),,70,61
253,3,7:10.0,,A. Roberson misses 2-pt dunk at rim,70,61
254,3,7:09.0,,Offensive rebound by V. Oladipo,70,61
255,3,7:06.0,,V. Oladipo misses 2-pt layup from 2 ft (block by P. Siakam),70,61
256,3,7:05.0,Defensive rebound by P. Siakam,,70,61
257,3,6:59.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,73,61
258,3,6:37.0,,Oklahoma City full timeout,73,61
259,3,6:34.0,,Shooting foul by P. Siakam (drawn by R. Westbrook),73,61
260,3,6:34.0,,R. Westbrook makes free throw 1 of 2,73,62
261,3,6:34.0,,R. Westbrook makes free throw 2 of 2,73,63
262,3,6:16.0,D. DeRozan misses 2-pt jump shot from 15 ft,,73,63
263,3,6:16.0,,Defensive rebound by R. Westbrook,73,63
264,3,6:11.0,,R. Westbrook misses 2-pt layup from 1 ft (block by P. Siakam),73,63
265,3,6:10.0,Defensive rebound by D. DeRozan,,73,63
266,3,5:58.0,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),,75,63
267,3,5:35.0,,A. Roberson misses 2-pt dunk at rim (block by L. Nogueira),75,63
268,3,5:34.0,Defensive rebound by P. Siakam,,75,63
269,3,5:21.0,K. Lowry misses 2-pt jump shot from 15 ft,,75,63
270,3,5:20.0,,Defensive rebound by S. Adams,75,63
271,3,5:11.0,,A. Roberson misses 2-pt layup at rim,75,63
272,3,5:10.0,,Offensive rebound by S. Adams,75,63
273,3,5:10.0,,Personal foul by K. Lowry (drawn by S. Adams),75,63
274,3,5:10.0,,A. Morrow enters the game for A. Roberson,75,63
275,3,5:10.0,,J. Grant enters the game for V. Oladipo,75,63
276,3,5:10.0,P. Patterson enters the game for P. Siakam,,75,63
277,3,5:10.0,J. Poeltl enters the game for L. Nogueira,,75,63
278,3,5:02.0,,R. Westbrook misses 3-pt jump shot from 25 ft,75,63
279,3,5:01.0,,Offensive rebound by Team,75,63
280,3,4:58.0,,A. Morrow misses 3-pt jump shot from 22 ft,75,63
281,3,4:56.0,,Offensive rebound by S. Adams,75,63
282,3,4:50.0,,Personal foul by P. Patterson (drawn by S. Adams),75,63
283,3,4:50.0,,S. Adams makes free throw 1 of 2,75,64
284,3,4:50.0,N. Powell enters the game for D. Carroll,,75,64
285,3,4:50.0,,S. Adams makes free throw 2 of 2,75,65
286,3,4:31.0,P. Patterson misses 2-pt jump shot from 15 ft,,75,65
287,3,4:30.0,,Defensive rebound by S. Adams,75,65
288,3,4:21.0,,Turnover by R. Westbrook (lost ball; steal by N. Powell),75,65
289,3,4:16.0,N. Powell misses 2-pt layup from 1 ft,,75,65
290,3,4:15.0,,Defensive rebound by J. Grant,75,65
291,3,3:58.0,,S. Adams misses 2-pt layup from 1 ft,75,65
292,3,3:57.0,Defensive rebound by K. Lowry,,75,65
293,3,3:51.0,K. Lowry makes 3-pt jump shot from 25 ft,,78,65
294,3,3:31.0,,J. Grant makes 2-pt layup from 1 ft (assist by S. Adams),78,67
295,3,3:08.0,P. Patterson misses 3-pt jump shot from 24 ft,,78,67
296,3,3:08.0,Offensive rebound by K. Lowry,,78,67
297,3,3:01.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Patterson),,81,67
298,3,2:37.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Sabonis),81,70
299,3,2:15.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,84,70
300,3,1:54.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),84,73
301,3,1:43.0,P. Patterson misses 3-pt jump shot from 24 ft,,84,73
302,3,1:42.0,,Defensive rebound by J. Grant,84,73
303,3,1:33.0,,R. Westbrook misses 3-pt jump shot from 25 ft,84,73
304,3,1:32.0,Defensive rebound by N. Powell,,84,73
305,3,1:28.0,C. Joseph enters the game for K. Lowry,,84,73
306,3,1:28.0,,S. Christon enters the game for D. Sabonis,84,73
307,3,1:28.0,,E. Freedom enters the game for S. Adams,84,73
308,3,1:28.0,,J. Lauvergne enters the game for R. Westbrook,84,73
309,3,1:14.0,P. Patterson makes 2-pt jump shot from 17 ft (assist by D. DeRozan),,86,73
310,3,1:01.0,,Offensive foul by E. Freedom (drawn by D. DeRozan),86,73
311,3,1:01.0,,Turnover by E. Freedom (offensive foul),86,73
312,3,0:51.0,D. DeRozan misses 3-pt jump shot from 23 ft,,86,73
313,3,0:50.0,Offensive rebound by J. Poeltl,,86,73
314,3,0:45.0,,V. Oladipo enters the game for A. Morrow,86,73
315,3,0:36.0,D. DeRozan misses 2-pt layup from 2 ft (block by J. Grant),,86,73
316,3,0:36.0,,Defensive rebound by Team,86,73
317,3,0:22.0,,Shooting foul by J. Poeltl (drawn by J. Grant),86,73
318,3,0:22.0,,J. Grant makes free throw 1 of 2,86,74
319,3,0:22.0,,J. Grant makes free throw 2 of 2,86,75
320,3,0:14.0,Personal foul by S. Christon (drawn by C. Joseph),,86,75
321,3,0:00.0,D. DeRozan makes 2-pt jump shot from 19 ft,,88,75
322,4,11:45.0,,Turnover by J. Grant (lost ball),88,75
323,4,11:34.0,Turnover by J. Poeltl (lost ball),,88,75
324,4,11:14.0,,E. Freedom makes 2-pt hook shot from 5 ft,88,77
325,4,10:55.0,K. Lowry misses 3-pt jump shot from 25 ft,,88,77
326,4,10:54.0,,Defensive rebound by V. Oladipo,88,77
327,4,10:37.0,,V. Oladipo misses 2-pt layup from 1 ft (block by K. Lowry),88,77
328,4,10:36.0,Defensive rebound by P. Patterson,,88,77
329,4,10:34.0,Shooting foul by J. Grant (drawn by N. Powell),,88,77
330,4,10:34.0,N. Powell misses free throw 1 of 2,,88,77
331,4,10:34.0,Offensive rebound by Team,,88,77
332,4,10:34.0,N. Powell makes free throw 2 of 2,,89,77
333,4,10:25.0,,Personal foul by J. Poeltl (drawn by E. Freedom),89,77
334,4,10:25.0,,R. Westbrook enters the game for J. Grant,89,77
335,4,10:17.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by R. Westbrook),89,80
336,4,9:56.0,J. Poeltl misses 2-pt hook shot from 2 ft,,89,80
337,4,9:55.0,,Defensive rebound by S. Christon,89,80
338,4,9:43.0,,R. Westbrook misses 2-pt layup from 2 ft (block by J. Poeltl),89,80
339,4,9:43.0,,Offensive rebound by R. Westbrook,89,80
340,4,9:43.0,,Oklahoma City full timeout,89,80
341,4,9:43.0,L. Nogueira enters the game for J. Poeltl,,89,80
342,4,9:32.0,,V. Oladipo misses 2-pt jump shot from 3 ft,89,80
343,4,9:32.0,,Offensive rebound by V. Oladipo,89,80
344,4,9:32.0,,Turnover by Team (shot clock),89,80
345,4,9:22.0,C. Joseph misses 2-pt layup from 2 ft (block by R. Westbrook),,89,80
346,4,9:21.0,Offensive rebound by Team,,89,80
347,4,9:07.0,K. Lowry misses 2-pt jump shot from 18 ft,,89,80
348,4,9:06.0,,Defensive rebound by S. Christon,89,80
349,4,8:58.0,,Personal foul by L. Nogueira (drawn by E. Freedom),89,80
350,4,8:51.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),89,82
351,4,8:26.0,Turnover by Team (shot clock),,89,82
352,4,8:13.0,,R. Westbrook makes 2-pt layup from 1 ft,89,84
353,4,8:06.0,Toronto full timeout,,89,84
354,4,8:06.0,D. DeRozan enters the game for C. Joseph,,89,84
355,4,7:58.0,D. DeRozan makes 2-pt jump shot from 21 ft (assist by P. Patterson),,91,84
356,4,7:45.0,,Personal foul by N. Powell (drawn by R. Westbrook),91,84
357,4,7:36.0,,R. Westbrook misses 2-pt jump shot from 8 ft (block by L. Nogueira),91,84
358,4,7:36.0,Defensive rebound by Team,,91,84
359,4,7:36.0,,Loose ball foul by E. Freedom (drawn by P. Patterson),91,84
360,4,7:20.0,K. Lowry misses 2-pt layup from 1 ft,,91,84
361,4,7:18.0,Offensive rebound by L. Nogueira,,91,84
362,4,7:18.0,L. Nogueira makes 2-pt layup from 2 ft,,93,84
363,4,7:04.0,,R. Westbrook makes 2-pt layup from 1 ft,93,86
364,4,6:43.0,K. Lowry misses 3-pt jump shot from 23 ft,,93,86
365,4,6:42.0,,Defensive rebound by R. Westbrook,93,86
366,4,6:33.0,,J. Lauvergne misses 3-pt jump shot from 25 ft,93,86
367,4,6:31.0,Defensive rebound by K. Lowry,,93,86
368,4,6:26.0,Shooting foul by J. Lauvergne (drawn by D. DeRozan),,93,86
369,4,6:26.0,D. DeRozan makes free throw 1 of 2,,94,86
370,4,6:26.0,,S. Adams enters the game for J. Lauvergne,94,86
371,4,6:26.0,C. Joseph enters the game for N. Powell,,94,86
372,4,6:26.0,D. DeRozan makes free throw 2 of 2,,95,86
373,4,6:18.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by R. Westbrook),95,89
374,4,5:54.0,C. Joseph misses 2-pt layup from 2 ft,,95,89
375,4,5:54.0,Offensive rebound by Team,,95,89
376,4,5:50.0,P. Patterson makes 2-pt jump shot from 21 ft (assist by C. Joseph),,97,89
377,4,5:37.0,,Shooting foul by P. Patterson (drawn by R. Westbrook),97,89
378,4,5:37.0,,R. Westbrook makes free throw 1 of 2,97,90
379,4,5:37.0,,R. Westbrook makes free throw 2 of 2,97,91
