,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
90,1,1:41.0,,Offensive charge foul by R. Covington (drawn by R. Rondo),18,26
91,1,1:41.0,Turnover by R. Covington (offensive foul),,18,26
92,1,1:41.0,,M. Carter-Williams enters the game for R. Lopez,18,26
93,1,1:41.0,,B. Portis enters the game for N. Mirotić,18,26
94,1,1:41.0,,J. Lauvergne enters the game for R. Rondo,18,26
95,1,1:41.0,S. Rodríguez enters the game for R. Holmes,,18,26
96,1,1:41.0,S. Long enters the game for R. Covington,,18,26
97,1,1:41.0,D. Šarić enters the game for T. McConnell,,18,26
98,1,1:22.0,,M. Carter-Williams misses 2-pt layup from 2 ft,18,26
99,1,1:19.0,Defensive rebound by S. Long,,18,26
100,1,1:14.0,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by S. Long),,21,26
101,1,0:59.0,,J. Butler makes 2-pt layup from 2 ft,21,28
102,1,0:50.0,G. Henderson makes 3-pt jump shot from 26 ft (assist by D. Šarić),,24,28
103,1,0:29.0,,J. Lauvergne misses 2-pt jump shot from 22 ft,24,28
104,1,0:28.0,Defensive rebound by N. Stauskas,,24,28
105,1,0:06.0,D. Šarić misses 2-pt jump shot from 9 ft,,24,28
106,1,0:05.0,,Defensive rebound by B. Portis,24,28
107,1,0:01.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,24,28
108,1,0:00.0,,Offensive rebound by B. Portis,24,28
109,1,0:00.0,,B. Portis misses 2-pt layup from 3 ft,24,28
110,1,0:00.0,,Offensive rebound by Team,24,28
111,2,11:40.0,D. Šarić makes 2-pt hook shot from 6 ft,,26,28
112,2,11:27.0,,M. Carter-Williams makes 2-pt layup from 2 ft,26,30
113,2,11:09.0,D. Šarić makes 2-pt jump shot from 5 ft,,28,30
114,2,10:52.0,,B. Portis misses 2-pt jump shot from 7 ft,28,30
115,2,10:51.0,,Offensive rebound by J. Lauvergne,28,30
116,2,10:38.0,,D. Valentine misses 3-pt jump shot from 23 ft,28,30
117,2,10:37.0,Defensive rebound by S. Rodríguez,,28,30
118,2,10:34.0,Offensive foul by S. Long (drawn by M. Carter-Williams),,28,30
119,2,10:34.0,Turnover by S. Long (offensive foul),,28,30
120,2,10:19.0,,M. Carter-Williams misses 2-pt jump shot from 13 ft,28,30
121,2,10:18.0,Defensive rebound by D. Šarić,,28,30
122,2,10:14.0,Turnover by D. Šarić (lost ball),,28,30
123,2,10:01.0,,J. Lauvergne makes 2-pt layup from 2 ft (assist by P. Zipser),28,32
124,2,10:01.0,,Shooting foul by S. Rodríguez (drawn by J. Lauvergne),28,32
125,2,10:01.0,,J. Lauvergne misses free throw 1 of 1,28,32
126,2,9:59.0,Defensive rebound by S. Long,,28,32
127,2,9:46.0,Philadelphia full timeout,,28,32
128,2,9:40.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),,31,32
129,2,9:20.0,,Turnover by J. Lauvergne (offensive goaltending),31,32
130,2,9:01.0,D. Šarić makes 2-pt layup from 2 ft,,33,32
131,2,8:46.0,,Turnover by M. Carter-Williams (bad pass; steal by S. Long),33,32
132,2,8:24.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,33,32
133,2,8:23.0,Offensive rebound by N. Stauskas,,33,32
134,2,8:18.0,G. Henderson misses 3-pt jump shot from 25 ft,,33,32
135,2,8:17.0,,Defensive rebound by B. Portis,33,32
136,2,8:11.0,,J. Lauvergne misses 3-pt jump shot from 25 ft,33,32
137,2,8:09.0,Defensive rebound by G. Henderson,,33,32
138,2,8:02.0,S. Long makes 2-pt layup from 2 ft (assist by S. Rodríguez),,35,32
139,2,8:02.0,Shooting foul by B. Portis (drawn by S. Long),,35,32
140,2,8:02.0,J. Anderson enters the game for D. Šarić,,35,32
141,2,8:02.0,,N. Mirotić enters the game for M. Carter-Williams,35,32
142,2,8:02.0,R. Covington enters the game for G. Henderson,,35,32
143,2,8:02.0,,R. Rondo enters the game for B. Portis,35,32
144,2,8:02.0,S. Long makes free throw 1 of 1,,36,32
145,2,8:02.0,,Turnover by N. Mirotić (bad pass),36,32
146,2,7:51.0,Turnover by N. Stauskas (lost ball; steal by J. Lauvergne),,36,32
147,2,7:45.0,,J. Lauvergne misses 2-pt hook shot from 8 ft,36,32
148,2,7:44.0,Defensive rebound by S. Rodríguez,,36,32
149,2,7:39.0,Turnover by S. Rodríguez (bad pass; steal by D. Valentine),,36,32
150,2,7:35.0,,Turnover by R. Rondo (bad pass; steal by S. Rodríguez),36,32
151,2,7:28.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,36,32
152,2,7:27.0,Offensive rebound by R. Covington,,36,32
153,2,7:16.0,S. Long makes 2-pt layup at rim (assist by S. Rodríguez),,38,32
154,2,7:16.0,,Chicago full timeout,38,32
155,2,7:16.0,,R. Lopez enters the game for D. Valentine,38,32
156,2,7:16.0,,J. Butler enters the game for J. Lauvergne,38,32
157,2,6:57.0,,P. Zipser makes 2-pt jump shot from 21 ft (assist by J. Butler),38,34
158,2,6:41.0,S. Long misses 2-pt layup from 3 ft (block by R. Lopez),,38,34
159,2,6:39.0,Offensive rebound by S. Long,,38,34
160,2,6:38.0,S. Long makes 2-pt layup from 1 ft,,40,34
161,2,6:27.0,,J. Butler misses 2-pt layup from 2 ft,40,34
162,2,6:26.0,Defensive rebound by R. Covington,,40,34
163,2,6:17.0,S. Rodríguez makes 2-pt layup from 2 ft,,42,34
164,2,6:03.0,,J. Butler makes 2-pt jump shot from 17 ft,42,36
165,2,5:50.0,J. Anderson misses 3-pt jump shot from 24 ft,,42,36
166,2,5:50.0,Offensive rebound by Team,,42,36
167,2,5:50.0,R. Holmes enters the game for S. Long,,42,36
168,2,5:40.0,Turnover by S. Rodríguez (bad pass; steal by R. Rondo),,42,36
169,2,5:28.0,,Shooting foul by R. Holmes (drawn by R. Lopez),42,36
170,2,5:28.0,,R. Lopez misses free throw 1 of 2,42,36
171,2,5:28.0,,Offensive rebound by Team,42,36
172,2,5:28.0,,R. Lopez makes free throw 2 of 2,42,37
173,2,5:07.0,S. Rodríguez makes 2-pt jump shot from 9 ft (assist by N. Stauskas),,44,37
174,2,4:42.0,,P. Zipser misses 3-pt jump shot from 27 ft,44,37
175,2,4:41.0,Defensive rebound by J. Anderson,,44,37
176,2,4:32.0,J. Anderson misses 2-pt layup from 1 ft,,44,37
177,2,4:32.0,Offensive rebound by J. Anderson,,44,37
178,2,4:32.0,R. Covington misses 3-pt jump shot from 23 ft,,44,37
179,2,4:28.0,,Defensive rebound by R. Lopez,44,37
180,2,4:20.0,,R. Lopez misses 2-pt jump shot from 19 ft,44,37
181,2,4:18.0,Defensive rebound by J. Anderson,,44,37
182,2,4:10.0,S. Rodríguez makes 2-pt layup from 2 ft,,46,37
183,2,4:10.0,,Chicago full timeout,46,37
184,2,3:58.0,,Shooting foul by J. Anderson (drawn by J. Butler),46,37
185,2,3:58.0,,J. Butler makes free throw 1 of 2,46,38
186,2,3:58.0,,J. Butler makes free throw 2 of 2,46,39
187,2,3:38.0,R. Holmes makes 2-pt dunk at rim (assist by S. Rodríguez),,48,39
188,2,3:21.0,,Shooting foul by R. Holmes (drawn by J. Butler),48,39
189,2,3:21.0,,J. Butler makes free throw 1 of 2,48,40
190,2,3:21.0,,M. Carter-Williams enters the game for R. Rondo,48,40
191,2,3:21.0,T. Luwawu-Cabarrot enters the game for R. Holmes,,48,40
192,2,3:21.0,S. Long enters the game for N. Stauskas,,48,40
193,2,3:21.0,,J. Butler makes free throw 2 of 2,48,41
194,2,3:06.0,S. Rodríguez makes 3-pt jump shot from 25 ft,,51,41
195,2,2:51.0,,R. Lopez misses 2-pt hook shot from 2 ft,51,41
196,2,2:50.0,Defensive rebound by S. Rodríguez,,51,41
197,2,2:40.0,R. Covington misses 3-pt jump shot from 25 ft,,51,41
198,2,2:40.0,Offensive rebound by Team,,51,41
199,2,2:40.0,Philadelphia full timeout,,51,41
200,2,2:40.0,,J. Lauvergne enters the game for R. Lopez,51,41
201,2,2:40.0,D. Šarić enters the game for R. Covington,,51,41
202,2,2:31.0,J. Anderson makes 2-pt layup from 2 ft (assist by S. Rodríguez),,53,41
203,2,2:13.0,,Def 3 sec tech foul by S. Rodríguez,53,41
204,2,2:13.0,,J. Butler makes technical free throw,53,42
205,2,2:03.0,,J. Butler misses 2-pt jump shot from 13 ft,53,42
206,2,2:02.0,Defensive rebound by D. Šarić,,53,42
207,2,1:52.0,D. Šarić misses 3-pt jump shot from 25 ft,,53,42
208,2,1:51.0,Offensive rebound by S. Long,,53,42
209,2,1:50.0,S. Long makes 2-pt layup from 2 ft,,55,42
210,2,1:37.0,,N. Mirotić misses 2-pt jump shot from 15 ft,55,42
211,2,1:36.0,Defensive rebound by S. Long,,55,42
212,2,1:16.0,S. Long makes 2-pt layup from 2 ft (assist by S. Rodríguez),,57,42
213,2,1:02.0,,J. Butler misses 2-pt layup from 1 ft,57,42
214,2,1:01.0,,Offensive rebound by J. Butler,57,42
215,2,1:01.0,,J. Butler misses 2-pt layup from 3 ft,57,42
216,2,1:00.0,,Offensive rebound by J. Lauvergne,57,42
217,2,1:00.0,,J. Lauvergne makes 2-pt layup from 2 ft,57,44
218,2,0:44.0,Turnover by J. Anderson (bad pass; steal by J. Butler),,57,44
219,2,0:37.0,,N. Mirotić misses 3-pt jump shot from 25 ft,57,44
220,2,0:36.0,Defensive rebound by D. Šarić,,57,44
221,2,0:31.0,Philadelphia full timeout,,57,44
222,2,0:27.0,Personal foul by M. Carter-Williams (drawn by S. Rodríguez),,57,44
223,2,0:19.0,D. Šarić makes 2-pt jump shot from 15 ft,,59,44
224,2,0:04.0,,Personal foul by D. Šarić (drawn by J. Butler),59,44
225,2,0:04.0,,J. Butler makes free throw 1 of 2,59,45
226,2,0:04.0,,J. Butler makes free throw 2 of 2,59,46
227,2,0:00.0,J. Anderson misses 3-pt jump shot from 38 ft,,59,46
228,2,0:00.0,Offensive rebound by Team,,59,46
229,3,11:39.0,T. McConnell makes 2-pt layup from 3 ft,,61,46
230,3,11:19.0,,Shooting foul by S. Long (drawn by J. Butler),61,46
231,3,11:19.0,,J. Butler misses free throw 1 of 2,61,46
232,3,11:19.0,,Offensive rebound by Team,61,46
233,3,11:19.0,,J. Butler makes free throw 2 of 2,61,47
234,3,11:05.0,Personal foul by N. Mirotić (drawn by D. Šarić),,61,47
235,3,10:59.0,T. McConnell makes 2-pt jump shot from 11 ft,,63,47
236,3,10:42.0,,R. Rondo misses 3-pt jump shot from 23 ft,63,47
237,3,10:40.0,Defensive rebound by T. McConnell,,63,47
238,3,10:23.0,T. Luwawu-Cabarrot makes 2-pt layup at rim (assist by T. McConnell),,65,47
239,3,10:18.0,,Turnover by P. Zipser (bad pass; steal by T. McConnell),65,47
240,3,10:14.0,D. Šarić makes 2-pt layup from 2 ft (assist by T. McConnell),,67,47
241,3,10:13.0,,Chicago full timeout,67,47
242,3,10:00.0,,J. Butler misses 2-pt jump shot from 13 ft,67,47
243,3,9:59.0,Defensive rebound by T. Luwawu-Cabarrot,,67,47
244,3,9:54.0,,Offensive charge foul by R. Covington (drawn by J. Butler),67,47
245,3,9:54.0,Turnover by R. Covington (offensive foul),,67,47
246,3,9:36.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by R. Rondo),67,49
247,3,9:24.0,Personal foul by R. Rondo (drawn by T. Luwawu-Cabarrot),,67,49
248,3,9:24.0,G. Henderson enters the game for R. Covington,,67,49
249,3,9:07.0,D. Šarić misses 2-pt jump shot from 19 ft,,67,49
250,3,9:06.0,Offensive rebound by S. Long,,67,49
251,3,9:06.0,S. Long makes 2-pt dunk at rim,,69,49
252,3,8:51.0,,Shooting foul by S. Long (drawn by J. Butler),69,49
253,3,8:51.0,,J. Butler misses free throw 1 of 2,69,49
254,3,8:51.0,,Offensive rebound by Team,69,49
255,3,8:51.0,,J. Lauvergne enters the game for R. Lopez,69,49
256,3,8:51.0,,J. Butler makes free throw 2 of 2,69,50
257,3,8:42.0,D. Šarić makes 2-pt layup from 1 ft,,71,50
258,3,8:27.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),71,53
259,3,8:09.0,S. Long makes 2-pt layup at rim (assist by D. Šarić),,73,53
260,3,7:55.0,,Turnover by P. Zipser (bad pass; steal by T. McConnell),73,53
261,3,7:51.0,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by T. McConnell),,75,53
262,3,7:51.0,,Chicago full timeout,75,53
263,3,7:51.0,,D. Valentine enters the game for P. Zipser,75,53
264,3,7:35.0,,Turnover by J. Lauvergne (bad pass; steal by S. Long),75,53
265,3,7:22.0,S. Long makes 2-pt layup from 2 ft,,77,53
266,3,7:07.0,,J. Butler makes 2-pt jump shot from 6 ft,77,55
267,3,7:07.0,,Shooting foul by S. Long (drawn by J. Butler),77,55
268,3,7:07.0,,J. Butler misses free throw 1 of 1,77,55
269,3,7:06.0,Defensive rebound by D. Šarić,,77,55
270,3,6:46.0,D. Šarić makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),,79,55
271,3,6:29.0,,N. Mirotić misses 2-pt jump shot from 7 ft,79,55
272,3,6:27.0,,Offensive rebound by J. Lauvergne,79,55
273,3,6:27.0,,J. Lauvergne misses 2-pt layup from 2 ft,79,55
274,3,6:26.0,Defensive rebound by S. Long,,79,55
275,3,6:15.0,T. McConnell makes 2-pt jump shot from 12 ft,,81,55
276,3,5:58.0,,Shooting foul by D. Šarić (drawn by J. Butler),81,55
277,3,5:58.0,,J. Butler makes free throw 1 of 2,81,56
278,3,5:58.0,,A. Morrow enters the game for R. Rondo,81,56
279,3,5:58.0,R. Holmes enters the game for S. Long,,81,56
280,3,5:58.0,,J. Butler makes free throw 2 of 2,81,57
281,3,5:58.0,Philadelphia full timeout,,81,57
282,3,5:32.0,G. Henderson misses 2-pt jump shot from 20 ft,,81,57
283,3,5:30.0,Offensive rebound by D. Šarić,,81,57
284,3,5:30.0,D. Šarić makes 2-pt layup from 1 ft,,83,57
285,3,5:16.0,,Turnover by J. Lauvergne (lost ball; steal by D. Šarić),83,57
286,3,5:12.0,Turnover by D. Šarić (lost ball; steal by J. Butler),,83,57
287,3,5:05.0,,J. Butler makes 2-pt jump shot from 5 ft,83,59
288,3,5:05.0,,Shooting foul by G. Henderson (drawn by J. Butler),83,59
289,3,5:05.0,,J. Butler makes free throw 1 of 1,83,60
290,3,4:49.0,Shooting foul by J. Butler (drawn by D. Šarić),,83,60
291,3,4:49.0,D. Šarić makes free throw 1 of 2,,84,60
292,3,4:49.0,D. Šarić misses free throw 2 of 2,,84,60
293,3,4:49.0,N. Stauskas enters the game for T. Luwawu-Cabarrot,,84,60
294,3,4:47.0,,Defensive rebound by J. Butler,84,60
295,3,4:36.0,,A. Morrow makes 3-pt jump shot from 25 ft (assist by J. Butler),84,63
296,3,4:18.0,G. Henderson misses 2-pt jump shot from 8 ft,,84,63
297,3,4:17.0,,Defensive rebound by J. Lauvergne,84,63
298,3,4:11.0,,Turnover by N. Mirotić (bad pass; steal by G. Henderson),84,63
299,3,4:02.0,N. Stauskas makes 3-pt jump shot from 27 ft (assist by G. Henderson),,87,63
300,3,3:51.0,,Personal foul by G. Henderson (drawn by J. Butler),87,63
301,3,3:51.0,,J. Butler makes free throw 1 of 2,87,64
302,3,3:51.0,,B. Portis enters the game for N. Mirotić,87,64
303,3,3:51.0,R. Covington enters the game for D. Šarić,,87,64
304,3,3:51.0,,J. Butler makes free throw 2 of 2,87,65
305,3,3:38.0,R. Covington misses 3-pt jump shot from 25 ft,,87,65
306,3,3:37.0,,Defensive rebound by J. Butler,87,65
307,3,3:23.0,,D. Valentine misses 3-pt jump shot from 23 ft,87,65
308,3,3:22.0,,Offensive rebound by B. Portis,87,65
309,3,3:20.0,,B. Portis misses 2-pt jump shot from 5 ft,87,65
310,3,3:19.0,Defensive rebound by Team,,87,65
311,3,3:06.0,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),,89,65
312,3,2:38.0,,J. Lauvergne misses 2-pt layup from 2 ft,89,65
313,3,2:37.0,,Offensive rebound by B. Portis,89,65
314,3,2:37.0,,B. Portis makes 2-pt layup from 2 ft,89,67
315,3,2:25.0,Shooting foul by B. Portis (drawn by R. Covington),,89,67
316,3,2:25.0,R. Covington makes free throw 1 of 2,,90,67
317,3,2:25.0,,M. Carter-Williams enters the game for J. Lauvergne,90,67
318,3,2:25.0,J. Anderson enters the game for T. McConnell,,90,67
319,3,2:25.0,S. Rodríguez enters the game for G. Henderson,,90,67
320,3,2:25.0,R. Covington makes free throw 2 of 2,,91,67
321,3,2:12.0,,J. Butler misses 2-pt layup from 1 ft,91,67
322,3,2:11.0,Defensive rebound by R. Holmes,,91,67
323,3,2:05.0,R. Holmes misses 3-pt jump shot from 26 ft,,91,67
324,3,2:04.0,,Defensive rebound by M. Carter-Williams,91,67
325,3,2:02.0,,Turnover by M. Carter-Williams (bad pass),91,67
326,3,1:46.0,Turnover by R. Covington (lost ball),,91,67
327,3,1:33.0,,B. Portis makes 2-pt jump shot from 19 ft (assist by J. Butler),91,69
328,3,1:15.0,Shooting foul by M. Carter-Williams (drawn by N. Stauskas),,91,69
329,3,1:15.0,N. Stauskas makes free throw 1 of 2,,92,69
330,3,1:15.0,N. Stauskas misses free throw 2 of 2,,92,69
331,3,1:13.0,,Defensive rebound by B. Portis,92,69
332,3,1:00.0,,A. Morrow misses 2-pt layup from 3 ft (block by R. Holmes),92,69
333,3,0:59.0,Defensive rebound by S. Rodríguez,,92,69
334,3,0:56.0,Shooting foul by M. Carter-Williams (drawn by R. Covington),,92,69
335,3,0:56.0,R. Covington makes free throw 1 of 2,,93,69
336,3,0:56.0,R. Covington misses free throw 2 of 2,,93,69
337,3,0:55.0,,Defensive rebound by D. Valentine,93,69
338,3,0:42.0,,J. Butler misses 2-pt layup from 1 ft,93,69
339,3,0:42.0,,Offensive rebound by B. Portis,93,69
340,3,0:42.0,,B. Portis makes 2-pt layup from 2 ft,93,71
341,3,0:27.0,N. Stauskas misses 2-pt jump shot from 7 ft,,93,71
342,3,0:26.0,,Defensive rebound by B. Portis,93,71
343,3,0:01.0,,J. Butler misses 2-pt jump shot from 21 ft,93,71
344,3,0:00.0,,Offensive rebound by D. Valentine,93,71
345,3,0:00.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,93,71
346,3,0:00.0,,Offensive rebound by Team,93,71
347,4,11:45.0,,Shooting foul by R. Covington (drawn by A. Morrow),93,71
348,4,11:45.0,,A. Morrow makes free throw 1 of 3,93,72
349,4,11:45.0,,A. Morrow makes free throw 2 of 3,93,73
350,4,11:45.0,D. Šarić enters the game for R. Covington,,93,73
351,4,11:45.0,,A. Morrow makes free throw 3 of 3,93,74
352,4,11:33.0,R. Holmes misses 2-pt jump shot from 4 ft (block by B. Portis),,93,74
353,4,11:33.0,Offensive rebound by Team,,93,74
354,4,11:27.0,R. Holmes makes 2-pt jump shot from 12 ft,,95,74
355,4,11:15.0,,M. Carter-Williams makes 2-pt jump shot from 18 ft,95,76
356,4,10:59.0,N. Stauskas misses 2-pt layup from 1 ft,,95,76
357,4,10:58.0,,Defensive rebound by B. Portis,95,76
358,4,10:48.0,,A. Morrow misses 3-pt jump shot from 25 ft,95,76
359,4,10:47.0,,Offensive rebound by J. Butler,95,76
360,4,10:45.0,,J. Butler makes 2-pt layup from 1 ft,95,78
361,4,10:21.0,S. Rodríguez misses 3-pt jump shot from 25 ft,,95,78
362,4,10:21.0,Offensive rebound by D. Šarić,,95,78
363,4,10:21.0,Shooting foul by M. Carter-Williams (drawn by D. Šarić),,95,78
364,4,10:21.0,D. Šarić makes free throw 1 of 2,,96,78
365,4,10:21.0,G. Henderson enters the game for J. Anderson,,96,78
366,4,10:21.0,D. Šarić makes free throw 2 of 2,,97,78
367,4,10:02.0,,B. Portis makes 2-pt layup from 1 ft (assist by J. Butler),97,80
368,4,9:38.0,D. Šarić misses 3-pt jump shot from 26 ft,,97,80
369,4,9:37.0,,Defensive rebound by B. Portis,97,80
370,4,9:22.0,,B. Portis makes 2-pt jump shot from 22 ft (assist by D. Valentine),97,82
371,4,9:22.0,Philadelphia full timeout,,97,82
372,4,9:07.0,S. Rodríguez misses 2-pt layup from 2 ft (block by B. Portis),,97,82
373,4,9:05.0,Offensive rebound by G. Henderson,,97,82
374,4,9:02.0,N. Stauskas makes 2-pt layup from 1 ft (assist by G. Henderson),,99,82
375,4,8:46.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by B. Portis),99,85
376,4,8:24.0,D. Šarić makes 2-pt jump shot from 6 ft,,101,85
377,4,8:13.0,,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Butler),101,88
378,4,7:56.0,,Offensive charge foul by D. Šarić (drawn by J. Butler),101,88
379,4,7:56.0,Turnover by D. Šarić (offensive foul),,101,88
380,4,7:56.0,S. Long enters the game for R. Holmes,,101,88
381,4,7:42.0,,A. Morrow makes 2-pt jump shot from 11 ft,101,90
