,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
137,2,8:50.0,,S. Hawes makes 2-pt dunk at rim (assist by R. Sessions),35,35
138,2,8:36.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by E. İlyasova),,38,35
139,2,8:24.0,,Personal foul by D. Šarić (drawn by S. Hawes),38,35
140,2,8:24.0,Official timeout,,38,35
141,2,8:24.0,,M. Williams enters the game for S. Hawes,38,35
142,2,8:13.0,,M. Belinelli misses 3-pt jump shot from 25 ft,38,35
143,2,8:11.0,Defensive rebound by G. Henderson,,38,35
144,2,7:56.0,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,41,35
145,2,7:35.0,,Turnover by F. Kaminsky (traveling),41,35
146,2,7:21.0,Turnover by N. Stauskas (lost ball; steal by M. Kidd-Gilchrist),,41,35
147,2,7:13.0,,M. Williams misses 2-pt jump shot from 10 ft,41,35
148,2,7:12.0,Defensive rebound by D. Šarić,,41,35
149,2,6:57.0,Offensive foul by E. İlyasova (drawn by M. Belinelli),,41,35
150,2,6:57.0,Turnover by E. İlyasova (offensive foul),,41,35
151,2,6:52.0,,Personal foul by E. İlyasova (drawn by M. Williams),41,35
152,2,6:46.0,,R. Sessions misses 3-pt jump shot from 26 ft,41,35
153,2,6:45.0,Defensive rebound by D. Šarić,,41,35
154,2,6:32.0,D. Šarić misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,41,35
155,2,6:31.0,,Defensive rebound by M. Kidd-Gilchrist,41,35
156,2,6:29.0,,Turnover by M. Kidd-Gilchrist (offensive foul),41,35
157,2,6:29.0,Offensive charge foul by M. Kidd-Gilchrist (drawn by E. İlyasova),,41,35
158,2,6:29.0,,T. Graham enters the game for M. Kidd-Gilchrist,41,35
159,2,6:19.0,S. Rodríguez misses 2-pt jump shot from 15 ft,,41,35
160,2,6:18.0,Offensive rebound by Team,,41,35
161,2,6:18.0,Philadelphia full timeout,,41,35
162,2,6:18.0,,K. Walker enters the game for M. Belinelli,41,35
163,2,6:18.0,J. Okafor enters the game for D. Šarić,,41,35
164,2,6:07.0,J. Okafor makes 2-pt hook shot from 8 ft,,43,35
165,2,5:46.0,,Shooting foul by G. Henderson (drawn by R. Sessions),43,35
166,2,5:46.0,,R. Sessions misses free throw 1 of 2,43,35
167,2,5:46.0,,Offensive rebound by Team,43,35
168,2,5:46.0,,R. Sessions makes free throw 2 of 2,43,36
169,2,5:31.0,Turnover by S. Rodríguez (bad pass; steal by R. Sessions),,43,36
170,2,5:25.0,,K. Walker misses 2-pt layup from 2 ft,43,36
171,2,5:24.0,,Offensive rebound by R. Sessions,43,36
172,2,5:18.0,,F. Kaminsky misses 3-pt jump shot from 28 ft,43,36
173,2,5:18.0,Defensive rebound by G. Henderson,,43,36
174,2,5:18.0,,Technical foul by K. Walker,43,36
175,2,5:18.0,S. Rodríguez makes technical free throw,,44,36
176,2,5:14.0,T. McConnell enters the game for S. Rodríguez,,44,36
177,2,5:10.0,,N. Batum enters the game for T. Graham,44,36
178,2,4:53.0,N. Stauskas misses 3-pt jump shot from 25 ft,,44,36
179,2,4:52.0,,Defensive rebound by M. Williams,44,36
180,2,4:43.0,,Turnover by N. Batum (bad pass; steal by T. McConnell),44,36
181,2,4:29.0,J. Okafor misses 2-pt layup from 1 ft,,44,36
182,2,4:28.0,Offensive rebound by E. İlyasova,,44,36
183,2,4:28.0,E. İlyasova makes 2-pt layup from 1 ft,,46,36
184,2,4:15.0,,K. Walker misses 2-pt layup from 2 ft,46,36
185,2,4:14.0,,Offensive rebound by F. Kaminsky,46,36
186,2,4:10.0,,M. Williams misses 3-pt jump shot from 25 ft,46,36
187,2,4:09.0,Defensive rebound by N. Stauskas,,46,36
188,2,4:01.0,E. İlyasova makes 2-pt layup from 1 ft (assist by T. McConnell),,48,36
189,2,4:01.0,,Charlotte full timeout,48,36
190,2,4:01.0,H. Thompson enters the game for G. Henderson,,48,36
191,2,4:01.0,D. Šarić enters the game for N. Stauskas,,48,36
192,2,4:01.0,R. Covington enters the game for E. İlyasova,,48,36
193,2,4:01.0,,C. Zeller enters the game for F. Kaminsky,48,36
194,2,3:48.0,,C. Zeller misses 2-pt layup at rim,48,36
195,2,3:47.0,,Offensive rebound by M. Williams,48,36
196,2,3:44.0,,M. Williams misses 2-pt layup from 1 ft,48,36
197,2,3:43.0,Defensive rebound by H. Thompson,,48,36
198,2,3:27.0,Shooting foul by M. Williams (drawn by D. Šarić),,48,36
199,2,3:27.0,D. Šarić makes free throw 1 of 2,,49,36
200,2,3:27.0,D. Šarić misses free throw 2 of 2,,49,36
201,2,3:24.0,,Defensive rebound by M. Williams,49,36
202,2,3:11.0,,Shooting foul by J. Okafor (drawn by K. Walker),49,36
203,2,3:11.0,,K. Walker makes free throw 1 of 2,49,37
204,2,3:11.0,E. İlyasova enters the game for J. Okafor,,49,37
205,2,3:11.0,,K. Walker makes free throw 2 of 2,49,38
206,2,2:47.0,H. Thompson makes 2-pt jump shot from 9 ft (assist by T. McConnell),,51,38
207,2,2:30.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),51,41
208,2,2:15.0,Turnover by T. McConnell (bad pass),,51,41
209,2,2:10.0,,Personal foul by D. Šarić (drawn by M. Williams),51,41
210,2,2:10.0,,M. Williams misses free throw 1 of 2,51,41
211,2,2:10.0,,Offensive rebound by Team,51,41
212,2,2:10.0,N. Stauskas enters the game for D. Šarić,,51,41
213,2,2:10.0,,M. Williams makes free throw 2 of 2,51,42
214,2,1:54.0,R. Covington misses 3-pt jump shot from 24 ft,,51,42
215,2,1:53.0,,Defensive rebound by M. Williams,51,42
216,2,1:45.0,,R. Sessions misses 2-pt layup from 2 ft,51,42
217,2,1:45.0,,Offensive rebound by Team,51,42
218,2,1:45.0,Loose ball foul by H. Thompson (drawn by C. Zeller),,51,42
219,2,1:45.0,,C. Zeller misses free throw 1 of 2,51,42
220,2,1:45.0,,Offensive rebound by Team,51,42
221,2,1:45.0,S. Rodríguez enters the game for T. McConnell,,51,42
222,2,1:45.0,,C. Zeller makes free throw 2 of 2,51,43
223,2,1:34.0,Shooting foul by N. Batum (drawn by E. İlyasova),,51,43
224,2,1:34.0,E. İlyasova makes free throw 1 of 2,,52,43
225,2,1:34.0,E. İlyasova makes free throw 2 of 2,,53,43
226,2,1:21.0,,N. Batum misses 3-pt jump shot from 25 ft,53,43
227,2,1:20.0,Defensive rebound by E. İlyasova,,53,43
228,2,1:13.0,E. İlyasova misses 2-pt layup from 1 ft (block by C. Zeller),,53,43
229,2,1:11.0,,Defensive rebound by M. Williams,53,43
230,2,1:09.0,,Shooting foul by H. Thompson (drawn by K. Walker),53,43
231,2,1:09.0,,K. Walker makes free throw 1 of 2,53,44
232,2,1:09.0,T. McConnell enters the game for H. Thompson,,53,44
233,2,1:09.0,,K. Walker makes free throw 2 of 2,53,45
234,2,0:54.0,R. Covington misses 3-pt jump shot from 25 ft,,53,45
235,2,0:53.0,,Defensive rebound by M. Williams,53,45
236,2,0:47.0,,Shooting foul by R. Covington (drawn by R. Sessions),53,45
237,2,0:47.0,,R. Sessions misses free throw 1 of 2,53,45
238,2,0:47.0,,Offensive rebound by Team,53,45
239,2,0:47.0,,R. Sessions makes free throw 2 of 2,53,46
240,2,0:47.0,Philadelphia full timeout,,53,46
241,2,0:47.0,G. Henderson enters the game for T. McConnell,,53,46
242,2,0:30.0,E. İlyasova misses 2-pt jump shot from 16 ft,,53,46
243,2,0:28.0,,Defensive rebound by K. Walker,53,46
244,2,0:09.0,,N. Batum misses 3-pt jump shot from 25 ft,53,46
245,2,0:08.0,,Offensive rebound by K. Walker,53,46
246,2,0:01.0,,M. Williams misses 3-pt jump shot from 28 ft,53,46
247,2,0:00.0,,Offensive rebound by Team,53,46
248,3,11:43.0,Personal foul by N. Batum (drawn by J. Okafor),,53,46
249,3,11:28.0,Turnover by Team (shot clock),,53,46
250,3,11:18.0,,Def 3 sec tech foul by J. Okafor,53,46
251,3,11:18.0,,N. Batum makes technical free throw,53,47
252,3,11:12.0,,Turnover by K. Walker (bad pass; steal by R. Covington),53,47
253,3,11:06.0,Turnover by G. Henderson (offensive foul),,53,47
254,3,11:06.0,Offensive foul by G. Henderson (drawn by K. Walker),,53,47
255,3,10:54.0,,K. Walker makes 2-pt layup from 1 ft (assist by M. Williams),53,49
256,3,10:39.0,J. Okafor misses 2-pt jump shot from 13 ft,,53,49
257,3,10:38.0,,Defensive rebound by M. Williams,53,49
258,3,10:28.0,,N. Batum makes 3-pt jump shot from 24 ft,53,52
259,3,10:13.0,G. Henderson misses 3-pt jump shot from 24 ft,,53,52
260,3,10:13.0,Offensive rebound by Team,,53,52
261,3,10:13.0,,Loose ball foul by C. Zeller (drawn by J. Okafor),53,52
262,3,10:03.0,D. Šarić misses 2-pt jump shot from 20 ft,,53,52
263,3,10:00.0,,Defensive rebound by N. Batum,53,52
264,3,9:46.0,,K. Walker makes 3-pt jump shot from 23 ft (assist by M. Kidd-Gilchrist),53,55
265,3,9:40.0,Philadelphia full timeout,,53,55
266,3,9:26.0,Turnover by R. Covington (traveling),,53,55
267,3,9:11.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),53,57
268,3,8:50.0,G. Henderson misses 2-pt jump shot from 18 ft,,53,57
269,3,8:50.0,,Defensive rebound by Team,53,57
270,3,8:50.0,Loose ball foul by R. Covington (drawn by M. Kidd-Gilchrist),,53,57
271,3,8:29.0,,K. Walker misses 3-pt jump shot from 25 ft,53,57
272,3,8:28.0,Defensive rebound by D. Šarić,,53,57
273,3,8:14.0,Turnover by G. Henderson (bad pass; steal by M. Williams),,53,57
274,3,8:09.0,,M. Williams makes 2-pt layup at rim,53,59
275,3,7:53.0,D. Šarić misses 3-pt jump shot from 25 ft,,53,59
276,3,7:53.0,Offensive rebound by Team,,53,59
277,3,7:53.0,,Loose ball foul by C. Zeller (drawn by J. Okafor),53,59
278,3,7:53.0,R. Holmes enters the game for J. Okafor,,53,59
279,3,7:41.0,D. Šarić makes 2-pt layup from 2 ft,,55,59
280,3,7:26.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),55,62
281,3,7:12.0,Turnover by S. Rodríguez (bad pass; steal by M. Williams),,55,62
282,3,7:08.0,,Personal foul by R. Covington (drawn by N. Batum),55,62
283,3,7:08.0,N. Stauskas enters the game for S. Rodríguez,,55,62
284,3,7:08.0,T. McConnell enters the game for G. Henderson,,55,62
285,3,6:54.0,,M. Williams misses 3-pt jump shot from 25 ft,55,62
286,3,6:53.0,Defensive rebound by D. Šarić,,55,62
287,3,6:39.0,R. Covington makes 3-pt jump shot from 26 ft (assist by R. Holmes),,58,62
288,3,6:19.0,,N. Batum makes 2-pt jump shot from 18 ft,58,64
289,3,6:03.0,T. McConnell misses 2-pt jump shot from 18 ft,,58,64
290,3,6:02.0,,Defensive rebound by M. Kidd-Gilchrist,58,64
291,3,5:50.0,,C. Zeller makes 2-pt jump shot from 8 ft (assist by K. Walker),58,66
292,3,5:27.0,Turnover by D. Šarić (lost ball; steal by M. Kidd-Gilchrist),,58,66
293,3,5:21.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),58,68
294,3,5:05.0,R. Covington misses 3-pt jump shot from 26 ft,,58,68
295,3,5:03.0,,Defensive rebound by M. Williams,58,68
296,3,4:57.0,,N. Batum misses 3-pt jump shot from 25 ft,58,68
297,3,4:54.0,Defensive rebound by R. Holmes,,58,68
298,3,4:47.0,R. Holmes makes 3-pt jump shot from 25 ft (assist by T. McConnell),,61,68
299,3,4:35.0,,Charlotte full timeout,61,68
300,3,4:35.0,H. Thompson enters the game for R. Covington,,61,68
301,3,4:35.0,E. İlyasova enters the game for D. Šarić,,61,68
302,3,4:35.0,,F. Kaminsky enters the game for M. Kidd-Gilchrist,61,68
303,3,4:35.0,,M. Belinelli enters the game for M. Williams,61,68
304,3,4:28.0,,N. Batum makes 2-pt jump shot from 12 ft,61,70
305,3,4:15.0,Turnover by R. Holmes (lost ball),,61,70
306,3,4:15.0,Loose ball foul by R. Holmes (drawn by C. Zeller),,61,70
307,3,4:04.0,,C. Zeller makes 2-pt jump shot from 6 ft (assist by K. Walker),61,72
308,3,3:39.0,E. İlyasova misses 2-pt layup from 1 ft,,61,72
309,3,3:38.0,Offensive rebound by R. Holmes,,61,72
310,3,3:37.0,R. Holmes makes 2-pt dunk at rim,,63,72
311,3,3:22.0,,Personal foul by T. McConnell (drawn by K. Walker),63,72
312,3,3:22.0,J. Okafor enters the game for R. Holmes,,63,72
313,3,3:22.0,,S. Hawes enters the game for C. Zeller,63,72
314,3,3:19.0,,Turnover by N. Batum (bad pass; steal by T. McConnell),63,72
315,3,3:16.0,T. McConnell makes 2-pt layup from 1 ft,,65,72
316,3,3:00.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by S. Hawes),65,75
317,3,2:48.0,H. Thompson misses 2-pt layup from 1 ft (block by S. Hawes),,65,75
318,3,2:48.0,Offensive rebound by Team,,65,75
319,3,2:41.0,Shooting foul by M. Belinelli (drawn by N. Stauskas),,65,75
320,3,2:41.0,N. Stauskas makes free throw 1 of 2,,66,75
321,3,2:41.0,N. Stauskas makes free throw 2 of 2,,67,75
322,3,2:27.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,67,75
323,3,2:24.0,Defensive rebound by H. Thompson,,67,75
324,3,2:14.0,J. Okafor misses 2-pt hook shot from 5 ft,,67,75
325,3,2:13.0,,Defensive rebound by M. Belinelli,67,75
326,3,2:07.0,,N. Batum misses 3-pt jump shot from 23 ft,67,75
327,3,2:04.0,,Offensive rebound by F. Kaminsky,67,75
328,3,2:04.0,,F. Kaminsky makes 2-pt layup at rim,67,77
329,3,1:49.0,T. McConnell makes 2-pt layup from 1 ft (assist by J. Okafor),,69,77
330,3,1:38.0,,N. Batum makes 2-pt layup from 1 ft (assist by S. Hawes),69,79
331,3,1:38.0,,Shooting foul by E. İlyasova (drawn by N. Batum),69,79
332,3,1:38.0,,N. Batum makes free throw 1 of 1,69,80
333,3,1:31.0,,R. Sessions enters the game for K. Walker,69,80
334,3,1:23.0,T. McConnell misses 3-pt jump shot from 26 ft,,69,80
335,3,1:23.0,Offensive rebound by Team,,69,80
336,3,1:23.0,,Loose ball foul by M. Belinelli (drawn by J. Okafor),69,80
337,3,1:23.0,J. Okafor makes free throw 1 of 2,,70,80
338,3,1:23.0,J. Okafor misses free throw 2 of 2,,70,80
339,3,1:20.0,,Defensive rebound by N. Batum,70,80
340,3,1:06.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by N. Batum),70,83
341,3,0:53.0,Offensive foul by T. McConnell (drawn by R. Sessions),,70,83
342,3,0:53.0,Turnover by T. McConnell (offensive foul),,70,83
343,3,0:44.0,,S. Hawes makes 2-pt hook shot from 2 ft,70,85
344,3,0:28.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by N. Stauskas),,73,85
345,3,0:06.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,73,85
346,3,0:05.0,Defensive rebound by T. McConnell,,73,85
347,3,0:00.0,E. İlyasova misses 3-pt jump shot from 26 ft,,73,85
348,3,0:00.0,Offensive rebound by Team,,73,85
349,4,11:43.0,,F. Kaminsky makes 2-pt jump shot from 7 ft (assist by R. Sessions),73,87
350,4,11:26.0,D. Šarić misses 3-pt jump shot from 25 ft,,73,87
351,4,11:25.0,,Defensive rebound by R. Sessions,73,87
352,4,11:18.0,,M. Belinelli misses 2-pt jump shot from 18 ft,73,87
353,4,11:16.0,Defensive rebound by D. Šarić,,73,87
354,4,11:05.0,E. İlyasova misses 3-pt jump shot from 27 ft,,73,87
355,4,11:03.0,,Defensive rebound by M. Kidd-Gilchrist,73,87
356,4,10:51.0,,Turnover by F. Kaminsky (lost ball),73,87
357,4,10:33.0,S. Rodríguez makes 3-pt jump shot from 28 ft (assist by G. Henderson),,76,87
358,4,10:13.0,,Turnover by S. Hawes (bad pass; steal by D. Šarić),76,87
359,4,10:07.0,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by G. Henderson),,79,87
360,4,10:07.0,,Charlotte full timeout,79,87
361,4,9:47.0,,F. Kaminsky makes 2-pt jump shot from 19 ft,79,89
362,4,9:32.0,G. Henderson misses 2-pt layup from 3 ft,,79,89
363,4,9:31.0,,Defensive rebound by F. Kaminsky,79,89
364,4,9:26.0,,Shooting foul by R. Covington (drawn by M. Kidd-Gilchrist),79,89
365,4,9:26.0,,M. Kidd-Gilchrist makes free throw 1 of 2,79,90
366,4,9:26.0,,M. Kidd-Gilchrist misses free throw 2 of 2,79,90
367,4,9:23.0,Defensive rebound by D. Šarić,,79,90
368,4,9:15.0,Turnover by S. Rodríguez (bad pass),,79,90
369,4,9:01.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),79,93
370,4,9:01.0,Philadelphia full timeout,,79,93
371,4,8:50.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),,82,93
372,4,8:34.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by R. Sessions),82,96
373,4,8:17.0,R. Covington misses 3-pt jump shot from 25 ft,,82,96
374,4,8:16.0,Offensive rebound by E. İlyasova,,82,96
375,4,8:11.0,E. İlyasova makes 2-pt jump shot from 12 ft,,84,96
376,4,7:55.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft,84,98
