,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW YORK_ACTION,UTAH_SCORE,NEW YORK_SCORE
386,4,1:44.0,,C. Lee misses 2-pt jump shot from 18 ft,106,97
387,4,1:43.0,Defensive rebound by G. Hill,,106,97
388,4,1:42.0,Personal foul by C. Lee (drawn by G. Hill),,106,97
389,4,1:21.0,G. Hill misses 3-pt jump shot from 26 ft,,106,97
390,4,1:20.0,,Defensive rebound by C. Anthony,106,97
391,4,1:15.0,,Personal foul by R. Gobert (drawn by C. Anthony),106,97
392,4,1:15.0,D. Favors enters the game for R. Gobert,,106,97
393,4,1:14.0,,Personal foul by D. Favors (drawn by K. Porziņģis),106,97
394,4,1:14.0,,K. Porziņģis makes free throw 1 of 2,106,98
395,4,1:14.0,,K. Porziņģis makes free throw 2 of 2,106,99
396,4,0:53.0,J. Johnson misses 3-pt jump shot from 25 ft,,106,99
397,4,0:52.0,,Defensive rebound by K. Porziņģis,106,99
398,4,0:46.0,,Personal foul by J. Johnson (drawn by C. Anthony),106,99
399,4,0:46.0,,C. Anthony makes free throw 1 of 2,106,100
400,4,0:46.0,,C. Anthony makes free throw 2 of 2,106,101
401,4,0:39.0,Utah full timeout,,106,101
402,4,0:39.0,Utah full timeout,,106,101
403,4,0:35.0,R. Hood makes 2-pt dunk at rim (assist by G. Hill),,108,101
404,4,0:35.0,,New York full timeout,108,101
405,4,0:35.0,,B. Jennings enters the game for L. Thomas,108,101
406,4,0:30.0,,C. Anthony makes 2-pt layup from 1 ft,108,103
407,4,0:24.0,Personal take foul by C. Anthony (drawn by G. Hayward),,108,103
408,4,0:24.0,G. Hayward makes free throw 1 of 2,,109,103
409,4,0:24.0,G. Hayward makes free throw 2 of 2,,110,103
410,4,0:18.0,,K. Porziņģis makes 2-pt dunk at rim (assist by D. Rose),110,105
411,4,0:17.0,Personal take foul by C. Anthony (drawn by J. Johnson),,110,105
412,4,0:17.0,J. Johnson makes free throw 1 of 2,,111,105
413,4,0:17.0,J. Johnson makes free throw 2 of 2,,112,105
414,4,0:17.0,,New York full timeout,112,105
415,4,0:13.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,112,105
416,4,0:12.0,,Offensive rebound by K. Porziņģis,112,105
417,4,0:10.0,,Shooting foul by G. Hayward (drawn by K. Porziņģis),112,105
418,4,0:10.0,,K. Porziņģis makes free throw 1 of 2,112,106
419,4,0:10.0,,L. Thomas enters the game for C. Anthony,112,106
420,4,0:10.0,,K. Porziņģis makes free throw 2 of 2,112,107
421,4,0:09.0,Personal take foul by B. Jennings (drawn by G. Hill),,112,107
422,4,0:09.0,G. Hill makes free throw 1 of 2,,113,107
423,4,0:09.0,,C. Anthony enters the game for L. Thomas,113,107
424,4,0:09.0,G. Hill makes free throw 2 of 2,,114,107
425,4,0:04.0,,D. Rose makes 2-pt jump shot from 22 ft (assist by C. Anthony),114,109
