,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
27,1,8:53.0,,K. Thompson makes 2-pt jump shot from 10 ft (assist by D. Green),2,10
28,1,8:53.0,Orlando full timeout,,2,10
29,1,8:37.0,Turnover by E. Payton (bad pass),,2,10
30,1,8:18.0,,I. Clark makes 2-pt jump shot from 19 ft,2,12
31,1,8:01.0,A. Gordon misses 3-pt jump shot from 26 ft,,2,12
32,1,8:00.0,Offensive rebound by N. Vučević,,2,12
33,1,7:55.0,E. Payton misses 2-pt jump shot from 4 ft,,2,12
34,1,7:53.0,Offensive rebound by Team,,2,12
35,1,7:43.0,N. Vučević misses 2-pt hook shot from 12 ft,,2,12
36,1,7:42.0,Offensive rebound by A. Gordon,,2,12
37,1,7:40.0,A. Gordon misses 2-pt layup from 1 ft,,2,12
38,1,7:38.0,Offensive rebound by A. Gordon,,2,12
39,1,7:37.0,A. Gordon makes 2-pt layup from 3 ft,,4,12
40,1,7:31.0,,S. Curry enters the game for I. Clark,4,12
41,1,7:28.0,,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),4,14
42,1,7:14.0,Turnover by E. Fournier (bad pass; steal by P. McCaw),,4,14
43,1,7:14.0,,Personal foul by E. Fournier (drawn by P. McCaw),4,14
44,1,7:01.0,,Z. Pachulia misses 2-pt layup from 2 ft,4,14
45,1,7:00.0,,Offensive rebound by Z. Pachulia,4,14
46,1,6:49.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),4,16
47,1,6:36.0,N. Vučević misses 2-pt jump shot from 13 ft,,4,16
48,1,6:35.0,Offensive rebound by E. Payton,,4,16
49,1,6:35.0,E. Payton makes 2-pt layup from 2 ft,,6,16
50,1,6:26.0,,Personal foul by E. Payton (drawn by D. Green),6,16
51,1,6:24.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by S. Curry),6,18
52,1,6:14.0,N. Vučević misses 3-pt jump shot from 27 ft,,6,18
53,1,6:14.0,,Defensive rebound by D. Green,6,18
54,1,5:55.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by S. Curry),6,21
55,1,5:55.0,Orlando full timeout,,6,21
56,1,5:55.0,B. Biyombo enters the game for A. Gordon,,6,21
57,1,5:55.0,D. Augustin enters the game for E. Fournier,,6,21
58,1,5:55.0,M. Hezonja enters the game for E. Payton,,6,21
59,1,5:48.0,,A. Iguodala enters the game for P. McCaw,6,21
60,1,5:48.0,,S. Livingston enters the game for D. Green,6,21
61,1,5:39.0,Shooting foul by S. Curry (drawn by T. Ross),,6,21
62,1,5:39.0,T. Ross misses free throw 1 of 2,,6,21
63,1,5:39.0,Offensive rebound by Team,,6,21
64,1,5:39.0,T. Ross makes free throw 2 of 2,,7,21
65,1,5:26.0,,Turnover by K. Thompson (bad pass; steal by D. Augustin),7,21
66,1,5:11.0,Def 3 sec tech foul by K. Thompson,,7,21
67,1,5:11.0,D. Augustin makes technical free throw,,8,21
68,1,5:04.0,M. Hezonja makes 2-pt hook shot from 4 ft,,10,21
69,1,4:49.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),10,24
70,1,4:34.0,Turnover by T. Ross (lost ball; steal by Z. Pachulia),,10,24
71,1,4:26.0,,S. Curry makes 2-pt layup from 1 ft (assist by A. Iguodala),10,26
72,1,4:07.0,D. Augustin misses 3-pt jump shot from 29 ft,,10,26
73,1,4:07.0,,Defensive rebound by Z. Pachulia,10,26
74,1,3:53.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by S. Curry),10,28
75,1,3:29.0,Turnover by B. Biyombo (lost ball; steal by S. Curry),,10,28
76,1,3:24.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),10,31
77,1,3:24.0,Orlando full timeout,,10,31
78,1,3:24.0,C. Watson enters the game for T. Ross,,10,31
79,1,3:24.0,J. Green enters the game for N. Vučević,,10,31
80,1,3:24.0,,J. McGee enters the game for Z. Pachulia,10,31
81,1,3:12.0,M. Hezonja misses 2-pt jump shot from 5 ft (block by J. McGee),,10,31
82,1,3:11.0,,Defensive rebound by K. Thompson,10,31
83,1,3:07.0,,K. Thompson misses 3-pt jump shot from 27 ft,10,31
84,1,3:06.0,Defensive rebound by B. Biyombo,,10,31
85,1,2:56.0,J. Green makes 2-pt layup from 3 ft (assist by D. Augustin),,12,31
86,1,2:42.0,,K. Thompson misses 3-pt jump shot from 25 ft,12,31
87,1,2:41.0,Defensive rebound by D. Augustin,,12,31
88,1,2:21.0,D. Augustin makes 2-pt hook shot from 11 ft,,14,31
89,1,2:12.0,,Shooting foul by J. Green (drawn by J. McGee),14,31
90,1,2:12.0,,J. McGee makes free throw 1 of 2,14,32
91,1,2:12.0,,J. McGee misses free throw 2 of 2,14,32
92,1,2:12.0,,D. Green enters the game for K. Thompson,14,32
93,1,2:10.0,Defensive rebound by C. Watson,,14,32
94,1,1:50.0,C. Watson makes 2-pt jump shot from 22 ft,,16,32
95,1,1:36.0,,Personal foul by M. Hezonja (drawn by D. Green),16,32
96,1,1:36.0,,D. Green misses free throw 1 of 2,16,32
97,1,1:36.0,,Offensive rebound by Team,16,32
98,1,1:36.0,,D. Green makes free throw 2 of 2,16,33
99,1,1:16.0,C. Watson misses 3-pt jump shot from 25 ft,,16,33
100,1,1:16.0,Offensive rebound by Team,,16,33
101,1,1:16.0,,Loose ball foul by J. McGee (drawn by B. Biyombo),16,33
102,1,1:11.0,M. Hezonja misses 3-pt jump shot from 25 ft,,16,33
103,1,1:10.0,,Defensive rebound by D. Green,16,33
104,1,0:58.0,,Personal foul by B. Biyombo (drawn by J. McGee),16,33
105,1,0:58.0,,J. McGee makes free throw 1 of 2,16,34
106,1,0:58.0,,J. McGee misses free throw 2 of 2,16,34
107,1,0:55.0,Defensive rebound by C. Watson,,16,34
108,1,0:44.0,J. Green makes 2-pt jump shot from 6 ft (assist by D. Augustin),,18,34
109,1,0:36.0,,Personal foul by C. Watson (drawn by A. Iguodala),18,34
110,1,0:36.0,,A. Iguodala misses free throw 1 of 2,18,34
111,1,0:36.0,,Offensive rebound by Team,18,34
112,1,0:36.0,,A. Iguodala misses free throw 2 of 2,18,34
113,1,0:36.0,,M. Barnes enters the game for J. McGee,18,34
114,1,0:35.0,Defensive rebound by B. Biyombo,,18,34
115,1,0:12.0,D. Augustin misses 3-pt jump shot from 26 ft,,18,34
116,1,0:11.0,Offensive rebound by J. Green,,18,34
117,1,0:11.0,J. Green makes 2-pt layup from 2 ft,,20,34
118,1,0:01.0,,S. Curry misses 3-pt jump shot from 28 ft,20,34
119,1,0:00.0,,Offensive rebound by Team,20,34
120,2,11:44.0,,D. West misses 2-pt jump shot from 15 ft,20,34
121,2,11:43.0,Defensive rebound by B. Biyombo,,20,34
122,2,11:22.0,Turnover by B. Biyombo (lost ball; steal by S. Curry),,20,34
123,2,11:06.0,,S. Curry makes 2-pt jump shot from 8 ft,20,36
124,2,10:51.0,B. Biyombo misses 2-pt dunk at rim (block by D. Green),,20,36
125,2,10:50.0,,Defensive rebound by M. Barnes,20,36
126,2,10:45.0,,S. Curry makes 2-pt layup from 1 ft,20,38
127,2,10:33.0,Shooting foul by D. West (drawn by D. Augustin),,20,38
128,2,10:33.0,D. Augustin makes free throw 1 of 2,,21,38
129,2,10:33.0,D. Augustin makes free throw 2 of 2,,22,38
130,2,10:27.0,,D. Green misses 2-pt layup from 2 ft,22,38
131,2,10:26.0,Defensive rebound by M. Hezonja,,22,38
132,2,10:20.0,M. Hezonja misses 2-pt jump shot from 3 ft (block by D. West),,22,38
133,2,10:19.0,,Defensive rebound by D. West,22,38
134,2,10:17.0,,Shooting foul by C. Watson (drawn by A. Iguodala),22,38
135,2,10:17.0,,A. Iguodala makes free throw 1 of 2,22,39
136,2,10:17.0,,A. Iguodala makes free throw 2 of 2,22,40
137,2,9:59.0,D. Augustin misses 2-pt jump shot from 22 ft,,22,40
138,2,9:58.0,Offensive rebound by J. Green,,22,40
139,2,9:56.0,J. Green makes 2-pt hook shot from 5 ft,,24,40
140,2,9:47.0,,Turnover by S. Curry (lost ball; steal by D. Augustin),24,40
141,2,9:42.0,J. Green misses 2-pt layup from 3 ft,,24,40
142,2,9:41.0,,Defensive rebound by D. Green,24,40
143,2,9:37.0,,S. Curry misses 3-pt jump shot from 26 ft,24,40
144,2,9:37.0,Defensive rebound by B. Biyombo,,24,40
145,2,9:20.0,Turnover by C. Watson (bad pass; steal by A. Iguodala),,24,40
146,2,9:15.0,,A. Iguodala makes 2-pt dunk at rim,24,42
147,2,9:15.0,Orlando full timeout,,24,42
148,2,9:13.0,N. Vučević enters the game for B. Biyombo,,24,42
149,2,9:13.0,E. Payton enters the game for J. Green,,24,42
150,2,9:13.0,E. Fournier enters the game for C. Watson,,24,42
151,2,9:09.0,Technical foul by Team,,24,42
152,2,9:09.0,Turnover by Team (turnover),,24,42
153,2,9:09.0,,S. Curry makes technical free throw,24,43
154,2,9:09.0,J. Green enters the game for M. Hezonja,,24,43
155,2,8:57.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),24,45
156,2,8:31.0,E. Fournier makes 3-pt jump shot from 28 ft (assist by J. Green),,27,45
157,2,8:19.0,,S. Curry misses 3-pt jump shot from 27 ft,27,45
158,2,8:19.0,Defensive rebound by J. Green,,27,45
159,2,8:10.0,E. Fournier misses 3-pt jump shot from 27 ft,,27,45
160,2,8:10.0,,Defensive rebound by D. Green,27,45
161,2,8:03.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),27,47
162,2,7:41.0,D. Augustin misses 3-pt jump shot from 25 ft,,27,47
163,2,7:41.0,,Defensive rebound by D. West,27,47
164,2,7:21.0,,Golden State full timeout,27,47
165,2,7:21.0,A. Gordon enters the game for D. Augustin,,27,47
166,2,7:21.0,T. Ross enters the game for J. Green,,27,47
167,2,7:21.0,,K. Thompson enters the game for D. Green,27,47
168,2,7:21.0,,S. Livingston enters the game for S. Curry,27,47
169,2,7:21.0,,I. Clark enters the game for A. Iguodala,27,47
170,2,7:16.0,,D. West makes 2-pt jump shot from 20 ft (assist by M. Barnes),27,49
171,2,6:51.0,A. Gordon misses 2-pt jump shot from 16 ft,,27,49
172,2,6:51.0,,Defensive rebound by I. Clark,27,49
173,2,6:39.0,,D. West makes 2-pt dunk at rim (assist by K. Thompson),27,51
174,2,6:32.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,29,51
175,2,6:19.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by I. Clark),29,53
176,2,6:06.0,E. Payton makes 2-pt layup from 2 ft,,31,53
177,2,5:55.0,,I. Clark misses 2-pt layup from 2 ft,31,53
178,2,5:54.0,,Offensive rebound by M. Barnes,31,53
179,2,5:54.0,,M. Barnes misses 2-pt layup from 2 ft,31,53
180,2,5:53.0,,Offensive rebound by M. Barnes,31,53
181,2,5:53.0,,M. Barnes misses 2-pt layup at rim,31,53
182,2,5:52.0,Defensive rebound by N. Vučević,,31,53
183,2,5:44.0,Turnover by E. Payton (bad pass; steal by S. Livingston),,31,53
184,2,5:35.0,,I. Clark makes 3-pt jump shot from 29 ft (assist by M. Barnes),31,56
185,2,5:12.0,E. Fournier misses 2-pt jump shot from 3 ft,,31,56
186,2,5:11.0,,Defensive rebound by K. Thompson,31,56
187,2,5:00.0,,Turnover by D. West (bad pass; steal by N. Vučević),31,56
188,2,4:57.0,Personal foul by I. Clark (drawn by E. Fournier),,31,56
189,2,4:57.0,,Z. Pachulia enters the game for D. West,31,56
190,2,4:45.0,E. Fournier misses 3-pt jump shot from 25 ft,,31,56
191,2,4:45.0,,Defensive rebound by Z. Pachulia,31,56
192,2,4:29.0,,M. Barnes misses 3-pt jump shot from 25 ft (block by T. Ross),31,56
193,2,4:29.0,Defensive rebound by E. Payton,,31,56
194,2,4:26.0,Turnover by E. Payton (dbl dribble),,31,56
195,2,4:12.0,,K. Thompson makes 2-pt jump shot from 21 ft,31,58
196,2,3:53.0,T. Ross makes 2-pt layup from 2 ft (assist by N. Vučević),,33,58
197,2,3:38.0,,M. Barnes makes 3-pt jump shot from 26 ft (assist by I. Clark),33,61
198,2,3:38.0,Orlando full timeout,,33,61
199,2,3:28.0,E. Payton makes 2-pt layup from 1 ft,,35,61
200,2,3:28.0,Shooting foul by I. Clark (drawn by E. Payton),,35,61
201,2,3:28.0,E. Payton makes free throw 1 of 1,,36,61
202,2,3:08.0,,K. Thompson makes 2-pt jump shot from 12 ft,36,63
203,2,2:46.0,A. Gordon makes 2-pt jump shot from 10 ft,,38,63
204,2,2:37.0,,K. Thompson misses 3-pt jump shot from 29 ft,38,63
205,2,2:37.0,,Offensive rebound by Z. Pachulia,38,63
206,2,2:32.0,,I. Clark misses 2-pt jump shot from 11 ft (block by E. Payton),38,63
207,2,2:31.0,Defensive rebound by E. Payton,,38,63
208,2,2:27.0,Shooting foul by I. Clark (drawn by E. Fournier),,38,63
209,2,2:27.0,E. Fournier makes free throw 1 of 2,,39,63
210,2,2:27.0,,S. Curry enters the game for I. Clark,39,63
211,2,2:27.0,,A. Iguodala enters the game for S. Livingston,39,63
212,2,2:27.0,,D. Green enters the game for M. Barnes,39,63
213,2,2:27.0,E. Fournier makes free throw 2 of 2,,40,63
214,2,2:16.0,,K. Thompson misses 2-pt jump shot from 6 ft,40,63
215,2,2:15.0,Defensive rebound by E. Fournier,,40,63
216,2,2:09.0,T. Ross makes 3-pt jump shot from 23 ft (assist by E. Payton),,43,63
217,2,1:55.0,,S. Curry misses 3-pt jump shot from 26 ft,43,63
218,2,1:53.0,Defensive rebound by T. Ross,,43,63
219,2,1:47.0,N. Vučević misses 2-pt jump shot from 14 ft,,43,63
220,2,1:47.0,,Defensive rebound by K. Thompson,43,63
221,2,1:38.0,,D. Green misses 3-pt jump shot from 29 ft,43,63
222,2,1:37.0,Defensive rebound by N. Vučević,,43,63
223,2,1:29.0,E. Payton misses 2-pt jump shot from 12 ft,,43,63
224,2,1:28.0,Offensive rebound by N. Vučević,,43,63
225,2,1:27.0,Shooting foul by Z. Pachulia (drawn by N. Vučević),,43,63
226,2,1:27.0,N. Vučević misses free throw 1 of 2,,43,63
227,2,1:27.0,Offensive rebound by Team,,43,63
228,2,1:27.0,N. Vučević makes free throw 2 of 2,,44,63
229,2,1:18.0,,Personal foul by T. Ross (drawn by Z. Pachulia),44,63
230,2,1:16.0,,Turnover by K. Thompson (bad pass),44,63
231,2,1:10.0,Personal foul by Z. Pachulia (drawn by E. Fournier),,44,63
232,2,1:10.0,E. Fournier makes free throw 1 of 2,,45,63
233,2,1:10.0,E. Fournier misses free throw 2 of 2,,45,63
234,2,1:10.0,C. Watson enters the game for E. Payton,,45,63
235,2,1:09.0,,Defensive rebound by D. Green,45,63
236,2,1:04.0,,Shooting foul by N. Vučević (drawn by S. Curry),45,63
237,2,1:04.0,,S. Curry makes free throw 1 of 2,45,64
238,2,1:04.0,J. Green enters the game for N. Vučević,,45,64
239,2,1:04.0,,S. Curry makes free throw 2 of 2,45,65
240,2,0:46.0,Shooting foul by A. Iguodala (drawn by A. Gordon),,45,65
241,2,0:46.0,A. Gordon makes free throw 1 of 2,,46,65
242,2,0:46.0,A. Gordon makes free throw 2 of 2,,47,65
243,2,0:27.0,,D. Green makes 2-pt hook shot from 8 ft,47,67
244,2,0:09.0,E. Fournier makes 3-pt jump shot from 30 ft,,50,67
245,2,0:02.0,,Turnover by K. Thompson (bad pass; steal by C. Watson),50,67
246,2,0:00.0,C. Watson misses 3-pt jump shot from 54 ft,,50,67
247,2,0:00.0,Offensive rebound by Team,,50,67
248,3,11:36.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),50,70
249,3,11:14.0,N. Vučević makes 2-pt layup from 2 ft (assist by A. Gordon),,52,70
250,3,11:03.0,,S. Curry misses 2-pt jump shot from 22 ft,52,70
251,3,11:02.0,Defensive rebound by E. Payton,,52,70
252,3,10:50.0,E. Fournier misses 2-pt jump shot from 13 ft,,52,70
253,3,10:50.0,,Defensive rebound by K. Thompson,52,70
254,3,10:39.0,,Z. Pachulia misses 2-pt layup from 1 ft,52,70
255,3,10:38.0,Defensive rebound by N. Vučević,,52,70
256,3,10:23.0,N. Vučević misses 3-pt jump shot from 26 ft,,52,70
257,3,10:23.0,,Defensive rebound by D. Green,52,70
258,3,10:05.0,,K. Thompson makes 2-pt jump shot from 13 ft,52,72
259,3,9:48.0,A. Gordon misses 3-pt jump shot from 26 ft,,52,72
260,3,9:48.0,,Defensive rebound by Z. Pachulia,52,72
261,3,9:32.0,,P. McCaw makes 2-pt layup from 2 ft (assist by D. Green),52,74
262,3,9:21.0,E. Payton misses 2-pt jump shot from 4 ft,,52,74
263,3,9:21.0,,Defensive rebound by Z. Pachulia,52,74
264,3,9:14.0,,K. Thompson misses 3-pt jump shot from 23 ft,52,74
265,3,9:14.0,,Offensive rebound by Z. Pachulia,52,74
266,3,9:06.0,,Z. Pachulia makes 2-pt dunk at rim (assist by S. Curry),52,76
267,3,8:51.0,T. Ross makes 2-pt layup from 1 ft (assist by N. Vučević),,54,76
268,3,8:34.0,,Turnover by S. Curry (bad pass),54,76
269,3,8:18.0,N. Vučević misses 2-pt jump shot from 8 ft,,54,76
270,3,8:17.0,Offensive rebound by E. Payton,,54,76
271,3,8:17.0,E. Payton misses 2-pt layup from 1 ft,,54,76
272,3,8:12.0,Offensive rebound by E. Payton,,54,76
273,3,8:12.0,E. Payton makes 2-pt jump shot from 5 ft,,56,76
274,3,7:55.0,,S. Curry makes 2-pt jump shot from 5 ft (assist by D. Green),56,78
275,3,7:43.0,Turnover by E. Payton (bad pass),,56,78
276,3,7:26.0,,D. Green makes 2-pt layup at rim (assist by K. Thompson),56,80
277,3,7:10.0,T. Ross misses 2-pt jump shot from 17 ft,,56,80
278,3,7:09.0,,Defensive rebound by Z. Pachulia,56,80
279,3,6:59.0,,P. McCaw misses 3-pt jump shot from 24 ft,56,80
280,3,6:58.0,Defensive rebound by N. Vučević,,56,80
281,3,6:46.0,N. Vučević misses 2-pt hook shot from 11 ft,,56,80
282,3,6:45.0,,Defensive rebound by D. Green,56,80
283,3,6:33.0,,D. Green misses 2-pt layup from 3 ft (block by E. Payton),56,80
284,3,6:31.0,Defensive rebound by N. Vučević,,56,80
285,3,6:27.0,E. Payton makes 2-pt layup from 1 ft (assist by N. Vučević),,58,80
286,3,6:13.0,,Z. Pachulia misses 2-pt jump shot from 10 ft,58,80
287,3,6:12.0,Defensive rebound by A. Gordon,,58,80
288,3,6:10.0,Personal foul by D. Green (drawn by A. Gordon),,58,80
289,3,6:10.0,,A. Iguodala enters the game for D. Green,58,80
290,3,6:10.0,,S. Livingston enters the game for P. McCaw,58,80
291,3,6:03.0,N. Vučević makes 2-pt hook shot from 5 ft,,60,80
292,3,5:51.0,,S. Curry misses 2-pt layup from 3 ft,60,80
293,3,5:51.0,,Offensive rebound by A. Iguodala,60,80
294,3,5:51.0,,A. Iguodala makes 2-pt dunk at rim,60,82
295,3,5:37.0,Turnover by A. Gordon (lost ball; steal by A. Iguodala),,60,82
296,3,5:30.0,,A. Iguodala makes 2-pt dunk at rim (assist by K. Thompson),60,84
297,3,5:29.0,Orlando full timeout,,60,84
298,3,5:17.0,N. Vučević makes 2-pt hook shot from 8 ft,,62,84
299,3,5:17.0,Shooting foul by Z. Pachulia (drawn by N. Vučević),,62,84
300,3,5:17.0,N. Vučević makes free throw 1 of 1,,63,84
301,3,4:56.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thompson),63,86
302,3,4:45.0,T. Ross misses 3-pt jump shot from 26 ft,,63,86
303,3,4:44.0,,Defensive rebound by Z. Pachulia,63,86
304,3,4:39.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by Z. Pachulia),63,88
305,3,4:25.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),,66,88
306,3,4:09.0,,Personal foul by T. Ross (drawn by A. Iguodala),66,88
307,3,4:09.0,J. Green enters the game for A. Gordon,,66,88
308,3,4:09.0,D. Augustin enters the game for N. Vučević,,66,88
309,3,4:09.0,B. Biyombo enters the game for E. Payton,,66,88
310,3,4:09.0,,J. McGee enters the game for Z. Pachulia,66,88
311,3,4:04.0,,K. Thompson misses 2-pt jump shot from 10 ft,66,88
312,3,4:03.0,,Offensive rebound by Team,66,88
313,3,4:02.0,,D. Green enters the game for K. Thompson,66,88
314,3,3:56.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by S. Livingston),66,91
315,3,3:29.0,D. Augustin misses 3-pt jump shot from 28 ft,,66,91
316,3,3:29.0,,Defensive rebound by D. Green,66,91
317,3,3:14.0,,S. Curry makes 2-pt layup from 1 ft,66,93
318,3,2:54.0,T. Ross misses 2-pt jump shot from 18 ft (block by J. McGee),,66,93
319,3,2:53.0,,Defensive rebound by A. Iguodala,66,93
320,3,2:53.0,,Personal foul by T. Ross (drawn by A. Iguodala),66,93
321,3,2:53.0,,Golden State full timeout,66,93
322,3,2:53.0,C. Watson enters the game for T. Ross,,66,93
323,3,2:53.0,M. Hezonja enters the game for E. Fournier,,66,93
324,3,2:49.0,,Personal foul by D. Augustin (drawn by S. Curry),66,93
325,3,2:42.0,,J. McGee misses 2-pt dunk at rim,66,93
326,3,2:42.0,Defensive rebound by J. Green,,66,93
327,3,2:18.0,J. Green makes 3-pt jump shot from 28 ft (assist by C. Watson),,69,93
328,3,2:07.0,,Shooting foul by J. Green (drawn by A. Iguodala),69,93
329,3,2:07.0,,A. Iguodala misses free throw 1 of 2,69,93
330,3,2:07.0,,Offensive rebound by Team,69,93
331,3,2:07.0,,A. Iguodala misses free throw 2 of 2,69,93
332,3,2:05.0,Defensive rebound by B. Biyombo,,69,93
333,3,1:56.0,Turnover by C. Watson (lost ball; steal by S. Curry),,69,93
334,3,1:51.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),69,95
335,3,1:26.0,D. Augustin misses 2-pt jump shot from 8 ft (block by J. McGee),,69,95
336,3,1:25.0,,Defensive rebound by A. Iguodala,69,95
337,3,1:20.0,,D. Green makes 2-pt dunk at rim (assist by A. Iguodala),69,97
338,3,1:10.0,,Violation by D. Green (kicked ball),69,97
339,3,1:04.0,J. Green makes 2-pt jump shot from 20 ft (assist by C. Watson),,71,97
340,3,0:55.0,,S. Curry makes 2-pt layup from 3 ft,71,99
341,3,0:55.0,,Shooting foul by J. Green (drawn by S. Curry),71,99
342,3,0:55.0,,S. Curry makes free throw 1 of 1,71,100
343,3,0:42.0,Personal foul by S. Livingston (drawn by B. Biyombo),,71,100
344,3,0:32.0,M. Hezonja misses 2-pt jump shot from 17 ft,,71,100
345,3,0:31.0,,Defensive rebound by A. Iguodala,71,100
346,3,0:28.0,,Shooting foul by C. Watson (drawn by S. Curry),71,100
347,3,0:28.0,,S. Curry makes free throw 1 of 3,71,101
348,3,0:28.0,,S. Curry makes free throw 2 of 3,71,102
349,3,0:28.0,,S. Curry makes free throw 3 of 3,71,103
350,3,0:08.0,D. Augustin misses 2-pt jump shot from 8 ft,,71,103
351,3,0:08.0,Offensive rebound by B. Biyombo,,71,103
352,3,0:05.0,B. Biyombo misses 2-pt jump shot from 6 ft,,71,103
353,3,0:04.0,,Defensive rebound by J. McGee,71,103
354,3,0:02.0,,S. Curry misses 3-pt jump shot from 64 ft,71,103
355,3,0:00.0,,Offensive rebound by Team,71,103
356,4,11:45.0,M. Hezonja misses 2-pt layup from 3 ft,,71,103
357,4,11:45.0,Offensive rebound by B. Biyombo,,71,103
358,4,11:45.0,B. Biyombo makes 2-pt layup from 1 ft,,73,103
359,4,11:45.0,Shooting foul by K. Thompson (drawn by B. Biyombo),,73,103
360,4,11:45.0,B. Biyombo makes free throw 1 of 1,,74,103
361,4,11:22.0,,M. Barnes misses 3-pt jump shot from 23 ft,74,103
362,4,11:22.0,Defensive rebound by C. Wilcox,,74,103
363,4,11:11.0,D. Augustin makes 2-pt jump shot from 17 ft,,76,103
364,4,10:54.0,,K. Thompson misses 2-pt jump shot from 10 ft,76,103
365,4,10:53.0,Defensive rebound by B. Biyombo,,76,103
366,4,10:46.0,Shooting foul by I. Clark (drawn by D. Augustin),,76,103
367,4,10:46.0,D. Augustin makes free throw 1 of 2,,77,103
368,4,10:46.0,D. Augustin makes free throw 2 of 2,,78,103
369,4,10:34.0,,Personal foul by J. Green (drawn by A. Iguodala),78,103
370,4,10:21.0,,A. Iguodala misses 3-pt jump shot from 26 ft,78,103
371,4,10:21.0,Defensive rebound by B. Biyombo,,78,103
372,4,10:08.0,Turnover by J. Green (lost ball; steal by D. West),,78,103
373,4,10:01.0,,D. West makes 2-pt dunk at rim (assist by A. Iguodala),78,105
374,4,9:41.0,C. Wilcox misses 2-pt jump shot from 18 ft,,78,105
375,4,9:40.0,Offensive rebound by C. Wilcox,,78,105
376,4,9:33.0,C. Wilcox misses 3-pt jump shot from 25 ft,,78,105
377,4,9:33.0,,Defensive rebound by A. Iguodala,78,105
378,4,9:22.0,,Turnover by D. West (bad pass; steal by J. Green),78,105
379,4,9:19.0,Turnover by M. Hezonja (lost ball; steal by D. West),,78,105
380,4,9:14.0,,Turnover by A. Iguodala (bad pass),78,105
381,4,9:02.0,J. Green misses 3-pt jump shot from 26 ft,,78,105
382,4,9:00.0,Offensive rebound by Team,,78,105
383,4,9:00.0,,Loose ball foul by M. Barnes (drawn by B. Biyombo),78,105
384,4,8:46.0,J. Green misses 2-pt jump shot from 11 ft,,78,105
385,4,8:45.0,,Defensive rebound by A. Iguodala,78,105
386,4,8:39.0,,A. Iguodala misses 2-pt layup from 2 ft (block by M. Hezonja),78,105
387,4,8:38.0,,Offensive rebound by M. Barnes,78,105
