,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHICAGO_ACTION,SAN ANTONIO_SCORE,CHICAGO_SCORE
386,4,5:47.0,Defensive rebound by P. Gasol,,78,84
387,4,5:31.0,K. Leonard misses 2-pt jump shot from 6 ft,,78,84
388,4,5:30.0,,Defensive rebound by R. Lopez,78,84
389,4,5:19.0,,Turnover by J. Butler (lost ball),78,84
390,4,4:56.0,L. Aldridge misses 2-pt jump shot from 21 ft,,78,84
391,4,4:55.0,,Defensive rebound by R. Rondo,78,84
392,4,4:45.0,,Turnover by J. Butler (bad pass; steal by D. Green),78,84
393,4,4:38.0,D. Green misses 3-pt jump shot from 25 ft,,78,84
394,4,4:37.0,,Defensive rebound by J. Butler,78,84
395,4,4:17.0,,Shooting foul by L. Aldridge (drawn by T. Gibson),78,84
396,4,4:17.0,,T. Gibson makes free throw 1 of 2,78,85
397,4,4:17.0,,D. Wade enters the game for R. Rondo,78,85
398,4,4:17.0,,T. Gibson makes free throw 2 of 2,78,86
399,4,4:04.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Leonard),,81,86
400,4,3:48.0,,T. Gibson makes 2-pt dunk at rim (assist by D. Wade),81,88
401,4,3:24.0,P. Gasol makes 3-pt jump shot from 24 ft (assist by K. Leonard),,84,88
402,4,3:05.0,,Shooting foul by T. Parker (drawn by D. McDermott),84,88
403,4,3:05.0,,D. McDermott makes free throw 1 of 3,84,89
404,4,3:05.0,,D. McDermott makes free throw 2 of 3,84,90
405,4,3:05.0,D. Lee enters the game for P. Gasol,,84,90
406,4,3:05.0,,D. McDermott makes free throw 3 of 3,84,91
407,4,2:45.0,K. Leonard misses 3-pt jump shot from 25 ft,,84,91
408,4,2:44.0,Offensive rebound by K. Leonard,,84,91
409,4,2:26.0,T. Parker misses 2-pt jump shot from 5 ft,,84,91
410,4,2:26.0,Offensive rebound by L. Aldridge,,84,91
411,4,2:26.0,L. Aldridge makes 2-pt layup from 2 ft,,86,91
412,4,2:09.0,,Shooting foul by D. Green (drawn by J. Butler),86,91
413,4,2:09.0,,J. Butler makes 2-pt jump shot from 18 ft,86,93
414,4,2:09.0,,Chicago full timeout,86,93
415,4,2:09.0,,J. Butler misses free throw 1 of 1,86,93
416,4,2:09.0,P. Mills enters the game for T. Parker,,86,93
417,4,2:09.0,,R. Rondo enters the game for D. McDermott,86,93
418,4,2:08.0,Defensive rebound by K. Leonard,,86,93
419,4,1:59.0,D. Lee misses 2-pt layup from 2 ft (block by T. Gibson),,86,93
420,4,1:59.0,Offensive rebound by Team,,86,93
421,4,1:56.0,D. Green misses 3-pt jump shot from 24 ft,,86,93
422,4,1:56.0,Offensive rebound by K. Leonard,,86,93
423,4,1:56.0,K. Leonard makes 2-pt dunk at rim,,88,93
424,4,1:35.0,,D. Wade misses 2-pt jump shot from 11 ft,88,93
425,4,1:35.0,Defensive rebound by Team,,88,93
426,4,1:22.0,Turnover by K. Leonard (bad pass),,88,93
427,4,1:09.0,,D. Wade misses 2-pt layup from 1 ft (block by L. Aldridge),88,93
428,4,1:07.0,,Offensive rebound by D. Wade,88,93
429,4,1:03.0,,J. Butler misses 2-pt jump shot from 13 ft,88,93
430,4,1:02.0,,Offensive rebound by J. Butler,88,93
431,4,0:47.0,,Shooting foul by D. Lee (drawn by D. Wade),88,93
432,4,0:47.0,,D. Wade makes free throw 1 of 2,88,94
433,4,0:47.0,,D. Wade misses free throw 2 of 2,88,94
434,4,0:44.0,,Offensive rebound by J. Butler,88,94
435,4,0:29.0,,J. Butler misses 2-pt jump shot from 13 ft,88,94
436,4,0:28.0,Defensive rebound by K. Leonard,,88,94
437,4,0:20.0,P. Mills misses 3-pt jump shot from 26 ft,,88,94
438,4,0:19.0,,Defensive rebound by Team,88,94
439,4,0:19.0,,Chicago full timeout,88,94
440,4,0:19.0,D. Dedmon enters the game for L. Aldridge,,88,94
441,4,0:19.0,J. Simmons enters the game for D. Lee,,88,94
442,4,0:19.0,,N. Mirotić enters the game for T. Gibson,88,94
443,4,0:19.0,,Chicago full timeout,88,94
444,4,0:11.0,,Personal take foul by D. Dedmon (drawn by D. Wade),88,94
445,4,0:11.0,,D. Wade makes free throw 1 of 2,88,95
446,4,0:11.0,,D. Wade misses free throw 2 of 2,88,95
447,4,0:11.0,,T. Gibson enters the game for R. Lopez,88,95
448,4,0:11.0,K. Anderson enters the game for K. Leonard,,88,95
449,4,0:08.0,Defensive rebound by K. Anderson,,88,95
450,4,0:02.0,D. Green makes 3-pt jump shot from 27 ft (assist by J. Simmons),,91,95
