,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,HOUSTON_ACTION,LA LAKERS_SCORE,HOUSTON_SCORE
69,1,4:50.0,,J. Harden misses free throw 2 of 2,15,25
70,1,4:50.0,Defensive rebound by B. Ingram,,15,25
71,1,4:50.0,,N. Hilário enters the game for C. Capela,15,25
72,1,4:50.0,,L. Williams enters the game for R. Anderson,15,25
73,1,4:50.0,L. Nance enters the game for J. Randle,,15,25
74,1,4:38.0,Turnover by D. Russell (bad pass; steal by T. Ariza),,15,25
75,1,4:30.0,,N. Hilário misses 2-pt layup from 1 ft,15,25
76,1,4:30.0,,Offensive rebound by J. Harden,15,25
77,1,4:21.0,,J. Harden misses 2-pt jump shot from 21 ft,15,25
78,1,4:20.0,Defensive rebound by J. Clarkson,,15,25
79,1,4:15.0,Offensive foul by L. Nance (drawn by L. Williams),,15,25
80,1,4:15.0,Turnover by L. Nance (offensive foul),,15,25
81,1,4:03.0,,E. Gordon makes 2-pt layup from 1 ft,15,27
82,1,3:53.0,J. Clarkson makes 2-pt layup from 1 ft,,17,27
83,1,3:44.0,,E. Gordon misses 2-pt layup at rim,17,27
84,1,3:43.0,Defensive rebound by D. Russell,,17,27
85,1,3:36.0,D. Russell misses 3-pt jump shot from 24 ft,,17,27
86,1,3:36.0,,Defensive rebound by J. Harden,17,27
87,1,3:29.0,,Turnover by J. Harden (bad pass; steal by L. Nance),17,27
88,1,3:24.0,L. Nance makes 2-pt dunk at rim (assist by D. Russell),,19,27
89,1,3:10.0,,E. Gordon misses 3-pt jump shot from 24 ft,19,27
90,1,3:09.0,Defensive rebound by C. Brewer,,19,27
91,1,3:05.0,Turnover by C. Brewer (lost ball; steal by J. Harden),,19,27
92,1,2:59.0,,T. Ariza makes 2-pt layup at rim (assist by J. Harden),19,29
93,1,2:42.0,Turnover by B. Ingram (bad pass; steal by L. Williams),,19,29
94,1,2:34.0,,Turnover by L. Williams (bad pass; steal by D. Russell),19,29
95,1,2:28.0,B. Ingram makes 2-pt dunk at rim (assist by C. Brewer),,21,29
96,1,2:06.0,,L. Williams makes 2-pt jump shot from 16 ft,21,31
97,1,1:51.0,Turnover by D. Russell (bad pass; steal by T. Ariza),,21,31
98,1,1:45.0,,J. Harden makes 2-pt layup from 2 ft (assist by T. Ariza),21,33
99,1,1:45.0,LA Lakers full timeout,,21,33
100,1,1:45.0,,Houston full timeout,21,33
101,1,1:45.0,,S. Dekker enters the game for T. Ariza,21,33
102,1,1:26.0,J. Clarkson misses 3-pt jump shot from 25 ft,,21,33
103,1,1:24.0,Offensive rebound by L. Nance,,21,33
104,1,1:19.0,Personal foul by J. Harden (drawn by L. Nance),,21,33
105,1,1:11.0,D. Russell misses 2-pt layup from 2 ft,,21,33
106,1,1:10.0,Offensive rebound by L. Nance,,21,33
107,1,1:10.0,L. Nance makes 2-pt layup from 1 ft,,23,33
108,1,0:55.0,,N. Hilário makes 2-pt dunk at rim (assist by L. Williams),23,35
109,1,0:45.0,J. Clarkson misses 2-pt layup from 1 ft,,23,35
110,1,0:44.0,,Defensive rebound by J. Harden,23,35
111,1,0:38.0,,E. Gordon misses 3-pt jump shot from 25 ft,23,35
112,1,0:37.0,,Offensive rebound by S. Dekker,23,35
113,1,0:31.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),23,37
114,1,0:09.0,J. Clarkson makes 2-pt jump shot from 8 ft,,25,37
115,1,0:09.0,Shooting foul by N. Hilário (drawn by J. Clarkson),,25,37
116,1,0:09.0,J. Clarkson makes free throw 1 of 1,,26,37
117,1,0:00.0,,J. Harden misses 3-pt jump shot from 25 ft,26,37
118,1,0:00.0,,Offensive rebound by Team,26,37
119,2,11:51.0,D. Russell misses 3-pt jump shot from 24 ft,,26,37
120,2,11:49.0,,Defensive rebound by E. Gordon,26,37
121,2,11:43.0,,L. Williams makes 2-pt jump shot from 6 ft (assist by E. Gordon),26,39
122,2,11:43.0,,Shooting foul by T. Ennis (drawn by L. Williams),26,39
123,2,11:43.0,,L. Williams makes free throw 1 of 1,26,40
124,2,11:33.0,D. Russell makes 2-pt jump shot from 19 ft,,28,40
125,2,11:14.0,,Turnover by N. Hilário (bad pass),28,40
126,2,11:04.0,D. Russell makes 2-pt jump shot from 19 ft,,30,40
127,2,10:44.0,,Offensive foul by N. Hilário (drawn by L. Nance),30,40
128,2,10:44.0,,Turnover by N. Hilário (offensive foul),30,40
129,2,10:31.0,N. Young misses 3-pt jump shot from 25 ft,,30,40
130,2,10:30.0,,Defensive rebound by S. Dekker,30,40
131,2,10:21.0,,L. Williams makes 3-pt jump shot from 25 ft,30,43
132,2,10:09.0,Turnover by D. Russell (lost ball; steal by P. Beverley),,30,43
133,2,10:05.0,,Shooting foul by C. Brewer (drawn by S. Dekker),30,43
134,2,10:05.0,,S. Dekker misses free throw 1 of 2,30,43
135,2,10:05.0,,Offensive rebound by Team,30,43
136,2,10:05.0,,S. Dekker misses free throw 2 of 2,30,43
137,2,10:05.0,,C. Capela enters the game for N. Hilário,30,43
138,2,10:04.0,Defensive rebound by Team,,30,43
139,2,9:54.0,D. Russell misses 2-pt layup from 2 ft,,30,43
140,2,9:53.0,,Defensive rebound by C. Capela,30,43
141,2,9:44.0,,Personal foul by L. Nance (drawn by P. Beverley),30,43
142,2,9:40.0,,E. Gordon misses 3-pt jump shot from 25 ft,30,43
143,2,9:39.0,,Offensive rebound by C. Capela,30,43
144,2,9:31.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by C. Capela),30,46
145,2,9:15.0,Personal foul by L. Williams (drawn by T. Ennis),,30,46
146,2,9:15.0,T. Black enters the game for L. Nance,,30,46
147,2,9:07.0,N. Young misses 2-pt jump shot from 18 ft,,30,46
148,2,9:06.0,,Defensive rebound by S. Dekker,30,46
149,2,8:54.0,Official timeout,,30,46
150,2,8:54.0,,Turnover by Team (5 sec inbounds),30,46
151,2,8:38.0,C. Brewer misses 2-pt layup from 1 ft,,30,46
152,2,8:38.0,,Defensive rebound by C. Capela,30,46
153,2,8:29.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by E. Gordon),30,49
154,2,8:11.0,N. Young misses 3-pt jump shot from 26 ft,,30,49
155,2,8:10.0,,Defensive rebound by P. Beverley,30,49
156,2,8:05.0,,Offensive foul by P. Beverley (drawn by C. Brewer),30,49
157,2,8:05.0,,Turnover by P. Beverley (offensive foul),30,49
158,2,8:05.0,J. Clarkson enters the game for C. Brewer,,30,49
159,2,8:05.0,J. Randle enters the game for T. Ennis,,30,49
160,2,7:48.0,T. Black misses 2-pt hook shot from 5 ft,,30,49
161,2,7:48.0,,Defensive rebound by C. Capela,30,49
162,2,7:38.0,,S. Dekker misses 3-pt jump shot from 24 ft,30,49
163,2,7:37.0,Defensive rebound by T. Black,,30,49
164,2,7:22.0,J. Randle makes 2-pt layup from 1 ft,,32,49
165,2,7:10.0,,Shooting foul by D. Russell (drawn by P. Beverley),32,49
166,2,7:10.0,,P. Beverley makes free throw 1 of 2,32,50
167,2,7:10.0,B. Ingram enters the game for D. Russell,,32,50
168,2,7:10.0,,R. Anderson enters the game for S. Dekker,32,50
169,2,7:10.0,,J. Harden enters the game for E. Gordon,32,50
170,2,7:10.0,,P. Beverley makes free throw 2 of 2,32,51
171,2,6:54.0,J. Clarkson makes 2-pt jump shot from 7 ft,,34,51
172,2,6:45.0,,Turnover by J. Harden (bad pass; steal by T. Black),34,51
173,2,6:41.0,J. Randle makes 2-pt jump shot from 4 ft,,36,51
174,2,6:41.0,Shooting foul by R. Anderson (drawn by J. Randle),,36,51
175,2,6:41.0,J. Randle makes free throw 1 of 1,,37,51
176,2,6:20.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by R. Anderson),37,54
177,2,6:08.0,Personal foul by R. Anderson (drawn by J. Clarkson),,37,54
178,2,5:59.0,J. Clarkson misses 2-pt layup from 1 ft,,37,54
179,2,5:58.0,Offensive rebound by J. Randle,,37,54
180,2,5:53.0,N. Young misses 2-pt jump shot from 22 ft,,37,54
181,2,5:53.0,,Defensive rebound by C. Capela,37,54
182,2,5:51.0,,Turnover by J. Harden (bad pass),37,54
183,2,5:51.0,,Houston full timeout,37,54
184,2,5:51.0,,T. Ariza enters the game for P. Beverley,37,54
185,2,5:33.0,J. Randle misses 2-pt layup at rim,,37,54
186,2,5:32.0,Offensive rebound by J. Randle,,37,54
187,2,5:30.0,Offensive foul by J. Randle (drawn by R. Anderson),,37,54
188,2,5:30.0,Turnover by J. Randle (offensive foul),,37,54
189,2,5:30.0,,M. Harrell enters the game for C. Capela,37,54
190,2,5:30.0,I. Zubac enters the game for T. Black,,37,54
191,2,5:30.0,,E. Gordon enters the game for R. Anderson,37,54
192,2,5:17.0,,Turnover by J. Harden (bad pass; steal by J. Clarkson),37,54
193,2,5:14.0,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),,39,54
194,2,5:14.0,Shooting foul by L. Williams (drawn by J. Randle),,39,54
195,2,5:14.0,J. Randle makes free throw 1 of 1,,40,54
196,2,5:04.0,,Shooting foul by I. Zubac (drawn by M. Harrell),40,54
197,2,5:04.0,,M. Harrell misses free throw 1 of 2,40,54
198,2,5:04.0,,Offensive rebound by Team,40,54
199,2,5:04.0,D. Russell enters the game for I. Zubac,,40,54
200,2,5:04.0,,M. Harrell makes free throw 2 of 2,40,55
201,2,4:45.0,B. Ingram makes 2-pt jump shot from 19 ft,,42,55
202,2,4:35.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),42,58
203,2,4:15.0,Shooting foul by T. Ariza (drawn by J. Randle),,42,58
204,2,4:15.0,J. Randle misses free throw 1 of 2,,42,58
205,2,4:15.0,Offensive rebound by Team,,42,58
206,2,4:15.0,J. Randle makes free throw 2 of 2,,43,58
207,2,4:06.0,,M. Harrell misses 2-pt layup at rim,43,58
208,2,4:05.0,Defensive rebound by J. Randle,,43,58
209,2,4:00.0,J. Randle makes 2-pt layup from 1 ft,,45,58
210,2,3:48.0,,Turnover by J. Harden (bad pass; steal by B. Ingram),45,58
211,2,3:37.0,Shooting foul by M. Harrell (drawn by J. Randle),,45,58
212,2,3:37.0,J. Randle misses free throw 1 of 2,,45,58
213,2,3:37.0,Offensive rebound by Team,,45,58
214,2,3:37.0,J. Randle misses free throw 2 of 2,,45,58
215,2,3:37.0,,Defensive rebound by J. Harden,45,58
216,2,3:25.0,,Turnover by J. Harden (bad pass; steal by D. Russell),45,58
217,2,3:19.0,J. Clarkson misses 2-pt layup from 1 ft,,45,58
218,2,3:17.0,Offensive rebound by B. Ingram,,45,58
219,2,3:17.0,B. Ingram makes 2-pt layup from 1 ft,,47,58
220,2,3:06.0,,L. Williams makes 2-pt layup at rim (assist by J. Harden),47,60
221,2,2:56.0,LA Lakers full timeout,,47,60
222,2,2:37.0,D. Russell misses 3-pt jump shot from 24 ft,,47,60
223,2,2:34.0,,Defensive rebound by L. Williams,47,60
224,2,2:27.0,,J. Harden makes 2-pt layup from 1 ft,47,62
225,2,2:10.0,B. Ingram misses 2-pt layup from 2 ft (block by M. Harrell),,47,62
226,2,2:09.0,Offensive rebound by Team,,47,62
227,2,2:05.0,Shooting foul by L. Williams (drawn by D. Russell),,47,62
228,2,2:05.0,D. Russell misses free throw 1 of 2,,47,62
229,2,2:05.0,Offensive rebound by Team,,47,62
230,2,2:05.0,,P. Beverley enters the game for L. Williams,47,62
231,2,2:05.0,D. Russell makes free throw 2 of 2,,48,62
232,2,1:48.0,,J. Harden misses 3-pt jump shot from 24 ft,48,62
233,2,1:47.0,,Offensive rebound by Team,48,62
234,2,1:28.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by T. Ariza),48,65
235,2,1:03.0,J. Clarkson misses 3-pt jump shot from 24 ft,,48,65
236,2,1:02.0,,Defensive rebound by E. Gordon,48,65
237,2,0:55.0,,T. Ariza misses 3-pt jump shot from 24 ft,48,65
238,2,0:54.0,Defensive rebound by J. Randle,,48,65
239,2,0:50.0,B. Ingram makes 2-pt dunk at rim (assist by J. Randle),,50,65
240,2,0:45.0,,Shooting foul by J. Randle (drawn by M. Harrell),50,65
241,2,0:45.0,,M. Harrell makes free throw 1 of 2,50,66
242,2,0:45.0,,M. Harrell misses free throw 2 of 2,50,66
243,2,0:45.0,Defensive rebound by B. Ingram,,50,66
244,2,0:33.0,J. Clarkson makes 2-pt layup from 2 ft,,52,66
245,2,0:26.0,,E. Gordon misses 3-pt jump shot from 25 ft,52,66
246,2,0:25.0,,Offensive rebound by Team,52,66
247,2,0:01.0,,Turnover by Team (shot clock),52,66
248,3,11:42.0,N. Young misses 3-pt jump shot from 25 ft,,52,66
249,3,11:41.0,,Defensive rebound by T. Ariza,52,66
250,3,11:15.0,,R. Anderson misses 3-pt jump shot from 25 ft,52,66
251,3,11:13.0,Defensive rebound by N. Young,,52,66
252,3,11:11.0,Personal foul by P. Beverley (drawn by N. Young),,52,66
253,3,10:56.0,J. Randle makes 2-pt jump shot from 7 ft,,54,66
254,3,10:44.0,,J. Harden misses 3-pt jump shot from 25 ft,54,66
255,3,10:43.0,,Offensive rebound by C. Capela,54,66
256,3,10:39.0,,Turnover by C. Capela (lost ball),54,66
257,3,10:39.0,,Loose ball foul by C. Capela (drawn by N. Young),54,66
258,3,10:23.0,J. Randle makes 2-pt jump shot from 8 ft,,56,66
259,3,10:08.0,,Shooting foul by J. Randle (drawn by C. Capela),56,66
260,3,10:08.0,,C. Capela makes free throw 1 of 2,56,67
261,3,10:08.0,,C. Capela misses free throw 2 of 2,56,67
262,3,10:08.0,,Offensive rebound by R. Anderson,56,67
263,3,10:08.0,D. Russell enters the game for N. Young,,56,67
264,3,9:58.0,,Turnover by J. Harden (bad pass),56,67
265,3,9:41.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,59,67
266,3,9:26.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by P. Beverley),59,70
267,3,9:15.0,Turnover by J. Clarkson (bad pass; steal by T. Ariza),,59,70
268,3,9:03.0,,Turnover by C. Capela (bad pass; steal by J. Clarkson),59,70
269,3,8:57.0,J. Randle makes 2-pt layup from 1 ft (assist by D. Russell),,61,70
270,3,8:42.0,,Shooting foul by D. Russell (drawn by P. Beverley),61,70
271,3,8:42.0,,P. Beverley makes free throw 1 of 2,61,71
272,3,8:42.0,,P. Beverley makes free throw 2 of 2,61,72
273,3,8:37.0,Offensive foul by D. Russell (drawn by P. Beverley),,61,72
274,3,8:37.0,Turnover by D. Russell (offensive foul),,61,72
275,3,8:32.0,,R. Anderson misses 2-pt jump shot from 18 ft,61,72
276,3,8:30.0,Defensive rebound by I. Zubac,,61,72
277,3,8:16.0,D. Russell misses 3-pt jump shot from 25 ft,,61,72
278,3,8:15.0,,Defensive rebound by T. Ariza,61,72
279,3,8:06.0,,Shooting foul by I. Zubac (drawn by C. Capela),61,72
280,3,8:06.0,,C. Capela makes free throw 1 of 2,61,73
281,3,8:06.0,C. Brewer enters the game for I. Zubac,,61,73
282,3,8:06.0,,C. Capela makes free throw 2 of 2,61,74
283,3,7:52.0,J. Randle makes 2-pt dunk at rim,,63,74
284,3,7:42.0,,Shooting foul by B. Ingram (drawn by C. Capela),63,74
285,3,7:42.0,,C. Capela makes free throw 1 of 2,63,75
286,3,7:42.0,,C. Capela misses free throw 2 of 2,63,75
287,3,7:42.0,,Offensive rebound by T. Ariza,63,75
288,3,7:38.0,,Turnover by T. Ariza (traveling),63,75
289,3,7:22.0,J. Clarkson makes 2-pt layup from 1 ft,,65,75
290,3,7:05.0,,Personal foul by D. Russell (drawn by P. Beverley),65,75
291,3,7:05.0,,P. Beverley makes free throw 1 of 2,65,76
292,3,7:05.0,,N. Hilário enters the game for C. Capela,65,76
293,3,7:05.0,D. Nwaba enters the game for D. Russell,,65,76
294,3,7:05.0,,P. Beverley makes free throw 2 of 2,65,77
295,3,6:47.0,C. Brewer misses 3-pt jump shot from 24 ft,,65,77
296,3,6:45.0,,Defensive rebound by J. Harden,65,77
297,3,6:42.0,,Turnover by J. Harden (bad pass),65,77
298,3,6:34.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,68,77
299,3,6:23.0,,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),68,79
300,3,6:00.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by B. Ingram),,71,79
301,3,5:48.0,,J. Harden misses 3-pt jump shot from 24 ft,71,79
302,3,5:47.0,Defensive rebound by B. Ingram,,71,79
303,3,5:33.0,J. Randle misses 2-pt jump shot from 24 ft,,71,79
304,3,5:32.0,,Defensive rebound by P. Beverley,71,79
305,3,5:21.0,,R. Anderson misses 3-pt jump shot from 24 ft,71,79
306,3,5:20.0,,Offensive rebound by N. Hilário,71,79
307,3,5:13.0,,Shooting foul by B. Ingram (drawn by J. Harden),71,79
308,3,5:13.0,,Houston full timeout,71,79
309,3,5:13.0,Violation by Team (jump ball),,71,79
310,3,5:13.0,,J. Harden misses free throw 1 of 3,71,79
311,3,5:13.0,,Offensive rebound by Team,71,79
312,3,5:13.0,,J. Harden makes free throw 2 of 3,71,80
313,3,5:13.0,,L. Williams enters the game for R. Anderson,71,79
314,3,5:13.0,,E. Gordon enters the game for P. Beverley,71,79
315,3,5:13.0,,J. Harden makes free throw 3 of 3,71,81
316,3,4:55.0,B. Ingram misses 2-pt jump shot from 9 ft,,71,81
317,3,4:53.0,,Defensive rebound by N. Hilário,71,81
318,3,4:46.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),71,84
319,3,4:25.0,Offensive foul by J. Randle (drawn by J. Harden),,71,84
320,3,4:25.0,Turnover by J. Randle (offensive foul),,71,84
321,3,4:07.0,,L. Williams misses 3-pt jump shot from 23 ft,71,84
322,3,4:06.0,,Offensive rebound by J. Harden,71,84
323,3,3:59.0,,N. Hilário makes 2-pt dunk at rim (assist by L. Williams),71,86
324,3,3:44.0,J. Clarkson misses 2-pt layup from 1 ft (block by N. Hilário),,71,86
325,3,3:42.0,Offensive rebound by J. Randle,,71,86
326,3,3:42.0,Personal foul by E. Gordon (drawn by J. Randle),,71,86
327,3,3:42.0,T. Black enters the game for J. Randle,,71,86
328,3,3:38.0,Personal foul by E. Gordon (drawn by J. Clarkson),,71,86
329,3,3:31.0,B. Ingram misses 3-pt jump shot from 23 ft,,71,86
330,3,3:30.0,Offensive rebound by T. Black,,71,86
331,3,3:25.0,D. Nwaba misses 2-pt layup from 1 ft,,71,86
332,3,3:25.0,,Defensive rebound by N. Hilário,71,86
333,3,3:17.0,,Turnover by J. Harden (bad pass; steal by T. Black),71,86
334,3,3:12.0,C. Brewer makes 2-pt dunk at rim (assist by D. Nwaba),,73,86
335,3,2:48.0,,L. Williams misses 2-pt jump shot from 9 ft,73,86
336,3,2:47.0,Defensive rebound by T. Black,,73,86
337,3,2:38.0,LA Lakers full timeout,,73,86
338,3,2:27.0,Shooting foul by E. Gordon (drawn by J. Clarkson),,73,86
339,3,2:27.0,J. Clarkson makes free throw 1 of 3,,74,86
340,3,2:27.0,J. Clarkson makes free throw 2 of 3,,75,86
341,3,2:27.0,J. Clarkson misses free throw 3 of 3,,75,86
342,3,2:27.0,,Defensive rebound by J. Harden,75,86
343,3,2:12.0,,E. Gordon misses 3-pt jump shot from 25 ft,75,86
344,3,2:11.0,Defensive rebound by C. Brewer,,75,86
345,3,2:04.0,J. Clarkson misses 3-pt jump shot from 24 ft,,75,86
346,3,2:03.0,,Defensive rebound by L. Williams,75,86
347,3,1:52.0,,L. Williams misses 2-pt jump shot from 17 ft,75,86
348,3,1:51.0,Defensive rebound by T. Black,,75,86
349,3,1:41.0,C. Brewer misses 3-pt jump shot from 25 ft,,75,86
350,3,1:40.0,,Defensive rebound by J. Harden,75,86
351,3,1:26.0,,N. Hilário misses 2-pt hook shot from 4 ft,75,86
352,3,1:25.0,Defensive rebound by T. Black,,75,86
353,3,1:20.0,Turnover by C. Brewer (traveling),,75,86
354,3,1:02.0,,E. Gordon misses 2-pt jump shot from 6 ft,75,86
355,3,1:01.0,,Offensive rebound by J. Harden,75,86
356,3,1:00.0,,J. Harden makes 2-pt layup from 1 ft,75,88
357,3,0:51.0,Turnover by J. Clarkson (lost ball; steal by N. Hilário),,75,88
358,3,0:47.0,,T. Ariza makes 2-pt layup at rim (assist by L. Williams),75,90
359,3,0:47.0,,Shooting foul by D. Nwaba (drawn by T. Ariza),75,90
360,3,0:47.0,,T. Ariza makes free throw 1 of 1,75,91
361,3,0:35.0,B. Ingram misses 2-pt jump shot from 15 ft,,75,91
362,3,0:34.0,,Defensive rebound by J. Harden,75,91
363,3,0:29.0,,E. Gordon misses 2-pt layup from 1 ft,75,91
364,3,0:28.0,Defensive rebound by T. Black,,75,91
365,3,0:05.0,J. Clarkson misses 2-pt jump shot from 15 ft (block by E. Gordon),,75,91
366,3,0:05.0,Offensive rebound by Team,,75,91
367,3,0:05.0,Turnover by Team (shot clock),,75,91
368,3,0:00.0,,N. Hilário makes 2-pt layup from 1 ft (assist by J. Harden),75,93
369,4,11:47.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by P. Beverley),75,96
370,4,11:32.0,D. Nwaba makes 2-pt layup from 1 ft (assist by B. Ingram),,77,96
371,4,11:15.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by C. Capela),77,99
372,4,11:13.0,LA Lakers full timeout,,77,99
373,4,10:56.0,J. Randle makes 2-pt hook shot from 6 ft (assist by B. Ingram),,79,99
374,4,10:38.0,,C. Capela makes 2-pt dunk at rim (assist by L. Williams),79,101
375,4,10:24.0,N. Young misses 3-pt jump shot from 24 ft,,79,101
376,4,10:23.0,,Defensive rebound by S. Dekker,79,101
377,4,10:13.0,,L. Williams misses 2-pt jump shot from 13 ft,79,101
378,4,10:13.0,Defensive rebound by D. Russell,,79,101
379,4,10:06.0,D. Nwaba misses 2-pt layup at rim,,79,101
380,4,10:06.0,,Defensive rebound by S. Dekker,79,101
381,4,9:55.0,,P. Beverley misses 3-pt jump shot from 25 ft,79,101
382,4,9:53.0,Defensive rebound by N. Young,,79,101
383,4,9:43.0,,Violation by C. Capela (kicked ball),79,101
384,4,9:31.0,D. Russell misses 2-pt layup at rim,,79,101
385,4,9:30.0,,Defensive rebound by L. Williams,79,101
386,4,9:24.0,,C. Capela misses 2-pt layup from 1 ft,79,101
387,4,9:24.0,Defensive rebound by N. Young,,79,101
388,4,9:14.0,N. Young misses 3-pt jump shot from 24 ft,,79,101
389,4,9:12.0,Offensive rebound by D. Nwaba,,79,101
390,4,9:05.0,N. Young misses 3-pt jump shot from 25 ft,,79,101
391,4,9:05.0,,Defensive rebound by L. Williams,79,101
392,4,8:56.0,,L. Williams misses 2-pt layup at rim,79,101
393,4,8:56.0,,Offensive rebound by S. Dekker,79,101
