,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
31,1,7:27.0,Offensive rebound by S. Ibaka,,17,6
32,1,7:27.0,S. Ibaka misses 2-pt layup from 2 ft,,17,6
33,1,7:26.0,Offensive rebound by C. Joseph,,17,6
34,1,7:17.0,S. Ibaka makes 2-pt jump shot from 15 ft (assist by D. DeRozan),,19,6
35,1,6:59.0,,N. Noel misses 2-pt hook shot from 5 ft,19,6
36,1,6:58.0,,Offensive rebound by D. Nowitzki,19,6
37,1,6:58.0,,D. Nowitzki makes 2-pt layup from 1 ft,19,8
38,1,6:42.0,S. Ibaka misses 2-pt jump shot from 7 ft,,19,8
39,1,6:40.0,,Defensive rebound by N. Noel,19,8
40,1,6:38.0,,Personal take foul by C. Joseph (drawn by N. Noel),19,8
41,1,6:38.0,,J. Barea enters the game for D. Nowitzki,19,8
42,1,6:33.0,,Personal foul by S. Ibaka,19,8
43,1,6:23.0,,H. Barnes misses 3-pt jump shot from 26 ft,19,8
44,1,6:22.0,Defensive rebound by J. Valančiūnas,,19,8
45,1,6:08.0,D. DeRozan makes 2-pt jump shot from 9 ft,,21,8
46,1,5:49.0,,H. Barnes makes 2-pt hook shot from 5 ft,21,10
47,1,5:33.0,P. Tucker makes 2-pt jump shot from 5 ft,,23,10
48,1,5:14.0,,N. Noel makes 2-pt hook shot from 6 ft (assist by W. Matthews),23,12
49,1,5:14.0,,Shooting foul by J. Valančiūnas (drawn by N. Noel),23,12
50,1,5:14.0,J. Poeltl enters the game for J. Valančiūnas,,23,12
51,1,5:14.0,D. Wright enters the game for P. Tucker,,23,12
52,1,5:14.0,,N. Noel makes free throw 1 of 1,23,13
53,1,5:02.0,Turnover by C. Joseph (bad pass),,23,13
54,1,4:44.0,,H. Barnes makes 2-pt layup from 2 ft,23,15
55,1,4:36.0,Toronto full timeout,,23,15
56,1,4:36.0,,S. Mejri enters the game for N. Noel,23,15
57,1,4:18.0,C. Joseph misses 2-pt jump shot from 20 ft,,23,15
58,1,4:16.0,Offensive rebound by S. Ibaka,,23,15
59,1,4:03.0,D. DeRozan misses 2-pt jump shot from 7 ft,,23,15
60,1,4:02.0,Offensive rebound by D. Wright,,23,15
61,1,3:54.0,D. DeRozan makes 2-pt layup from 1 ft,,25,15
62,1,3:41.0,,W. Matthews misses 3-pt jump shot from 24 ft,25,15
63,1,3:40.0,,Offensive rebound by H. Barnes,25,15
64,1,3:29.0,,H. Barnes misses 2-pt jump shot from 20 ft,25,15
65,1,3:29.0,Defensive rebound by J. Poeltl,,25,15
66,1,3:14.0,S. Ibaka misses 2-pt jump shot from 13 ft,,25,15
67,1,3:13.0,,Defensive rebound by S. Mejri,25,15
68,1,2:51.0,,H. Barnes misses 3-pt jump shot from 23 ft,25,15
69,1,2:49.0,,Offensive rebound by Team,25,15
70,1,2:49.0,,D. Harris enters the game for S. Curry,25,15
71,1,2:49.0,P. Patterson enters the game for S. Ibaka,,25,15
72,1,2:49.0,N. Powell enters the game for C. Joseph,,25,15
73,1,2:36.0,,J. Barea makes 2-pt jump shot from 11 ft (assist by S. Mejri),25,17
74,1,2:25.0,Turnover by D. DeRozan (bad pass; steal by H. Barnes),,25,17
75,1,2:23.0,,H. Barnes misses 2-pt layup from 1 ft (block by D. DeRozan),25,17
76,1,2:21.0,Defensive rebound by Team,,25,17
77,1,2:21.0,,D. Nowitzki enters the game for H. Barnes,25,17
78,1,2:08.0,Personal foul by J. Barea,,25,17
79,1,1:58.0,N. Powell misses 3-pt jump shot from 23 ft,,25,17
80,1,1:56.0,,Defensive rebound by S. Mejri,25,17
81,1,1:51.0,,Shooting block foul by D. Wright (drawn by J. Barea),25,17
82,1,1:51.0,,J. Barea misses free throw 1 of 2,25,17
83,1,1:51.0,,Offensive rebound by Team,25,17
84,1,1:51.0,,D. Finney-Smith enters the game for W. Matthews,25,17
85,1,1:51.0,,J. Barea makes free throw 2 of 2,25,18
86,1,1:40.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,28,18
87,1,1:19.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,28,18
88,1,1:18.0,Defensive rebound by J. Poeltl,,28,18
89,1,1:00.0,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Patterson),,30,18
90,1,0:44.0,,J. Barea misses 2-pt jump shot from 9 ft,30,18
91,1,0:42.0,,Offensive rebound by D. Finney-Smith,30,18
92,1,0:42.0,,D. Finney-Smith makes 2-pt layup from 1 ft,30,20
93,1,0:30.0,D. DeRozan misses 2-pt layup from 3 ft,,30,20
94,1,0:29.0,,Defensive rebound by D. Nowitzki,30,20
95,1,0:25.0,,S. Mejri makes 2-pt dunk at rim (assist by D. Harris),30,22
96,1,0:01.0,D. DeRozan misses 3-pt jump shot from 30 ft,,30,22
97,1,0:00.0,,Defensive rebound by S. Mejri,30,22
98,2,11:47.0,N. Powell makes 2-pt layup from 1 ft,,32,22
99,2,11:27.0,,Offensive foul by D. Harris (drawn by P. Patterson),32,22
100,2,11:27.0,,Turnover by D. Harris (offensive foul),32,22
101,2,11:27.0,,D. Powell enters the game for S. Mejri,32,22
102,2,11:06.0,N. Powell misses 2-pt jump shot from 23 ft,,32,22
103,2,11:05.0,,Defensive rebound by J. Barea,32,22
104,2,10:56.0,,D. Powell misses 2-pt jump shot from 16 ft,32,22
105,2,10:55.0,Defensive rebound by P. Patterson,,32,22
106,2,10:45.0,P. Patterson misses 2-pt jump shot from 1 ft (block by D. Powell),,32,22
107,2,10:43.0,Offensive rebound by P. Patterson,,32,22
108,2,10:41.0,P. Patterson makes 2-pt layup from 3 ft,,34,22
109,2,10:26.0,,Personal foul by P. Patterson (drawn by D. Nowitzki),34,22
110,2,10:19.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,34,22
111,2,10:18.0,Defensive rebound by P. Tucker,,34,22
112,2,10:00.0,D. Wright makes 3-pt jump shot from 24 ft (assist by P. Tucker),,37,22
113,2,9:58.0,,Dallas full timeout,37,22
114,2,9:50.0,,Shooting foul by J. Poeltl (drawn by D. Powell),37,22
115,2,9:50.0,,D. Powell makes free throw 1 of 2,37,23
116,2,9:50.0,,D. Powell makes free throw 2 of 2,37,24
117,2,9:34.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by N. Powell),,40,24
118,2,9:12.0,,Shooting foul by J. Poeltl (drawn by D. Finney-Smith),40,24
119,2,9:12.0,,D. Finney-Smith makes free throw 1 of 2,40,25
120,2,9:12.0,,Y. Ferrell enters the game for J. Barea,40,25
121,2,9:12.0,,D. Finney-Smith makes free throw 2 of 2,40,26
122,2,8:57.0,Turnover by D. Wright (bad pass),,40,26
123,2,8:46.0,,Turnover by D. Nowitzki (lost ball; steal by P. Tucker),40,26
124,2,8:40.0,D. Wright misses 3-pt jump shot from 24 ft,,40,26
125,2,8:40.0,Offensive rebound by Team,,40,26
126,2,8:40.0,,Loose ball foul by D. Nowitzki (drawn by J. Poeltl),40,26
127,2,8:23.0,Turnover by P. Tucker (lost ball; steal by D. Finney-Smith),,40,26
128,2,8:12.0,,Turnover by Y. Ferrell (bad pass; steal by P. Tucker),40,26
129,2,8:07.0,N. Powell makes 2-pt layup from 2 ft (assist by D. Wright),,42,26
130,2,8:07.0,,Dallas full timeout,42,26
131,2,8:07.0,,S. Curry enters the game for D. Harris,42,26
132,2,8:07.0,,W. Matthews enters the game for D. Finney-Smith,42,26
133,2,8:07.0,,H. Barnes enters the game for D. Powell,42,26
134,2,8:07.0,C. Joseph enters the game for J. Poeltl,,42,26
135,2,8:07.0,J. Valančiūnas enters the game for D. Wright,,42,26
136,2,7:55.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,42,26
137,2,7:55.0,Defensive rebound by C. Joseph,,42,26
138,2,7:37.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,42,26
139,2,7:36.0,,Defensive rebound by H. Barnes,42,26
140,2,7:29.0,,Y. Ferrell makes 3-pt jump shot from 22 ft (assist by W. Matthews),42,29
141,2,7:12.0,Turnover by N. Powell (bad pass; steal by S. Curry),,42,29
142,2,7:07.0,,Y. Ferrell makes 2-pt layup from 1 ft,42,31
143,2,6:51.0,Shooting foul by D. Nowitzki (drawn by N. Powell),,42,31
144,2,6:51.0,N. Powell makes free throw 1 of 2,,43,31
145,2,6:51.0,,N. Noel enters the game for D. Nowitzki,43,31
146,2,6:51.0,S. Ibaka enters the game for P. Patterson,,43,31
147,2,6:51.0,N. Powell makes free throw 2 of 2,,44,31
148,2,6:39.0,,Y. Ferrell makes 2-pt jump shot from 20 ft,44,33
149,2,6:22.0,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by P. Tucker),,46,33
150,2,6:22.0,Shooting foul by N. Noel (drawn by J. Valančiūnas),,46,33
151,2,6:22.0,D. DeRozan enters the game for N. Powell,,46,33
152,2,6:22.0,J. Valančiūnas makes free throw 1 of 1,,47,33
153,2,6:05.0,,S. Curry misses 3-pt jump shot from 24 ft,47,33
154,2,6:04.0,Defensive rebound by P. Tucker,,47,33
155,2,5:54.0,S. Ibaka misses 2-pt jump shot from 14 ft,,47,33
156,2,5:53.0,,Defensive rebound by W. Matthews,47,33
157,2,5:35.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,47,33
158,2,5:34.0,Defensive rebound by P. Tucker,,47,33
159,2,5:28.0,Personal block foul by S. Curry (drawn by C. Joseph),,47,33
160,2,5:16.0,J. Valančiūnas misses 2-pt hook shot from 4 ft,,47,33
161,2,5:15.0,,Defensive rebound by N. Noel,47,33
162,2,5:07.0,,Y. Ferrell misses 2-pt jump shot from 4 ft,47,33
163,2,5:07.0,Defensive rebound by C. Joseph,,47,33
164,2,4:52.0,D. DeRozan misses 2-pt jump shot from 15 ft,,47,33
165,2,4:51.0,,Defensive rebound by H. Barnes,47,33
166,2,4:43.0,,H. Barnes makes 2-pt layup from 2 ft,47,35
167,2,4:43.0,,Shooting foul by S. Ibaka (drawn by H. Barnes),47,35
168,2,4:43.0,D. Wright enters the game for P. Tucker,,47,35
169,2,4:43.0,,H. Barnes makes free throw 1 of 1,47,36
170,2,4:28.0,C. Joseph misses 2-pt jump shot from 20 ft,,47,36
171,2,4:26.0,,Defensive rebound by H. Barnes,47,36
172,2,4:06.0,,Turnover by Y. Ferrell (traveling),47,36
173,2,3:44.0,D. DeRozan misses 2-pt jump shot from 11 ft,,47,36
174,2,3:43.0,Offensive rebound by C. Joseph,,47,36
175,2,3:42.0,Turnover by Team (shot clock),,47,36
176,2,3:28.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by Y. Ferrell),47,38
177,2,3:04.0,Turnover by D. Wright (lost ball; steal by H. Barnes),,47,38
178,2,2:59.0,,S. Curry misses 3-pt jump shot from 25 ft,47,38
179,2,2:57.0,,Offensive rebound by N. Noel,47,38
180,2,2:55.0,Official timeout,,47,38
181,2,2:38.0,,Personal foul by S. Ibaka (drawn by H. Barnes),47,38
182,2,2:38.0,,H. Barnes makes free throw 1 of 2,47,39
183,2,2:38.0,P. Patterson enters the game for S. Ibaka,,47,39
184,2,2:38.0,,H. Barnes makes free throw 2 of 2,47,40
185,2,2:21.0,D. DeRozan makes 2-pt jump shot from 20 ft,,49,40
186,2,2:07.0,,W. Matthews misses 3-pt jump shot from 25 ft,49,40
187,2,2:07.0,,Offensive rebound by Team,49,40
188,2,2:07.0,Loose ball foul by P. Patterson (drawn by H. Barnes),,49,40
189,2,2:07.0,,H. Barnes makes free throw 1 of 2,49,41
190,2,2:07.0,,D. Nowitzki enters the game for Y. Ferrell,49,41
191,2,2:07.0,,H. Barnes makes free throw 2 of 2,49,42
192,2,1:43.0,C. Joseph misses 2-pt jump shot from 9 ft,,49,42
193,2,1:42.0,,Defensive rebound by D. Nowitzki,49,42
194,2,1:34.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,49,42
195,2,1:33.0,Defensive rebound by C. Joseph,,49,42
196,2,1:30.0,D. Wright misses 2-pt layup from 2 ft (block by W. Matthews),,49,42
197,2,1:30.0,Offensive rebound by Team,,49,42
198,2,1:20.0,Turnover by D. DeRozan (lost ball; steal by W. Matthews),,49,42
199,2,1:14.0,,W. Matthews misses 3-pt jump shot from 25 ft,49,42
200,2,1:11.0,Defensive rebound by D. DeRozan,,49,42
201,2,1:05.0,D. DeRozan makes 2-pt layup from 1 ft,,51,42
202,2,1:04.0,Violation by Team (jump ball),,51,42
203,2,0:55.0,,Personal foul by D. DeRozan (drawn by H. Barnes),51,42
204,2,0:55.0,,H. Barnes makes free throw 1 of 2,51,43
205,2,0:55.0,J. Poeltl enters the game for J. Valančiūnas,,51,43
206,2,0:55.0,,H. Barnes makes free throw 2 of 2,51,44
207,2,0:32.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. Wright),,54,44
208,2,0:15.0,,S. Curry misses 3-pt jump shot from 25 ft,54,44
209,2,0:14.0,,Offensive rebound by N. Noel,54,44
210,2,0:01.0,,H. Barnes misses 2-pt jump shot from 17 ft,54,44
211,2,0:00.0,,Offensive rebound by N. Noel,54,44
212,3,11:40.0,P. Tucker misses 3-pt jump shot from 22 ft,,54,44
213,3,11:39.0,,Defensive rebound by W. Matthews,54,44
214,3,11:29.0,,W. Matthews misses 3-pt jump shot from 25 ft,54,44
215,3,11:28.0,Defensive rebound by P. Tucker,,54,44
216,3,11:20.0,C. Joseph makes 2-pt layup from 1 ft,,56,44
217,3,11:00.0,,D. Nowitzki misses 2-pt jump shot from 6 ft,56,44
218,3,10:59.0,Defensive rebound by Team,,56,44
219,3,10:36.0,D. DeRozan misses 2-pt jump shot from 18 ft,,56,44
220,3,10:34.0,Offensive rebound by P. Tucker,,56,44
221,3,10:23.0,S. Ibaka misses 2-pt jump shot from 11 ft,,56,44
222,3,10:23.0,,Defensive rebound by N. Noel,56,44
223,3,10:13.0,,W. Matthews misses 2-pt jump shot from 8 ft,56,44
224,3,10:11.0,Defensive rebound by D. DeRozan,,56,44
225,3,10:08.0,Turnover by D. DeRozan (lost ball; steal by W. Matthews),,56,44
226,3,10:01.0,,Personal block foul by D. DeRozan (drawn by S. Curry),56,44
227,3,9:45.0,,H. Barnes makes 2-pt jump shot from 17 ft,56,46
228,3,9:22.0,C. Joseph misses 3-pt jump shot from 25 ft,,56,46
229,3,9:21.0,,Defensive rebound by Team,56,46
230,3,9:06.0,,S. Curry misses 2-pt jump shot from 21 ft,56,46
231,3,9:05.0,Defensive rebound by S. Ibaka,,56,46
232,3,8:50.0,S. Ibaka misses 2-pt jump shot from 19 ft,,56,46
233,3,8:48.0,Offensive rebound by J. Valančiūnas,,56,46
234,3,8:45.0,J. Valančiūnas misses 2-pt hook shot from 3 ft,,56,46
235,3,8:44.0,,Defensive rebound by D. Nowitzki,56,46
236,3,8:33.0,,S. Curry misses 3-pt jump shot from 25 ft,56,46
237,3,8:33.0,Defensive rebound by Team,,56,46
238,3,8:18.0,D. DeRozan makes 2-pt jump shot from 20 ft (assist by J. Valančiūnas),,58,46
239,3,8:01.0,,W. Matthews misses 2-pt jump shot from 12 ft,58,46
240,3,8:00.0,Defensive rebound by D. DeRozan,,58,46
241,3,7:52.0,P. Tucker misses 3-pt jump shot from 22 ft,,58,46
242,3,7:51.0,,Defensive rebound by W. Matthews,58,46
243,3,7:34.0,,Turnover by W. Matthews (bad pass; steal by J. Valančiūnas),58,46
244,3,7:30.0,Shooting foul by D. Nowitzki (drawn by P. Tucker),,58,46
245,3,7:30.0,P. Tucker makes free throw 1 of 2,,59,46
246,3,7:30.0,,J. Barea enters the game for S. Curry,59,46
247,3,7:30.0,,D. Harris enters the game for W. Matthews,59,46
248,3,7:30.0,P. Tucker makes free throw 2 of 2,,60,46
249,3,7:17.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by J. Barea),60,48
250,3,6:52.0,C. Joseph misses 2-pt jump shot from 20 ft,,60,48
251,3,6:51.0,,Defensive rebound by H. Barnes,60,48
252,3,6:31.0,,J. Barea makes 3-pt jump shot from 24 ft (assist by H. Barnes),60,51
253,3,6:16.0,D. DeRozan misses 2-pt jump shot from 17 ft,,60,51
254,3,6:15.0,,Defensive rebound by D. Nowitzki,60,51
255,3,6:09.0,,Turnover by J. Barea (bad pass; steal by D. DeRozan),60,51
256,3,6:01.0,Personal foul by N. Noel (drawn by D. DeRozan),,60,51
257,3,5:50.0,Personal foul by N. Noel (drawn by C. Joseph),,60,51
258,3,5:50.0,,Dallas full timeout,60,51
259,3,5:50.0,,W. Matthews enters the game for D. Nowitzki,60,51
260,3,5:35.0,P. Tucker makes 2-pt hook shot from 6 ft (assist by S. Ibaka),,62,51
261,3,5:06.0,,H. Barnes makes 2-pt hook shot from 8 ft,62,53
262,3,4:48.0,J. Valančiūnas misses 2-pt dunk at rim (block by N. Noel),,62,53
263,3,4:47.0,,Defensive rebound by H. Barnes,62,53
264,3,4:41.0,,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),62,55
265,3,4:25.0,C. Joseph makes 2-pt hook shot from 11 ft,,64,55
266,3,4:13.0,,J. Barea misses 2-pt jump shot from 14 ft,64,55
267,3,4:12.0,Defensive rebound by J. Valančiūnas,,64,55
268,3,4:05.0,C. Joseph misses 2-pt jump shot from 14 ft,,64,55
269,3,4:04.0,,Defensive rebound by D. Harris,64,55
270,3,3:54.0,,H. Barnes makes 2-pt jump shot from 1 ft (assist by J. Barea),64,57
271,3,3:53.0,Toronto full timeout,,64,57
272,3,3:53.0,,S. Mejri enters the game for N. Noel,64,57
273,3,3:53.0,D. Wright enters the game for P. Tucker,,64,57
274,3,3:53.0,J. Poeltl enters the game for J. Valančiūnas,,64,57
275,3,3:39.0,D. DeRozan makes 2-pt layup from 1 ft,,66,57
276,3,3:24.0,,J. Barea misses 3-pt jump shot from 25 ft,66,57
277,3,3:22.0,Defensive rebound by S. Ibaka,,66,57
278,3,3:11.0,Personal foul by S. Mejri (drawn by S. Ibaka),,66,57
279,3,2:55.0,D. Wright misses 2-pt jump shot from 23 ft,,66,57
280,3,2:53.0,Offensive rebound by C. Joseph,,66,57
281,3,2:35.0,J. Poeltl makes 2-pt layup from 1 ft (assist by C. Joseph),,68,57
282,3,2:18.0,,H. Barnes makes 2-pt hook shot from 2 ft (assist by W. Matthews),68,59
283,3,2:02.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by D. DeRozan),,70,59
284,3,1:41.0,,S. Mejri misses 2-pt jump shot from 3 ft (block by J. Poeltl),70,59
285,3,1:40.0,Defensive rebound by J. Poeltl,,70,59
286,3,1:28.0,Personal block foul by W. Matthews (drawn by D. Wright),,70,59
287,3,1:28.0,D. Wright makes free throw 1 of 2,,71,59
288,3,1:28.0,D. Wright misses free throw 2 of 2,,71,59
289,3,1:28.0,,Defensive rebound by W. Matthews,71,59
290,3,1:28.0,P. Patterson enters the game for S. Ibaka,,71,59
291,3,1:28.0,N. Powell enters the game for C. Joseph,,71,59
292,3,1:16.0,,J. Barea misses 2-pt jump shot from 7 ft,71,59
293,3,1:15.0,,Offensive rebound by S. Mejri,71,59
294,3,1:15.0,,Personal foul by D. DeRozan (drawn by S. Mejri),71,59
295,3,0:55.0,,W. Matthews misses 3-pt jump shot from 24 ft,71,59
296,3,0:54.0,Defensive rebound by D. Wright,,71,59
297,3,0:49.0,Turnover by N. Powell (bad pass; steal by D. Harris),,71,59
298,3,0:45.0,,W. Matthews makes 2-pt layup from 1 ft (assist by D. Harris),71,61
299,3,0:33.0,Shooting foul by D. Harris (drawn by D. DeRozan),,71,61
300,3,0:33.0,D. DeRozan misses free throw 1 of 2,,71,61
301,3,0:33.0,Offensive rebound by Team,,71,61
302,3,0:33.0,,D. Nowitzki enters the game for H. Barnes,71,61
303,3,0:33.0,D. DeRozan makes free throw 2 of 2,,72,61
304,3,0:13.0,,Turnover by W. Matthews (bad pass; steal by D. Wright),72,61
305,3,0:11.0,D. Wright makes 2-pt layup from 1 ft,,74,61
306,3,0:04.0,,D. Harris misses 3-pt jump shot from 25 ft,74,61
307,3,0:03.0,,Offensive rebound by W. Matthews,74,61
308,3,0:00.0,,J. Barea makes 3-pt jump shot from 30 ft (assist by W. Matthews),74,64
309,4,11:45.0,,D. Nowitzki misses 2-pt jump shot from 17 ft,74,64
310,4,11:44.0,,Offensive rebound by S. Mejri,74,64
311,4,11:36.0,,J. Barea misses 3-pt jump shot from 24 ft,74,64
312,4,11:35.0,Defensive rebound by Team,,74,64
313,4,11:28.0,Personal foul by J. Barea,,74,64
314,4,11:18.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. Wright),,77,64
315,4,10:57.0,,Turnover by J. Barea (bad pass; steal by J. Poeltl),77,64
316,4,10:48.0,D. Wright makes 2-pt hook shot from 6 ft,,79,64
317,4,10:42.0,,Dallas full timeout,79,64
318,4,10:42.0,,Y. Ferrell enters the game for J. Barea,79,64
319,4,10:32.0,,D. Harris makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),79,66
320,4,10:09.0,Personal block foul by D. Nowitzki,,79,66
321,4,10:04.0,Turnover by D. Wright (offensive foul),,79,66
322,4,10:04.0,,Offensive charge foul by D. Wright (drawn by S. Mejri),79,66
323,4,9:52.0,,Shooting foul by N. Powell (drawn by D. Harris),79,66
324,4,9:52.0,,D. Harris makes 2-pt jump shot from 23 ft (assist by Y. Ferrell),79,68
325,4,9:52.0,,D. Harris makes free throw 1 of 1,79,69
326,4,9:39.0,N. Powell misses 3-pt jump shot from 24 ft,,79,69
327,4,9:38.0,,Defensive rebound by Y. Ferrell,79,69
328,4,9:30.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),79,72
329,4,9:18.0,,Offensive charge foul by N. Powell (drawn by S. Mejri),79,72
330,4,9:18.0,Turnover by N. Powell (offensive foul),,79,72
331,4,9:08.0,,Turnover by D. Harris (bad pass; steal by N. Powell),79,72
332,4,8:47.0,Turnover by D. Wright (lost ball; steal by Y. Ferrell),,79,72
333,4,8:44.0,,Turnover by D. Finney-Smith (lost ball; steal by P. Tucker),79,72
334,4,8:39.0,D. Wright misses 3-pt jump shot from 25 ft,,79,72
335,4,8:37.0,,Defensive rebound by Y. Ferrell,79,72
336,4,8:31.0,,D. Harris misses 3-pt jump shot from 24 ft,79,72
337,4,8:30.0,Defensive rebound by D. Wright,,79,72
338,4,8:10.0,Turnover by J. Poeltl (lost ball; steal by D. Harris),,79,72
339,4,8:06.0,,D. Finney-Smith misses 2-pt layup from 2 ft (block by D. Wright),79,72
340,4,8:06.0,,Offensive rebound by Team,79,72
341,4,8:06.0,C. Joseph enters the game for N. Powell,,79,72
342,4,8:06.0,,H. Barnes enters the game for D. Nowitzki,79,72
343,4,7:57.0,,Shooting foul by D. Wright (drawn by D. Finney-Smith),79,72
344,4,7:57.0,,D. Finney-Smith makes free throw 1 of 2,79,73
345,4,7:57.0,,S. Curry enters the game for D. Harris,79,73
346,4,7:57.0,S. Ibaka enters the game for J. Poeltl,,79,73
347,4,7:57.0,,D. Finney-Smith makes free throw 2 of 2,79,74
348,4,7:33.0,C. Joseph misses 3-pt jump shot from 23 ft,,79,74
349,4,7:32.0,,Defensive rebound by Y. Ferrell,79,74
350,4,7:08.0,,Y. Ferrell misses 2-pt jump shot from 13 ft,79,74
351,4,7:06.0,Defensive rebound by P. Tucker,,79,74
352,4,6:47.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by D. Wright),,81,74
353,4,6:24.0,,H. Barnes misses 2-pt jump shot from 15 ft,81,74
354,4,6:23.0,Defensive rebound by P. Patterson,,81,74
355,4,6:13.0,S. Ibaka makes 2-pt jump shot from 9 ft,,83,74
356,4,6:11.0,,Dallas full timeout,83,74
357,4,6:11.0,,N. Noel enters the game for S. Mejri,83,74
358,4,6:11.0,,W. Matthews enters the game for D. Finney-Smith,83,74
359,4,6:11.0,D. DeRozan enters the game for D. Wright,,83,74
360,4,5:51.0,,W. Matthews misses 3-pt jump shot from 24 ft,83,74
361,4,5:50.0,Defensive rebound by P. Tucker,,83,74
362,4,5:29.0,P. Tucker misses 3-pt jump shot from 24 ft,,83,74
363,4,5:28.0,,Defensive rebound by S. Curry,83,74
364,4,5:19.0,,H. Barnes misses 2-pt layup from 2 ft,83,74
365,4,5:17.0,Defensive rebound by S. Ibaka,,83,74
366,4,5:15.0,Turnover by C. Joseph (lost ball; steal by H. Barnes),,83,74
367,4,5:11.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,83,74
368,4,5:10.0,Defensive rebound by S. Ibaka,,83,74
369,4,4:52.0,Toronto full timeout,,83,74
370,4,4:49.0,D. DeRozan misses 2-pt jump shot from 17 ft (block by W. Matthews),,83,74
371,4,4:46.0,,Defensive rebound by Y. Ferrell,83,74
372,4,4:37.0,,Y. Ferrell makes 3-pt jump shot from 24 ft,83,77
373,4,4:25.0,Personal foul by Y. Ferrell (drawn by C. Joseph),,83,77
374,4,4:09.0,C. Joseph makes 2-pt jump shot from 7 ft (assist by D. DeRozan),,85,77
375,4,3:48.0,,Y. Ferrell misses 2-pt layup from 2 ft,85,77
376,4,3:47.0,,Offensive rebound by Team,85,77
377,4,3:47.0,,Personal foul by P. Tucker,85,77
378,4,3:38.0,,Shooting foul by S. Ibaka (drawn by W. Matthews),85,77
