,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHILADELPHIA_ACTION,INDIANA_SCORE,PHILADELPHIA_SCORE
49,1,6:31.0,,R. Holmes misses 2-pt jump shot from 12 ft,14,12
50,1,6:30.0,,Offensive rebound by R. Holmes,14,12
51,1,6:28.0,,R. Holmes makes 2-pt layup at rim,14,14
52,1,6:02.0,Turnover by A. Jefferson (lost ball; steal by R. Holmes),,14,14
53,1,5:53.0,,E. İlyasova makes 2-pt jump shot from 17 ft (assist by T. McConnell),14,16
54,1,5:36.0,P. George makes 2-pt jump shot from 16 ft,,16,16
55,1,5:21.0,,G. Henderson misses 3-pt jump shot from 25 ft,16,16
56,1,5:19.0,Defensive rebound by P. George,,16,16
57,1,5:13.0,T. Young misses 2-pt jump shot from 4 ft,,16,16
58,1,5:11.0,,Defensive rebound by E. İlyasova,16,16
59,1,5:01.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by T. McConnell),16,19
60,1,4:42.0,A. Jefferson makes 2-pt layup from 3 ft (assist by P. George),,18,19
61,1,4:42.0,Shooting foul by T. McConnell (drawn by A. Jefferson),,18,19
62,1,4:42.0,A. Jefferson misses free throw 1 of 1,,18,19
63,1,4:42.0,,N. Stauskas enters the game for G. Henderson,18,19
64,1,4:42.0,L. Allen enters the game for T. Young,,18,19
65,1,4:41.0,,Defensive rebound by H. Thompson,18,19
66,1,4:16.0,,R. Holmes misses 2-pt jump shot from 20 ft,18,19
67,1,4:14.0,Defensive rebound by L. Allen,,18,19
68,1,4:06.0,A. Jefferson misses 2-pt layup from 3 ft (block by R. Holmes),,18,19
69,1,4:03.0,,Defensive rebound by H. Thompson,18,19
70,1,3:57.0,,Turnover by T. McConnell (lost ball; steal by J. Teague),18,19
71,1,3:51.0,Shooting block foul by E. İlyasova (drawn by L. Allen),,18,19
72,1,3:51.0,L. Allen makes free throw 1 of 2,,19,19
73,1,3:51.0,C. Miles enters the game for P. George,,19,19
74,1,3:51.0,L. Allen makes free throw 2 of 2,,20,19
75,1,3:41.0,,E. İlyasova misses 3-pt jump shot from 26 ft,20,19
76,1,3:40.0,Defensive rebound by C. Miles,,20,19
77,1,3:29.0,L. Allen misses 2-pt jump shot from 20 ft,,20,19
78,1,3:27.0,,Defensive rebound by R. Holmes,20,19
79,1,3:13.0,,E. İlyasova misses 3-pt jump shot from 25 ft,20,19
80,1,3:11.0,Defensive rebound by C. Miles,,20,19
81,1,2:59.0,M. Ellis misses 2-pt jump shot from 14 ft (block by N. Stauskas),,20,19
82,1,2:57.0,,Defensive rebound by H. Thompson,20,19
83,1,2:49.0,,Personal block foul by A. Jefferson (drawn by R. Holmes),20,19
84,1,2:49.0,Indiana full timeout,,20,19
85,1,2:49.0,,D. Šarić enters the game for E. İlyasova,20,19
86,1,2:49.0,,J. Okafor enters the game for R. Holmes,20,19
87,1,2:49.0,A. Brooks enters the game for J. Teague,,20,19
88,1,2:32.0,,H. Thompson makes 2-pt jump shot from 15 ft (assist by J. Okafor),20,21
89,1,2:19.0,A. Jefferson misses 2-pt jump shot from 6 ft,,20,21
90,1,2:18.0,,Defensive rebound by J. Okafor,20,21
91,1,2:09.0,,T. McConnell misses 2-pt jump shot from 9 ft,20,21
92,1,2:07.0,Defensive rebound by M. Ellis,,20,21
93,1,2:01.0,Shooting foul by J. Okafor (drawn by A. Jefferson),,20,21
94,1,2:01.0,A. Jefferson makes free throw 1 of 2,,21,21
95,1,2:01.0,,S. Rodríguez enters the game for T. McConnell,21,21
96,1,2:01.0,A. Jefferson makes free throw 2 of 2,,22,21
97,1,1:47.0,,D. Šarić misses 2-pt jump shot from 21 ft,22,21
98,1,1:46.0,Defensive rebound by M. Ellis,,22,21
99,1,1:39.0,L. Allen misses 2-pt jump shot from 4 ft,,22,21
100,1,1:37.0,,Defensive rebound by H. Thompson,22,21
101,1,1:25.0,,J. Okafor misses 2-pt jump shot from 12 ft,22,21
102,1,1:23.0,Defensive rebound by A. Jefferson,,22,21
103,1,1:05.0,C. Miles makes 3-pt jump shot from 23 ft (assist by L. Allen),,25,21
104,1,0:44.0,,J. Okafor misses 2-pt jump shot from 12 ft,25,21
105,1,0:42.0,Defensive rebound by M. Ellis,,25,21
106,1,0:32.0,,Violation by D. Šarić (kicked ball),25,21
107,1,0:20.0,A. Jefferson makes 2-pt jump shot from 7 ft (assist by M. Ellis),,27,21
108,1,0:00.0,,H. Thompson misses 3-pt jump shot from 25 ft,27,21
109,1,0:00.0,,Offensive rebound by Team,27,21
110,2,11:47.0,M. Ellis makes 2-pt layup from 2 ft,,29,21
111,2,11:36.0,,Offensive foul by S. Rodríguez (drawn by A. Brooks),29,21
112,2,11:36.0,,Turnover by S. Rodríguez (offensive foul),29,21
113,2,11:24.0,K. Séraphin makes 2-pt hook shot at rim (assist by M. Ellis),,31,21
114,2,11:01.0,,Turnover by J. Embiid (lost ball; steal by M. Ellis),31,21
115,2,10:56.0,M. Ellis makes 2-pt layup from 1 ft (assist by K. Séraphin),,33,21
116,2,10:56.0,,Philadelphia full timeout,33,21
117,2,10:48.0,,Personal foul by K. Séraphin (drawn by J. Embiid),33,21
118,2,10:37.0,,Shooting block foul by K. Séraphin (drawn by N. Stauskas),33,21
119,2,10:37.0,,N. Stauskas makes free throw 1 of 2,33,22
120,2,10:37.0,,N. Stauskas misses free throw 2 of 2,33,22
121,2,10:35.0,Defensive rebound by K. Séraphin,,33,22
122,2,10:25.0,Offensive foul by L. Allen (drawn by N. Stauskas),,33,22
123,2,10:25.0,Turnover by L. Allen (offensive foul),,33,22
124,2,10:16.0,,D. Šarić makes 2-pt dunk at rim (assist by J. Embiid),33,24
125,2,10:16.0,,Shooting foul by A. Brooks (drawn by D. Šarić),33,24
126,2,10:16.0,,D. Šarić makes free throw 1 of 1,33,25
127,2,10:00.0,C. Miles makes 2-pt jump shot from 6 ft (assist by M. Ellis),,35,25
128,2,9:46.0,,J. Embiid makes 2-pt jump shot from 18 ft,35,27
129,2,9:30.0,K. Séraphin makes 2-pt dunk at rim (assist by M. Ellis),,37,27
130,2,9:09.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by S. Rodríguez),37,29
131,2,8:55.0,M. Ellis misses 2-pt jump shot from 16 ft,,37,29
132,2,8:54.0,,Defensive rebound by J. Embiid,37,29
133,2,8:48.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,37,29
134,2,8:45.0,Defensive rebound by M. Ellis,,37,29
135,2,8:32.0,A. Brooks makes 2-pt layup at rim,,39,29
136,2,8:19.0,,Personal foul by K. Séraphin (drawn by J. Embiid),39,29
137,2,8:19.0,,G. Henderson enters the game for N. Stauskas,39,29
138,2,8:04.0,,J. Embiid misses 2-pt jump shot from 15 ft,39,29
139,2,8:02.0,Defensive rebound by M. Ellis,,39,29
140,2,7:52.0,L. Allen misses 2-pt jump shot from 21 ft,,39,29
141,2,7:51.0,,Defensive rebound by R. Covington,39,29
142,2,7:41.0,,Turnover by D. Šarić (lost ball; steal by L. Allen),39,29
143,2,7:36.0,M. Ellis makes 2-pt layup from 1 ft,,41,29
144,2,7:09.0,,J. Embiid misses 2-pt jump shot from 15 ft,41,29
145,2,7:09.0,Defensive rebound by Team,,41,29
146,2,7:09.0,,R. Holmes enters the game for J. Embiid,41,29
147,2,7:09.0,P. George enters the game for C. Miles,,41,29
148,2,6:47.0,P. George makes 2-pt jump shot from 16 ft (assist by L. Allen),,43,29
149,2,6:25.0,,Turnover by G. Henderson (lost ball; steal by M. Ellis),43,29
150,2,6:20.0,M. Ellis misses 2-pt jump shot from 5 ft (block by R. Covington),,43,29
151,2,6:18.0,,Defensive rebound by Team,43,29
152,2,6:18.0,T. Young enters the game for L. Allen,,43,29
153,2,6:07.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),43,32
154,2,6:00.0,Indiana full timeout,,43,32
155,2,6:00.0,J. Teague enters the game for A. Brooks,,43,32
156,2,6:00.0,M. Turner enters the game for K. Séraphin,,43,32
157,2,5:46.0,Turnover by M. Ellis (bad pass; steal by D. Šarić),,43,32
158,2,5:32.0,,S. Rodríguez makes 2-pt jump shot from 17 ft (assist by G. Henderson),43,34
159,2,5:26.0,Personal foul by S. Rodríguez (drawn by J. Teague),,43,34
160,2,5:21.0,P. George misses 3-pt jump shot from 25 ft,,43,34
161,2,5:18.0,,Defensive rebound by R. Holmes,43,34
162,2,5:10.0,,Turnover by D. Šarić (lost ball; steal by T. Young),43,34
163,2,5:03.0,Turnover by T. Young (lost ball; steal by R. Covington),,43,34
164,2,4:55.0,,S. Rodríguez makes 3-pt jump shot from 25 ft (assist by R. Covington),43,37
165,2,4:34.0,M. Ellis misses 2-pt jump shot from 20 ft,,43,37
166,2,4:32.0,,Defensive rebound by G. Henderson,43,37
167,2,4:22.0,,R. Covington misses 2-pt layup from 3 ft,43,37
168,2,4:20.0,,Offensive rebound by R. Holmes,43,37
169,2,4:20.0,,R. Holmes makes 2-pt layup from 2 ft,43,39
170,2,4:08.0,Personal block foul by G. Henderson (drawn by J. Teague),,43,39
171,2,4:08.0,,E. İlyasova enters the game for D. Šarić,43,39
172,2,4:08.0,C. Miles enters the game for M. Ellis,,43,39
173,2,3:59.0,Shooting foul by R. Holmes (drawn by J. Teague),,43,39
174,2,3:59.0,J. Teague makes free throw 1 of 2,,44,39
175,2,3:59.0,J. Teague makes free throw 2 of 2,,45,39
176,2,3:45.0,,R. Holmes misses 2-pt hook shot from 3 ft,45,39
177,2,3:43.0,,Offensive rebound by G. Henderson,45,39
178,2,3:42.0,,Turnover by G. Henderson (bad pass; steal by J. Teague),45,39
179,2,3:41.0,Personal foul by S. Rodríguez (drawn by J. Teague),,45,39
180,2,3:41.0,,Technical foul by G. Henderson,45,39
181,2,3:41.0,,T. McConnell enters the game for S. Rodríguez,45,39
182,2,3:41.0,,J. Embiid enters the game for R. Holmes,46,39
183,2,3:41.0,P. George makes technical free throw,,46,39
184,2,3:37.0,Personal foul by G. Henderson (drawn by C. Miles),,46,39
185,2,3:37.0,C. Miles makes free throw 1 of 2,,47,39
186,2,3:37.0,C. Miles makes free throw 2 of 2,,48,39
187,2,3:15.0,,Personal foul by P. George (drawn by G. Henderson),48,39
188,2,3:15.0,Violation by Team (jump ball),,48,39
189,2,3:15.0,,G. Henderson makes free throw 1 of 2,48,40
190,2,3:15.0,,G. Henderson makes free throw 2 of 2,48,41
191,2,3:02.0,M. Turner misses 2-pt jump shot from 17 ft,,48,41
192,2,3:01.0,,Defensive rebound by J. Embiid,48,41
193,2,2:55.0,,R. Covington misses 3-pt jump shot from 26 ft,48,41
194,2,2:52.0,Defensive rebound by M. Turner,,48,41
195,2,2:48.0,Official timeout,,48,41
196,2,2:48.0,A. Jefferson enters the game for M. Turner,,48,41
197,2,2:48.0,,N. Stauskas enters the game for G. Henderson,48,41
198,2,2:45.0,P. George misses 2-pt jump shot from 18 ft,,48,41
199,2,2:43.0,Offensive rebound by P. George,,48,41
200,2,2:40.0,P. George misses 3-pt jump shot from 25 ft,,48,41
201,2,2:39.0,,Defensive rebound by Team,48,41
202,2,2:17.0,,J. Embiid misses 2-pt layup from 3 ft,48,41
203,2,2:15.0,,Offensive rebound by E. İlyasova,48,41
204,2,2:08.0,,Shooting foul by P. George (drawn by R. Covington),48,41
205,2,2:08.0,,R. Covington makes free throw 1 of 2,48,42
206,2,2:08.0,,R. Covington makes free throw 2 of 2,48,43
207,2,1:55.0,J. Teague makes 2-pt jump shot from 7 ft,,50,43
208,2,1:45.0,,J. Embiid makes 2-pt jump shot from 20 ft,50,45
209,2,1:34.0,J. Teague makes 2-pt jump shot from 8 ft,,52,45
210,2,1:15.0,,T. McConnell makes 3-pt jump shot from 26 ft (assist by R. Covington),52,48
211,2,1:02.0,J. Teague misses 2-pt layup from 3 ft,,52,48
212,2,1:01.0,,Defensive rebound by E. İlyasova,52,48
213,2,0:55.0,,R. Covington misses 3-pt jump shot from 27 ft,52,48
214,2,0:54.0,Defensive rebound by T. Young,,52,48
215,2,0:43.0,C. Miles misses 3-pt jump shot from 24 ft,,52,48
216,2,0:41.0,,Defensive rebound by T. McConnell,52,48
217,2,0:31.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by J. Embiid),52,51
218,2,0:09.0,J. Teague misses 3-pt jump shot from 27 ft,,52,51
219,2,0:07.0,,Defensive rebound by E. İlyasova,52,51
220,2,0:01.0,,N. Stauskas misses 3-pt jump shot from 25 ft,52,51
221,2,0:00.0,,Offensive rebound by Team,52,51
222,3,11:53.0,Turnover by J. Teague (bad pass; steal by D. Šarić),,52,51
223,3,11:32.0,,Turnover by S. Rodríguez (bad pass; steal by C. Miles),52,51
224,3,11:20.0,C. Miles misses 2-pt jump shot from 21 ft,,52,51
225,3,11:18.0,,Defensive rebound by R. Covington,52,51
226,3,11:03.0,,J. Embiid misses 2-pt layup from 3 ft,52,51
227,3,11:02.0,Defensive rebound by T. Young,,52,51
228,3,10:58.0,Shooting foul by R. Covington (drawn by C. Miles),,52,51
229,3,10:58.0,C. Miles makes free throw 1 of 2,,53,51
230,3,10:58.0,C. Miles makes free throw 2 of 2,,54,51
231,3,10:42.0,,G. Henderson misses 2-pt jump shot from 5 ft,54,51
232,3,10:41.0,Defensive rebound by P. George,,54,51
233,3,10:37.0,Turnover by T. Young (traveling),,54,51
234,3,10:25.0,,R. Covington misses 2-pt layup from 2 ft,54,51
235,3,10:23.0,Defensive rebound by C. Miles,,54,51
236,3,10:10.0,Turnover by J. Teague (bad pass),,54,51
237,3,9:52.0,,G. Henderson misses 3-pt jump shot from 24 ft,54,51
238,3,9:51.0,Defensive rebound by T. Young,,54,51
239,3,9:45.0,P. George misses 2-pt jump shot from 19 ft,,54,51
240,3,9:43.0,,Defensive rebound by D. Šarić,54,51
241,3,9:43.0,,Turnover by J. Embiid (lost ball; steal by P. George),54,51
242,3,9:14.0,Turnover by J. Teague (lost ball; steal by R. Covington),,54,51
243,3,9:11.0,,Philadelphia full timeout,54,51
244,3,8:45.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by S. Rodríguez),54,54
245,3,8:23.0,Turnover by P. George (bad pass; steal by G. Henderson),,54,54
246,3,8:17.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,54,54
247,3,8:15.0,Defensive rebound by T. Young,,54,54
248,3,7:56.0,M. Turner makes 2-pt jump shot from 16 ft (assist by P. George),,56,54
249,3,7:37.0,,G. Henderson misses 2-pt jump shot from 16 ft,56,54
250,3,7:35.0,Defensive rebound by M. Turner,,56,54
251,3,7:25.0,M. Turner misses 3-pt jump shot from 26 ft,,56,54
252,3,7:24.0,,Defensive rebound by S. Rodríguez,56,54
253,3,7:15.0,,J. Embiid misses 3-pt jump shot from 26 ft,56,54
254,3,7:13.0,,Offensive rebound by R. Covington,56,54
255,3,7:11.0,,R. Covington makes 3-pt jump shot from 25 ft,56,57
256,3,6:51.0,C. Miles makes 2-pt layup from 2 ft (assist by J. Teague),,58,57
257,3,6:41.0,,Shooting foul by M. Turner (drawn by J. Embiid),58,57
258,3,6:41.0,,J. Embiid makes free throw 1 of 2,58,58
259,3,6:41.0,,E. İlyasova enters the game for D. Šarić,58,58
260,3,6:41.0,,N. Stauskas enters the game for G. Henderson,58,58
261,3,6:41.0,,J. Embiid makes free throw 2 of 2,58,59
262,3,6:31.0,C. Miles misses 2-pt jump shot from 10 ft,,58,59
263,3,6:28.0,,Defensive rebound by E. İlyasova,58,59
264,3,6:23.0,,R. Covington misses 3-pt jump shot from 22 ft,58,59
265,3,6:21.0,Defensive rebound by J. Teague,,58,59
266,3,6:17.0,J. Teague misses 2-pt layup from 1 ft (block by J. Embiid),,58,59
267,3,6:16.0,,Defensive rebound by E. İlyasova,58,59
268,3,6:16.0,Loose ball foul by M. Turner (drawn by E. İlyasova),,58,59
269,3,6:16.0,,R. Holmes enters the game for J. Embiid,58,59
270,3,6:16.0,A. Jefferson enters the game for M. Turner,,58,59
271,3,6:16.0,M. Ellis enters the game for C. Miles,,58,59
272,3,5:59.0,,T. McConnell enters the game for S. Rodríguez,58,59
273,3,5:53.0,,R. Holmes misses 2-pt layup from 3 ft,58,59
274,3,5:52.0,Defensive rebound by A. Jefferson,,58,59
275,3,5:43.0,Offensive foul by M. Ellis (drawn by R. Holmes),,58,59
276,3,5:43.0,Turnover by M. Ellis (offensive foul),,58,59
277,3,5:43.0,A. Brooks enters the game for J. Teague,,58,59
278,3,5:32.0,,R. Holmes makes 2-pt dunk at rim (assist by N. Stauskas),58,61
279,3,5:11.0,T. Young makes 3-pt jump shot from 26 ft (assist by P. George),,61,61
280,3,4:54.0,,N. Stauskas misses 3-pt jump shot from 26 ft,61,61
281,3,4:52.0,Defensive rebound by T. Young,,61,61
282,3,4:44.0,M. Ellis misses 3-pt jump shot from 23 ft,,61,61
283,3,4:42.0,,Defensive rebound by E. İlyasova,61,61
284,3,4:27.0,,R. Covington misses 3-pt jump shot from 25 ft,61,61
285,3,4:25.0,,Offensive rebound by R. Holmes,61,61
286,3,4:20.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by T. McConnell),61,63
287,3,3:52.0,A. Jefferson misses 2-pt jump shot from 13 ft,,61,63
288,3,3:50.0,,Defensive rebound by T. McConnell,61,63
289,3,3:40.0,,R. Covington misses 3-pt jump shot from 26 ft,61,63
290,3,3:39.0,,Offensive rebound by E. İlyasova,61,63
291,3,3:38.0,,Shooting foul by A. Jefferson (drawn by E. İlyasova),61,63
292,3,3:38.0,,E. İlyasova makes free throw 1 of 2,61,64
293,3,3:38.0,,H. Thompson enters the game for R. Covington,61,64
294,3,3:38.0,L. Allen enters the game for T. Young,,61,64
295,3,3:38.0,,E. İlyasova makes free throw 2 of 2,61,65
296,3,3:19.0,P. George misses 2-pt jump shot from 18 ft,,61,65
297,3,3:17.0,,Defensive rebound by T. McConnell,61,65
298,3,3:13.0,,Turnover by T. McConnell (lost ball; steal by A. Brooks),61,65
299,3,3:07.0,P. George makes 2-pt layup from 1 ft,,63,65
300,3,2:52.0,,R. Holmes makes 2-pt jump shot from 13 ft,63,67
301,3,2:52.0,,Away from play foul by P. George (drawn by H. Thompson),63,67
302,3,2:52.0,Indiana full timeout,,63,67
303,3,2:52.0,,H. Thompson makes free throw 1 of 1,63,68
304,3,2:29.0,A. Brooks misses 3-pt jump shot from 24 ft,,63,68
305,3,2:27.0,Offensive rebound by P. George,,63,68
306,3,2:25.0,Shooting foul by N. Stauskas (drawn by P. George),,63,68
307,3,2:25.0,P. George makes free throw 1 of 2,,64,68
308,3,2:25.0,P. George makes free throw 2 of 2,,65,68
309,3,2:15.0,,Personal foul by M. Ellis (drawn by N. Stauskas),65,68
310,3,2:15.0,,N. Stauskas makes free throw 1 of 2,65,69
311,3,2:15.0,,N. Stauskas misses free throw 2 of 2,65,69
312,3,2:14.0,Defensive rebound by A. Jefferson,,65,69
313,3,1:56.0,A. Brooks misses 3-pt jump shot from 29 ft,,65,69
314,3,1:54.0,,Defensive rebound by R. Holmes,65,69
315,3,1:48.0,,Shooting foul by A. Brooks (drawn by T. McConnell),65,69
316,3,1:48.0,,T. McConnell makes free throw 1 of 2,65,70
317,3,1:48.0,,T. McConnell makes free throw 2 of 2,65,71
318,3,1:37.0,Shooting foul by R. Holmes (drawn by P. George),,65,71
319,3,1:37.0,P. George makes free throw 1 of 2,,66,71
320,3,1:37.0,P. George makes free throw 2 of 2,,67,71
321,3,1:21.0,,N. Stauskas makes 2-pt layup from 2 ft,67,73
322,3,1:02.0,P. George makes 2-pt jump shot from 19 ft (assist by L. Allen),,69,73
323,3,0:43.0,,R. Holmes misses 2-pt jump shot from 18 ft,69,73
324,3,0:41.0,Defensive rebound by M. Ellis,,69,73
325,3,0:35.0,M. Ellis misses 2-pt jump shot from 17 ft,,69,73
326,3,0:31.0,,Defensive rebound by T. McConnell,69,73
327,3,0:21.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by E. İlyasova),69,76
328,3,0:01.0,P. George makes 3-pt jump shot from 29 ft (assist by A. Jefferson),,72,76
329,4,11:50.0,,Turnover by N. Stauskas (lost ball; steal by M. Ellis),72,76
330,4,11:46.0,M. Ellis makes 2-pt layup from 1 ft,,74,76
331,4,11:31.0,,H. Thompson makes 2-pt layup from 2 ft (assist by E. İlyasova),74,78
332,4,11:05.0,A. Jefferson makes 2-pt jump shot from 12 ft,,76,78
333,4,10:48.0,,J. Embiid misses 2-pt jump shot from 9 ft,76,78
334,4,10:46.0,Defensive rebound by L. Allen,,76,78
335,4,10:30.0,A. Jefferson misses 2-pt hook shot from 9 ft,,76,78
336,4,10:28.0,,Defensive rebound by E. İlyasova,76,78
337,4,10:22.0,,Personal foul by A. Jefferson (drawn by J. Embiid),76,78
338,4,10:04.0,,J. Embiid misses 2-pt jump shot from 16 ft,76,78
339,4,10:02.0,Defensive rebound by C. Miles,,76,78
340,4,9:57.0,M. Ellis makes 2-pt layup from 1 ft (assist by C. Miles),,78,78
341,4,9:46.0,,Personal foul by A. Jefferson (drawn by J. Embiid),78,78
342,4,9:46.0,,D. Šarić enters the game for E. İlyasova,78,78
343,4,9:46.0,,G. Henderson enters the game for N. Stauskas,78,78
344,4,9:46.0,K. Séraphin enters the game for A. Jefferson,,78,78
345,4,9:46.0,,R. Covington enters the game for H. Thompson,78,78
346,4,9:37.0,,Shooting foul by K. Séraphin (drawn by J. Embiid),78,78
347,4,9:37.0,,J. Embiid makes free throw 1 of 2,78,79
348,4,9:37.0,,J. Embiid makes free throw 2 of 2,78,80
349,4,9:21.0,M. Ellis makes 2-pt jump shot from 17 ft,,80,80
350,4,9:09.0,,Turnover by J. Embiid (traveling),80,80
351,4,9:09.0,,S. Rodríguez enters the game for T. McConnell,80,80
352,4,9:08.0,,R. Holmes enters the game for J. Embiid,80,80
353,4,8:55.0,M. Ellis misses 2-pt jump shot from 20 ft,,80,80
354,4,8:51.0,,Defensive rebound by R. Holmes,80,80
355,4,8:38.0,,D. Šarić makes 2-pt jump shot from 17 ft,80,82
356,4,8:20.0,K. Séraphin misses 2-pt hook shot from 2 ft,,80,82
357,4,8:18.0,,Defensive rebound by R. Holmes,80,82
358,4,8:11.0,Official timeout,,80,82
359,4,8:11.0,J. Teague enters the game for A. Brooks,,80,82
360,4,8:11.0,P. George enters the game for C. Miles,,80,82
361,4,8:11.0,M. Turner enters the game for K. Séraphin,,80,82
362,4,7:56.0,,G. Henderson makes 2-pt jump shot from 19 ft (assist by D. Šarić),80,84
363,4,7:42.0,Personal foul by R. Covington (drawn by M. Ellis),,80,84
364,4,7:42.0,T. Young enters the game for L. Allen,,80,84
365,4,7:38.0,P. George makes 2-pt dunk at rim (assist by T. Young),,82,84
366,4,7:20.0,,Offensive foul by D. Šarić (drawn by M. Ellis),82,84
367,4,7:20.0,,Turnover by D. Šarić (offensive foul),82,84
368,4,7:07.0,Turnover by J. Teague (back court),,82,84
369,4,6:57.0,,S. Rodríguez misses 2-pt jump shot from 14 ft,82,84
370,4,6:55.0,Defensive rebound by P. George,,82,84
371,4,6:48.0,P. George makes 2-pt layup from 2 ft,,84,84
372,4,6:31.0,,Turnover by D. Šarić (lost ball; steal by M. Ellis),84,84
373,4,6:27.0,M. Ellis makes 2-pt layup from 1 ft,,86,84
374,4,6:27.0,,Philadelphia full timeout,86,84
375,4,6:14.0,,D. Šarić misses 3-pt jump shot from 27 ft,86,84
376,4,6:12.0,,Offensive rebound by S. Rodríguez,86,84
377,4,6:07.0,,R. Covington misses 3-pt jump shot from 26 ft,86,84
378,4,6:06.0,Defensive rebound by T. Young,,86,84
379,4,6:04.0,Indiana full timeout,,86,84
380,4,6:04.0,,N. Stauskas enters the game for G. Henderson,86,84
381,4,6:04.0,,E. İlyasova enters the game for D. Šarić,86,84
382,4,5:54.0,Shooting block foul by R. Covington (drawn by M. Ellis),,86,84
383,4,5:54.0,M. Ellis makes free throw 1 of 2,,87,84
384,4,5:54.0,M. Ellis makes free throw 2 of 2,,88,84
385,4,5:42.0,,Turnover by R. Holmes (bad pass; steal by P. George),88,84
386,4,5:22.0,Shooting foul by E. İlyasova (drawn by T. Young),,88,84
