,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
58,1,5:02.0,Defensive rebound by R. Rondo,,17,10
59,1,4:55.0,Shooting foul by J. Holiday (drawn by J. Butler),,17,10
60,1,4:55.0,J. Butler makes free throw 1 of 2,,18,10
61,1,4:55.0,,T. Frazier enters the game for J. Holiday,18,10
62,1,4:55.0,J. Butler makes free throw 2 of 2,,19,10
63,1,4:38.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by E. Moore),19,12
64,1,4:21.0,N. Mirotić makes 2-pt layup from 1 ft (assist by R. Rondo),,21,12
65,1,4:09.0,,D. Cousins makes 2-pt layup from 1 ft,21,14
66,1,3:59.0,N. Mirotić misses 2-pt layup from 2 ft,,21,14
67,1,3:58.0,,Defensive rebound by D. Cousins,21,14
68,1,3:50.0,,A. Davis makes 2-pt layup from 1 ft (assist by S. Hill),21,16
69,1,3:50.0,Chicago full timeout,,21,16
70,1,3:50.0,B. Portis enters the game for N. Mirotić,,21,16
71,1,3:34.0,Turnover by D. Valentine (lost ball; steal by A. Davis),,21,16
72,1,3:33.0,,Personal foul by D. Valentine (drawn by A. Davis),21,16
73,1,3:16.0,,S. Hill misses 2-pt layup from 1 ft,21,16
74,1,3:15.0,Defensive rebound by B. Portis,,21,16
75,1,3:10.0,R. Rondo misses 2-pt layup from 2 ft,,21,16
76,1,3:08.0,,Defensive rebound by D. Cousins,21,16
77,1,3:02.0,,D. Cousins misses 2-pt layup from 1 ft,21,16
78,1,3:00.0,Defensive rebound by B. Portis,,21,16
79,1,2:54.0,J. Butler makes 2-pt jump shot from 7 ft,,23,16
80,1,2:41.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by A. Davis),23,19
81,1,2:19.0,R. Rondo misses 3-pt jump shot from 22 ft,,23,19
82,1,2:18.0,,Defensive rebound by A. Davis,23,19
83,1,2:10.0,,S. Hill makes 2-pt layup from 1 ft (assist by T. Frazier),23,21
84,1,1:59.0,R. Rondo misses 2-pt layup from 2 ft (block by E. Moore),,23,21
85,1,1:57.0,,Defensive rebound by T. Frazier,23,21
86,1,1:51.0,,E. Moore misses 3-pt jump shot from 25 ft,23,21
87,1,1:49.0,Defensive rebound by B. Portis,,23,21
88,1,1:43.0,J. Butler makes 2-pt layup from 2 ft,,25,21
89,1,1:29.0,,D. Cousins misses 3-pt jump shot from 26 ft,25,21
90,1,1:29.0,Defensive rebound by D. Valentine,,25,21
91,1,1:21.0,R. Lopez misses 2-pt layup from 3 ft (block by A. Davis),,25,21
92,1,1:21.0,Offensive rebound by Team,,25,21
93,1,1:21.0,,D. Cunningham enters the game for D. Cousins,25,21
94,1,1:21.0,M. Carter-Williams enters the game for R. Rondo,,25,21
95,1,1:12.0,B. Portis makes 2-pt jump shot from 21 ft (assist by J. Butler),,27,21
96,1,1:00.0,,T. Frazier misses 2-pt layup from 1 ft,27,21
97,1,1:00.0,Defensive rebound by B. Portis,,27,21
98,1,0:50.0,Shooting foul by D. Cunningham (drawn by R. Lopez),,27,21
99,1,0:50.0,R. Lopez misses free throw 1 of 2,,27,21
100,1,0:50.0,Offensive rebound by Team,,27,21
101,1,0:50.0,R. Lopez makes free throw 2 of 2,,28,21
102,1,0:37.0,,A. Davis misses 2-pt jump shot from 22 ft,28,21
103,1,0:37.0,Defensive rebound by B. Portis,,28,21
104,1,0:20.0,B. Portis misses 2-pt jump shot from 8 ft,,28,21
105,1,0:19.0,Offensive rebound by D. Valentine,,28,21
106,1,0:00.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,28,21
107,1,0:00.0,Offensive rebound by Team,,28,21
108,2,11:43.0,,A. Davis misses 2-pt layup from 1 ft,28,21
109,2,11:42.0,Defensive rebound by B. Portis,,28,21
110,2,11:28.0,D. Valentine makes 2-pt layup from 2 ft,,30,21
111,2,11:06.0,,J. Crawford misses 2-pt jump shot from 19 ft,30,21
112,2,11:04.0,,Offensive rebound by A. Davis,30,21
113,2,11:01.0,,Turnover by A. Davis (bad pass; steal by P. Zipser),30,21
114,2,10:53.0,J. Lauvergne makes 2-pt dunk at rim (assist by M. Carter-Williams),,32,21
115,2,10:34.0,,E. Moore misses 2-pt layup from 3 ft (block by D. Valentine),32,21
116,2,10:33.0,Defensive rebound by B. Portis,,32,21
117,2,10:26.0,D. Valentine makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,35,21
118,2,10:24.0,,New Orleans full timeout,35,21
119,2,10:24.0,,J. Holiday enters the game for Q. Cook,35,21
120,2,10:24.0,,D. Cousins enters the game for A. Davis,35,21
121,2,10:07.0,,E. Moore makes 2-pt layup from 1 ft (assist by J. Crawford),35,23
122,2,9:50.0,D. Valentine misses 3-pt jump shot from 26 ft,,35,23
123,2,9:50.0,,Defensive rebound by D. Cousins,35,23
124,2,9:37.0,,Turnover by D. Cousins (bad pass; steal by M. Carter-Williams),35,23
125,2,9:32.0,Turnover by M. Carter-Williams (bad pass; steal by E. Moore),,35,23
126,2,9:29.0,,Personal foul by J. Lauvergne (drawn by D. Cousins),35,23
127,2,9:16.0,,Shooting foul by M. Carter-Williams (drawn by J. Holiday),35,23
128,2,9:16.0,,J. Holiday makes free throw 1 of 2,35,24
129,2,9:16.0,,J. Holiday makes free throw 2 of 2,35,25
130,2,9:00.0,B. Portis makes 2-pt jump shot from 23 ft (assist by J. Lauvergne),,37,25
131,2,8:50.0,,Def 3 sec tech foul by D. Valentine,37,25
132,2,8:50.0,,J. Holiday makes technical free throw,37,26
133,2,8:37.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by J. Holiday),37,29
134,2,8:19.0,B. Portis makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,40,29
135,2,8:05.0,,D. Cunningham makes 3-pt jump shot from 26 ft (assist by J. Holiday),40,32
136,2,7:50.0,P. Zipser misses 2-pt jump shot from 21 ft,,40,32
137,2,7:49.0,,Defensive rebound by D. Cousins,40,32
138,2,7:37.0,,D. Cunningham misses 2-pt jump shot from 6 ft,40,32
139,2,7:37.0,,Offensive rebound by E. Moore,40,32
140,2,7:32.0,,J. Crawford misses 3-pt jump shot from 26 ft,40,32
141,2,7:32.0,Defensive rebound by M. Carter-Williams,,40,32
142,2,7:29.0,Shooting foul by D. Cousins (drawn by J. Lauvergne),,40,32
143,2,7:29.0,J. Lauvergne makes free throw 1 of 2,,41,32
144,2,7:29.0,J. Lauvergne makes free throw 2 of 2,,42,32
145,2,7:11.0,,J. Holiday misses 2-pt jump shot from 16 ft,42,32
146,2,7:10.0,Defensive rebound by P. Zipser,,42,32
147,2,6:54.0,Turnover by P. Zipser (lost ball; steal by J. Crawford),,42,32
148,2,6:49.0,,J. Crawford makes 2-pt layup from 1 ft (assist by J. Holiday),42,34
149,2,6:49.0,Chicago full timeout,,42,34
150,2,6:49.0,J. Butler enters the game for P. Zipser,,42,34
151,2,6:49.0,R. Rondo enters the game for M. Carter-Williams,,42,34
152,2,6:49.0,,A. Davis enters the game for D. Cunningham,42,34
153,2,6:31.0,Turnover by J. Lauvergne (lost ball; steal by A. Davis),,42,34
154,2,6:24.0,,J. Crawford makes 2-pt jump shot from 10 ft,42,36
155,2,6:05.0,B. Portis makes 2-pt jump shot from 16 ft (assist by J. Lauvergne),,44,36
156,2,5:44.0,R. Lopez enters the game for J. Lauvergne,,44,36
157,2,5:39.0,,A. Davis makes 2-pt jump shot from 13 ft (assist by E. Moore),44,38
158,2,5:20.0,R. Lopez misses 2-pt jump shot from 20 ft,,44,38
159,2,5:19.0,Offensive rebound by J. Butler,,44,38
160,2,5:17.0,Shooting foul by A. Davis (drawn by J. Butler),,44,38
161,2,5:17.0,J. Butler misses free throw 1 of 2,,44,38
162,2,5:17.0,Offensive rebound by Team,,44,38
163,2,5:17.0,J. Butler makes free throw 2 of 2,,45,38
164,2,5:05.0,,Shooting foul by B. Portis (drawn by A. Davis),45,38
165,2,5:05.0,,A. Davis makes free throw 1 of 2,45,39
166,2,5:05.0,,A. Davis makes free throw 2 of 2,45,40
167,2,4:52.0,R. Lopez makes 2-pt layup from 3 ft (assist by J. Butler),,47,40
168,2,4:37.0,,Turnover by A. Davis (lost ball; steal by J. Butler),47,40
169,2,4:28.0,J. Butler makes 2-pt jump shot from 21 ft (assist by R. Rondo),,49,40
170,2,4:18.0,,A. Davis misses 2-pt layup from 2 ft,49,40
171,2,4:17.0,Defensive rebound by B. Portis,,49,40
172,2,4:12.0,B. Portis makes 2-pt jump shot from 8 ft (assist by R. Rondo),,51,40
173,2,4:10.0,,New Orleans full timeout,51,40
174,2,4:10.0,,S. Hill enters the game for E. Moore,51,40
175,2,3:56.0,,D. Cousins misses 2-pt jump shot from 13 ft,51,40
176,2,3:55.0,Defensive rebound by R. Rondo,,51,40
177,2,3:50.0,J. Butler makes 3-pt jump shot from 25 ft (assist by R. Rondo),,54,40
178,2,3:33.0,,J. Holiday misses 2-pt jump shot from 3 ft,54,40
179,2,3:32.0,Defensive rebound by R. Lopez,,54,40
180,2,3:25.0,Turnover by R. Rondo (back court),,54,40
181,2,3:14.0,,J. Holiday misses 3-pt jump shot from 26 ft,54,40
182,2,3:14.0,Defensive rebound by J. Butler,,54,40
183,2,3:03.0,R. Rondo misses 3-pt jump shot from 25 ft,,54,40
184,2,3:02.0,,Defensive rebound by A. Davis,54,40
185,2,2:48.0,,A. Davis misses 2-pt layup from 2 ft,54,40
186,2,2:48.0,,Offensive rebound by Team,54,40
187,2,2:37.0,,J. Crawford misses 3-pt jump shot from 25 ft,54,40
188,2,2:36.0,,Offensive rebound by A. Davis,54,40
189,2,2:33.0,,A. Davis misses 2-pt layup from 2 ft,54,40
190,2,2:33.0,Defensive rebound by Team,,54,40
191,2,2:15.0,J. Butler makes 2-pt jump shot from 15 ft,,56,40
192,2,1:55.0,,Shooting foul by R. Rondo (drawn by A. Davis),56,40
193,2,1:55.0,,A. Davis makes free throw 1 of 2,56,41
194,2,1:55.0,,A. Davis makes free throw 2 of 2,56,42
195,2,1:38.0,J. Butler makes 2-pt jump shot from 16 ft,,58,42
196,2,1:24.0,,D. Cousins makes 2-pt layup from 2 ft,58,44
197,2,1:10.0,D. Valentine misses 3-pt jump shot from 25 ft,,58,44
198,2,1:09.0,,Defensive rebound by D. Cousins,58,44
199,2,1:00.0,,Turnover by D. Cousins (bad pass; steal by D. Valentine),58,44
200,2,0:55.0,D. Valentine misses 2-pt layup from 2 ft,,58,44
201,2,0:55.0,Offensive rebound by B. Portis,,58,44
202,2,0:55.0,B. Portis makes 2-pt layup from 2 ft,,60,44
203,2,0:47.0,,New Orleans full timeout,60,44
204,2,0:47.0,,D. Cunningham enters the game for A. Davis,60,44
205,2,0:40.0,,D. Cousins misses 3-pt jump shot from 24 ft,60,44
206,2,0:39.0,Defensive rebound by J. Butler,,60,44
207,2,0:27.0,J. Butler makes 3-pt jump shot from 26 ft (assist by R. Rondo),,63,44
208,2,0:13.0,,D. Cunningham makes 3-pt jump shot from 24 ft (assist by J. Crawford),63,47
209,3,11:47.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by T. Frazier),63,50
210,3,11:23.0,R. Rondo misses 2-pt layup from 3 ft,,63,50
211,3,11:23.0,,Defensive rebound by D. Cousins,63,50
212,3,11:11.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by T. Frazier),63,53
213,3,10:56.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),,66,53
214,3,10:47.0,,T. Frazier misses 2-pt layup from 2 ft (block by N. Mirotić),66,53
215,3,10:44.0,,Offensive rebound by T. Frazier,66,53
216,3,10:40.0,,S. Hill misses 2-pt layup from 2 ft (block by N. Mirotić),66,53
217,3,10:37.0,Defensive rebound by P. Zipser,,66,53
218,3,10:23.0,P. Zipser misses 3-pt jump shot from 25 ft,,66,53
219,3,10:22.0,,Defensive rebound by A. Davis,66,53
220,3,10:00.0,,Turnover by D. Cousins (lost ball; steal by R. Rondo),66,53
221,3,9:55.0,R. Rondo makes 2-pt layup from 3 ft,,68,53
222,3,9:42.0,,Personal foul by R. Rondo (drawn by A. Davis),68,53
223,3,9:34.0,,S. Hill misses 3-pt jump shot from 25 ft,68,53
224,3,9:33.0,Defensive rebound by N. Mirotić,,68,53
225,3,9:13.0,R. Rondo makes 2-pt layup at rim,,70,53
226,3,8:51.0,,Turnover by J. Holiday (bad pass; steal by R. Rondo),70,53
227,3,8:44.0,J. Butler misses 2-pt layup from 2 ft,,70,53
228,3,8:39.0,Offensive rebound by J. Butler,,70,53
229,3,8:39.0,J. Butler makes 2-pt layup from 2 ft,,72,53
230,3,8:29.0,,D. Cousins makes 2-pt dunk at rim (assist by T. Frazier),72,55
231,3,8:07.0,P. Zipser makes 2-pt jump shot from 8 ft,,74,55
232,3,7:48.0,,Def 3 sec tech foul by R. Lopez,74,55
233,3,7:48.0,,A. Davis makes technical free throw,74,56
234,3,7:39.0,,A. Davis makes 2-pt layup from 1 ft (assist by S. Hill),74,58
235,3,7:27.0,N. Mirotić misses 3-pt jump shot from 25 ft,,74,58
236,3,7:26.0,Offensive rebound by R. Lopez,,74,58
237,3,7:15.0,R. Lopez misses 2-pt jump shot from 16 ft,,74,58
238,3,7:14.0,,Defensive rebound by A. Davis,74,58
239,3,7:11.0,,Turnover by A. Davis (bad pass; steal by R. Rondo),74,58
240,3,7:11.0,N. Mirotić misses 2-pt layup from 2 ft,,74,58
241,3,7:11.0,,Defensive rebound by T. Frazier,74,58
242,3,7:11.0,,Personal foul by R. Rondo (drawn by T. Frazier),74,58
243,3,6:56.0,,J. Holiday makes 2-pt layup from 2 ft,74,60
244,3,6:44.0,N. Mirotić misses 3-pt jump shot from 26 ft,,74,60
245,3,6:44.0,,Defensive rebound by D. Cousins,74,60
246,3,6:44.0,,Personal foul by P. Zipser (drawn by D. Cousins),74,60
247,3,6:36.0,,Shooting block foul by N. Mirotić (drawn by A. Davis),74,60
248,3,6:36.0,,A. Davis makes free throw 1 of 2,74,61
249,3,6:36.0,,A. Davis misses free throw 2 of 2,74,61
250,3,6:34.0,Defensive rebound by N. Mirotić,,74,61
251,3,6:19.0,R. Rondo misses 2-pt layup from 2 ft (block by D. Cousins),,74,61
252,3,6:18.0,,Defensive rebound by D. Cousins,74,61
253,3,6:04.0,,J. Holiday misses 2-pt layup from 2 ft (block by J. Butler),74,61
254,3,6:04.0,Defensive rebound by R. Lopez,,74,61
255,3,5:57.0,J. Butler makes 2-pt layup from 2 ft (assist by R. Rondo),,76,61
256,3,5:41.0,,J. Holiday makes 2-pt layup from 2 ft (assist by T. Frazier),76,63
257,3,5:17.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by R. Rondo),,79,63
258,3,5:01.0,,T. Frazier makes 3-pt jump shot from 23 ft (assist by D. Cousins),79,66
259,3,4:52.0,Turnover by N. Mirotić (bad pass; steal by S. Hill),,79,66
260,3,4:46.0,,T. Frazier misses 3-pt jump shot from 26 ft,79,66
261,3,4:44.0,Defensive rebound by R. Rondo,,79,66
262,3,4:19.0,P. Zipser misses 2-pt jump shot from 19 ft,,79,66
263,3,4:18.0,,Defensive rebound by D. Cousins,79,66
264,3,4:06.0,,D. Cousins makes 3-pt jump shot from 25 ft,79,69
265,3,4:06.0,Chicago full timeout,,79,69
266,3,4:06.0,D. Valentine enters the game for P. Zipser,,79,69
267,3,4:06.0,,D. Cunningham enters the game for D. Cousins,79,69
268,3,4:06.0,,E. Moore enters the game for T. Frazier,79,69
269,3,4:06.0,Violation by Team (jump ball),,79,69
270,3,3:52.0,J. Butler misses 2-pt jump shot from 16 ft,,79,69
271,3,3:52.0,,Defensive rebound by D. Cunningham,79,69
272,3,3:35.0,,Personal foul by D. Valentine (drawn by E. Moore),79,69
273,3,3:35.0,,E. Moore makes free throw 1 of 2,79,70
274,3,3:35.0,,E. Moore makes free throw 2 of 2,79,71
275,3,3:24.0,Shooting block foul by A. Davis (drawn by J. Butler),,79,71
276,3,3:24.0,J. Butler makes free throw 1 of 2,,80,71
277,3,3:24.0,J. Lauvergne enters the game for N. Mirotić,,80,71
278,3,3:24.0,B. Portis enters the game for R. Lopez,,80,71
279,3,3:24.0,J. Butler makes free throw 2 of 2,,81,71
280,3,3:16.0,,Shooting block foul by J. Lauvergne (drawn by A. Davis),81,71
281,3,3:16.0,,A. Davis makes free throw 1 of 2,81,72
282,3,3:16.0,,A. Davis makes free throw 2 of 2,81,73
283,3,2:58.0,J. Butler misses 2-pt jump shot from 16 ft,,81,73
284,3,2:58.0,,Defensive rebound by E. Moore,81,73
285,3,2:49.0,,E. Moore misses 2-pt jump shot from 12 ft,81,73
286,3,2:48.0,,Offensive rebound by S. Hill,81,73
287,3,2:45.0,,S. Hill misses 2-pt layup from 2 ft,81,73
288,3,2:44.0,Defensive rebound by B. Portis,,81,73
289,3,2:32.0,J. Lauvergne misses 2-pt layup from 2 ft,,81,73
290,3,2:29.0,Offensive rebound by J. Lauvergne,,81,73
291,3,2:29.0,Turnover by J. Lauvergne (offensive goaltending),,81,73
292,3,2:29.0,,New Orleans full timeout,81,73
293,3,2:29.0,M. Carter-Williams enters the game for R. Rondo,,81,73
294,3,2:15.0,,E. Moore misses 2-pt layup from 2 ft,81,73
295,3,2:14.0,Defensive rebound by J. Lauvergne,,81,73
296,3,1:58.0,Turnover by D. Valentine (bad pass; steal by D. Cunningham),,81,73
297,3,1:56.0,,Personal foul by M. Carter-Williams (drawn by J. Holiday),81,73
298,3,1:56.0,,J. Holiday makes free throw 1 of 2,81,74
299,3,1:56.0,,J. Holiday makes free throw 2 of 2,81,75
300,3,1:31.0,J. Butler makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,84,75
301,3,1:19.0,,A. Davis misses 2-pt jump shot from 4 ft,84,75
302,3,1:17.0,Defensive rebound by M. Carter-Williams,,84,75
303,3,1:13.0,Turnover by J. Butler (traveling),,84,75
304,3,1:13.0,,D. Cousins enters the game for A. Davis,84,75
305,3,0:57.0,,S. Hill makes 2-pt dunk at rim (assist by J. Holiday),84,77
306,3,0:47.0,J. Butler makes 2-pt layup from 1 ft,,86,77
307,3,0:47.0,Shooting foul by D. Cousins (drawn by J. Butler),,86,77
308,3,0:47.0,J. Butler makes free throw 1 of 1,,87,77
309,3,0:39.0,,J. Holiday misses 3-pt jump shot from 26 ft,87,77
310,3,0:35.0,Defensive rebound by M. Carter-Williams,,87,77
311,3,0:29.0,J. Butler misses 2-pt jump shot from 22 ft,,87,77
312,3,0:28.0,,Defensive rebound by S. Hill,87,77
313,3,0:15.0,,Personal foul by J. Lauvergne (drawn by D. Cousins),87,77
314,3,0:15.0,,D. Cousins makes free throw 1 of 2,87,78
315,3,0:15.0,,D. Cousins makes free throw 2 of 2,87,79
316,3,0:00.0,B. Portis misses 3-pt jump shot from 25 ft,,87,79
317,3,0:00.0,,Defensive rebound by D. Cousins,87,79
318,4,11:50.0,Personal foul by D. Cousins (drawn by M. Carter-Williams),,87,79
319,4,11:41.0,B. Portis misses 2-pt jump shot from 11 ft,,87,79
320,4,11:40.0,,Defensive rebound by D. Cousins,87,79
321,4,11:15.0,,D. Cousins misses 2-pt jump shot from 12 ft,87,79
322,4,11:14.0,Defensive rebound by J. Lauvergne,,87,79
323,4,11:06.0,M. Carter-Williams makes 2-pt layup from 1 ft,,89,79
324,4,10:45.0,,Turnover by T. Frazier (bad pass),89,79
325,4,10:26.0,B. Portis makes 2-pt jump shot from 8 ft,,91,79
326,4,10:13.0,,Shooting foul by D. Valentine (drawn by E. Moore),91,79
327,4,10:13.0,,E. Moore makes free throw 1 of 2,91,80
328,4,10:13.0,,E. Moore makes free throw 2 of 2,91,81
329,4,10:01.0,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,94,81
330,4,9:48.0,,E. Moore misses 3-pt jump shot from 24 ft,94,81
331,4,9:47.0,Defensive rebound by J. Lauvergne,,94,81
332,4,9:40.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,97,81
333,4,9:36.0,,New Orleans full timeout,97,81
334,4,9:36.0,,A. Davis enters the game for D. Cunningham,97,81
335,4,9:36.0,,J. Holiday enters the game for T. Frazier,97,81
336,4,9:29.0,,Personal foul by P. Zipser (drawn by A. Davis),97,81
337,4,9:15.0,,J. Crawford misses 3-pt jump shot from 26 ft,97,81
338,4,9:14.0,Defensive rebound by P. Zipser,,97,81
339,4,9:00.0,M. Carter-Williams misses 2-pt jump shot from 7 ft,,97,81
340,4,8:59.0,,Defensive rebound by D. Cousins,97,81
341,4,8:58.0,,Turnover by D. Cousins (offensive foul),97,81
342,4,8:58.0,Offensive charge foul by D. Cousins (drawn by M. Carter-Williams),,97,81
343,4,8:36.0,B. Portis makes 3-pt jump shot from 23 ft (assist by D. Valentine),,100,81
344,4,8:30.0,,Shooting foul by M. Carter-Williams (drawn by J. Crawford),100,81
345,4,8:30.0,Technical foul by M. Carter-Williams,,100,81
346,4,8:30.0,,J. Crawford makes technical free throw,100,82
347,4,8:30.0,,J. Crawford makes free throw 1 of 2,100,83
348,4,8:30.0,,J. Crawford makes free throw 2 of 2,100,84
349,4,8:16.0,B. Portis misses 2-pt jump shot from 13 ft,,100,84
350,4,8:16.0,,Defensive rebound by A. Davis,100,84
351,4,7:59.0,,Shooting foul by B. Portis (drawn by A. Davis),100,84
352,4,7:59.0,,A. Davis makes free throw 1 of 2,100,85
353,4,7:59.0,J. Butler enters the game for D. Valentine,,100,85
354,4,7:59.0,,S. Hill enters the game for E. Moore,100,85
355,4,7:59.0,,A. Davis makes free throw 2 of 2,100,86
356,4,7:34.0,J. Butler misses 2-pt jump shot from 20 ft,,100,86
357,4,7:34.0,,Defensive rebound by D. Cousins,100,86
358,4,7:20.0,,J. Crawford makes 2-pt jump shot from 5 ft (assist by A. Davis),100,88
359,4,7:20.0,,Shooting foul by M. Carter-Williams (drawn by J. Crawford),100,88
360,4,7:20.0,R. Rondo enters the game for M. Carter-Williams,,100,88
361,4,7:20.0,,J. Crawford makes free throw 1 of 1,100,89
362,4,7:00.0,R. Rondo makes 2-pt layup from 2 ft (assist by P. Zipser),,102,89
363,4,6:52.0,,J. Crawford makes 2-pt jump shot from 3 ft,102,91
364,4,6:42.0,J. Lauvergne makes 3-pt jump shot from 26 ft (assist by P. Zipser),,105,91
365,4,6:21.0,,J. Crawford misses 3-pt jump shot from 26 ft,105,91
366,4,6:20.0,Defensive rebound by J. Butler,,105,91
367,4,5:57.0,R. Rondo misses 2-pt jump shot from 13 ft,,105,91
368,4,5:56.0,,Defensive rebound by Team,105,91
369,4,5:56.0,Official timeout,,105,91
370,4,5:46.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Crawford),105,93
371,4,5:46.0,,Shooting foul by B. Portis (drawn by A. Davis),105,93
372,4,5:46.0,,A. Davis makes free throw 1 of 1,105,94
373,4,5:26.0,J. Butler misses 2-pt jump shot from 4 ft,,105,94
374,4,5:26.0,,Defensive rebound by A. Davis,105,94
375,4,5:18.0,,J. Crawford misses 3-pt jump shot from 25 ft,105,94
376,4,5:17.0,Defensive rebound by B. Portis,,105,94
377,4,5:12.0,J. Butler misses 2-pt jump shot from 5 ft,,105,94
378,4,5:09.0,,Defensive rebound by D. Cousins,105,94
379,4,5:00.0,,Offensive foul by D. Cousins (drawn by R. Rondo),105,94
380,4,5:00.0,,Turnover by D. Cousins (offensive foul),105,94
381,4,4:43.0,B. Portis makes 3-pt jump shot from 24 ft (assist by J. Butler),,108,94
