,QUARTER,TIME_REMAINING,DENVER_ACTION,CHICAGO_ACTION,DENVER_SCORE,CHICAGO_SCORE
25,1,7:43.0,D. Gallinari makes 2-pt jump shot from 21 ft (assist by W. Chandler),,8,7
26,1,7:20.0,,J. Butler misses 2-pt layup from 3 ft,8,7
27,1,7:19.0,Defensive rebound by N. Jokić,,8,7
28,1,7:13.0,Turnover by W. Chandler (bad pass; steal by J. Butler),,8,7
29,1,7:13.0,Loose ball foul by J. Nelson (drawn by J. Butler),,8,7
30,1,6:52.0,,B. Portis makes 3-pt jump shot from 24 ft (assist by D. Wade),8,10
31,1,6:39.0,J. Nelson makes 2-pt jump shot from 22 ft (assist by N. Jokić),,10,10
32,1,6:23.0,,R. Lopez makes 2-pt jump shot from 20 ft (assist by D. Wade),10,12
33,1,6:06.0,N. Jokić makes 2-pt jump shot from 20 ft,,12,12
34,1,5:46.0,,B. Portis makes 2-pt jump shot from 9 ft (assist by J. Grant),12,14
35,1,5:35.0,W. Chandler misses 3-pt jump shot from 26 ft,,12,14
36,1,5:35.0,,Defensive rebound by Team,12,14
37,1,5:35.0,,Chicago full timeout,12,14
38,1,5:35.0,W. Barton enters the game for D. Gallinari,,12,14
39,1,5:35.0,M. Plumlee enters the game for G. Harris,,12,14
40,1,5:34.0,,R. Rondo enters the game for J. Grant,12,14
41,1,5:24.0,,J. Butler misses 2-pt dunk at rim,12,14
42,1,5:23.0,Defensive rebound by N. Jokić,,12,14
43,1,5:21.0,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),,14,14
44,1,5:21.0,Shooting foul by B. Portis (drawn by W. Chandler),,14,14
45,1,5:21.0,W. Chandler makes free throw 1 of 1,,15,14
46,1,5:04.0,,R. Lopez makes 2-pt hook shot from 6 ft,15,16
47,1,4:46.0,W. Chandler misses 3-pt jump shot from 25 ft,,15,16
48,1,4:45.0,,Defensive rebound by D. Wade,15,16
49,1,4:40.0,,R. Rondo misses 2-pt layup from 1 ft (block by W. Barton),15,16
50,1,4:39.0,,Offensive rebound by R. Rondo,15,16
51,1,4:20.0,,D. Wade misses 2-pt jump shot from 15 ft,15,16
52,1,4:19.0,Defensive rebound by J. Nelson,,15,16
53,1,4:13.0,N. Jokić makes 2-pt hook shot from 8 ft (assist by M. Plumlee),,17,16
54,1,3:55.0,,N. Mirotić enters the game for B. Portis,17,16
55,1,3:55.0,,D. Valentine enters the game for D. Wade,17,16
56,1,3:55.0,J. Murray enters the game for J. Nelson,,17,16
57,1,3:46.0,,J. Butler misses 2-pt jump shot from 7 ft,17,16
58,1,3:44.0,,Offensive rebound by J. Butler,17,16
59,1,3:37.0,,R. Lopez misses 2-pt hook shot from 8 ft,17,16
60,1,3:35.0,,Offensive rebound by R. Lopez,17,16
61,1,3:31.0,,R. Lopez makes 2-pt hook shot from 6 ft,17,18
62,1,3:23.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,20,18
63,1,3:05.0,,R. Lopez misses 2-pt jump shot from 20 ft,20,18
64,1,3:04.0,,Offensive rebound by J. Butler,20,18
65,1,2:58.0,,N. Mirotić misses 3-pt jump shot from 24 ft,20,18
66,1,2:57.0,Defensive rebound by M. Plumlee,,20,18
67,1,2:49.0,W. Chandler misses 3-pt jump shot from 24 ft,,20,18
68,1,2:47.0,,Defensive rebound by D. Valentine,20,18
69,1,2:42.0,,J. Butler misses 2-pt layup from 1 ft,20,18
70,1,2:41.0,Defensive rebound by W. Barton,,20,18
71,1,2:40.0,Personal foul by R. Lopez (drawn by W. Barton),,20,18
72,1,2:40.0,Denver full timeout,,20,18
73,1,2:40.0,G. Harris enters the game for W. Chandler,,20,18
74,1,2:40.0,D. Gallinari enters the game for N. Jokić,,20,18
75,1,2:30.0,W. Barton misses 2-pt jump shot from 14 ft,,20,18
76,1,2:29.0,,Defensive rebound by D. Valentine,20,18
77,1,2:05.0,,D. Valentine misses 3-pt jump shot from 27 ft,20,18
78,1,2:04.0,Defensive rebound by M. Plumlee,,20,18
79,1,1:46.0,M. Plumlee misses 2-pt layup from 2 ft (block by R. Lopez),,20,18
80,1,1:45.0,,Defensive rebound by R. Rondo,20,18
81,1,1:31.0,,R. Rondo makes 2-pt layup from 2 ft (assist by R. Lopez),20,20
82,1,1:14.0,W. Barton misses 3-pt jump shot from 25 ft,,20,20
83,1,1:13.0,,Defensive rebound by R. Rondo,20,20
84,1,1:00.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by J. Butler),20,23
85,1,0:53.0,J. Murray makes 2-pt layup from 1 ft,,22,23
86,1,0:40.0,,R. Rondo makes 2-pt layup from 3 ft,22,25
87,1,0:30.0,J. Murray misses 3-pt jump shot from 25 ft,,22,25
88,1,0:30.0,,Defensive rebound by Team,22,25
89,1,0:25.0,,R. Rondo misses 3-pt jump shot from 26 ft,22,25
90,1,0:23.0,Defensive rebound by W. Barton,,22,25
91,1,0:06.0,W. Barton misses 2-pt jump shot from 6 ft,,22,25
92,1,0:05.0,Offensive rebound by Team,,22,25
93,1,0:02.0,D. Gallinari misses 2-pt jump shot from 18 ft,,22,25
94,1,0:01.0,,Defensive rebound by R. Rondo,22,25
95,2,11:49.0,,C. Felício makes 2-pt dunk at rim (assist by R. Rondo),22,27
96,2,11:27.0,Shooting foul by C. Payne (drawn by J. Murray),,22,27
97,2,11:27.0,J. Murray makes free throw 1 of 2,,23,27
98,2,11:27.0,J. Murray makes free throw 2 of 2,,24,27
99,2,11:13.0,,Turnover by N. Mirotić (bad pass; steal by W. Barton),24,27
100,2,11:10.0,G. Harris makes 2-pt dunk from 1 ft (assist by W. Barton),,26,27
101,2,10:50.0,,D. Valentine makes 2-pt jump shot from 11 ft,26,29
102,2,10:36.0,Turnover by J. Murray (bad pass; steal by R. Rondo),,26,29
103,2,10:33.0,,Shooting foul by J. Murray (drawn by R. Rondo),26,29
104,2,10:33.0,,R. Rondo makes free throw 1 of 2,26,30
105,2,10:33.0,,R. Rondo makes free throw 2 of 2,26,31
106,2,10:20.0,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Murray),,28,31
107,2,10:03.0,,C. Payne misses 2-pt jump shot from 9 ft,28,31
108,2,10:02.0,,Offensive rebound by C. Payne,28,31
109,2,10:00.0,,C. Payne misses 2-pt jump shot from 7 ft,28,31
110,2,9:59.0,Defensive rebound by J. Murray,,28,31
111,2,9:51.0,M. Plumlee makes 2-pt jump shot from 17 ft (assist by J. Murray),,30,31
112,2,9:41.0,,R. Rondo makes 2-pt jump shot from 7 ft,30,33
113,2,9:28.0,J. Murray makes 2-pt jump shot from 17 ft,,32,33
114,2,9:19.0,,Def 3 sec tech foul by J. Murray,32,33
115,2,9:19.0,,N. Mirotić makes technical free throw,32,34
116,2,9:13.0,,R. Rondo misses 2-pt layup from 2 ft,32,34
117,2,9:13.0,,Offensive rebound by C. Felício,32,34
118,2,9:13.0,,C. Felício makes 2-pt layup from 1 ft,32,36
119,2,9:13.0,,Shooting foul by G. Harris (drawn by C. Felício),32,36
120,2,9:13.0,,C. Felício misses free throw 1 of 1,32,36
121,2,9:11.0,Defensive rebound by M. Plumlee,,32,36
122,2,9:03.0,J. Murray makes 3-pt jump shot from 26 ft (assist by W. Barton),,35,36
123,2,8:44.0,,D. Valentine misses 3-pt jump shot from 25 ft,35,36
124,2,8:43.0,Defensive rebound by J. Murray,,35,36
125,2,8:39.0,J. Murray misses 2-pt layup from 2 ft (block by N. Mirotić),,35,36
126,2,8:39.0,Offensive rebound by Team,,35,36
127,2,8:39.0,Denver full timeout,,35,36
128,2,8:33.0,W. Barton misses 2-pt jump shot from 6 ft,,35,36
129,2,8:32.0,,Defensive rebound by N. Mirotić,35,36
130,2,8:28.0,,R. Rondo makes 2-pt layup from 1 ft,35,38
131,2,8:07.0,Turnover by W. Barton (lost ball; steal by R. Rondo),,35,38
132,2,8:00.0,,C. Felício makes 2-pt layup from 1 ft (assist by N. Mirotić),35,40
133,2,8:00.0,,Shooting foul by M. Plumlee (drawn by C. Felício),35,40
134,2,8:00.0,Denver full timeout,,35,40
135,2,8:00.0,J. Hernangómez enters the game for G. Harris,,35,40
136,2,8:00.0,,D. Wade enters the game for C. Payne,35,40
137,2,8:00.0,,C. Felício makes free throw 1 of 1,35,41
138,2,7:39.0,M. Plumlee misses 2-pt hook shot from 7 ft,,35,41
139,2,7:38.0,,Defensive rebound by D. Wade,35,41
140,2,7:34.0,,C. Felício makes 2-pt dunk at rim (assist by R. Rondo),35,43
141,2,7:14.0,D. Gallinari misses 2-pt jump shot from 20 ft,,35,43
142,2,7:13.0,Offensive rebound by D. Gallinari,,35,43
143,2,7:11.0,Shooting foul by C. Felício (drawn by D. Gallinari),,35,43
144,2,7:11.0,D. Gallinari makes free throw 1 of 2,,36,43
145,2,7:11.0,N. Jokić enters the game for M. Plumlee,,36,43
146,2,7:11.0,J. Nelson enters the game for J. Murray,,36,43
147,2,7:11.0,D. Gallinari makes free throw 2 of 2,,37,43
148,2,6:57.0,,D. Valentine makes 2-pt layup from 2 ft,37,45
149,2,6:41.0,Shooting foul by C. Felício (drawn by D. Gallinari),,37,45
150,2,6:41.0,D. Gallinari misses free throw 1 of 2,,37,45
151,2,6:41.0,Offensive rebound by Team,,37,45
152,2,6:41.0,G. Harris enters the game for W. Barton,,37,45
153,2,6:41.0,,J. Butler enters the game for R. Rondo,37,45
154,2,6:41.0,,C. Payne enters the game for D. Valentine,37,45
155,2,6:41.0,D. Gallinari makes free throw 2 of 2,,38,45
156,2,6:23.0,,D. Wade makes 2-pt jump shot from 14 ft,38,47
157,2,6:02.0,G. Harris misses 3-pt jump shot from 27 ft,,38,47
158,2,6:01.0,,Defensive rebound by C. Payne,38,47
159,2,5:52.0,,C. Payne misses 3-pt jump shot from 24 ft,38,47
160,2,5:51.0,,Offensive rebound by D. Wade,38,47
161,2,5:49.0,,D. Wade misses 2-pt layup from 1 ft,38,47
162,2,5:48.0,Defensive rebound by N. Jokić,,38,47
163,2,5:38.0,G. Harris misses 3-pt jump shot from 26 ft,,38,47
164,2,5:37.0,,Defensive rebound by D. Wade,38,47
165,2,5:26.0,,J. Butler misses 3-pt jump shot from 25 ft,38,47
166,2,5:25.0,Defensive rebound by N. Jokić,,38,47
167,2,5:07.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by G. Harris),,41,47
168,2,4:52.0,,Personal foul by J. Hernangómez,41,47
169,2,4:52.0,W. Chandler enters the game for D. Gallinari,,41,47
170,2,4:44.0,,C. Payne misses 3-pt jump shot from 25 ft,41,47
171,2,4:43.0,Defensive rebound by W. Chandler,,41,47
172,2,4:33.0,N. Jokić makes 3-pt jump shot from 26 ft,,44,47
173,2,4:30.0,,Chicago full timeout,44,47
174,2,4:30.0,,R. Lopez enters the game for C. Felício,44,47
175,2,4:17.0,,D. Wade misses 2-pt jump shot from 4 ft,44,47
176,2,4:15.0,,Offensive rebound by J. Butler,44,47
177,2,4:15.0,,J. Butler makes 2-pt layup from 1 ft,44,49
178,2,3:56.0,W. Chandler makes 2-pt jump shot from 16 ft,,46,49
179,2,3:30.0,,R. Lopez misses 2-pt hook shot from 6 ft,46,49
180,2,3:29.0,,Offensive rebound by R. Lopez,46,49
181,2,3:27.0,,Turnover by R. Lopez (lost ball; steal by G. Harris),46,49
182,2,3:22.0,G. Harris makes 2-pt jump shot from 12 ft,,48,49
183,2,3:01.0,,D. Wade makes 2-pt jump shot from 14 ft,48,51
184,2,2:48.0,Shooting foul by R. Lopez (drawn by J. Hernangómez),,48,51
185,2,2:48.0,J. Hernangómez makes free throw 1 of 2,,49,51
186,2,2:48.0,,R. Rondo enters the game for C. Payne,49,51
187,2,2:48.0,J. Hernangómez makes free throw 2 of 2,,50,51
188,2,2:32.0,,Turnover by D. Wade (lost ball; steal by G. Harris),50,51
189,2,2:32.0,Turnover by J. Hernangómez (lost ball),,50,51
190,2,2:32.0,D. Gallinari enters the game for J. Hernangómez,,50,51
191,2,2:20.0,,R. Rondo misses 2-pt layup from 2 ft,50,51
192,2,2:19.0,Defensive rebound by N. Jokić,,50,51
193,2,2:09.0,J. Nelson makes 2-pt jump shot from 20 ft,,52,51
194,2,1:50.0,,R. Lopez misses 2-pt hook shot from 6 ft,52,51
195,2,1:49.0,Defensive rebound by J. Nelson,,52,51
196,2,1:45.0,Personal foul by R. Rondo (drawn by W. Chandler),,52,51
197,2,1:45.0,W. Chandler makes free throw 1 of 2,,53,51
198,2,1:45.0,,B. Portis enters the game for N. Mirotić,53,51
199,2,1:45.0,W. Chandler makes free throw 2 of 2,,54,51
200,2,1:32.0,,D. Wade makes 2-pt dunk at rim (assist by R. Rondo),54,53
201,2,1:17.0,Turnover by J. Nelson (traveling),,54,53
202,2,1:10.0,,Personal foul by J. Nelson (drawn by J. Butler),54,53
203,2,1:10.0,,J. Butler makes free throw 1 of 2,54,54
204,2,1:10.0,,J. Butler makes free throw 2 of 2,54,55
205,2,1:00.0,J. Nelson makes 2-pt jump shot from 19 ft (assist by N. Jokić),,56,55
206,2,0:42.0,,R. Rondo misses 2-pt layup from 3 ft,56,55
207,2,0:42.0,,Offensive rebound by R. Lopez,56,55
208,2,0:42.0,,R. Lopez makes 2-pt layup from 1 ft,56,57
209,2,0:25.0,N. Jokić misses 2-pt jump shot from 9 ft (block by R. Lopez),,56,57
210,2,0:24.0,,Defensive rebound by B. Portis,56,57
211,2,0:20.0,,D. Wade makes 2-pt layup from 2 ft (assist by R. Rondo),56,59
212,2,0:03.0,Turnover by W. Chandler (lost ball; steal by J. Butler),,56,59
213,3,11:43.0,,R. Lopez misses 2-pt hook shot from 4 ft,56,59
214,3,11:39.0,Defensive rebound by N. Jokić,,56,59
215,3,11:31.0,G. Harris makes 2-pt jump shot from 11 ft (assist by N. Jokić),,58,59
216,3,11:13.0,,Shooting foul by J. Nelson (drawn by J. Grant),58,59
217,3,11:13.0,,J. Grant makes free throw 1 of 2,58,60
218,3,11:13.0,,J. Grant makes free throw 2 of 2,58,61
219,3,11:02.0,G. Harris misses 3-pt jump shot from 25 ft,,58,61
220,3,11:01.0,,Defensive rebound by J. Butler,58,61
221,3,10:48.0,,J. Butler makes 2-pt jump shot from 8 ft,58,63
222,3,10:25.0,D. Gallinari makes 2-pt layup from 3 ft,,60,63
223,3,10:08.0,,B. Portis makes 3-pt jump shot from 23 ft (assist by R. Lopez),60,66
224,3,9:52.0,N. Jokić misses 2-pt hook shot from 5 ft,,60,66
225,3,9:52.0,,Defensive rebound by Team,60,66
226,3,9:38.0,,R. Lopez makes 2-pt jump shot from 19 ft (assist by D. Wade),60,68
227,3,9:37.0,Denver full timeout,,60,68
228,3,9:26.0,Shooting foul by B. Portis (drawn by W. Chandler),,60,68
229,3,9:26.0,W. Chandler makes free throw 1 of 2,,61,68
230,3,9:26.0,W. Chandler makes free throw 2 of 2,,62,68
231,3,9:09.0,,B. Portis makes 2-pt jump shot from 15 ft (assist by D. Wade),62,70
232,3,8:52.0,W. Chandler misses 2-pt jump shot from 12 ft,,62,70
233,3,8:51.0,Offensive rebound by W. Chandler,,62,70
234,3,8:45.0,J. Nelson misses 3-pt jump shot from 26 ft,,62,70
235,3,8:44.0,Offensive rebound by G. Harris,,62,70
236,3,8:34.0,W. Chandler makes 2-pt jump shot from 20 ft,,64,70
237,3,8:16.0,,R. Lopez misses 2-pt jump shot from 21 ft,64,70
238,3,8:14.0,Defensive rebound by W. Chandler,,64,70
239,3,8:01.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,66,70
240,3,7:39.0,,R. Lopez misses 2-pt jump shot from 7 ft (block by N. Jokić),66,70
241,3,7:37.0,Defensive rebound by G. Harris,,66,70
242,3,7:35.0,Personal foul by B. Portis (drawn by N. Jokić),,66,70
243,3,7:32.0,G. Harris misses 2-pt layup from 1 ft,,66,70
244,3,7:31.0,,Defensive rebound by B. Portis,66,70
245,3,7:22.0,,Personal foul by D. Gallinari (drawn by J. Butler),66,70
246,3,7:06.0,,J. Grant makes 2-pt jump shot from 22 ft,66,72
247,3,7:01.0,Turnover by J. Nelson (step out of bounds),,66,72
248,3,6:46.0,,J. Butler misses 2-pt layup from 1 ft,66,72
249,3,6:43.0,Defensive rebound by N. Jokić,,66,72
250,3,6:36.0,Shooting foul by R. Lopez (drawn by W. Chandler),,66,72
251,3,6:36.0,W. Chandler makes free throw 1 of 2,,67,72
252,3,6:36.0,W. Chandler makes free throw 2 of 2,,68,72
253,3,6:20.0,,D. Wade misses 2-pt jump shot from 16 ft,68,72
254,3,6:19.0,Defensive rebound by G. Harris,,68,72
255,3,6:10.0,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Nelson),,71,72
256,3,6:10.0,,Chicago full timeout,71,72
257,3,6:10.0,,R. Rondo enters the game for D. Wade,71,72
258,3,6:10.0,,D. Valentine enters the game for J. Grant,71,72
259,3,6:10.0,M. Plumlee enters the game for D. Gallinari,,71,72
260,3,6:10.0,W. Barton enters the game for G. Harris,,71,72
261,3,6:01.0,,Personal foul by W. Chandler (drawn by J. Butler),71,72
262,3,5:51.0,,B. Portis misses 3-pt jump shot from 23 ft,71,72
263,3,5:50.0,Defensive rebound by W. Barton,,71,72
264,3,5:38.0,Offensive foul by M. Plumlee (drawn by R. Rondo),,71,72
265,3,5:38.0,Turnover by M. Plumlee (offensive foul),,71,72
266,3,5:21.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by D. Valentine),71,75
267,3,5:00.0,W. Barton makes 2-pt jump shot from 7 ft,,73,75
268,3,4:44.0,,J. Butler misses 2-pt jump shot from 12 ft,73,75
269,3,4:42.0,Defensive rebound by N. Jokić,,73,75
270,3,4:26.0,W. Chandler misses 2-pt jump shot from 18 ft,,73,75
271,3,4:25.0,,Defensive rebound by D. Valentine,73,75
272,3,4:21.0,,Turnover by D. Valentine (bad pass),73,75
273,3,4:06.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by N. Jokić),,76,75
274,3,3:52.0,,R. Rondo makes 2-pt jump shot from 22 ft,76,77
275,3,3:34.0,W. Barton misses 2-pt layup from 2 ft,,76,77
276,3,3:32.0,Offensive rebound by N. Jokić,,76,77
277,3,3:32.0,N. Jokić misses 2-pt layup from 1 ft,,76,77
278,3,3:31.0,Offensive rebound by N. Jokić,,76,77
279,3,3:31.0,N. Jokić makes 2-pt layup from 1 ft,,78,77
280,3,3:08.0,,R. Rondo makes 2-pt jump shot from 15 ft (assist by R. Lopez),78,79
281,3,2:58.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Barton),,81,79
282,3,2:30.0,,R. Rondo misses 3-pt jump shot from 25 ft,81,79
283,3,2:30.0,Defensive rebound by N. Jokić,,81,79
284,3,2:21.0,W. Chandler makes 2-pt jump shot from 5 ft (assist by N. Jokić),,83,79
285,3,2:21.0,Shooting foul by R. Rondo (drawn by W. Chandler),,83,79
286,3,2:21.0,W. Chandler misses free throw 1 of 1,,83,79
287,3,2:21.0,,C. Felício enters the game for R. Lopez,83,79
288,3,2:19.0,,Defensive rebound by B. Portis,83,79
289,3,2:00.0,,Turnover by C. Felício (lost ball),83,79
290,3,1:45.0,W. Barton misses 3-pt jump shot from 25 ft,,83,79
291,3,1:44.0,,Defensive rebound by C. Felício,83,79
292,3,1:33.0,,J. Butler misses 2-pt jump shot from 11 ft,83,79
293,3,1:32.0,Defensive rebound by N. Jokić,,83,79
294,3,1:25.0,Personal foul by D. Valentine (drawn by N. Jokić),,83,79
295,3,1:25.0,N. Jokić makes free throw 1 of 2,,84,79
296,3,1:25.0,,N. Mirotić enters the game for B. Portis,84,79
297,3,1:25.0,J. Murray enters the game for J. Nelson,,84,79
298,3,1:25.0,N. Jokić makes free throw 2 of 2,,85,79
299,3,1:03.0,,J. Butler misses 2-pt jump shot from 22 ft,85,79
300,3,1:02.0,Defensive rebound by M. Plumlee,,85,79
301,3,0:53.0,Personal foul by J. Butler (drawn by J. Murray),,85,79
302,3,0:53.0,J. Murray makes free throw 1 of 2,,86,79
303,3,0:53.0,J. Murray makes free throw 2 of 2,,87,79
304,3,0:46.0,,R. Rondo makes 2-pt layup from 2 ft,87,81
305,3,0:34.0,Personal foul by N. Mirotić (drawn by M. Plumlee),,87,81
306,3,0:34.0,N. Jokić makes free throw 1 of 2,,88,81
307,3,0:34.0,N. Jokić makes free throw 2 of 2,,89,81
308,3,0:25.0,,Personal foul by N. Jokić (drawn by J. Butler),89,81
309,3,0:14.0,,N. Mirotić makes 2-pt jump shot from 11 ft (assist by J. Butler),89,83
310,3,0:05.0,W. Barton makes 2-pt layup from 2 ft,,91,83
311,3,0:00.0,,J. Butler misses 3-pt jump shot from 42 ft,91,83
312,3,0:00.0,,Offensive rebound by Team,91,83
313,4,11:45.0,Turnover by W. Barton (bad pass; steal by R. Rondo),,91,83
314,4,11:26.0,,C. Payne misses 2-pt jump shot from 18 ft,91,83
315,4,11:25.0,Defensive rebound by M. Plumlee,,91,83
316,4,11:21.0,Personal foul by N. Mirotić (drawn by M. Plumlee),,91,83
317,4,11:12.0,Shooting foul by N. Mirotić (drawn by D. Gallinari),,91,83
318,4,11:12.0,D. Gallinari makes free throw 1 of 2,,92,83
319,4,11:12.0,D. Gallinari makes free throw 2 of 2,,93,83
320,4,11:01.0,,C. Payne misses 3-pt jump shot from 25 ft,93,83
321,4,10:59.0,Defensive rebound by M. Plumlee,,93,83
322,4,10:51.0,J. Murray misses 2-pt layup from 3 ft,,93,83
323,4,10:51.0,,Defensive rebound by Team,93,83
324,4,10:51.0,Loose ball foul by M. Plumlee (drawn by N. Mirotić),,93,83
325,4,10:37.0,,R. Rondo misses 2-pt jump shot from 13 ft,93,83
326,4,10:36.0,Defensive rebound by W. Barton,,93,83
327,4,10:28.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,96,83
328,4,10:28.0,,Chicago full timeout,96,83
329,4,10:28.0,,D. Wade enters the game for C. Payne,96,83
330,4,10:14.0,,Turnover by R. Rondo (bad pass),96,83
331,4,10:01.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by M. Plumlee),,99,83
332,4,9:44.0,,D. Wade makes 3-pt jump shot from 25 ft (assist by N. Mirotić),99,86
333,4,9:27.0,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Murray),,101,86
334,4,9:16.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by R. Rondo),101,89
335,4,9:02.0,J. Murray misses 3-pt jump shot from 25 ft,,101,89
336,4,9:01.0,,Defensive rebound by D. Valentine,101,89
337,4,8:54.0,,D. Valentine misses 3-pt jump shot from 26 ft,101,89
338,4,8:53.0,,Offensive rebound by C. Felício,101,89
339,4,8:50.0,,D. Valentine misses 3-pt jump shot from 26 ft,101,89
340,4,8:49.0,Defensive rebound by W. Barton,,101,89
341,4,8:41.0,W. Barton makes 3-pt jump shot from 25 ft,,104,89
342,4,8:30.0,Offensive charge foul by D. Valentine (drawn by M. Plumlee),,104,89
343,4,8:30.0,,Turnover by D. Valentine (offensive foul),104,89
344,4,8:30.0,,J. Butler enters the game for C. Felício,104,89
345,4,8:09.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,107,89
346,4,7:49.0,,N. Mirotić misses 3-pt jump shot from 23 ft,107,89
347,4,7:48.0,Defensive rebound by W. Barton,,107,89
348,4,7:45.0,,Offensive charge foul by W. Barton (drawn by R. Rondo),107,89
349,4,7:45.0,Turnover by W. Barton (offensive foul),,107,89
350,4,7:30.0,,Turnover by N. Mirotić (lost ball; steal by M. Plumlee),107,89
351,4,7:25.0,J. Murray makes 3-pt jump shot from 24 ft (assist by G. Harris),,110,89
352,4,7:25.0,,Chicago full timeout,110,89
353,4,7:25.0,,C. Payne enters the game for R. Rondo,110,89
354,4,7:25.0,,B. Portis enters the game for N. Mirotić,110,89
355,4,7:15.0,,D. Wade makes 2-pt layup from 3 ft (assist by C. Payne),110,91
356,4,7:15.0,,Shooting foul by M. Plumlee (drawn by D. Wade),110,91
357,4,7:15.0,,D. Wade makes free throw 1 of 1,110,92
358,4,6:50.0,D. Gallinari misses 3-pt jump shot from 27 ft,,110,92
359,4,6:50.0,Offensive rebound by G. Harris,,110,92
360,4,6:50.0,Personal foul by D. Valentine (drawn by G. Harris),,110,92
361,4,6:41.0,W. Barton misses 3-pt jump shot from 24 ft,,110,92
362,4,6:40.0,,Defensive rebound by D. Valentine,110,92
363,4,6:33.0,,D. Wade misses 2-pt jump shot from 7 ft,110,92
364,4,6:32.0,Defensive rebound by D. Gallinari,,110,92
365,4,6:06.0,J. Murray misses 3-pt jump shot from 25 ft,,110,92
366,4,6:05.0,,Defensive rebound by D. Valentine,110,92
367,4,5:58.0,,Offensive foul by B. Portis (drawn by J. Murray),110,92
368,4,5:58.0,,Turnover by B. Portis (offensive foul),110,92
369,4,5:58.0,N. Jokić enters the game for M. Plumlee,,110,92
370,4,5:58.0,J. Nelson enters the game for J. Murray,,110,92
371,4,5:43.0,W. Barton makes 2-pt layup from 2 ft (assist by G. Harris),,112,92
372,4,5:34.0,,Turnover by D. Valentine (step out of bounds),112,92
373,4,5:19.0,G. Harris makes 2-pt layup from 2 ft,,114,92
374,4,5:07.0,,B. Portis misses 2-pt jump shot from 19 ft,114,92
375,4,5:06.0,Defensive rebound by N. Jokić,,114,92
376,4,4:52.0,Turnover by N. Jokić (bad pass; steal by J. Butler),,114,92
377,4,4:46.0,,D. Wade makes 3-pt jump shot from 25 ft (assist by J. Butler),114,95
378,4,4:24.0,W. Barton makes 2-pt jump shot from 5 ft,,116,95
379,4,4:15.0,,C. Payne misses 2-pt layup from 2 ft,116,95
380,4,4:15.0,,Offensive rebound by Team,116,95
381,4,4:15.0,W. Chandler enters the game for D. Gallinari,,116,95
382,4,4:08.0,,Turnover by D. Wade (bad pass; steal by W. Barton),116,95
