,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ORLANDO_ACTION,SACRAMENTO_SCORE,ORLANDO_SCORE
384,4,3:24.0,Sacramento full timeout,,92,98
385,4,3:24.0,,N. Vučević misses free throw 2 of 2,92,98
386,4,3:23.0,Defensive rebound by B. McLemore,,92,98
387,4,3:05.0,D. Cousins misses 2-pt jump shot from 11 ft,,92,98
388,4,3:04.0,,Defensive rebound by A. Gordon,92,98
389,4,2:40.0,,E. Payton misses 3-pt jump shot from 26 ft,92,98
390,4,2:38.0,,Offensive rebound by A. Gordon,92,98
391,4,2:21.0,,Shooting foul by R. Gay (drawn by E. Fournier),92,98
392,4,2:21.0,,E. Fournier makes free throw 1 of 2,92,99
393,4,2:21.0,O. Casspi enters the game for W. Cauley-Stein,,92,99
394,4,2:21.0,,E. Fournier makes free throw 2 of 2,92,100
395,4,2:06.0,R. Gay misses 2-pt jump shot from 9 ft,,92,100
396,4,2:03.0,Offensive rebound by B. McLemore,,92,100
397,4,2:02.0,Turnover by B. McLemore (lost ball; steal by N. Vučević),,92,100
398,4,2:00.0,Offensive charge foul by A. Gordon (drawn by D. Cousins),,92,100
399,4,2:00.0,,Turnover by A. Gordon (offensive foul),92,100
400,4,1:53.0,Turnover by B. McLemore (bad pass),,92,100
401,4,1:42.0,,Personal foul by R. Gay (drawn by N. Vučević),92,100
402,4,1:42.0,,N. Vučević misses free throw 1 of 2,92,100
403,4,1:42.0,,Offensive rebound by Team,92,100
404,4,1:42.0,,N. Vučević makes free throw 2 of 2,92,101
405,4,1:25.0,R. Gay misses 2-pt layup from 2 ft (block by S. Ibaka),,92,101
406,4,1:23.0,,Defensive rebound by A. Gordon,92,101
407,4,1:02.0,,E. Payton misses 2-pt layup from 3 ft,92,101
408,4,1:01.0,Defensive rebound by R. Gay,,92,101
409,4,0:54.0,D. Cousins misses 3-pt jump shot from 25 ft,,92,101
410,4,0:53.0,,Defensive rebound by Team,92,101
411,4,0:53.0,Loose ball foul by B. McLemore (drawn by E. Fournier),,92,101
412,4,0:53.0,,E. Fournier makes free throw 1 of 2,92,102
413,4,0:53.0,,E. Fournier misses free throw 2 of 2,92,102
414,4,0:52.0,,Offensive rebound by N. Vučević,92,102
415,4,0:27.0,,A. Gordon misses 3-pt jump shot from 24 ft,92,102
416,4,0:25.0,Defensive rebound by R. Gay,,92,102
417,4,0:22.0,O. Casspi makes 2-pt layup from 2 ft (assist by R. Gay),,94,102
