,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
379,4,3:08.0,A. Davis makes 2-pt jump shot from 5 ft (assist by T. Frazier),,111,89
380,4,3:08.0,Shooting foul by M. Delaney (drawn by A. Davis),,111,89
381,4,3:08.0,A. Davis makes free throw 1 of 1,,112,89
382,4,2:47.0,,Turnover by T. Prince (bad pass; steal by T. Frazier),112,89
383,4,2:45.0,,Violation by T. Prince (kicked ball),112,89
384,4,2:45.0,,Atlanta full timeout,112,89
385,4,2:45.0,,K. Humphries enters the game for K. Korver,112,89
386,4,2:45.0,L. Galloway enters the game for D. Cunningham,,112,89
387,4,2:45.0,T. Jones enters the game for A. Davis,,112,89
388,4,2:45.0,A. Brown enters the game for J. Holiday,,112,89
389,4,2:34.0,S. Hill misses 3-pt jump shot from 24 ft,,112,89
390,4,2:33.0,Offensive rebound by A. Brown,,112,89
391,4,2:31.0,Turnover by A. Brown (back court),,112,89
392,4,2:25.0,,Personal foul by A. Brown (drawn by T. Prince),112,89
393,4,2:25.0,B. Hield enters the game for S. Hill,,112,89
394,4,2:07.0,,T. Prince makes 3-pt jump shot from 23 ft,112,92
395,4,1:49.0,A. Brown misses 3-pt jump shot from 26 ft,,112,92
396,4,1:47.0,,Defensive rebound by K. Humphries,112,92
397,4,1:42.0,,Turnover by T. Prince (bad pass; steal by T. Frazier),112,92
398,4,1:17.0,Turnover by Team (shot clock),,112,92
399,4,1:08.0,,Turnover by M. Delaney (bad pass; steal by L. Galloway),112,92
400,4,0:48.0,T. Jones misses 2-pt jump shot from 10 ft,,112,92
401,4,0:46.0,,Defensive rebound by K. Humphries,112,92
402,4,0:43.0,,Personal foul by L. Galloway (drawn by R. Kelly),112,92
403,4,0:32.0,,K. Humphries makes 2-pt layup from 2 ft (assist by M. Delaney),112,94
404,4,0:14.0,Personal foul by K. Humphries (drawn by T. Frazier),,112,94
