,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
88,1,1:23.0,,T. Burke misses technical free throw,16,18
89,1,1:23.0,,Offensive rebound by Team,16,18
90,1,1:23.0,,J. Evans enters the game for R. Gobert,16,18
91,1,1:18.0,,T. Burke misses 3-pt jump shot from 25 ft,16,18
92,1,1:17.0,Defensive rebound by R. Evans,,16,18
93,1,1:02.0,C. Landry makes 2-pt layup from 2 ft (assist by R. Evans),,18,18
94,1,0:43.0,,C. Johnson misses 3-pt jump shot from 22 ft,18,18
95,1,0:41.0,Defensive rebound by A. Miller,,18,18
96,1,0:34.0,C. Landry makes 2-pt jump shot from 15 ft (assist by A. Miller),,20,18
97,1,0:17.0,,Personal foul by A. Miller (drawn by J. Ingles),20,18
98,1,0:06.0,,Turnover by T. Burke (lost ball; steal by A. Miller),20,18
99,1,0:02.0,Shooting foul by C. Johnson (drawn by B. McLemore),,20,18
100,1,0:02.0,B. McLemore makes free throw 1 of 2,,21,18
101,1,0:02.0,B. McLemore makes free throw 2 of 2,,22,18
102,1,0:00.0,,T. Burke makes 3-pt jump shot from 55 ft (assist by T. Booker),22,21
103,2,11:39.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by C. Johnson),22,23
104,2,11:27.0,Shooting foul by D. Favors (drawn by R. Evans),,22,23
105,2,11:27.0,R. Evans misses free throw 1 of 2,,22,23
106,2,11:27.0,Offensive rebound by Team,,22,23
107,2,11:27.0,,G. Hayward enters the game for C. Johnson,22,23
108,2,11:27.0,R. Evans misses free throw 2 of 2,,22,23
109,2,11:25.0,,Defensive rebound by D. Favors,22,23
110,2,11:14.0,,T. Burke misses 2-pt jump shot from 17 ft,22,23
111,2,11:13.0,Defensive rebound by O. Casspi,,22,23
112,2,10:59.0,Shooting foul by D. Favors (drawn by R. Evans),,22,23
113,2,10:59.0,R. Evans makes free throw 1 of 2,,23,23
114,2,10:59.0,R. Evans makes free throw 2 of 2,,24,23
115,2,10:49.0,,D. Favors misses 2-pt jump shot from 13 ft,24,23
116,2,10:48.0,Defensive rebound by R. Evans,,24,23
117,2,10:39.0,A. Miller makes 2-pt jump shot from 16 ft,,26,23
118,2,10:24.0,,T. Burke misses 2-pt layup from 2 ft,26,23
119,2,10:23.0,Defensive rebound by R. Evans,,26,23
120,2,10:17.0,O. Casspi makes 2-pt dunk at rim (assist by A. Miller),,28,23
121,2,10:11.0,,Utah full timeout,28,23
122,2,10:11.0,R. McCallum enters the game for B. McLemore,,28,23
123,2,10:11.0,,D. Exum enters the game for T. Burke,28,23
124,2,10:00.0,,Turnover by D. Favors (lost ball; steal by A. Miller),28,23
125,2,9:44.0,Shooting foul by J. Evans (drawn by D. Williams),,28,23
126,2,9:44.0,D. Williams misses free throw 1 of 2,,28,23
127,2,9:44.0,Offensive rebound by Team,,28,23
128,2,9:44.0,,T. Booker enters the game for J. Evans,28,23
129,2,9:44.0,D. Williams misses free throw 2 of 2,,28,23
130,2,9:42.0,,Defensive rebound by T. Booker,28,23
131,2,9:20.0,,J. Ingles makes 2-pt jump shot from 21 ft,28,25
132,2,8:59.0,A. Miller misses 2-pt layup from 2 ft (block by D. Favors),,28,25
133,2,8:57.0,Offensive rebound by D. Williams,,28,25
134,2,8:56.0,Personal foul by T. Booker (drawn by D. Williams),,28,25
135,2,8:43.0,D. Williams makes 2-pt dunk at rim (assist by R. McCallum),,30,25
136,2,8:19.0,,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),30,27
137,2,8:08.0,Turnover by O. Casspi (bad pass),,30,27
138,2,8:08.0,,R. Hood enters the game for J. Ingles,30,27
139,2,7:50.0,,D. Exum misses 3-pt jump shot from 23 ft,30,27
140,2,7:49.0,Defensive rebound by R. McCallum,,30,27
141,2,7:44.0,R. Evans makes 2-pt dunk at rim (assist by R. McCallum),,32,27
142,2,7:36.0,,Shooting foul by R. Evans (drawn by G. Hayward),32,27
143,2,7:36.0,,G. Hayward makes free throw 1 of 2,32,28
144,2,7:36.0,,R. Gobert enters the game for D. Favors,32,28
145,2,7:36.0,,G. Hayward makes free throw 2 of 2,32,29
146,2,7:24.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Evans),,35,29
147,2,7:09.0,,T. Booker misses 3-pt jump shot from 24 ft,35,29
148,2,7:09.0,Defensive rebound by Team,,35,29
149,2,7:09.0,J. Thompson enters the game for R. Evans,,35,29
150,2,6:53.0,O. Casspi misses 2-pt jump shot from 3 ft (block by R. Gobert),,35,29
151,2,6:53.0,Offensive rebound by Team,,35,29
152,2,6:45.0,D. Williams makes 3-pt jump shot from 24 ft,,38,29
153,2,6:29.0,,T. Booker makes 2-pt hook shot from 6 ft,38,31
154,2,6:19.0,D. Williams misses 3-pt jump shot from 25 ft,,38,31
155,2,6:18.0,,Defensive rebound by R. Gobert,38,31
156,2,6:04.0,,Shooting foul by O. Casspi (drawn by R. Hood),38,31
157,2,6:04.0,,R. Hood makes free throw 1 of 2,38,32
158,2,6:04.0,C. Landry enters the game for D. Williams,,38,32
159,2,6:04.0,,R. Hood makes free throw 2 of 2,38,33
160,2,5:46.0,J. Thompson makes 2-pt jump shot from 10 ft (assist by O. Casspi),,40,33
161,2,5:34.0,,R. Hood misses 3-pt jump shot from 25 ft,40,33
162,2,5:31.0,Defensive rebound by J. Thompson,,40,33
163,2,5:16.0,A. Miller misses 3-pt jump shot from 25 ft,,40,33
164,2,5:15.0,,Defensive rebound by G. Hayward,40,33
165,2,4:59.0,,Shooting foul by J. Thompson (drawn by R. Gobert),40,33
166,2,4:59.0,Official timeout,,40,33
167,2,4:59.0,,T. Burke enters the game for G. Hayward,40,33
168,2,4:59.0,,R. Gobert makes free throw 1 of 2,40,34
169,2,4:59.0,,R. Gobert makes free throw 2 of 2,40,35
170,2,4:42.0,C. Landry misses 2-pt jump shot from 3 ft (block by T. Booker),,40,35
171,2,4:40.0,Offensive rebound by J. Thompson,,40,35
172,2,4:35.0,A. Miller misses 2-pt jump shot from 15 ft,,40,35
173,2,4:35.0,Offensive rebound by Team,,40,35
174,2,4:35.0,Turnover by Team (shot clock),,40,35
175,2,4:13.0,,T. Booker misses 2-pt jump shot from 17 ft,40,35
176,2,4:12.0,Defensive rebound by J. Thompson,,40,35
177,2,3:55.0,J. Thompson misses 2-pt jump shot from 14 ft,,40,35
178,2,3:53.0,,Defensive rebound by T. Burke,40,35
179,2,3:49.0,Violation by J. Thompson (def goaltending),,40,35
180,2,3:49.0,,R. Hood makes 2-pt jump shot from 3 ft,40,37
181,2,3:41.0,O. Casspi misses 2-pt layup from 2 ft,,40,37
182,2,3:41.0,Offensive rebound by O. Casspi,,40,37
183,2,3:41.0,Shooting foul by R. Hood (drawn by O. Casspi),,40,37
184,2,3:41.0,O. Casspi makes free throw 1 of 2,,41,37
185,2,3:41.0,B. McLemore enters the game for A. Miller,,41,37
186,2,3:41.0,,C. Johnson enters the game for D. Exum,41,37
187,2,3:41.0,O. Casspi makes free throw 2 of 2,,42,37
188,2,3:15.0,,Turnover by R. Hood (bad pass; steal by R. McCallum),42,37
189,2,3:06.0,C. Landry misses 2-pt jump shot from 16 ft,,42,37
190,2,3:04.0,,Defensive rebound by T. Burke,42,37
191,2,2:58.0,,Turnover by T. Burke (bad pass),42,37
192,2,2:58.0,Sacramento full timeout,,42,37
193,2,2:58.0,,J. Ingles enters the game for T. Booker,42,37
194,2,2:42.0,O. Casspi makes 3-pt jump shot from 26 ft (assist by J. Thompson),,45,37
195,2,2:28.0,,Turnover by T. Burke (bad pass; steal by B. McLemore),45,37
196,2,2:22.0,J. Thompson misses 2-pt dunk at rim,,45,37
197,2,2:20.0,,Defensive rebound by R. Gobert,45,37
198,2,2:12.0,,Turnover by J. Ingles (lost ball),45,37
199,2,2:04.0,R. McCallum misses 2-pt jump shot from 17 ft,,45,37
200,2,2:03.0,,Defensive rebound by R. Hood,45,37
201,2,1:51.0,,R. Hood makes 2-pt jump shot from 10 ft,45,39
202,2,1:42.0,,Violation by R. Gobert (def goaltending),45,39
203,2,1:42.0,O. Casspi makes 2-pt jump shot from 16 ft,,47,39
204,2,1:39.0,,Utah full timeout,47,39
205,2,1:39.0,,J. Cooley enters the game for R. Gobert,47,39
206,2,1:39.0,,J. Evans enters the game for C. Johnson,47,39
207,2,1:23.0,,J. Ingles misses 3-pt jump shot from 24 ft,47,39
208,2,1:22.0,Defensive rebound by R. McCallum,,47,39
209,2,1:03.0,Turnover by O. Casspi (bad pass; steal by J. Ingles),,47,39
210,2,1:00.0,,Shooting foul by B. McLemore (drawn by J. Evans),47,39
211,2,1:00.0,,J. Evans makes free throw 1 of 2,47,40
212,2,1:00.0,D. Williams enters the game for O. Casspi,,47,40
213,2,1:00.0,,J. Evans makes free throw 2 of 2,47,41
214,2,0:50.0,Personal foul by J. Cooley (drawn by J. Thompson),,47,41
215,2,0:50.0,J. Thompson makes free throw 1 of 2,,48,41
216,2,0:50.0,J. Thompson makes free throw 2 of 2,,49,41
217,2,0:36.0,,T. Burke makes 2-pt layup from 3 ft,49,43
218,2,0:22.0,B. McLemore misses 3-pt jump shot from 25 ft,,49,43
219,2,0:20.0,Offensive rebound by J. Thompson,,49,43
220,2,0:01.0,C. Landry misses 2-pt jump shot from 4 ft (block by R. Hood),,49,43
221,2,0:00.0,Offensive rebound by Team,,49,43
222,3,11:40.0,,R. Hood misses 2-pt jump shot from 19 ft,49,43
223,3,11:38.0,,Offensive rebound by R. Gobert,49,43
224,3,11:28.0,,D. Exum makes 3-pt jump shot from 22 ft (assist by D. Favors),49,46
225,3,11:02.0,Personal foul by D. Exum (drawn by J. Thompson),,49,46
226,3,10:50.0,R. McCallum misses 2-pt jump shot from 18 ft,,49,46
227,3,10:48.0,,Defensive rebound by Team,49,46
228,3,10:21.0,,D. Exum misses 3-pt jump shot from 24 ft,49,46
229,3,10:19.0,,Offensive rebound by D. Favors,49,46
230,3,10:09.0,,Shooting foul by C. Landry (drawn by D. Favors),49,46
231,3,10:09.0,,R. Gobert misses free throw 1 of 2,49,46
232,3,10:09.0,,Offensive rebound by Team,49,46
233,3,10:09.0,,R. Gobert misses free throw 2 of 2,49,46
234,3,10:08.0,Defensive rebound by J. Thompson,,49,46
235,3,9:49.0,B. McLemore misses 2-pt jump shot from 8 ft,,49,46
236,3,9:47.0,,Defensive rebound by R. Gobert,49,46
237,3,9:39.0,,Turnover by D. Exum (bad pass; steal by R. McCallum),49,46
238,3,9:30.0,Personal foul by R. Gobert (drawn by J. Thompson),,49,46
239,3,9:20.0,C. Landry makes 2-pt jump shot from 12 ft,,51,46
240,3,9:02.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by R. Gobert),51,49
241,3,8:46.0,R. McCallum makes 3-pt jump shot from 24 ft (assist by O. Casspi),,54,49
242,3,8:35.0,,D. Favors makes 2-pt dunk at rim (assist by D. Exum),54,51
243,3,8:22.0,J. Thompson misses 2-pt jump shot from 20 ft,,54,51
244,3,8:21.0,,Defensive rebound by R. Hood,54,51
245,3,8:06.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by R. Gobert),54,54
246,3,8:04.0,Sacramento full timeout,,54,54
247,3,7:44.0,Turnover by O. Casspi (bad pass; steal by R. Gobert),,54,54
248,3,7:34.0,,G. Hayward misses 2-pt jump shot from 3 ft,54,54
249,3,7:33.0,,Offensive rebound by R. Gobert,54,54
250,3,7:33.0,,R. Gobert misses 2-pt tip-in from 1 ft,54,54
251,3,7:33.0,Defensive rebound by Team,,54,54
252,3,7:25.0,Shooting foul by R. Gobert (drawn by C. Landry),,54,54
253,3,7:25.0,C. Landry makes free throw 1 of 2,,55,54
254,3,7:25.0,C. Landry misses free throw 2 of 2,,55,54
255,3,7:24.0,,Defensive rebound by D. Favors,55,54
256,3,7:06.0,,D. Favors makes 2-pt jump shot from 19 ft (assist by R. Hood),55,56
257,3,6:56.0,J. Thompson misses 2-pt layup from 2 ft (block by R. Gobert),,55,56
258,3,6:56.0,Offensive rebound by Team,,55,56
259,3,6:50.0,C. Landry makes 2-pt dunk at rim (assist by O. Casspi),,57,56
260,3,6:31.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by G. Hayward),57,59
261,3,6:19.0,R. McCallum misses 2-pt jump shot from 6 ft,,57,59
262,3,6:17.0,,Defensive rebound by D. Favors,57,59
263,3,6:13.0,,R. Hood makes 2-pt layup from 1 ft (assist by D. Exum),57,61
264,3,6:07.0,R. McCallum misses 2-pt layup from 1 ft (block by D. Exum),,57,61
265,3,6:04.0,,Defensive rebound by R. Hood,57,61
266,3,6:02.0,,Turnover by R. Hood (lost ball),57,61
267,3,6:02.0,A. Miller enters the game for R. McCallum,,57,61
268,3,6:02.0,D. Williams enters the game for O. Casspi,,57,61
269,3,5:49.0,Turnover by A. Miller (bad pass),,57,61
270,3,5:49.0,R. Evans enters the game for J. Thompson,,57,61
271,3,5:37.0,,Turnover by D. Exum (lost ball),57,61
272,3,5:20.0,B. McLemore makes 2-pt layup from 2 ft,,59,61
273,3,5:02.0,,D. Favors misses 2-pt jump shot from 18 ft,59,61
274,3,4:59.0,Defensive rebound by R. Evans,,59,61
275,3,4:53.0,B. McLemore makes 2-pt layup from 1 ft,,61,61
276,3,4:53.0,Shooting foul by D. Favors (drawn by B. McLemore),,61,61
277,3,4:53.0,,J. Ingles enters the game for R. Hood,61,61
278,3,4:53.0,,T. Burke enters the game for G. Hayward,61,61
279,3,4:53.0,,T. Booker enters the game for D. Favors,61,61
280,3,4:53.0,B. McLemore makes free throw 1 of 1,,62,61
281,3,4:26.0,,D. Exum makes 3-pt jump shot from 24 ft,62,64
282,3,4:05.0,Shooting foul by T. Booker (drawn by B. McLemore),,62,64
283,3,4:05.0,B. McLemore makes free throw 1 of 2,,63,64
284,3,4:05.0,,C. Johnson enters the game for D. Exum,63,64
285,3,4:05.0,B. McLemore misses free throw 2 of 2,,63,64
286,3,4:04.0,,Defensive rebound by T. Booker,63,64
287,3,3:47.0,,T. Burke misses 2-pt jump shot from 17 ft,63,64
288,3,3:46.0,,Offensive rebound by T. Booker,63,64
289,3,3:46.0,,Personal foul by R. Evans (drawn by T. Booker),63,64
290,3,3:28.0,,J. Ingles makes 2-pt jump shot from 21 ft,63,66
291,3,3:15.0,D. Williams misses 3-pt jump shot from 25 ft,,63,66
292,3,3:15.0,Offensive rebound by Team,,63,66
293,3,3:15.0,O. Casspi enters the game for C. Landry,,63,66
294,3,3:05.0,R. Evans makes 2-pt dunk at rim,,65,66
295,3,2:43.0,,J. Ingles misses 2-pt jump shot from 19 ft,65,66
296,3,2:42.0,Defensive rebound by R. Evans,,65,66
297,3,2:34.0,D. Williams makes 2-pt dunk at rim (assist by A. Miller),,67,66
298,3,2:34.0,,Utah full timeout,67,66
299,3,2:34.0,,J. Evans enters the game for R. Gobert,67,66
300,3,2:25.0,,Offensive foul by J. Evans (drawn by D. Williams),67,66
301,3,2:25.0,,Turnover by J. Evans (offensive foul),67,66
302,3,2:04.0,R. Evans makes 2-pt layup from 1 ft (assist by O. Casspi),,69,66
303,3,1:53.0,,T. Burke misses 3-pt jump shot from 23 ft,69,66
304,3,1:51.0,,Offensive rebound by T. Booker,69,66
305,3,1:45.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by T. Booker),69,69
306,3,1:25.0,Turnover by O. Casspi (bad pass),,69,69
307,3,1:10.0,,Turnover by T. Burke (bad pass; steal by D. Williams),69,69
308,3,1:05.0,Shooting foul by C. Johnson (drawn by B. McLemore),,69,69
309,3,1:05.0,B. McLemore makes free throw 1 of 2,,70,69
310,3,1:05.0,B. McLemore misses free throw 2 of 2,,70,69
311,3,1:03.0,,Defensive rebound by T. Booker,70,69
312,3,0:45.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by J. Ingles),70,72
313,3,0:35.0,Shooting foul by J. Evans (drawn by D. Williams),,70,72
314,3,0:35.0,D. Williams misses free throw 1 of 2,,70,72
315,3,0:35.0,Offensive rebound by Team,,70,72
316,3,0:35.0,D. Williams makes free throw 2 of 2,,71,72
317,3,0:22.0,,Shooting foul by B. McLemore (drawn by C. Johnson),71,72
318,3,0:22.0,,C. Johnson makes free throw 1 of 3,71,73
319,3,0:22.0,,C. Johnson makes free throw 2 of 3,71,74
320,3,0:22.0,,C. Johnson makes free throw 3 of 3,71,75
321,3,0:03.0,A. Miller makes 2-pt jump shot from 1 ft,,73,75
322,3,0:01.0,,J. Ingles misses 3-pt jump shot from 49 ft,73,75
323,3,0:00.0,,Offensive rebound by Team,73,75
324,4,11:48.0,Turnover by A. Miller (lost ball; steal by C. Johnson),,73,75
325,4,11:29.0,,C. Johnson misses 3-pt jump shot from 22 ft,73,75
326,4,11:28.0,Defensive rebound by D. Williams,,73,75
327,4,11:22.0,O. Casspi misses 2-pt layup from 2 ft (block by D. Favors),,73,75
328,4,11:19.0,,Defensive rebound by J. Ingles,73,75
329,4,11:00.0,,D. Favors makes 2-pt jump shot from 13 ft (assist by J. Ingles),73,77
330,4,10:40.0,Personal foul by T. Burke (drawn by R. McCallum),,73,77
331,4,10:40.0,J. Thompson enters the game for R. Evans,,73,77
332,4,10:33.0,O. Casspi makes 3-pt jump shot from 25 ft,,76,77
333,4,10:14.0,,Shooting foul by J. Thompson (drawn by T. Booker),76,77
334,4,10:14.0,,T. Booker makes free throw 1 of 2,76,78
335,4,10:14.0,,T. Booker misses free throw 2 of 2,76,78
336,4,10:12.0,,Offensive rebound by D. Favors,76,78
337,4,10:04.0,,Turnover by T. Burke (bad pass; steal by D. Williams),76,78
338,4,9:55.0,J. Thompson makes 2-pt dunk at rim (assist by A. Miller),,78,78
339,4,9:37.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by T. Booker),78,81
340,4,9:15.0,J. Thompson misses 2-pt layup from 1 ft,,78,81
341,4,9:14.0,Offensive rebound by J. Thompson,,78,81
342,4,9:12.0,J. Thompson misses 2-pt jump shot from 3 ft (block by D. Favors),,78,81
343,4,9:09.0,,Defensive rebound by D. Favors,78,81
344,4,8:52.0,,D. Favors makes 2-pt layup from 1 ft (assist by J. Ingles),78,83
345,4,8:51.0,Sacramento full timeout,,78,83
346,4,8:51.0,,D. Exum enters the game for C. Johnson,78,83
347,4,8:51.0,,R. Hood enters the game for T. Burke,78,83
348,4,8:51.0,C. Landry enters the game for D. Williams,,78,83
349,4,8:31.0,Turnover by O. Casspi (bad pass; steal by D. Favors),,78,83
350,4,8:29.0,,R. Hood makes 2-pt layup from 1 ft,78,85
351,4,8:29.0,,Shooting foul by R. McCallum (drawn by R. Hood),78,85
352,4,8:29.0,,R. Hood makes free throw 1 of 1,78,86
353,4,8:10.0,Turnover by R. McCallum (bad pass; steal by J. Ingles),,78,86
354,4,8:06.0,,Shooting foul by A. Miller (drawn by T. Booker),78,86
355,4,8:06.0,,T. Booker misses free throw 1 of 2,78,86
356,4,8:06.0,,Offensive rebound by Team,78,86
357,4,8:06.0,B. McLemore enters the game for A. Miller,,78,86
358,4,8:06.0,D. Williams enters the game for O. Casspi,,78,86
359,4,8:06.0,,T. Booker makes free throw 2 of 2,78,87
360,4,7:53.0,C. Landry misses 2-pt jump shot from 16 ft,,78,87
361,4,7:52.0,,Defensive rebound by R. Hood,78,87
362,4,7:30.0,,D. Favors makes 2-pt jump shot from 14 ft (assist by R. Hood),78,89
363,4,7:13.0,R. McCallum misses 2-pt jump shot from 15 ft,,78,89
364,4,7:12.0,,Defensive rebound by T. Booker,78,89
365,4,7:04.0,,Personal foul by J. Thompson (drawn by D. Favors),78,89
366,4,7:04.0,,C. Johnson enters the game for J. Ingles,78,89
367,4,7:04.0,,R. Gobert enters the game for D. Favors,78,89
368,4,6:54.0,,R. Hood misses 3-pt jump shot from 24 ft,78,89
369,4,6:53.0,,Offensive rebound by R. Gobert,78,89
370,4,6:51.0,,Personal foul by B. McLemore (drawn by R. Gobert),78,89
371,4,6:51.0,,R. Gobert makes free throw 1 of 2,78,90
372,4,6:51.0,,R. Gobert misses free throw 2 of 2,78,90
373,4,6:49.0,Defensive rebound by D. Williams,,78,90
374,4,6:39.0,D. Williams misses 3-pt jump shot from 24 ft,,78,90
375,4,6:37.0,,Defensive rebound by R. Hood,78,90
376,4,6:14.0,,R. Hood misses 3-pt jump shot from 25 ft,78,90
377,4,6:14.0,,Offensive rebound by Team,78,90
378,4,6:14.0,,Personal foul by B. McLemore (drawn by R. Gobert),78,90
379,4,6:14.0,,R. Gobert makes free throw 1 of 2,78,91
380,4,6:14.0,,R. Gobert misses free throw 2 of 2,78,91
381,4,6:12.0,Defensive rebound by C. Landry,,78,91
382,4,6:01.0,Offensive foul by C. Landry (drawn by R. Gobert),,78,91
383,4,6:01.0,Turnover by C. Landry (offensive foul),,78,91
384,4,5:45.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),78,93
385,4,5:44.0,Sacramento full timeout,,78,93
386,4,5:44.0,Official timeout,,78,93
387,4,5:44.0,A. Miller enters the game for R. McCallum,,78,93
388,4,5:35.0,Personal foul by T. Booker (drawn by C. Landry),,78,93
389,4,5:26.0,B. McLemore makes 2-pt dunk at rim,,80,93
390,4,5:07.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by T. Booker),80,96
391,4,4:41.0,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Thompson),,83,96
392,4,4:21.0,,C. Johnson misses 3-pt jump shot from 22 ft,83,96
393,4,4:21.0,Defensive rebound by Team,,83,96
394,4,4:06.0,D. Williams makes 3-pt jump shot from 24 ft (assist by C. Landry),,86,96
