,QUARTER,TIME_REMAINING,DALLAS_ACTION,TORONTO_ACTION,DALLAS_SCORE,TORONTO_SCORE
86,1,1:57.0,Defensive rebound by Team,,20,18
87,1,1:47.0,B. Wright makes 2-pt dunk at rim (assist by J. Barea),,22,18
88,1,1:24.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by G. Vásquez),22,21
89,1,1:07.0,Shooting block foul by J. Valančiūnas (drawn by A. Aminu),,22,21
90,1,1:07.0,A. Aminu makes free throw 1 of 2,,23,21
91,1,1:07.0,,J. Johnson enters the game for D. DeRozan,23,21
92,1,1:07.0,,C. Hayes enters the game for J. Valančiūnas,23,21
93,1,1:07.0,A. Aminu misses free throw 2 of 2,,23,21
94,1,1:06.0,Offensive rebound by J. Barea,,23,21
95,1,0:56.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),,26,21
96,1,0:41.0,Offensive charge foul by L. Williams (drawn by J. Crowder),,26,21
97,1,0:41.0,,Turnover by L. Williams (offensive foul),26,21
98,1,0:35.0,J. Barea misses 2-pt jump shot from 19 ft,,26,21
99,1,0:34.0,,Defensive rebound by C. Hayes,26,21
100,1,0:09.0,,L. Williams misses 3-pt jump shot from 27 ft,26,21
101,1,0:08.0,Defensive rebound by D. Nowitzki,,26,21
102,2,11:45.0,B. Wright misses 2-pt hook shot from 6 ft,,26,21
103,2,11:44.0,,Defensive rebound by P. Patterson,26,21
104,2,11:32.0,,G. Vásquez misses 2-pt layup from 4 ft (block by A. Aminu),26,21
105,2,11:29.0,Defensive rebound by A. Aminu,,26,21
106,2,11:22.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,26,21
107,2,11:21.0,,Defensive rebound by L. Williams,26,21
108,2,11:15.0,,Personal foul by J. Crowder (drawn by L. Williams),26,21
109,2,11:06.0,,Turnover by C. Hayes (bad pass; steal by J. Barea),26,21
110,2,11:01.0,A. Aminu makes 2-pt dunk at rim (assist by J. Barea),,28,21
111,2,10:45.0,,L. Williams misses 2-pt jump shot from 19 ft,28,21
112,2,10:45.0,Defensive rebound by B. Wright,,28,21
113,2,10:35.0,B. Wright makes 2-pt dunk at rim (assist by J. Barea),,30,21
114,2,10:10.0,,G. Vásquez makes 3-pt jump shot from 25 ft,30,24
115,2,9:51.0,B. Wright misses 2-pt jump shot from 3 ft,,30,24
116,2,9:50.0,,Defensive rebound by P. Patterson,30,24
117,2,9:42.0,,G. Vásquez misses 2-pt layup from 2 ft,30,24
118,2,9:41.0,,Offensive rebound by P. Patterson,30,24
119,2,9:39.0,,P. Patterson makes 2-pt tip-in at rim,30,26
120,2,9:39.0,Dallas full timeout,,30,26
121,2,9:39.0,C. Parsons enters the game for D. Nowitzki,,30,26
122,2,9:39.0,T. Chandler enters the game for B. Wright,,30,26
123,2,9:39.0,M. Ellis enters the game for J. Barea,,30,26
124,2,9:39.0,D. Harris enters the game for J. Crowder,,30,26
125,2,9:20.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by M. Ellis),,33,26
126,2,8:59.0,,G. Vásquez makes 2-pt jump shot from 19 ft (assist by C. Hayes),33,28
127,2,8:46.0,M. Ellis misses 2-pt layup from 4 ft,,33,28
128,2,8:45.0,Offensive rebound by T. Chandler,,33,28
129,2,8:43.0,T. Chandler makes 2-pt layup from 2 ft,,35,28
130,2,8:28.0,,Def 3 sec tech foul by T. Chandler,35,28
131,2,8:28.0,,G. Vásquez misses technical free throw,35,28
132,2,8:28.0,,Offensive rebound by Team,35,28
133,2,8:23.0,,Turnover by G. Vásquez (bad pass; steal by M. Ellis),35,28
134,2,8:18.0,C. Parsons misses 2-pt layup from 2 ft,,35,28
135,2,8:18.0,,Defensive rebound by Team,35,28
136,2,8:18.0,Loose ball foul by A. Aminu (drawn by J. Johnson),,35,28
137,2,8:18.0,,J. Valančiūnas enters the game for C. Hayes,35,28
138,2,8:03.0,,G. Vásquez misses 2-pt jump shot from 6 ft,35,28
139,2,8:02.0,,Offensive rebound by J. Johnson,35,28
140,2,7:58.0,,J. Johnson misses 2-pt jump shot from 4 ft (block by T. Chandler),35,28
141,2,7:58.0,Defensive rebound by D. Harris,,35,28
142,2,7:45.0,Turnover by D. Harris (bad pass; steal by G. Vásquez),,35,28
143,2,7:40.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by G. Vásquez),35,31
144,2,7:20.0,Turnover by M. Ellis (bad pass; steal by L. Williams),,35,31
145,2,7:17.0,,Shooting foul by A. Aminu (drawn by L. Williams),35,31
146,2,7:17.0,,L. Williams misses free throw 1 of 2,35,31
147,2,7:17.0,,Offensive rebound by Team,35,31
148,2,7:17.0,Violation by T. Chandler (lane),,35,31
149,2,7:17.0,,L. Williams makes free throw 2 of 2,35,32
150,2,7:08.0,D. Harris misses 2-pt jump shot from 20 ft,,35,32
151,2,7:07.0,,Defensive rebound by J. Johnson,35,32
152,2,7:02.0,Offensive charge foul by J. Johnson (drawn by M. Ellis),,35,32
153,2,7:02.0,,Turnover by J. Johnson (offensive foul),35,32
154,2,6:51.0,M. Ellis makes 2-pt jump shot from 10 ft,,37,32
155,2,6:27.0,,P. Patterson misses 3-pt jump shot from 23 ft,37,32
156,2,6:26.0,Defensive rebound by C. Parsons,,37,32
157,2,6:14.0,M. Ellis misses 3-pt jump shot from 24 ft,,37,32
158,2,6:13.0,Offensive rebound by T. Chandler,,37,32
159,2,5:58.0,D. Harris makes 3-pt jump shot from 24 ft (assist by A. Aminu),,40,32
160,2,5:49.0,,Toronto full timeout,40,32
161,2,5:49.0,,K. Lowry enters the game for P. Patterson,40,32
162,2,5:49.0,,D. DeRozan enters the game for L. Williams,40,32
163,2,5:49.0,,A. Johnson enters the game for J. Johnson,40,32
164,2,5:49.0,J. Barea enters the game for M. Ellis,,40,32
165,2,5:36.0,,Offensive foul by A. Johnson (drawn by C. Parsons),40,32
166,2,5:36.0,,Turnover by A. Johnson (offensive foul),40,32
167,2,5:23.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Barea),,43,32
168,2,5:03.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft (block by T. Chandler),43,32
169,2,5:02.0,Defensive rebound by J. Barea,,43,32
170,2,4:56.0,Personal foul by G. Vásquez (drawn by J. Barea),,43,32
171,2,4:46.0,C. Parsons makes 2-pt jump shot from 9 ft (assist by D. Harris),,45,32
172,2,4:25.0,,D. DeRozan misses 2-pt jump shot from 4 ft,45,32
173,2,4:24.0,Defensive rebound by J. Barea,,45,32
174,2,4:16.0,Shooting foul by G. Vásquez (drawn by A. Aminu),,45,32
175,2,4:16.0,A. Aminu makes free throw 1 of 2,,46,32
176,2,4:16.0,,T. Ross enters the game for G. Vásquez,46,32
177,2,4:16.0,,L. Williams enters the game for J. Valančiūnas,46,32
178,2,4:16.0,M. Ellis enters the game for D. Harris,,46,32
179,2,4:16.0,A. Aminu misses free throw 2 of 2,,46,32
180,2,4:15.0,,Defensive rebound by D. DeRozan,46,32
181,2,4:00.0,,K. Lowry makes 2-pt jump shot from 10 ft,46,34
182,2,3:49.0,T. Chandler misses 2-pt layup from 2 ft,,46,34
183,2,3:48.0,Offensive rebound by T. Chandler,,46,34
184,2,3:46.0,T. Chandler makes 2-pt tip-in from 1 ft,,48,34
185,2,3:39.0,,Personal foul by J. Barea (drawn by K. Lowry),48,34
186,2,3:39.0,D. Nowitzki enters the game for A. Aminu,,48,34
187,2,3:27.0,,L. Williams makes 3-pt jump shot from 25 ft,48,37
188,2,3:16.0,M. Ellis misses 2-pt jump shot from 21 ft,,48,37
189,2,3:15.0,,Defensive rebound by D. DeRozan,48,37
190,2,3:10.0,,D. DeRozan misses 2-pt jump shot from 5 ft,48,37
191,2,3:09.0,,Offensive rebound by D. DeRozan,48,37
192,2,3:08.0,,D. DeRozan misses 2-pt tip-in from 1 ft (block by T. Chandler),48,37
193,2,3:08.0,Defensive rebound by Team,,48,37
194,2,3:08.0,,P. Patterson enters the game for T. Ross,48,37
195,2,2:59.0,Turnover by M. Ellis (lost ball),,48,37
196,2,2:59.0,Official timeout,,48,37
197,2,2:59.0,B. Wright enters the game for T. Chandler,,48,37
198,2,2:47.0,,K. Lowry misses 3-pt jump shot from 26 ft,48,37
199,2,2:46.0,Defensive rebound by D. Nowitzki,,48,37
200,2,2:34.0,Turnover by B. Wright (lost ball; steal by A. Johnson),,48,37
201,2,2:27.0,,K. Lowry misses 2-pt layup from 1 ft,48,37
202,2,2:26.0,,Offensive rebound by A. Johnson,48,37
203,2,2:24.0,,A. Johnson misses 2-pt tip-in at rim,48,37
204,2,2:23.0,,Offensive rebound by A. Johnson,48,37
205,2,2:21.0,,A. Johnson misses 2-pt tip-in from 1 ft,48,37
206,2,2:20.0,Defensive rebound by D. Nowitzki,,48,37
207,2,2:07.0,C. Parsons misses 3-pt jump shot from 25 ft,,48,37
208,2,2:06.0,Offensive rebound by Team,,48,37
209,2,2:06.0,,Loose ball foul by D. DeRozan (drawn by D. Nowitzki),48,37
210,2,1:53.0,Def 3 sec tech foul by A. Johnson,,48,37
211,2,1:53.0,D. Nowitzki misses technical free throw,,48,37
212,2,1:53.0,Offensive rebound by Team,,48,37
213,2,1:40.0,M. Ellis misses 2-pt jump shot from 8 ft,,48,37
214,2,1:39.0,Offensive rebound by B. Wright,,48,37
215,2,1:26.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,48,37
216,2,1:25.0,,Defensive rebound by A. Johnson,48,37
217,2,1:18.0,,P. Patterson misses 3-pt jump shot from 23 ft,48,37
218,2,1:18.0,,Offensive rebound by A. Johnson,48,37
219,2,1:15.0,,A. Johnson makes 2-pt layup from 1 ft,48,39
220,2,1:10.0,Dallas full timeout,,48,39
221,2,1:10.0,,G. Vásquez enters the game for K. Lowry,48,39
222,2,1:10.0,T. Chandler enters the game for B. Wright,,48,39
223,2,1:10.0,D. Harris enters the game for J. Barea,,48,39
224,2,0:58.0,D. Harris misses 3-pt jump shot from 28 ft,,48,39
225,2,0:57.0,,Defensive rebound by Team,48,39
226,2,0:53.0,,Toronto full timeout,48,39
227,2,0:53.0,,K. Lowry enters the game for G. Vásquez,48,39
228,2,0:42.0,,D. DeRozan misses 2-pt jump shot from 8 ft (block by D. Harris),48,39
229,2,0:42.0,,Offensive rebound by Team,48,39
230,2,0:38.0,,K. Lowry misses 2-pt layup from 2 ft,48,39
231,2,0:38.0,,Offensive rebound by A. Johnson,48,39
232,2,0:38.0,,A. Johnson makes 2-pt layup at rim,48,41
233,2,0:26.0,D. Nowitzki misses 2-pt layup from 2 ft (block by A. Johnson),,48,41
234,2,0:24.0,,Defensive rebound by P. Patterson,48,41
235,2,0:18.0,,Personal foul by D. Harris (drawn by K. Lowry),48,41
236,2,0:18.0,,K. Lowry makes free throw 1 of 2,48,42
237,2,0:18.0,,K. Lowry makes free throw 2 of 2,48,43
238,2,0:17.0,Personal foul by L. Williams (drawn by M. Ellis),,48,43
239,2,0:17.0,,T. Ross enters the game for K. Lowry,48,43
240,2,0:00.0,M. Ellis misses 2-pt jump shot from 18 ft,,48,43
241,2,0:00.0,Offensive rebound by Team,,48,43
242,3,11:47.0,M. Ellis makes 2-pt jump shot from 15 ft,,50,43
243,3,11:24.0,,D. DeRozan misses 2-pt jump shot from 12 ft,50,43
244,3,11:23.0,Defensive rebound by T. Chandler,,50,43
245,3,11:09.0,M. Ellis misses 3-pt jump shot from 26 ft,,50,43
246,3,11:09.0,,Defensive rebound by J. Valančiūnas,50,43
247,3,10:56.0,,K. Lowry misses 2-pt hook shot from 4 ft,50,43
248,3,10:55.0,Defensive rebound by T. Chandler,,50,43
249,3,10:48.0,Turnover by D. Harris (lost ball; steal by T. Ross),,50,43
250,3,10:47.0,,Personal foul by D. Nowitzki (drawn by K. Lowry),50,43
251,3,10:27.0,,T. Ross misses 2-pt jump shot from 18 ft,50,43
252,3,10:26.0,Defensive rebound by T. Chandler,,50,43
253,3,10:09.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,50,43
254,3,10:07.0,,Defensive rebound by J. Valančiūnas,50,43
255,3,9:44.0,,K. Lowry makes 2-pt hook shot from 4 ft,50,45
256,3,9:27.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,52,45
257,3,9:04.0,,Turnover by D. DeRozan (lost ball; steal by M. Ellis),52,45
258,3,8:59.0,M. Ellis makes 2-pt layup from 1 ft (assist by D. Harris),,54,45
259,3,8:42.0,,T. Ross misses 3-pt jump shot from 26 ft,54,45
260,3,8:41.0,Defensive rebound by D. Nowitzki,,54,45
261,3,8:33.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by M. Ellis),,56,45
262,3,8:29.0,,Toronto full timeout,56,45
263,3,8:29.0,,P. Patterson enters the game for J. Valančiūnas,56,45
264,3,8:23.0,,Turnover by D. DeRozan (lost ball),56,45
265,3,8:23.0,,Toronto full timeout,56,45
266,3,8:23.0,,L. Williams enters the game for D. DeRozan,56,45
267,3,8:07.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,56,45
268,3,8:05.0,,Defensive rebound by P. Patterson,56,45
269,3,7:59.0,,L. Williams makes 2-pt jump shot from 13 ft (assist by P. Patterson),56,47
270,3,7:40.0,M. Ellis makes 2-pt jump shot from 16 ft (assist by T. Chandler),,58,47
271,3,7:25.0,,P. Patterson misses 3-pt jump shot from 25 ft,58,47
272,3,7:24.0,,Offensive rebound by K. Lowry,58,47
273,3,7:21.0,,A. Johnson makes 2-pt dunk at rim (assist by K. Lowry),58,49
274,3,6:55.0,M. Ellis misses 2-pt jump shot from 18 ft,,58,49
275,3,6:54.0,,Defensive rebound by K. Lowry,58,49
276,3,6:50.0,,K. Lowry makes 3-pt jump shot from 25 ft,58,52
277,3,6:29.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,58,52
278,3,6:28.0,,Defensive rebound by K. Lowry,58,52
279,3,6:20.0,,T. Ross misses 3-pt jump shot from 25 ft,58,52
280,3,6:19.0,Defensive rebound by T. Chandler,,58,52
281,3,6:09.0,Personal foul by A. Johnson (drawn by T. Chandler),,58,52
282,3,6:09.0,A. Aminu enters the game for D. Nowitzki,,58,52
283,3,6:00.0,A. Aminu makes 2-pt dunk at rim (assist by M. Ellis),,60,52
284,3,5:48.0,,Turnover by P. Patterson (traveling),60,52
285,3,5:39.0,T. Chandler makes 2-pt dunk at rim (assist by D. Harris),,62,52
286,3,5:21.0,,Personal block foul by D. Harris (drawn by K. Lowry),62,52
287,3,5:17.0,,Personal foul by D. Harris (drawn by K. Lowry),62,52
288,3,5:17.0,,J. Valančiūnas enters the game for A. Johnson,62,52
289,3,5:17.0,J. Barea enters the game for D. Harris,,62,52
290,3,5:11.0,,K. Lowry misses 3-pt jump shot from 26 ft,62,52
291,3,5:11.0,Defensive rebound by Team,,62,52
292,3,5:02.0,J. Barea makes 2-pt layup from 4 ft,,64,52
293,3,4:46.0,,K. Lowry misses 2-pt jump shot from 4 ft,64,52
294,3,4:45.0,,Offensive rebound by P. Patterson,64,52
295,3,4:43.0,,P. Patterson misses 2-pt tip-in from 1 ft,64,52
296,3,4:42.0,,Offensive rebound by T. Ross,64,52
297,3,4:39.0,,K. Lowry misses 3-pt jump shot from 23 ft,64,52
298,3,4:37.0,Defensive rebound by C. Parsons,,64,52
299,3,4:32.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,66,52
300,3,4:22.0,,Toronto full timeout,66,52
301,3,4:11.0,,Turnover by L. Williams (bad pass),66,52
302,3,3:54.0,A. Aminu misses 3-pt jump shot from 23 ft,,66,52
303,3,3:53.0,,Defensive rebound by P. Patterson,66,52
304,3,3:41.0,,T. Ross makes 2-pt hook shot from 5 ft,66,54
305,3,3:24.0,M. Ellis makes 3-pt jump shot from 26 ft (assist by J. Barea),,69,54
306,3,3:11.0,,P. Patterson makes 2-pt jump shot from 16 ft (assist by L. Williams),69,56
307,3,3:01.0,Dallas full timeout,,69,56
308,3,3:01.0,,J. Johnson enters the game for T. Ross,69,56
309,3,3:01.0,B. Wright enters the game for C. Parsons,,69,56
310,3,3:01.0,D. Nowitzki enters the game for T. Chandler,,69,56
311,3,2:51.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,69,56
312,3,2:50.0,,Defensive rebound by J. Valančiūnas,69,56
313,3,2:34.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,69,58
314,3,2:09.0,B. Wright misses 2-pt hook shot from 4 ft,,69,58
315,3,2:08.0,,Defensive rebound by K. Lowry,69,58
316,3,2:00.0,,L. Williams misses 3-pt jump shot from 26 ft,69,58
317,3,2:00.0,,Offensive rebound by J. Valančiūnas,69,58
318,3,1:58.0,,Shooting foul by B. Wright (drawn by J. Valančiūnas),69,58
319,3,1:58.0,,J. Valančiūnas makes free throw 1 of 2,69,59
320,3,1:58.0,,G. Vásquez enters the game for K. Lowry,69,59
321,3,1:58.0,,J. Valančiūnas makes free throw 2 of 2,69,60
322,3,1:39.0,J. Barea misses 3-pt jump shot from 26 ft,,69,60
323,3,1:38.0,,Defensive rebound by J. Valančiūnas,69,60
324,3,1:29.0,,L. Williams makes 2-pt jump shot from 14 ft,69,62
325,3,1:01.0,B. Wright misses 2-pt jump shot from 6 ft,,69,62
326,3,1:00.0,,Defensive rebound by J. Valančiūnas,69,62
327,3,0:55.0,,Shooting foul by J. Barea (drawn by L. Williams),69,62
328,3,0:55.0,,L. Williams makes free throw 1 of 2,69,63
329,3,0:55.0,T. Chandler enters the game for B. Wright,,69,63
330,3,0:55.0,,L. Williams makes free throw 2 of 2,69,64
331,3,0:42.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,69,64
332,3,0:41.0,,Defensive rebound by J. Valančiūnas,69,64
333,3,0:33.0,,L. Williams misses 3-pt jump shot from 28 ft,69,64
334,3,0:32.0,Defensive rebound by D. Nowitzki,,69,64
335,3,0:18.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Barea),,71,64
336,3,0:00.0,,L. Williams misses 3-pt jump shot from 25 ft,71,64
337,3,0:00.0,,Offensive rebound by Team,71,64
338,4,11:39.0,,P. Patterson misses 2-pt hook shot from 2 ft (block by B. Wright),71,64
339,4,11:37.0,Defensive rebound by D. Nowitzki,,71,64
340,4,11:26.0,D. Harris misses 3-pt jump shot from 25 ft,,71,64
341,4,11:24.0,,Defensive rebound by J. Valančiūnas,71,64
342,4,11:19.0,,Turnover by G. Vásquez (bad pass; steal by J. Barea),71,64
343,4,11:13.0,Turnover by J. Barea (lost ball; steal by L. Williams),,71,64
344,4,11:06.0,,Turnover by L. Williams (bad pass; steal by J. Barea),71,64
345,4,10:48.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by A. Aminu),,73,64
346,4,10:31.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by G. Vásquez),73,67
347,4,10:15.0,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by J. Barea),,75,67
348,4,9:57.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by G. Vásquez),75,69
349,4,9:53.0,Personal block foul by J. Johnson (drawn by J. Barea),,75,69
350,4,9:53.0,,A. Johnson enters the game for P. Patterson,75,69
351,4,9:40.0,B. Wright misses 2-pt dunk at rim,,75,69
352,4,9:39.0,,Defensive rebound by J. Johnson,75,69
353,4,9:26.0,,G. Vásquez misses 2-pt jump shot from 18 ft,75,69
354,4,9:25.0,Defensive rebound by A. Aminu,,75,69
355,4,9:20.0,A. Aminu makes 2-pt layup from 1 ft (assist by J. Barea),,77,69
356,4,9:04.0,,G. Vásquez misses 2-pt layup from 3 ft,77,69
357,4,9:03.0,Defensive rebound by J. Barea,,77,69
358,4,8:56.0,D. Nowitzki misses 2-pt layup from 5 ft,,77,69
359,4,8:55.0,,Defensive rebound by J. Johnson,77,69
360,4,8:42.0,,Shooting foul by D. Nowitzki (drawn by J. Valančiūnas),77,69
361,4,8:42.0,Official timeout,,77,69
362,4,8:42.0,C. Parsons enters the game for D. Nowitzki,,77,69
363,4,8:42.0,T. Chandler enters the game for B. Wright,,77,69
364,4,8:42.0,,T. Ross enters the game for L. Williams,77,69
365,4,8:42.0,,J. Valančiūnas makes free throw 1 of 2,77,70
366,4,8:42.0,,J. Valančiūnas makes free throw 2 of 2,77,71
367,4,8:24.0,C. Parsons makes 2-pt jump shot from 4 ft,,79,71
368,4,8:04.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft,79,71
369,4,8:03.0,Defensive rebound by C. Parsons,,79,71
370,4,7:48.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Harris),,82,71
371,4,7:32.0,,J. Johnson makes 2-pt jump shot from 3 ft (assist by G. Vásquez),82,73
372,4,7:22.0,Shooting foul by T. Ross (drawn by D. Harris),,82,73
373,4,7:22.0,D. Harris makes free throw 1 of 2,,83,73
374,4,7:22.0,,K. Lowry enters the game for J. Valančiūnas,83,73
375,4,7:22.0,D. Harris makes free throw 2 of 2,,84,73
376,4,7:05.0,,A. Johnson makes 3-pt jump shot from 23 ft (assist by J. Johnson),84,76
377,4,6:44.0,J. Barea misses 3-pt jump shot from 28 ft,,84,76
378,4,6:43.0,,Defensive rebound by G. Vásquez,84,76
379,4,6:36.0,,G. Vásquez makes 3-pt jump shot from 24 ft,84,79
380,4,6:35.0,Dallas full timeout,,84,79
381,4,6:35.0,M. Ellis enters the game for J. Barea,,84,79
382,4,6:21.0,C. Parsons misses 2-pt jump shot from 9 ft,,84,79
