,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,UTAH_ACTION,WASHINGTON_SCORE,UTAH_SCORE
180,2,1:48.0,,D. Exum misses 2-pt jump shot from 9 ft,36,35
181,2,1:48.0,Defensive rebound by Team,,36,35
182,2,1:48.0,D. Gooden enters the game for N. Hilário,,36,35
183,2,1:48.0,K. Séraphin enters the game for M. Gortat,,36,35
184,2,1:31.0,B. Beal makes 2-pt jump shot from 12 ft,,38,35
185,2,1:10.0,,G. Hayward makes 2-pt layup from 2 ft,38,37
186,2,1:00.0,J. Wall makes 2-pt layup from 2 ft,,40,37
187,2,0:52.0,,G. Hayward makes 2-pt layup from 4 ft,40,39
188,2,0:52.0,,Shooting foul by B. Beal (drawn by G. Hayward),40,39
189,2,0:52.0,O. Porter enters the game for P. Pierce,,40,39
190,2,0:52.0,,G. Hayward misses free throw 1 of 1,40,39
191,2,0:50.0,,Offensive rebound by D. Favors,40,39
192,2,0:37.0,,Personal foul by O. Porter (drawn by D. Favors),40,39
193,2,0:37.0,,D. Favors misses free throw 1 of 2,40,39
194,2,0:37.0,,Offensive rebound by Team,40,39
195,2,0:37.0,,D. Favors misses free throw 2 of 2,40,39
196,2,0:36.0,Defensive rebound by K. Séraphin,,40,39
197,2,0:27.0,D. Gooden misses 2-pt jump shot from 8 ft (block by D. Favors),,40,39
198,2,0:27.0,Offensive rebound by Team,,40,39
199,2,0:15.0,K. Séraphin makes 2-pt jump shot from 14 ft (assist by O. Porter),,42,39
200,2,0:03.0,,G. Hayward misses 2-pt jump shot from 4 ft,42,39
201,2,0:01.0,,Offensive rebound by R. Gobert,42,39
202,2,0:01.0,Loose ball foul by K. Séraphin (drawn by R. Gobert),,42,39
203,2,0:01.0,,R. Gobert makes free throw 1 of 2,42,40
204,2,0:01.0,,R. Gobert misses free throw 2 of 2,42,40
205,2,0:01.0,,Offensive rebound by J. Ingles,42,40
206,2,0:00.0,,J. Ingles misses 2-pt tip-in from 2 ft,42,40
207,2,0:00.0,,Offensive rebound by Team,42,40
208,3,11:40.0,,G. Hayward makes 2-pt jump shot from 18 ft,42,42
209,3,11:22.0,N. Hilário misses 2-pt jump shot from 18 ft,,42,42
210,3,11:21.0,,Defensive rebound by G. Hayward,42,42
211,3,11:09.0,,R. Hood misses 3-pt jump shot from 24 ft,42,42
212,3,11:08.0,Defensive rebound by P. Pierce,,42,42
213,3,10:55.0,N. Hilário makes 2-pt hook shot from 3 ft (assist by P. Pierce),,44,42
214,3,10:33.0,,R. Hood makes 2-pt jump shot from 21 ft (assist by R. Gobert),44,44
215,3,10:12.0,Shooting foul by D. Favors (drawn by N. Hilário),,44,44
216,3,10:12.0,N. Hilário makes free throw 1 of 2,,45,44
217,3,10:12.0,N. Hilário misses free throw 2 of 2,,45,44
218,3,10:11.0,,Defensive rebound by R. Gobert,45,44
219,3,10:00.0,,G. Hayward makes 2-pt jump shot from 15 ft (assist by R. Gobert),45,46
220,3,9:41.0,M. Gortat misses 2-pt jump shot from 4 ft (block by D. Favors),,45,46
221,3,9:38.0,,Defensive rebound by R. Gobert,45,46
222,3,9:35.0,,G. Hayward misses 2-pt jump shot from 3 ft,45,46
223,3,9:32.0,,Offensive rebound by G. Hayward,45,46
224,3,9:28.0,,D. Exum misses 3-pt jump shot from 24 ft,45,46
225,3,9:26.0,Defensive rebound by J. Wall,,45,46
226,3,9:20.0,Turnover by B. Beal (bad pass; steal by R. Gobert),,45,46
227,3,9:14.0,,D. Favors makes 2-pt layup at rim (assist by R. Gobert),45,48
228,3,8:46.0,J. Wall misses 2-pt jump shot from 13 ft,,45,48
229,3,8:44.0,,Defensive rebound by G. Hayward,45,48
230,3,8:32.0,,R. Gobert makes 2-pt layup from 1 ft (assist by G. Hayward),45,50
231,3,8:32.0,Washington full timeout,,45,50
232,3,8:12.0,N. Hilário misses 2-pt hook shot from 7 ft,,45,50
233,3,8:11.0,,Defensive rebound by R. Hood,45,50
234,3,7:47.0,,D. Favors misses 2-pt jump shot from 14 ft,45,50
235,3,7:46.0,Defensive rebound by J. Wall,,45,50
236,3,7:44.0,Personal foul by D. Exum (drawn by J. Wall),,45,50
237,3,7:38.0,P. Pierce misses 2-pt jump shot from 15 ft,,45,50
238,3,7:37.0,,Defensive rebound by R. Gobert,45,50
239,3,7:16.0,,D. Favors misses 2-pt jump shot from 13 ft,45,50
240,3,7:15.0,Defensive rebound by J. Wall,,45,50
241,3,7:11.0,Shooting foul by D. Exum (drawn by J. Wall),,45,50
242,3,7:11.0,J. Wall makes free throw 1 of 2,,46,50
243,3,7:11.0,J. Wall makes free throw 2 of 2,,47,50
244,3,6:50.0,,D. Exum misses 2-pt jump shot from 20 ft,47,50
245,3,6:50.0,,Offensive rebound by Team,47,50
246,3,6:50.0,,T. Burke enters the game for D. Exum,47,50
247,3,6:35.0,,D. Favors misses 2-pt layup from 1 ft,47,50
248,3,6:34.0,Defensive rebound by M. Gortat,,47,50
249,3,6:30.0,J. Wall makes 2-pt layup from 2 ft (assist by M. Gortat),,49,50
250,3,6:30.0,Shooting foul by T. Burke (drawn by J. Wall),,49,50
251,3,6:30.0,J. Wall makes free throw 1 of 1,,50,50
252,3,6:05.0,,D. Favors misses 2-pt jump shot from 18 ft,50,50
253,3,6:04.0,Defensive rebound by N. Hilário,,50,50
254,3,5:51.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by J. Wall),,53,50
255,3,5:50.0,,Utah full timeout,53,50
256,3,5:37.0,,Personal foul by P. Pierce (drawn by G. Hayward),53,50
257,3,5:29.0,,G. Hayward misses 2-pt jump shot from 5 ft,53,50
258,3,5:28.0,Defensive rebound by M. Gortat,,53,50
259,3,5:11.0,B. Beal misses 2-pt jump shot from 19 ft,,53,50
260,3,5:10.0,,Defensive rebound by D. Favors,53,50
261,3,4:53.0,,R. Hood makes 2-pt layup from 4 ft,53,52
262,3,4:39.0,J. Wall makes 2-pt jump shot from 18 ft,,55,52
263,3,4:26.0,,R. Gobert misses 2-pt jump shot from 4 ft,55,52
264,3,4:24.0,Defensive rebound by N. Hilário,,55,52
265,3,4:19.0,P. Pierce makes 3-pt jump shot from 23 ft (assist by B. Beal),,58,52
266,3,3:59.0,,R. Hood makes 2-pt jump shot from 12 ft,58,54
267,3,3:59.0,,Shooting foul by N. Hilário (drawn by R. Hood),58,54
268,3,3:59.0,R. Sessions enters the game for B. Beal,,58,54
269,3,3:59.0,D. Gooden enters the game for N. Hilário,,58,54
270,3,3:59.0,,T. Booker enters the game for D. Favors,58,54
271,3,3:59.0,,R. Hood misses free throw 1 of 1,58,54
272,3,3:58.0,Defensive rebound by M. Gortat,,58,54
273,3,3:45.0,J. Wall misses 3-pt jump shot from 25 ft,,58,54
274,3,3:44.0,,Defensive rebound by R. Gobert,58,54
275,3,3:29.0,,Turnover by R. Hood (lost ball; steal by P. Pierce),58,54
276,3,3:23.0,J. Wall makes 2-pt jump shot from 3 ft (assist by P. Pierce),,60,54
277,3,3:03.0,,G. Hayward misses 3-pt jump shot from 24 ft,60,54
278,3,3:02.0,Defensive rebound by J. Wall,,60,54
279,3,2:55.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by R. Sessions),,63,54
280,3,2:38.0,,R. Gobert misses 2-pt jump shot from 3 ft (block by M. Gortat),63,54
281,3,2:38.0,,Offensive rebound by Team,63,54
282,3,2:38.0,,J. Ingles enters the game for R. Hood,63,54
283,3,2:38.0,O. Porter enters the game for P. Pierce,,63,54
284,3,2:26.0,,Personal foul by R. Sessions (drawn by G. Hayward),63,54
285,3,2:26.0,,D. Favors enters the game for R. Gobert,63,54
286,3,2:21.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by D. Favors),63,57
287,3,2:03.0,Turnover by J. Wall (bad pass; steal by T. Burke),,63,57
288,3,1:57.0,,G. Hayward makes 2-pt dunk at rim (assist by T. Burke),63,59
289,3,1:32.0,D. Gooden misses 3-pt jump shot from 24 ft,,63,59
290,3,1:28.0,,Defensive rebound by D. Favors,63,59
291,3,1:17.0,,T. Booker misses 2-pt layup from 3 ft,63,59
292,3,1:16.0,Defensive rebound by D. Gooden,,63,59
293,3,1:01.0,J. Wall makes 2-pt jump shot from 20 ft,,65,59
294,3,0:44.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),65,61
295,3,0:24.0,D. Gooden makes 2-pt jump shot from 12 ft,,67,61
296,3,0:06.0,,Personal foul by R. Sessions (drawn by T. Burke),67,61
297,3,0:06.0,T. Murry enters the game for J. Wall,,67,61
298,3,0:00.0,,T. Booker misses 3-pt jump shot from 25 ft,67,61
299,3,0:00.0,Defensive rebound by M. Gortat,,67,61
300,4,11:47.0,Turnover by B. Beal (bad pass),,67,61
301,4,11:33.0,,T. Burke misses 2-pt jump shot from 4 ft,67,61
302,4,11:31.0,,Offensive rebound by D. Favors,67,61
303,4,11:22.0,Offensive charge foul by D. Favors (drawn by D. Gooden),,67,61
304,4,11:22.0,,Turnover by D. Favors (offensive foul),67,61
305,4,11:10.0,Personal foul by E. Millsap (drawn by R. Sessions),,67,61
306,4,11:10.0,N. Hilário enters the game for M. Gortat,,67,61
307,4,10:54.0,R. Sessions misses 2-pt jump shot from 4 ft,,67,61
308,4,10:52.0,Offensive rebound by B. Beal,,67,61
309,4,10:42.0,Shooting foul by E. Millsap (drawn by N. Hilário),,67,61
310,4,10:42.0,N. Hilário misses free throw 1 of 2,,67,61
311,4,10:42.0,Offensive rebound by Team,,67,61
312,4,10:42.0,N. Hilário makes free throw 2 of 2,,68,61
313,4,10:30.0,,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),68,63
314,4,10:02.0,B. Beal misses 2-pt jump shot from 14 ft,,68,63
315,4,10:01.0,Offensive rebound by N. Hilário,,68,63
316,4,9:52.0,D. Gooden misses 2-pt jump shot from 15 ft,,68,63
317,4,9:48.0,Offensive rebound by B. Beal,,68,63
318,4,9:33.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by B. Beal),,71,63
319,4,9:13.0,,E. Millsap misses 3-pt jump shot from 23 ft,71,63
320,4,9:11.0,,Offensive rebound by T. Booker,71,63
321,4,9:07.0,,T. Booker makes 2-pt jump shot from 9 ft,71,65
322,4,8:49.0,D. Gooden misses 2-pt jump shot from 19 ft,,71,65
323,4,8:47.0,,Defensive rebound by D. Favors,71,65
324,4,8:39.0,,T. Booker makes 2-pt layup from 2 ft (assist by T. Burke),71,67
325,4,8:39.0,Washington full timeout,,71,67
326,4,8:39.0,,R. Gobert enters the game for D. Favors,71,67
327,4,8:21.0,N. Hilário makes 2-pt jump shot from 5 ft,,73,67
328,4,8:00.0,,T. Burke misses 3-pt jump shot from 25 ft,73,67
329,4,8:00.0,Defensive rebound by Team,,73,67
330,4,8:00.0,Personal foul by R. Gobert (drawn by N. Hilário),,73,67
331,4,8:00.0,M. Gortat enters the game for D. Gooden,,73,67
332,4,7:44.0,,R. Hood enters the game for J. Ingles,73,67
333,4,7:44.0,J. Wall enters the game for R. Sessions,,73,67
334,4,7:34.0,M. Gortat makes 2-pt jump shot from 15 ft,,75,67
335,4,7:21.0,,T. Booker misses 2-pt jump shot from 12 ft,75,67
336,4,7:20.0,Defensive rebound by J. Wall,,75,67
337,4,7:10.0,Turnover by B. Beal (lost ball; steal by E. Millsap),,75,67
338,4,7:07.0,,Shooting foul by J. Wall (drawn by T. Booker),75,67
339,4,7:07.0,,T. Booker misses free throw 1 of 2,75,67
340,4,7:07.0,,Offensive rebound by Team,75,67
341,4,7:07.0,,G. Hayward enters the game for E. Millsap,75,67
342,4,7:07.0,,T. Booker makes free throw 2 of 2,75,68
343,4,6:41.0,J. Wall makes 2-pt jump shot from 20 ft,,77,68
344,4,6:26.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by G. Hayward),77,71
345,4,6:07.0,Turnover by M. Gortat (bad pass),,77,71
346,4,6:07.0,,D. Favors enters the game for T. Booker,77,71
347,4,5:52.0,,Personal foul by O. Porter (drawn by G. Hayward),77,71
348,4,5:52.0,Official timeout,,77,71
349,4,5:52.0,P. Pierce enters the game for O. Porter,,77,71
350,4,5:40.0,,Turnover by R. Hood (step out of bounds),77,71
351,4,5:30.0,Shooting foul by R. Hood (drawn by M. Gortat),,77,71
352,4,5:30.0,M. Gortat misses free throw 1 of 2,,77,71
353,4,5:30.0,Offensive rebound by Team,,77,71
354,4,5:30.0,M. Gortat makes free throw 2 of 2,,78,71
355,4,5:16.0,,Shooting foul by J. Wall (drawn by G. Hayward),78,71
356,4,5:16.0,,G. Hayward makes free throw 1 of 2,78,72
357,4,5:16.0,,G. Hayward makes free throw 2 of 2,78,73
358,4,5:06.0,Turnover by N. Hilário (traveling),,78,73
359,4,4:55.0,,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),78,75
360,4,4:38.0,,Violation by D. Favors (kicked ball),78,75
361,4,4:31.0,B. Beal misses 2-pt jump shot from 16 ft,,78,75
362,4,4:31.0,Offensive rebound by Team,,78,75
363,4,4:31.0,Personal foul by R. Hood (drawn by M. Gortat),,78,75
364,4,4:31.0,M. Gortat makes free throw 1 of 2,,79,75
365,4,4:31.0,M. Gortat makes free throw 2 of 2,,80,75
366,4,4:12.0,,D. Favors misses 2-pt jump shot from 15 ft,80,75
367,4,4:11.0,Defensive rebound by B. Beal,,80,75
368,4,3:56.0,J. Wall makes 2-pt jump shot from 16 ft,,82,75
369,4,3:34.0,,T. Burke makes 3-pt jump shot from 25 ft,82,78
370,4,3:06.0,J. Wall makes 2-pt jump shot from 21 ft,,84,78
371,4,2:48.0,,D. Favors misses 2-pt layup from 1 ft,84,78
372,4,2:47.0,,Offensive rebound by D. Favors,84,78
373,4,2:43.0,,G. Hayward misses 3-pt jump shot from 24 ft,84,78
374,4,2:42.0,Defensive rebound by B. Beal,,84,78
375,4,2:25.0,N. Hilário misses 2-pt jump shot from 17 ft (block by R. Gobert),,84,78
376,4,2:25.0,Offensive rebound by Team,,84,78
377,4,2:25.0,,Utah full timeout,84,78
378,4,2:01.0,,Shooting foul by M. Gortat (drawn by R. Gobert),84,78
379,4,2:01.0,,R. Gobert misses free throw 1 of 2,84,78
380,4,2:01.0,,Offensive rebound by Team,84,78
381,4,2:01.0,,R. Gobert misses free throw 2 of 2,84,78
382,4,1:59.0,Defensive rebound by P. Pierce,,84,78
383,4,1:41.0,B. Beal misses 3-pt jump shot from 23 ft,,84,78
384,4,1:35.0,,Defensive rebound by R. Gobert,84,78
385,4,1:16.0,,Offensive foul by D. Favors (drawn by M. Gortat),84,78
386,4,1:16.0,,Turnover by D. Favors (offensive foul),84,78
387,4,0:57.0,J. Wall misses 2-pt jump shot from 16 ft,,84,78
388,4,0:56.0,,Defensive rebound by G. Hayward,84,78
389,4,0:47.0,,D. Favors makes 2-pt jump shot from 12 ft (assist by R. Hood),84,80
390,4,0:47.0,Washington full timeout,,84,80
391,4,0:47.0,,D. Exum enters the game for T. Burke,84,80
392,4,0:47.0,,T. Booker enters the game for R. Gobert,84,80
393,4,0:24.0,B. Beal misses 2-pt layup from 2 ft (block by D. Favors),,84,80
