,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
44,1,6:17.0,Personal foul by P. Pierce (drawn by A. Afflalo),,8,12
45,1,6:08.0,Turnover by D. Lillard (lost ball; steal by J. Wall),,8,12
46,1,5:57.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),8,14
47,1,5:28.0,L. Aldridge makes 2-pt jump shot from 13 ft,,10,14
48,1,5:14.0,,P. Pierce misses 2-pt jump shot from 16 ft,10,14
49,1,5:13.0,Defensive rebound by L. Aldridge,,10,14
50,1,5:03.0,A. Afflalo misses 3-pt jump shot from 24 ft,,10,14
51,1,5:01.0,,Defensive rebound by J. Wall,10,14
52,1,4:58.0,,B. Beal makes 2-pt dunk at rim (assist by J. Wall),10,16
53,1,4:56.0,Portland full timeout,,10,16
54,1,4:56.0,C. McCollum enters the game for A. Afflalo,,10,16
55,1,4:56.0,C. Kaman enters the game for R. Lopez,,10,16
56,1,4:35.0,L. Aldridge misses 2-pt jump shot from 13 ft,,10,16
57,1,4:34.0,,Defensive rebound by J. Wall,10,16
58,1,4:31.0,,Shooting block foul by N. Batum (drawn by P. Pierce),10,16
59,1,4:31.0,,P. Pierce makes free throw 1 of 2,10,17
60,1,4:31.0,,D. Gooden enters the game for N. Hilário,10,17
61,1,4:31.0,,R. Butler enters the game for B. Beal,10,17
62,1,4:31.0,,P. Pierce makes free throw 2 of 2,10,18
63,1,4:17.0,D. Lillard makes 2-pt jump shot from 20 ft (assist by L. Aldridge),,12,18
64,1,3:58.0,,Turnover by P. Pierce (bad pass; steal by C. McCollum),12,18
65,1,3:43.0,C. Kaman misses 2-pt layup from 1 ft,,12,18
66,1,3:42.0,Offensive rebound by C. Kaman,,12,18
67,1,3:40.0,C. Kaman makes 2-pt layup at rim,,14,18
68,1,3:19.0,,M. Gortat makes 2-pt jump shot from 11 ft,14,20
69,1,3:03.0,,R. Sessions enters the game for P. Pierce,14,20
70,1,3:02.0,D. Lillard misses 2-pt layup from 1 ft,,14,20
71,1,3:01.0,Offensive rebound by C. Kaman,,14,20
72,1,2:58.0,C. Kaman makes 2-pt layup at rim,,16,20
73,1,2:42.0,,D. Gooden makes 2-pt jump shot from 21 ft,16,22
74,1,2:27.0,Turnover by C. Kaman (traveling),,16,22
75,1,2:27.0,,Washington full timeout,16,22
76,1,2:27.0,S. Blake enters the game for D. Lillard,,16,22
77,1,2:27.0,D. Wright enters the game for N. Batum,,16,22
78,1,2:06.0,,R. Butler misses 2-pt jump shot from 20 ft,16,22
79,1,2:05.0,Defensive rebound by L. Aldridge,,16,22
80,1,1:41.0,D. Wright misses 2-pt jump shot from 20 ft,,16,22
81,1,1:40.0,Offensive rebound by Team,,16,22
82,1,1:35.0,C. Kaman makes 2-pt hook shot from 4 ft (assist by C. McCollum),,18,22
83,1,1:19.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),18,24
84,1,0:56.0,L. Aldridge misses 2-pt layup from 1 ft,,18,24
85,1,0:55.0,Offensive rebound by L. Aldridge,,18,24
86,1,0:54.0,L. Aldridge misses 2-pt layup from 2 ft,,18,24
87,1,0:54.0,Offensive rebound by L. Aldridge,,18,24
88,1,0:54.0,L. Aldridge makes 2-pt layup from 2 ft,,20,24
89,1,0:39.0,,J. Wall misses 2-pt jump shot from 14 ft,20,24
90,1,0:38.0,Defensive rebound by S. Blake,,20,24
91,1,0:31.0,C. McCollum misses 3-pt jump shot from 28 ft,,20,24
92,1,0:30.0,Offensive rebound by L. Aldridge,,20,24
93,1,0:18.0,D. Wright misses 3-pt jump shot from 26 ft,,20,24
94,1,0:16.0,,Defensive rebound by M. Gortat,20,24
95,1,0:12.0,,J. Wall makes 2-pt layup from 1 ft,20,26
96,1,0:12.0,,Shooting foul by D. Wright (drawn by J. Wall),20,26
97,1,0:12.0,,K. Séraphin enters the game for M. Gortat,20,26
98,1,0:12.0,,J. Wall makes free throw 1 of 1,20,27
99,1,0:04.0,Personal take foul by R. Sessions (drawn by C. McCollum),,20,27
100,1,0:02.0,C. Kaman misses 2-pt jump shot from 17 ft,,20,27
101,1,0:00.0,,Defensive rebound by R. Butler,20,27
102,2,11:40.0,C. Kaman makes 2-pt hook shot from 5 ft,,22,27
103,2,11:20.0,,D. Gooden makes 2-pt jump shot from 20 ft (assist by B. Beal),22,29
104,2,10:59.0,C. McCollum misses 2-pt jump shot from 6 ft,,22,29
105,2,10:58.0,,Defensive rebound by R. Sessions,22,29
106,2,10:53.0,,R. Butler makes 2-pt dunk at rim (assist by R. Sessions),22,31
107,2,10:40.0,M. Leonard misses 3-pt jump shot from 26 ft,,22,31
108,2,10:39.0,,Defensive rebound by K. Séraphin,22,31
109,2,10:26.0,,D. Gooden misses 2-pt jump shot from 6 ft,22,31
110,2,10:25.0,Defensive rebound by M. Leonard,,22,31
111,2,10:07.0,S. Blake misses 3-pt jump shot from 25 ft,,22,31
112,2,10:06.0,,Defensive rebound by K. Séraphin,22,31
113,2,10:03.0,,Shooting block foul by D. Wright (drawn by R. Sessions),22,31
114,2,10:03.0,,R. Sessions makes free throw 1 of 2,22,32
115,2,10:03.0,D. Lillard enters the game for C. McCollum,,22,32
116,2,10:03.0,A. Afflalo enters the game for S. Blake,,22,32
117,2,10:03.0,,R. Sessions makes free throw 2 of 2,22,33
118,2,9:51.0,D. Lillard misses 2-pt jump shot from 18 ft,,22,33
119,2,9:50.0,,Defensive rebound by R. Sessions,22,33
120,2,9:37.0,,R. Butler misses 2-pt layup from 1 ft,22,33
121,2,9:35.0,,Offensive rebound by D. Gooden,22,33
122,2,9:34.0,,D. Gooden misses 2-pt jump shot from 2 ft,22,33
123,2,9:33.0,Defensive rebound by M. Leonard,,22,33
124,2,9:17.0,C. Kaman misses 2-pt jump shot from 19 ft,,22,33
125,2,9:16.0,,Defensive rebound by R. Sessions,22,33
126,2,9:03.0,,B. Beal makes 3-pt jump shot from 26 ft,22,36
127,2,9:00.0,Portland full timeout,,22,36
128,2,9:00.0,R. Lopez enters the game for C. Kaman,,22,36
129,2,9:00.0,N. Batum enters the game for D. Wright,,22,36
130,2,8:36.0,D. Lillard misses 2-pt jump shot from 5 ft,,22,36
131,2,8:35.0,,Defensive rebound by B. Beal,22,36
132,2,8:21.0,,Shooting foul by A. Afflalo (drawn by B. Beal),22,36
133,2,8:21.0,,B. Beal misses free throw 1 of 2,22,36
134,2,8:21.0,,Offensive rebound by Team,22,36
135,2,8:21.0,,B. Beal makes free throw 2 of 2,22,37
136,2,8:08.0,R. Lopez makes 2-pt layup at rim (assist by N. Batum),,24,37
137,2,7:53.0,,D. Gooden makes 2-pt jump shot from 20 ft (assist by R. Sessions),24,39
138,2,7:40.0,M. Leonard misses 2-pt jump shot from 20 ft,,24,39
139,2,7:39.0,,Defensive rebound by R. Sessions,24,39
140,2,7:31.0,,D. Gooden makes 3-pt jump shot from 23 ft (assist by R. Sessions),24,42
141,2,7:13.0,A. Afflalo makes 2-pt layup from 1 ft (assist by N. Batum),,26,42
142,2,7:13.0,Shooting foul by K. Séraphin (drawn by A. Afflalo),,26,42
143,2,7:13.0,L. Aldridge enters the game for M. Leonard,,26,42
144,2,7:13.0,A. Afflalo makes free throw 1 of 1,,27,42
145,2,6:57.0,,R. Butler makes 2-pt jump shot from 4 ft,27,44
146,2,6:46.0,N. Batum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,30,44
147,2,6:25.0,,K. Séraphin misses 2-pt jump shot from 8 ft,30,44
148,2,6:24.0,Defensive rebound by N. Batum,,30,44
149,2,6:15.0,Shooting foul by K. Séraphin (drawn by R. Lopez),,30,44
150,2,6:15.0,R. Lopez misses free throw 1 of 2,,30,44
151,2,6:15.0,Offensive rebound by Team,,30,44
152,2,6:15.0,,N. Hilário enters the game for K. Séraphin,30,44
153,2,6:15.0,R. Lopez makes free throw 2 of 2,,31,44
154,2,6:01.0,,N. Hilário makes 2-pt layup from 2 ft,31,46
155,2,5:42.0,N. Batum misses 3-pt jump shot from 25 ft,,31,46
156,2,5:41.0,,Defensive rebound by N. Hilário,31,46
157,2,5:36.0,,Shooting foul by A. Afflalo (drawn by R. Sessions),31,46
158,2,5:36.0,Official timeout,,31,46
159,2,5:36.0,,M. Gortat enters the game for D. Gooden,31,46
160,2,5:36.0,C. McCollum enters the game for A. Afflalo,,31,46
161,2,5:36.0,,R. Sessions misses free throw 1 of 2,31,46
162,2,5:36.0,,Offensive rebound by Team,31,46
163,2,5:36.0,,R. Sessions makes free throw 2 of 2,31,47
164,2,5:23.0,R. Lopez makes 2-pt layup at rim (assist by N. Batum),,33,47
165,2,5:23.0,Shooting foul by B. Beal (drawn by R. Lopez),,33,47
166,2,5:23.0,,J. Wall enters the game for R. Sessions,33,47
167,2,5:23.0,R. Lopez makes free throw 1 of 1,,34,47
168,2,5:07.0,,B. Beal misses 2-pt jump shot from 17 ft,34,47
169,2,5:06.0,Defensive rebound by L. Aldridge,,34,47
170,2,4:57.0,Shooting foul by N. Hilário (drawn by L. Aldridge),,34,47
171,2,4:57.0,L. Aldridge makes free throw 1 of 2,,35,47
172,2,4:57.0,,P. Pierce enters the game for R. Butler,35,47
173,2,4:57.0,L. Aldridge misses free throw 2 of 2,,35,47
174,2,4:56.0,,Defensive rebound by N. Hilário,35,47
175,2,4:41.0,,Shooting foul by R. Lopez (drawn by N. Hilário),35,47
176,2,4:41.0,,N. Hilário misses free throw 1 of 2,35,47
177,2,4:41.0,,Offensive rebound by Team,35,47
178,2,4:41.0,,N. Hilário misses free throw 2 of 2,35,47
179,2,4:40.0,Defensive rebound by R. Lopez,,35,47
180,2,4:34.0,D. Lillard makes 2-pt layup at rim,,37,47
181,2,4:13.0,,P. Pierce misses 2-pt jump shot from 7 ft,37,47
182,2,4:12.0,Defensive rebound by R. Lopez,,37,47
183,2,3:54.0,N. Batum misses 3-pt jump shot from 27 ft,,37,47
184,2,3:53.0,,Defensive rebound by P. Pierce,37,47
185,2,3:42.0,,P. Pierce misses 3-pt jump shot from 25 ft,37,47
186,2,3:41.0,,Offensive rebound by M. Gortat,37,47
187,2,3:40.0,,M. Gortat makes 2-pt tip-in from 1 ft,37,49
188,2,3:23.0,Turnover by N. Batum (bad pass),,37,49
189,2,3:09.0,,J. Wall misses 2-pt jump shot from 13 ft (block by D. Lillard),37,49
190,2,3:08.0,Defensive rebound by N. Batum,,37,49
191,2,3:00.0,N. Batum makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,40,49
192,2,2:52.0,,Washington full timeout,40,49
193,2,2:52.0,S. Blake enters the game for C. McCollum,,40,49
194,2,2:41.0,,B. Beal makes 2-pt layup at rim (assist by N. Hilário),40,51
195,2,2:41.0,,Shooting foul by S. Blake (drawn by B. Beal),40,51
196,2,2:41.0,,D. Gooden enters the game for N. Hilário,40,51
197,2,2:41.0,,B. Beal misses free throw 1 of 1,40,51
198,2,2:40.0,,Offensive rebound by B. Beal,40,51
199,2,2:31.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),40,54
200,2,2:12.0,D. Lillard misses 3-pt jump shot from 26 ft,,40,54
201,2,2:11.0,,Defensive rebound by P. Pierce,40,54
202,2,2:04.0,,Shooting foul by R. Lopez (drawn by P. Pierce),40,54
203,2,2:04.0,,P. Pierce makes free throw 1 of 2,40,55
204,2,2:04.0,,P. Pierce misses free throw 2 of 2,40,55
205,2,2:03.0,Defensive rebound by N. Batum,,40,55
206,2,1:55.0,Turnover by R. Lopez (lost ball; steal by P. Pierce),,40,55
207,2,1:42.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by D. Gooden),40,58
208,2,1:20.0,S. Blake misses 2-pt jump shot from 19 ft,,40,58
209,2,1:19.0,,Defensive rebound by J. Wall,40,58
210,2,1:13.0,,J. Wall makes 2-pt layup at rim,40,60
211,2,1:13.0,Portland full timeout,,40,60
212,2,0:51.0,S. Blake misses 3-pt jump shot from 29 ft,,40,60
213,2,0:50.0,,Defensive rebound by M. Gortat,40,60
214,2,0:31.0,,D. Gooden misses 2-pt jump shot from 19 ft,40,60
215,2,0:30.0,Defensive rebound by N. Batum,,40,60
216,2,0:08.0,R. Lopez misses 2-pt jump shot from 12 ft,,40,60
217,2,0:07.0,,Defensive rebound by M. Gortat,40,60
218,2,0:01.0,,J. Wall misses 3-pt jump shot from 25 ft,40,60
219,2,0:00.0,,Offensive rebound by Team,40,60
220,3,11:43.0,Turnover by N. Batum (bad pass; steal by P. Pierce),,40,60
221,3,11:23.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),40,63
222,3,11:08.0,Turnover by D. Lillard (bad pass),,40,63
223,3,10:49.0,,P. Pierce misses 3-pt jump shot from 29 ft,40,63
224,3,10:48.0,Defensive rebound by D. Lillard,,40,63
225,3,10:38.0,D. Lillard misses 2-pt layup at rim,,40,63
226,3,10:37.0,Offensive rebound by R. Lopez,,40,63
227,3,10:36.0,R. Lopez makes 2-pt tip-in at rim,,42,63
228,3,10:25.0,,Turnover by N. Hilário (traveling),42,63
229,3,10:11.0,L. Aldridge makes 2-pt layup at rim,,44,63
230,3,9:49.0,,M. Gortat makes 2-pt jump shot from 14 ft (assist by B. Beal),44,65
231,3,9:30.0,D. Lillard misses 3-pt jump shot from 26 ft,,44,65
232,3,9:29.0,,Defensive rebound by P. Pierce,44,65
233,3,9:08.0,,N. Hilário misses 2-pt jump shot from 17 ft,44,65
234,3,9:07.0,Defensive rebound by N. Batum,,44,65
235,3,8:55.0,L. Aldridge misses 2-pt jump shot from 15 ft,,44,65
236,3,8:54.0,,Defensive rebound by B. Beal,44,65
237,3,8:47.0,,J. Wall makes 2-pt layup at rim,44,67
238,3,8:27.0,Shooting foul by J. Wall (drawn by D. Lillard),,44,67
239,3,8:27.0,D. Lillard makes free throw 1 of 2,,45,67
240,3,8:27.0,D. Lillard makes free throw 2 of 2,,46,67
241,3,8:15.0,,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),46,69
242,3,8:00.0,D. Lillard misses 2-pt jump shot from 3 ft (block by M. Gortat),,46,69
243,3,7:59.0,,Defensive rebound by P. Pierce,46,69
244,3,7:55.0,,N. Hilário makes 2-pt dunk at rim (assist by P. Pierce),46,71
245,3,7:55.0,Portland full timeout,,46,71
246,3,7:55.0,M. Leonard enters the game for R. Lopez,,46,71
247,3,7:34.0,A. Afflalo makes 2-pt jump shot from 8 ft,,48,71
248,3,7:13.0,,B. Beal misses 2-pt jump shot from 18 ft,48,71
249,3,7:12.0,Defensive rebound by D. Lillard,,48,71
250,3,7:00.0,A. Afflalo makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,51,71
251,3,6:40.0,,P. Pierce misses 3-pt jump shot from 25 ft,51,71
252,3,6:39.0,Defensive rebound by Team,,51,71
253,3,6:15.0,Shooting foul by B. Beal (drawn by A. Afflalo),,51,71
254,3,6:15.0,A. Afflalo makes free throw 1 of 2,,52,71
255,3,6:15.0,A. Afflalo makes free throw 2 of 2,,53,71
256,3,6:04.0,Violation by N. Batum (kicked ball),,53,71
257,3,5:54.0,,J. Wall makes 2-pt layup at rim (assist by N. Hilário),53,73
258,3,5:30.0,Shooting foul by P. Pierce (drawn by L. Aldridge),,53,73
259,3,5:30.0,L. Aldridge misses free throw 1 of 2,,53,73
260,3,5:30.0,Offensive rebound by Team,,53,73
261,3,5:30.0,L. Aldridge makes free throw 2 of 2,,54,73
262,3,5:17.0,,J. Wall makes 2-pt layup at rim,54,75
263,3,5:02.0,M. Leonard makes 2-pt hook shot from 8 ft (assist by N. Batum),,56,75
264,3,4:45.0,,J. Wall misses 2-pt jump shot from 13 ft,56,75
265,3,4:44.0,Defensive rebound by M. Leonard,,56,75
266,3,4:37.0,D. Lillard makes 2-pt jump shot from 5 ft,,58,75
267,3,4:26.0,,Turnover by J. Wall (bad pass),58,75
268,3,4:05.0,,R. Butler enters the game for B. Beal,58,75
269,3,4:05.0,,D. Gooden enters the game for N. Hilário,58,75
270,3,4:00.0,A. Afflalo makes 3-pt jump shot from 26 ft (assist by D. Lillard),,61,75
271,3,3:36.0,,Shooting foul by L. Aldridge (drawn by P. Pierce),61,75
272,3,3:36.0,,P. Pierce makes free throw 1 of 2,61,76
273,3,3:36.0,,P. Pierce makes free throw 2 of 2,61,77
274,3,3:22.0,D. Lillard makes 3-pt jump shot from 27 ft,,64,77
275,3,2:57.0,,Washington full timeout,64,77
276,3,2:57.0,C. McCollum enters the game for N. Batum,,64,77
277,3,2:57.0,D. Wright enters the game for A. Afflalo,,64,77
278,3,2:55.0,,R. Butler misses 3-pt jump shot from 24 ft,64,77
279,3,2:55.0,,Offensive rebound by Team,64,77
280,3,2:55.0,,Turnover by Team (shot clock),64,77
281,3,2:39.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Lillard),,66,77
282,3,2:10.0,,J. Wall misses 2-pt jump shot from 19 ft,66,77
283,3,2:09.0,,Offensive rebound by Team,66,77
284,3,2:09.0,Loose ball foul by C. McCollum (drawn by D. Gooden),,66,77
285,3,2:04.0,,P. Pierce makes 2-pt jump shot from 17 ft,66,79
286,3,1:47.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,69,79
287,3,1:25.0,,Personal foul by D. Wright (drawn by P. Pierce),69,79
288,3,1:21.0,,Personal foul by D. Wright (drawn by P. Pierce),69,79
289,3,1:21.0,,P. Pierce misses free throw 1 of 2,69,79
290,3,1:21.0,,Offensive rebound by Team,69,79
291,3,1:21.0,,P. Pierce makes free throw 2 of 2,69,80
292,3,1:06.0,Personal foul by M. Gortat (drawn by L. Aldridge),,69,80
293,3,1:02.0,D. Lillard misses 3-pt jump shot from 27 ft,,69,80
294,3,1:02.0,,Defensive rebound by Team,69,80
295,3,1:02.0,Loose ball foul by L. Aldridge (drawn by R. Butler),,69,80
296,3,1:02.0,,R. Butler misses free throw 1 of 2,69,80
297,3,1:02.0,,Offensive rebound by Team,69,80
298,3,1:02.0,,R. Butler makes free throw 2 of 2,69,81
299,3,0:57.0,Personal foul by P. Pierce (drawn by D. Wright),,69,81
300,3,0:57.0,D. Wright makes free throw 1 of 2,,70,81
301,3,0:57.0,S. Blake enters the game for D. Lillard,,70,81
302,3,0:57.0,C. Kaman enters the game for L. Aldridge,,70,81
303,3,0:57.0,D. Wright makes free throw 2 of 2,,71,81
304,3,0:45.0,,J. Wall misses 2-pt jump shot from 18 ft,71,81
305,3,0:43.0,Defensive rebound by D. Wright,,71,81
306,3,0:33.0,S. Blake makes 3-pt jump shot from 27 ft,,74,81
307,3,0:09.0,,R. Butler misses 2-pt jump shot from 20 ft,74,81
308,3,0:07.0,Defensive rebound by S. Blake,,74,81
309,3,0:03.0,Turnover by M. Leonard (bad pass; steal by J. Wall),,74,81
310,3,0:01.0,,J. Wall misses 2-pt jump shot from 12 ft,74,81
311,3,0:00.0,,Offensive rebound by Team,74,81
312,4,11:43.0,,Shooting foul by C. Kaman (drawn by N. Hilário),74,81
313,4,11:43.0,,N. Hilário makes free throw 1 of 2,74,82
314,4,11:43.0,,N. Hilário makes free throw 2 of 2,74,83
315,4,11:26.0,M. Leonard misses 3-pt jump shot from 24 ft,,74,83
316,4,11:25.0,,Defensive rebound by D. Gooden,74,83
317,4,11:13.0,,N. Hilário misses 2-pt jump shot from 21 ft,74,83
318,4,11:12.0,Defensive rebound by N. Batum,,74,83
319,4,10:57.0,C. McCollum misses 2-pt jump shot from 9 ft,,74,83
320,4,10:56.0,,Defensive rebound by J. Wall,74,83
321,4,10:41.0,,J. Wall misses 2-pt layup from 2 ft,74,83
322,4,10:40.0,Defensive rebound by C. Kaman,,74,83
323,4,10:31.0,C. Kaman makes 2-pt jump shot from 3 ft (assist by S. Blake),,76,83
324,4,10:07.0,,B. Beal misses 2-pt jump shot from 19 ft (block by N. Batum),76,83
325,4,10:05.0,Defensive rebound by N. Batum,,76,83
326,4,9:55.0,M. Leonard misses 2-pt layup from 1 ft (block by N. Hilário),,76,83
327,4,9:53.0,Offensive rebound by M. Leonard,,76,83
328,4,9:51.0,M. Leonard misses 2-pt layup from 1 ft,,76,83
329,4,9:50.0,,Defensive rebound by N. Hilário,76,83
330,4,9:36.0,,J. Wall misses 2-pt layup from 1 ft,76,83
331,4,9:35.0,Defensive rebound by C. Kaman,,76,83
332,4,9:28.0,Shooting foul by N. Hilário (drawn by C. Kaman),,76,83
333,4,9:28.0,C. Kaman makes free throw 1 of 2,,77,83
334,4,9:28.0,R. Lopez enters the game for M. Leonard,,77,83
335,4,9:28.0,C. Kaman makes free throw 2 of 2,,78,83
336,4,9:13.0,,N. Hilário misses 2-pt jump shot from 3 ft,78,83
337,4,9:13.0,,Offensive rebound by N. Hilário,78,83
338,4,9:08.0,,B. Beal misses 2-pt jump shot from 17 ft,78,83
339,4,9:07.0,Defensive rebound by N. Batum,,78,83
340,4,9:00.0,Personal foul by D. Gooden (drawn by C. Kaman),,78,83
341,4,8:50.0,C. McCollum makes 2-pt jump shot from 17 ft,,80,83
342,4,8:49.0,,Washington full timeout,80,83
343,4,8:49.0,,M. Gortat enters the game for D. Gooden,80,83
344,4,8:31.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),80,86
345,4,8:14.0,N. Batum misses 2-pt jump shot from 15 ft,,80,86
346,4,8:13.0,,Defensive rebound by N. Hilário,80,86
347,4,8:02.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),80,88
348,4,8:02.0,Portland full timeout,,80,88
349,4,8:02.0,D. Lillard enters the game for S. Blake,,80,88
350,4,8:02.0,L. Aldridge enters the game for C. Kaman,,80,88
351,4,7:46.0,L. Aldridge misses 2-pt jump shot from 16 ft,,80,88
352,4,7:45.0,,Defensive rebound by M. Gortat,80,88
353,4,7:28.0,,N. Hilário misses 2-pt jump shot from 17 ft,80,88
354,4,7:27.0,Defensive rebound by N. Batum,,80,88
355,4,7:09.0,Turnover by D. Lillard (lost ball),,80,88
356,4,6:56.0,,Turnover by J. Wall (bad pass; steal by N. Batum),80,88
357,4,6:45.0,R. Lopez misses 2-pt jump shot from 9 ft,,80,88
358,4,6:44.0,Offensive rebound by L. Aldridge,,80,88
359,4,6:43.0,L. Aldridge makes 2-pt layup at rim,,82,88
360,4,6:16.0,,J. Wall misses 2-pt jump shot from 19 ft,82,88
361,4,6:15.0,Defensive rebound by L. Aldridge,,82,88
362,4,6:06.0,L. Aldridge misses 2-pt layup at rim (block by J. Wall),,82,88
363,4,6:06.0,Offensive rebound by Team,,82,88
364,4,6:06.0,,P. Pierce enters the game for R. Sessions,82,88
365,4,6:06.0,A. Afflalo enters the game for C. McCollum,,82,88
366,4,6:06.0,Inbound foul by N. Hilário,,82,88
367,4,6:06.0,L. Aldridge makes free throw 1 of 2,,83,88
368,4,6:06.0,L. Aldridge makes free throw 2 of 2,,84,88
369,4,5:55.0,,M. Gortat misses 2-pt jump shot from 5 ft,84,88
370,4,5:54.0,Defensive rebound by R. Lopez,,84,88
371,4,5:44.0,N. Batum misses 3-pt jump shot from 25 ft,,84,88
372,4,5:43.0,,Defensive rebound by J. Wall,84,88
373,4,5:41.0,,Personal take foul by N. Batum (drawn by J. Wall),84,88
374,4,5:30.0,,J. Wall makes 2-pt jump shot from 20 ft (assist by B. Beal),84,90
375,4,5:09.0,N. Batum makes 2-pt layup at rim (assist by D. Lillard),,86,90
376,4,4:50.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by J. Wall),86,92
377,4,4:28.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by D. Lillard),,88,92
378,4,4:11.0,,Personal foul by A. Afflalo (drawn by B. Beal),88,92
379,4,4:00.0,,N. Hilário misses 2-pt jump shot from 20 ft,88,92
380,4,4:00.0,Defensive rebound by N. Batum,,88,92
381,4,3:49.0,A. Afflalo misses 3-pt jump shot from 27 ft,,88,92
382,4,3:48.0,,Defensive rebound by J. Wall,88,92
383,4,3:33.0,,J. Wall misses 2-pt jump shot from 16 ft,88,92
384,4,3:33.0,,Offensive rebound by M. Gortat,88,92
385,4,3:33.0,,M. Gortat makes 2-pt tip-in at rim,88,94
386,4,3:23.0,D. Lillard misses 3-pt jump shot from 26 ft,,88,94
387,4,3:21.0,,Defensive rebound by M. Gortat,88,94
388,4,3:05.0,,N. Hilário misses 2-pt layup from 2 ft,88,94
389,4,3:04.0,Defensive rebound by N. Batum,,88,94
390,4,2:55.0,L. Aldridge makes 2-pt jump shot from 15 ft,,90,94
