,QUARTER,TIME_REMAINING,TORONTO_ACTION,OKLAHOMA CITY_ACTION,TORONTO_SCORE,OKLAHOMA CITY_SCORE
373,4,5:24.0,,Defensive rebound by D. Augustin,92,98
374,4,5:11.0,,E. Freedom misses 2-pt layup at rim (block by J. Valančiūnas),92,98
375,4,5:10.0,Defensive rebound by P. Patterson,,92,98
376,4,5:07.0,Personal foul by R. Westbrook (drawn by L. Williams),,92,98
377,4,5:07.0,D. DeRozan enters the game for G. Vásquez,,92,98
378,4,4:55.0,Turnover by J. Valančiūnas (lost ball; steal by D. Waiters),,92,98
379,4,4:45.0,,Turnover by E. Freedom (lost ball),92,98
380,4,4:31.0,D. DeRozan misses 2-pt jump shot from 6 ft,,92,98
381,4,4:30.0,Offensive rebound by P. Patterson,,92,98
382,4,4:30.0,P. Patterson makes 2-pt tip-in from 1 ft,,94,98
383,4,4:05.0,,D. Waiters misses 3-pt jump shot from 22 ft,94,98
384,4,4:04.0,,Offensive rebound by E. Freedom,94,98
385,4,4:00.0,,D. Augustin misses 3-pt jump shot from 24 ft,94,98
386,4,3:59.0,Defensive rebound by Team,,94,98
387,4,3:58.0,Toronto full timeout,,94,98
388,4,3:58.0,T. Ross enters the game for L. Williams,,94,98
389,4,3:47.0,K. Lowry misses 3-pt jump shot from 24 ft,,94,98
390,4,3:46.0,,Defensive rebound by R. Westbrook,94,98
391,4,3:38.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),94,100
392,4,3:18.0,D. DeRozan misses 2-pt jump shot from 5 ft,,94,100
393,4,3:17.0,Offensive rebound by D. DeRozan,,94,100
394,4,3:09.0,D. DeRozan misses 2-pt jump shot from 17 ft,,94,100
395,4,3:08.0,Offensive rebound by Team,,94,100
396,4,3:08.0,,Loose ball foul by E. Freedom (drawn by J. Valančiūnas),94,100
397,4,2:56.0,T. Ross misses 3-pt jump shot from 24 ft,,94,100
398,4,2:56.0,,Defensive rebound by Team,94,100
399,4,2:56.0,Official timeout,,94,100
400,4,2:38.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),94,102
401,4,2:19.0,P. Patterson makes 2-pt jump shot from 5 ft,,96,102
402,4,2:00.0,,Shooting foul by T. Ross (drawn by E. Freedom),96,102
403,4,2:00.0,,E. Freedom makes free throw 1 of 2,96,103
404,4,2:00.0,,E. Freedom misses free throw 2 of 2,96,103
405,4,1:59.0,Defensive rebound by P. Patterson,,96,103
406,4,1:43.0,D. DeRozan makes 2-pt jump shot from 9 ft,,98,103
407,4,1:24.0,,Shooting foul by D. DeRozan (drawn by S. Ibaka),98,103
408,4,1:24.0,,S. Ibaka misses free throw 1 of 2,98,103
409,4,1:24.0,,Offensive rebound by Team,98,103
410,4,1:24.0,,A. Roberson enters the game for D. Augustin,98,103
411,4,1:24.0,,S. Ibaka makes free throw 2 of 2,98,104
412,4,1:06.0,D. DeRozan makes 2-pt layup from 1 ft,,100,104
413,4,0:45.0,,R. Westbrook makes 2-pt jump shot from 23 ft,100,106
414,4,0:45.0,Toronto full timeout,,100,106
415,4,0:45.0,G. Vásquez enters the game for J. Valančiūnas,,100,106
416,4,0:45.0,,D. Augustin enters the game for E. Freedom,100,106
417,4,0:42.0,D. DeRozan makes 2-pt layup from 1 ft (assist by G. Vásquez),,102,106
418,4,0:22.0,,R. Westbrook misses 2-pt jump shot from 18 ft,102,106
419,4,0:21.0,Defensive rebound by T. Ross,,102,106
420,4,0:15.0,D. DeRozan makes 2-pt dunk at rim,,104,106
421,4,0:15.0,,Oklahoma City full timeout,104,106
422,4,0:15.0,,A. Morrow enters the game for A. Roberson,104,106
423,4,0:15.0,,Oklahoma City full timeout,104,106
424,4,0:14.0,,Personal foul by G. Vásquez (drawn by R. Westbrook),104,106
425,4,0:14.0,,R. Westbrook makes free throw 1 of 2,104,107
426,4,0:14.0,,A. Roberson enters the game for A. Morrow,104,107
427,4,0:14.0,,R. Westbrook makes free throw 2 of 2,104,108
428,4,0:08.0,D. DeRozan misses 3-pt jump shot from 24 ft,,104,108
429,4,0:07.0,,Defensive rebound by S. Ibaka,104,108
430,4,0:02.0,,Personal take foul by T. Ross (drawn by D. Augustin),104,108
431,4,0:02.0,,D. Augustin misses free throw 1 of 2,104,108
432,4,0:02.0,,Offensive rebound by Team,104,108
433,4,0:02.0,,D. Augustin misses free throw 2 of 2,104,108
434,4,0:02.0,Defensive rebound by P. Patterson,,104,108
435,4,0:02.0,Toronto full timeout,,104,108
