,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
56,1,4:05.0,T. Ross misses 3-pt jump shot from 23 ft,,20,22
57,1,4:03.0,,Defensive rebound by A. Wiggins,20,22
58,1,4:01.0,,Shooting foul by T. Ross (drawn by A. Payne),20,22
59,1,4:01.0,,A. Payne misses free throw 1 of 2,20,22
60,1,4:01.0,,Offensive rebound by Team,20,22
61,1,4:01.0,L. Williams enters the game for G. Vásquez,,20,22
62,1,4:01.0,,A. Payne misses free throw 2 of 2,20,22
63,1,4:00.0,Defensive rebound by T. Hansbrough,,20,22
64,1,3:45.0,Shooting foul by A. Payne (drawn by T. Hansbrough),,20,22
65,1,3:45.0,T. Hansbrough makes 2-pt layup from 1 ft (assist by L. Williams),,22,22
66,1,3:45.0,,R. Hummel enters the game for A. Payne,22,22
67,1,3:45.0,T. Hansbrough misses free throw 1 of 1,,22,22
68,1,3:44.0,Offensive rebound by T. Hansbrough,,22,22
69,1,3:31.0,T. Ross makes 2-pt jump shot from 16 ft (assist by L. Williams),,24,22
70,1,3:14.0,,A. Wiggins misses 2-pt jump shot from 5 ft,24,22
71,1,3:13.0,Defensive rebound by T. Hansbrough,,24,22
72,1,3:03.0,L. Williams misses 3-pt jump shot from 25 ft,,24,22
73,1,3:02.0,,Defensive rebound by R. Hummel,24,22
74,1,2:50.0,,C. Budinger makes 2-pt jump shot from 11 ft (assist by A. Wiggins),24,24
75,1,2:33.0,,Minnesota full timeout,24,24
76,1,2:27.0,T. Ross makes 2-pt dunk at rim (assist by P. Patterson),,26,24
77,1,2:03.0,,A. Wiggins misses 3-pt jump shot from 25 ft,26,24
78,1,2:00.0,Defensive rebound by T. Hansbrough,,26,24
79,1,1:41.0,D. DeRozan misses 2-pt jump shot from 15 ft,,26,24
80,1,1:40.0,,Defensive rebound by C. Budinger,26,24
81,1,1:27.0,,C. Budinger misses 2-pt jump shot from 10 ft,26,24
82,1,1:24.0,Defensive rebound by T. Hansbrough,,26,24
83,1,1:14.0,D. DeRozan makes 2-pt layup from 1 ft,,28,24
84,1,1:00.0,,Personal foul by T. Hansbrough (drawn by R. Hummel),28,24
85,1,1:00.0,J. Johnson enters the game for T. Ross,,28,24
86,1,0:53.0,,R. Hummel misses 2-pt jump shot from 21 ft,28,24
87,1,0:51.0,Defensive rebound by Team,,28,24
88,1,0:38.0,L. Williams makes 3-pt jump shot from 24 ft,,31,24
89,1,0:31.0,,J. Hamilton makes 2-pt layup from 1 ft (assist by L. Brown),31,26
90,1,0:07.0,L. Williams misses 2-pt jump shot from 14 ft,,31,26
91,1,0:04.0,,Defensive rebound by A. Wiggins,31,26
92,1,0:01.0,,Shooting foul by T. Hansbrough (drawn by J. Hamilton),31,26
93,1,0:01.0,,J. Hamilton misses free throw 1 of 2,31,26
94,1,0:01.0,,Offensive rebound by Team,31,26
95,1,0:01.0,,J. Hamilton makes free throw 2 of 2,31,27
96,2,11:41.0,G. Vásquez makes 3-pt jump shot from 24 ft (assist by T. Hansbrough),,34,27
97,2,11:17.0,,A. Wiggins makes 2-pt jump shot from 14 ft,34,29
98,2,10:59.0,P. Patterson misses 3-pt jump shot from 24 ft,,34,29
99,2,10:56.0,,Defensive rebound by Z. LaVine,34,29
100,2,10:44.0,,A. Payne misses 2-pt jump shot from 4 ft,34,29
101,2,10:43.0,Defensive rebound by G. Vásquez,,34,29
102,2,10:30.0,G. Vásquez makes 3-pt jump shot from 23 ft (assist by P. Patterson),,37,29
103,2,10:14.0,,A. Wiggins misses 2-pt jump shot from 13 ft,37,29
104,2,10:13.0,Defensive rebound by G. Vásquez,,37,29
105,2,10:03.0,G. Vásquez makes 2-pt jump shot from 4 ft,,39,29
106,2,10:02.0,,Minnesota full timeout,39,29
107,2,10:02.0,,A. Bennett enters the game for A. Wiggins,39,29
108,2,9:44.0,,Turnover by Z. LaVine (bad pass; steal by L. Williams),39,29
109,2,9:27.0,L. Williams makes 3-pt jump shot from 22 ft (assist by P. Patterson),,42,29
110,2,9:11.0,,R. Hummel misses 3-pt jump shot from 22 ft,42,29
111,2,9:10.0,,Offensive rebound by Team,42,29
112,2,9:10.0,Loose ball foul by G. Vásquez (drawn by A. Payne),,42,29
113,2,9:05.0,,C. Budinger misses 2-pt jump shot from 21 ft,42,29
114,2,9:03.0,Defensive rebound by Team,,42,29
115,2,8:38.0,J. Johnson makes 2-pt jump shot from 18 ft,,44,29
116,2,8:20.0,,Z. LaVine misses 2-pt jump shot from 19 ft,44,29
117,2,8:18.0,Defensive rebound by L. Williams,,44,29
118,2,8:12.0,Shooting foul by A. Bennett (drawn by J. Johnson),,44,29
119,2,8:12.0,J. Johnson makes free throw 1 of 2,,45,29
120,2,8:12.0,,A. Wiggins enters the game for R. Hummel,45,29
121,2,8:12.0,J. Johnson misses free throw 2 of 2,,45,29
122,2,8:11.0,,Defensive rebound by C. Budinger,45,29
123,2,8:07.0,,Turnover by Z. LaVine (bad pass),45,29
124,2,7:45.0,L. Williams misses 3-pt jump shot from 24 ft,,45,29
125,2,7:44.0,,Defensive rebound by C. Budinger,45,29
126,2,7:35.0,,C. Budinger misses 2-pt layup from 2 ft,45,29
127,2,7:33.0,,Offensive rebound by A. Bennett,45,29
128,2,7:33.0,,A. Bennett makes 2-pt tip-in at rim,45,31
129,2,7:15.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by P. Patterson),,48,31
130,2,6:59.0,,A. Wiggins misses 2-pt jump shot from 7 ft,48,31
131,2,6:58.0,Defensive rebound by J. Johnson,,48,31
132,2,6:37.0,G. Vásquez misses 3-pt jump shot from 24 ft,,48,31
133,2,6:36.0,Offensive rebound by T. Hansbrough,,48,31
134,2,6:17.0,,Violation by Z. LaVine (kicked ball),48,31
135,2,6:17.0,Toronto full timeout,,48,31
136,2,6:17.0,D. DeRozan enters the game for L. Williams,,48,31
137,2,6:17.0,J. Valančiūnas enters the game for T. Hansbrough,,48,31
138,2,6:17.0,,J. Hamilton enters the game for A. Payne,48,31
139,2,6:09.0,Shooting foul by A. Wiggins (drawn by D. DeRozan),,48,31
140,2,6:09.0,D. DeRozan makes free throw 1 of 2,,49,31
141,2,6:09.0,D. DeRozan makes free throw 2 of 2,,50,31
142,2,5:59.0,,C. Budinger misses 3-pt jump shot from 25 ft (block by J. Johnson),50,31
143,2,5:58.0,,Offensive rebound by Team,50,31
144,2,5:52.0,,A. Bennett makes 2-pt dunk at rim (assist by A. Wiggins),50,33
145,2,5:32.0,P. Patterson misses 3-pt jump shot from 24 ft,,50,33
146,2,5:29.0,,Defensive rebound by J. Hamilton,50,33
147,2,5:23.0,,Z. LaVine makes 2-pt layup from 1 ft,50,35
148,2,5:06.0,J. Johnson misses 3-pt jump shot from 22 ft,,50,35
149,2,5:05.0,,Defensive rebound by A. Bennett,50,35
150,2,4:47.0,,C. Budinger makes 2-pt jump shot from 7 ft,50,37
151,2,4:23.0,Turnover by P. Patterson (bad pass; steal by A. Bennett),,50,37
152,2,4:20.0,,Personal foul by J. Valančiūnas (drawn by A. Bennett),50,37
153,2,4:20.0,A. Johnson enters the game for P. Patterson,,50,37
154,2,4:20.0,T. Ross enters the game for J. Johnson,,50,37
155,2,4:10.0,,A. Bennett misses 3-pt jump shot from 24 ft,50,37
156,2,4:09.0,Defensive rebound by Team,,50,37
157,2,3:57.0,D. DeRozan makes 2-pt layup at rim (assist by A. Johnson),,52,37
158,2,3:36.0,,Z. LaVine makes 2-pt jump shot from 10 ft,52,39
159,2,3:14.0,Turnover by A. Johnson (bad pass; steal by C. Budinger),,52,39
160,2,3:04.0,,A. Bennett makes 2-pt dunk at rim (assist by Z. LaVine),52,41
161,2,2:49.0,Personal foul by A. Bennett (drawn by A. Johnson),,52,41
162,2,2:49.0,Toronto full timeout,,52,41
163,2,2:49.0,L. Williams enters the game for G. Vásquez,,52,41
164,2,2:49.0,,A. Payne enters the game for A. Bennett,52,41
165,2,2:36.0,T. Ross misses 2-pt jump shot from 18 ft,,52,41
166,2,2:34.0,,Defensive rebound by Z. LaVine,52,41
167,2,2:21.0,,Shooting foul by J. Valančiūnas (drawn by A. Wiggins),52,41
168,2,2:21.0,,A. Wiggins makes free throw 1 of 2,52,42
169,2,2:21.0,T. Hansbrough enters the game for J. Valančiūnas,,52,42
170,2,2:21.0,,A. Wiggins misses free throw 2 of 2,52,42
171,2,2:20.0,Defensive rebound by A. Johnson,,52,42
172,2,1:56.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by T. Ross),,55,42
173,2,1:49.0,,Technical foul by Team,55,42
174,2,1:49.0,D. DeRozan makes technical free throw,,56,42
175,2,1:41.0,,Shooting foul by A. Johnson (drawn by A. Wiggins),56,42
176,2,1:41.0,,A. Wiggins makes free throw 1 of 2,56,43
177,2,1:41.0,,A. Wiggins makes free throw 2 of 2,56,44
178,2,1:26.0,D. DeRozan misses 2-pt jump shot from 12 ft (block by A. Payne),,56,44
179,2,1:23.0,Offensive rebound by A. Johnson,,56,44
180,2,1:23.0,A. Johnson makes 2-pt tip-in from 1 ft,,58,44
181,2,1:11.0,,Turnover by Z. LaVine (bad pass; steal by L. Williams),58,44
182,2,1:02.0,,Offensive charge foul by A. Johnson (drawn by J. Hamilton),58,44
183,2,1:02.0,Turnover by A. Johnson (offensive foul),,58,44
184,2,1:02.0,P. Patterson enters the game for A. Johnson,,58,44
185,2,1:02.0,,Minnesota full timeout,58,44
186,2,1:02.0,,L. Brown enters the game for Z. LaVine,58,44
187,2,0:47.0,,J. Hamilton makes 2-pt dunk at rim (assist by C. Budinger),58,46
188,2,0:36.0,L. Williams makes 2-pt jump shot from 8 ft,,60,46
189,2,0:14.0,,C. Budinger misses 3-pt jump shot from 25 ft,60,46
190,2,0:12.0,,Offensive rebound by A. Payne,60,46
191,2,0:00.0,,A. Wiggins misses 2-pt jump shot from 15 ft,60,46
192,2,0:00.0,,Offensive rebound by Team,60,46
193,3,11:43.0,J. Valančiūnas makes 2-pt layup from 1 ft,,62,46
194,3,11:28.0,,A. Wiggins makes 2-pt jump shot from 19 ft,62,48
195,3,11:10.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by A. Johnson),,64,48
196,3,10:53.0,,Turnover by Z. LaVine (bad pass; steal by A. Johnson),64,48
197,3,10:50.0,A. Johnson misses 2-pt jump shot from 4 ft (block by L. Brown),,64,48
198,3,10:49.0,Offensive rebound by Team,,64,48
199,3,10:49.0,,A. Bennett enters the game for J. Hamilton,64,48
200,3,10:44.0,Personal foul by A. Payne (drawn by J. Valančiūnas),,64,48
201,3,10:36.0,J. Valančiūnas makes 2-pt layup from 1 ft,,66,48
202,3,10:22.0,,A. Wiggins makes 2-pt jump shot from 18 ft (assist by Z. LaVine),66,50
203,3,10:01.0,D. DeRozan misses 2-pt jump shot from 8 ft (block by A. Wiggins),,66,50
204,3,9:59.0,Offensive rebound by T. Ross,,66,50
205,3,9:45.0,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),,69,50
206,3,9:26.0,,Z. LaVine misses 2-pt jump shot from 20 ft,69,50
207,3,9:25.0,,Offensive rebound by A. Bennett,69,50
208,3,9:20.0,,Z. LaVine misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),69,50
209,3,9:18.0,Defensive rebound by J. Valančiūnas,,69,50
210,3,8:56.0,T. Ross makes 2-pt jump shot from 12 ft,,71,50
211,3,8:56.0,,Minnesota full timeout,71,50
212,3,8:56.0,,J. Hamilton enters the game for A. Bennett,71,50
213,3,8:30.0,,Z. LaVine misses 3-pt jump shot from 25 ft,71,50
214,3,8:28.0,Defensive rebound by A. Johnson,,71,50
215,3,8:13.0,J. Valančiūnas misses 2-pt layup from 1 ft,,71,50
216,3,8:08.0,Offensive rebound by D. DeRozan,,71,50
217,3,8:03.0,J. Valančiūnas makes 2-pt jump shot from 7 ft (assist by G. Vásquez),,73,50
218,3,7:50.0,,A. Wiggins misses 2-pt jump shot from 16 ft,73,50
219,3,7:48.0,Defensive rebound by J. Valančiūnas,,73,50
220,3,7:37.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by A. Johnson),,75,50
221,3,7:37.0,,Minnesota full timeout,75,50
222,3,7:16.0,,Turnover by A. Wiggins (bad pass),75,50
223,3,7:02.0,Shooting foul by L. Brown (drawn by T. Ross),,75,50
224,3,7:02.0,T. Ross makes free throw 1 of 2,,76,50
225,3,7:02.0,,A. Bennett enters the game for A. Payne,76,50
226,3,7:02.0,,C. Budinger enters the game for L. Brown,76,50
227,3,7:02.0,T. Ross makes free throw 2 of 2,,77,50
228,3,6:47.0,,Z. LaVine makes 2-pt layup at rim,77,52
229,3,6:28.0,A. Johnson misses 3-pt jump shot from 23 ft,,77,52
230,3,6:27.0,,Defensive rebound by Z. LaVine,77,52
231,3,6:24.0,,Personal foul by G. Vásquez (drawn by Z. LaVine),77,52
232,3,6:14.0,,Turnover by A. Wiggins (bad pass),77,52
233,3,6:05.0,Turnover by G. Vásquez (bad pass; steal by J. Hamilton),,77,52
234,3,6:00.0,,Turnover by J. Hamilton (bad pass; steal by G. Vásquez),77,52
235,3,5:44.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by J. Hamilton),,77,52
236,3,5:42.0,,Defensive rebound by A. Bennett,77,52
237,3,5:35.0,,Turnover by A. Bennett (bad pass),77,52
238,3,5:25.0,T. Ross misses 3-pt jump shot from 22 ft,,77,52
239,3,5:23.0,,Defensive rebound by A. Wiggins,77,52
240,3,5:17.0,,A. Wiggins makes 2-pt jump shot from 7 ft,77,54
241,3,5:10.0,Toronto full timeout,,77,54
242,3,5:10.0,L. Williams enters the game for G. Vásquez,,77,54
243,3,5:01.0,D. DeRozan misses 2-pt jump shot from 17 ft,,77,54
244,3,4:59.0,Offensive rebound by J. Valančiūnas,,77,54
245,3,4:55.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,79,54
246,3,4:37.0,,Z. LaVine misses 3-pt jump shot from 24 ft,79,54
247,3,4:36.0,Defensive rebound by Team,,79,54
248,3,4:14.0,Turnover by L. Williams (bad pass; steal by C. Budinger),,79,54
249,3,4:01.0,,A. Bennett makes 2-pt jump shot from 16 ft (assist by Z. LaVine),79,56
250,3,3:47.0,L. Williams misses 3-pt jump shot from 24 ft,,79,56
251,3,3:46.0,,Defensive rebound by C. Budinger,79,56
252,3,3:37.0,,J. Hamilton misses 2-pt jump shot from 19 ft,79,56
253,3,3:36.0,Defensive rebound by J. Valančiūnas,,79,56
254,3,3:18.0,T. Ross misses 2-pt jump shot from 18 ft,,79,56
255,3,3:17.0,,Defensive rebound by Z. LaVine,79,56
256,3,3:13.0,,Turnover by Z. LaVine (bad pass; steal by L. Williams),79,56
257,3,3:12.0,Turnover by L. Williams (traveling),,79,56
258,3,3:12.0,P. Patterson enters the game for A. Johnson,,79,56
259,3,3:12.0,T. Hansbrough enters the game for J. Valančiūnas,,79,56
260,3,3:01.0,,C. Budinger makes 2-pt layup from 1 ft,79,58
261,3,2:43.0,D. DeRozan makes 2-pt jump shot from 5 ft,,81,58
262,3,2:26.0,,A. Wiggins makes 2-pt jump shot from 15 ft,81,60
263,3,2:09.0,Turnover by L. Williams (bad pass),,81,60
264,3,2:09.0,,R. Hummel enters the game for A. Bennett,81,60
265,3,2:09.0,J. Johnson enters the game for T. Ross,,81,60
266,3,1:59.0,,Turnover by A. Wiggins (bad pass; steal by D. DeRozan),81,60
267,3,1:54.0,D. DeRozan misses 2-pt jump shot from 4 ft (block by A. Wiggins),,81,60
268,3,1:53.0,Offensive rebound by Team,,81,60
269,3,1:44.0,T. Hansbrough makes 2-pt layup from 2 ft (assist by P. Patterson),,83,60
270,3,1:33.0,,Personal foul by J. Johnson (drawn by C. Budinger),83,60
271,3,1:26.0,,Z. LaVine makes 2-pt jump shot from 16 ft,83,62
272,3,1:05.0,Shooting foul by J. Hamilton (drawn by J. Johnson),,83,62
273,3,1:05.0,J. Johnson misses free throw 1 of 2,,83,62
274,3,1:05.0,Offensive rebound by Team,,83,62
275,3,1:05.0,J. Johnson makes free throw 2 of 2,,84,62
276,3,0:54.0,,C. Budinger makes 3-pt jump shot from 25 ft (assist by J. Hamilton),84,65
277,3,0:40.0,Shooting foul by C. Budinger (drawn by T. Hansbrough),,84,65
278,3,0:40.0,T. Hansbrough makes free throw 1 of 2,,85,65
279,3,0:40.0,T. Hansbrough makes free throw 2 of 2,,86,65
280,3,0:32.0,,Z. LaVine makes 2-pt jump shot from 15 ft,86,67
281,3,0:08.0,L. Williams misses 3-pt jump shot from 25 ft,,86,67
282,3,0:08.0,Offensive rebound by Team,,86,67
283,3,0:08.0,Turnover by Team (shot clock),,86,67
284,3,0:01.0,,Z. LaVine makes 2-pt layup from 1 ft,86,69
285,4,11:44.0,,A. Wiggins misses 2-pt jump shot from 15 ft (block by J. Johnson),86,69
286,4,11:42.0,Defensive rebound by G. Vásquez,,86,69
287,4,11:23.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by J. Johnson),,89,69
288,4,11:04.0,,Turnover by Z. LaVine (lost ball; steal by P. Patterson),89,69
289,4,10:42.0,P. Patterson misses 3-pt jump shot from 23 ft,,89,69
290,4,10:41.0,Offensive rebound by J. Johnson,,89,69
291,4,10:41.0,J. Johnson makes 2-pt tip-in at rim,,91,69
292,4,10:23.0,,C. Budinger misses 2-pt jump shot from 4 ft,91,69
293,4,10:22.0,,Offensive rebound by J. Hamilton,91,69
294,4,10:12.0,,C. Budinger makes 2-pt layup from 1 ft,91,71
295,4,9:49.0,P. Patterson misses 3-pt jump shot from 22 ft,,91,71
296,4,9:47.0,Offensive rebound by J. Johnson,,91,71
297,4,9:35.0,L. Williams misses 3-pt jump shot from 23 ft,,91,71
298,4,9:34.0,,Defensive rebound by A. Wiggins,91,71
299,4,9:27.0,,A. Wiggins misses 2-pt layup from 2 ft,91,71
300,4,9:26.0,Defensive rebound by J. Johnson,,91,71
301,4,9:20.0,J. Johnson makes 2-pt layup at rim,,93,71
302,4,9:07.0,,Personal foul by G. Vásquez (drawn by R. Hummel),93,71
303,4,9:07.0,,A. Payne enters the game for J. Hamilton,93,71
304,4,9:07.0,,L. Brown enters the game for Z. LaVine,93,71
305,4,9:07.0,,A. Bennett enters the game for A. Wiggins,93,71
306,4,9:02.0,,C. Budinger misses 2-pt jump shot from 12 ft,93,71
307,4,9:00.0,Defensive rebound by T. Hansbrough,,93,71
308,4,8:52.0,J. Johnson makes 2-pt layup at rim,,95,71
309,4,8:51.0,,Minnesota full timeout,95,71
310,4,8:51.0,,A. Wiggins enters the game for A. Bennett,95,71
311,4,8:37.0,,Def 3 sec tech foul by T. Hansbrough,95,71
312,4,8:37.0,,C. Budinger misses technical free throw,95,71
313,4,8:37.0,,Offensive rebound by Team,95,71
314,4,8:32.0,,C. Budinger makes 2-pt layup from 1 ft (assist by A. Payne),95,73
315,4,8:13.0,Shooting foul by A. Wiggins (drawn by L. Williams),,95,73
316,4,8:13.0,L. Williams makes free throw 1 of 3,,96,73
317,4,8:13.0,L. Williams makes free throw 2 of 3,,97,73
318,4,8:13.0,L. Williams makes free throw 3 of 3,,98,73
319,4,7:51.0,,L. Brown misses 3-pt jump shot from 25 ft,98,73
320,4,7:50.0,Defensive rebound by G. Vásquez,,98,73
321,4,7:35.0,L. Williams makes 3-pt jump shot from 22 ft (assist by P. Patterson),,101,73
322,4,7:18.0,,A. Wiggins misses 2-pt layup from 3 ft,101,73
323,4,7:17.0,Defensive rebound by T. Hansbrough,,101,73
324,4,7:09.0,Shooting foul by R. Hummel (drawn by T. Hansbrough),,101,73
325,4,7:09.0,T. Hansbrough misses free throw 1 of 2,,101,73
326,4,7:09.0,Offensive rebound by Team,,101,73
327,4,7:09.0,T. Hansbrough makes free throw 2 of 2,,102,73
328,4,6:55.0,,Shooting foul by J. Johnson (drawn by A. Wiggins),102,73
329,4,6:55.0,,A. Wiggins makes free throw 1 of 2,102,74
330,4,6:55.0,,A. Wiggins makes free throw 2 of 2,102,75
331,4,6:42.0,L. Williams makes 2-pt jump shot from 15 ft,,104,75
332,4,6:33.0,,Turnover by L. Brown (bad pass; steal by J. Johnson),104,75
333,4,6:30.0,Turnover by J. Johnson (bad pass; steal by A. Wiggins),,104,75
334,4,6:29.0,,Personal foul by G. Vásquez (drawn by A. Wiggins),104,75
335,4,6:29.0,T. Ross enters the game for G. Vásquez,,104,75
336,4,6:15.0,,A. Wiggins misses 2-pt jump shot from 15 ft,104,75
337,4,6:13.0,Defensive rebound by P. Patterson,,104,75
338,4,6:02.0,Turnover by L. Williams (bad pass; steal by L. Brown),,104,75
339,4,5:58.0,,L. Brown makes 2-pt layup at rim,104,77
340,4,5:32.0,T. Hansbrough makes 2-pt jump shot from 6 ft,,106,77
341,4,5:20.0,,L. Brown misses 2-pt layup at rim,106,77
342,4,5:19.0,Defensive rebound by T. Hansbrough,,106,77
343,4,5:07.0,L. Williams makes 2-pt jump shot from 18 ft,,108,77
344,4,4:57.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by C. Budinger),108,79
345,4,4:57.0,,Shooting foul by L. Williams (drawn by A. Wiggins),108,79
346,4,4:57.0,,Minnesota full timeout,108,79
347,4,4:57.0,G. Stiemsma enters the game for P. Patterson,,108,79
348,4,4:57.0,,Z. LaVine enters the game for L. Brown,108,79
349,4,4:57.0,,A. Wiggins makes free throw 1 of 1,108,80
350,4,4:44.0,T. Ross makes 2-pt dunk at rim (assist by J. Johnson),,110,80
351,4,4:20.0,,C. Budinger makes 2-pt jump shot from 16 ft,110,82
352,4,4:02.0,L. Williams misses 3-pt jump shot from 25 ft,,110,82
353,4,4:01.0,,Defensive rebound by C. Budinger,110,82
354,4,3:53.0,,Z. LaVine makes 2-pt jump shot from 10 ft,110,84
355,4,3:33.0,,Violation by Z. LaVine (kicked ball),110,84
356,4,3:33.0,L. Fields enters the game for L. Williams,,110,84
357,4,3:33.0,B. Caboclo enters the game for T. Ross,,110,84
358,4,3:19.0,J. Johnson misses 2-pt jump shot from 22 ft,,110,84
359,4,3:18.0,,Defensive rebound by Z. LaVine,110,84
360,4,3:06.0,,A. Wiggins makes 2-pt layup at rim,110,86
361,4,3:06.0,,Shooting foul by B. Caboclo (drawn by A. Wiggins),110,86
362,4,3:06.0,,A. Wiggins makes free throw 1 of 1,110,87
363,4,2:48.0,B. Caboclo misses 2-pt jump shot from 7 ft,,110,87
364,4,2:47.0,,Defensive rebound by A. Payne,110,87
365,4,2:40.0,,R. Hummel makes 3-pt jump shot from 25 ft (assist by C. Budinger),110,90
366,4,2:18.0,Turnover by G. Stiemsma (offensive goaltending),,110,90
367,4,2:18.0,,L. Brown enters the game for A. Wiggins,110,90
368,4,2:18.0,Toronto full timeout,,110,90
369,4,2:06.0,,C. Budinger makes 3-pt jump shot from 24 ft (assist by A. Payne),110,93
370,4,1:46.0,Turnover by J. Johnson (discontinued dribble),,110,93
371,4,1:38.0,,Shooting foul by G. Stiemsma (drawn by C. Budinger),110,93
372,4,1:38.0,,C. Budinger makes free throw 1 of 2,110,94
373,4,1:38.0,,C. Budinger misses free throw 2 of 2,110,94
374,4,1:37.0,Defensive rebound by L. Fields,,110,94
375,4,1:31.0,B. Caboclo makes 2-pt layup from 1 ft (assist by L. Fields),,112,94
376,4,1:25.0,,L. Brown makes 2-pt jump shot from 22 ft (assist by R. Hummel),112,96
