,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MIAMI_ACTION,MEMPHIS_SCORE,MIAMI_SCORE
392,4,2:14.0,M. Gasol misses 2-pt jump shot from 14 ft,,93,89
393,4,2:13.0,,Defensive rebound by M. Chalmers,93,89
394,4,2:01.0,,Shooting foul by T. Allen (drawn by C. Andersen),93,89
395,4,2:01.0,,C. Andersen makes free throw 1 of 2,93,90
396,4,2:01.0,V. Carter enters the game for T. Allen,,93,90
397,4,2:01.0,,C. Andersen makes free throw 2 of 2,93,91
398,4,1:39.0,Shooting foul by C. Andersen (drawn by M. Gasol),,93,91
399,4,1:39.0,M. Gasol makes free throw 1 of 2,,94,91
400,4,1:39.0,T. Allen enters the game for V. Carter,,94,91
401,4,1:39.0,M. Gasol makes free throw 2 of 2,,95,91
402,4,1:29.0,,M. Chalmers misses 3-pt jump shot from 24 ft,95,91
403,4,1:28.0,Defensive rebound by M. Gasol,,95,91
404,4,1:08.0,Turnover by M. Gasol (lost ball; steal by D. Wade),,95,91
405,4,0:54.0,,D. Wade makes 2-pt jump shot from 8 ft,95,93
406,4,0:38.0,Shooting foul by D. Wade (drawn by M. Gasol),,95,93
407,4,0:38.0,M. Gasol makes free throw 1 of 2,,96,93
408,4,0:38.0,M. Gasol makes free throw 2 of 2,,97,93
409,4,0:38.0,,Miami full timeout,97,93
410,4,0:27.0,,D. Wade misses 3-pt jump shot from 25 ft,97,93
411,4,0:26.0,,Offensive rebound by D. Granger,97,93
412,4,0:23.0,,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),97,95
413,4,0:21.0,Personal foul by M. Chalmers (drawn by M. Conley),,97,95
414,4,0:21.0,M. Conley makes free throw 1 of 2,,98,95
415,4,0:21.0,,U. Haslem enters the game for D. Granger,98,95
416,4,0:21.0,M. Conley makes free throw 2 of 2,,99,95
417,4,0:21.0,,Miami full timeout,99,95
418,4,0:21.0,,D. Granger enters the game for U. Haslem,99,95
419,4,0:14.0,,M. Chalmers misses 2-pt layup from 2 ft (block by M. Gasol),99,95
420,4,0:13.0,Defensive rebound by Team,,99,95
421,4,0:13.0,Memphis full timeout,,99,95
422,4,0:13.0,V. Carter enters the game for T. Allen,,99,95
423,4,0:12.0,Personal foul by L. Deng (drawn by C. Lee),,99,95
424,4,0:12.0,C. Lee makes free throw 1 of 2,,100,95
425,4,0:12.0,T. Allen enters the game for V. Carter,,100,95
426,4,0:12.0,C. Lee makes free throw 2 of 2,,101,95
427,4,0:12.0,,Miami full timeout,101,95
428,4,0:07.0,,D. Granger misses 3-pt jump shot from 28 ft,101,95
429,4,0:06.0,Defensive rebound by T. Allen,,101,95
430,4,0:06.0,Personal foul by L. Deng (drawn by T. Allen),,101,95
431,4,0:06.0,T. Allen makes free throw 1 of 2,,102,95
432,4,0:06.0,T. Allen makes free throw 2 of 2,,103,95
433,4,0:00.0,,M. Chalmers misses 3-pt jump shot from 24 ft,103,95
434,4,0:00.0,,Offensive rebound by Team,103,95
