,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA LAKERS_ACTION,INDIANA_SCORE,LA LAKERS_SCORE
30,1,6:33.0,Defensive rebound by R. Hibbert,,10,11
31,1,6:19.0,R. Hibbert misses 2-pt layup from 2 ft,,10,11
32,1,6:18.0,,Defensive rebound by W. Johnson,10,11
33,1,6:07.0,,Turnover by E. Davis (lost ball; steal by R. Hibbert),10,11
34,1,6:01.0,R. Stuckey misses 2-pt layup at rim,,10,11
35,1,5:58.0,,Defensive rebound by E. Davis,10,11
36,1,5:49.0,,J. Hill misses 2-pt jump shot from 11 ft,10,11
37,1,5:49.0,,Offensive rebound by Team,10,11
38,1,5:49.0,Loose ball foul by D. West (drawn by E. Davis),,10,11
39,1,5:49.0,,LA Lakers full timeout,10,11
40,1,5:49.0,C. Miles enters the game for R. Stuckey,,10,11
41,1,5:40.0,,K. Bryant misses 2-pt jump shot from 15 ft,10,11
42,1,5:38.0,Defensive rebound by R. Hibbert,,10,11
43,1,5:20.0,C. Miles makes 2-pt jump shot from 5 ft (assist by D. Sloan),,12,11
44,1,5:03.0,,E. Davis makes 2-pt jump shot from 13 ft (assist by R. Price),12,13
45,1,4:50.0,S. Hill misses 3-pt jump shot from 24 ft,,12,13
46,1,4:48.0,,Defensive rebound by E. Davis,12,13
47,1,4:35.0,,J. Hill misses 2-pt jump shot from 14 ft,12,13
48,1,4:34.0,Defensive rebound by R. Hibbert,,12,13
49,1,4:14.0,C. Miles misses 3-pt jump shot from 24 ft,,12,13
50,1,4:13.0,,Defensive rebound by J. Hill,12,13
51,1,4:04.0,,E. Davis misses 2-pt layup from 1 ft,12,13
52,1,4:01.0,Defensive rebound by S. Hill,,12,13
53,1,3:49.0,Shooting foul by E. Davis (drawn by S. Hill),,12,13
54,1,3:49.0,S. Hill makes free throw 1 of 2,,13,13
55,1,3:49.0,,C. Boozer enters the game for J. Hill,13,13
56,1,3:49.0,,N. Young enters the game for W. Johnson,13,13
57,1,3:49.0,L. Allen enters the game for R. Hibbert,,13,13
58,1,3:49.0,S. Hill makes free throw 2 of 2,,14,13
59,1,3:36.0,,K. Bryant makes 2-pt dunk at rim (assist by C. Boozer),14,15
60,1,3:18.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Sloan),,17,15
61,1,2:54.0,,K. Bryant misses 2-pt jump shot from 20 ft,17,15
62,1,2:53.0,Defensive rebound by C. Miles,,17,15
63,1,2:38.0,C. Miles makes 3-pt jump shot from 24 ft (assist by S. Hill),,20,15
64,1,2:23.0,,N. Young misses 3-pt jump shot from 24 ft,20,15
65,1,2:22.0,Defensive rebound by D. Sloan,,20,15
66,1,2:11.0,S. Hill makes 3-pt jump shot from 24 ft (assist by D. Sloan),,23,15
67,1,2:09.0,,LA Lakers full timeout,23,15
68,1,2:09.0,Indiana full timeout,,23,15
69,1,2:09.0,,W. Ellington enters the game for E. Davis,23,15
70,1,2:09.0,,J. Lin enters the game for K. Bryant,23,15
71,1,2:09.0,,R. Sacre enters the game for R. Price,23,15
72,1,1:52.0,,C. Boozer misses 2-pt jump shot from 13 ft,23,15
73,1,1:51.0,Defensive rebound by D. Sloan,,23,15
74,1,1:38.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. West),,26,15
75,1,1:25.0,,W. Ellington misses 2-pt jump shot from 19 ft,26,15
76,1,1:24.0,Defensive rebound by D. West,,26,15
77,1,1:03.0,D. Sloan makes 2-pt layup from 1 ft,,28,15
78,1,0:44.0,,N. Young misses 2-pt layup from 1 ft,28,15
79,1,0:43.0,Defensive rebound by L. Allen,,28,15
80,1,0:36.0,D. West misses 2-pt layup from 1 ft,,28,15
81,1,0:35.0,Offensive rebound by D. West,,28,15
82,1,0:32.0,Turnover by D. West (bad pass; steal by J. Lin),,28,15
83,1,0:30.0,,Offensive foul by J. Lin (drawn by S. Hill),28,15
84,1,0:30.0,,Turnover by J. Lin (offensive foul),28,15
85,1,0:30.0,R. Stuckey enters the game for S. Hill,,28,15
86,1,0:30.0,C. Copeland enters the game for D. West,,28,15
87,1,0:30.0,L. Scola enters the game for D. Sloan,,28,15
88,1,0:09.0,C. Miles misses 2-pt jump shot from 17 ft,,28,15
89,1,0:06.0,Offensive rebound by Team,,28,15
90,1,0:06.0,Turnover by Team (shot clock),,28,15
91,1,0:02.0,,Personal foul by C. Copeland (drawn by N. Young),28,15
92,1,0:02.0,S. Hill enters the game for C. Copeland,,28,15
93,1,0:01.0,,J. Lin misses 2-pt jump shot from 22 ft,28,15
94,1,0:00.0,,Offensive rebound by Team,28,15
95,2,11:51.0,,Shooting foul by L. Scola (drawn by C. Boozer),28,15
96,2,11:51.0,,C. Boozer makes free throw 1 of 2,28,16
97,2,11:51.0,,C. Boozer makes free throw 2 of 2,28,17
98,2,11:36.0,C. Miles misses 2-pt jump shot from 20 ft,,28,17
99,2,11:36.0,Offensive rebound by Team,,28,17
100,2,11:36.0,,Loose ball foul by R. Sacre (drawn by L. Allen),28,17
101,2,11:22.0,Turnover by C. Copeland (bad pass),,28,17
102,2,11:13.0,,Shooting foul by C. Copeland (drawn by N. Young),28,17
103,2,11:13.0,,N. Young makes free throw 1 of 2,28,18
104,2,11:13.0,,N. Young makes free throw 2 of 2,28,19
105,2,10:50.0,L. Scola misses 2-pt jump shot from 19 ft,,28,19
106,2,10:49.0,,Defensive rebound by R. Sacre,28,19
107,2,10:37.0,,C. Boozer makes 2-pt layup from 1 ft (assist by N. Young),28,21
108,2,10:24.0,R. Stuckey misses 2-pt jump shot from 7 ft,,28,21
109,2,10:21.0,Offensive rebound by L. Scola,,28,21
110,2,10:18.0,L. Scola makes 2-pt tip-in from 1 ft,,30,21
111,2,10:04.0,,J. Lin misses 2-pt jump shot from 18 ft,30,21
112,2,10:03.0,Defensive rebound by L. Scola,,30,21
113,2,9:53.0,Turnover by C. Miles (lost ball),,30,21
114,2,9:37.0,,N. Young makes 2-pt jump shot from 17 ft,30,23
115,2,9:20.0,R. Stuckey makes 2-pt jump shot from 17 ft,,32,23
116,2,9:05.0,,N. Young misses 3-pt jump shot from 24 ft,32,23
117,2,9:04.0,Defensive rebound by L. Allen,,32,23
118,2,8:57.0,Shooting foul by J. Lin (drawn by R. Stuckey),,32,23
119,2,8:57.0,Official timeout,,32,23
120,2,8:57.0,R. Stuckey makes free throw 1 of 2,,33,23
121,2,8:57.0,R. Stuckey makes free throw 2 of 2,,34,23
122,2,8:44.0,,C. Boozer makes 2-pt layup from 1 ft (assist by J. Lin),34,25
123,2,8:25.0,R. Stuckey misses 2-pt jump shot from 9 ft,,34,25
124,2,8:25.0,Offensive rebound by L. Scola,,34,25
125,2,8:25.0,Personal foul by W. Ellington (drawn by L. Scola),,34,25
126,2,8:19.0,C. Miles makes 2-pt dunk at rim (assist by L. Scola),,36,25
127,2,8:04.0,,W. Ellington misses 3-pt jump shot from 25 ft,36,25
128,2,8:02.0,Defensive rebound by R. Stuckey,,36,25
129,2,7:56.0,C. Miles makes 2-pt jump shot from 16 ft (assist by R. Stuckey),,38,25
130,2,7:38.0,,N. Young misses 2-pt jump shot from 17 ft,38,25
131,2,7:37.0,,Offensive rebound by R. Sacre,38,25
132,2,7:32.0,,Shooting foul by L. Allen (drawn by J. Lin),38,25
133,2,7:32.0,,J. Lin misses free throw 1 of 2,38,25
134,2,7:32.0,,Offensive rebound by Team,38,25
135,2,7:32.0,,J. Hill enters the game for R. Sacre,38,25
136,2,7:32.0,,J. Lin makes free throw 2 of 2,38,26
137,2,7:12.0,C. Miles misses 2-pt layup from 2 ft,,38,26
138,2,7:10.0,,Defensive rebound by W. Ellington,38,26
139,2,7:10.0,,Shooting foul by C. Copeland (drawn by N. Young),38,26
140,2,7:10.0,,N. Young makes free throw 1 of 2,38,27
141,2,7:10.0,,K. Bryant enters the game for J. Lin,38,27
142,2,7:10.0,,R. Price enters the game for W. Ellington,38,27
143,2,7:10.0,D. Sloan enters the game for C. Miles,,38,27
144,2,7:10.0,S. Hill enters the game for C. Copeland,,38,27
145,2,7:10.0,,N. Young makes free throw 2 of 2,38,28
146,2,6:45.0,L. Scola makes 2-pt jump shot from 11 ft (assist by L. Allen),,40,28
147,2,6:20.0,,C. Boozer misses 2-pt layup from 3 ft (block by L. Allen),40,28
148,2,6:19.0,Defensive rebound by D. Sloan,,40,28
149,2,6:15.0,S. Hill misses 3-pt jump shot from 24 ft,,40,28
150,2,6:15.0,,Defensive rebound by Team,40,28
151,2,6:15.0,R. Hibbert enters the game for L. Allen,,40,28
152,2,6:15.0,,E. Davis enters the game for C. Boozer,40,28
153,2,6:01.0,,Shooting foul by R. Stuckey (drawn by N. Young),40,28
154,2,6:01.0,,N. Young makes free throw 1 of 3,40,29
155,2,6:01.0,,N. Young makes free throw 2 of 3,40,30
156,2,6:01.0,,N. Young makes free throw 3 of 3,40,31
157,2,5:41.0,S. Hill makes 2-pt layup from 1 ft (assist by L. Scola),,42,31
158,2,5:28.0,,LA Lakers full timeout,42,31
159,2,5:25.0,,E. Davis makes 2-pt hook shot from 10 ft (assist by K. Bryant),42,33
160,2,5:07.0,R. Stuckey misses 3-pt jump shot from 23 ft,,42,33
161,2,5:05.0,,Defensive rebound by J. Hill,42,33
162,2,5:03.0,,Turnover by J. Hill (bad pass),42,33
163,2,5:03.0,C. Miles enters the game for R. Stuckey,,42,33
164,2,4:51.0,D. Sloan makes 2-pt jump shot from 13 ft,,44,33
165,2,4:37.0,,N. Young misses 2-pt jump shot from 15 ft,44,33
166,2,4:36.0,Defensive rebound by L. Scola,,44,33
167,2,4:28.0,D. Sloan misses 2-pt layup from 1 ft (block by J. Hill),,44,33
168,2,4:28.0,,Defensive rebound by Team,44,33
169,2,4:28.0,,W. Johnson enters the game for N. Young,44,33
170,2,4:13.0,,R. Price misses 3-pt jump shot from 23 ft,44,33
171,2,4:13.0,Defensive rebound by Team,,44,33
172,2,4:13.0,,Loose ball foul by J. Hill (drawn by R. Hibbert),44,33
173,2,4:01.0,Turnover by L. Scola (traveling),,44,33
174,2,3:42.0,,R. Price makes 3-pt jump shot from 23 ft (assist by K. Bryant),44,36
175,2,3:42.0,Indiana full timeout,,44,36
176,2,3:42.0,D. West enters the game for L. Scola,,44,36
177,2,3:21.0,D. Sloan misses 3-pt jump shot from 25 ft,,44,36
178,2,3:19.0,,Defensive rebound by W. Johnson,44,36
179,2,3:00.0,,J. Hill misses 2-pt jump shot from 19 ft,44,36
180,2,2:59.0,Defensive rebound by R. Hibbert,,44,36
181,2,2:40.0,D. Sloan misses 3-pt jump shot from 22 ft,,44,36
182,2,2:39.0,,Defensive rebound by J. Hill,44,36
183,2,2:15.0,,W. Johnson misses 3-pt jump shot from 22 ft,44,36
184,2,2:14.0,Defensive rebound by D. Sloan,,44,36
185,2,1:57.0,R. Hibbert makes 2-pt jump shot from 17 ft (assist by D. Sloan),,46,36
186,2,1:42.0,,Shooting foul by C. Miles (drawn by E. Davis),46,36
187,2,1:42.0,,E. Davis makes free throw 1 of 2,46,37
188,2,1:42.0,,E. Davis makes free throw 2 of 2,46,38
189,2,1:27.0,S. Hill misses 2-pt jump shot from 11 ft,,46,38
190,2,1:25.0,Offensive rebound by Team,,46,38
191,2,1:09.0,S. Hill misses 3-pt jump shot from 24 ft,,46,38
192,2,1:08.0,,Defensive rebound by W. Johnson,46,38
193,2,1:03.0,,Turnover by K. Bryant (bad pass; steal by C. Miles),46,38
194,2,1:00.0,C. Miles makes 2-pt layup at rim,,48,38
195,2,0:50.0,,K. Bryant misses 3-pt jump shot from 22 ft,48,38
196,2,0:49.0,Defensive rebound by R. Hibbert,,48,38
197,2,0:39.0,D. Sloan misses 3-pt jump shot from 25 ft,,48,38
198,2,0:38.0,Offensive rebound by C. Miles,,48,38
199,2,0:34.0,C. Miles misses 3-pt jump shot from 24 ft,,48,38
200,2,0:31.0,,Defensive rebound by K. Bryant,48,38
201,2,0:25.0,,E. Davis misses 2-pt hook shot from 3 ft,48,38
202,2,0:25.0,,Offensive rebound by J. Hill,48,38
203,2,0:24.0,,J. Hill misses 2-pt tip-in from 3 ft,48,38
204,2,0:20.0,Defensive rebound by D. West,,48,38
205,2,0:16.0,Indiana full timeout,,48,38
206,2,0:16.0,C. Copeland enters the game for R. Hibbert,,48,38
207,2,0:16.0,,W. Ellington enters the game for W. Johnson,48,38
208,2,0:16.0,,N. Young enters the game for J. Hill,48,38
209,2,0:03.0,Turnover by D. West (bad pass; steal by N. Young),,48,38
210,2,0:01.0,,N. Young makes 3-pt jump shot from 24 ft,48,41
211,3,11:41.0,,K. Bryant misses 2-pt jump shot from 9 ft,48,41
212,3,11:40.0,Defensive rebound by D. West,,48,41
213,3,11:24.0,D. West makes 2-pt jump shot from 16 ft (assist by R. Stuckey),,50,41
214,3,11:14.0,,Turnover by K. Bryant (bad pass; steal by R. Stuckey),50,41
215,3,11:04.0,S. Hill misses 2-pt jump shot from 15 ft,,50,41
216,3,11:03.0,,Defensive rebound by E. Davis,50,41
217,3,10:52.0,,E. Davis misses 2-pt jump shot from 8 ft,50,41
218,3,10:50.0,Defensive rebound by R. Hibbert,,50,41
219,3,10:40.0,R. Hibbert makes 2-pt jump shot from 16 ft (assist by R. Stuckey),,52,41
220,3,10:16.0,,K. Bryant makes 2-pt jump shot from 9 ft,52,43
221,3,10:02.0,Shooting foul by R. Price (drawn by D. Sloan),,52,43
222,3,10:02.0,D. Sloan makes free throw 1 of 2,,53,43
223,3,10:02.0,D. Sloan makes free throw 2 of 2,,54,43
224,3,9:46.0,,W. Ellington misses 3-pt jump shot from 24 ft,54,43
225,3,9:43.0,,Offensive rebound by E. Davis,54,43
226,3,9:43.0,,E. Davis misses 2-pt tip-in from 1 ft,54,43
227,3,9:41.0,Defensive rebound by R. Stuckey,,54,43
228,3,9:38.0,Personal block foul by R. Price (drawn by R. Stuckey),,54,43
229,3,9:25.0,D. West makes 2-pt jump shot from 6 ft (assist by D. Sloan),,56,43
230,3,9:14.0,,Shooting foul by D. Sloan (drawn by J. Hill),56,43
231,3,9:14.0,,J. Hill makes free throw 1 of 2,56,44
232,3,9:14.0,,J. Hill makes free throw 2 of 2,56,45
233,3,8:52.0,D. Sloan misses 2-pt jump shot from 20 ft,,56,45
234,3,8:50.0,Offensive rebound by R. Hibbert,,56,45
235,3,8:39.0,Personal foul by K. Bryant (drawn by R. Hibbert),,56,45
236,3,8:27.0,Turnover by D. West (3 sec),,56,45
237,3,8:18.0,,Turnover by W. Ellington (bad pass),56,45
238,3,7:55.0,D. Sloan misses 3-pt jump shot from 24 ft,,56,45
239,3,7:55.0,Offensive rebound by Team,,56,45
240,3,7:55.0,,Loose ball foul by J. Hill (drawn by R. Hibbert),56,45
241,3,7:55.0,L. Allen enters the game for R. Hibbert,,56,45
242,3,7:43.0,Turnover by D. West (bad pass; steal by J. Hill),,56,45
243,3,7:32.0,,R. Price misses 3-pt jump shot from 24 ft,56,45
244,3,7:31.0,Defensive rebound by S. Hill,,56,45
245,3,7:24.0,Turnover by S. Hill (lost ball; steal by K. Bryant),,56,45
246,3,7:21.0,Violation by R. Stuckey (kicked ball),,56,45
247,3,7:05.0,,R. Price makes 2-pt jump shot from 14 ft (assist by J. Hill),56,47
248,3,6:42.0,D. Sloan makes 2-pt jump shot from 14 ft,,58,47
249,3,6:24.0,,Personal foul by D. Sloan (drawn by J. Hill),58,47
250,3,6:24.0,C. Miles enters the game for R. Stuckey,,58,47
251,3,6:18.0,,W. Ellington makes 2-pt dunk at rim (assist by K. Bryant),58,49
252,3,5:59.0,D. Sloan misses 2-pt layup from 1 ft,,58,49
253,3,5:57.0,Offensive rebound by L. Allen,,58,49
254,3,5:54.0,L. Allen makes 2-pt layup at rim,,60,49
255,3,5:45.0,,Personal foul by S. Hill (drawn by K. Bryant),60,49
256,3,5:45.0,,LA Lakers full timeout,60,49
257,3,5:32.0,,W. Ellington misses 2-pt jump shot from 21 ft,60,49
258,3,5:31.0,,Offensive rebound by J. Hill,60,49
259,3,5:19.0,,Shooting foul by L. Allen (drawn by E. Davis),60,49
260,3,5:19.0,,E. Davis misses free throw 1 of 2,60,49
261,3,5:19.0,,Offensive rebound by Team,60,49
262,3,5:19.0,,E. Davis makes free throw 2 of 2,60,50
263,3,5:05.0,D. West misses 2-pt jump shot from 10 ft,,60,50
264,3,5:04.0,Offensive rebound by L. Allen,,60,50
265,3,4:54.0,S. Hill misses 3-pt jump shot from 24 ft,,60,50
266,3,4:53.0,Offensive rebound by D. West,,60,50
267,3,4:53.0,D. West makes 2-pt layup from 1 ft,,62,50
268,3,4:53.0,Shooting foul by E. Davis (drawn by D. West),,62,50
269,3,4:53.0,,C. Boozer enters the game for J. Hill,62,50
270,3,4:53.0,,N. Young enters the game for W. Ellington,62,50
271,3,4:53.0,D. West makes free throw 1 of 1,,63,50
272,3,4:40.0,,K. Bryant misses 2-pt jump shot from 21 ft,63,50
273,3,4:39.0,Defensive rebound by L. Allen,,63,50
274,3,4:28.0,Turnover by S. Hill (bad pass; steal by R. Price),,63,50
275,3,4:22.0,,R. Price misses 2-pt layup at rim,63,50
276,3,4:20.0,Defensive rebound by D. Sloan,,63,50
277,3,4:16.0,D. West misses 3-pt jump shot from 25 ft,,63,50
278,3,4:13.0,,Defensive rebound by K. Bryant,63,50
279,3,4:06.0,,C. Boozer makes 2-pt jump shot from 18 ft (assist by K. Bryant),63,52
280,3,3:48.0,C. Miles misses 2-pt jump shot from 15 ft,,63,52
281,3,3:47.0,,Defensive rebound by E. Davis,63,52
282,3,3:39.0,,E. Davis makes 2-pt dunk at rim (assist by K. Bryant),63,54
283,3,3:35.0,Indiana full timeout,,63,54
284,3,3:26.0,L. Allen misses 2-pt jump shot from 19 ft,,63,54
285,3,3:25.0,,Defensive rebound by N. Young,63,54
286,3,3:10.0,,R. Price misses 3-pt jump shot from 23 ft,63,54
287,3,3:10.0,Defensive rebound by Team,,63,54
288,3,3:06.0,Turnover by D. Sloan (lost ball; steal by R. Price),,63,54
289,3,3:02.0,,R. Price makes 2-pt dunk at rim,63,56
290,3,2:48.0,Personal block foul by R. Price (drawn by D. Sloan),,63,56
291,3,2:48.0,D. Sloan makes free throw 1 of 2,,64,56
292,3,2:48.0,,R. Kelly enters the game for K. Bryant,64,56
293,3,2:48.0,,J. Lin enters the game for R. Price,64,56
294,3,2:48.0,D. Sloan misses free throw 2 of 2,,64,56
295,3,2:46.0,,Defensive rebound by R. Kelly,64,56
296,3,2:35.0,,Turnover by N. Young (bad pass; steal by S. Hill),64,56
297,3,2:22.0,C. Miles misses 3-pt jump shot from 24 ft,,64,56
298,3,2:21.0,Offensive rebound by D. West,,64,56
299,3,2:01.0,D. Sloan misses 3-pt jump shot from 25 ft,,64,56
300,3,1:59.0,Offensive rebound by L. Allen,,64,56
301,3,1:47.0,D. West makes 2-pt jump shot from 19 ft (assist by D. Sloan),,66,56
302,3,1:27.0,,Turnover by C. Boozer (bad pass),66,56
303,3,1:27.0,R. Stuckey enters the game for D. Sloan,,66,56
304,3,1:27.0,C. Copeland enters the game for S. Hill,,66,56
305,3,1:11.0,R. Stuckey misses 2-pt jump shot from 11 ft,,66,56
306,3,1:10.0,Offensive rebound by R. Stuckey,,66,56
307,3,0:59.0,D. West makes 2-pt jump shot from 17 ft (assist by R. Stuckey),,68,56
308,3,0:49.0,,Shooting foul by R. Stuckey (drawn by J. Lin),68,56
309,3,0:49.0,,J. Lin makes free throw 1 of 2,68,57
310,3,0:49.0,,J. Lin makes free throw 2 of 2,68,58
311,3,0:34.0,Shooting foul by E. Davis (drawn by C. Miles),,68,58
312,3,0:34.0,C. Miles misses free throw 1 of 2,,68,58
313,3,0:34.0,Offensive rebound by Team,,68,58
314,3,0:34.0,C. Miles makes free throw 2 of 2,,69,58
315,3,0:30.0,,J. Lin makes 3-pt jump shot from 24 ft,69,61
316,3,0:09.0,D. West misses 2-pt jump shot from 13 ft,,69,61
317,3,0:07.0,,Defensive rebound by J. Lin,69,61
318,3,0:03.0,,Shooting foul by R. Stuckey (drawn by J. Lin),69,61
319,3,0:03.0,,J. Lin makes free throw 1 of 2,69,62
320,3,0:03.0,,J. Lin makes free throw 2 of 2,69,63
321,3,0:01.0,C. Miles misses 3-pt jump shot from 33 ft,,69,63
322,3,0:00.0,Offensive rebound by Team,,69,63
323,4,11:44.0,C. Copeland misses 3-pt jump shot from 23 ft,,69,63
324,4,11:42.0,,Defensive rebound by N. Young,69,63
325,4,11:28.0,,C. Boozer makes 2-pt jump shot from 15 ft (assist by R. Sacre),69,65
326,4,11:12.0,Turnover by R. Stuckey (lost ball),,69,65
327,4,11:01.0,,J. Lin misses 2-pt jump shot from 15 ft,69,65
328,4,11:00.0,Defensive rebound by L. Scola,,69,65
329,4,10:42.0,C. Miles misses 3-pt jump shot from 24 ft,,69,65
330,4,10:41.0,,Defensive rebound by R. Sacre,69,65
331,4,10:31.0,,N. Young makes 3-pt jump shot from 24 ft,69,68
332,4,10:29.0,Indiana full timeout,,69,68
333,4,10:29.0,R. Hibbert enters the game for L. Allen,,69,68
334,4,10:15.0,L. Scola misses 2-pt layup from 2 ft,,69,68
335,4,10:13.0,Offensive rebound by R. Hibbert,,69,68
336,4,10:13.0,R. Hibbert makes 2-pt tip-in at rim,,71,68
337,4,9:54.0,,Offensive foul by C. Boozer (drawn by R. Hibbert),71,68
338,4,9:54.0,,Turnover by C. Boozer (offensive foul),71,68
339,4,9:44.0,R. Stuckey misses 2-pt jump shot from 6 ft,,71,68
340,4,9:42.0,,Defensive rebound by J. Lin,71,68
341,4,9:39.0,,Turnover by J. Lin (bad pass; steal by C. Miles),71,68
342,4,9:28.0,Shooting foul by R. Kelly (drawn by L. Scola),,71,68
343,4,9:28.0,L. Scola misses free throw 1 of 2,,71,68
344,4,9:28.0,Offensive rebound by Team,,71,68
345,4,9:28.0,L. Scola makes free throw 2 of 2,,72,68
346,4,9:14.0,,Personal foul by C. Copeland (drawn by J. Lin),72,68
347,4,9:07.0,,J. Lin makes 2-pt jump shot from 10 ft,72,70
348,4,8:48.0,C. Copeland misses 3-pt jump shot from 23 ft,,72,70
349,4,8:46.0,,Defensive rebound by C. Boozer,72,70
350,4,8:42.0,,Personal foul by L. Scola (drawn by J. Lin),72,70
351,4,8:32.0,,N. Young misses 2-pt jump shot from 21 ft,72,70
352,4,8:31.0,Defensive rebound by Team,,72,70
353,4,8:12.0,C. Copeland makes 2-pt layup from 2 ft (assist by L. Scola),,74,70
354,4,8:12.0,Shooting foul by R. Kelly (drawn by C. Copeland),,74,70
355,4,8:12.0,C. Copeland misses free throw 1 of 1,,74,70
356,4,8:10.0,,Defensive rebound by R. Kelly,74,70
357,4,7:55.0,,C. Boozer makes 2-pt jump shot from 16 ft (assist by J. Lin),74,72
358,4,7:31.0,C. Copeland misses 2-pt layup from 2 ft (block by R. Sacre),,74,72
359,4,7:29.0,,Defensive rebound by R. Sacre,74,72
360,4,7:19.0,,N. Young makes 2-pt layup from 2 ft,74,74
361,4,7:02.0,Personal foul by N. Young (drawn by C. Miles),,74,74
362,4,7:02.0,S. Hill enters the game for C. Copeland,,74,74
363,4,7:02.0,D. Sloan enters the game for C. Miles,,74,74
364,4,6:49.0,R. Stuckey makes 3-pt jump shot from 24 ft,,77,74
365,4,6:28.0,,R. Sacre misses 2-pt jump shot from 13 ft,77,74
366,4,6:27.0,Defensive rebound by L. Scola,,77,74
367,4,6:16.0,R. Stuckey misses 2-pt jump shot from 12 ft,,77,74
368,4,6:15.0,,Defensive rebound by C. Boozer,77,74
369,4,6:08.0,,J. Lin misses 3-pt jump shot from 24 ft,77,74
370,4,6:07.0,,Offensive rebound by C. Boozer,77,74
371,4,6:03.0,,N. Young misses 3-pt jump shot from 22 ft,77,74
372,4,6:00.0,Defensive rebound by L. Scola,,77,74
373,4,5:55.0,Technical foul by R. Hibbert,,77,74
374,4,5:55.0,Official timeout,,77,74
375,4,5:55.0,,E. Davis enters the game for R. Sacre,77,74
376,4,5:55.0,,K. Bryant enters the game for R. Kelly,77,74
377,4,5:55.0,,N. Young makes technical free throw,77,75
378,4,5:55.0,R. Hibbert makes flagrant free throw 1 of 2,,78,75
379,4,5:55.0,R. Hibbert makes flagrant free throw 2 of 2,,79,75
380,4,5:42.0,Turnover by R. Stuckey (traveling),,79,75
381,4,5:28.0,,N. Young misses 2-pt jump shot from 20 ft,79,75
382,4,5:27.0,Defensive rebound by D. Sloan,,79,75
383,4,5:15.0,R. Hibbert misses 2-pt hook shot from 3 ft,,79,75
384,4,5:12.0,,Defensive rebound by C. Boozer,79,75
385,4,4:59.0,,C. Boozer misses 2-pt jump shot from 18 ft,79,75
386,4,4:58.0,Defensive rebound by L. Scola,,79,75
387,4,4:45.0,L. Scola misses 2-pt jump shot from 17 ft,,79,75
388,4,4:44.0,,Defensive rebound by E. Davis,79,75
389,4,4:39.0,,Personal block foul by L. Scola (drawn by K. Bryant),79,75
390,4,4:39.0,C. Miles enters the game for R. Stuckey,,79,75
391,4,4:39.0,D. West enters the game for L. Scola,,79,75
392,4,4:35.0,,Shooting foul by C. Miles (drawn by N. Young),79,75
393,4,4:35.0,,N. Young makes free throw 1 of 2,79,76
394,4,4:35.0,,N. Young makes free throw 2 of 2,79,77
395,4,4:18.0,Personal foul by N. Young (drawn by C. Miles),,79,77
396,4,4:18.0,C. Miles misses free throw 1 of 2,,79,77
397,4,4:18.0,Offensive rebound by Team,,79,77
