,QUARTER,TIME_REMAINING,DENVER_ACTION,MIAMI_ACTION,DENVER_SCORE,MIAMI_SCORE
387,4,2:14.0,,G. Dragić makes 2-pt layup from 1 ft,85,101
388,4,2:05.0,T. Lawson misses 2-pt jump shot from 11 ft (block by L. Deng),,85,101
389,4,2:04.0,Offensive rebound by T. Lawson,,85,101
390,4,1:58.0,T. Lawson makes 2-pt jump shot from 9 ft (assist by K. Faried),,87,101
391,4,1:46.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by M. Beasley),87,104
392,4,1:36.0,T. Lawson misses 2-pt jump shot from 5 ft,,87,104
393,4,1:35.0,,Defensive rebound by H. Whiteside,87,104
394,4,1:24.0,,Shooting foul by W. Chandler (drawn by H. Whiteside),87,104
395,4,1:24.0,,H. Whiteside makes free throw 1 of 2,87,105
396,4,1:24.0,,T. Johnson enters the game for D. Wade,87,105
397,4,1:24.0,E. Green enters the game for T. Lawson,,87,105
398,4,1:24.0,G. Harris enters the game for R. Foye,,87,105
399,4,1:24.0,,H. Walker enters the game for L. Deng,87,105
400,4,1:24.0,J. Lauvergne enters the game for K. Faried,,87,105
401,4,1:24.0,,H. Whiteside misses free throw 2 of 2,87,105
402,4,1:23.0,Defensive rebound by J. Nurkić,,87,105
403,4,1:15.0,Turnover by J. Nurkić (bad pass; steal by H. Whiteside),,87,105
404,4,1:11.0,,G. Dragić makes 2-pt layup from 1 ft,87,107
405,4,1:00.0,G. Harris makes 2-pt jump shot from 18 ft,,89,107
406,4,0:49.0,,Personal foul by J. Nurkić (drawn by H. Whiteside),89,107
407,4,0:49.0,,H. Whiteside misses free throw 1 of 2,89,107
408,4,0:49.0,,Offensive rebound by Team,89,107
409,4,0:49.0,,Z. Dragić enters the game for G. Dragić,89,107
410,4,0:49.0,,H. Whiteside makes free throw 2 of 2,89,108
411,4,0:39.0,G. Harris misses 3-pt jump shot from 24 ft,,89,108
412,4,0:38.0,,Defensive rebound by H. Whiteside,89,108
413,4,0:14.0,,M. Beasley misses 3-pt jump shot from 25 ft,89,108
414,4,0:13.0,,Offensive rebound by Z. Dragić,89,108
415,4,0:08.0,,Turnover by Z. Dragić (traveling),89,108
416,4,0:03.0,E. Green makes 2-pt jump shot from 10 ft,,91,108
