,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
54,1,4:41.0,D. Wade misses 2-pt layup from 1 ft,,9,17
55,1,4:38.0,,Defensive rebound by D. Carroll,9,17
56,1,4:38.0,,Personal foul by U. Haslem (drawn by D. Carroll),9,17
57,1,4:38.0,,D. Carroll makes free throw 1 of 2,9,18
58,1,4:38.0,M. Beasley enters the game for D. Wade,,9,18
59,1,4:38.0,H. Walker enters the game for U. Haslem,,9,18
60,1,4:38.0,,D. Carroll makes free throw 2 of 2,9,19
61,1,4:25.0,L. Deng makes 2-pt layup from 2 ft (assist by G. Dragić),,11,19
62,1,4:07.0,,Turnover by D. Carroll (bad pass; steal by H. Walker),11,19
63,1,3:54.0,G. Dragić misses 2-pt jump shot from 18 ft,,11,19
64,1,3:52.0,,Defensive rebound by M. Muscala,11,19
65,1,3:39.0,,Shooting foul by H. Walker (drawn by D. Schröder),11,19
66,1,3:39.0,,D. Schröder makes free throw 1 of 2,11,20
67,1,3:39.0,,S. Mack enters the game for D. Carroll,11,20
68,1,3:39.0,,D. Schröder makes free throw 2 of 2,11,21
69,1,3:32.0,Personal foul by M. Muscala (drawn by M. Beasley),,11,21
70,1,3:20.0,H. Walker makes 3-pt jump shot from 24 ft (assist by G. Dragić),,14,21
71,1,3:13.0,,Atlanta full timeout,14,21
72,1,3:05.0,,Turnover by P. Millsap (lost ball),14,21
73,1,2:51.0,G. Dragić makes 2-pt layup at rim (assist by H. Walker),,16,21
74,1,2:41.0,,Personal foul by G. Dragić (drawn by D. Schröder),16,21
75,1,2:41.0,,D. Schröder makes free throw 1 of 2,16,22
76,1,2:41.0,T. Johnson enters the game for G. Dragić,,16,22
77,1,2:41.0,,D. Schröder makes free throw 2 of 2,16,23
78,1,2:27.0,Shooting foul by P. Millsap (drawn by T. Johnson),,16,23
79,1,2:27.0,T. Johnson makes free throw 1 of 2,,17,23
80,1,2:27.0,T. Johnson misses free throw 2 of 2,,17,23
81,1,2:26.0,,Defensive rebound by P. Millsap,17,23
82,1,2:09.0,,D. Schröder misses 2-pt layup from 2 ft (block by M. Beasley),17,23
83,1,2:07.0,Defensive rebound by L. Deng,,17,23
84,1,2:01.0,T. Johnson misses 2-pt jump shot from 5 ft,,17,23
85,1,2:00.0,,Defensive rebound by Team,17,23
86,1,1:49.0,,P. Millsap misses 2-pt jump shot from 12 ft,17,23
87,1,1:49.0,,Offensive rebound by M. Muscala,17,23
88,1,1:48.0,,M. Muscala misses 2-pt dunk at rim,17,23
89,1,1:47.0,Defensive rebound by L. Deng,,17,23
90,1,1:34.0,Shooting block foul by D. Schröder (drawn by M. Beasley),,17,23
91,1,1:34.0,M. Beasley misses free throw 1 of 2,,17,23
92,1,1:34.0,Offensive rebound by Team,,17,23
93,1,1:34.0,J. Ennis enters the game for L. Deng,,17,23
94,1,1:34.0,,A. Horford enters the game for P. Millsap,17,23
95,1,1:34.0,,K. Korver enters the game for D. Schröder,17,23
96,1,1:34.0,M. Beasley makes free throw 2 of 2,,18,23
97,1,1:25.0,,A. Horford makes 2-pt dunk at rim (assist by K. Korver),18,25
98,1,1:05.0,M. Beasley makes 2-pt jump shot from 10 ft (assist by M. Chalmers),,20,25
99,1,0:52.0,,S. Mack misses 2-pt jump shot from 10 ft,20,25
100,1,0:49.0,Defensive rebound by H. Walker,,20,25
101,1,0:44.0,H. Walker misses 3-pt jump shot from 24 ft,,20,25
102,1,0:42.0,,Defensive rebound by K. Bazemore,20,25
103,1,0:24.0,,M. Muscala makes 2-pt hook shot from 5 ft,20,27
104,1,0:03.0,H. Walker misses 3-pt jump shot from 26 ft,,20,27
105,1,0:00.0,,Defensive rebound by Team,20,27
106,2,11:40.0,M. Beasley misses 2-pt jump shot from 18 ft,,20,27
107,2,11:39.0,,Defensive rebound by S. Mack,20,27
108,2,11:22.0,,K. Korver makes 2-pt jump shot from 17 ft (assist by S. Mack),20,29
109,2,10:59.0,M. Chalmers makes 3-pt jump shot from 25 ft (assist by H. Walker),,23,29
110,2,10:39.0,,Turnover by A. Horford (lost ball),23,29
111,2,10:39.0,,D. Carroll enters the game for M. Muscala,23,29
112,2,10:25.0,Turnover by M. Chalmers (lost ball; steal by K. Korver),,23,29
113,2,10:20.0,,S. Mack misses 2-pt layup from 1 ft,23,29
114,2,10:18.0,Defensive rebound by H. Walker,,23,29
115,2,10:08.0,M. Beasley misses 2-pt layup from 1 ft (block by A. Horford),,23,29
116,2,10:07.0,,Defensive rebound by Team,23,29
117,2,9:59.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by S. Mack),23,32
118,2,9:36.0,Turnover by J. Ennis (lost ball; steal by D. Carroll),,23,32
119,2,9:33.0,,Shooting foul by M. Beasley (drawn by D. Carroll),23,32
120,2,9:33.0,,D. Carroll makes free throw 1 of 2,23,33
121,2,9:33.0,D. Wade enters the game for J. Ennis,,23,33
122,2,9:33.0,,D. Carroll makes free throw 2 of 2,23,34
123,2,9:14.0,D. Wade misses 2-pt jump shot from 15 ft,,23,34
124,2,9:12.0,,Defensive rebound by K. Bazemore,23,34
125,2,9:05.0,,D. Carroll makes 2-pt jump shot from 5 ft (assist by A. Horford),23,36
126,2,9:05.0,Miami full timeout,,23,36
127,2,9:05.0,,T. Sefolosha enters the game for K. Bazemore,23,36
128,2,8:54.0,T. Johnson misses 2-pt jump shot from 21 ft,,23,36
129,2,8:53.0,,Defensive rebound by T. Sefolosha,23,36
130,2,8:28.0,,T. Sefolosha misses 2-pt jump shot from 17 ft,23,36
131,2,8:28.0,,Offensive rebound by Team,23,36
132,2,8:28.0,,Turnover by Team (shot clock),23,36
133,2,8:28.0,L. Deng enters the game for H. Walker,,23,36
134,2,8:18.0,Personal foul by K. Korver (drawn by D. Wade),,23,36
135,2,8:18.0,U. Haslem enters the game for M. Beasley,,23,36
136,2,8:06.0,D. Wade makes 2-pt jump shot from 18 ft,,25,36
137,2,7:55.0,,Turnover by S. Mack (lost ball; steal by T. Johnson),25,36
138,2,7:53.0,Shooting foul by S. Mack (drawn by T. Johnson),,25,36
139,2,7:53.0,T. Johnson makes free throw 1 of 2,,26,36
140,2,7:53.0,T. Johnson misses free throw 2 of 2,,26,36
141,2,7:51.0,,Defensive rebound by T. Sefolosha,26,36
142,2,7:40.0,,Turnover by D. Carroll (bad pass),26,36
143,2,7:25.0,T. Johnson misses 3-pt jump shot from 24 ft,,26,36
144,2,7:24.0,,Defensive rebound by T. Sefolosha,26,36
145,2,7:07.0,,T. Sefolosha misses 2-pt jump shot from 14 ft,26,36
146,2,7:05.0,,Offensive rebound by D. Carroll,26,36
147,2,7:03.0,,D. Carroll makes 2-pt layup at rim,26,38
148,2,6:47.0,L. Deng misses 3-pt jump shot from 23 ft,,26,38
149,2,6:46.0,,Defensive rebound by K. Korver,26,38
150,2,6:41.0,,T. Sefolosha misses 2-pt layup from 2 ft,26,38
151,2,6:40.0,,Offensive rebound by D. Carroll,26,38
152,2,6:39.0,,D. Carroll misses 2-pt layup at rim (block by L. Deng),26,38
153,2,6:37.0,Defensive rebound by T. Johnson,,26,38
154,2,6:24.0,Turnover by L. Deng (bad pass; steal by D. Carroll),,26,38
155,2,6:21.0,,Turnover by D. Carroll (bad pass),26,38
156,2,6:21.0,,P. Millsap enters the game for K. Korver,26,38
157,2,6:03.0,L. Deng misses 2-pt jump shot from 5 ft,,26,38
158,2,6:01.0,Offensive rebound by L. Deng,,26,38
159,2,6:01.0,L. Deng makes 2-pt layup at rim,,28,38
160,2,5:52.0,,S. Mack misses 2-pt jump shot from 19 ft,28,38
161,2,5:50.0,Defensive rebound by U. Haslem,,28,38
162,2,5:39.0,Turnover by L. Deng (bad pass; steal by T. Sefolosha),,28,38
163,2,5:34.0,,S. Mack makes 2-pt layup from 1 ft (assist by D. Carroll),28,40
164,2,5:17.0,D. Wade misses 2-pt jump shot from 20 ft,,28,40
165,2,5:15.0,,Defensive rebound by S. Mack,28,40
166,2,5:09.0,,Shooting foul by L. Deng (drawn by P. Millsap),28,40
167,2,5:09.0,Official timeout,,28,40
168,2,5:09.0,,M. Muscala enters the game for D. Carroll,28,40
169,2,5:09.0,,D. Schröder enters the game for A. Horford,28,40
170,2,5:09.0,G. Dragić enters the game for M. Chalmers,,28,40
171,2,5:09.0,,P. Millsap makes free throw 1 of 2,28,41
172,2,5:09.0,,P. Millsap makes free throw 2 of 2,28,42
173,2,4:51.0,Shooting foul by P. Millsap (drawn by U. Haslem),,28,42
174,2,4:51.0,U. Haslem makes free throw 1 of 2,,29,42
175,2,4:51.0,U. Haslem makes free throw 2 of 2,,30,42
176,2,4:40.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by S. Mack),30,44
177,2,4:16.0,G. Dragić misses 3-pt jump shot from 25 ft,,30,44
178,2,4:15.0,Offensive rebound by U. Haslem,,30,44
179,2,4:08.0,T. Johnson misses 3-pt jump shot from 24 ft,,30,44
180,2,4:07.0,,Defensive rebound by M. Muscala,30,44
181,2,3:56.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by S. Mack),30,46
182,2,3:37.0,D. Wade misses 2-pt jump shot from 13 ft,,30,46
183,2,3:35.0,,Defensive rebound by P. Millsap,30,46
184,2,3:22.0,,P. Millsap misses 2-pt layup from 1 ft,30,46
185,2,3:21.0,Defensive rebound by L. Deng,,30,46
186,2,3:16.0,D. Wade misses 2-pt jump shot from 4 ft,,30,46
187,2,3:14.0,,Defensive rebound by P. Millsap,30,46
188,2,3:06.0,,M. Muscala makes 2-pt jump shot from 6 ft (assist by D. Schröder),30,48
189,2,2:59.0,Miami full timeout,,30,48
190,2,2:59.0,,Atlanta full timeout,30,48
191,2,2:59.0,,D. Carroll enters the game for S. Mack,30,48
192,2,2:59.0,,K. Korver enters the game for T. Sefolosha,30,48
193,2,2:59.0,M. Chalmers enters the game for U. Haslem,,30,48
194,2,2:59.0,M. Beasley enters the game for D. Wade,,30,48
195,2,2:59.0,H. Walker enters the game for T. Johnson,,30,48
196,2,2:46.0,Turnover by M. Chalmers (bad pass),,30,48
197,2,2:32.0,,D. Schröder misses 3-pt jump shot from 24 ft,30,48
198,2,2:31.0,Defensive rebound by L. Deng,,30,48
199,2,2:17.0,H. Walker makes 3-pt jump shot from 22 ft (assist by M. Chalmers),,33,48
200,2,1:51.0,,Shooting foul by M. Beasley (drawn by P. Millsap),33,48
201,2,1:51.0,,P. Millsap makes free throw 1 of 2,33,49
202,2,1:51.0,,A. Horford enters the game for M. Muscala,33,49
203,2,1:51.0,,P. Millsap makes free throw 2 of 2,33,50
204,2,1:41.0,G. Dragić misses 2-pt layup at rim,,33,50
205,2,1:40.0,,Defensive rebound by A. Horford,33,50
206,2,1:35.0,,K. Korver misses 3-pt jump shot from 24 ft,33,50
207,2,1:33.0,Defensive rebound by G. Dragić,,33,50
208,2,1:20.0,L. Deng makes 2-pt layup from 1 ft (assist by G. Dragić),,35,50
209,2,1:03.0,,P. Millsap misses 3-pt jump shot from 24 ft,35,50
210,2,1:02.0,Defensive rebound by M. Chalmers,,35,50
211,2,0:58.0,Shooting foul by D. Carroll (drawn by L. Deng),,35,50
212,2,0:58.0,L. Deng makes free throw 1 of 2,,36,50
213,2,0:58.0,U. Haslem enters the game for M. Beasley,,36,50
214,2,0:58.0,T. Johnson enters the game for G. Dragić,,36,50
215,2,0:58.0,L. Deng makes free throw 2 of 2,,37,50
216,2,0:44.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. Schröder),37,53
217,2,0:23.0,L. Deng misses 3-pt jump shot from 22 ft,,37,53
218,2,0:22.0,,Defensive rebound by D. Schröder,37,53
219,2,0:00.0,,P. Millsap makes 2-pt jump shot from 17 ft (assist by A. Horford),37,55
220,3,11:37.0,L. Deng misses 2-pt jump shot from 13 ft,,37,55
221,3,11:36.0,,Defensive rebound by A. Horford,37,55
222,3,11:27.0,,Offensive foul by P. Millsap (drawn by G. Dragić),37,55
223,3,11:27.0,,Turnover by P. Millsap (offensive foul),37,55
224,3,11:07.0,G. Dragić misses 2-pt jump shot from 5 ft,,37,55
225,3,11:05.0,Offensive rebound by L. Deng,,37,55
226,3,11:04.0,L. Deng makes 2-pt layup at rim,,39,55
227,3,10:51.0,,D. Carroll makes 2-pt layup at rim (assist by P. Millsap),39,57
228,3,10:51.0,,Shooting foul by L. Deng (drawn by D. Carroll),39,57
229,3,10:51.0,,D. Carroll misses free throw 1 of 1,39,57
230,3,10:49.0,Defensive rebound by L. Deng,,39,57
231,3,10:27.0,D. Wade makes 3-pt jump shot from 24 ft (assist by H. Walker),,42,57
232,3,10:01.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by D. Schröder),42,59
233,3,9:35.0,G. Dragić misses 3-pt jump shot from 24 ft,,42,59
234,3,9:33.0,,Defensive rebound by D. Carroll,42,59
235,3,9:25.0,,Turnover by D. Carroll (bad pass; steal by L. Deng),42,59
236,3,9:22.0,L. Deng makes 2-pt dunk at rim,,44,59
237,3,9:05.0,,P. Millsap makes 2-pt jump shot from 22 ft (assist by D. Schröder),44,61
238,3,8:45.0,Turnover by H. Walker (bad pass),,44,61
239,3,8:39.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),44,63
240,3,8:39.0,Miami full timeout,,44,63
241,3,8:27.0,G. Dragić misses 2-pt jump shot from 22 ft,,44,63
242,3,8:25.0,Offensive rebound by U. Haslem,,44,63
243,3,8:21.0,U. Haslem makes 2-pt jump shot from 11 ft,,46,63
244,3,8:08.0,,A. Horford misses 2-pt layup from 2 ft,46,63
245,3,8:07.0,Defensive rebound by U. Haslem,,46,63
246,3,7:57.0,D. Wade makes 3-pt jump shot from 22 ft (assist by L. Deng),,49,63
247,3,7:49.0,,P. Millsap makes 2-pt dunk at rim (assist by D. Carroll),49,65
248,3,7:26.0,Shooting foul by D. Carroll (drawn by L. Deng),,49,65
249,3,7:26.0,L. Deng misses free throw 1 of 2,,49,65
250,3,7:26.0,Offensive rebound by Team,,49,65
251,3,7:26.0,L. Deng makes free throw 2 of 2,,50,65
252,3,7:16.0,,D. Schröder misses 3-pt jump shot from 24 ft,50,65
253,3,7:15.0,Defensive rebound by U. Haslem,,50,65
254,3,7:00.0,D. Wade misses 3-pt jump shot from 24 ft,,50,65
255,3,6:59.0,,Defensive rebound by P. Millsap,50,65
256,3,6:58.0,,Personal foul by D. Wade (drawn by D. Schröder),50,65
257,3,6:45.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by D. Schröder),50,68
258,3,6:29.0,Turnover by D. Wade (bad pass; steal by K. Korver),,50,68
259,3,6:24.0,,Turnover by A. Horford (bad pass; steal by H. Walker),50,68
260,3,6:19.0,D. Wade makes 2-pt dunk at rim (assist by U. Haslem),,52,68
261,3,6:06.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by D. Schröder),52,70
262,3,5:44.0,Turnover by L. Deng (lost ball; steal by D. Schröder),,52,70
263,3,5:44.0,,Personal foul by L. Deng (drawn by D. Schröder),52,70
264,3,5:44.0,,M. Muscala enters the game for A. Horford,52,70
265,3,5:44.0,,K. Bazemore enters the game for K. Korver,52,70
266,3,5:29.0,,Turnover by D. Schröder (traveling),52,70
267,3,5:22.0,Personal foul by D. Schröder (drawn by G. Dragić),,52,70
268,3,5:17.0,Personal foul by D. Schröder (drawn by G. Dragić),,52,70
269,3,5:05.0,H. Walker makes 3-pt jump shot from 24 ft (assist by D. Wade),,55,70
270,3,4:41.0,,P. Millsap makes 2-pt jump shot from 19 ft,55,72
271,3,4:21.0,Turnover by G. Dragić (lost ball; steal by P. Millsap),,55,72
272,3,4:17.0,,Shooting block foul by H. Walker (drawn by K. Bazemore),55,72
273,3,4:17.0,,K. Bazemore makes free throw 1 of 2,55,73
274,3,4:17.0,M. Chalmers enters the game for D. Wade,,55,73
275,3,4:17.0,M. Beasley enters the game for U. Haslem,,55,73
276,3,4:17.0,,S. Mack enters the game for D. Carroll,55,73
277,3,4:17.0,,K. Bazemore misses free throw 2 of 2,55,73
278,3,4:15.0,,Offensive rebound by M. Muscala,55,73
279,3,4:15.0,,Personal foul by M. Chalmers (drawn by M. Muscala),55,73
280,3,4:15.0,,M. Muscala misses free throw 1 of 2,55,73
281,3,4:15.0,,Offensive rebound by Team,55,73
282,3,4:15.0,,M. Muscala makes free throw 2 of 2,55,74
283,3,3:55.0,Turnover by M. Beasley (bad pass),,55,74
284,3,3:40.0,,D. Schröder makes 2-pt layup from 3 ft (assist by S. Mack),55,76
285,3,3:29.0,Turnover by G. Dragić (lost ball),,55,76
286,3,3:08.0,,Atlanta full timeout,55,76
287,3,3:03.0,,S. Mack makes 2-pt jump shot from 16 ft (assist by P. Millsap),55,78
288,3,2:42.0,Turnover by M. Beasley (bad pass; steal by K. Bazemore),,55,78
289,3,2:36.0,Violation by M. Beasley (kicked ball),,55,78
290,3,2:24.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by D. Schröder),55,81
291,3,2:00.0,L. Deng misses 3-pt jump shot from 22 ft,,55,81
292,3,1:58.0,,Defensive rebound by M. Muscala,55,81
293,3,1:44.0,,S. Mack misses 3-pt jump shot from 25 ft,55,81
294,3,1:43.0,Defensive rebound by M. Beasley,,55,81
295,3,1:32.0,H. Walker makes 3-pt jump shot from 25 ft (assist by M. Beasley),,58,81
296,3,1:19.0,,Personal foul by G. Dragić (drawn by D. Schröder),58,81
297,3,1:19.0,,D. Schröder makes free throw 1 of 2,58,82
298,3,1:19.0,J. Ennis enters the game for H. Walker,,58,82
299,3,1:19.0,,K. Korver enters the game for S. Mack,58,82
300,3,1:19.0,,A. Horford enters the game for P. Millsap,58,82
301,3,1:19.0,,D. Schröder makes free throw 2 of 2,58,83
302,3,1:00.0,M. Beasley makes 2-pt jump shot from 19 ft (assist by M. Chalmers),,60,83
303,3,0:49.0,,K. Bazemore makes 2-pt dunk at rim (assist by A. Horford),60,85
304,3,0:41.0,J. Ennis makes 2-pt layup from 1 ft (assist by M. Beasley),,62,85
305,3,0:35.0,,D. Schröder makes 2-pt layup from 2 ft,62,87
306,3,0:26.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,65,87
307,3,0:06.0,,A. Horford makes 2-pt jump shot from 3 ft (assist by K. Bazemore),65,89
308,3,0:00.0,L. Deng makes 2-pt jump shot from 16 ft,,67,89
309,4,11:45.0,,K. Bazemore makes 2-pt jump shot from 18 ft (assist by A. Horford),67,91
310,4,11:24.0,T. Johnson misses 3-pt jump shot from 25 ft,,67,91
311,4,11:23.0,,Defensive rebound by K. Bazemore,67,91
312,4,11:11.0,,S. Mack misses 3-pt jump shot from 25 ft,67,91
313,4,11:09.0,Defensive rebound by Team,,67,91
314,4,10:55.0,Turnover by H. Walker (bad pass; steal by S. Mack),,67,91
315,4,10:45.0,,Turnover by K. Bazemore (bad pass; steal by M. Chalmers),67,91
316,4,10:41.0,J. Ennis makes 2-pt layup from 1 ft (assist by M. Chalmers),,69,91
317,4,10:41.0,Shooting foul by K. Bazemore (drawn by J. Ennis),,69,91
318,4,10:41.0,J. Ennis makes free throw 1 of 1,,70,91
319,4,10:31.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Korver),70,93
320,4,10:12.0,M. Beasley makes 2-pt jump shot from 12 ft,,72,93
321,4,9:55.0,,Turnover by S. Mack (lost ball),72,93
322,4,9:55.0,,T. Sefolosha enters the game for K. Bazemore,72,93
323,4,9:36.0,M. Chalmers makes 3-pt jump shot from 25 ft (assist by M. Beasley),,75,93
324,4,9:23.0,,K. Korver misses 3-pt jump shot from 26 ft,75,93
325,4,9:21.0,Defensive rebound by T. Johnson,,75,93
326,4,9:16.0,M. Chalmers misses 3-pt jump shot from 24 ft,,75,93
327,4,9:14.0,Offensive rebound by T. Johnson,,75,93
328,4,9:14.0,T. Johnson misses 2-pt dunk at rim,,75,93
329,4,9:12.0,,Defensive rebound by T. Sefolosha,75,93
330,4,9:02.0,,Shooting foul by M. Beasley (drawn by A. Horford),75,93
331,4,9:02.0,,A. Horford makes free throw 1 of 2,75,94
332,4,9:02.0,,A. Horford misses free throw 2 of 2,75,94
333,4,9:00.0,Defensive rebound by J. Ennis,,75,94
334,4,8:46.0,M. Chalmers makes 2-pt layup from 2 ft,,77,94
335,4,8:31.0,,K. Korver misses 3-pt jump shot from 24 ft,77,94
336,4,8:28.0,Defensive rebound by H. Walker,,77,94
337,4,8:18.0,H. Walker misses 3-pt jump shot from 24 ft,,77,94
338,4,8:17.0,,Defensive rebound by T. Sefolosha,77,94
339,4,8:06.0,,A. Horford makes 2-pt jump shot from 3 ft (assist by T. Sefolosha),77,96
340,4,7:53.0,Shooting foul by D. Carroll (drawn by M. Chalmers),,77,96
341,4,7:53.0,Official timeout,,77,96
342,4,7:53.0,M. Chalmers makes free throw 1 of 2,,78,96
343,4,7:53.0,M. Chalmers makes free throw 2 of 2,,79,96
344,4,7:38.0,,D. Carroll misses 2-pt jump shot from 4 ft,79,96
345,4,7:37.0,Defensive rebound by H. Walker,,79,96
346,4,7:31.0,Turnover by M. Beasley (bad pass; steal by K. Korver),,79,96
347,4,7:31.0,,Personal foul by M. Beasley (drawn by T. Sefolosha),79,96
348,4,7:31.0,,P. Millsap enters the game for D. Carroll,79,96
349,4,7:11.0,,S. Mack misses 2-pt jump shot from 15 ft (block by T. Johnson),79,96
350,4,7:07.0,Defensive rebound by T. Johnson,,79,96
351,4,7:07.0,Turnover by T. Johnson (bad pass; steal by S. Mack),,79,96
352,4,7:05.0,,S. Mack misses 2-pt layup from 2 ft (block by M. Beasley),79,96
353,4,7:03.0,Defensive rebound by M. Beasley,,79,96
354,4,6:57.0,M. Chalmers misses 3-pt jump shot from 25 ft,,79,96
355,4,6:56.0,,Defensive rebound by A. Horford,79,96
356,4,6:47.0,,Turnover by K. Korver (bad pass; steal by H. Walker),79,96
357,4,6:24.0,M. Beasley makes 2-pt jump shot from 22 ft,,81,96
358,4,6:16.0,,Atlanta full timeout,81,96
359,4,6:16.0,,D. Schröder enters the game for A. Horford,81,96
360,4,6:16.0,,M. Muscala enters the game for K. Korver,81,96
361,4,6:01.0,,M. Muscala misses 2-pt jump shot from 4 ft,81,96
362,4,6:00.0,Defensive rebound by M. Beasley,,81,96
363,4,5:38.0,M. Chalmers makes 3-pt jump shot from 25 ft,,84,96
364,4,5:14.0,,D. Schröder misses 2-pt jump shot from 17 ft,84,96
365,4,5:11.0,,Offensive rebound by T. Sefolosha,84,96
366,4,4:52.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,84,96
367,4,4:50.0,Defensive rebound by T. Johnson,,84,96
368,4,4:40.0,M. Chalmers misses 3-pt jump shot from 25 ft,,84,96
369,4,4:38.0,Offensive rebound by H. Walker,,84,96
370,4,4:20.0,Turnover by M. Beasley (lost ball; steal by M. Muscala),,84,96
371,4,4:15.0,,Personal foul by M. Beasley (drawn by T. Sefolosha),84,96
372,4,4:15.0,,D. Carroll enters the game for S. Mack,84,96
373,4,4:15.0,,K. Korver enters the game for T. Sefolosha,84,96
374,4,4:15.0,L. Deng enters the game for M. Beasley,,84,96
375,4,4:15.0,U. Haslem enters the game for J. Ennis,,84,96
376,4,4:07.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Schröder),84,99
377,4,3:57.0,Miami full timeout,,84,99
378,4,3:57.0,G. Dragić enters the game for T. Johnson,,84,99
379,4,3:43.0,G. Dragić misses 3-pt jump shot from 25 ft,,84,99
380,4,3:40.0,,Defensive rebound by K. Korver,84,99
381,4,3:17.0,,M. Muscala misses 2-pt layup from 1 ft (block by M. Chalmers),84,99
382,4,3:15.0,Defensive rebound by U. Haslem,,84,99
383,4,3:12.0,L. Deng misses 2-pt layup from 2 ft (block by P. Millsap),,84,99
