,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHILADELPHIA_ACTION,PORTLAND_SCORE,PHILADELPHIA_SCORE
75,1,3:11.0,A. Crabbe enters the game for W. Matthews,,14,12
76,1,2:55.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by C. Kaman),,16,12
77,1,2:42.0,,Personal foul by D. Lillard (drawn by N. Noel),16,12
78,1,2:42.0,W. Barton enters the game for D. Lillard,,16,12
79,1,2:34.0,,A. Shved makes 2-pt jump shot from 10 ft,16,14
80,1,2:13.0,L. Aldridge misses 2-pt layup from 2 ft (block by N. Noel),,16,14
81,1,2:10.0,Offensive rebound by L. Aldridge,,16,14
82,1,2:09.0,L. Aldridge misses 2-pt layup from 2 ft,,16,14
83,1,2:07.0,Offensive rebound by L. Aldridge,,16,14
84,1,2:07.0,L. Aldridge makes 2-pt layup from 2 ft,,18,14
85,1,1:54.0,,A. Shved makes 2-pt layup from 2 ft (assist by K. McDaniels),18,16
86,1,1:41.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by S. Blake),,21,16
87,1,1:28.0,,Turnover by D. Gordon (step out of bounds),21,16
88,1,1:17.0,Shooting foul by D. Gordon (drawn by C. Kaman),,21,16
89,1,1:17.0,C. Kaman misses free throw 1 of 2,,21,16
90,1,1:17.0,Offensive rebound by Team,,21,16
91,1,1:17.0,,M. Carter-Williams enters the game for K. McDaniels,21,16
92,1,1:17.0,C. Kaman makes free throw 2 of 2,,22,16
93,1,1:06.0,,N. Noel makes 2-pt jump shot from 15 ft (assist by A. Shved),22,18
94,1,0:53.0,Turnover by W. Barton (bad pass; steal by A. Shved),,22,18
95,1,0:53.0,J. Freeland enters the game for L. Aldridge,,22,18
96,1,0:47.0,,H. Thompson misses 2-pt jump shot from 15 ft,22,18
97,1,0:45.0,Defensive rebound by W. Barton,,22,18
98,1,0:42.0,W. Barton makes 2-pt dunk at rim (assist by A. Crabbe),,24,18
99,1,0:38.0,,Personal foul by W. Barton (drawn by M. Carter-Williams),24,18
100,1,0:27.0,,D. Gordon makes 2-pt hook shot from 8 ft (assist by A. Shved),24,20
101,1,0:02.0,Turnover by Team (shot clock),,24,20
102,2,11:37.0,,K. McDaniels makes 2-pt layup at rim (assist by H. Thompson),24,22
103,2,11:19.0,Turnover by S. Blake (bad pass; steal by N. Noel),,24,22
104,2,11:13.0,,M. Carter-Williams makes 2-pt dunk at rim,24,24
105,2,10:52.0,W. Barton makes 3-pt jump shot from 24 ft,,27,24
106,2,10:29.0,,B. Davies makes 2-pt jump shot from 7 ft (assist by K. McDaniels),27,26
107,2,10:15.0,Turnover by S. Blake (bad pass),,27,26
108,2,10:15.0,,H. Sims enters the game for N. Noel,27,26
109,2,10:04.0,,Turnover by H. Sims (bad pass; steal by S. Blake),27,26
110,2,10:01.0,S. Blake misses 2-pt layup from 3 ft (block by K. McDaniels),,27,26
111,2,10:01.0,Offensive rebound by Team,,27,26
112,2,9:59.0,J. Freeland makes 2-pt jump shot from 14 ft (assist by A. Crabbe),,29,26
113,2,9:51.0,,M. Carter-Williams misses 2-pt jump shot from 4 ft (block by W. Barton),29,26
114,2,9:48.0,,Offensive rebound by M. Carter-Williams,29,26
115,2,9:47.0,,H. Sims makes 2-pt layup from 2 ft (assist by M. Carter-Williams),29,28
116,2,9:38.0,Turnover by C. Kaman (lost ball),,29,28
117,2,9:29.0,,H. Sims misses 2-pt jump shot from 16 ft,29,28
118,2,9:29.0,,Offensive rebound by Team,29,28
119,2,9:29.0,Loose ball foul by J. Freeland (drawn by B. Davies),,29,28
120,2,9:29.0,,Philadelphia full timeout,29,28
121,2,9:19.0,,Turnover by H. Sims (lost ball; steal by W. Barton),29,28
122,2,9:12.0,A. Crabbe misses 3-pt jump shot from 25 ft,,29,28
123,2,9:10.0,Offensive rebound by J. Freeland,,29,28
124,2,9:01.0,S. Blake misses 3-pt jump shot from 26 ft,,29,28
125,2,8:59.0,,Defensive rebound by H. Thompson,29,28
126,2,8:50.0,,Shooting block foul by J. Freeland (drawn by M. Carter-Williams),29,28
127,2,8:50.0,Technical foul by J. Freeland,,29,28
128,2,8:50.0,,H. Sims makes technical free throw,29,29
129,2,8:50.0,,M. Carter-Williams misses free throw 1 of 2,29,29
130,2,8:50.0,,Offensive rebound by Team,29,29
131,2,8:50.0,,M. Carter-Williams makes free throw 2 of 2,29,30
132,2,8:34.0,A. Crabbe misses 3-pt jump shot from 24 ft,,29,30
133,2,8:32.0,Offensive rebound by S. Blake,,29,30
134,2,8:28.0,Shooting foul by B. Davies (drawn by C. Kaman),,29,30
135,2,8:28.0,C. Kaman misses free throw 1 of 2,,29,30
136,2,8:28.0,Offensive rebound by Team,,29,30
137,2,8:28.0,D. Lillard enters the game for W. Barton,,29,30
138,2,8:28.0,N. Batum enters the game for A. Crabbe,,29,30
139,2,8:28.0,,L. Mbah a Moute enters the game for K. McDaniels,29,30
140,2,8:28.0,,T. Wroten enters the game for H. Thompson,29,30
141,2,8:28.0,C. Kaman makes free throw 2 of 2,,30,30
142,2,8:16.0,,B. Davies misses 2-pt layup at rim,30,30
143,2,8:14.0,Defensive rebound by C. Kaman,,30,30
144,2,8:10.0,J. Freeland makes 2-pt layup from 1 ft (assist by N. Batum),,32,30
145,2,8:10.0,Shooting foul by B. Davies (drawn by J. Freeland),,32,30
146,2,8:10.0,,N. Noel enters the game for B. Davies,32,30
147,2,8:10.0,J. Freeland makes free throw 1 of 1,,33,30
148,2,8:00.0,,Shooting foul by J. Freeland (drawn by H. Sims),33,30
149,2,8:00.0,,H. Sims makes free throw 1 of 2,33,31
150,2,8:00.0,,H. Sims makes free throw 2 of 2,33,32
151,2,7:42.0,J. Freeland makes 2-pt jump shot from 17 ft (assist by S. Blake),,35,32
152,2,7:29.0,,Personal foul by S. Blake (drawn by M. Carter-Williams),35,32
153,2,7:29.0,W. Matthews enters the game for S. Blake,,35,32
154,2,7:20.0,,N. Noel misses 2-pt layup from 2 ft,35,32
155,2,7:18.0,,Offensive rebound by M. Carter-Williams,35,32
156,2,7:18.0,,M. Carter-Williams makes 2-pt dunk at rim,35,34
157,2,7:01.0,D. Lillard misses 2-pt layup from 1 ft (block by N. Noel),,35,34
158,2,6:58.0,,Defensive rebound by M. Carter-Williams,35,34
159,2,6:56.0,,T. Wroten misses 2-pt layup from 1 ft,35,34
160,2,6:55.0,Defensive rebound by N. Batum,,35,34
161,2,6:54.0,Personal foul by M. Carter-Williams (drawn by N. Batum),,35,34
162,2,6:54.0,R. Lopez enters the game for C. Kaman,,35,34
163,2,6:35.0,J. Freeland makes 2-pt jump shot from 18 ft (assist by N. Batum),,37,34
164,2,6:15.0,,Turnover by M. Carter-Williams (bad pass; steal by D. Lillard),37,34
165,2,6:07.0,W. Matthews misses 3-pt jump shot from 26 ft,,37,34
166,2,6:05.0,Offensive rebound by J. Freeland,,37,34
167,2,6:05.0,Shooting foul by L. Mbah a Moute (drawn by W. Matthews),,37,34
168,2,6:05.0,W. Matthews makes free throw 1 of 2,,38,34
169,2,6:05.0,,K. McDaniels enters the game for M. Carter-Williams,38,34
170,2,6:05.0,W. Matthews misses free throw 2 of 2,,38,34
171,2,6:03.0,,Defensive rebound by N. Noel,38,34
172,2,5:52.0,,N. Noel makes 2-pt layup from 1 ft (assist by L. Mbah a Moute),38,36
173,2,5:33.0,J. Freeland misses 2-pt jump shot from 19 ft,,38,36
174,2,5:33.0,Offensive rebound by Team,,38,36
175,2,5:33.0,,Loose ball foul by H. Sims (drawn by R. Lopez),38,36
176,2,5:33.0,Official timeout,,38,36
177,2,5:33.0,L. Aldridge enters the game for J. Freeland,,38,36
178,2,5:33.0,R. Lopez makes free throw 1 of 2,,39,36
179,2,5:33.0,R. Lopez makes free throw 2 of 2,,40,36
180,2,5:08.0,,T. Wroten misses 2-pt jump shot from 4 ft,40,36
181,2,5:04.0,,Offensive rebound by T. Wroten,40,36
182,2,5:04.0,,T. Wroten misses 2-pt layup from 2 ft (block by R. Lopez),40,36
183,2,4:56.0,Defensive rebound by D. Lillard,,40,36
184,2,4:51.0,Turnover by W. Matthews (lost ball; steal by N. Noel),,40,36
185,2,4:45.0,,K. McDaniels makes 2-pt layup at rim,40,38
186,2,4:15.0,D. Lillard misses 2-pt layup from 1 ft,,40,38
187,2,4:14.0,,Defensive rebound by H. Sims,40,38
188,2,3:56.0,,H. Sims makes 2-pt layup from 1 ft (assist by T. Wroten),40,40
189,2,3:38.0,D. Lillard makes 2-pt jump shot from 17 ft (assist by R. Lopez),,42,40
190,2,3:18.0,,H. Sims misses 3-pt jump shot from 22 ft,42,40
191,2,3:16.0,,Offensive rebound by N. Noel,42,40
192,2,3:13.0,,N. Noel makes 2-pt layup from 1 ft,42,42
193,2,2:58.0,Turnover by R. Lopez (bad pass; steal by T. Wroten),,42,42
194,2,2:54.0,,T. Wroten makes 2-pt dunk at rim,42,44
195,2,2:53.0,Portland full timeout,,42,44
196,2,2:41.0,L. Aldridge makes 2-pt jump shot from 18 ft,,44,44
197,2,2:28.0,,K. McDaniels misses 3-pt jump shot from 25 ft,44,44
198,2,2:25.0,Defensive rebound by R. Lopez,,44,44
199,2,2:18.0,Shooting foul by N. Noel (drawn by R. Lopez),,44,44
200,2,2:18.0,R. Lopez makes free throw 1 of 2,,45,44
201,2,2:18.0,R. Lopez makes free throw 2 of 2,,46,44
202,2,2:08.0,,N. Noel makes 2-pt layup from 1 ft (assist by T. Wroten),46,46
203,2,1:52.0,W. Matthews makes 2-pt layup at rim (assist by N. Batum),,48,46
204,2,1:29.0,,H. Sims makes 2-pt jump shot from 11 ft (assist by L. Mbah a Moute),48,48
205,2,1:17.0,Turnover by D. Lillard (bad pass; steal by N. Noel),,48,48
206,2,1:12.0,,Shooting block foul by D. Lillard (drawn by T. Wroten),48,48
207,2,1:12.0,,T. Wroten makes free throw 1 of 2,48,49
208,2,1:12.0,,M. Carter-Williams enters the game for K. McDaniels,48,49
209,2,1:12.0,,T. Wroten makes free throw 2 of 2,48,50
210,2,0:57.0,N. Batum misses 3-pt jump shot from 25 ft,,48,50
211,2,0:55.0,Offensive rebound by L. Aldridge,,48,50
212,2,0:55.0,L. Aldridge makes 2-pt layup from 2 ft,,50,50
213,2,0:40.0,,H. Sims misses 2-pt jump shot from 9 ft,50,50
214,2,0:38.0,Defensive rebound by N. Batum,,50,50
215,2,0:26.0,N. Batum misses 3-pt jump shot from 25 ft,,50,50
216,2,0:24.0,,Defensive rebound by Team,50,50
217,2,0:07.0,,Personal foul by D. Lillard (drawn by M. Carter-Williams),50,50
218,2,0:07.0,,M. Carter-Williams makes free throw 1 of 2,50,51
219,2,0:07.0,,D. Gordon enters the game for H. Sims,50,51
220,2,0:07.0,,M. Carter-Williams makes free throw 2 of 2,50,52
221,2,0:01.0,R. Lopez misses 2-pt jump shot from 3 ft (block by L. Mbah a Moute),,50,52
222,2,0:00.0,Offensive rebound by Team,,50,52
223,3,11:44.0,,M. Carter-Williams makes 2-pt layup from 2 ft,50,54
224,3,11:18.0,W. Matthews misses 2-pt jump shot from 14 ft,,50,54
225,3,11:17.0,,Defensive rebound by B. Davies,50,54
226,3,11:06.0,,H. Sims makes 2-pt layup from 2 ft (assist by T. Wroten),50,56
227,3,10:52.0,R. Lopez makes 2-pt dunk at rim (assist by N. Batum),,52,56
228,3,10:33.0,,M. Carter-Williams makes 2-pt jump shot from 6 ft (assist by H. Sims),52,58
229,3,10:17.0,Shooting foul by B. Davies (drawn by L. Aldridge),,52,58
230,3,10:17.0,L. Aldridge makes free throw 1 of 2,,53,58
231,3,10:17.0,,N. Noel enters the game for B. Davies,53,58
232,3,10:17.0,L. Aldridge makes free throw 2 of 2,,54,58
233,3,10:06.0,,L. Mbah a Moute misses 2-pt jump shot from 18 ft,54,58
234,3,10:05.0,Defensive rebound by L. Aldridge,,54,58
235,3,9:58.0,D. Lillard makes 2-pt jump shot from 17 ft,,56,58
236,3,9:40.0,,M. Carter-Williams makes 2-pt jump shot from 18 ft,56,60
237,3,9:26.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by W. Matthews),,59,60
238,3,9:05.0,,M. Carter-Williams misses 2-pt layup from 1 ft (block by R. Lopez),59,60
239,3,9:05.0,,Offensive rebound by Team,59,60
240,3,9:00.0,,H. Sims makes 2-pt layup from 3 ft (assist by T. Wroten),59,62
241,3,8:42.0,W. Matthews makes 2-pt jump shot from 10 ft,,61,62
242,3,8:24.0,,T. Wroten misses 3-pt jump shot from 25 ft,61,62
243,3,8:22.0,Defensive rebound by R. Lopez,,61,62
244,3,8:10.0,L. Aldridge makes 2-pt layup from 3 ft (assist by D. Lillard),,63,62
245,3,7:55.0,,Turnover by T. Wroten (bad pass; steal by D. Lillard),63,62
246,3,7:51.0,D. Lillard makes 2-pt layup from 2 ft,,65,62
247,3,7:51.0,Shooting foul by H. Sims (drawn by D. Lillard),,65,62
248,3,7:51.0,D. Lillard makes free throw 1 of 1,,66,62
249,3,7:41.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,66,62
250,3,7:39.0,Defensive rebound by N. Batum,,66,62
251,3,7:35.0,W. Matthews misses 2-pt layup from 1 ft (block by T. Wroten),,66,62
252,3,7:33.0,,Defensive rebound by H. Sims,66,62
253,3,7:12.0,,H. Sims makes 2-pt jump shot from 15 ft (assist by L. Mbah a Moute),66,64
254,3,7:01.0,N. Batum makes 2-pt jump shot from 17 ft,,68,64
255,3,6:42.0,,H. Sims misses 2-pt jump shot from 16 ft,68,64
256,3,6:40.0,Defensive rebound by L. Aldridge,,68,64
257,3,6:32.0,D. Lillard misses 3-pt jump shot from 26 ft,,68,64
258,3,6:30.0,Offensive rebound by R. Lopez,,68,64
259,3,6:30.0,R. Lopez misses 2-pt layup at rim,,68,64
260,3,6:29.0,Offensive rebound by R. Lopez,,68,64
261,3,6:29.0,R. Lopez makes 2-pt tip-in at rim,,70,64
262,3,6:29.0,,Philadelphia full timeout,70,64
263,3,6:29.0,S. Blake enters the game for W. Matthews,,70,64
264,3,6:29.0,,K. McDaniels enters the game for L. Mbah a Moute,70,64
265,3,6:29.0,,D. Gordon enters the game for H. Sims,70,64
266,3,6:29.0,,H. Thompson enters the game for M. Carter-Williams,70,64
267,3,6:11.0,,T. Wroten misses 2-pt layup from 2 ft (block by R. Lopez),70,64
268,3,6:09.0,Defensive rebound by S. Blake,,70,64
269,3,6:00.0,R. Lopez makes 2-pt dunk at rim (assist by N. Batum),,72,64
270,3,5:46.0,,T. Wroten makes 2-pt layup from 1 ft (assist by N. Noel),72,66
271,3,5:35.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by S. Blake),,74,66
272,3,5:09.0,,H. Thompson makes 2-pt jump shot from 5 ft (assist by T. Wroten),74,68
273,3,4:59.0,L. Aldridge makes 2-pt layup from 1 ft (assist by S. Blake),,76,68
274,3,4:37.0,,D. Gordon misses 2-pt jump shot from 20 ft,76,68
275,3,4:36.0,Defensive rebound by D. Lillard,,76,68
276,3,4:32.0,L. Aldridge makes 2-pt dunk at rim (assist by S. Blake),,78,68
277,3,4:31.0,,Philadelphia full timeout,78,68
278,3,4:31.0,,R. Covington enters the game for D. Gordon,78,68
279,3,4:20.0,,H. Thompson misses 3-pt jump shot from 26 ft,78,68
280,3,4:17.0,Defensive rebound by S. Blake,,78,68
281,3,4:02.0,N. Batum makes 2-pt dunk at rim (assist by R. Lopez),,80,68
282,3,3:39.0,,T. Wroten makes 2-pt layup from 1 ft (assist by N. Noel),80,70
283,3,3:39.0,,Shooting foul by R. Lopez (drawn by T. Wroten),80,70
284,3,3:39.0,C. Kaman enters the game for R. Lopez,,80,70
285,3,3:39.0,W. Matthews enters the game for N. Batum,,80,70
286,3,3:39.0,,T. Wroten makes free throw 1 of 1,80,71
287,3,3:30.0,Shooting foul by T. Wroten (drawn by D. Lillard),,80,71
288,3,3:30.0,D. Lillard makes free throw 1 of 2,,81,71
289,3,3:30.0,D. Lillard makes free throw 2 of 2,,82,71
290,3,3:13.0,,N. Noel makes 2-pt hook shot from 6 ft (assist by H. Thompson),82,73
291,3,2:55.0,D. Lillard misses 3-pt jump shot from 26 ft,,82,73
292,3,2:54.0,,Defensive rebound by N. Noel,82,73
293,3,2:43.0,,T. Wroten makes 2-pt layup from 2 ft,82,75
294,3,2:43.0,Portland full timeout,,82,75
295,3,2:43.0,A. Crabbe enters the game for D. Lillard,,82,75
296,3,2:43.0,,M. Carter-Williams enters the game for R. Covington,82,75
297,3,2:26.0,Shooting foul by K. McDaniels (drawn by L. Aldridge),,82,75
298,3,2:26.0,L. Aldridge makes free throw 1 of 2,,83,75
299,3,2:26.0,L. Aldridge makes free throw 2 of 2,,84,75
300,3,2:09.0,,N. Noel makes 2-pt jump shot from 16 ft (assist by K. McDaniels),84,77
301,3,1:52.0,S. Blake misses 3-pt jump shot from 25 ft,,84,77
302,3,1:50.0,,Defensive rebound by H. Thompson,84,77
303,3,1:42.0,,M. Carter-Williams misses 2-pt layup from 2 ft,84,77
304,3,1:40.0,Defensive rebound by W. Matthews,,84,77
305,3,1:34.0,W. Matthews misses 3-pt jump shot from 26 ft,,84,77
306,3,1:32.0,Offensive rebound by L. Aldridge,,84,77
307,3,1:26.0,L. Aldridge makes 3-pt jump shot from 25 ft (assist by S. Blake),,87,77
308,3,1:05.0,,T. Wroten misses 2-pt jump shot from 5 ft,87,77
309,3,1:03.0,Defensive rebound by L. Aldridge,,87,77
310,3,0:54.0,W. Matthews makes 2-pt jump shot from 19 ft (assist by L. Aldridge),,89,77
311,3,0:41.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,89,77
312,3,0:40.0,Defensive rebound by C. Kaman,,89,77
313,3,0:35.0,W. Matthews misses 2-pt layup from 2 ft,,89,77
314,3,0:33.0,,Defensive rebound by N. Noel,89,77
315,3,0:24.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by T. Wroten),89,79
316,3,0:24.0,,Shooting foul by A. Crabbe (drawn by M. Carter-Williams),89,79
317,3,0:24.0,,H. Sims enters the game for N. Noel,89,79
318,3,0:24.0,D. Lillard enters the game for A. Crabbe,,89,79
319,3,0:24.0,,L. Mbah a Moute enters the game for H. Sims,89,79
320,3,0:24.0,,M. Carter-Williams makes free throw 1 of 1,89,80
321,3,0:01.0,S. Blake misses 3-pt jump shot from 23 ft,,89,80
322,3,0:00.0,Offensive rebound by Team,,89,80
323,4,11:47.0,W. Matthews misses 2-pt jump shot from 16 ft,,89,80
324,4,11:44.0,Offensive rebound by C. Kaman,,89,80
325,4,11:44.0,C. Kaman misses 2-pt jump shot from 3 ft,,89,80
326,4,11:42.0,,Defensive rebound by H. Thompson,89,80
327,4,11:27.0,,Personal foul by C. Kaman (drawn by K. McDaniels),89,80
328,4,11:21.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,89,80
329,4,11:19.0,Defensive rebound by W. Matthews,,89,80
330,4,11:14.0,Turnover by W. Matthews (bad pass; steal by M. Carter-Williams),,89,80
331,4,11:11.0,,M. Carter-Williams makes 2-pt dunk at rim (assist by K. McDaniels),89,82
332,4,10:51.0,S. Blake misses 3-pt jump shot from 26 ft,,89,82
333,4,10:49.0,,Defensive rebound by Team,89,82
334,4,10:25.0,,K. McDaniels misses 2-pt jump shot from 21 ft,89,82
335,4,10:23.0,Defensive rebound by C. Kaman,,89,82
336,4,10:13.0,C. Kaman misses 2-pt layup from 1 ft (block by K. McDaniels),,89,82
337,4,10:12.0,,Defensive rebound by L. Mbah a Moute,89,82
338,4,10:05.0,,Turnover by H. Thompson (bad pass; steal by W. Matthews),89,82
339,4,9:55.0,C. Kaman makes 2-pt jump shot from 18 ft (assist by W. Matthews),,91,82
340,4,9:35.0,,Shooting foul by C. Kaman (drawn by K. McDaniels),91,82
341,4,9:35.0,D. Lillard enters the game for W. Matthews,,91,82
342,4,9:35.0,,K. McDaniels makes free throw 1 of 2,91,83
343,4,9:35.0,,K. McDaniels makes free throw 2 of 2,91,84
344,4,9:17.0,C. Kaman makes 2-pt jump shot from 3 ft,,93,84
345,4,9:09.0,,Philadelphia full timeout,93,84
346,4,9:09.0,,N. Noel enters the game for H. Sims,93,84
347,4,9:09.0,,T. Wroten enters the game for K. McDaniels,93,84
348,4,9:00.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft,93,84
349,4,8:58.0,Defensive rebound by C. Kaman,,93,84
350,4,8:48.0,D. Lillard misses 3-pt jump shot from 27 ft,,93,84
351,4,8:45.0,Offensive rebound by C. Kaman,,93,84
352,4,8:45.0,C. Kaman misses 2-pt layup from 2 ft,,93,84
353,4,8:44.0,Offensive rebound by A. Crabbe,,93,84
354,4,8:40.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by S. Blake),,96,84
355,4,8:13.0,,T. Wroten misses 2-pt jump shot from 12 ft,96,84
356,4,8:11.0,Defensive rebound by C. Kaman,,96,84
357,4,8:08.0,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Lillard),,98,84
358,4,8:08.0,,Philadelphia full timeout,98,84
359,4,8:08.0,,K. McDaniels enters the game for L. Mbah a Moute,98,84
360,4,8:08.0,,H. Sims enters the game for H. Thompson,98,84
361,4,7:54.0,,Shooting foul by J. Freeland (drawn by T. Wroten),98,84
362,4,7:54.0,,T. Wroten misses free throw 1 of 2,98,84
363,4,7:54.0,,Offensive rebound by Team,98,84
364,4,7:54.0,,T. Wroten misses free throw 2 of 2,98,84
365,4,7:52.0,Defensive rebound by C. Kaman,,98,84
366,4,7:35.0,C. Kaman makes 2-pt hook shot from 3 ft (assist by S. Blake),,100,84
367,4,7:25.0,,M. Carter-Williams makes 2-pt jump shot from 9 ft,100,86
368,4,7:04.0,C. Kaman misses 2-pt jump shot from 3 ft,,100,86
369,4,7:02.0,,Defensive rebound by M. Carter-Williams,100,86
370,4,6:59.0,,B. Davies enters the game for N. Noel,100,86
371,4,6:56.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by T. Wroten),100,88
372,4,6:31.0,Personal foul by B. Davies (drawn by D. Lillard),,100,88
373,4,6:31.0,N. Batum enters the game for A. Crabbe,,100,88
374,4,6:31.0,R. Lopez enters the game for C. Kaman,,100,88
