,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
382,4,7:57.0,,C. Zeller enters the game for M. Williams,83,77
383,4,7:40.0,Turnover by M. Bonner (lost ball; steal by J. Maxiell),,83,77
384,4,7:30.0,,Personal foul by D. Green (drawn by L. Stephenson),83,77
385,4,7:22.0,,P. Hairston misses 3-pt jump shot from 24 ft,83,77
386,4,7:21.0,Defensive rebound by T. Duncan,,83,77
387,4,7:04.0,T. Duncan misses 2-pt jump shot from 8 ft,,83,77
388,4,7:03.0,,Defensive rebound by C. Zeller,83,77
389,4,6:54.0,,Shooting foul by M. Bonner (drawn by L. Stephenson),83,77
390,4,6:54.0,,L. Stephenson makes free throw 1 of 2,83,78
391,4,6:54.0,M. Ginóbili enters the game for D. Green,,83,78
392,4,6:54.0,,L. Stephenson misses free throw 2 of 2,83,78
393,4,6:52.0,,Offensive rebound by J. Maxiell,83,78
394,4,6:48.0,,P. Hairston makes 3-pt jump shot from 25 ft (assist by B. Roberts),83,81
395,4,6:33.0,Personal foul by P. Hairston (drawn by M. Ginóbili),,83,81
396,4,6:33.0,,K. Walker enters the game for J. Maxiell,83,81
397,4,6:33.0,,G. Henderson enters the game for L. Stephenson,83,81
398,4,6:33.0,,B. Biyombo enters the game for B. Roberts,83,81
399,4,6:25.0,Turnover by M. Ginóbili (lost ball),,83,81
400,4,6:09.0,,G. Henderson misses 2-pt jump shot from 11 ft,83,81
401,4,6:08.0,Defensive rebound by M. Bonner,,83,81
402,4,5:58.0,M. Ginóbili makes 2-pt layup from 1 ft,,85,81
403,4,5:58.0,Shooting foul by C. Zeller (drawn by M. Ginóbili),,85,81
404,4,5:58.0,Official timeout,,85,81
405,4,5:58.0,M. Ginóbili makes free throw 1 of 1,,86,81
406,4,5:41.0,,K. Walker misses 2-pt jump shot from 18 ft,86,81
407,4,5:38.0,Defensive rebound by M. Ginóbili,,86,81
408,4,5:31.0,P. Mills misses 2-pt jump shot from 12 ft (block by K. Walker),,86,81
409,4,5:30.0,,Defensive rebound by B. Biyombo,86,81
410,4,5:20.0,,C. Zeller misses 2-pt layup from 1 ft (block by M. Bonner),86,81
411,4,5:20.0,,Offensive rebound by Team,86,81
412,4,5:20.0,T. Splitter enters the game for T. Duncan,,86,81
413,4,5:13.0,,K. Walker misses 2-pt layup at rim (block by C. Joseph),86,81
414,4,5:13.0,,Offensive rebound by Team,86,81
415,4,5:13.0,Loose ball foul by P. Mills (drawn by B. Biyombo),,86,81
416,4,5:04.0,,K. Walker makes 2-pt jump shot from 7 ft,86,83
417,4,4:39.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,86,83
418,4,4:37.0,,Defensive rebound by G. Henderson,86,83
419,4,4:34.0,,Shooting foul by C. Joseph (drawn by K. Walker),86,83
420,4,4:34.0,,K. Walker makes free throw 1 of 2,86,84
421,4,4:34.0,,K. Walker makes free throw 2 of 2,86,85
422,4,4:21.0,Turnover by M. Ginóbili (bad pass),,86,85
423,4,4:21.0,D. Green enters the game for C. Joseph,,86,85
424,4,4:09.0,,K. Walker misses 2-pt jump shot from 9 ft,86,85
425,4,4:07.0,Defensive rebound by T. Splitter,,86,85
426,4,3:47.0,M. Ginóbili makes 2-pt jump shot from 5 ft,,88,85
427,4,3:31.0,,K. Walker misses 2-pt jump shot from 16 ft,88,85
428,4,3:29.0,Defensive rebound by P. Mills,,88,85
429,4,3:21.0,M. Ginóbili makes 3-pt jump shot from 25 ft,,91,85
430,4,3:12.0,,Charlotte full timeout,91,85
431,4,2:55.0,,P. Hairston misses 2-pt jump shot from 11 ft,91,85
432,4,2:53.0,,Offensive rebound by P. Hairston,91,85
433,4,2:53.0,,P. Hairston misses 2-pt layup at rim,91,85
434,4,2:51.0,Defensive rebound by M. Bonner,,91,85
435,4,2:37.0,D. Green misses 3-pt jump shot from 26 ft,,91,85
436,4,2:35.0,,Defensive rebound by C. Zeller,91,85
437,4,2:23.0,,G. Henderson misses 2-pt layup from 1 ft,91,85
438,4,2:20.0,Defensive rebound by P. Mills,,91,85
439,4,2:00.0,T. Splitter makes 2-pt layup at rim (assist by M. Ginóbili),,93,85
440,4,1:48.0,,K. Walker misses 3-pt jump shot from 26 ft,93,85
441,4,1:47.0,,Offensive rebound by B. Biyombo,93,85
442,4,1:47.0,,Shooting foul by M. Bonner (drawn by B. Biyombo),93,85
443,4,1:47.0,,B. Biyombo misses free throw 1 of 2,93,85
444,4,1:47.0,,Offensive rebound by Team,93,85
445,4,1:47.0,,B. Biyombo makes free throw 2 of 2,93,86
446,4,1:28.0,Turnover by M. Ginóbili (lost ball; steal by G. Henderson),,93,86
447,4,1:22.0,,P. Hairston misses 3-pt jump shot from 24 ft,93,86
448,4,1:20.0,,Offensive rebound by B. Biyombo,93,86
449,4,1:20.0,,Personal foul by M. Ginóbili (drawn by K. Walker),93,86
450,4,1:20.0,,K. Walker makes free throw 1 of 2,93,87
451,4,1:20.0,,M. Williams enters the game for B. Biyombo,93,87
452,4,1:20.0,,K. Walker makes free throw 2 of 2,93,88
453,4,1:06.0,Personal foul by G. Henderson (drawn by M. Ginóbili),,93,88
454,4,0:55.0,P. Mills misses 3-pt jump shot from 24 ft,,93,88
455,4,0:54.0,,Defensive rebound by C. Zeller,93,88
456,4,0:45.0,,K. Walker misses 2-pt layup from 2 ft,93,88
457,4,0:42.0,Defensive rebound by P. Mills,,93,88
458,4,0:36.0,San Antonio full timeout,,93,88
459,4,0:36.0,,M. Kidd-Gilchrist enters the game for P. Hairston,93,88
460,4,0:36.0,T. Duncan enters the game for T. Splitter,,93,88
461,4,0:27.0,San Antonio full timeout,,93,88
462,4,0:27.0,,B. Biyombo enters the game for C. Zeller,93,88
463,4,0:25.0,Personal foul by B. Biyombo (drawn by M. Ginóbili),,93,88
464,4,0:25.0,M. Ginóbili makes free throw 1 of 2,,94,88
465,4,0:25.0,C. Joseph enters the game for M. Bonner,,94,88
466,4,0:25.0,M. Ginóbili misses free throw 2 of 2,,94,88
467,4,0:24.0,,Defensive rebound by M. Kidd-Gilchrist,94,88
468,4,0:24.0,,Charlotte full timeout,94,88
469,4,0:24.0,,C. Zeller enters the game for M. Kidd-Gilchrist,94,88
470,4,0:24.0,,P. Hairston enters the game for B. Biyombo,94,88
471,4,0:24.0,,Charlotte full timeout,94,88
472,4,0:17.0,,G. Henderson misses 3-pt jump shot from 22 ft,94,88
473,4,0:16.0,,Offensive rebound by K. Walker,94,88
474,4,0:16.0,,K. Walker makes 2-pt layup at rim,94,90
475,4,0:13.0,San Antonio full timeout,,94,90
476,4,0:13.0,T. Splitter enters the game for C. Joseph,,94,90
477,4,0:13.0,,M. Kidd-Gilchrist enters the game for P. Hairston,94,90
478,4,0:09.0,Personal take foul by M. Williams (drawn by D. Green),,94,90
479,4,0:09.0,D. Green makes free throw 1 of 2,,95,90
480,4,0:09.0,,P. Hairston enters the game for M. Kidd-Gilchrist,95,90
481,4,0:09.0,C. Joseph enters the game for T. Splitter,,95,90
482,4,0:09.0,D. Green makes free throw 2 of 2,,96,90
483,4,0:04.0,,K. Walker makes 3-pt jump shot from 25 ft,96,93
484,4,0:02.0,Personal take foul by M. Williams (drawn by C. Joseph),,96,93
485,4,0:02.0,C. Joseph makes free throw 1 of 2,,97,93
486,4,0:02.0,C. Joseph makes free throw 2 of 2,,98,93
487,4,0:02.0,,Charlotte full timeout,98,93
488,4,0:00.0,,K. Walker misses 3-pt jump shot from 32 ft,98,93
489,4,0:00.0,,Offensive rebound by Team,98,93
