,QUARTER,TIME_REMAINING,DETROIT_ACTION,HOUSTON_ACTION,DETROIT_SCORE,HOUSTON_SCORE
385,4,8:45.0,,Loose ball foul by J. Harden (drawn by A. Drummond),69,89
386,4,8:45.0,K. Caldwell-Pope enters the game for C. Butler,,69,89
387,4,8:33.0,R. Jackson misses 2-pt jump shot from 4 ft,,69,89
388,4,8:32.0,Offensive rebound by A. Drummond,,69,89
389,4,8:30.0,A. Drummond misses 2-pt layup from 1 ft (block by T. Jones),,69,89
390,4,8:29.0,Offensive rebound by Team,,69,89
391,4,8:21.0,J. Meeks misses 2-pt jump shot from 6 ft (block by T. Jones),,69,89
392,4,8:19.0,,Defensive rebound by J. Harden,69,89
393,4,8:12.0,,Shooting foul by R. Jackson (drawn by J. Harden),69,89
394,4,8:12.0,Detroit full timeout,,69,89
395,4,8:12.0,,J. Harden makes free throw 1 of 2,69,90
396,4,8:12.0,,J. Harden makes free throw 2 of 2,69,91
397,4,8:01.0,Personal foul by J. Terry (drawn by R. Jackson),,69,91
398,4,8:01.0,R. Jackson makes free throw 1 of 2,,70,91
399,4,8:01.0,R. Jackson makes free throw 2 of 2,,71,91
400,4,7:47.0,,J. Harden misses 2-pt jump shot from 16 ft,71,91
401,4,7:46.0,Defensive rebound by S. Williams,,71,91
402,4,7:23.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,71,91
403,4,7:22.0,,Defensive rebound by T. Jones,71,91
404,4,7:13.0,,J. Smith makes 2-pt hook shot from 5 ft,71,93
405,4,7:01.0,Turnover by R. Jackson (bad pass; steal by J. Harden),,71,93
406,4,6:58.0,,Shooting foul by S. Williams (drawn by J. Harden),71,93
407,4,6:58.0,,J. Harden makes free throw 1 of 2,71,94
408,4,6:58.0,,J. Harden makes free throw 2 of 2,71,95
409,4,6:45.0,S. Williams misses 2-pt layup from 2 ft,,71,95
410,4,6:44.0,Offensive rebound by A. Drummond,,71,95
411,4,6:44.0,Personal foul by J. Smith (drawn by A. Drummond),,71,95
412,4,6:35.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,71,95
413,4,6:34.0,Offensive rebound by A. Drummond,,71,95
414,4,6:31.0,A. Drummond misses 2-pt layup from 1 ft,,71,95
415,4,6:29.0,Offensive rebound by A. Drummond,,71,95
416,4,6:28.0,A. Drummond makes 2-pt layup at rim,,73,95
417,4,6:19.0,,J. Harden misses 3-pt jump shot from 25 ft,73,95
418,4,6:18.0,Defensive rebound by A. Drummond,,73,95
419,4,6:04.0,S. Williams makes 2-pt jump shot from 18 ft (assist by R. Jackson),,75,95
420,4,5:44.0,,C. Brewer makes 2-pt layup at rim (assist by J. Harden),75,97
421,4,5:31.0,Turnover by S. Williams (offensive foul),,75,97
422,4,5:31.0,Offensive foul by S. Williams (drawn by C. Brewer),,75,97
423,4,5:31.0,,Houston full timeout,75,97
424,4,5:31.0,,P. Beverley enters the game for J. Harden,75,97
425,4,5:31.0,,P. Prigioni enters the game for J. Smith,75,97
426,4,5:31.0,,D. Motiejūnas enters the game for C. Brewer,75,97
427,4,5:31.0,,K. McDaniels enters the game for J. Terry,75,97
428,4,5:31.0,C. Martin enters the game for J. Meeks,,75,97
429,4,5:22.0,,Turnover by T. Jones (lost ball; steal by S. Williams),75,97
430,4,5:03.0,C. Martin makes 3-pt jump shot from 26 ft,,78,97
431,4,4:47.0,,P. Beverley misses 3-pt jump shot from 26 ft,78,97
432,4,4:46.0,Defensive rebound by A. Drummond,,78,97
433,4,4:31.0,S. Williams misses 2-pt jump shot from 16 ft,,78,97
434,4,4:30.0,Offensive rebound by A. Drummond,,78,97
435,4,4:30.0,A. Drummond makes 2-pt tip-in at rim,,80,97
436,4,4:17.0,,Turnover by P. Prigioni (bad pass; steal by C. Martin),80,97
437,4,4:10.0,Personal foul by P. Beverley (drawn by A. Drummond),,80,97
438,4,4:01.0,R. Jackson makes 2-pt jump shot from 20 ft,,82,97
439,4,3:45.0,,K. McDaniels makes 2-pt jump shot from 13 ft,82,99
440,4,3:27.0,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by R. Jackson),,84,99
441,4,3:12.0,,Turnover by P. Beverley (bad pass; steal by R. Jackson),84,99
442,4,3:01.0,C. Martin makes 3-pt jump shot from 25 ft (assist by R. Jackson),,87,99
443,4,2:43.0,,D. Motiejūnas misses 2-pt jump shot from 22 ft,87,99
444,4,2:42.0,Defensive rebound by C. Martin,,87,99
445,4,2:28.0,A. Drummond misses 2-pt layup from 1 ft,,87,99
446,4,2:27.0,Offensive rebound by A. Drummond,,87,99
447,4,2:27.0,A. Drummond misses 2-pt tip-in from 1 ft,,87,99
448,4,2:27.0,Offensive rebound by A. Drummond,,87,99
449,4,2:27.0,A. Drummond makes 2-pt layup from 1 ft,,89,99
450,4,2:27.0,Shooting foul by K. McDaniels (drawn by A. Drummond),,89,99
451,4,2:27.0,,Houston full timeout,89,99
452,4,2:27.0,,J. Harden enters the game for T. Jones,89,99
453,4,2:27.0,,J. Dorsey enters the game for K. McDaniels,89,99
454,4,2:27.0,A. Drummond misses free throw 1 of 1,,89,99
455,4,2:26.0,,Defensive rebound by D. Motiejūnas,89,99
456,4,1:59.0,,J. Harden misses 3-pt jump shot from 25 ft,89,99
457,4,1:56.0,Defensive rebound by C. Martin,,89,99
458,4,1:48.0,R. Jackson misses 2-pt jump shot from 9 ft,,89,99
459,4,1:47.0,,Defensive rebound by J. Dorsey,89,99
460,4,1:23.0,,D. Motiejūnas misses 2-pt jump shot from 15 ft,89,99
461,4,1:22.0,Defensive rebound by A. Drummond,,89,99
462,4,1:19.0,S. Williams makes 2-pt dunk at rim (assist by R. Jackson),,91,99
463,4,0:57.0,,P. Prigioni misses 3-pt jump shot from 26 ft,91,99
464,4,0:56.0,Defensive rebound by Team,,91,99
465,4,0:56.0,,Loose ball foul by P. Beverley (drawn by A. Drummond),91,99
466,4,0:56.0,A. Drummond misses free throw 1 of 2,,91,99
467,4,0:56.0,Offensive rebound by Team,,91,99
468,4,0:56.0,A. Drummond misses free throw 2 of 2,,91,99
469,4,0:56.0,,Defensive rebound by Team,91,99
470,4,0:44.0,,Personal take foul by S. Williams (drawn by P. Beverley),91,99
471,4,0:44.0,,Personal take foul by C. Martin (drawn by D. Motiejūnas),91,99
472,4,0:44.0,,D. Motiejūnas misses free throw 1 of 2,91,99
473,4,0:44.0,,Offensive rebound by Team,91,99
474,4,0:44.0,G. Monroe enters the game for S. Williams,,91,99
475,4,0:44.0,,D. Motiejūnas misses free throw 2 of 2,91,99
476,4,0:43.0,Defensive rebound by A. Drummond,,91,99
477,4,0:42.0,Detroit full timeout,,91,99
478,4,0:39.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,91,99
479,4,0:37.0,,Defensive rebound by D. Motiejūnas,91,99
480,4,0:34.0,,Personal take foul by C. Martin (drawn by J. Harden),91,99
481,4,0:34.0,,J. Harden makes free throw 1 of 2,91,100
482,4,0:34.0,,J. Harden makes free throw 2 of 2,91,101
483,4,0:20.0,R. Jackson makes 2-pt dunk at rim,,93,101
484,4,0:20.0,,Personal take foul by K. Caldwell-Pope (drawn by J. Harden),93,101
485,4,0:20.0,,J. Harden makes free throw 1 of 2,93,102
486,4,0:20.0,S. Williams enters the game for G. Monroe,,93,102
487,4,0:20.0,,J. Harden makes free throw 2 of 2,93,103
488,4,0:10.0,S. Williams misses 3-pt jump shot from 25 ft,,93,103
489,4,0:09.0,,Defensive rebound by J. Harden,93,103
