,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
50,1,6:13.0,,J. Lin misses free throw 2 of 2,9,10
51,1,6:10.0,Defensive rebound by M. Morris,,9,10
52,1,5:53.0,M. Morris misses 2-pt layup at rim,,9,10
53,1,5:50.0,,Defensive rebound by J. Hill,9,10
54,1,5:48.0,,Shooting foul by M. Plumlee (drawn by J. Hill),9,10
55,1,5:48.0,,LA Lakers full timeout,9,10
56,1,5:48.0,A. Len enters the game for M. Plumlee,,9,10
57,1,5:48.0,,J. Hill misses free throw 1 of 2,9,10
58,1,5:48.0,,Offensive rebound by Team,9,10
59,1,5:48.0,,J. Hill misses free throw 2 of 2,9,10
60,1,5:47.0,Defensive rebound by A. Len,,9,10
61,1,5:32.0,M. Morris makes 2-pt jump shot from 12 ft (assist by G. Dragić),,11,10
62,1,5:24.0,,K. Bryant misses 2-pt jump shot from 11 ft,11,10
63,1,5:19.0,Defensive rebound by A. Len,,11,10
64,1,5:12.0,G. Dragić makes 2-pt layup from 1 ft,,13,10
65,1,4:56.0,,W. Johnson misses 2-pt jump shot from 15 ft,13,10
66,1,4:55.0,Defensive rebound by M. Morris,,13,10
67,1,4:45.0,M. Morris makes 2-pt dunk at rim (assist by I. Thomas),,15,10
68,1,4:33.0,,Shooting foul by M. Morris (drawn by C. Boozer),15,10
69,1,4:33.0,,C. Boozer misses free throw 1 of 2,15,10
70,1,4:33.0,,Offensive rebound by Team,15,10
71,1,4:33.0,,E. Davis enters the game for J. Hill,15,10
72,1,4:33.0,P. Tucker enters the game for M. Morris,,15,10
73,1,4:33.0,,C. Boozer makes free throw 2 of 2,15,11
74,1,4:18.0,G. Dragić misses 2-pt jump shot from 10 ft,,15,11
75,1,4:14.0,Offensive rebound by G. Dragić,,15,11
76,1,4:07.0,I. Thomas misses 3-pt jump shot from 22 ft,,15,11
77,1,4:04.0,,Defensive rebound by C. Boozer,15,11
78,1,3:57.0,,J. Lin makes 2-pt layup at rim,15,13
79,1,3:50.0,I. Thomas makes 2-pt layup from 1 ft,,17,13
80,1,3:36.0,,K. Bryant makes 2-pt jump shot from 6 ft (assist by C. Boozer),17,15
81,1,3:13.0,M. Morris makes 2-pt jump shot from 13 ft (assist by P. Tucker),,19,15
82,1,2:50.0,,K. Bryant makes 2-pt jump shot from 18 ft (assist by C. Boozer),19,17
83,1,2:40.0,G. Dragić makes 2-pt layup from 2 ft,,21,17
84,1,2:40.0,Shooting foul by E. Davis (drawn by G. Dragić),,21,17
85,1,2:40.0,Phoenix full timeout,,21,17
86,1,2:40.0,,Violation by Team (delay of game),21,17
87,1,2:40.0,,R. Price enters the game for W. Johnson,21,17
88,1,2:40.0,,W. Ellington enters the game for J. Lin,21,17
89,1,2:40.0,G. Dragić makes free throw 1 of 1,,22,17
90,1,2:26.0,,K. Bryant makes 3-pt jump shot from 25 ft (assist by C. Boozer),22,20
91,1,2:09.0,I. Thomas makes 2-pt layup from 1 ft (assist by A. Len),,24,20
92,1,1:56.0,,C. Boozer misses 2-pt jump shot from 9 ft,24,20
93,1,1:56.0,Defensive rebound by Team,,24,20
94,1,1:56.0,,R. Kelly enters the game for C. Boozer,24,20
95,1,1:41.0,M. Morris misses 3-pt jump shot from 25 ft,,24,20
96,1,1:39.0,,Defensive rebound by E. Davis,24,20
97,1,1:22.0,,K. Bryant misses 3-pt jump shot from 25 ft,24,20
98,1,1:20.0,Defensive rebound by A. Len,,24,20
99,1,1:14.0,I. Thomas misses 2-pt jump shot from 11 ft,,24,20
100,1,1:08.0,Offensive rebound by G. Dragić,,24,20
101,1,0:59.0,P. Tucker misses 3-pt jump shot from 22 ft,,24,20
102,1,0:57.0,,Defensive rebound by W. Ellington,24,20
103,1,0:47.0,,W. Ellington makes 2-pt layup at rim,24,22
104,1,0:39.0,I. Thomas misses 2-pt layup from 2 ft (block by K. Bryant),,24,22
105,1,0:37.0,,Defensive rebound by E. Davis,24,22
106,1,0:26.0,,K. Bryant misses 2-pt jump shot from 7 ft (block by A. Len),24,22
107,1,0:18.0,Defensive rebound by G. Dragić,,24,22
108,1,0:12.0,G. Dragić misses 2-pt jump shot from 4 ft (block by E. Davis),,24,22
109,1,0:12.0,Offensive rebound by Team,,24,22
110,1,0:11.0,Shooting foul by E. Davis (drawn by M. Morris),,24,22
111,1,0:11.0,M. Morris makes free throw 1 of 2,,25,22
112,1,0:11.0,M. Morris makes free throw 2 of 2,,26,22
113,1,0:11.0,,Inbound foul by P. Tucker,26,22
114,1,0:11.0,,K. Bryant makes free throw 1 of 2,26,23
115,1,0:11.0,,K. Bryant makes free throw 2 of 2,26,24
116,1,0:02.0,I. Thomas misses 2-pt jump shot from 14 ft,,26,24
117,1,0:00.0,Offensive rebound by Team,,26,24
118,2,11:41.0,,W. Ellington misses 2-pt jump shot from 16 ft,26,24
119,2,11:40.0,Defensive rebound by P. Tucker,,26,24
120,2,11:20.0,G. Green makes 2-pt jump shot from 12 ft,,28,24
121,2,11:03.0,,E. Davis misses 2-pt layup from 1 ft,28,24
122,2,11:01.0,Defensive rebound by I. Thomas,,28,24
123,2,10:54.0,G. Green misses 3-pt jump shot from 24 ft,,28,24
124,2,10:53.0,,Defensive rebound by E. Davis,28,24
125,2,10:47.0,,R. Price misses 3-pt jump shot from 24 ft,28,24
126,2,10:45.0,Defensive rebound by A. Len,,28,24
127,2,10:35.0,A. Tolliver misses 2-pt layup from 2 ft (block by E. Davis),,28,24
128,2,10:35.0,Offensive rebound by Team,,28,24
129,2,10:23.0,G. Green misses 2-pt jump shot from 15 ft,,28,24
130,2,10:22.0,,Defensive rebound by W. Ellington,28,24
131,2,10:15.0,,W. Ellington makes 2-pt jump shot from 16 ft,28,26
132,2,10:00.0,Shooting foul by R. Price (drawn by A. Len),,28,26
133,2,10:00.0,A. Len makes free throw 1 of 2,,29,26
134,2,10:00.0,A. Len makes free throw 2 of 2,,30,26
135,2,9:40.0,,R. Kelly misses 2-pt layup from 1 ft,30,26
136,2,9:39.0,,Offensive rebound by E. Davis,30,26
137,2,9:39.0,,E. Davis misses 2-pt tip-in from 1 ft,30,26
138,2,9:39.0,,Offensive rebound by E. Davis,30,26
139,2,9:39.0,,Shooting foul by G. Green (drawn by E. Davis),30,26
140,2,9:39.0,,E. Davis misses free throw 1 of 2,30,26
141,2,9:39.0,,Offensive rebound by Team,30,26
142,2,9:39.0,,E. Davis misses free throw 2 of 2,30,26
143,2,9:37.0,Defensive rebound by A. Tolliver,,30,26
144,2,9:24.0,Turnover by A. Len (lost ball; steal by E. Davis),,30,26
145,2,9:17.0,,Turnover by W. Ellington (lost ball; steal by I. Thomas),30,26
146,2,9:10.0,Shooting foul by R. Kelly (drawn by I. Thomas),,30,26
147,2,9:10.0,I. Thomas makes free throw 1 of 2,,31,26
148,2,9:10.0,I. Thomas misses free throw 2 of 2,,31,26
149,2,9:09.0,,Defensive rebound by E. Davis,31,26
150,2,8:56.0,,R. Kelly makes 2-pt jump shot from 11 ft (assist by W. Ellington),31,28
151,2,8:35.0,I. Thomas misses 2-pt jump shot from 6 ft,,31,28
152,2,8:29.0,,Defensive rebound by W. Ellington,31,28
153,2,8:23.0,,W. Ellington misses 2-pt jump shot from 12 ft,31,28
154,2,8:19.0,Defensive rebound by A. Tolliver,,31,28
155,2,8:15.0,,Violation by E. Davis (kicked ball),31,28
156,2,8:15.0,Official timeout,,31,28
157,2,8:15.0,,K. Bryant enters the game for E. Davis,31,28
158,2,8:15.0,,W. Johnson enters the game for W. Ellington,31,28
159,2,8:15.0,,J. Hill enters the game for J. Clarkson,31,28
160,2,8:01.0,A. Tolliver misses 3-pt jump shot from 25 ft,,31,28
161,2,7:59.0,Offensive rebound by A. Len,,31,28
162,2,7:54.0,Turnover by A. Len (bad pass; steal by W. Johnson),,31,28
163,2,7:39.0,,Personal foul by A. Len (drawn by J. Hill),31,28
164,2,7:26.0,,R. Price misses 3-pt jump shot from 24 ft,31,28
165,2,7:25.0,,Offensive rebound by J. Hill,31,28
166,2,7:19.0,,J. Hill misses 2-pt jump shot from 12 ft,31,28
167,2,7:18.0,Defensive rebound by P. Tucker,,31,28
168,2,7:11.0,P. Tucker misses 2-pt jump shot from 19 ft,,31,28
169,2,7:09.0,,Defensive rebound by K. Bryant,31,28
170,2,6:51.0,,Shooting foul by A. Len (drawn by J. Hill),31,28
171,2,6:51.0,,J. Hill makes free throw 1 of 2,31,29
172,2,6:51.0,,C. Boozer enters the game for R. Kelly,31,29
173,2,6:51.0,M. Plumlee enters the game for A. Len,,31,29
174,2,6:51.0,M. Morris enters the game for P. Tucker,,31,29
175,2,6:51.0,,J. Hill makes free throw 2 of 2,31,30
176,2,6:41.0,A. Tolliver misses 2-pt layup from 2 ft (block by J. Hill),,31,30
177,2,6:40.0,Offensive rebound by Team,,31,30
178,2,6:40.0,,J. Lin enters the game for R. Price,31,30
179,2,6:35.0,G. Green misses 2-pt jump shot from 10 ft,,31,30
180,2,6:31.0,,Defensive rebound by K. Bryant,31,30
181,2,6:27.0,,K. Bryant makes 2-pt jump shot from 12 ft,31,32
182,2,6:17.0,Personal foul by C. Boozer (drawn by A. Tolliver),,31,32
183,2,6:06.0,M. Morris makes 2-pt layup at rim (assist by A. Tolliver),,33,32
184,2,5:53.0,,K. Bryant misses 2-pt jump shot from 15 ft,33,32
185,2,5:51.0,Defensive rebound by M. Plumlee,,33,32
186,2,5:44.0,G. Green makes 3-pt jump shot from 25 ft (assist by I. Thomas),,36,32
187,2,5:28.0,Offensive charge foul by J. Lin (drawn by A. Tolliver),,36,32
188,2,5:28.0,,Turnover by J. Lin (offensive foul),36,32
189,2,5:28.0,,LA Lakers full timeout,36,32
190,2,5:07.0,M. Morris misses 2-pt jump shot from 16 ft,,36,32
191,2,5:04.0,,Defensive rebound by J. Hill,36,32
192,2,4:44.0,,C. Boozer misses 2-pt layup from 1 ft,36,32
193,2,4:40.0,Defensive rebound by M. Plumlee,,36,32
194,2,4:34.0,I. Thomas makes 2-pt layup at rim,,38,32
195,2,4:21.0,,C. Boozer misses 2-pt layup from 1 ft (block by A. Tolliver),38,32
196,2,4:21.0,,Offensive rebound by J. Hill,38,32
197,2,4:21.0,,Shooting foul by G. Green (drawn by J. Hill),38,32
198,2,4:21.0,,J. Hill makes free throw 1 of 2,38,33
199,2,4:21.0,,J. Hill makes free throw 2 of 2,38,34
200,2,4:10.0,G. Green makes 2-pt dunk at rim (assist by I. Thomas),,40,34
201,2,3:58.0,,Turnover by J. Hill (lost ball; steal by M. Plumlee),40,34
202,2,3:51.0,M. Plumlee makes 2-pt dunk at rim,,42,34
203,2,3:40.0,,C. Boozer makes 2-pt layup at rim (assist by J. Lin),42,36
204,2,3:31.0,Personal foul by J. Lin (drawn by I. Thomas),,42,36
205,2,3:26.0,Personal foul by J. Lin (drawn by I. Thomas),,42,36
206,2,3:26.0,I. Thomas makes free throw 1 of 2,,43,36
207,2,3:26.0,M. Morris enters the game for A. Tolliver,,43,36
208,2,3:26.0,,R. Price enters the game for J. Lin,43,36
209,2,3:26.0,I. Thomas makes free throw 2 of 2,,44,36
210,2,3:12.0,,R. Price makes 3-pt jump shot from 23 ft (assist by J. Hill),44,39
211,2,2:57.0,I. Thomas makes 2-pt layup from 1 ft (assist by M. Morris),,46,39
212,2,2:47.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by W. Johnson),46,42
213,2,2:27.0,M. Morris misses 2-pt jump shot from 5 ft,,46,42
214,2,2:24.0,Offensive rebound by M. Morris,,46,42
215,2,2:18.0,M. Morris misses 2-pt jump shot from 13 ft,,46,42
216,2,2:17.0,Offensive rebound by G. Green,,46,42
217,2,2:14.0,G. Green makes 2-pt jump shot from 12 ft,,48,42
218,2,1:58.0,,K. Bryant misses 2-pt jump shot from 3 ft (block by M. Plumlee),48,42
219,2,1:58.0,,Offensive rebound by Team,48,42
220,2,1:58.0,Phoenix full timeout,,48,42
221,2,1:52.0,,Turnover by C. Boozer (lost ball; steal by I. Thomas),48,42
222,2,1:48.0,I. Thomas makes 2-pt layup at rim,,50,42
223,2,1:34.0,,Shooting foul by M. Morris (drawn by K. Bryant),50,42
224,2,1:34.0,,K. Bryant misses free throw 1 of 2,50,42
225,2,1:34.0,,Offensive rebound by Team,50,42
226,2,1:34.0,G. Dragić enters the game for M. Morris,,50,42
227,2,1:34.0,,K. Bryant makes free throw 2 of 2,50,43
228,2,1:19.0,G. Green makes 2-pt layup from 2 ft (assist by M. Morris),,52,43
229,2,1:05.0,,K. Bryant makes 2-pt layup at rim,52,45
230,2,0:51.0,G. Green makes 2-pt jump shot from 9 ft,,54,45
231,2,0:41.0,,Personal foul by I. Thomas (drawn by K. Bryant),54,45
232,2,0:41.0,,K. Bryant makes free throw 1 of 2,54,46
233,2,0:41.0,,K. Bryant misses free throw 2 of 2,54,46
234,2,0:40.0,Defensive rebound by G. Green,,54,46
235,2,0:32.0,Shooting foul by W. Johnson (drawn by G. Dragić),,54,46
236,2,0:32.0,G. Dragić makes free throw 1 of 2,,55,46
237,2,0:32.0,G. Dragić makes free throw 2 of 2,,56,46
238,2,0:22.0,,K. Bryant misses 2-pt jump shot from 14 ft,56,46
239,2,0:20.0,Defensive rebound by M. Morris,,56,46
240,2,0:18.0,I. Thomas makes 2-pt layup at rim (assist by G. Green),,58,46
241,2,0:03.0,,C. Boozer misses 2-pt jump shot from 3 ft,58,46
242,2,0:02.0,Defensive rebound by M. Morris,,58,46
243,3,11:40.0,,C. Boozer makes 2-pt jump shot from 6 ft,58,48
244,3,11:20.0,M. Morris makes 3-pt jump shot from 25 ft (assist by G. Dragić),,61,48
245,3,11:07.0,,W. Johnson misses 3-pt jump shot from 24 ft,61,48
246,3,11:05.0,Defensive rebound by M. Morris,,61,48
247,3,11:03.0,Turnover by M. Morris (bad pass),,61,48
248,3,10:53.0,,K. Bryant misses 2-pt jump shot from 11 ft,61,48
249,3,10:51.0,,Offensive rebound by J. Hill,61,48
250,3,10:48.0,,J. Hill misses 2-pt jump shot from 4 ft (block by M. Plumlee),61,48
251,3,10:46.0,,Offensive rebound by C. Boozer,61,48
252,3,10:42.0,,C. Boozer makes 2-pt jump shot from 12 ft,61,50
253,3,10:29.0,G. Dragić makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),,63,50
254,3,10:21.0,,Turnover by J. Lin (lost ball; steal by M. Morris),63,50
255,3,10:15.0,G. Dragić makes 2-pt layup from 1 ft (assist by M. Morris),,65,50
256,3,9:55.0,,J. Lin makes 2-pt jump shot from 19 ft (assist by C. Boozer),65,52
257,3,9:39.0,M. Morris misses 2-pt jump shot from 12 ft,,65,52
258,3,9:35.0,,Defensive rebound by J. Hill,65,52
259,3,9:30.0,,K. Bryant misses 2-pt layup from 1 ft,65,52
260,3,9:27.0,,Offensive rebound by J. Hill,65,52
261,3,9:27.0,,J. Hill misses 2-pt tip-in at rim,65,52
262,3,9:24.0,,Offensive rebound by J. Hill,65,52
263,3,9:24.0,,J. Hill makes 2-pt tip-in from 1 ft,65,54
264,3,9:13.0,Turnover by G. Dragić (bad pass; steal by K. Bryant),,65,54
265,3,9:10.0,,K. Bryant makes 2-pt layup from 1 ft,65,56
266,3,9:10.0,,Shooting foul by M. Morris (drawn by K. Bryant),65,56
267,3,9:10.0,,K. Bryant misses free throw 1 of 1,65,56
268,3,9:09.0,Defensive rebound by M. Morris,,65,56
269,3,9:03.0,G. Dragić misses 2-pt layup from 2 ft (block by W. Johnson),,65,56
270,3,9:03.0,,Defensive rebound by Team,65,56
271,3,8:50.0,,J. Lin misses 3-pt jump shot from 23 ft,65,56
272,3,8:46.0,,Offensive rebound by W. Johnson,65,56
273,3,8:46.0,,W. Johnson makes 2-pt tip-in at rim,65,58
274,3,8:28.0,G. Dragić misses 2-pt layup from 2 ft,,65,58
275,3,8:25.0,Offensive rebound by G. Dragić,,65,58
276,3,8:25.0,G. Dragić misses 2-pt tip-in at rim,,65,58
277,3,8:25.0,,Defensive rebound by Team,65,58
278,3,8:16.0,,Offensive foul by J. Hill (drawn by M. Morris),65,58
279,3,8:16.0,,Turnover by J. Hill (offensive foul),65,58
280,3,8:01.0,Turnover by M. Morris (traveling),,65,58
281,3,7:52.0,,C. Boozer makes 2-pt jump shot from 13 ft (assist by J. Lin),65,60
282,3,7:35.0,Shooting foul by C. Boozer (drawn by M. Morris),,65,60
283,3,7:35.0,M. Morris makes free throw 1 of 2,,66,60
284,3,7:35.0,M. Morris makes free throw 2 of 2,,67,60
285,3,7:24.0,,K. Bryant misses 2-pt layup at rim,67,60
286,3,7:21.0,,Offensive rebound by J. Hill,67,60
287,3,7:18.0,,J. Hill makes 2-pt dunk at rim,67,62
288,3,7:06.0,G. Dragić makes 2-pt jump shot from 10 ft (assist by M. Morris),,69,62
289,3,6:46.0,,K. Bryant misses 2-pt jump shot from 6 ft,69,62
290,3,6:44.0,,Offensive rebound by K. Bryant,69,62
291,3,6:43.0,,Shooting foul by M. Morris (drawn by K. Bryant),69,62
292,3,6:43.0,,K. Bryant misses free throw 1 of 2,69,62
293,3,6:43.0,,Offensive rebound by Team,69,62
294,3,6:43.0,,K. Bryant makes free throw 2 of 2,69,63
295,3,6:24.0,M. Plumlee misses 2-pt jump shot from 3 ft,,69,63
296,3,6:22.0,,Defensive rebound by C. Boozer,69,63
297,3,6:05.0,,J. Hill misses 2-pt jump shot from 18 ft,69,63
298,3,6:03.0,Defensive rebound by G. Dragić,,69,63
299,3,5:56.0,M. Morris makes 2-pt dunk at rim (assist by M. Morris),,71,63
300,3,5:56.0,,LA Lakers full timeout,71,63
301,3,5:43.0,,W. Johnson misses 2-pt jump shot from 17 ft,71,63
302,3,5:41.0,,Offensive rebound by J. Hill,71,63
303,3,5:37.0,,C. Boozer makes 2-pt layup at rim (assist by J. Hill),71,65
304,3,5:21.0,E. Bledsoe misses 2-pt jump shot from 3 ft (block by J. Hill),,71,65
305,3,5:19.0,,Defensive rebound by C. Boozer,71,65
306,3,5:15.0,,K. Bryant misses 2-pt layup from 1 ft,71,65
307,3,5:13.0,Defensive rebound by M. Morris,,71,65
308,3,5:13.0,,E. Davis enters the game for J. Hill,71,65
309,3,5:02.0,Turnover by M. Morris (traveling),,71,65
310,3,4:49.0,,Turnover by E. Davis (lost ball; steal by M. Plumlee),71,65
311,3,4:25.0,M. Morris misses 2-pt jump shot from 11 ft,,71,65
312,3,4:24.0,Offensive rebound by Team,,71,65
313,3,4:24.0,I. Thomas enters the game for G. Dragić,,71,65
314,3,4:24.0,A. Len enters the game for M. Plumlee,,71,65
315,3,4:16.0,M. Morris makes 2-pt jump shot from 10 ft (assist by I. Thomas),,73,65
316,3,4:01.0,,K. Bryant misses 2-pt jump shot from 21 ft,73,65
317,3,3:59.0,,Offensive rebound by K. Bryant,73,65
318,3,3:57.0,,Turnover by K. Bryant (bad pass; steal by I. Thomas),73,65
319,3,3:52.0,I. Thomas makes 2-pt layup from 1 ft,,75,65
320,3,3:45.0,,Shooting foul by I. Thomas (drawn by J. Lin),75,65
321,3,3:45.0,,J. Lin makes free throw 1 of 2,75,66
322,3,3:45.0,,J. Lin makes free throw 2 of 2,75,67
323,3,3:30.0,I. Thomas misses 3-pt jump shot from 24 ft,,75,67
324,3,3:26.0,Offensive rebound by M. Morris,,75,67
325,3,3:26.0,M. Morris misses 2-pt tip-in at rim,,75,67
326,3,3:25.0,,Defensive rebound by C. Boozer,75,67
327,3,3:17.0,,K. Bryant misses 2-pt jump shot from 3 ft (block by A. Len),75,67
328,3,3:15.0,Defensive rebound by A. Len,,75,67
329,3,3:05.0,Turnover by M. Morris (bad pass; steal by E. Davis),,75,67
330,3,3:02.0,,Shooting foul by I. Thomas (drawn by K. Bryant),75,67
331,3,3:02.0,,K. Bryant makes free throw 1 of 2,75,68
332,3,3:02.0,P. Tucker enters the game for M. Morris,,75,68
333,3,3:02.0,,R. Price enters the game for J. Lin,75,68
334,3,3:02.0,,W. Ellington enters the game for W. Johnson,75,68
335,3,3:02.0,,K. Bryant makes free throw 2 of 2,75,69
336,3,2:42.0,Turnover by M. Morris (bad pass; steal by R. Price),,75,69
337,3,2:19.0,,C. Boozer misses 2-pt jump shot from 12 ft,75,69
338,3,2:15.0,,Offensive rebound by K. Bryant,75,69
339,3,2:11.0,,K. Bryant misses 2-pt jump shot from 7 ft,75,69
340,3,2:11.0,Defensive rebound by I. Thomas,,75,69
341,3,2:11.0,Personal foul by R. Price (drawn by I. Thomas),,75,69
342,3,2:11.0,Phoenix full timeout,,75,69
343,3,2:01.0,Personal foul by R. Price (drawn by I. Thomas),,75,69
344,3,2:01.0,G. Green enters the game for E. Bledsoe,,75,69
345,3,1:54.0,M. Morris misses 3-pt jump shot from 25 ft,,75,69
346,3,1:52.0,,Defensive rebound by K. Bryant,75,69
347,3,1:43.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by R. Price),75,72
348,3,1:31.0,Shooting foul by E. Davis (drawn by I. Thomas),,75,72
349,3,1:31.0,I. Thomas makes free throw 1 of 2,,76,72
350,3,1:31.0,I. Thomas misses free throw 2 of 2,,76,72
351,3,1:28.0,,Defensive rebound by E. Davis,76,72
352,3,1:13.0,,C. Boozer misses 2-pt layup from 2 ft (block by A. Len),76,72
353,3,1:10.0,Defensive rebound by M. Morris,,76,72
354,3,1:05.0,I. Thomas misses 2-pt layup from 2 ft,,76,72
355,3,1:03.0,,Defensive rebound by K. Bryant,76,72
356,3,1:02.0,,Shooting foul by M. Morris (drawn by W. Ellington),76,72
357,3,1:02.0,,W. Ellington makes free throw 1 of 2,76,73
358,3,1:02.0,,W. Ellington misses free throw 2 of 2,76,73
359,3,1:00.0,Defensive rebound by P. Tucker,,76,73
360,3,0:46.0,Shooting foul by W. Ellington (drawn by G. Green),,76,73
361,3,0:46.0,G. Green makes free throw 1 of 3,,77,73
362,3,0:46.0,G. Green misses free throw 2 of 3,,77,73
363,3,0:46.0,Offensive rebound by Team,,77,73
364,3,0:46.0,G. Green makes free throw 3 of 3,,78,73
365,3,0:29.0,,K. Bryant makes 2-pt jump shot from 4 ft,78,75
366,3,0:13.0,Personal foul by C. Boozer (drawn by I. Thomas),,78,75
367,3,0:13.0,I. Thomas misses free throw 1 of 2,,78,75
368,3,0:13.0,Offensive rebound by Team,,78,75
369,3,0:13.0,,W. Johnson enters the game for C. Boozer,78,75
370,3,0:13.0,I. Thomas makes free throw 2 of 2,,79,75
371,3,0:05.0,,Offensive foul by E. Davis (drawn by P. Tucker),79,75
372,3,0:05.0,,Turnover by E. Davis (offensive foul),79,75
373,3,0:02.0,M. Morris misses 3-pt jump shot from 26 ft,,79,75
374,3,0:00.0,Offensive rebound by Team,,79,75
375,4,11:43.0,G. Green makes 2-pt dunk at rim (assist by I. Thomas),,81,75
376,4,11:31.0,,W. Ellington misses 3-pt jump shot from 25 ft,81,75
377,4,11:31.0,,Offensive rebound by E. Davis,81,75
378,4,11:31.0,,Shooting foul by G. Green (drawn by E. Davis),81,75
379,4,11:31.0,,E. Davis makes free throw 1 of 2,81,76
380,4,11:31.0,,E. Davis makes free throw 2 of 2,81,77
381,4,11:18.0,G. Green misses 2-pt jump shot from 11 ft,,81,77
382,4,11:16.0,Offensive rebound by A. Len,,81,77
383,4,11:10.0,G. Green misses 2-pt jump shot from 6 ft,,81,77
384,4,11:08.0,Offensive rebound by P. Tucker,,81,77
385,4,11:06.0,P. Tucker misses 2-pt layup from 2 ft (block by E. Davis),,81,77
386,4,11:05.0,,Defensive rebound by K. Bryant,81,77
387,4,11:01.0,,K. Bryant makes 2-pt layup at rim,81,79
388,4,10:53.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by P. Tucker),,84,79
389,4,10:40.0,,K. Bryant misses 3-pt jump shot from 25 ft,84,79
390,4,10:39.0,,Offensive rebound by E. Davis,84,79
391,4,10:34.0,,W. Ellington misses 2-pt jump shot from 15 ft,84,79
392,4,10:31.0,Defensive rebound by A. Len,,84,79
