,QUARTER,TIME_REMAINING,CHICAGO_ACTION,WASHINGTON_ACTION,CHICAGO_SCORE,WASHINGTON_SCORE
241,3,8:48.0,K. Hinrich makes 3-pt jump shot from 25 ft (assist by J. Noah),,49,64
242,3,8:34.0,,P. Pierce misses 2-pt jump shot from 10 ft (block by J. Butler),49,64
243,3,8:32.0,Defensive rebound by P. Gasol,,49,64
244,3,8:29.0,K. Hinrich misses 2-pt jump shot from 7 ft (block by B. Beal),,49,64
245,3,8:25.0,,Defensive rebound by N. Hilário,49,64
246,3,8:17.0,,N. Hilário makes 2-pt dunk at rim (assist by P. Pierce),49,66
247,3,8:04.0,D. Rose misses 2-pt layup at rim (block by M. Gortat),,49,66
248,3,8:02.0,Offensive rebound by K. Hinrich,,49,66
249,3,8:02.0,Shooting foul by N. Hilário (drawn by D. Rose),,49,66
250,3,8:02.0,D. Rose makes free throw 1 of 2,,50,66
251,3,8:02.0,D. Rose makes free throw 2 of 2,,51,66
252,3,7:50.0,,Shooting foul by P. Gasol (drawn by M. Gortat),51,66
253,3,7:50.0,,M. Gortat misses free throw 1 of 2,51,66
254,3,7:50.0,,Offensive rebound by Team,51,66
255,3,7:50.0,,M. Gortat misses free throw 2 of 2,51,66
256,3,7:49.0,Defensive rebound by J. Noah,,51,66
257,3,7:35.0,P. Gasol misses 2-pt jump shot from 6 ft,,51,66
258,3,7:34.0,,Defensive rebound by N. Hilário,51,66
259,3,7:28.0,,M. Gortat misses 2-pt layup at rim,51,66
260,3,7:27.0,Defensive rebound by P. Gasol,,51,66
261,3,7:17.0,J. Noah misses 2-pt layup from 1 ft,,51,66
262,3,7:16.0,Offensive rebound by Team,,51,66
263,3,7:08.0,Offensive foul by J. Butler (drawn by P. Pierce),,51,66
264,3,7:08.0,Turnover by J. Butler (offensive foul),,51,66
265,3,6:52.0,,N. Hilário misses 2-pt jump shot from 5 ft,51,66
266,3,6:51.0,Defensive rebound by J. Noah,,51,66
267,3,6:45.0,J. Butler makes 2-pt jump shot from 21 ft,,53,66
268,3,6:45.0,Shooting foul by P. Pierce (drawn by J. Butler),,53,66
269,3,6:45.0,J. Butler makes free throw 1 of 1,,54,66
270,3,6:35.0,,Offensive foul by B. Beal (drawn by K. Hinrich),54,66
271,3,6:35.0,,Turnover by B. Beal (offensive foul),54,66
272,3,6:15.0,Turnover by K. Hinrich (bad pass),,54,66
273,3,6:00.0,,N. Hilário misses 2-pt jump shot from 14 ft,54,66
274,3,5:59.0,Defensive rebound by P. Gasol,,54,66
275,3,5:49.0,Turnover by K. Hinrich (lost ball),,54,66
276,3,5:49.0,,Washington full timeout,54,66
277,3,5:28.0,,B. Beal misses 2-pt jump shot from 5 ft (block by J. Noah),54,66
278,3,5:26.0,,Offensive rebound by M. Gortat,54,66
279,3,5:24.0,,M. Gortat makes 2-pt tip-in from 1 ft,54,68
280,3,4:57.0,J. Butler misses 2-pt jump shot from 20 ft,,54,68
281,3,4:56.0,Offensive rebound by J. Noah,,54,68
282,3,4:54.0,J. Noah makes 2-pt tip-in from 1 ft,,56,68
283,3,4:36.0,,J. Wall makes 2-pt jump shot from 9 ft,56,70
284,3,4:18.0,P. Gasol misses 2-pt jump shot from 7 ft,,56,70
285,3,4:17.0,,Defensive rebound by P. Pierce,56,70
286,3,4:08.0,,Shooting foul by D. Rose (drawn by J. Wall),56,70
287,3,4:08.0,,J. Wall makes free throw 1 of 2,56,71
288,3,4:08.0,,J. Wall makes free throw 2 of 2,56,72
289,3,3:57.0,J. Butler makes 3-pt jump shot from 23 ft (assist by D. Rose),,59,72
290,3,3:40.0,,M. Gortat misses 2-pt jump shot from 11 ft,59,72
291,3,3:39.0,Defensive rebound by P. Gasol,,59,72
292,3,3:30.0,D. Rose makes 2-pt layup at rim,,61,72
293,3,3:29.0,,Washington full timeout,61,72
294,3,3:29.0,T. Gibson enters the game for J. Noah,,61,72
295,3,3:29.0,,K. Humphries enters the game for N. Hilário,61,72
296,3,3:20.0,,Turnover by J. Wall (bad pass; steal by J. Butler),61,72
297,3,3:11.0,Shooting foul by P. Pierce (drawn by J. Butler),,61,72
298,3,3:11.0,J. Butler makes free throw 1 of 2,,62,72
299,3,3:11.0,J. Butler makes free throw 2 of 2,,63,72
300,3,2:46.0,,B. Beal misses 2-pt jump shot from 18 ft,63,72
301,3,2:45.0,Defensive rebound by D. Rose,,63,72
302,3,2:39.0,J. Butler misses 2-pt jump shot from 3 ft,,63,72
303,3,2:38.0,Offensive rebound by D. Rose,,63,72
304,3,2:36.0,D. Rose makes 2-pt layup from 1 ft,,65,72
305,3,2:20.0,,J. Wall misses 2-pt jump shot from 16 ft (block by P. Gasol),65,72
306,3,2:18.0,Defensive rebound by D. Rose,,65,72
307,3,2:16.0,Shooting foul by K. Humphries (drawn by J. Butler),,65,72
308,3,2:16.0,J. Butler makes free throw 1 of 2,,66,72
309,3,2:16.0,,R. Butler enters the game for P. Pierce,66,72
310,3,2:16.0,J. Butler misses free throw 2 of 2,,66,72
311,3,2:14.0,,Defensive rebound by K. Humphries,66,72
312,3,1:54.0,,R. Butler makes 3-pt jump shot from 24 ft (assist by J. Wall),66,75
313,3,1:29.0,D. Rose misses 3-pt jump shot from 25 ft,,66,75
314,3,1:28.0,Offensive rebound by P. Gasol,,66,75
315,3,1:26.0,P. Gasol makes 2-pt tip-in from 1 ft,,68,75
316,3,1:06.0,,R. Butler makes 3-pt jump shot from 23 ft (assist by M. Gortat),68,78
317,3,0:50.0,T. Gibson misses 2-pt layup from 1 ft,,68,78
318,3,0:48.0,,Defensive rebound by J. Wall,68,78
319,3,0:37.0,,J. Wall makes 2-pt jump shot from 15 ft,68,80
320,3,0:23.0,Turnover by P. Gasol (bad pass; steal by B. Beal),,68,80
321,3,0:06.0,,Personal take foul by K. Hinrich (drawn by B. Beal),68,80
322,3,0:06.0,,K. Séraphin enters the game for M. Gortat,68,80
323,3,0:01.0,,J. Wall misses 2-pt jump shot from 13 ft,68,80
324,3,0:00.0,Defensive rebound by Team,,68,80
325,4,11:39.0,N. Mirotić misses 2-pt jump shot from 7 ft,,68,80
326,4,11:38.0,,Defensive rebound by K. Humphries,68,80
327,4,11:25.0,,K. Humphries misses 2-pt jump shot from 17 ft,68,80
328,4,11:23.0,,Offensive rebound by K. Séraphin,68,80
329,4,11:13.0,,B. Beal misses 2-pt jump shot from 17 ft,68,80
330,4,11:12.0,Defensive rebound by T. Gibson,,68,80
331,4,11:02.0,N. Mirotić misses 2-pt layup at rim,,68,80
332,4,11:01.0,,Defensive rebound by K. Humphries,68,80
333,4,10:49.0,,A. Miller misses 2-pt layup from 2 ft (block by T. Gibson),68,80
334,4,10:48.0,Defensive rebound by A. Brooks,,68,80
335,4,10:34.0,J. Butler misses 2-pt layup from 2 ft,,68,80
336,4,10:33.0,,Defensive rebound by K. Séraphin,68,80
337,4,10:19.0,,Turnover by B. Beal (lost ball; steal by T. Gibson),68,80
338,4,10:14.0,Turnover by A. Brooks (bad pass; steal by K. Humphries),,68,80
339,4,10:06.0,,B. Beal misses 2-pt jump shot from 5 ft,68,80
340,4,10:05.0,,Offensive rebound by B. Beal,68,80
341,4,10:04.0,,Shooting foul by A. Brooks (drawn by K. Humphries),68,80
342,4,10:04.0,,K. Humphries makes free throw 1 of 2,68,81
343,4,10:04.0,,K. Humphries misses free throw 2 of 2,68,81
344,4,10:02.0,Defensive rebound by T. Gibson,,68,81
345,4,9:42.0,Turnover by A. Brooks (bad pass; steal by B. Beal),,68,81
346,4,9:36.0,,R. Butler misses 3-pt jump shot from 25 ft,68,81
347,4,9:35.0,,Offensive rebound by K. Humphries,68,81
348,4,9:35.0,,K. Humphries makes 2-pt layup at rim,68,83
349,4,9:35.0,Chicago full timeout,,68,83
350,4,9:22.0,A. Brooks misses 2-pt jump shot from 3 ft,,68,83
351,4,9:21.0,,Defensive rebound by K. Humphries,68,83
352,4,9:12.0,,K. Séraphin makes 2-pt hook shot from 11 ft (assist by A. Miller),68,85
353,4,8:54.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by J. Butler),,71,85
354,4,8:27.0,,K. Humphries misses 2-pt jump shot from 6 ft,71,85
355,4,8:26.0,Defensive rebound by E. Moore,,71,85
356,4,8:21.0,A. Brooks makes 3-pt jump shot from 26 ft (assist by E. Moore),,74,85
357,4,8:02.0,,B. Beal misses 2-pt jump shot from 10 ft,74,85
358,4,8:01.0,Defensive rebound by N. Mirotić,,74,85
359,4,7:49.0,A. Brooks makes 3-pt jump shot from 26 ft (assist by T. Gibson),,77,85
360,4,7:49.0,,Washington full timeout,77,85
361,4,7:49.0,,J. Wall enters the game for A. Miller,77,85
362,4,7:49.0,,N. Hilário enters the game for K. Humphries,77,85
363,4,7:28.0,,R. Butler makes 2-pt jump shot from 20 ft (assist by B. Beal),77,87
364,4,7:15.0,A. Brooks misses 3-pt jump shot from 28 ft,,77,87
365,4,7:14.0,,Defensive rebound by K. Séraphin,77,87
366,4,6:58.0,,R. Butler makes 3-pt jump shot from 23 ft (assist by J. Wall),77,90
367,4,6:44.0,Personal foul by K. Séraphin (drawn by N. Mirotić),,77,90
368,4,6:44.0,,P. Pierce enters the game for B. Beal,77,90
369,4,6:44.0,J. Noah enters the game for N. Mirotić,,77,90
370,4,6:44.0,D. Rose enters the game for E. Moore,,77,90
371,4,6:33.0,Turnover by A. Brooks (3 sec),,77,90
372,4,6:16.0,,K. Séraphin misses 2-pt jump shot from 11 ft (block by T. Gibson),77,90
373,4,6:14.0,Defensive rebound by J. Butler,,77,90
374,4,6:01.0,Shooting foul by K. Séraphin (drawn by J. Noah),,77,90
375,4,6:01.0,J. Noah makes free throw 1 of 2,,78,90
376,4,6:01.0,,M. Gortat enters the game for K. Séraphin,78,90
377,4,6:01.0,T. Snell enters the game for J. Butler,,78,90
378,4,6:01.0,J. Noah misses free throw 2 of 2,,78,90
379,4,6:00.0,,Defensive rebound by N. Hilário,78,90
380,4,5:42.0,,Turnover by J. Wall (bad pass; steal by T. Snell),78,90
381,4,5:37.0,D. Rose misses 3-pt jump shot from 26 ft,,78,90
382,4,5:35.0,Offensive rebound by A. Brooks,,78,90
383,4,5:23.0,A. Brooks makes 3-pt jump shot from 29 ft (assist by D. Rose),,81,90
384,4,4:59.0,,M. Gortat makes 2-pt layup from 2 ft (assist by N. Hilário),81,92
385,4,4:39.0,J. Noah misses 2-pt layup at rim (block by M. Gortat),,81,92
386,4,4:37.0,Offensive rebound by T. Gibson,,81,92
387,4,4:33.0,D. Rose misses 3-pt jump shot from 25 ft,,81,92
388,4,4:33.0,Offensive rebound by Team,,81,92
389,4,4:33.0,,Loose ball foul by N. Hilário (drawn by J. Noah),81,92
