,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
389,4,1:03.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by J. Teague),98,112
390,4,0:56.0,Personal foul by A. Horford (drawn by N. Peković),,98,112
391,4,0:56.0,N. Peković makes free throw 1 of 2,,99,112
392,4,0:56.0,N. Peković makes free throw 2 of 2,,100,112
393,4,0:37.0,,J. Teague misses 2-pt jump shot from 17 ft,100,112
394,4,0:36.0,,Offensive rebound by D. Carroll,100,112
395,4,0:35.0,,D. Carroll misses 2-pt layup at rim,100,112
396,4,0:33.0,,Offensive rebound by A. Horford,100,112
397,4,0:16.0,,J. Teague misses 2-pt layup from 2 ft,100,112
398,4,0:13.0,,Offensive rebound by D. Carroll,100,112
