,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
107,1,0:28.0,,J. Wall makes free throw 1 of 2,30,26
108,1,0:28.0,,J. Wall makes free throw 2 of 2,30,27
109,1,0:09.0,N. Young makes 3-pt jump shot from 27 ft,,33,27
110,1,0:01.0,,Turnover by J. Wall (bad pass; steal by E. Davis),33,27
111,2,11:46.0,R. Sacre misses 2-pt jump shot from 5 ft,,33,27
112,2,11:45.0,,Defensive rebound by O. Porter,33,27
113,2,11:29.0,,Shooting foul by N. Young (drawn by R. Butler),33,27
114,2,11:29.0,,R. Butler makes free throw 1 of 2,33,28
115,2,11:29.0,,R. Butler makes free throw 2 of 2,33,29
116,2,11:06.0,R. Sacre misses 2-pt jump shot from 15 ft,,33,29
117,2,11:05.0,Offensive rebound by E. Davis,,33,29
118,2,10:59.0,N. Young makes 3-pt jump shot from 27 ft (assist by R. Price),,36,29
119,2,10:39.0,,K. Séraphin misses 2-pt jump shot from 4 ft,36,29
120,2,10:38.0,Defensive rebound by R. Sacre,,36,29
121,2,10:23.0,N. Young misses 2-pt jump shot from 22 ft,,36,29
122,2,10:22.0,,Defensive rebound by D. Gooden,36,29
123,2,10:10.0,,O. Porter misses 2-pt jump shot from 4 ft,36,29
124,2,10:10.0,,Offensive rebound by Team,36,29
125,2,10:10.0,Loose ball foul by E. Davis (drawn by K. Séraphin),,36,29
126,2,10:10.0,W. Johnson enters the game for N. Young,,36,29
127,2,9:55.0,,R. Butler makes 3-pt jump shot from 26 ft (assist by K. Séraphin),36,32
128,2,9:33.0,W. Johnson misses 2-pt jump shot from 21 ft,,36,32
129,2,9:33.0,,Defensive rebound by Team,36,32
130,2,9:33.0,Loose ball foul by E. Davis (drawn by K. Séraphin),,36,32
131,2,9:18.0,,O. Porter misses 2-pt jump shot from 16 ft,36,32
132,2,9:17.0,,Offensive rebound by Team,36,32
133,2,9:17.0,C. Boozer enters the game for E. Davis,,36,32
134,2,9:09.0,,Turnover by K. Séraphin (lost ball; steal by C. Boozer),36,32
135,2,8:59.0,Turnover by R. Price (bad pass),,36,32
136,2,8:59.0,Official timeout,,36,32
137,2,8:59.0,N. Young enters the game for W. Johnson,,36,32
138,2,8:44.0,,Turnover by A. Miller (bad pass; steal by W. Ellington),36,32
139,2,8:22.0,R. Price makes 3-pt jump shot from 28 ft (assist by R. Sacre),,39,32
140,2,8:01.0,,O. Porter makes 2-pt jump shot from 4 ft (assist by A. Miller),39,34
141,2,7:42.0,R. Sacre makes 2-pt jump shot from 13 ft,,41,34
142,2,7:30.0,,A. Miller misses 2-pt layup from 1 ft,41,34
143,2,7:29.0,Defensive rebound by R. Price,,41,34
144,2,7:23.0,N. Young makes 3-pt jump shot from 22 ft (assist by R. Price),,44,34
145,2,7:10.0,,B. Beal enters the game for O. Porter,44,34
146,2,7:02.0,,B. Beal misses 2-pt jump shot from 16 ft,44,34
147,2,7:01.0,Defensive rebound by R. Sacre,,44,34
148,2,6:49.0,R. Sacre misses 2-pt jump shot from 17 ft,,44,34
149,2,6:48.0,,Defensive rebound by D. Gooden,44,34
150,2,6:44.0,,Personal foul by N. Young (drawn by A. Miller),44,34
151,2,6:44.0,,J. Wall enters the game for A. Miller,44,34
152,2,6:44.0,J. Hill enters the game for R. Sacre,,44,34
153,2,6:44.0,W. Johnson enters the game for N. Young,,44,34
154,2,6:44.0,K. Bryant enters the game for W. Ellington,,44,34
155,2,6:34.0,,R. Butler misses 3-pt jump shot from 24 ft,44,34
156,2,6:33.0,Defensive rebound by C. Boozer,,44,34
157,2,6:17.0,C. Boozer misses 2-pt jump shot from 12 ft,,44,34
158,2,6:16.0,,Defensive rebound by R. Butler,44,34
159,2,6:03.0,,D. Gooden misses 3-pt jump shot from 26 ft,44,34
160,2,6:02.0,,Offensive rebound by K. Séraphin,44,34
161,2,6:02.0,,K. Séraphin makes 2-pt layup at rim,44,36
162,2,6:02.0,,Shooting foul by C. Boozer (drawn by K. Séraphin),44,36
163,2,6:02.0,,P. Pierce enters the game for R. Butler,44,36
164,2,6:02.0,,K. Humphries enters the game for D. Gooden,44,36
165,2,6:02.0,,K. Séraphin misses free throw 1 of 1,44,36
166,2,6:01.0,Defensive rebound by J. Hill,,44,36
167,2,5:45.0,W. Johnson makes 3-pt jump shot from 26 ft (assist by R. Price),,47,36
168,2,5:29.0,,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),47,38
169,2,5:11.0,K. Bryant misses 3-pt jump shot from 26 ft,,47,38
170,2,5:10.0,,Defensive rebound by K. Humphries,47,38
171,2,4:56.0,,P. Pierce misses 3-pt jump shot from 26 ft,47,38
172,2,4:55.0,Defensive rebound by W. Johnson,,47,38
173,2,4:46.0,Shooting foul by K. Humphries (drawn by K. Bryant),,47,38
174,2,4:46.0,,Washington full timeout,47,38
175,2,4:46.0,,M. Gortat enters the game for K. Séraphin,47,38
176,2,4:46.0,J. Lin enters the game for R. Price,,47,38
177,2,4:46.0,K. Bryant makes free throw 1 of 2,,48,38
178,2,4:46.0,K. Bryant misses free throw 2 of 2,,48,38
179,2,4:46.0,,Defensive rebound by K. Humphries,48,38
180,2,4:27.0,,B. Beal misses 2-pt jump shot from 19 ft,48,38
181,2,4:26.0,,Offensive rebound by P. Pierce,48,38
182,2,4:23.0,,P. Pierce makes 2-pt layup from 1 ft,48,40
183,2,4:10.0,Turnover by C. Boozer (lost ball),,48,40
184,2,4:00.0,,J. Wall misses 2-pt jump shot from 17 ft,48,40
185,2,3:58.0,Defensive rebound by K. Bryant,,48,40
186,2,3:44.0,J. Hill misses 2-pt jump shot from 6 ft,,48,40
187,2,3:42.0,,Defensive rebound by K. Humphries,48,40
188,2,3:36.0,,P. Pierce misses 3-pt jump shot from 24 ft,48,40
189,2,3:34.0,,Offensive rebound by M. Gortat,48,40
190,2,3:31.0,,B. Beal makes 2-pt dunk at rim (assist by M. Gortat),48,42
191,2,3:14.0,J. Lin misses 3-pt jump shot from 26 ft,,48,42
192,2,3:13.0,,Defensive rebound by K. Humphries,48,42
193,2,3:06.0,,P. Pierce makes 2-pt layup from 2 ft (assist by J. Wall),48,44
194,2,3:06.0,,Shooting foul by J. Lin (drawn by P. Pierce),48,44
195,2,3:06.0,,P. Pierce makes free throw 1 of 1,48,45
196,2,3:06.0,Turnover by J. Lin (lost ball),,48,45
197,2,3:06.0,E. Davis enters the game for C. Boozer,,48,45
198,2,2:59.0,,M. Gortat makes 2-pt dunk at rim (assist by B. Beal),48,47
199,2,2:39.0,K. Bryant makes 2-pt jump shot from 17 ft,,50,47
200,2,2:24.0,,P. Pierce misses 2-pt jump shot from 15 ft,50,47
201,2,2:23.0,,Offensive rebound by K. Humphries,50,47
202,2,2:08.0,,J. Wall misses 2-pt layup at rim,50,47
203,2,2:07.0,Defensive rebound by J. Hill,,50,47
204,2,1:56.0,K. Bryant makes 2-pt jump shot from 15 ft,,52,47
205,2,1:45.0,,Personal foul by K. Bryant (drawn by B. Beal),52,47
206,2,1:45.0,LA Lakers full timeout,,52,47
207,2,1:45.0,,B. Beal makes free throw 1 of 2,52,48
208,2,1:45.0,,B. Beal makes free throw 2 of 2,52,49
209,2,1:24.0,K. Bryant misses 2-pt jump shot from 11 ft (block by P. Pierce),,52,49
210,2,1:23.0,,Defensive rebound by M. Gortat,52,49
211,2,1:16.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),52,52
212,2,0:55.0,J. Hill misses 2-pt jump shot from 15 ft,,52,52
213,2,0:54.0,,Defensive rebound by J. Wall,52,52
214,2,0:47.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),52,54
215,2,0:38.0,Turnover by J. Lin (bad pass),,52,54
216,2,0:27.0,,K. Humphries misses 2-pt jump shot from 15 ft,52,54
217,2,0:26.0,Defensive rebound by Team,,52,54
218,2,0:24.0,,Loose ball foul by K. Humphries (drawn by E. Davis),52,54
219,2,0:24.0,,D. Gooden enters the game for K. Humphries,52,54
220,2,0:02.0,J. Lin misses 3-pt jump shot from 27 ft (block by J. Wall),,52,54
221,2,0:01.0,,Defensive rebound by P. Pierce,52,54
222,3,11:44.0,C. Boozer misses 2-pt layup from 3 ft,,52,54
223,3,11:43.0,,Defensive rebound by J. Wall,52,54
224,3,11:39.0,,J. Wall makes 2-pt layup from 1 ft,52,56
225,3,11:39.0,,Shooting foul by J. Lin (drawn by J. Wall),52,56
226,3,11:39.0,,J. Wall makes free throw 1 of 1,52,57
227,3,11:25.0,J. Lin misses 3-pt jump shot from 26 ft,,52,57
228,3,11:24.0,Offensive rebound by J. Lin,,52,57
229,3,11:11.0,Personal foul by K. Humphries (drawn by C. Boozer),,52,57
230,3,10:56.0,J. Lin misses 2-pt jump shot from 16 ft,,52,57
231,3,10:55.0,,Defensive rebound by M. Gortat,52,57
232,3,10:48.0,,J. Wall misses 2-pt jump shot from 17 ft,52,57
233,3,10:47.0,Defensive rebound by J. Hill,,52,57
234,3,10:37.0,K. Bryant misses 3-pt jump shot from 26 ft,,52,57
235,3,10:36.0,,Defensive rebound by M. Gortat,52,57
236,3,10:12.0,,P. Pierce misses 2-pt jump shot from 14 ft,52,57
237,3,10:11.0,Defensive rebound by J. Hill,,52,57
238,3,9:58.0,J. Hill misses 2-pt jump shot from 15 ft,,52,57
239,3,9:57.0,,Defensive rebound by M. Gortat,52,57
240,3,9:47.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),52,59
241,3,9:32.0,J. Lin misses 3-pt jump shot from 25 ft,,52,59
242,3,9:31.0,,Defensive rebound by J. Wall,52,59
243,3,9:24.0,,J. Wall makes 2-pt jump shot from 19 ft,52,61
244,3,9:21.0,LA Lakers full timeout,,52,61
245,3,9:04.0,K. Bryant misses 2-pt jump shot from 19 ft,,52,61
246,3,9:03.0,,Defensive rebound by K. Humphries,52,61
247,3,8:44.0,,K. Humphries misses 2-pt layup from 2 ft (block by W. Johnson),52,61
248,3,8:40.0,Defensive rebound by K. Bryant,,52,61
249,3,8:32.0,Shooting foul by P. Pierce (drawn by K. Bryant),,52,61
250,3,8:32.0,K. Bryant makes free throw 1 of 2,,53,61
251,3,8:32.0,K. Bryant makes free throw 2 of 2,,54,61
252,3,8:21.0,,M. Gortat makes 2-pt hook shot from 5 ft (assist by P. Pierce),54,63
253,3,8:09.0,Offensive foul by K. Bryant (drawn by P. Pierce),,54,63
254,3,8:09.0,Turnover by K. Bryant (offensive foul),,54,63
255,3,7:52.0,,P. Pierce makes 2-pt jump shot from 18 ft (assist by J. Wall),54,65
256,3,7:28.0,C. Boozer makes 2-pt jump shot from 14 ft (assist by J. Lin),,56,65
257,3,7:10.0,,J. Wall misses 2-pt jump shot from 17 ft,56,65
258,3,7:09.0,,Offensive rebound by K. Humphries,56,65
259,3,7:00.0,,P. Pierce misses 3-pt jump shot from 26 ft,56,65
260,3,6:58.0,Defensive rebound by C. Boozer,,56,65
261,3,6:51.0,J. Hill makes 2-pt layup from 1 ft (assist by K. Bryant),,58,65
262,3,6:26.0,,M. Gortat misses 2-pt jump shot from 7 ft,58,65
263,3,6:24.0,Defensive rebound by K. Bryant,,58,65
264,3,6:18.0,J. Hill makes 2-pt layup from 1 ft (assist by K. Bryant),,60,65
265,3,6:18.0,,Washington full timeout,60,65
266,3,6:10.0,,Turnover by J. Wall (lost ball; steal by K. Bryant),60,65
267,3,6:08.0,Clear path foul by J. Wall,,60,65
268,3,6:08.0,K. Bryant misses clear path free throw 1 of 2,,60,65
269,3,6:08.0,Offensive rebound by Team,,60,65
270,3,6:08.0,K. Bryant makes clear path free throw 2 of 2,,61,65
271,3,5:56.0,W. Johnson misses 3-pt jump shot from 25 ft,,61,65
272,3,5:55.0,,Defensive rebound by K. Humphries,61,65
273,3,5:50.0,,J. Wall misses 2-pt layup at rim (block by J. Lin),61,65
274,3,5:50.0,,Offensive rebound by Team,61,65
275,3,5:40.0,,P. Pierce makes 2-pt layup from 1 ft (assist by B. Beal),61,67
276,3,5:40.0,,Shooting foul by C. Boozer (drawn by P. Pierce),61,67
277,3,5:40.0,,P. Pierce misses free throw 1 of 1,61,67
278,3,5:38.0,Defensive rebound by C. Boozer,,61,67
279,3,5:26.0,C. Boozer misses 2-pt jump shot from 18 ft,,61,67
280,3,5:25.0,,Defensive rebound by J. Wall,61,67
281,3,5:18.0,,K. Humphries makes 2-pt layup from 1 ft (assist by J. Wall),61,69
282,3,5:03.0,Turnover by J. Lin (bad pass; steal by M. Gortat),,61,69
283,3,4:48.0,,K. Humphries makes 2-pt jump shot from 17 ft (assist by J. Wall),61,71
284,3,4:45.0,LA Lakers full timeout,,61,71
285,3,4:45.0,N. Young enters the game for W. Johnson,,61,71
286,3,4:32.0,Shooting foul by P. Pierce (drawn by K. Bryant),,61,71
287,3,4:32.0,K. Bryant makes free throw 1 of 3,,62,71
288,3,4:32.0,K. Bryant makes free throw 2 of 3,,63,71
289,3,4:32.0,E. Davis enters the game for C. Boozer,,63,71
290,3,4:32.0,K. Bryant misses free throw 3 of 3,,63,71
291,3,4:30.0,,Defensive rebound by K. Humphries,63,71
292,3,4:17.0,,M. Gortat makes 2-pt layup at rim (assist by B. Beal),63,73
293,3,4:01.0,K. Bryant misses 2-pt layup from 1 ft,,63,73
294,3,4:00.0,,Defensive rebound by K. Humphries,63,73
295,3,3:52.0,,J. Wall misses 2-pt jump shot from 18 ft,63,73
296,3,3:51.0,Defensive rebound by J. Hill,,63,73
297,3,3:44.0,Personal foul by J. Wall (drawn by K. Bryant),,63,73
298,3,3:44.0,K. Bryant makes free throw 1 of 2,,64,73
299,3,3:44.0,R. Sacre enters the game for J. Hill,,64,73
300,3,3:44.0,R. Price enters the game for J. Lin,,64,73
301,3,3:44.0,K. Bryant makes free throw 2 of 2,,65,73
302,3,3:30.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by M. Gortat),65,75
303,3,3:11.0,K. Bryant misses 2-pt jump shot from 20 ft,,65,75
304,3,3:10.0,,Defensive rebound by M. Gortat,65,75
305,3,2:55.0,,P. Pierce misses 3-pt jump shot from 26 ft,65,75
306,3,2:54.0,Defensive rebound by R. Price,,65,75
307,3,2:49.0,Offensive foul by R. Price (drawn by J. Wall),,65,75
308,3,2:49.0,Turnover by R. Price (offensive foul),,65,75
309,3,2:39.0,,B. Beal makes 2-pt jump shot from 20 ft,65,77
310,3,2:22.0,N. Young misses 3-pt jump shot from 26 ft,,65,77
311,3,2:21.0,,Defensive rebound by K. Humphries,65,77
312,3,2:14.0,,P. Pierce misses 2-pt layup at rim (block by R. Sacre),65,77
313,3,2:13.0,,Offensive rebound by P. Pierce,65,77
314,3,2:00.0,,K. Humphries misses 2-pt jump shot from 20 ft,65,77
315,3,1:59.0,,Offensive rebound by P. Pierce,65,77
316,3,1:59.0,,Shooting foul by K. Bryant (drawn by P. Pierce),65,77
317,3,1:59.0,,P. Pierce makes free throw 1 of 2,65,78
318,3,1:59.0,,P. Pierce misses free throw 2 of 2,65,78
319,3,1:57.0,Defensive rebound by E. Davis,,65,78
320,3,1:46.0,E. Davis misses 2-pt layup from 2 ft,,65,78
321,3,1:45.0,Offensive rebound by R. Sacre,,65,78
322,3,1:42.0,R. Sacre misses 2-pt jump shot from 5 ft,,65,78
323,3,1:42.0,Offensive rebound by Team,,65,78
324,3,1:42.0,,R. Butler enters the game for P. Pierce,65,78
325,3,1:42.0,W. Ellington enters the game for K. Bryant,,65,78
326,3,1:38.0,N. Young makes 2-pt jump shot from 16 ft,,67,78
327,3,1:19.0,,B. Beal misses 2-pt jump shot from 19 ft (block by N. Young),67,78
328,3,1:18.0,Defensive rebound by W. Ellington,,67,78
329,3,1:07.0,R. Sacre misses 2-pt jump shot from 6 ft,,67,78
330,3,1:06.0,,Defensive rebound by K. Humphries,67,78
331,3,0:52.0,Violation by R. Price (kicked ball),,67,78
332,3,0:52.0,,D. Gooden enters the game for K. Humphries,67,78
333,3,0:52.0,,O. Porter enters the game for B. Beal,67,78
334,3,0:48.0,,O. Porter misses 2-pt jump shot from 16 ft,67,78
335,3,0:47.0,Defensive rebound by E. Davis,,67,78
336,3,0:35.0,R. Price makes 2-pt jump shot from 17 ft (assist by R. Sacre),,69,78
337,3,0:13.0,,J. Wall misses 2-pt jump shot from 21 ft,69,78
338,3,0:12.0,Defensive rebound by R. Sacre,,69,78
339,3,0:02.0,N. Young misses 3-pt jump shot from 25 ft,,69,78
340,3,0:00.0,,Defensive rebound by D. Gooden,69,78
341,4,11:37.0,,K. Séraphin misses 2-pt layup from 1 ft,69,78
342,4,11:36.0,Defensive rebound by N. Young,,69,78
343,4,11:23.0,W. Ellington misses 2-pt jump shot from 20 ft,,69,78
344,4,11:22.0,,Defensive rebound by Team,69,78
345,4,11:10.0,,Shooting foul by E. Davis (drawn by O. Porter),69,78
346,4,11:10.0,,O. Porter makes free throw 1 of 2,69,79
347,4,11:10.0,,O. Porter makes free throw 2 of 2,69,80
348,4,10:56.0,W. Ellington misses 3-pt jump shot from 25 ft,,69,80
349,4,10:55.0,,Defensive rebound by D. Gooden,69,80
350,4,10:38.0,,O. Porter misses 2-pt jump shot from 3 ft (block by E. Davis),69,80
351,4,10:35.0,Defensive rebound by R. Sacre,,69,80
352,4,10:31.0,N. Young makes 3-pt jump shot from 25 ft (assist by R. Price),,72,80
353,4,10:17.0,,R. Butler misses 2-pt layup from 2 ft (block by R. Sacre),72,80
354,4,10:14.0,Defensive rebound by N. Young,,72,80
355,4,10:10.0,N. Young makes 3-pt jump shot from 26 ft,,75,80
356,4,9:55.0,,Turnover by A. Miller (bad pass),75,80
357,4,9:45.0,Turnover by N. Young (lost ball; steal by R. Butler),,75,80
358,4,9:39.0,,A. Miller makes 2-pt layup from 1 ft (assist by R. Butler),75,82
359,4,9:25.0,R. Sacre makes 2-pt hook shot from 11 ft,,77,82
360,4,9:03.0,,Personal block foul by R. Sacre (drawn by R. Butler),77,82
361,4,8:56.0,,Personal foul by E. Davis (drawn by D. Gooden),77,82
362,4,8:56.0,Official timeout,,77,82
363,4,8:56.0,,B. Beal enters the game for O. Porter,77,82
364,4,8:44.0,,B. Beal makes 2-pt layup from 1 ft,77,84
365,4,8:31.0,N. Young misses 2-pt jump shot from 18 ft,,77,84
366,4,8:30.0,,Defensive rebound by R. Butler,77,84
367,4,8:15.0,,Personal foul by E. Davis (drawn by B. Beal),77,84
368,4,8:08.0,,Turnover by B. Beal (bad pass; steal by R. Price),77,84
369,4,7:58.0,W. Ellington misses 2-pt jump shot from 19 ft,,77,84
370,4,7:57.0,,Defensive rebound by D. Gooden,77,84
371,4,7:46.0,,Turnover by A. Miller (bad pass; steal by N. Young),77,84
372,4,7:40.0,N. Young makes 2-pt layup from 2 ft,,79,84
373,4,7:20.0,,R. Butler makes 2-pt jump shot from 17 ft (assist by A. Miller),79,86
374,4,7:02.0,R. Price makes 3-pt jump shot from 26 ft (assist by R. Sacre),,82,86
375,4,6:41.0,,K. Séraphin makes 2-pt jump shot from 18 ft (assist by A. Miller),82,88
376,4,6:22.0,R. Sacre makes 2-pt hook shot from 6 ft,,84,88
377,4,6:04.0,,A. Miller makes 2-pt layup from 1 ft (assist by B. Beal),84,90
378,4,5:57.0,Shooting foul by B. Beal (drawn by N. Young),,84,90
379,4,5:57.0,,Washington full timeout,84,90
380,4,5:57.0,,J. Wall enters the game for D. Gooden,84,90
381,4,5:57.0,,M. Gortat enters the game for K. Séraphin,84,90
382,4,5:57.0,,K. Humphries enters the game for A. Miller,84,90
383,4,5:57.0,K. Bryant enters the game for E. Davis,,84,90
384,4,5:57.0,C. Boozer enters the game for W. Ellington,,84,90
385,4,5:57.0,N. Young makes free throw 1 of 2,,85,90
386,4,5:57.0,N. Young makes free throw 2 of 2,,86,90
387,4,5:34.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by K. Humphries),86,93
388,4,5:14.0,R. Sacre misses 2-pt jump shot from 18 ft,,86,93
389,4,5:13.0,Offensive rebound by C. Boozer,,86,93
390,4,5:11.0,Turnover by C. Boozer (lost ball; steal by K. Humphries),,86,93
