,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
93,1,2:03.0,K. Bryant misses 2-pt jump shot from 3 ft,,4,26
94,1,2:02.0,Offensive rebound by Team,,4,26
95,1,1:54.0,Shooting foul by L. Allen (drawn by N. Young),,4,26
96,1,1:54.0,N. Young makes free throw 1 of 2,,5,26
97,1,1:54.0,N. Young makes free throw 2 of 2,,6,26
98,1,1:46.0,,C. Miles misses 3-pt jump shot from 26 ft,6,26
99,1,1:45.0,Defensive rebound by N. Young,,6,26
100,1,1:31.0,Shooting foul by D. West (drawn by C. Boozer),,6,26
101,1,1:31.0,C. Boozer misses free throw 1 of 2,,6,26
102,1,1:31.0,Offensive rebound by Team,,6,26
103,1,1:31.0,,L. Scola enters the game for D. West,6,26
104,1,1:31.0,,D. Sloan enters the game for C. Watson,6,26
105,1,1:31.0,C. Boozer makes free throw 2 of 2,,7,26
106,1,1:16.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by S. Hill),7,29
107,1,1:03.0,N. Young makes 3-pt jump shot from 25 ft (assist by C. Boozer),,10,29
108,1,0:44.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by D. Sloan),10,32
109,1,0:34.0,Personal foul by L. Scola (drawn by C. Boozer),,10,32
110,1,0:34.0,C. Boozer makes free throw 1 of 2,,11,32
111,1,0:34.0,W. Ellington enters the game for K. Bryant,,11,32
112,1,0:34.0,C. Boozer misses free throw 2 of 2,,11,32
113,1,0:34.0,,Defensive rebound by L. Allen,11,32
114,1,0:25.0,,C. Miles misses 2-pt jump shot from 17 ft,11,32
115,1,0:24.0,Defensive rebound by Team,,11,32
116,1,0:24.0,,Loose ball foul by L. Scola (drawn by C. Boozer),11,32
117,1,0:24.0,C. Boozer makes free throw 1 of 2,,12,32
118,1,0:24.0,C. Boozer makes free throw 2 of 2,,13,32
119,1,0:03.0,,Personal foul by J. Lin (drawn by L. Scola),13,32
120,1,0:03.0,,L. Scola makes free throw 1 of 2,13,33
121,1,0:03.0,,L. Scola makes free throw 2 of 2,13,34
122,1,0:01.0,Personal block foul by D. Sloan (drawn by J. Lin),,13,34
123,1,0:01.0,J. Lin makes free throw 1 of 2,,14,34
124,1,0:01.0,J. Lin makes free throw 2 of 2,,15,34
125,2,11:43.0,,Shooting foul by R. Sacre (drawn by C. Miles),15,34
126,2,11:43.0,,C. Miles misses free throw 1 of 2,15,34
127,2,11:43.0,,Offensive rebound by Team,15,34
128,2,11:43.0,,C. Miles makes free throw 2 of 2,15,35
129,2,11:24.0,N. Young misses 3-pt jump shot from 25 ft,,15,35
130,2,11:23.0,,Defensive rebound by D. Sloan,15,35
131,2,11:13.0,,R. Stuckey misses 2-pt layup from 1 ft,15,35
132,2,11:12.0,,Offensive rebound by R. Stuckey,15,35
133,2,11:12.0,,R. Stuckey misses 2-pt tip-in from 1 ft,15,35
134,2,11:10.0,Defensive rebound by W. Ellington,,15,35
135,2,10:55.0,J. Lin misses 2-pt layup from 3 ft,,15,35
136,2,10:54.0,,Defensive rebound by L. Scola,15,35
137,2,10:44.0,,L. Scola misses 2-pt jump shot from 17 ft,15,35
138,2,10:42.0,Defensive rebound by C. Boozer,,15,35
139,2,10:26.0,,Offensive charge foul by N. Young (drawn by C. Miles),15,35
140,2,10:26.0,Turnover by N. Young (offensive foul),,15,35
141,2,10:13.0,,Offensive foul by C. Miles (drawn by W. Ellington),15,35
142,2,10:13.0,,Turnover by C. Miles (offensive foul),15,35
143,2,10:02.0,J. Lin misses 2-pt jump shot from 21 ft,,15,35
144,2,10:00.0,,Defensive rebound by Team,15,35
145,2,9:50.0,,C. Miles misses 2-pt jump shot from 14 ft,15,35
146,2,9:48.0,Defensive rebound by C. Boozer,,15,35
147,2,9:39.0,C. Boozer misses 2-pt jump shot from 17 ft,,15,35
148,2,9:38.0,,Defensive rebound by L. Scola,15,35
149,2,9:26.0,,Turnover by D. Sloan (bad pass; steal by R. Sacre),15,35
150,2,9:21.0,N. Young makes 2-pt layup at rim (assist by W. Ellington),,17,35
151,2,9:04.0,,L. Scola misses 2-pt jump shot from 18 ft,17,35
152,2,9:02.0,Defensive rebound by N. Young,,17,35
153,2,8:54.0,N. Young misses 3-pt jump shot from 24 ft,,17,35
154,2,8:53.0,,Defensive rebound by D. Sloan,17,35
155,2,8:42.0,,C. Miles makes 2-pt jump shot from 18 ft,17,37
156,2,8:28.0,W. Ellington misses 2-pt jump shot from 18 ft,,17,37
157,2,8:27.0,,Defensive rebound by L. Scola,17,37
158,2,8:17.0,,R. Stuckey makes 2-pt jump shot from 14 ft,17,39
159,2,8:00.0,Turnover by J. Lin (lost ball; steal by D. Sloan),,17,39
160,2,7:55.0,,D. Sloan makes 2-pt dunk from 1 ft (assist by R. Stuckey),17,41
161,2,7:45.0,LA Lakers full timeout,,17,41
162,2,7:45.0,E. Davis enters the game for W. Ellington,,17,41
163,2,7:45.0,W. Ellington enters the game for C. Boozer,,17,41
164,2,7:35.0,N. Young misses 2-pt layup from 4 ft,,17,41
165,2,7:34.0,,Defensive rebound by L. Allen,17,41
166,2,7:15.0,,C. Miles misses 2-pt layup from 2 ft (block by N. Young),17,41
167,2,7:15.0,,Offensive rebound by Team,17,41
168,2,7:12.0,,C. Miles makes 2-pt jump shot from 14 ft,17,43
169,2,6:52.0,J. Lin misses 2-pt jump shot from 17 ft,,17,43
170,2,6:51.0,,Defensive rebound by Team,17,43
171,2,6:51.0,K. Bryant enters the game for N. Young,,17,43
172,2,6:51.0,J. Clarkson enters the game for J. Lin,,17,43
173,2,6:34.0,,L. Scola makes 3-pt jump shot from 23 ft (assist by R. Stuckey),17,46
174,2,6:13.0,E. Davis misses 2-pt jump shot from 4 ft,,17,46
175,2,6:12.0,,Defensive rebound by L. Allen,17,46
176,2,6:02.0,,D. Sloan misses 2-pt layup at rim,17,46
177,2,6:01.0,,Offensive rebound by R. Stuckey,17,46
178,2,6:01.0,,R. Stuckey misses 2-pt layup from 1 ft,17,46
179,2,5:58.0,,Offensive rebound by R. Stuckey,17,46
180,2,5:58.0,,Indiana full timeout,17,46
181,2,5:58.0,J. Hill enters the game for R. Sacre,,17,46
182,2,5:46.0,,L. Scola misses 2-pt layup at rim,17,46
183,2,5:45.0,Defensive rebound by K. Bryant,,17,46
184,2,5:38.0,K. Bryant misses 3-pt jump shot from 25 ft,,17,46
185,2,5:37.0,,Defensive rebound by D. Sloan,17,46
186,2,5:33.0,,Shooting foul by W. Ellington (drawn by L. Scola),17,46
187,2,5:33.0,,L. Scola makes free throw 1 of 2,17,47
188,2,5:33.0,,L. Scola makes free throw 2 of 2,17,48
189,2,5:12.0,K. Bryant misses 2-pt jump shot from 19 ft,,17,48
190,2,5:11.0,,Defensive rebound by D. Sloan,17,48
191,2,5:00.0,,L. Scola misses 2-pt jump shot from 16 ft,17,48
192,2,4:59.0,Defensive rebound by K. Bryant,,17,48
193,2,4:53.0,K. Bryant misses 2-pt jump shot from 5 ft (block by L. Allen),,17,48
194,2,4:53.0,Offensive rebound by Team,,17,48
195,2,4:53.0,,R. Hibbert enters the game for L. Allen,17,48
196,2,4:53.0,W. Johnson enters the game for W. Ellington,,17,48
197,2,4:53.0,,S. Hill enters the game for C. Miles,17,48
198,2,4:51.0,K. Bryant makes 2-pt jump shot from 17 ft (assist by W. Johnson),,19,48
199,2,4:32.0,,Shooting foul by W. Johnson (drawn by R. Stuckey),19,48
200,2,4:32.0,,R. Stuckey makes free throw 1 of 2,19,49
201,2,4:32.0,,R. Stuckey misses free throw 2 of 2,19,49
202,2,4:32.0,Defensive rebound by W. Johnson,,19,49
203,2,4:07.0,J. Hill misses 2-pt layup from 1 ft,,19,49
204,2,4:06.0,,Defensive rebound by R. Stuckey,19,49
205,2,4:00.0,,L. Scola makes 2-pt layup from 1 ft (assist by R. Stuckey),19,51
206,2,3:47.0,J. Clarkson misses 2-pt jump shot from 16 ft,,19,51
207,2,3:45.0,,Defensive rebound by S. Hill,19,51
208,2,3:34.0,,Personal foul by K. Bryant (drawn by R. Stuckey),19,51
209,2,3:34.0,,C. Watson enters the game for D. Sloan,19,51
210,2,3:34.0,,D. West enters the game for L. Scola,19,51
211,2,3:23.0,,R. Hibbert makes 2-pt jump shot from 17 ft (assist by C. Watson),19,53
212,2,2:59.0,Turnover by W. Johnson (lost ball),,19,53
213,2,2:59.0,Official timeout,,19,53
214,2,2:59.0,,C. Miles enters the game for R. Stuckey,19,53
215,2,2:38.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by D. West),19,56
216,2,2:13.0,K. Bryant misses 2-pt jump shot from 17 ft,,19,56
217,2,2:12.0,Offensive rebound by J. Hill,,19,56
218,2,2:10.0,J. Hill misses 2-pt jump shot from 3 ft,,19,56
219,2,2:09.0,Offensive rebound by E. Davis,,19,56
220,2,2:09.0,E. Davis misses 2-pt layup from 1 ft,,19,56
221,2,2:08.0,,Defensive rebound by D. West,19,56
222,2,2:01.0,,C. Watson makes 2-pt jump shot from 21 ft (assist by S. Hill),19,58
223,2,1:43.0,E. Davis misses 2-pt dunk from 2 ft,,19,58
224,2,1:42.0,,Defensive rebound by Team,19,58
225,2,1:27.0,,R. Hibbert misses 2-pt hook shot from 10 ft,19,58
226,2,1:26.0,Defensive rebound by K. Bryant,,19,58
227,2,1:18.0,Shooting foul by R. Hibbert (drawn by W. Johnson),,19,58
228,2,1:18.0,W. Johnson makes free throw 1 of 2,,20,58
229,2,1:18.0,W. Johnson makes free throw 2 of 2,,21,58
230,2,1:01.0,,D. West makes 2-pt jump shot from 16 ft (assist by C. Watson),21,60
231,2,0:38.0,J. Clarkson misses 2-pt jump shot from 3 ft,,21,60
232,2,0:37.0,Offensive rebound by Team,,21,60
233,2,0:30.0,K. Bryant makes 3-pt jump shot from 22 ft,,24,60
234,2,0:14.0,,R. Hibbert misses 2-pt hook shot from 5 ft,24,60
235,2,0:12.0,Defensive rebound by J. Hill,,24,60
236,2,0:00.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by K. Bryant),,27,60
237,3,11:41.0,,R. Stuckey makes 2-pt jump shot from 13 ft,27,62
238,3,11:28.0,K. Bryant misses 2-pt jump shot from 22 ft,,27,62
239,3,11:27.0,,Defensive rebound by R. Hibbert,27,62
240,3,11:20.0,,R. Stuckey misses 2-pt jump shot from 12 ft,27,62
241,3,11:18.0,Defensive rebound by E. Davis,,27,62
242,3,11:11.0,Turnover by K. Bryant (bad pass; steal by C. Watson),,27,62
243,3,11:06.0,,Turnover by C. Watson (bad pass),27,62
244,3,10:52.0,W. Johnson makes 3-pt jump shot from 26 ft,,30,62
245,3,10:30.0,,Turnover by R. Hibbert (bad pass; steal by J. Hill),30,62
246,3,10:21.0,Shooting foul by R. Hibbert (drawn by J. Hill),,30,62
247,3,10:21.0,J. Hill makes free throw 1 of 2,,31,62
248,3,10:21.0,J. Hill makes free throw 2 of 2,,32,62
249,3,10:04.0,,Turnover by S. Hill (lost ball; steal by E. Davis),32,62
250,3,9:56.0,W. Johnson misses 2-pt jump shot from 20 ft,,32,62
251,3,9:55.0,Offensive rebound by E. Davis,,32,62
252,3,9:50.0,K. Bryant makes 3-pt jump shot from 26 ft (assist by R. Price),,35,62
253,3,9:35.0,,R. Stuckey misses 2-pt layup from 1 ft (block by J. Hill),35,62
254,3,9:33.0,Defensive rebound by J. Hill,,35,62
255,3,9:28.0,K. Bryant misses 3-pt jump shot from 25 ft,,35,62
256,3,9:27.0,,Defensive rebound by D. West,35,62
257,3,9:17.0,,Shooting foul by E. Davis (drawn by C. Watson),35,62
258,3,9:17.0,,C. Watson makes free throw 1 of 2,35,63
259,3,9:17.0,,C. Watson makes free throw 2 of 2,35,64
260,3,9:10.0,K. Bryant misses 2-pt jump shot from 3 ft (block by S. Hill),,35,64
261,3,9:10.0,Offensive rebound by Team,,35,64
262,3,9:01.0,K. Bryant makes 2-pt layup from 1 ft,,37,64
263,3,8:55.0,,Personal foul by K. Bryant (drawn by C. Watson),37,64
264,3,8:55.0,Technical foul by K. Bryant,,37,64
265,3,8:55.0,,C. Watson makes technical free throw,37,65
266,3,8:41.0,,R. Hibbert makes 2-pt hook shot from 8 ft,37,67
267,3,8:21.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by K. Bryant),,40,67
268,3,8:07.0,,S. Hill makes 2-pt jump shot from 17 ft,40,69
269,3,7:52.0,E. Davis misses 2-pt jump shot from 10 ft,,40,69
270,3,7:51.0,Offensive rebound by J. Hill,,40,69
271,3,7:51.0,J. Hill makes 2-pt tip-in from 1 ft,,42,69
272,3,7:37.0,,Turnover by C. Watson (lost ball),42,69
273,3,7:28.0,Shooting foul by S. Hill (drawn by K. Bryant),,42,69
274,3,7:28.0,K. Bryant makes free throw 1 of 2,,43,69
275,3,7:28.0,K. Bryant makes free throw 2 of 2,,44,69
276,3,7:15.0,,Personal foul by R. Price (drawn by C. Watson),44,69
277,3,7:05.0,,C. Watson makes 2-pt jump shot from 17 ft,44,71
278,3,6:45.0,W. Johnson misses 3-pt jump shot from 24 ft,,44,71
279,3,6:44.0,Offensive rebound by E. Davis,,44,71
280,3,6:38.0,,Violation by R. Hibbert (def goaltending),44,71
281,3,6:38.0,J. Hill makes 2-pt layup from 2 ft,,46,71
282,3,6:38.0,,Indiana full timeout,46,71
283,3,6:26.0,,Turnover by C. Watson (bad pass; steal by W. Johnson),46,71
284,3,6:22.0,W. Johnson makes 2-pt layup from 2 ft,,48,71
285,3,6:05.0,,R. Hibbert misses 2-pt hook shot from 5 ft,48,71
286,3,6:04.0,Defensive rebound by K. Bryant,,48,71
287,3,5:52.0,R. Price misses 2-pt jump shot from 19 ft,,48,71
288,3,5:52.0,,Defensive rebound by R. Hibbert,48,71
289,3,5:52.0,Loose ball foul by E. Davis (drawn by R. Hibbert),,48,71
290,3,5:34.0,,D. West makes 2-pt jump shot from 18 ft (assist by R. Stuckey),48,73
291,3,5:20.0,K. Bryant misses 3-pt jump shot from 25 ft,,48,73
292,3,5:19.0,,Defensive rebound by R. Stuckey,48,73
293,3,5:08.0,,Personal block foul by K. Bryant (drawn by S. Hill),48,73
294,3,5:08.0,,S. Hill makes free throw 1 of 2,48,74
295,3,5:08.0,,S. Hill makes free throw 2 of 2,48,75
296,3,4:56.0,K. Bryant misses 2-pt layup from 3 ft,,48,75
297,3,4:55.0,,Defensive rebound by R. Hibbert,48,75
298,3,4:46.0,,Turnover by S. Hill (bad pass; steal by K. Bryant),48,75
299,3,4:42.0,K. Bryant makes 2-pt layup from 1 ft,,50,75
300,3,4:42.0,Shooting foul by D. West (drawn by K. Bryant),,50,75
301,3,4:42.0,K. Bryant makes free throw 1 of 1,,51,75
302,3,4:33.0,,Turnover by C. Watson (bad pass; steal by K. Bryant),51,75
303,3,4:29.0,K. Bryant makes 2-pt layup from 1 ft,,53,75
304,3,4:28.0,,Indiana full timeout,53,75
305,3,4:04.0,,D. West misses 2-pt jump shot from 21 ft (block by E. Davis),53,75
306,3,4:03.0,,Offensive rebound by D. West,53,75
307,3,4:02.0,,D. West misses 2-pt jump shot from 15 ft,53,75
308,3,4:02.0,,Offensive rebound by Team,53,75
309,3,4:02.0,,Turnover by Team (shot clock),53,75
310,3,3:55.0,K. Bryant misses 3-pt jump shot from 25 ft,,53,75
311,3,3:54.0,,Defensive rebound by R. Hibbert,53,75
312,3,3:43.0,,Turnover by R. Hibbert (bad pass; steal by J. Hill),53,75
313,3,3:37.0,R. Price makes 3-pt jump shot from 27 ft (assist by K. Bryant),,56,75
314,3,3:19.0,,Personal foul by W. Johnson (drawn by R. Stuckey),56,75
315,3,3:19.0,,R. Stuckey makes free throw 1 of 2,56,76
316,3,3:19.0,,D. Sloan enters the game for C. Watson,56,76
317,3,3:19.0,,L. Allen enters the game for R. Hibbert,56,76
318,3,3:19.0,,R. Stuckey makes free throw 2 of 2,56,77
319,3,3:07.0,J. Hill misses 2-pt jump shot from 19 ft,,56,77
320,3,3:06.0,,Defensive rebound by S. Hill,56,77
321,3,2:53.0,,D. West misses 2-pt jump shot from 3 ft,56,77
322,3,2:52.0,,Offensive rebound by L. Allen,56,77
323,3,2:52.0,,L. Allen makes 2-pt tip-in from 1 ft,56,79
324,3,2:26.0,E. Davis misses 2-pt jump shot from 6 ft,,56,79
325,3,2:25.0,Offensive rebound by W. Johnson,,56,79
326,3,2:21.0,R. Price misses 3-pt jump shot from 26 ft,,56,79
327,3,2:20.0,,Defensive rebound by R. Stuckey,56,79
328,3,2:01.0,,D. Sloan misses 3-pt jump shot from 25 ft,56,79
329,3,1:59.0,,Offensive rebound by D. West,56,79
330,3,1:45.0,,R. Stuckey makes 2-pt jump shot from 6 ft (assist by D. West),56,81
331,3,1:35.0,K. Bryant makes 2-pt dunk from 3 ft,,58,81
332,3,1:17.0,,Personal foul by R. Price (drawn by R. Stuckey),58,81
333,3,1:17.0,LA Lakers full timeout,,58,81
334,3,1:17.0,C. Boozer enters the game for E. Davis,,58,81
335,3,1:17.0,,C. Miles enters the game for S. Hill,58,81
336,3,1:17.0,,R. Stuckey makes free throw 1 of 2,58,82
337,3,1:17.0,,R. Stuckey makes free throw 2 of 2,58,83
338,3,1:00.0,Turnover by K. Bryant (lost ball; steal by C. Miles),,58,83
339,3,0:57.0,,R. Stuckey makes 2-pt layup from 1 ft,58,85
340,3,0:48.0,K. Bryant misses 3-pt jump shot from 26 ft,,58,85
341,3,0:47.0,,Defensive rebound by Team,58,85
342,3,0:47.0,Loose ball foul by J. Hill (drawn by D. West),,58,85
343,3,0:47.0,,D. West makes free throw 1 of 2,58,86
344,3,0:47.0,,S. Hill enters the game for R. Stuckey,58,86
345,3,0:47.0,,D. West makes free throw 2 of 2,58,87
346,3,0:40.0,K. Bryant misses 2-pt jump shot from 19 ft,,58,87
347,3,0:39.0,,Defensive rebound by L. Allen,58,87
348,3,0:25.0,,L. Allen makes 2-pt layup from 2 ft (assist by D. Sloan),58,89
349,3,0:12.0,C. Boozer misses 2-pt jump shot from 17 ft,,58,89
350,3,0:11.0,,Defensive rebound by S. Hill,58,89
351,4,11:51.0,W. Ellington makes 2-pt jump shot from 20 ft,,60,89
352,4,11:28.0,,D. Rudež misses 3-pt jump shot from 23 ft,60,89
353,4,11:27.0,,Offensive rebound by D. Sloan,60,89
354,4,11:23.0,,Turnover by C. Miles (bad pass; steal by C. Boozer),60,89
355,4,11:19.0,N. Young makes 2-pt layup from 2 ft (assist by C. Boozer),,62,89
356,4,10:57.0,,L. Allen makes 2-pt layup from 3 ft (assist by L. Scola),62,91
357,4,10:40.0,R. Sacre misses 2-pt jump shot from 13 ft,,62,91
358,4,10:39.0,,Defensive rebound by L. Allen,62,91
359,4,10:32.0,,D. Sloan makes 2-pt layup from 2 ft,62,93
360,4,10:09.0,W. Ellington makes 2-pt jump shot from 5 ft,,64,93
361,4,9:53.0,,D. Sloan makes 3-pt jump shot from 26 ft (assist by L. Scola),64,96
362,4,9:33.0,W. Ellington misses 3-pt jump shot from 24 ft,,64,96
363,4,9:32.0,,Defensive rebound by D. Rudež,64,96
364,4,9:16.0,,D. Rudež misses 3-pt jump shot from 25 ft,64,96
365,4,9:15.0,Defensive rebound by N. Young,,64,96
366,4,9:10.0,N. Young makes 2-pt layup from 2 ft,,66,96
367,4,8:56.0,,Turnover by D. Sloan (bad pass; steal by N. Young),66,96
368,4,8:50.0,N. Young makes 3-pt jump shot from 27 ft,,69,96
369,4,8:36.0,,Personal foul by N. Young (drawn by C. Miles),69,96
370,4,8:36.0,Official timeout,,69,96
371,4,8:22.0,,C. Miles misses 3-pt jump shot from 25 ft,69,96
372,4,8:20.0,Defensive rebound by C. Boozer,,69,96
373,4,8:14.0,N. Young misses 2-pt layup from 3 ft,,69,96
374,4,8:13.0,,Defensive rebound by L. Allen,69,96
375,4,8:06.0,,C. Miles misses 3-pt jump shot from 24 ft,69,96
376,4,8:06.0,Defensive rebound by R. Sacre,,69,96
377,4,7:49.0,Personal foul by D. Rudež (drawn by W. Ellington),,69,96
378,4,7:41.0,C. Boozer makes 2-pt jump shot from 16 ft (assist by J. Lin),,71,96
379,4,7:20.0,,D. Sloan misses 2-pt jump shot from 17 ft,71,96
380,4,7:19.0,Defensive rebound by W. Ellington,,71,96
381,4,7:07.0,Shooting foul by C. Miles (drawn by N. Young),,71,96
382,4,7:07.0,N. Young makes free throw 1 of 2,,72,96
383,4,7:07.0,N. Young makes free throw 2 of 2,,73,96
384,4,6:47.0,,C. Miles misses 3-pt jump shot from 22 ft,73,96
385,4,6:46.0,Defensive rebound by R. Sacre,,73,96
386,4,6:46.0,,Loose ball foul by L. Scola (drawn by R. Sacre),73,96
387,4,6:30.0,J. Lin misses 2-pt layup from 3 ft,,73,96
388,4,6:29.0,,Defensive rebound by D. Sloan,73,96
389,4,6:08.0,,C. Miles misses 3-pt jump shot from 25 ft,73,96
390,4,6:05.0,,Offensive rebound by L. Allen,73,96
391,4,5:51.0,,D. Sloan misses 2-pt layup from 1 ft,73,96
392,4,5:51.0,Defensive rebound by Team,,73,96
393,4,5:51.0,,Loose ball foul by L. Allen (drawn by J. Lin),73,96
394,4,5:51.0,,Indiana full timeout,73,96
