,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHILADELPHIA_ACTION,SACRAMENTO_SCORE,PHILADELPHIA_SCORE
386,4,8:37.0,Offensive charge foul by T. Robinson (drawn by D. Cousins),,84,96
387,4,8:37.0,,Turnover by T. Robinson (offensive foul),84,96
388,4,8:30.0,Personal foul by H. Sims (drawn by R. McCallum),,84,96
389,4,8:21.0,Shooting foul by H. Sims (drawn by D. Cousins),,84,96
390,4,8:21.0,D. Cousins misses free throw 1 of 2,,84,96
391,4,8:21.0,Offensive rebound by Team,,84,96
392,4,8:21.0,D. Cousins makes free throw 2 of 2,,85,96
393,4,8:09.0,,I. Smith makes 2-pt jump shot from 3 ft,85,98
394,4,7:55.0,R. Gay makes 2-pt jump shot from 6 ft,,87,98
395,4,7:39.0,,Turnover by I. Smith (lost ball; steal by J. Thompson),87,98
396,4,7:33.0,R. Gay makes 2-pt layup from 1 ft (assist by R. McCallum),,89,98
397,4,7:17.0,,H. Sims makes 2-pt jump shot from 15 ft (assist by H. Thompson),89,100
398,4,7:04.0,Turnover by R. McCallum (bad pass; steal by H. Sims),,89,100
399,4,6:55.0,,Turnover by I. Smith (bad pass),89,100
400,4,6:55.0,D. Williams enters the game for J. Thompson,,89,100
401,4,6:55.0,A. Miller enters the game for B. McLemore,,89,100
402,4,6:41.0,R. Gay misses 3-pt jump shot from 25 ft,,89,100
403,4,6:40.0,,Defensive rebound by J. Grant,89,100
404,4,6:33.0,,J. Grant makes 2-pt dunk at rim (assist by I. Smith),89,102
405,4,6:32.0,Sacramento full timeout,,89,102
406,4,6:19.0,D. Williams misses 3-pt jump shot from 24 ft,,89,102
407,4,6:18.0,Offensive rebound by D. Cousins,,89,102
408,4,6:17.0,Shooting foul by H. Sims (drawn by D. Cousins),,89,102
409,4,6:17.0,D. Cousins makes free throw 1 of 2,,90,102
410,4,6:17.0,D. Cousins makes free throw 2 of 2,,91,102
411,4,5:57.0,,T. Robinson misses 2-pt hook shot from 4 ft,91,102
412,4,5:53.0,,Offensive rebound by T. Robinson,91,102
413,4,5:33.0,,H. Sims misses 2-pt jump shot from 17 ft,91,102
414,4,5:31.0,Defensive rebound by A. Miller,,91,102
415,4,5:21.0,R. McCallum misses 3-pt jump shot from 23 ft,,91,102
416,4,5:16.0,Offensive rebound by D. Williams,,91,102
417,4,5:12.0,R. McCallum makes 2-pt layup from 1 ft (assist by R. Gay),,93,102
418,4,4:58.0,,Personal foul by R. McCallum (drawn by H. Sims),93,102
419,4,4:50.0,,Turnover by H. Thompson (bad pass; steal by A. Miller),93,102
420,4,4:45.0,R. McCallum makes 2-pt layup from 1 ft,,95,102
421,4,4:44.0,,Philadelphia full timeout,95,102
422,4,4:44.0,,L. Mbah a Moute enters the game for T. Robinson,95,102
423,4,4:22.0,,I. Smith misses 3-pt jump shot from 25 ft,95,102
424,4,4:20.0,Defensive rebound by A. Miller,,95,102
425,4,4:15.0,A. Miller misses 2-pt jump shot from 4 ft (block by J. Grant),,95,102
426,4,4:12.0,,Defensive rebound by I. Smith,95,102
427,4,4:08.0,,I. Smith misses 2-pt layup from 1 ft,95,102
428,4,4:06.0,,Offensive rebound by H. Sims,95,102
429,4,4:06.0,,H. Sims makes 2-pt dunk at rim,95,104
430,4,3:48.0,R. Gay misses 2-pt jump shot from 14 ft,,95,104
431,4,3:46.0,,Defensive rebound by L. Mbah a Moute,95,104
432,4,3:23.0,,Turnover by Team (shot clock),95,104
433,4,3:23.0,,I. Canaan enters the game for H. Thompson,95,104
434,4,3:23.0,,N. Noel enters the game for I. Smith,95,104
435,4,3:23.0,,R. Covington enters the game for H. Sims,95,104
436,4,3:16.0,Shooting foul by N. Noel (drawn by D. Cousins),,95,104
437,4,3:16.0,D. Cousins makes free throw 1 of 2,,96,104
438,4,3:16.0,D. Cousins makes free throw 2 of 2,,97,104
439,4,2:56.0,,J. Grant makes 2-pt jump shot from 15 ft (assist by N. Noel),97,106
440,4,2:33.0,D. Cousins makes 2-pt layup from 2 ft,,99,106
441,4,2:08.0,,N. Noel misses 2-pt jump shot from 17 ft,99,106
442,4,2:07.0,Defensive rebound by A. Miller,,99,106
443,4,2:00.0,R. Gay misses 3-pt jump shot from 26 ft,,99,106
444,4,1:58.0,Offensive rebound by A. Miller,,99,106
445,4,1:52.0,D. Williams misses 3-pt jump shot from 24 ft,,99,106
446,4,1:51.0,Offensive rebound by Team,,99,106
447,4,1:51.0,,Loose ball foul by I. Canaan (drawn by A. Miller),99,106
448,4,1:51.0,A. Miller makes free throw 1 of 2,,100,106
449,4,1:51.0,A. Miller makes free throw 2 of 2,,101,106
450,4,1:36.0,,R. Covington misses 3-pt jump shot from 24 ft,101,106
451,4,1:35.0,Defensive rebound by D. Cousins,,101,106
452,4,1:27.0,R. Gay misses 2-pt layup from 1 ft,,101,106
453,4,1:23.0,Offensive rebound by R. McCallum,,101,106
454,4,1:23.0,R. McCallum misses 2-pt tip-in at rim,,101,106
455,4,1:22.0,,Defensive rebound by R. Covington,101,106
456,4,1:17.0,,Turnover by I. Canaan (bad pass; steal by D. Cousins),101,106
457,4,1:15.0,,Violation by J. Grant (def goaltending),101,106
458,4,1:15.0,D. Cousins makes 2-pt layup at rim,,103,106
459,4,1:00.0,,Turnover by N. Noel (lost ball; steal by D. Cousins),103,106
460,4,0:56.0,A. Miller misses 2-pt layup from 1 ft (block by R. Covington),,103,106
461,4,0:55.0,,Defensive rebound by Team,103,106
462,4,0:55.0,O. Casspi enters the game for A. Miller,,103,106
463,4,0:55.0,,I. Smith enters the game for I. Canaan,103,106
464,4,0:42.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),103,108
465,4,0:40.0,Sacramento full timeout,,103,108
466,4,0:40.0,A. Miller enters the game for O. Casspi,,103,108
467,4,0:37.0,R. Gay misses 2-pt jump shot from 5 ft,,103,108
468,4,0:36.0,Offensive rebound by D. Cousins,,103,108
469,4,0:36.0,D. Cousins misses 2-pt tip-in at rim,,103,108
470,4,0:36.0,Offensive rebound by D. Cousins,,103,108
471,4,0:36.0,D. Cousins misses 2-pt tip-in at rim,,103,108
472,4,0:33.0,,Defensive rebound by L. Mbah a Moute,103,108
473,4,0:28.0,Loose ball foul by A. Miller (drawn by I. Smith),,103,108
474,4,0:28.0,,I. Smith makes free throw 1 of 2,103,109
475,4,0:28.0,,I. Smith makes free throw 2 of 2,103,110
476,4,0:28.0,Sacramento full timeout,,103,110
477,4,0:28.0,O. Casspi enters the game for A. Miller,,103,110
478,4,0:28.0,,J. Sampson enters the game for I. Smith,103,110
479,4,0:26.0,D. Cousins misses 2-pt layup from 1 ft,,103,110
480,4,0:25.0,Offensive rebound by D. Cousins,,103,110
481,4,0:25.0,D. Cousins misses 2-pt tip-in from 1 ft,,103,110
482,4,0:23.0,Offensive rebound by R. Gay,,103,110
483,4,0:23.0,,I. Smith enters the game for J. Sampson,103,110
484,4,0:22.0,Personal foul by J. Grant (drawn by R. Gay),,103,110
485,4,0:22.0,,J. Sampson enters the game for I. Smith,103,110
486,4,0:22.0,R. Gay makes free throw 1 of 2,,104,110
487,4,0:22.0,,I. Smith enters the game for J. Sampson,104,110
488,4,0:22.0,R. Gay makes free throw 2 of 2,,105,110
489,4,0:20.0,,I. Smith enters the game for J. Sampson,105,110
490,4,0:20.0,,R. Covington makes free throw 1 of 2,105,111
491,4,0:19.0,,R. Covington makes free throw 2 of 2,105,112
492,4,0:17.0,,Personal foul by R. McCallum (drawn by R. Covington),105,112
493,4,0:08.0,,Loose ball foul by J. Sampson (drawn by D. Cousins),105,112
494,4,0:08.0,D. Cousins makes free throw 1 of 2,,106,112
495,4,0:08.0,D. Cousins makes free throw 2 of 2,,107,112
496,4,0:08.0,D. Williams misses 3-pt jump shot from 24 ft,,107,112
497,4,0:07.0,Offensive rebound by Team,,107,112
498,4,0:06.0,,Personal foul by O. Casspi (drawn by J. Grant),107,112
499,4,0:06.0,,J. Sampson enters the game for I. Smith,107,112
500,4,0:06.0,,J. Grant misses free throw 1 of 2,107,112
501,4,0:06.0,,Offensive rebound by Team,107,112
502,4,0:06.0,,J. Grant misses free throw 2 of 2,107,112
503,4,0:03.0,,Offensive rebound by N. Noel,107,112
504,4,0:04.0,,Personal foul by D. Cousins (drawn by N. Noel),107,112
505,4,0:04.0,,N. Noel makes free throw 1 of 2,107,113
506,4,0:04.0,,N. Noel makes free throw 2 of 2,107,114
507,4,0:00.0,R. Gay misses 3-pt jump shot from 37 ft,,107,114
508,4,0:00.0,Offensive rebound by Team,,107,114
