,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DENVER_ACTION,CLEVELAND_SCORE,DENVER_SCORE
396,4,5:03.0,,Shooting foul by K. Love (drawn by W. Chandler),98,88
397,4,5:03.0,,W. Chandler makes free throw 1 of 2,98,89
398,4,5:03.0,,W. Chandler makes free throw 2 of 2,98,90
399,4,4:43.0,L. James misses 3-pt jump shot from 25 ft,,98,90
400,4,4:41.0,,Defensive rebound by A. Gee,98,90
401,4,4:30.0,,W. Chandler makes 2-pt jump shot from 4 ft,98,92
402,4,4:09.0,Turnover by K. Love (lost ball),,98,92
403,4,3:48.0,,Turnover by W. Chandler (bad pass; steal by D. Waiters),98,92
404,4,3:43.0,D. Waiters makes 2-pt dunk at rim,,100,92
405,4,3:31.0,,R. Foye misses 2-pt jump shot from 6 ft,100,92
406,4,3:29.0,,Offensive rebound by Team,100,92
407,4,3:20.0,,Turnover by J. Nurkić (lost ball),100,92
408,4,3:06.0,D. Waiters makes 2-pt jump shot from 20 ft,,102,92
409,4,3:04.0,,Denver full timeout,102,92
410,4,2:45.0,,A. Gee misses 2-pt layup from 1 ft,102,92
411,4,2:44.0,,Offensive rebound by J. Nurkić,102,92
412,4,2:44.0,,J. Nurkić misses 2-pt tip-in at rim,102,92
413,4,2:43.0,,Offensive rebound by J. Nurkić,102,92
414,4,2:42.0,,Shooting foul by K. Love (drawn by J. Nurkić),102,92
415,4,2:42.0,,J. Nurkić misses free throw 1 of 2,102,92
416,4,2:42.0,,Offensive rebound by Team,102,92
417,4,2:42.0,,J. Nurkić misses free throw 2 of 2,102,92
418,4,2:40.0,Defensive rebound by S. Marion,,102,92
419,4,2:29.0,Personal block foul by J. Nurkić (drawn by L. James),,102,92
420,4,2:19.0,Turnover by L. James (bad pass; steal by A. Gee),,102,92
421,4,2:14.0,,A. Gee misses 2-pt layup at rim,102,92
422,4,2:13.0,,Offensive rebound by J. Nurkić,102,92
423,4,2:13.0,,J. Nurkić makes 2-pt tip-in at rim,102,94
424,4,1:47.0,K. Irving makes 2-pt layup from 2 ft,,104,94
425,4,1:36.0,,J. Nurkić makes 2-pt hook shot from 3 ft (assist by R. Foye),104,96
426,4,1:18.0,Shooting foul by J. Nurkić (drawn by K. Love),,104,96
427,4,1:18.0,K. Love makes free throw 1 of 2,,105,96
428,4,1:18.0,K. Love makes free throw 2 of 2,,106,96
429,4,1:10.0,,R. Foye makes 3-pt jump shot from 26 ft,106,99
430,4,0:53.0,L. James makes 2-pt layup from 2 ft,,108,99
431,4,0:50.0,,A. Gee makes 2-pt dunk at rim (assist by R. Foye),108,101
432,4,0:33.0,L. James makes 2-pt layup at rim,,110,101
433,4,0:25.0,,W. Chandler misses 3-pt jump shot from 24 ft,110,101
434,4,0:24.0,Defensive rebound by L. James,,110,101
