,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DETROIT_ACTION,PORTLAND_SCORE,DETROIT_SCORE
61,1,5:18.0,C. Kaman enters the game for R. Lopez,,17,15
62,1,5:18.0,,G. Monroe enters the game for A. Drummond,17,15
63,1,5:18.0,L. Aldridge makes free throw 2 of 2,,18,15
64,1,5:03.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,18,15
65,1,5:02.0,Defensive rebound by D. Lillard,,18,15
66,1,4:51.0,L. Aldridge misses 2-pt jump shot from 10 ft,,18,15
67,1,4:50.0,Offensive rebound by C. Kaman,,18,15
68,1,4:45.0,D. Lillard makes 2-pt jump shot from 15 ft (assist by C. Kaman),,20,15
69,1,4:35.0,,J. Smith misses 2-pt hook shot from 2 ft,20,15
70,1,4:35.0,Defensive rebound by Team,,20,15
71,1,4:35.0,Personal foul by K. Caldwell-Pope (drawn by S. Blake),,20,15
72,1,4:17.0,C. Kaman misses 2-pt jump shot from 17 ft,,20,15
73,1,4:16.0,,Defensive rebound by J. Smith,20,15
74,1,4:11.0,Offensive charge foul by B. Jennings (drawn by D. Lillard),,20,15
75,1,4:11.0,,Turnover by B. Jennings (offensive foul),20,15
76,1,3:57.0,C. Kaman makes 2-pt layup at rim (assist by D. Lillard),,22,15
77,1,3:43.0,,B. Jennings misses 2-pt layup from 2 ft (block by C. Kaman),22,15
78,1,3:41.0,,Offensive rebound by B. Jennings,22,15
79,1,3:37.0,,K. Singler makes 3-pt jump shot from 26 ft (assist by B. Jennings),22,18
80,1,3:15.0,S. Blake misses 2-pt jump shot from 18 ft,,22,18
81,1,3:15.0,Offensive rebound by Team,,22,18
82,1,3:15.0,,Loose ball foul by K. Singler (drawn by C. Kaman),22,18
83,1,3:15.0,Portland full timeout,,22,18
84,1,3:00.0,L. Aldridge makes 2-pt jump shot from 6 ft,,24,18
85,1,2:35.0,,K. Singler misses 2-pt layup from 2 ft,24,18
86,1,2:33.0,,Offensive rebound by Team,24,18
87,1,2:33.0,,Turnover by Team (shot clock),24,18
88,1,2:33.0,A. Crabbe enters the game for N. Batum,,24,18
89,1,2:33.0,W. Matthews enters the game for D. Lillard,,24,18
90,1,2:11.0,C. Kaman makes 2-pt hook shot at rim (assist by S. Blake),,26,18
91,1,1:50.0,,C. Martin enters the game for K. Caldwell-Pope,26,18
92,1,1:45.0,,J. Smith misses 2-pt jump shot from 7 ft (block by A. Crabbe),26,18
93,1,1:43.0,Defensive rebound by L. Aldridge,,26,18
94,1,1:35.0,C. Kaman makes 2-pt jump shot from 17 ft (assist by S. Blake),,28,18
95,1,1:17.0,,C. Martin misses 3-pt jump shot from 23 ft,28,18
96,1,1:16.0,Defensive rebound by L. Aldridge,,28,18
97,1,1:01.0,L. Aldridge misses 2-pt jump shot from 15 ft,,28,18
98,1,1:00.0,,Defensive rebound by B. Jennings,28,18
99,1,0:57.0,,J. Smith makes 2-pt layup from 1 ft (assist by B. Jennings),28,20
100,1,0:41.0,C. Kaman makes 2-pt hook shot from 6 ft,,30,20
101,1,0:23.0,,G. Monroe makes 2-pt hook shot from 4 ft,30,22
102,1,0:01.0,L. Aldridge makes 3-pt jump shot from 22 ft (assist by C. Kaman),,33,22
103,2,11:44.0,C. Kaman makes 2-pt hook shot from 5 ft (assist by W. Matthews),,35,22
104,2,11:23.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by A. Drummond),35,25
105,2,10:59.0,C. Kaman makes 2-pt hook shot from 3 ft,,37,25
106,2,10:44.0,,G. Monroe misses 2-pt jump shot from 15 ft,37,25
107,2,10:42.0,Defensive rebound by C. Kaman,,37,25
108,2,10:36.0,W. Matthews misses 3-pt jump shot from 26 ft,,37,25
109,2,10:33.0,,Defensive rebound by G. Monroe,37,25
110,2,10:21.0,,G. Monroe makes 2-pt hook shot from 5 ft,37,27
111,2,10:05.0,A. Crabbe makes 2-pt layup at rim (assist by S. Blake),,39,27
112,2,10:00.0,,Detroit full timeout,39,27
113,2,9:41.0,,C. Butler misses 3-pt jump shot from 26 ft,39,27
114,2,9:40.0,Defensive rebound by J. Freeland,,39,27
115,2,9:32.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by S. Blake),,42,27
116,2,9:17.0,,G. Monroe makes 2-pt layup at rim (assist by C. Butler),42,29
117,2,8:52.0,C. Kaman misses 2-pt jump shot from 11 ft,,42,29
118,2,8:51.0,,Defensive rebound by A. Drummond,42,29
119,2,8:36.0,,Personal foul by A. Crabbe (drawn by G. Monroe),42,29
120,2,8:27.0,,C. Butler makes 2-pt jump shot from 17 ft,42,31
121,2,8:16.0,S. Blake makes 2-pt layup at rim,,44,31
122,2,8:02.0,,G. Monroe misses 2-pt layup from 1 ft,44,31
123,2,8:01.0,,Offensive rebound by A. Drummond,44,31
124,2,8:00.0,,A. Drummond makes 2-pt dunk at rim,44,33
125,2,7:43.0,J. Freeland misses 2-pt jump shot from 17 ft,,44,33
126,2,7:42.0,,Defensive rebound by D. Augustin,44,33
127,2,7:22.0,,D. Augustin misses 3-pt jump shot from 27 ft,44,33
128,2,7:21.0,,Offensive rebound by G. Monroe,44,33
129,2,7:20.0,,G. Monroe misses 2-pt tip-in from 1 ft,44,33
130,2,7:19.0,,Offensive rebound by G. Monroe,44,33
131,2,7:13.0,,G. Monroe misses 2-pt layup at rim,44,33
132,2,7:12.0,Defensive rebound by Team,,44,33
133,2,7:12.0,D. Lillard enters the game for W. Matthews,,44,33
134,2,7:12.0,N. Batum enters the game for S. Blake,,44,33
135,2,6:58.0,Turnover by D. Lillard (bad pass; steal by C. Butler),,44,33
136,2,6:53.0,,G. Monroe makes 2-pt layup at rim (assist by C. Martin),44,35
137,2,6:37.0,A. Crabbe makes 2-pt layup at rim (assist by D. Lillard),,46,35
138,2,6:11.0,,G. Monroe misses 2-pt hook shot from 7 ft,46,35
139,2,6:08.0,Defensive rebound by N. Batum,,46,35
140,2,5:59.0,Turnover by D. Lillard (bad pass; steal by G. Monroe),,46,35
141,2,5:50.0,,C. Butler misses 2-pt jump shot from 14 ft,46,35
142,2,5:49.0,Defensive rebound by J. Freeland,,46,35
143,2,5:37.0,D. Lillard misses 3-pt jump shot from 26 ft,,46,35
144,2,5:36.0,,Defensive rebound by G. Monroe,46,35
145,2,5:24.0,,C. Martin misses 2-pt jump shot from 20 ft,46,35
146,2,5:23.0,Defensive rebound by D. Lillard,,46,35
147,2,5:13.0,J. Freeland misses 2-pt jump shot from 18 ft,,46,35
148,2,5:12.0,,Defensive rebound by A. Drummond,46,35
149,2,5:02.0,,C. Butler makes 2-pt layup at rim (assist by G. Monroe),46,37
150,2,5:01.0,Portland full timeout,,46,37
151,2,5:01.0,R. Lopez enters the game for C. Kaman,,46,37
152,2,5:01.0,L. Aldridge enters the game for J. Freeland,,46,37
153,2,5:01.0,,K. Caldwell-Pope enters the game for G. Monroe,46,37
154,2,5:01.0,,J. Smith enters the game for C. Martin,46,37
155,2,4:38.0,L. Aldridge misses 2-pt jump shot from 15 ft,,46,37
156,2,4:36.0,,Defensive rebound by C. Butler,46,37
157,2,4:23.0,,A. Drummond makes 2-pt hook shot from 8 ft (assist by J. Smith),46,39
158,2,4:11.0,A. Crabbe makes 2-pt layup at rim (assist by R. Lopez),,48,39
159,2,3:55.0,,K. Caldwell-Pope makes 2-pt jump shot from 15 ft (assist by D. Augustin),48,41
160,2,3:35.0,A. Crabbe misses 3-pt jump shot from 23 ft,,48,41
161,2,3:34.0,Offensive rebound by Team,,48,41
162,2,3:22.0,L. Aldridge misses 2-pt jump shot from 5 ft,,48,41
163,2,3:21.0,Offensive rebound by R. Lopez,,48,41
164,2,3:08.0,Turnover by R. Lopez (3 sec),,48,41
165,2,2:57.0,,C. Butler misses 2-pt jump shot from 21 ft,48,41
166,2,2:57.0,Defensive rebound by Team,,48,41
167,2,2:57.0,Official timeout,,48,41
168,2,2:57.0,W. Matthews enters the game for A. Crabbe,,48,41
169,2,2:38.0,N. Batum makes 3-pt jump shot from 25 ft (assist by W. Matthews),,51,41
170,2,2:19.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by D. Augustin),51,43
171,2,2:00.0,D. Lillard makes 2-pt jump shot from 18 ft,,53,43
172,2,1:46.0,,J. Smith misses 2-pt jump shot from 20 ft,53,43
173,2,1:45.0,Defensive rebound by R. Lopez,,53,43
174,2,1:34.0,Turnover by N. Batum (bad pass; steal by K. Caldwell-Pope),,53,43
175,2,1:29.0,,Turnover by K. Caldwell-Pope (bad pass),53,43
176,2,1:13.0,W. Matthews makes 2-pt jump shot from 7 ft (assist by D. Lillard),,55,43
177,2,0:49.0,,A. Drummond misses 2-pt hook shot from 8 ft,55,43
178,2,0:48.0,Defensive rebound by D. Lillard,,55,43
179,2,0:33.0,D. Lillard misses 3-pt jump shot from 25 ft,,55,43
180,2,0:32.0,,Defensive rebound by J. Smith,55,43
181,2,0:27.0,,C. Butler makes 2-pt layup from 1 ft (assist by D. Augustin),55,45
182,2,0:27.0,,Shooting foul by N. Batum (drawn by C. Butler),55,45
183,2,0:27.0,,C. Butler makes free throw 1 of 1,55,46
184,2,0:18.0,Portland full timeout,,55,46
185,2,0:18.0,,K. Singler enters the game for D. Augustin,55,46
186,2,0:18.0,S. Blake enters the game for R. Lopez,,55,46
187,2,0:18.0,,C. Martin enters the game for A. Drummond,55,46
188,2,0:02.0,D. Lillard misses 2-pt layup at rim (block by J. Smith),,55,46
189,2,0:02.0,,Defensive rebound by C. Butler,55,46
190,2,0:01.0,,C. Butler misses 3-pt jump shot from 52 ft,55,46
191,2,0:00.0,,Offensive rebound by Team,55,46
192,3,11:47.0,,Violation by K. Singler (kicked ball),55,46
193,3,11:36.0,Turnover by R. Lopez (3 sec),,55,46
194,3,11:23.0,,Turnover by K. Caldwell-Pope (lost ball; steal by D. Lillard),55,46
195,3,11:17.0,W. Matthews misses 2-pt jump shot from 3 ft,,55,46
196,3,11:16.0,,Defensive rebound by J. Smith,55,46
197,3,11:07.0,,J. Smith misses 2-pt jump shot from 5 ft,55,46
198,3,11:06.0,Defensive rebound by R. Lopez,,55,46
199,3,10:54.0,R. Lopez makes 2-pt layup at rim (assist by W. Matthews),,57,46
200,3,10:33.0,,B. Jennings misses 2-pt jump shot from 19 ft,57,46
201,3,10:33.0,,Offensive rebound by A. Drummond,57,46
202,3,10:32.0,,A. Drummond misses 2-pt tip-in at rim,57,46
203,3,10:30.0,Defensive rebound by W. Matthews,,57,46
204,3,10:23.0,W. Matthews makes 2-pt layup from 1 ft,,59,46
205,3,9:59.0,,J. Smith makes 2-pt hook shot from 5 ft (assist by B. Jennings),59,48
206,3,9:37.0,R. Lopez makes 2-pt layup at rim (assist by L. Aldridge),,61,48
207,3,9:37.0,,Detroit full timeout,61,48
208,3,9:20.0,,K. Caldwell-Pope misses 2-pt jump shot from 5 ft,61,48
209,3,9:20.0,,Offensive rebound by A. Drummond,61,48
210,3,9:13.0,,Turnover by K. Caldwell-Pope (lost ball; steal by W. Matthews),61,48
211,3,8:55.0,L. Aldridge misses 2-pt jump shot from 5 ft,,61,48
212,3,8:54.0,Offensive rebound by R. Lopez,,61,48
213,3,8:44.0,L. Aldridge makes 2-pt hook shot from 5 ft (assist by W. Matthews),,63,48
214,3,8:31.0,,Turnover by B. Jennings (bad pass; steal by D. Lillard),63,48
215,3,8:28.0,Shooting foul by K. Caldwell-Pope (drawn by L. Aldridge),,63,48
216,3,8:28.0,L. Aldridge makes free throw 1 of 2,,64,48
217,3,8:28.0,,G. Monroe enters the game for J. Smith,64,48
218,3,8:28.0,L. Aldridge makes free throw 2 of 2,,65,48
219,3,8:05.0,,K. Singler misses 3-pt jump shot from 25 ft,65,48
220,3,8:04.0,Defensive rebound by W. Matthews,,65,48
221,3,7:59.0,Turnover by N. Batum (bad pass; steal by K. Caldwell-Pope),,65,48
222,3,7:58.0,,Clear path foul by D. Lillard,65,48
223,3,7:58.0,,K. Caldwell-Pope makes clear path free throw 1 of 2,65,49
224,3,7:58.0,,K. Caldwell-Pope makes clear path free throw 2 of 2,65,50
225,3,7:41.0,,Shooting foul by L. Aldridge (drawn by G. Monroe),65,50
226,3,7:41.0,,G. Monroe makes free throw 1 of 2,65,51
227,3,7:41.0,,G. Monroe makes free throw 2 of 2,65,52
228,3,7:21.0,D. Lillard misses 2-pt jump shot from 4 ft,,65,52
229,3,7:20.0,Offensive rebound by R. Lopez,,65,52
230,3,7:20.0,R. Lopez makes 2-pt layup at rim,,67,52
231,3,7:05.0,,B. Jennings misses 3-pt jump shot from 23 ft,67,52
232,3,7:04.0,Defensive rebound by W. Matthews,,67,52
233,3,6:43.0,L. Aldridge misses 2-pt jump shot from 15 ft,,67,52
234,3,6:42.0,,Defensive rebound by K. Singler,67,52
235,3,6:27.0,,K. Singler makes 2-pt layup from 1 ft (assist by B. Jennings),67,54
236,3,6:09.0,W. Matthews makes 2-pt jump shot from 19 ft,,69,54
237,3,5:46.0,,G. Monroe misses 2-pt jump shot from 4 ft,69,54
238,3,5:45.0,,Offensive rebound by A. Drummond,69,54
239,3,5:44.0,,A. Drummond misses 2-pt tip-in from 2 ft,69,54
240,3,5:41.0,,Offensive rebound by G. Monroe,69,54
241,3,5:39.0,,G. Monroe misses 2-pt layup from 1 ft (block by L. Aldridge),69,54
242,3,5:38.0,Defensive rebound by D. Lillard,,69,54
243,3,5:32.0,D. Lillard misses 2-pt jump shot from 6 ft,,69,54
244,3,5:29.0,,Defensive rebound by G. Monroe,69,54
245,3,5:23.0,,K. Singler misses 3-pt jump shot from 26 ft,69,54
246,3,5:22.0,Defensive rebound by R. Lopez,,69,54
247,3,5:16.0,Shooting foul by G. Monroe (drawn by D. Lillard),,69,54
248,3,5:16.0,D. Lillard makes free throw 1 of 2,,70,54
249,3,5:16.0,S. Blake enters the game for W. Matthews,,70,54
250,3,5:16.0,C. Kaman enters the game for R. Lopez,,70,54
251,3,5:16.0,,C. Butler enters the game for K. Singler,70,54
252,3,5:16.0,D. Lillard misses free throw 2 of 2,,70,54
253,3,5:15.0,,Defensive rebound by A. Drummond,70,54
254,3,4:54.0,,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),70,56
255,3,4:34.0,L. Aldridge misses 2-pt jump shot from 20 ft,,70,56
256,3,4:33.0,,Defensive rebound by A. Drummond,70,56
257,3,4:17.0,,G. Monroe misses 2-pt hook shot from 6 ft,70,56
258,3,4:14.0,Defensive rebound by L. Aldridge,,70,56
259,3,3:54.0,Turnover by L. Aldridge (lost ball),,70,56
260,3,3:38.0,,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,70,56
261,3,3:37.0,,Offensive rebound by A. Drummond,70,56
262,3,3:37.0,,Shooting foul by C. Kaman (drawn by A. Drummond),70,56
263,3,3:37.0,,A. Drummond misses free throw 1 of 2,70,56
264,3,3:37.0,,Offensive rebound by Team,70,56
265,3,3:37.0,,D. Augustin enters the game for B. Jennings,70,56
266,3,3:37.0,,A. Drummond makes free throw 2 of 2,70,57
267,3,3:20.0,N. Batum misses 3-pt jump shot from 23 ft,,70,57
268,3,3:19.0,,Defensive rebound by A. Drummond,70,57
269,3,3:13.0,,Personal foul by D. Lillard (drawn by D. Augustin),70,57
270,3,2:57.0,,G. Monroe misses 2-pt hook shot from 7 ft,70,57
271,3,2:56.0,Defensive rebound by C. Kaman,,70,57
272,3,2:47.0,C. Kaman misses 2-pt jump shot from 4 ft,,70,57
273,3,2:45.0,Offensive rebound by L. Aldridge,,70,57
274,3,2:44.0,L. Aldridge makes 2-pt tip-in from 1 ft,,72,57
275,3,2:31.0,,D. Augustin misses 2-pt jump shot from 5 ft,72,57
276,3,2:30.0,,Offensive rebound by A. Drummond,72,57
277,3,2:29.0,,A. Drummond misses 2-pt layup at rim (block by C. Kaman),72,57
278,3,2:27.0,Defensive rebound by S. Blake,,72,57
279,3,2:12.0,N. Batum misses 3-pt jump shot from 24 ft,,72,57
280,3,2:12.0,,Defensive rebound by Team,72,57
281,3,2:12.0,Loose ball foul by C. Kaman (drawn by A. Drummond),,72,57
282,3,2:12.0,Portland full timeout,,72,57
283,3,2:12.0,,S. Dinwiddie enters the game for K. Caldwell-Pope,72,57
284,3,2:12.0,A. Crabbe enters the game for N. Batum,,72,57
285,3,2:12.0,W. Matthews enters the game for D. Lillard,,72,57
286,3,2:12.0,,A. Drummond makes free throw 1 of 2,72,58
287,3,2:12.0,,A. Drummond misses free throw 2 of 2,72,58
288,3,2:11.0,Defensive rebound by L. Aldridge,,72,58
289,3,1:56.0,Turnover by C. Kaman (traveling),,72,58
290,3,1:41.0,,A. Drummond misses 2-pt dunk at rim,72,58
291,3,1:36.0,Defensive rebound by S. Blake,,72,58
292,3,1:30.0,C. Kaman makes 2-pt dunk at rim (assist by S. Blake),,74,58
293,3,1:09.0,,G. Monroe misses 2-pt layup from 2 ft (block by L. Aldridge),74,58
294,3,1:09.0,,Offensive rebound by A. Drummond,74,58
295,3,1:09.0,,A. Drummond makes 2-pt hook shot from 3 ft,74,60
296,3,1:09.0,,Shooting foul by C. Kaman (drawn by A. Drummond),74,60
297,3,1:09.0,,A. Drummond makes free throw 1 of 1,74,61
298,3,1:00.0,Turnover by W. Matthews (bad pass; steal by A. Drummond),,74,61
299,3,0:58.0,,Personal foul by A. Crabbe (drawn by A. Drummond),74,61
300,3,0:58.0,,A. Drummond misses free throw 1 of 2,74,61
301,3,0:58.0,,Offensive rebound by Team,74,61
302,3,0:58.0,,A. Drummond makes free throw 2 of 2,74,62
303,3,0:46.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by S. Blake),,76,62
304,3,0:29.0,,D. Augustin misses 2-pt jump shot from 17 ft,76,62
305,3,0:28.0,Defensive rebound by W. Matthews,,76,62
306,3,0:08.0,L. Aldridge misses 2-pt jump shot from 14 ft,,76,62
307,3,0:07.0,,Defensive rebound by C. Butler,76,62
308,4,11:36.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,76,62
309,4,11:36.0,,Offensive rebound by Team,76,62
310,4,11:36.0,,Turnover by Team (shot clock),76,62
311,4,11:24.0,S. Blake makes 3-pt jump shot from 26 ft (assist by A. Crabbe),,79,62
312,4,11:10.0,,C. Butler misses 2-pt jump shot from 20 ft,79,62
313,4,11:09.0,Defensive rebound by J. Freeland,,79,62
314,4,10:56.0,W. Matthews misses 3-pt jump shot from 25 ft,,79,62
315,4,10:55.0,,Defensive rebound by G. Monroe,79,62
316,4,10:46.0,Violation by J. Freeland (def goaltending),,79,62
317,4,10:46.0,,G. Monroe makes 2-pt layup at rim (assist by S. Dinwiddie),79,64
318,4,10:28.0,W. Matthews makes 2-pt jump shot from 8 ft (assist by J. Freeland),,81,64
319,4,10:16.0,,S. Dinwiddie misses 2-pt jump shot from 21 ft,81,64
320,4,10:15.0,Defensive rebound by J. Freeland,,81,64
321,4,10:11.0,Turnover by A. Crabbe (bad pass),,81,64
322,4,9:54.0,,G. Monroe makes 2-pt layup from 1 ft (assist by S. Dinwiddie),81,66
323,4,9:31.0,J. Freeland misses 2-pt hook shot from 5 ft,,81,66
324,4,9:29.0,,Defensive rebound by G. Monroe,81,66
325,4,9:20.0,,D. Augustin misses 2-pt jump shot from 5 ft,81,66
326,4,9:20.0,,Offensive rebound by Team,81,66
327,4,9:11.0,,C. Butler makes 2-pt jump shot from 11 ft (assist by D. Augustin),81,68
328,4,8:59.0,Turnover by S. Blake (bad pass; steal by C. Butler),,81,68
329,4,8:53.0,,G. Monroe makes 2-pt layup at rim (assist by J. Jerebko),81,70
330,4,8:53.0,Portland full timeout,,81,70
331,4,8:53.0,D. Lillard enters the game for W. Matthews,,81,70
332,4,8:53.0,R. Lopez enters the game for S. Blake,,81,70
333,4,8:53.0,N. Batum enters the game for C. Kaman,,81,70
334,4,8:41.0,D. Lillard misses 3-pt jump shot from 26 ft,,81,70
335,4,8:40.0,,Defensive rebound by G. Monroe,81,70
336,4,8:18.0,,D. Augustin misses 3-pt jump shot from 27 ft,81,70
337,4,8:17.0,,Offensive rebound by C. Butler,81,70
338,4,8:16.0,,C. Butler makes 2-pt layup from 1 ft,81,72
339,4,7:58.0,R. Lopez misses 2-pt hook shot from 6 ft,,81,72
340,4,7:58.0,,Defensive rebound by Team,81,72
341,4,7:58.0,,Personal foul by J. Freeland (drawn by J. Jerebko),81,72
342,4,7:57.0,L. Aldridge enters the game for J. Freeland,,81,72
343,4,7:45.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),81,75
344,4,7:27.0,L. Aldridge misses 2-pt jump shot from 19 ft,,81,75
345,4,7:26.0,,Defensive rebound by C. Butler,81,75
346,4,7:21.0,,G. Monroe makes 2-pt layup at rim (assist by C. Butler),81,77
347,4,7:00.0,D. Lillard misses 2-pt jump shot from 20 ft,,81,77
348,4,6:59.0,,Defensive rebound by S. Dinwiddie,81,77
349,4,6:50.0,,D. Augustin misses 2-pt jump shot from 7 ft,81,77
350,4,6:48.0,Defensive rebound by A. Crabbe,,81,77
351,4,6:33.0,L. Aldridge makes 2-pt layup at rim (assist by A. Crabbe),,83,77
352,4,6:17.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,83,77
353,4,6:16.0,Defensive rebound by N. Batum,,83,77
354,4,6:05.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by D. Lillard),,85,77
355,4,6:03.0,,Detroit full timeout,85,77
356,4,6:03.0,W. Matthews enters the game for A. Crabbe,,85,77
357,4,5:47.0,,J. Jerebko misses 2-pt hook shot from 5 ft,85,77
358,4,5:45.0,,Offensive rebound by J. Jerebko,85,77
359,4,5:36.0,,G. Monroe makes 2-pt layup at rim (assist by D. Augustin),85,79
360,4,5:15.0,L. Aldridge misses 2-pt jump shot from 5 ft,,85,79
361,4,5:14.0,Offensive rebound by R. Lopez,,85,79
362,4,5:07.0,D. Lillard makes 3-pt jump shot from 25 ft,,88,79
363,4,4:51.0,,D. Augustin makes 2-pt jump shot from 14 ft,88,81
364,4,4:39.0,Personal foul by C. Butler (drawn by R. Lopez),,88,81
365,4,4:27.0,Turnover by L. Aldridge (lost ball; steal by G. Monroe),,88,81
366,4,4:16.0,,C. Butler makes 2-pt layup at rim (assist by D. Augustin),88,83
367,4,3:58.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by N. Batum),,91,83
368,4,3:39.0,,G. Monroe misses 2-pt layup at rim,91,83
369,4,3:38.0,,Offensive rebound by Team,91,83
370,4,3:28.0,,S. Dinwiddie makes 2-pt jump shot from 7 ft,91,85
371,4,3:28.0,,Shooting foul by W. Matthews (drawn by S. Dinwiddie),91,85
372,4,3:28.0,,S. Dinwiddie makes free throw 1 of 1,91,86
373,4,3:08.0,L. Aldridge makes 2-pt hook shot from 5 ft,,93,86
374,4,2:53.0,Official timeout,,93,86
375,4,2:43.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,93,86
376,4,2:43.0,,Offensive rebound by Team,93,86
377,4,2:43.0,,Turnover by Team (shot clock),93,86
378,4,2:24.0,N. Batum makes 3-pt jump shot from 26 ft (assist by W. Matthews),,96,86
379,4,2:08.0,,G. Monroe misses 2-pt layup from 1 ft (block by R. Lopez),96,86
380,4,2:05.0,Defensive rebound by R. Lopez,,96,86
381,4,1:50.0,N. Batum misses 3-pt jump shot from 26 ft,,96,86
382,4,1:49.0,,Defensive rebound by C. Butler,96,86
