,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,NEW YORK_ACTION,GOLDEN STATE_SCORE,NEW YORK_SCORE
386,4,4:42.0,,L. Galloway misses 2-pt layup at rim,95,88
387,4,4:41.0,Defensive rebound by S. Curry,,95,88
388,4,4:25.0,Turnover by D. Green (bad pass; steal by S. Larkin),,95,88
389,4,4:20.0,,S. Larkin makes 2-pt layup from 1 ft,95,90
390,4,4:07.0,K. Thompson misses 3-pt jump shot from 24 ft,,95,90
391,4,4:06.0,Offensive rebound by D. Green,,95,90
392,4,4:04.0,Shooting foul by T. Hardaway (drawn by H. Barnes),,95,90
393,4,4:04.0,H. Barnes makes free throw 1 of 2,,96,90
394,4,4:04.0,,L. Thomas enters the game for T. Hardaway,96,90
395,4,4:04.0,H. Barnes misses free throw 2 of 2,,96,90
396,4,4:04.0,,Defensive rebound by J. Smith,96,90
397,4,3:41.0,,Q. Acy misses 2-pt layup at rim,96,90
398,4,3:40.0,,Offensive rebound by Q. Acy,96,90
399,4,3:38.0,,Q. Acy misses 2-pt tip-in at rim,96,90
400,4,3:37.0,Defensive rebound by D. Green,,96,90
401,4,3:28.0,H. Barnes misses 2-pt layup at rim,,96,90
402,4,3:27.0,Offensive rebound by A. Iguodala,,96,90
403,4,3:27.0,A. Iguodala makes 2-pt dunk at rim,,98,90
404,4,3:27.0,,New York full timeout,98,90
405,4,3:27.0,,T. Hardaway enters the game for Q. Acy,98,90
406,4,3:03.0,,S. Larkin misses 2-pt jump shot,98,90
407,4,3:02.0,Defensive rebound by D. Green,,98,90
408,4,2:51.0,S. Curry makes 3-pt jump shot from 24 ft,,101,90
409,4,2:51.0,,New York full timeout,101,90
410,4,2:34.0,,S. Larkin makes 2-pt layup from 1 ft (assist by L. Galloway),101,92
411,4,2:25.0,Personal foul by T. Hardaway (drawn by A. Iguodala),,101,92
412,4,2:14.0,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,104,92
413,4,2:01.0,,T. Hardaway misses 2-pt jump shot from 11 ft,104,92
414,4,2:00.0,,Offensive rebound by J. Smith,104,92
415,4,2:00.0,,J. Smith misses 2-pt tip-in from 2 ft,104,92
416,4,1:59.0,Defensive rebound by D. Green,,104,92
417,4,1:54.0,Offensive foul by A. Iguodala (drawn by L. Galloway),,104,92
418,4,1:54.0,Turnover by A. Iguodala (offensive foul),,104,92
419,4,1:36.0,,L. Galloway misses 2-pt jump shot from 18 ft,104,92
420,4,1:35.0,Defensive rebound by A. Iguodala,,104,92
421,4,1:21.0,S. Curry misses 3-pt jump shot from 25 ft,,104,92
422,4,1:20.0,,Defensive rebound by L. Galloway,104,92
423,4,1:12.0,,Turnover by L. Galloway (bad pass; steal by S. Curry),104,92
424,4,0:54.0,K. Thompson misses 3-pt jump shot from 25 ft,,104,92
425,4,0:53.0,Offensive rebound by D. Green,,104,92
426,4,0:31.0,S. Curry makes 2-pt layup from 1 ft,,106,92
427,4,0:11.0,,J. Smith misses 2-pt jump shot from 7 ft,106,92
428,4,0:10.0,Defensive rebound by K. Thompson,,106,92
