,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
38,1,7:02.0,Offensive rebound by Team,,14,11
39,1,7:02.0,Turnover by A. Roberson (bad pass),,14,11
40,1,6:51.0,,C. Paul misses 2-pt jump shot from 2 ft,14,11
41,1,6:47.0,Defensive rebound by S. Ibaka,,14,11
42,1,6:32.0,Offensive foul by R. Westbrook (drawn by M. Barnes),,14,11
43,1,6:32.0,Turnover by R. Westbrook (offensive foul),,14,11
44,1,6:32.0,S. Telfair enters the game for R. Westbrook,,14,11
45,1,6:11.0,,B. Griffin misses 2-pt jump shot from 15 ft,14,11
46,1,6:10.0,,Offensive rebound by D. Jordan,14,11
47,1,6:09.0,,D. Jordan misses 2-pt dunk at rim,14,11
48,1,6:08.0,,Offensive rebound by B. Griffin,14,11
49,1,6:02.0,,B. Griffin misses 2-pt layup from 2 ft,14,11
50,1,6:02.0,,Offensive rebound by B. Griffin,14,11
51,1,6:02.0,,Turnover by B. Griffin (traveling),14,11
52,1,5:45.0,A. Roberson makes 2-pt layup from 2 ft (assist by S. Telfair),,16,11
53,1,5:45.0,Shooting foul by J. Redick (drawn by A. Roberson),,16,11
54,1,5:45.0,,LA Clippers full timeout,16,11
55,1,5:45.0,A. Roberson makes free throw 1 of 1,,17,11
56,1,5:38.0,,Offensive foul by D. Jordan (drawn by S. Telfair),17,11
57,1,5:38.0,,Turnover by D. Jordan (offensive foul),17,11
58,1,5:38.0,,S. Hawes enters the game for D. Jordan,17,11
59,1,5:31.0,Personal foul by S. Hawes (drawn by S. Adams),,17,11
60,1,5:23.0,S. Adams misses 2-pt hook shot from 7 ft,,17,11
61,1,5:21.0,Offensive rebound by S. Ibaka,,17,11
62,1,5:16.0,A. Roberson misses 3-pt jump shot from 24 ft,,17,11
63,1,5:14.0,,Defensive rebound by S. Hawes,17,11
64,1,5:07.0,,Personal foul by A. Roberson (drawn by C. Paul),17,11
65,1,5:07.0,,C. Paul makes free throw 1 of 2,17,12
66,1,5:07.0,,C. Paul misses free throw 2 of 2,17,12
67,1,5:06.0,Defensive rebound by S. Adams,,17,12
68,1,4:41.0,P. Jones makes 3-pt jump shot from 23 ft (assist by A. Roberson),,20,12
69,1,4:35.0,,M. Barnes makes 2-pt layup from 2 ft (assist by C. Paul),20,14
70,1,4:13.0,P. Jones misses 3-pt jump shot from 25 ft,,20,14
71,1,4:12.0,,Defensive rebound by S. Hawes,20,14
72,1,3:57.0,,M. Barnes makes 2-pt layup from 1 ft,20,16
73,1,3:32.0,Personal foul by B. Griffin (drawn by S. Telfair),,20,16
74,1,3:32.0,S. Telfair makes free throw 1 of 2,,21,16
75,1,3:32.0,,J. Crawford enters the game for J. Redick,21,16
76,1,3:32.0,,E. Udoh enters the game for B. Griffin,21,16
77,1,3:32.0,S. Telfair makes free throw 2 of 2,,22,16
78,1,3:14.0,,C. Paul makes 2-pt layup from 2 ft,22,18
79,1,3:06.0,Oklahoma City full timeout,,22,18
80,1,3:06.0,N. Collison enters the game for S. Ibaka,,22,18
81,1,3:06.0,Violation by Team (delay of game),,22,18
82,1,2:49.0,N. Collison misses 2-pt layup from 2 ft,,22,18
83,1,2:48.0,Offensive rebound by S. Adams,,22,18
84,1,2:48.0,Turnover by Team (shot clock),,22,18
85,1,2:36.0,,Def 3 sec tech foul by S. Adams,22,18
86,1,2:36.0,,J. Crawford makes technical free throw,22,19
87,1,2:36.0,,C. Douglas-Roberts enters the game for M. Barnes,22,19
88,1,2:29.0,,Personal foul by S. Telfair (drawn by C. Paul),22,19
89,1,2:29.0,,C. Paul misses free throw 1 of 2,22,19
90,1,2:29.0,,Offensive rebound by Team,22,19
91,1,2:29.0,K. Perkins enters the game for S. Adams,,22,19
92,1,2:29.0,,C. Paul makes free throw 2 of 2,22,20
93,1,2:14.0,Shooting foul by E. Udoh (drawn by P. Jones),,22,20
94,1,2:14.0,P. Jones makes free throw 1 of 2,,23,20
95,1,2:14.0,,J. Farmar enters the game for C. Paul,23,20
96,1,2:14.0,P. Jones makes free throw 2 of 2,,24,20
97,1,2:01.0,,J. Crawford misses 2-pt jump shot from 18 ft,24,20
98,1,2:00.0,Defensive rebound by K. Perkins,,24,20
99,1,1:51.0,Personal foul by C. Douglas-Roberts (drawn by P. Jones),,24,20
100,1,1:51.0,P. Jones makes free throw 1 of 2,,25,20
101,1,1:51.0,L. Thomas enters the game for A. Roberson,,25,20
102,1,1:51.0,P. Jones makes free throw 2 of 2,,26,20
103,1,1:30.0,,C. Douglas-Roberts misses 2-pt jump shot from 13 ft,26,20
104,1,1:28.0,Defensive rebound by N. Collison,,26,20
105,1,1:19.0,Turnover by N. Collison (bad pass),,26,20
106,1,1:08.0,,J. Crawford misses 2-pt jump shot from 14 ft,26,20
107,1,1:05.0,Defensive rebound by N. Collison,,26,20
108,1,0:51.0,N. Collison makes 2-pt jump shot from 9 ft (assist by S. Telfair),,28,20
109,1,0:32.0,,S. Hawes misses 3-pt jump shot from 27 ft,28,20
110,1,0:31.0,,Offensive rebound by C. Douglas-Roberts,28,20
111,1,0:11.0,,S. Hawes makes 2-pt layup from 1 ft (assist by J. Farmar),28,22
112,1,0:01.0,P. Jones misses 3-pt jump shot from 25 ft,,28,22
113,1,0:00.0,Offensive rebound by Team,,28,22
114,2,11:44.0,,J. Farmar misses 3-pt jump shot from 22 ft,28,22
115,2,11:43.0,Defensive rebound by N. Collison,,28,22
116,2,11:26.0,S. Telfair misses 3-pt jump shot from 26 ft,,28,22
117,2,11:25.0,,Defensive rebound by Team,28,22
118,2,11:16.0,,J. Crawford makes 2-pt jump shot from 19 ft,28,24
119,2,10:59.0,L. Thomas misses 2-pt jump shot from 4 ft (block by S. Hawes),,28,24
120,2,10:56.0,,Defensive rebound by C. Douglas-Roberts,28,24
121,2,10:55.0,,C. Douglas-Roberts misses 2-pt jump shot from 3 ft (block by N. Collison),28,24
122,2,10:55.0,,Offensive rebound by Team,28,24
123,2,10:49.0,,J. Crawford misses 3-pt jump shot from 27 ft,28,24
124,2,10:48.0,Defensive rebound by N. Collison,,28,24
125,2,10:35.0,S. Telfair misses 3-pt jump shot from 26 ft,,28,24
126,2,10:34.0,,Defensive rebound by D. Jordan,28,24
127,2,10:12.0,,J. Crawford makes 2-pt jump shot from 6 ft,28,26
128,2,9:50.0,Shooting foul by J. Crawford (drawn by L. Thomas),,28,26
129,2,9:50.0,L. Thomas makes free throw 1 of 2,,29,26
130,2,9:50.0,R. Westbrook enters the game for S. Telfair,,29,26
131,2,9:50.0,A. Roberson enters the game for P. Jones,,29,26
132,2,9:50.0,L. Thomas makes free throw 2 of 2,,30,26
133,2,9:37.0,,C. Douglas-Roberts misses 3-pt jump shot from 22 ft,30,26
134,2,9:36.0,Defensive rebound by N. Collison,,30,26
135,2,9:21.0,,Turnover by J. Crawford (bad pass; steal by R. Westbrook),30,26
136,2,9:19.0,A. Roberson makes 2-pt layup from 2 ft (assist by R. Westbrook),,32,26
137,2,9:19.0,Shooting foul by J. Crawford (drawn by A. Roberson),,32,26
138,2,9:19.0,A. Roberson misses free throw 1 of 1,,32,26
139,2,9:19.0,,Defensive rebound by Team,32,26
140,2,8:59.0,,J. Farmar makes 3-pt jump shot from 23 ft (assist by S. Hawes),32,29
141,2,8:47.0,Turnover by L. Thomas (bad pass; steal by J. Crawford),,32,29
142,2,8:44.0,,Shooting foul by L. Thomas (drawn by C. Douglas-Roberts),32,29
143,2,8:44.0,Official timeout,,32,29
144,2,8:44.0,,B. Griffin enters the game for S. Hawes,32,29
145,2,8:44.0,,C. Douglas-Roberts makes free throw 1 of 2,32,30
146,2,8:44.0,,C. Douglas-Roberts makes free throw 2 of 2,32,31
147,2,8:32.0,Turnover by N. Collison (bad pass),,32,31
148,2,8:23.0,,Turnover by J. Crawford (traveling),32,31
149,2,8:09.0,R. Westbrook misses 2-pt layup from 2 ft,,32,31
150,2,8:07.0,Offensive rebound by L. Thomas,,32,31
151,2,8:03.0,Turnover by A. Roberson (lost ball),,32,31
152,2,8:03.0,,C. Paul enters the game for J. Farmar,32,31
153,2,7:46.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by C. Douglas-Roberts),32,34
154,2,7:30.0,N. Collison makes 2-pt jump shot from 21 ft (assist by L. Thomas),,34,34
155,2,7:15.0,,Shooting foul by A. Roberson (drawn by J. Crawford),34,34
156,2,7:15.0,,J. Crawford makes free throw 1 of 2,34,35
157,2,7:15.0,,J. Crawford makes free throw 2 of 2,34,36
158,2,7:07.0,Offensive foul by K. Perkins (drawn by C. Paul),,34,36
159,2,7:07.0,Turnover by K. Perkins (offensive foul),,34,36
160,2,7:07.0,,M. Barnes enters the game for C. Douglas-Roberts,34,36
161,2,7:07.0,S. Ibaka enters the game for N. Collison,,34,36
162,2,6:56.0,,J. Crawford misses 3-pt jump shot from 25 ft,34,36
163,2,6:55.0,Defensive rebound by K. Perkins,,34,36
164,2,6:43.0,K. Perkins misses 2-pt jump shot from 8 ft,,34,36
165,2,6:40.0,,Defensive rebound by M. Barnes,34,36
166,2,6:37.0,,Turnover by J. Crawford (bad pass; steal by A. Roberson),34,36
167,2,6:35.0,Turnover by R. Westbrook (lost ball),,34,36
168,2,6:35.0,,J. Redick enters the game for J. Crawford,34,36
169,2,6:35.0,P. Jones enters the game for R. Westbrook,,34,36
170,2,6:35.0,Oklahoma City full timeout,,34,36
171,2,6:35.0,S. Telfair enters the game for L. Thomas,,34,36
172,2,6:19.0,,J. Redick misses 3-pt jump shot from 23 ft,34,36
173,2,6:18.0,Defensive rebound by K. Perkins,,34,36
174,2,6:00.0,S. Ibaka misses 3-pt jump shot from 26 ft,,34,36
175,2,5:59.0,,Defensive rebound by M. Barnes,34,36
176,2,5:49.0,,M. Barnes misses 3-pt jump shot from 25 ft,34,36
177,2,5:47.0,Defensive rebound by A. Roberson,,34,36
178,2,5:37.0,Turnover by P. Jones (bad pass),,34,36
179,2,5:15.0,,M. Barnes misses 2-pt jump shot from 3 ft,34,36
180,2,5:13.0,Defensive rebound by P. Jones,,34,36
181,2,5:00.0,P. Jones misses 2-pt jump shot from 8 ft (block by M. Barnes),,34,36
182,2,4:58.0,,Defensive rebound by B. Griffin,34,36
183,2,4:48.0,,C. Paul misses 2-pt jump shot from 11 ft,34,36
184,2,4:46.0,Defensive rebound by S. Ibaka,,34,36
185,2,4:29.0,P. Jones misses 3-pt jump shot from 27 ft,,34,36
186,2,4:28.0,,Defensive rebound by Team,34,36
187,2,4:28.0,S. Adams enters the game for K. Perkins,,34,36
188,2,4:28.0,,LA Clippers full timeout,34,36
189,2,4:11.0,,B. Griffin misses 2-pt layup from 3 ft,34,36
190,2,4:08.0,Defensive rebound by S. Adams,,34,36
191,2,3:48.0,S. Adams misses 3-pt jump shot from 29 ft,,34,36
192,2,3:48.0,Offensive rebound by Team,,34,36
193,2,3:48.0,Turnover by Team (shot clock),,34,36
194,2,3:38.0,,Personal foul by A. Roberson (drawn by J. Redick),34,36
195,2,3:38.0,L. Thomas enters the game for A. Roberson,,34,36
196,2,3:34.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),34,38
197,2,3:11.0,S. Adams misses 2-pt hook shot from 7 ft,,34,38
198,2,3:10.0,,Defensive rebound by D. Jordan,34,38
199,2,3:06.0,,Personal foul by S. Ibaka (drawn by B. Griffin),34,38
200,2,3:00.0,,J. Redick misses 2-pt jump shot from 8 ft,34,38
201,2,2:58.0,Defensive rebound by S. Telfair,,34,38
202,2,2:39.0,P. Jones makes 2-pt jump shot from 6 ft (assist by S. Ibaka),,36,38
203,2,2:23.0,,Shooting foul by S. Adams (drawn by B. Griffin),36,38
204,2,2:23.0,,B. Griffin misses free throw 1 of 2,36,38
205,2,2:23.0,,Offensive rebound by Team,36,38
206,2,2:23.0,,B. Griffin misses free throw 2 of 2,36,38
207,2,2:22.0,Defensive rebound by P. Jones,,36,38
208,2,2:06.0,Personal foul by C. Paul (drawn by S. Telfair),,36,38
209,2,2:00.0,P. Jones makes 3-pt jump shot from 26 ft (assist by S. Ibaka),,39,38
210,2,1:48.0,,J. Redick misses 2-pt jump shot from 5 ft,39,38
211,2,1:45.0,,Offensive rebound by D. Jordan,39,38
212,2,1:45.0,,D. Jordan makes 2-pt dunk at rim,39,40
213,2,1:21.0,S. Telfair misses 3-pt jump shot from 27 ft,,39,40
214,2,1:20.0,,Defensive rebound by M. Barnes,39,40
215,2,1:14.0,,B. Griffin makes 2-pt jump shot from 8 ft (assist by C. Paul),39,42
216,2,0:57.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by S. Telfair),,41,42
217,2,0:45.0,,B. Griffin makes 2-pt jump shot from 15 ft (assist by C. Paul),41,44
218,2,0:32.0,S. Telfair misses 3-pt jump shot from 25 ft,,41,44
219,2,0:31.0,,Defensive rebound by C. Paul,41,44
220,2,0:27.0,,C. Paul makes 2-pt layup from 3 ft,41,46
221,2,0:04.0,Oklahoma City full timeout,,41,46
222,2,0:03.0,P. Jones misses 2-pt layup from 1 ft,,41,46
223,2,0:00.0,Offensive rebound by P. Jones,,41,46
224,3,11:49.0,,Turnover by J. Redick (step out of bounds),41,46
225,3,11:35.0,P. Jones makes 2-pt hook shot from 9 ft (assist by A. Roberson),,43,46
226,3,11:16.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),43,48
227,3,10:53.0,Personal foul by C. Paul (drawn by S. Telfair),,43,48
228,3,10:43.0,Shooting foul by M. Barnes (drawn by P. Jones),,43,48
229,3,10:43.0,P. Jones misses free throw 1 of 2,,43,48
230,3,10:43.0,Offensive rebound by Team,,43,48
231,3,10:43.0,P. Jones makes free throw 2 of 2,,44,48
232,3,10:28.0,,J. Redick misses 2-pt jump shot from 1 ft,44,48
233,3,10:26.0,,Offensive rebound by D. Jordan,44,48
234,3,10:26.0,,D. Jordan misses 2-pt dunk from 3 ft,44,48
235,3,10:23.0,Defensive rebound by S. Adams,,44,48
236,3,10:19.0,Turnover by A. Roberson (bad pass; steal by M. Barnes),,44,48
237,3,9:58.0,,B. Griffin misses 2-pt jump shot from 19 ft,44,48
238,3,9:56.0,Defensive rebound by P. Jones,,44,48
239,3,9:49.0,Turnover by S. Adams (bad pass; steal by C. Paul),,44,48
240,3,9:42.0,,C. Paul misses 3-pt jump shot from 27 ft,44,48
241,3,9:42.0,,Offensive rebound by B. Griffin,44,48
242,3,9:42.0,Loose ball foul by S. Adams (drawn by B. Griffin),,44,48
243,3,9:28.0,,C. Paul misses 2-pt layup from 2 ft,44,48
244,3,9:27.0,,Offensive rebound by C. Paul,44,48
245,3,9:27.0,,C. Paul misses 2-pt tip-in from 2 ft,44,48
246,3,9:24.0,Defensive rebound by S. Adams,,44,48
247,3,9:02.0,Turnover by Team (shot clock),,44,48
248,3,8:56.0,,Turnover by J. Redick (lost ball; steal by S. Telfair),44,48
249,3,8:50.0,P. Jones makes 2-pt layup from 2 ft (assist by S. Telfair),,46,48
250,3,8:25.0,,B. Griffin makes 2-pt jump shot from 19 ft,46,50
251,3,8:05.0,Turnover by S. Telfair (bad pass; steal by B. Griffin),,46,50
252,3,8:01.0,,Shooting foul by S. Ibaka (drawn by B. Griffin),46,50
253,3,8:01.0,,B. Griffin makes free throw 1 of 2,46,51
254,3,8:01.0,,B. Griffin misses free throw 2 of 2,46,51
255,3,8:01.0,Defensive rebound by Team,,46,51
256,3,8:01.0,,Loose ball foul by M. Barnes (drawn by S. Adams),46,51
257,3,7:38.0,S. Adams misses 2-pt jump shot at rim,,46,51
258,3,7:37.0,Offensive rebound by S. Adams,,46,51
259,3,7:37.0,S. Adams makes 2-pt dunk at rim,,48,51
260,3,7:20.0,,C. Paul makes 2-pt jump shot from 13 ft (assist by B. Griffin),48,53
261,3,6:57.0,S. Telfair makes 2-pt layup from 2 ft,,50,53
262,3,6:31.0,,B. Griffin makes 2-pt jump shot from 21 ft (assist by M. Barnes),50,55
263,3,6:17.0,Shooting foul by J. Redick (drawn by A. Roberson),,50,55
264,3,6:17.0,A. Roberson makes free throw 1 of 2,,51,55
265,3,6:17.0,,J. Crawford enters the game for J. Redick,51,55
266,3,6:17.0,A. Roberson makes free throw 2 of 2,,52,55
267,3,6:08.0,,B. Griffin misses 2-pt jump shot from 20 ft,52,55
268,3,6:06.0,Defensive rebound by S. Ibaka,,52,55
269,3,6:00.0,S. Adams makes 2-pt dunk at rim (assist by S. Telfair),,54,55
270,3,5:42.0,,C. Paul misses 3-pt jump shot from 27 ft,54,55
271,3,5:41.0,Defensive rebound by A. Roberson,,54,55
272,3,5:36.0,Personal take foul by B. Griffin (drawn by S. Adams),,54,55
273,3,5:36.0,,LA Clippers full timeout,54,55
274,3,5:36.0,S. Adams makes free throw 1 of 2,,55,55
275,3,5:36.0,S. Adams makes free throw 2 of 2,,56,55
276,3,5:21.0,,B. Griffin makes 2-pt jump shot from 17 ft,56,57
277,3,5:05.0,S. Ibaka misses 2-pt jump shot from 18 ft,,56,57
278,3,5:04.0,,Defensive rebound by Team,56,57
279,3,4:55.0,,Def 3 sec tech foul by S. Ibaka,56,57
280,3,4:55.0,,J. Crawford makes technical free throw,56,58
281,3,4:44.0,,B. Griffin misses 2-pt jump shot from 13 ft,56,58
282,3,4:43.0,Defensive rebound by P. Jones,,56,58
283,3,4:42.0,Turnover by P. Jones (lost ball; steal by C. Paul),,56,58
284,3,4:38.0,,C. Paul makes 2-pt jump shot from 11 ft,56,60
285,3,4:21.0,S. Ibaka misses 2-pt layup from 2 ft,,56,60
286,3,4:20.0,,Defensive rebound by Team,56,60
287,3,4:20.0,Loose ball foul by S. Adams (drawn by C. Paul),,56,60
288,3,4:20.0,K. Perkins enters the game for S. Adams,,56,60
289,3,4:13.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),56,62
290,3,4:03.0,Oklahoma City full timeout,,56,62
291,3,3:46.0,K. Perkins misses 2-pt hook shot from 6 ft,,56,62
292,3,3:44.0,,Defensive rebound by D. Jordan,56,62
293,3,3:38.0,,J. Crawford misses 3-pt jump shot from 24 ft,56,62
294,3,3:37.0,Defensive rebound by K. Perkins,,56,62
295,3,3:22.0,Personal foul by C. Paul (drawn by S. Telfair),,56,62
296,3,3:22.0,S. Telfair makes free throw 1 of 2,,57,62
297,3,3:22.0,S. Telfair makes free throw 2 of 2,,58,62
298,3,3:06.0,,J. Crawford misses 2-pt jump shot from 17 ft,58,62
299,3,3:04.0,Defensive rebound by K. Perkins,,58,62
300,3,2:47.0,P. Jones misses 2-pt jump shot from 4 ft (block by M. Barnes),,58,62
301,3,2:45.0,,Defensive rebound by J. Crawford,58,62
302,3,2:41.0,,C. Paul makes 2-pt jump shot from 13 ft,58,64
303,3,2:41.0,,Shooting foul by S. Telfair (drawn by C. Paul),58,64
304,3,2:41.0,,S. Hawes enters the game for B. Griffin,58,64
305,3,2:41.0,N. Collison enters the game for S. Ibaka,,58,64
306,3,2:41.0,,C. Paul makes free throw 1 of 1,58,65
307,3,2:20.0,Turnover by N. Collison (offensive goaltending),,58,65
308,3,2:20.0,,C. Douglas-Roberts enters the game for M. Barnes,58,65
309,3,2:00.0,,C. Douglas-Roberts misses 3-pt jump shot from 23 ft,58,65
310,3,1:58.0,Defensive rebound by N. Collison,,58,65
311,3,1:51.0,Shooting foul by C. Douglas-Roberts (drawn by P. Jones),,58,65
312,3,1:51.0,P. Jones makes free throw 1 of 2,,59,65
313,3,1:51.0,P. Jones makes free throw 2 of 2,,60,65
314,3,1:41.0,,J. Crawford misses 3-pt jump shot from 23 ft,60,65
315,3,1:40.0,Defensive rebound by P. Jones,,60,65
316,3,1:36.0,Offensive foul by P. Jones (drawn by C. Douglas-Roberts),,60,65
317,3,1:36.0,Turnover by P. Jones (offensive foul),,60,65
318,3,1:36.0,,J. Farmar enters the game for C. Paul,60,65
319,3,1:36.0,L. Thomas enters the game for S. Telfair,,60,65
320,3,1:24.0,,Turnover by D. Jordan (traveling),60,65
321,3,1:24.0,,Technical foul by D. Jordan,60,65
322,3,1:24.0,P. Jones misses technical free throw,,60,65
323,3,1:24.0,Offensive rebound by Team,,60,65
324,3,1:06.0,L. Thomas misses 2-pt jump shot from 18 ft,,60,65
325,3,1:01.0,,Defensive rebound by S. Hawes,60,65
326,3,1:00.0,,Turnover by S. Hawes (bad pass; steal by A. Roberson),60,65
327,3,0:52.0,Turnover by A. Roberson (lost ball; steal by J. Farmar),,60,65
328,3,0:46.0,,S. Hawes misses 3-pt jump shot from 26 ft,60,65
329,3,0:45.0,Defensive rebound by K. Perkins,,60,65
330,3,0:31.0,Personal foul by C. Douglas-Roberts (drawn by P. Jones),,60,65
331,3,0:31.0,P. Jones makes free throw 1 of 2,,61,65
332,3,0:31.0,P. Jones makes free throw 2 of 2,,62,65
333,3,0:14.0,,J. Farmar makes 3-pt jump shot from 23 ft (assist by J. Crawford),62,68
334,3,0:05.0,Turnover by P. Jones (bad pass; steal by J. Crawford),,62,68
335,3,0:02.0,,J. Crawford makes 2-pt layup from 1 ft,62,70
336,3,0:00.0,A. Roberson misses 3-pt jump shot from 46 ft,,62,70
337,3,0:00.0,Offensive rebound by Team,,62,70
338,4,11:47.0,N. Collison misses 3-pt jump shot from 25 ft,,62,70
339,4,11:45.0,,Defensive rebound by C. Douglas-Roberts,62,70
340,4,11:24.0,,Turnover by Team (shot clock),62,70
341,4,11:19.0,Personal foul by J. Farmar (drawn by S. Telfair),,62,70
342,4,11:11.0,Shooting foul by C. Douglas-Roberts (drawn by K. Perkins),,62,70
343,4,11:11.0,K. Perkins misses free throw 1 of 2,,62,70
344,4,11:11.0,Offensive rebound by Team,,62,70
345,4,11:11.0,K. Perkins makes free throw 2 of 2,,63,70
346,4,10:51.0,,J. Farmar misses 3-pt jump shot from 23 ft,63,70
347,4,10:50.0,Defensive rebound by A. Roberson,,63,70
348,4,10:37.0,L. Thomas makes 2-pt layup from 2 ft (assist by S. Telfair),,65,70
349,4,10:25.0,,Turnover by B. Griffin (bad pass; steal by N. Collison),65,70
350,4,10:09.0,N. Collison misses 2-pt jump shot from 20 ft,,65,70
351,4,10:08.0,,Defensive rebound by J. Crawford,65,70
352,4,9:55.0,,S. Hawes misses 3-pt jump shot from 26 ft,65,70
353,4,9:54.0,,Offensive rebound by B. Griffin,65,70
354,4,9:50.0,,J. Crawford misses 3-pt jump shot from 24 ft,65,70
355,4,9:49.0,,Offensive rebound by S. Hawes,65,70
356,4,9:48.0,,S. Hawes makes 2-pt layup from 2 ft,65,72
357,4,9:23.0,Shooting foul by J. Farmar (drawn by S. Telfair),,65,72
358,4,9:23.0,S. Telfair misses free throw 1 of 3,,65,72
359,4,9:23.0,Offensive rebound by Team,,65,72
360,4,9:23.0,S. Telfair makes free throw 2 of 3,,66,72
361,4,9:23.0,,J. Redick enters the game for C. Douglas-Roberts,66,72
362,4,9:23.0,,C. Paul enters the game for J. Farmar,66,72
363,4,9:23.0,S. Telfair makes free throw 3 of 3,,67,72
364,4,9:05.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by B. Griffin),67,75
365,4,8:57.0,Oklahoma City full timeout,,67,75
366,4,8:57.0,P. Jones enters the game for A. Roberson,,67,75
367,4,8:44.0,Shooting foul by S. Hawes (drawn by K. Perkins),,67,75
368,4,8:44.0,K. Perkins makes free throw 1 of 2,,68,75
369,4,8:44.0,K. Perkins makes free throw 2 of 2,,69,75
370,4,8:35.0,,Personal foul by N. Collison (drawn by B. Griffin),69,75
371,4,8:29.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),69,77
372,4,8:04.0,P. Jones makes 2-pt jump shot from 12 ft (assist by K. Perkins),,71,77
373,4,7:56.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by J. Crawford),71,80
374,4,7:37.0,P. Jones makes 3-pt jump shot from 25 ft (assist by L. Thomas),,74,80
375,4,7:24.0,,Personal foul by N. Collison (drawn by B. Griffin),74,80
376,4,7:24.0,S. Adams enters the game for K. Perkins,,74,80
377,4,7:24.0,S. Ibaka enters the game for N. Collison,,74,80
378,4,7:23.0,,Offensive foul by B. Griffin (drawn by S. Telfair),74,80
379,4,7:23.0,,Turnover by B. Griffin (offensive foul),74,80
380,4,7:08.0,S. Adams misses 2-pt hook shot from 13 ft,,74,80
381,4,7:06.0,Offensive rebound by S. Adams,,74,80
382,4,7:04.0,Turnover by S. Adams (lost ball),,74,80
383,4,7:04.0,Violation by L. Thomas (kicked ball),,74,80
384,4,6:52.0,,C. Paul misses 2-pt jump shot from 14 ft,74,80
385,4,6:51.0,,Offensive rebound by C. Paul,74,80
386,4,6:48.0,,C. Paul makes 2-pt layup from 2 ft,74,82
