,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
49,1,7:09.0,Offensive rebound by N. Hilário,,11,1
50,1,7:01.0,,Minnesota full timeout,11,1
51,1,7:01.0,,A. Payne enters the game for K. Garnett,11,1
52,1,6:48.0,N. Hilário misses 2-pt layup from 2 ft,,11,1
53,1,6:47.0,Offensive rebound by M. Gortat,,11,1
54,1,6:47.0,M. Gortat misses 2-pt tip-in from 1 ft,,11,1
55,1,6:45.0,,Defensive rebound by A. Payne,11,1
56,1,6:34.0,,N. Peković misses 2-pt layup from 1 ft,11,1
57,1,6:33.0,Defensive rebound by M. Gortat,,11,1
58,1,6:28.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,13,1
59,1,6:15.0,,Offensive foul by K. Martin (drawn by M. Gortat),13,1
60,1,6:15.0,,Turnover by K. Martin (offensive foul),13,1
61,1,6:15.0,K. Humphries enters the game for N. Hilário,,13,1
62,1,6:15.0,,G. Neal enters the game for K. Martin,13,1
63,1,6:04.0,M. Gortat misses 2-pt jump shot from 9 ft,,13,1
64,1,6:03.0,,Defensive rebound by N. Peković,13,1
65,1,5:47.0,,A. Payne misses 3-pt jump shot from 25 ft,13,1
66,1,5:46.0,Defensive rebound by M. Gortat,,13,1
67,1,5:37.0,G. Temple misses 3-pt jump shot from 22 ft,,13,1
68,1,5:36.0,,Defensive rebound by R. Rubio,13,1
69,1,5:27.0,,N. Peković makes 2-pt layup from 1 ft (assist by R. Rubio),13,3
70,1,5:09.0,K. Humphries makes 2-pt dunk at rim,,15,3
71,1,4:51.0,,R. Rubio misses 2-pt jump shot from 14 ft,15,3
72,1,4:49.0,Defensive rebound by M. Gortat,,15,3
73,1,4:37.0,J. Wall misses 2-pt jump shot from 13 ft,,15,3
74,1,4:36.0,,Defensive rebound by A. Payne,15,3
75,1,4:24.0,,R. Rubio misses 3-pt jump shot from 25 ft,15,3
76,1,4:23.0,Defensive rebound by K. Humphries,,15,3
77,1,4:18.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,17,3
78,1,4:18.0,Shooting foul by N. Peković (drawn by M. Gortat),,17,3
79,1,4:18.0,M. Gortat makes free throw 1 of 1,,18,3
80,1,4:09.0,,Personal foul by O. Porter (drawn by A. Wiggins),18,3
81,1,3:55.0,,Offensive foul by A. Payne (drawn by M. Gortat),18,3
82,1,3:55.0,,Turnover by A. Payne (offensive foul),18,3
83,1,3:49.0,Offensive foul by O. Porter (drawn by A. Wiggins),,18,3
84,1,3:49.0,Turnover by O. Porter (offensive foul),,18,3
85,1,3:49.0,R. Butler enters the game for O. Porter,,18,3
86,1,3:34.0,,A. Wiggins makes 2-pt dunk at rim,18,5
87,1,3:18.0,K. Humphries misses 2-pt layup from 1 ft,,18,5
88,1,3:17.0,,Defensive rebound by N. Peković,18,5
89,1,3:06.0,,A. Wiggins misses 2-pt jump shot from 18 ft,18,5
90,1,3:05.0,,Offensive rebound by N. Peković,18,5
91,1,3:02.0,,N. Peković misses 2-pt jump shot from 4 ft,18,5
92,1,3:01.0,,Offensive rebound by N. Peković,18,5
93,1,3:00.0,,N. Peković makes 2-pt layup from 1 ft,18,7
94,1,2:50.0,Washington full timeout,,18,7
95,1,2:50.0,,G. Dieng enters the game for N. Peković,18,7
96,1,2:33.0,J. Wall misses 2-pt jump shot from 20 ft,,18,7
97,1,2:32.0,,Defensive rebound by A. Wiggins,18,7
98,1,2:15.0,,Turnover by A. Payne (traveling),18,7
99,1,2:15.0,R. Sessions enters the game for J. Wall,,18,7
100,1,1:55.0,M. Gortat misses 2-pt jump shot from 18 ft,,18,7
101,1,1:54.0,,Defensive rebound by R. Rubio,18,7
102,1,1:46.0,,G. Neal makes 2-pt jump shot from 19 ft,18,9
103,1,1:32.0,Turnover by R. Butler (lost ball),,18,9
104,1,1:32.0,K. Séraphin enters the game for M. Gortat,,18,9
105,1,1:10.0,,Turnover by A. Payne (lost ball),18,9
106,1,1:00.0,G. Temple misses 3-pt jump shot from 24 ft,,18,9
107,1,1:00.0,,Defensive rebound by A. Payne,18,9
108,1,0:50.0,,G. Dieng misses 2-pt jump shot from 13 ft,18,9
109,1,0:49.0,Defensive rebound by R. Butler,,18,9
110,1,0:41.0,R. Sessions makes 2-pt jump shot from 8 ft,,20,9
111,1,0:41.0,,Violation by A. Payne (def goaltending),20,9
112,1,0:35.0,,Personal foul by R. Sessions (drawn by A. Wiggins),20,9
113,1,0:35.0,M. Webster enters the game for G. Temple,,20,9
114,1,0:29.0,,A. Payne makes 2-pt layup from 2 ft,20,11
115,1,0:10.0,Personal foul by R. Rubio (drawn by R. Sessions),,20,11
116,1,0:10.0,,Z. LaVine enters the game for R. Rubio,20,11
117,1,0:10.0,J. Wall enters the game for K. Humphries,,20,11
118,1,0:01.0,J. Wall misses 2-pt layup from 2 ft,,20,11
119,1,0:00.0,,Defensive rebound by A. Wiggins,20,11
120,2,11:44.0,K. Humphries misses 2-pt jump shot from 21 ft,,20,11
121,2,11:43.0,,Defensive rebound by A. Payne,20,11
122,2,11:33.0,,Z. LaVine misses 2-pt jump shot from 4 ft (block by K. Séraphin),20,11
123,2,11:32.0,,Offensive rebound by Team,20,11
124,2,11:30.0,,G. Neal misses 2-pt jump shot from 16 ft,20,11
125,2,11:29.0,Defensive rebound by R. Butler,,20,11
126,2,11:19.0,R. Butler misses 3-pt jump shot from 23 ft,,20,11
127,2,11:18.0,,Defensive rebound by G. Dieng,20,11
128,2,11:09.0,,Shooting foul by M. Webster (drawn by G. Neal),20,11
129,2,11:09.0,,G. Neal makes free throw 1 of 2,20,12
130,2,11:09.0,,K. Martin enters the game for A. Wiggins,20,12
131,2,11:09.0,,G. Neal makes free throw 2 of 2,20,13
132,2,10:55.0,K. Séraphin makes 2-pt hook shot from 8 ft,,22,13
133,2,10:30.0,,Turnover by A. Payne (lost ball; steal by K. Humphries),22,13
134,2,10:25.0,Personal foul by A. Payne (drawn by M. Webster),,22,13
135,2,10:17.0,R. Butler misses 2-pt jump shot from 14 ft,,22,13
136,2,10:16.0,,Defensive rebound by G. Neal,22,13
137,2,10:11.0,,K. Martin makes 2-pt layup at rim (assist by G. Neal),22,15
138,2,9:58.0,M. Webster makes 3-pt jump shot from 25 ft (assist by R. Sessions),,25,15
139,2,9:40.0,,K. Martin misses 2-pt jump shot from 11 ft,25,15
140,2,9:39.0,Defensive rebound by K. Séraphin,,25,15
141,2,9:32.0,Turnover by R. Sessions (bad pass; steal by G. Dieng),,25,15
142,2,9:24.0,,K. Martin makes 3-pt jump shot from 22 ft (assist by G. Neal),25,18
143,2,8:58.0,K. Humphries makes 2-pt jump shot from 21 ft (assist by R. Butler),,27,18
144,2,8:40.0,,A. Payne misses 2-pt jump shot from 20 ft,27,18
145,2,8:39.0,Defensive rebound by M. Webster,,27,18
146,2,8:33.0,M. Webster misses 3-pt jump shot from 24 ft,,27,18
147,2,8:31.0,Offensive rebound by K. Séraphin,,27,18
148,2,8:28.0,K. Séraphin misses 2-pt layup at rim,,27,18
149,2,8:27.0,Offensive rebound by M. Webster,,27,18
150,2,8:27.0,M. Webster makes 2-pt tip-in from 1 ft,,29,18
151,2,8:21.0,,Shooting foul by K. Séraphin (drawn by Z. LaVine),29,18
152,2,8:21.0,,Minnesota full timeout,29,18
153,2,8:21.0,,Z. LaVine makes free throw 1 of 2,29,19
154,2,8:21.0,,Z. LaVine makes free throw 2 of 2,29,20
155,2,8:07.0,Offensive foul by K. Humphries (drawn by G. Neal),,29,20
156,2,8:07.0,Turnover by K. Humphries (offensive foul),,29,20
157,2,7:47.0,,G. Neal misses 2-pt jump shot from 16 ft,29,20
158,2,7:46.0,,Offensive rebound by A. Payne,29,20
159,2,7:43.0,,A. Payne makes 2-pt dunk at rim,29,22
160,2,7:29.0,K. Séraphin makes 2-pt layup from 2 ft (assist by R. Sessions),,31,22
161,2,7:15.0,,K. Martin makes 2-pt jump shot from 5 ft (assist by Z. LaVine),31,24
162,2,7:15.0,,Shooting foul by R. Butler (drawn by K. Martin),31,24
163,2,7:15.0,G. Temple enters the game for R. Butler,,31,24
164,2,7:15.0,J. Wall enters the game for R. Sessions,,31,24
165,2,7:15.0,,N. Peković enters the game for A. Payne,31,24
166,2,7:15.0,,K. Martin misses free throw 1 of 1,31,24
167,2,7:15.0,Defensive rebound by K. Humphries,,31,24
168,2,6:58.0,K. Séraphin makes 2-pt jump shot from 3 ft (assist by G. Temple),,33,24
169,2,6:40.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by N. Peković),33,27
170,2,6:27.0,Turnover by M. Webster (lost ball; steal by K. Martin),,33,27
171,2,6:23.0,,K. Martin makes 2-pt layup at rim,33,29
172,2,5:56.0,G. Temple misses 3-pt jump shot from 25 ft,,33,29
173,2,5:55.0,,Defensive rebound by G. Dieng,33,29
174,2,5:49.0,,Shooting foul by M. Webster (drawn by K. Martin),33,29
175,2,5:49.0,,K. Martin makes 2-pt jump shot from 10 ft,33,31
176,2,5:49.0,,Minnesota full timeout,33,31
177,2,5:49.0,M. Gortat enters the game for K. Humphries,,33,31
178,2,5:49.0,O. Porter enters the game for M. Webster,,33,31
179,2,5:49.0,N. Hilário enters the game for K. Séraphin,,33,31
180,2,5:49.0,,K. Martin makes free throw 1 of 1,33,32
181,2,5:34.0,O. Porter makes 2-pt jump shot from 17 ft (assist by J. Wall),,35,32
182,2,5:16.0,,G. Dieng misses 2-pt layup from 1 ft,35,32
183,2,5:15.0,,Offensive rebound by G. Dieng,35,32
184,2,5:13.0,,G. Dieng misses 2-pt layup from 1 ft,35,32
185,2,5:12.0,Defensive rebound by M. Gortat,,35,32
186,2,4:54.0,N. Hilário misses 2-pt jump shot from 15 ft,,35,32
187,2,4:53.0,,Defensive rebound by G. Neal,35,32
188,2,4:41.0,,G. Dieng misses 2-pt jump shot from 19 ft,35,32
189,2,4:39.0,Defensive rebound by N. Hilário,,35,32
190,2,4:33.0,Personal foul by Z. LaVine (drawn by J. Wall),,35,32
191,2,4:33.0,,K. Garnett enters the game for G. Dieng,35,32
192,2,4:33.0,,A. Wiggins enters the game for G. Neal,35,32
193,2,4:33.0,,R. Rubio enters the game for Z. LaVine,35,32
194,2,4:27.0,M. Gortat makes 2-pt jump shot from 5 ft,,37,32
195,2,4:15.0,,Shooting foul by N. Hilário (drawn by K. Garnett),37,32
196,2,4:15.0,,K. Garnett makes free throw 1 of 2,37,33
197,2,4:15.0,,K. Garnett misses free throw 2 of 2,37,33
198,2,4:15.0,Defensive rebound by M. Gortat,,37,33
199,2,3:56.0,O. Porter misses 2-pt jump shot from 20 ft,,37,33
200,2,3:55.0,,Defensive rebound by N. Peković,37,33
201,2,3:44.0,,K. Garnett misses 2-pt jump shot from 20 ft,37,33
202,2,3:43.0,,Offensive rebound by N. Peković,37,33
203,2,3:32.0,,K. Garnett makes 2-pt jump shot from 17 ft (assist by A. Wiggins),37,35
204,2,3:19.0,J. Wall misses 2-pt jump shot from 18 ft,,37,35
205,2,3:17.0,Offensive rebound by M. Gortat,,37,35
206,2,3:08.0,Turnover by N. Hilário (bad pass; steal by R. Rubio),,37,35
207,2,3:03.0,,R. Rubio misses 2-pt layup at rim,37,35
208,2,3:02.0,Defensive rebound by G. Temple,,37,35
209,2,2:55.0,G. Temple makes 3-pt jump shot from 22 ft (assist by J. Wall),,40,35
210,2,2:37.0,,Turnover by R. Rubio (bad pass),40,35
211,2,2:37.0,Washington full timeout,,40,35
212,2,2:37.0,Turnover by N. Hilário (bad pass; steal by K. Martin),,40,35
213,2,2:34.0,,Personal foul by G. Temple (drawn by K. Martin),40,35
214,2,2:34.0,,K. Martin makes free throw 1 of 2,40,36
215,2,2:34.0,,K. Martin makes free throw 2 of 2,40,37
216,2,2:22.0,Turnover by J. Wall (bad pass),,40,37
217,2,2:02.0,,K. Martin makes 2-pt layup at rim,40,39
218,2,1:51.0,M. Webster enters the game for O. Porter,,40,39
219,2,1:38.0,M. Gortat makes 2-pt jump shot from 12 ft (assist by J. Wall),,42,39
220,2,1:19.0,,N. Peković makes 2-pt layup at rim (assist by R. Rubio),42,41
221,2,1:10.0,Turnover by J. Wall (bad pass; steal by R. Rubio),,42,41
222,2,1:08.0,,Turnover by R. Rubio (bad pass; steal by M. Webster),42,41
223,2,0:48.0,N. Hilário misses 2-pt jump shot from 20 ft,,42,41
224,2,0:47.0,,Defensive rebound by K. Garnett,42,41
225,2,0:32.0,,Personal foul by M. Gortat (drawn by N. Peković),42,41
226,2,0:32.0,,N. Peković makes free throw 1 of 2,42,42
227,2,0:32.0,,G. Neal enters the game for K. Martin,42,42
228,2,0:32.0,K. Séraphin enters the game for M. Gortat,,42,42
229,2,0:32.0,D. Gooden enters the game for N. Hilário,,42,42
230,2,0:32.0,,N. Peković misses free throw 2 of 2,42,42
231,2,0:32.0,Defensive rebound by D. Gooden,,42,42
232,2,0:16.0,M. Webster misses 3-pt jump shot from 22 ft,,42,42
233,2,0:15.0,Offensive rebound by K. Séraphin,,42,42
234,2,0:01.0,D. Gooden misses 2-pt jump shot from 21 ft (block by K. Garnett),,42,42
235,2,0:00.0,,Defensive rebound by G. Neal,42,42
236,3,11:48.0,O. Porter misses 2-pt jump shot from 18 ft,,42,42
237,3,11:46.0,,Defensive rebound by K. Garnett,42,42
238,3,11:34.0,,A. Wiggins makes 2-pt dunk at rim (assist by K. Garnett),42,44
239,3,11:14.0,G. Temple makes 2-pt jump shot from 15 ft,,44,44
240,3,10:59.0,,K. Garnett misses 2-pt jump shot from 18 ft,44,44
241,3,10:58.0,,Offensive rebound by N. Peković,44,44
242,3,10:48.0,,K. Garnett misses 2-pt jump shot from 5 ft,44,44
243,3,10:47.0,Defensive rebound by M. Gortat,,44,44
244,3,10:36.0,G. Temple makes 2-pt layup at rim (assist by N. Hilário),,46,44
245,3,10:22.0,,Shooting foul by G. Temple (drawn by K. Martin),46,44
246,3,10:22.0,,K. Martin makes free throw 1 of 2,46,45
247,3,10:22.0,,K. Martin makes free throw 2 of 2,46,46
248,3,10:07.0,N. Hilário makes 2-pt dunk at rim (assist by O. Porter),,48,46
249,3,9:59.0,,R. Rubio makes 2-pt jump shot from 12 ft,48,48
250,3,9:44.0,G. Temple misses 3-pt jump shot from 24 ft,,48,48
251,3,9:42.0,,Defensive rebound by N. Peković,48,48
252,3,9:32.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by K. Garnett),48,51
253,3,9:15.0,G. Temple misses 2-pt jump shot from 13 ft,,48,51
254,3,9:14.0,,Defensive rebound by K. Garnett,48,51
255,3,9:02.0,,K. Garnett makes 2-pt layup at rim (assist by R. Rubio),48,53
256,3,8:59.0,Washington full timeout,,48,53
257,3,8:50.0,Personal foul by R. Rubio (drawn by J. Wall),,48,53
258,3,8:41.0,Turnover by N. Hilário (lost ball; steal by N. Peković),,48,53
259,3,8:36.0,,A. Wiggins misses 2-pt layup at rim,48,53
260,3,8:35.0,Defensive rebound by M. Gortat,,48,53
261,3,8:29.0,O. Porter misses 3-pt jump shot from 24 ft,,48,53
262,3,8:28.0,,Defensive rebound by K. Martin,48,53
263,3,8:12.0,,Personal foul by M. Gortat (drawn by R. Rubio),48,53
264,3,8:04.0,,N. Peković misses 2-pt jump shot from 4 ft,48,53
265,3,8:03.0,Defensive rebound by M. Gortat,,48,53
266,3,7:54.0,G. Temple misses 2-pt jump shot from 19 ft,,48,53
267,3,7:53.0,,Defensive rebound by N. Peković,48,53
268,3,7:44.0,,N. Peković makes 2-pt layup at rim (assist by R. Rubio),48,55
269,3,7:24.0,M. Gortat misses 2-pt hook shot from 7 ft,,48,55
270,3,7:23.0,,Defensive rebound by R. Rubio,48,55
271,3,7:15.0,,R. Rubio misses 2-pt jump shot from 18 ft,48,55
272,3,7:14.0,,Offensive rebound by N. Peković,48,55
273,3,7:13.0,,Turnover by N. Peković (lost ball),48,55
274,3,7:13.0,,G. Dieng enters the game for K. Garnett,48,55
275,3,6:56.0,Turnover by N. Hilário (lost ball; steal by R. Rubio),,48,55
276,3,6:42.0,,K. Martin misses 2-pt jump shot from 4 ft,48,55
277,3,6:41.0,Defensive rebound by M. Gortat,,48,55
278,3,6:31.0,G. Temple misses 3-pt jump shot from 22 ft,,48,55
279,3,6:30.0,,Defensive rebound by R. Rubio,48,55
280,3,6:24.0,,N. Peković misses 2-pt jump shot from 14 ft,48,55
281,3,6:24.0,,Offensive rebound by Team,48,55
282,3,6:24.0,Loose ball foul by O. Porter (drawn by A. Wiggins),,48,55
283,3,6:24.0,K. Séraphin enters the game for N. Hilário,,48,55
284,3,6:18.0,,A. Wiggins misses 2-pt jump shot from 16 ft,48,55
285,3,6:17.0,,Offensive rebound by Team,48,55
286,3,6:17.0,,Personal foul by M. Gortat (drawn by G. Dieng),48,55
287,3,6:17.0,D. Gooden enters the game for M. Gortat,,48,55
288,3,6:14.0,,Shooting foul by K. Séraphin (drawn by A. Wiggins),48,55
289,3,6:14.0,,A. Wiggins makes free throw 1 of 2,48,56
290,3,6:14.0,,A. Wiggins makes free throw 2 of 2,48,57
291,3,5:59.0,J. Wall makes 2-pt jump shot from 21 ft (assist by G. Temple),,50,57
292,3,5:50.0,,Personal foul by J. Wall (drawn by R. Rubio),50,57
293,3,5:50.0,,R. Rubio makes free throw 1 of 2,50,58
294,3,5:50.0,,G. Neal enters the game for K. Martin,50,58
295,3,5:50.0,,R. Rubio makes free throw 2 of 2,50,59
296,3,5:39.0,J. Wall misses 2-pt jump shot from 16 ft,,50,59
297,3,5:38.0,,Defensive rebound by R. Rubio,50,59
298,3,5:29.0,,N. Peković makes 2-pt jump shot from 3 ft (assist by R. Rubio),50,61
299,3,5:17.0,Turnover by G. Temple (bad pass),,50,61
300,3,5:17.0,R. Butler enters the game for G. Temple,,50,61
301,3,4:59.0,,R. Rubio makes 2-pt jump shot from 17 ft,50,63
302,3,4:45.0,R. Butler misses 3-pt jump shot from 23 ft,,50,63
303,3,4:44.0,Offensive rebound by D. Gooden,,50,63
304,3,4:39.0,O. Porter makes 2-pt layup from 1 ft (assist by D. Gooden),,52,63
305,3,4:16.0,,A. Wiggins makes 2-pt jump shot from 21 ft,52,65
306,3,4:02.0,O. Porter makes 2-pt jump shot from 18 ft,,54,65
307,3,3:45.0,,A. Wiggins makes 2-pt jump shot from 10 ft,54,67
308,3,3:45.0,,Shooting foul by R. Butler (drawn by A. Wiggins),54,67
309,3,3:45.0,,A. Wiggins makes free throw 1 of 1,54,68
310,3,3:40.0,Turnover by R. Butler (lost ball),,54,68
311,3,3:30.0,,Shooting foul by R. Butler (drawn by A. Wiggins),54,68
312,3,3:30.0,,A. Wiggins makes free throw 1 of 2,54,69
313,3,3:30.0,R. Sessions enters the game for J. Wall,,54,69
314,3,3:30.0,,A. Wiggins makes free throw 2 of 2,54,70
315,3,3:18.0,O. Porter makes 2-pt jump shot from 21 ft (assist by K. Séraphin),,56,70
316,3,3:03.0,,A. Wiggins misses 2-pt jump shot from 21 ft,56,70
317,3,3:02.0,Defensive rebound by R. Sessions,,56,70
318,3,2:46.0,K. Séraphin misses 2-pt hook shot from 6 ft,,56,70
319,3,2:45.0,,Defensive rebound by A. Wiggins,56,70
320,3,2:40.0,,Personal foul by K. Séraphin (drawn by N. Peković),56,70
321,3,2:40.0,,Minnesota full timeout,56,70
322,3,2:40.0,,Z. LaVine enters the game for R. Rubio,56,70
323,3,2:40.0,,N. Peković makes free throw 1 of 2,56,71
324,3,2:40.0,,N. Peković makes free throw 2 of 2,56,72
325,3,2:22.0,R. Butler misses 3-pt jump shot from 24 ft,,56,72
326,3,2:22.0,Offensive rebound by Team,,56,72
327,3,2:22.0,,Loose ball foul by G. Neal (drawn by O. Porter),56,72
328,3,2:12.0,R. Butler misses 3-pt jump shot from 24 ft,,56,72
329,3,2:10.0,Offensive rebound by O. Porter,,56,72
330,3,2:10.0,O. Porter misses 2-pt tip-in from 1 ft,,56,72
331,3,2:09.0,,Defensive rebound by Z. LaVine,56,72
332,3,1:49.0,,N. Peković misses 2-pt hook shot from 6 ft,56,72
333,3,1:48.0,Defensive rebound by D. Gooden,,56,72
334,3,1:43.0,R. Sessions misses 2-pt layup from 2 ft,,56,72
335,3,1:40.0,,Defensive rebound by N. Peković,56,72
336,3,1:38.0,,Turnover by Z. LaVine (offensive foul),56,72
337,3,1:38.0,Offensive charge foul by Z. LaVine (drawn by D. Gooden),,56,72
338,3,1:27.0,Shooting foul by Z. LaVine (drawn by R. Sessions),,56,72
339,3,1:27.0,R. Sessions makes free throw 1 of 2,,57,72
340,3,1:27.0,R. Sessions makes free throw 2 of 2,,58,72
341,3,1:09.0,,Turnover by G. Dieng (traveling),58,72
342,3,0:49.0,Turnover by R. Sessions (bad pass; steal by A. Wiggins),,58,72
343,3,0:47.0,,A. Wiggins makes 2-pt dunk at rim,58,74
344,3,0:37.0,K. Séraphin makes 2-pt jump shot from 15 ft,,60,74
345,3,0:30.0,,Z. LaVine misses 3-pt jump shot from 24 ft,60,74
346,3,0:29.0,,Offensive rebound by G. Dieng,60,74
347,3,0:04.0,,A. Wiggins misses 3-pt jump shot from 25 ft,60,74
348,3,0:02.0,Defensive rebound by Team,,60,74
349,3,0:00.0,D. Gooden misses 3-pt jump shot from 58 ft,,60,74
350,3,0:00.0,Offensive rebound by Team,,60,74
351,4,11:42.0,,N. Peković misses 2-pt jump shot from 10 ft,60,74
352,4,11:41.0,Defensive rebound by D. Gooden,,60,74
353,4,11:27.0,D. Gooden makes 2-pt jump shot from 14 ft (assist by J. Wall),,62,74
354,4,11:08.0,,G. Dieng makes 2-pt jump shot from 14 ft,62,76
355,4,10:45.0,R. Butler makes 2-pt jump shot from 14 ft,,64,76
356,4,10:24.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by Z. LaVine),64,78
357,4,10:12.0,R. Butler misses 2-pt jump shot from 14 ft (block by A. Wiggins),,64,78
358,4,10:11.0,,Defensive rebound by G. Dieng,64,78
359,4,9:50.0,,K. Martin enters the game for A. Wiggins,64,78
360,4,9:50.0,,A. Payne enters the game for N. Peković,64,78
361,4,9:47.0,,G. Dieng makes 2-pt layup from 1 ft (assist by K. Martin),64,80
362,4,9:36.0,Personal foul by G. Dieng (drawn by N. Hilário),,64,80
363,4,9:34.0,Turnover by J. Wall (step out of bounds),,64,80
364,4,9:20.0,,K. Martin misses 3-pt jump shot from 24 ft,64,80
365,4,9:19.0,Defensive rebound by J. Wall,,64,80
366,4,9:09.0,R. Sessions misses 2-pt jump shot from 6 ft,,64,80
367,4,9:08.0,,Defensive rebound by A. Payne,64,80
368,4,8:58.0,,K. Martin makes 2-pt jump shot from 7 ft,64,82
369,4,8:35.0,D. Gooden misses 2-pt jump shot from 21 ft,,64,82
370,4,8:34.0,,Defensive rebound by G. Neal,64,82
371,4,8:26.0,,Turnover by A. Payne (traveling),64,82
372,4,8:26.0,Washington full timeout,,64,82
373,4,8:26.0,M. Gortat enters the game for D. Gooden,,64,82
374,4,8:01.0,R. Butler misses 2-pt jump shot from 15 ft,,64,82
375,4,8:00.0,,Defensive rebound by Z. LaVine,64,82
376,4,7:47.0,,A. Payne misses 3-pt jump shot from 22 ft,64,82
377,4,7:45.0,Defensive rebound by R. Butler,,64,82
378,4,7:38.0,J. Wall misses 2-pt jump shot from 15 ft,,64,82
379,4,7:37.0,,Defensive rebound by A. Payne,64,82
380,4,7:25.0,,G. Neal misses 3-pt jump shot from 24 ft,64,82
381,4,7:24.0,Defensive rebound by J. Wall,,64,82
382,4,7:19.0,R. Sessions misses 2-pt layup from 1 ft,,64,82
383,4,7:17.0,,Defensive rebound by G. Dieng,64,82
384,4,6:54.0,,Z. LaVine misses 2-pt jump shot from 21 ft,64,82
385,4,6:52.0,Defensive rebound by Team,,64,82
386,4,6:52.0,M. Webster enters the game for R. Butler,,64,82
387,4,6:39.0,N. Hilário makes 2-pt dunk at rim,,66,82
388,4,6:17.0,,Turnover by G. Dieng (traveling),66,82
389,4,6:17.0,,R. Rubio enters the game for Z. LaVine,66,82
390,4,6:09.0,N. Hilário makes 2-pt layup at rim (assist by J. Wall),,68,82
391,4,6:08.0,,Minnesota full timeout,68,82
