,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHOENIX_ACTION,BROOKLYN_SCORE,PHOENIX_SCORE
45,1,4:41.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by M. Teletović),,21,13
46,1,4:25.0,,Offensive foul by M. Morris (drawn by B. Bogdanović),21,13
47,1,4:25.0,,Turnover by M. Morris (offensive foul),21,13
48,1,4:25.0,,P. Tucker enters the game for M. Morris,21,13
49,1,4:25.0,,A. Len enters the game for M. Morris,21,13
50,1,4:25.0,,A. Tolliver enters the game for M. Plumlee,21,13
51,1,4:11.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Williams),,24,13
52,1,3:59.0,,Personal foul by B. Bogdanović (drawn by G. Dragić),24,13
53,1,3:53.0,,G. Dragić misses 2-pt jump shot from 7 ft,24,13
54,1,3:51.0,,Offensive rebound by G. Dragić,24,13
55,1,3:39.0,,G. Dragić misses 3-pt jump shot from 23 ft,24,13
56,1,3:38.0,Defensive rebound by B. Bogdanović,,24,13
57,1,3:21.0,B. Lopez misses 2-pt jump shot from 9 ft,,24,13
58,1,3:19.0,,Defensive rebound by A. Tolliver,24,13
59,1,3:03.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,24,13
60,1,3:02.0,Defensive rebound by J. Johnson,,24,13
61,1,2:52.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by D. Williams),,27,13
62,1,2:34.0,,Turnover by P. Tucker (bad pass),27,13
63,1,2:34.0,Brooklyn full timeout,,27,13
64,1,2:34.0,,I. Thomas enters the game for G. Dragić,27,13
65,1,2:34.0,J. Jack enters the game for D. Williams,,27,13
66,1,2:18.0,B. Lopez makes 2-pt hook shot from 8 ft,,29,13
67,1,1:59.0,,Shooting foul by J. Johnson (drawn by A. Len),29,13
68,1,1:59.0,,A. Len makes free throw 1 of 2,29,14
69,1,1:59.0,M. Plumlee enters the game for B. Lopez,,29,14
70,1,1:59.0,,A. Len misses free throw 2 of 2,29,14
71,1,1:58.0,Defensive rebound by M. Plumlee,,29,14
72,1,1:44.0,Turnover by J. Jack (traveling),,29,14
73,1,1:33.0,,I. Thomas misses 3-pt jump shot from 25 ft,29,14
74,1,1:32.0,,Offensive rebound by A. Len,29,14
75,1,1:28.0,,P. Tucker misses 3-pt jump shot from 22 ft,29,14
76,1,1:28.0,Defensive rebound by Team,,29,14
77,1,1:28.0,Personal foul by A. Tolliver (drawn by B. Bogdanović),,29,14
78,1,1:07.0,Turnover by J. Jack (bad pass),,29,14
79,1,0:58.0,,I. Thomas misses 2-pt layup from 2 ft (block by M. Plumlee),29,14
80,1,0:57.0,,Offensive rebound by A. Len,29,14
81,1,0:55.0,,A. Len misses 2-pt layup from 1 ft (block by M. Plumlee),29,14
82,1,0:54.0,Defensive rebound by J. Johnson,,29,14
83,1,0:51.0,,Offensive charge foul by M. Plumlee (drawn by A. Tolliver),29,14
84,1,0:51.0,Turnover by M. Plumlee (offensive foul),,29,14
85,1,0:33.0,,Shooting foul by M. Plumlee (drawn by P. Tucker),29,14
86,1,0:33.0,,P. Tucker makes free throw 1 of 2,29,15
87,1,0:33.0,A. Anderson enters the game for M. Plumlee,,29,15
88,1,0:33.0,,G. Green enters the game for A. Len,29,15
89,1,0:33.0,,P. Tucker misses free throw 2 of 2,29,15
90,1,0:33.0,Defensive rebound by J. Johnson,,29,15
91,1,0:18.0,Turnover by J. Jack (lost ball),,29,15
92,1,0:02.0,,I. Thomas makes 2-pt layup at rim,29,17
93,2,11:45.0,,I. Thomas makes 2-pt layup at rim,29,19
94,2,11:25.0,J. Jack makes 2-pt jump shot from 6 ft,,31,19
95,2,11:12.0,,G. Green misses 3-pt jump shot from 23 ft,31,19
96,2,11:11.0,Defensive rebound by M. Teletović,,31,19
97,2,11:00.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by J. Jack),,34,19
98,2,10:49.0,,Turnover by A. Len (bad pass; steal by J. Johnson),34,19
99,2,10:45.0,J. Johnson makes 2-pt dunk at rim,,36,19
100,2,10:25.0,,G. Green misses 2-pt jump shot from 3 ft,36,19
101,2,10:24.0,Defensive rebound by K. Garnett,,36,19
102,2,10:19.0,Shooting foul by I. Thomas (drawn by J. Jack),,36,19
103,2,10:19.0,J. Jack makes free throw 1 of 2,,37,19
104,2,10:19.0,,M. Morris enters the game for A. Len,37,19
105,2,10:19.0,D. Williams enters the game for J. Johnson,,37,19
106,2,10:19.0,J. Jack makes free throw 2 of 2,,38,19
107,2,10:00.0,,Turnover by P. Tucker (bad pass),38,19
108,2,9:45.0,D. Williams misses 3-pt jump shot from 25 ft,,38,19
109,2,9:44.0,Offensive rebound by K. Garnett,,38,19
110,2,9:40.0,M. Teletović misses 3-pt jump shot from 25 ft,,38,19
111,2,9:39.0,,Defensive rebound by M. Morris,38,19
112,2,9:30.0,,A. Tolliver misses 3-pt jump shot from 24 ft,38,19
113,2,9:29.0,Defensive rebound by D. Williams,,38,19
114,2,9:27.0,Turnover by D. Williams (bad pass; steal by I. Thomas),,38,19
115,2,9:24.0,,I. Thomas misses 3-pt jump shot from 26 ft,38,19
116,2,9:23.0,,Offensive rebound by I. Thomas,38,19
117,2,9:20.0,,I. Thomas misses 2-pt jump shot from 9 ft,38,19
118,2,9:19.0,Defensive rebound by K. Garnett,,38,19
119,2,9:05.0,,Offensive charge foul by D. Williams (drawn by M. Morris),38,19
120,2,9:05.0,Turnover by D. Williams (offensive foul),,38,19
121,2,8:54.0,,Shooting foul by A. Anderson (drawn by G. Green),38,19
122,2,8:54.0,Official timeout,,38,19
123,2,8:54.0,A. Kirilenko enters the game for D. Williams,,38,19
124,2,8:54.0,,G. Green makes free throw 1 of 2,38,20
125,2,8:54.0,,G. Green makes free throw 2 of 2,38,21
126,2,8:35.0,K. Garnett misses 2-pt jump shot from 10 ft,,38,21
127,2,8:33.0,Offensive rebound by M. Teletović,,38,21
128,2,8:16.0,M. Teletović misses 3-pt jump shot from 24 ft,,38,21
129,2,8:15.0,,Defensive rebound by M. Morris,38,21
130,2,7:55.0,,I. Thomas misses 3-pt jump shot from 25 ft,38,21
131,2,7:55.0,,Offensive rebound by P. Tucker,38,21
132,2,7:49.0,,G. Green makes 2-pt jump shot from 19 ft (assist by A. Tolliver),38,23
133,2,7:36.0,Turnover by J. Jack (bad pass),,38,23
134,2,7:36.0,,M. Plumlee enters the game for A. Tolliver,38,23
135,2,7:36.0,,G. Dragić enters the game for I. Thomas,38,23
136,2,7:18.0,,G. Green misses 2-pt jump shot from 20 ft,38,23
137,2,7:17.0,,Offensive rebound by G. Dragić,38,23
138,2,7:09.0,,G. Green makes 3-pt jump shot from 23 ft (assist by G. Dragić),38,26
139,2,6:58.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by J. Jack),,41,26
140,2,6:43.0,,G. Green makes 3-pt jump shot from 23 ft (assist by G. Dragić),41,29
141,2,6:19.0,Turnover by M. Teletović (bad pass; steal by M. Morris),,41,29
142,2,6:07.0,,P. Tucker makes 2-pt jump shot from 3 ft,41,31
143,2,5:50.0,K. Garnett makes 2-pt jump shot from 3 ft (assist by M. Teletović),,43,31
144,2,5:40.0,,G. Dragić misses 2-pt layup from 2 ft,43,31
145,2,5:39.0,Defensive rebound by K. Garnett,,43,31
146,2,5:33.0,M. Teletović makes 2-pt layup from 2 ft (assist by J. Jack),,45,31
147,2,5:32.0,Violation by Team (delay of game),,45,31
148,2,5:17.0,,Shooting foul by M. Teletović (drawn by G. Green),45,31
149,2,5:17.0,,Phoenix full timeout,45,31
150,2,5:17.0,D. Williams enters the game for M. Teletović,,45,31
151,2,5:17.0,B. Bogdanović enters the game for J. Jack,,45,31
152,2,5:17.0,B. Lopez enters the game for A. Kirilenko,,45,31
153,2,5:17.0,,G. Green makes free throw 1 of 3,45,32
154,2,5:17.0,,G. Green makes free throw 2 of 3,45,33
155,2,5:17.0,,G. Green makes free throw 3 of 3,45,34
156,2,5:03.0,Turnover by B. Bogdanović (lost ball; steal by P. Tucker),,45,34
157,2,4:59.0,,P. Tucker makes 2-pt layup from 1 ft (assist by G. Dragić),45,36
158,2,4:59.0,,Shooting foul by B. Lopez (drawn by P. Tucker),45,36
159,2,4:59.0,J. Johnson enters the game for A. Anderson,,45,36
160,2,4:59.0,,P. Tucker makes free throw 1 of 1,45,37
161,2,4:36.0,B. Lopez makes 2-pt layup from 1 ft,,47,37
162,2,4:16.0,,Shooting foul by B. Lopez (drawn by G. Green),47,37
163,2,4:16.0,,G. Green makes free throw 1 of 2,47,38
164,2,4:16.0,,G. Green makes free throw 2 of 2,47,39
165,2,3:58.0,J. Johnson misses 3-pt jump shot from 23 ft,,47,39
166,2,3:57.0,,Defensive rebound by G. Green,47,39
167,2,3:47.0,,G. Green misses 3-pt jump shot from 24 ft,47,39
168,2,3:39.0,Defensive rebound by K. Garnett,,47,39
169,2,3:39.0,Shooting foul by P. Tucker (drawn by J. Johnson),,47,39
170,2,3:39.0,J. Johnson makes free throw 1 of 2,,48,39
171,2,3:39.0,M. Teletović enters the game for K. Garnett,,48,39
172,2,3:39.0,J. Johnson makes free throw 2 of 2,,49,39
173,2,3:16.0,,G. Dragić makes 3-pt jump shot from 25 ft,49,42
174,2,3:00.0,Shooting foul by M. Plumlee (drawn by B. Lopez),,49,42
175,2,3:00.0,B. Lopez misses free throw 1 of 2,,49,42
176,2,3:00.0,Offensive rebound by Team,,49,42
177,2,3:00.0,B. Lopez makes free throw 2 of 2,,50,42
178,2,2:48.0,,G. Dragić misses 2-pt layup from 1 ft,50,42
179,2,2:47.0,,Offensive rebound by M. Plumlee,50,42
180,2,2:47.0,,M. Plumlee misses 2-pt layup from 1 ft,50,42
181,2,2:46.0,Defensive rebound by D. Williams,,50,42
182,2,2:33.0,D. Williams makes 2-pt jump shot from 4 ft,,52,42
183,2,2:28.0,,Phoenix full timeout,52,42
184,2,2:28.0,Brooklyn full timeout,,52,42
185,2,2:19.0,,Personal foul by M. Teletović (drawn by G. Green),52,42
186,2,2:19.0,,G. Green makes free throw 1 of 2,52,43
187,2,2:19.0,,M. Morris enters the game for M. Morris,52,43
188,2,2:19.0,,G. Green misses free throw 2 of 2,52,43
189,2,2:18.0,Defensive rebound by M. Teletović,,52,43
190,2,2:06.0,B. Lopez makes 2-pt layup from 1 ft (assist by D. Williams),,54,43
191,2,1:51.0,,G. Green makes 2-pt layup from 1 ft,54,45
192,2,1:38.0,Turnover by D. Williams (lost ball; steal by M. Morris),,54,45
193,2,1:33.0,,M. Morris makes 2-pt layup from 1 ft,54,47
194,2,1:16.0,Shooting foul by P. Tucker (drawn by B. Lopez),,54,47
195,2,1:16.0,B. Lopez makes 2-pt hook shot from 3 ft,,56,47
196,2,1:16.0,,E. Bledsoe enters the game for P. Tucker,56,47
197,2,1:16.0,,Technical foul by P. Tucker,56,47
198,2,1:16.0,B. Lopez makes technical free throw,,57,47
199,2,1:16.0,B. Lopez makes free throw 1 of 1,,58,47
200,2,1:01.0,,G. Green misses 3-pt jump shot from 23 ft,58,47
201,2,1:00.0,Defensive rebound by B. Lopez,,58,47
202,2,0:46.0,B. Lopez makes 2-pt layup at rim,,60,47
203,2,0:46.0,Shooting foul by M. Plumlee (drawn by B. Lopez),,60,47
204,2,0:46.0,B. Lopez makes free throw 1 of 1,,61,47
205,2,0:30.0,,G. Dragić misses 3-pt jump shot from 25 ft,61,47
206,2,0:29.0,,Offensive rebound by M. Morris,61,47
207,2,0:07.0,,G. Dragić makes 2-pt layup at rim (assist by E. Bledsoe),61,49
208,2,0:07.0,Brooklyn full timeout,,61,49
209,2,0:07.0,,A. Len enters the game for M. Plumlee,61,49
210,2,0:01.0,J. Johnson makes 2-pt jump shot from 9 ft,,63,49
211,2,0:00.0,,G. Green misses 3-pt jump shot from 30 ft,63,49
212,2,0:00.0,,Offensive rebound by Team,63,49
213,3,11:46.0,,M. Morris misses 3-pt jump shot from 24 ft,63,49
214,3,11:45.0,,Offensive rebound by Team,63,49
215,3,11:30.0,,M. Morris misses 2-pt jump shot from 18 ft,63,49
216,3,11:29.0,Defensive rebound by K. Garnett,,63,49
217,3,11:13.0,B. Lopez misses 2-pt jump shot from 7 ft,,63,49
218,3,11:12.0,,Defensive rebound by M. Plumlee,63,49
219,3,10:59.0,,M. Morris makes 2-pt jump shot from 10 ft,63,51
220,3,10:40.0,J. Johnson misses 2-pt jump shot from 18 ft,,63,51
221,3,10:39.0,,Defensive rebound by M. Plumlee,63,51
222,3,10:30.0,,Turnover by G. Dragić (bad pass),63,51
223,3,10:12.0,D. Williams misses 3-pt jump shot from 25 ft,,63,51
224,3,10:11.0,,Defensive rebound by M. Plumlee,63,51
225,3,9:58.0,,E. Bledsoe makes 2-pt layup from 1 ft,63,53
226,3,9:46.0,Personal foul by M. Morris (drawn by K. Garnett),,63,53
227,3,9:38.0,B. Lopez misses 2-pt jump shot from 6 ft,,63,53
228,3,9:38.0,,Defensive rebound by M. Morris,63,53
229,3,9:33.0,,Turnover by E. Bledsoe (bad pass),63,53
230,3,9:22.0,Turnover by D. Williams (bad pass; steal by M. Plumlee),,63,53
231,3,9:18.0,,Shooting foul by B. Bogdanović (drawn by E. Bledsoe),63,53
232,3,9:18.0,,E. Bledsoe makes free throw 1 of 2,63,54
233,3,9:18.0,,E. Bledsoe makes free throw 2 of 2,63,55
234,3,9:04.0,B. Lopez misses 2-pt layup from 2 ft (block by M. Plumlee),,63,55
235,3,9:02.0,,Defensive rebound by E. Bledsoe,63,55
236,3,8:54.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by M. Morris),63,58
237,3,8:53.0,Brooklyn full timeout,,63,58
238,3,8:39.0,Shooting foul by E. Bledsoe (drawn by D. Williams),,63,58
239,3,8:39.0,D. Williams makes free throw 1 of 2,,64,58
240,3,8:39.0,D. Williams makes free throw 2 of 2,,65,58
241,3,8:25.0,,Turnover by E. Bledsoe (bad pass),65,58
242,3,8:00.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,65,58
243,3,7:59.0,,Defensive rebound by M. Morris,65,58
244,3,7:46.0,,G. Dragić makes 2-pt jump shot from 8 ft,65,60
245,3,7:42.0,Turnover by D. Williams (lost ball; steal by M. Morris),,65,60
246,3,7:37.0,,M. Morris misses 2-pt jump shot from 10 ft,65,60
247,3,7:36.0,Defensive rebound by D. Williams,,65,60
248,3,7:30.0,B. Lopez misses 2-pt jump shot from 5 ft,,65,60
249,3,7:29.0,,Defensive rebound by E. Bledsoe,65,60
250,3,7:24.0,,G. Dragić makes 2-pt layup at rim (assist by E. Bledsoe),65,62
251,3,7:01.0,K. Garnett makes 2-pt jump shot from 17 ft (assist by J. Johnson),,67,62
252,3,6:39.0,,M. Plumlee makes 2-pt layup from 1 ft,67,64
253,3,6:27.0,Offensive foul by K. Garnett (drawn by M. Morris),,67,64
254,3,6:27.0,Turnover by K. Garnett (offensive foul),,67,64
255,3,6:27.0,J. Jack enters the game for B. Bogdanović,,67,64
256,3,6:27.0,M. Teletović enters the game for K. Garnett,,67,64
257,3,6:10.0,,M. Morris misses 2-pt jump shot from 16 ft,67,64
258,3,6:08.0,Defensive rebound by J. Johnson,,67,64
259,3,5:55.0,Personal foul by M. Morris (drawn by D. Williams),,67,64
260,3,5:55.0,,Violation by Team (delay of game),67,64
261,3,5:44.0,J. Johnson misses 2-pt jump shot from 21 ft,,67,64
262,3,5:43.0,,Defensive rebound by M. Plumlee,67,64
263,3,5:33.0,,Turnover by E. Bledsoe (bad pass),67,64
264,3,5:33.0,,P. Tucker enters the game for M. Morris,67,64
265,3,5:33.0,M. Plumlee enters the game for B. Lopez,,67,64
266,3,5:16.0,D. Williams misses 3-pt jump shot from 24 ft,,67,64
267,3,5:15.0,,Defensive rebound by M. Plumlee,67,64
268,3,5:04.0,,M. Morris misses 3-pt jump shot from 25 ft,67,64
269,3,5:03.0,Defensive rebound by M. Plumlee,,67,64
270,3,4:52.0,J. Johnson misses 2-pt jump shot from 19 ft,,67,64
271,3,4:50.0,,Defensive rebound by E. Bledsoe,67,64
272,3,4:45.0,,E. Bledsoe makes 3-pt jump shot from 24 ft,67,67
273,3,4:22.0,J. Johnson makes 2-pt jump shot from 3 ft,,69,67
274,3,4:07.0,,M. Morris makes 2-pt jump shot from 9 ft,69,69
275,3,3:43.0,Shooting foul by P. Tucker (drawn by J. Johnson),,69,69
276,3,3:43.0,J. Johnson makes free throw 1 of 3,,70,69
277,3,3:43.0,J. Johnson makes free throw 2 of 3,,71,69
278,3,3:43.0,,I. Thomas enters the game for G. Dragić,71,69
279,3,3:43.0,,A. Len enters the game for M. Plumlee,71,69
280,3,3:43.0,J. Johnson makes free throw 3 of 3,,72,69
281,3,3:21.0,,M. Morris misses 2-pt layup from 2 ft,72,69
282,3,3:20.0,,Offensive rebound by Team,72,69
283,3,3:18.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by P. Tucker),72,71
284,3,2:54.0,Turnover by M. Plumlee (lost ball),,72,71
285,3,2:54.0,,Phoenix full timeout,72,71
286,3,2:54.0,A. Anderson enters the game for J. Johnson,,72,71
287,3,2:39.0,,Turnover by M. Morris (bad pass),72,71
288,3,2:29.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by D. Williams),,75,71
289,3,2:14.0,,Personal block foul by M. Teletović (drawn by E. Bledsoe),75,71
290,3,2:12.0,,Turnover by E. Bledsoe (lost ball),75,71
291,3,2:00.0,Shooting foul by P. Tucker (drawn by M. Plumlee),,75,71
292,3,2:00.0,M. Plumlee misses free throw 1 of 2,,75,71
293,3,2:00.0,Offensive rebound by Team,,75,71
294,3,2:00.0,,G. Green enters the game for E. Bledsoe,75,71
295,3,2:00.0,,M. Morris enters the game for M. Morris,75,71
296,3,2:00.0,M. Plumlee misses free throw 2 of 2,,75,71
297,3,1:59.0,,Defensive rebound by A. Len,75,71
298,3,1:48.0,,I. Thomas makes 2-pt layup from 1 ft,75,73
299,3,1:34.0,Shooting foul by M. Morris (drawn by A. Anderson),,75,73
300,3,1:34.0,A. Anderson makes free throw 1 of 2,,76,73
301,3,1:34.0,A. Anderson makes free throw 2 of 2,,77,73
302,3,1:22.0,,I. Thomas makes 2-pt jump shot from 4 ft,77,75
303,3,1:22.0,,Shooting foul by J. Jack (drawn by I. Thomas),77,75
304,3,1:22.0,,I. Thomas makes free throw 1 of 1,77,76
305,3,1:11.0,Personal foul by M. Morris (drawn by A. Anderson),,77,76
306,3,1:11.0,A. Anderson misses free throw 1 of 2,,77,76
307,3,1:11.0,Offensive rebound by Team,,77,76
308,3,1:11.0,A. Anderson misses free throw 2 of 2,,77,76
309,3,1:10.0,,Defensive rebound by Team,77,76
310,3,0:52.0,,A. Len makes 2-pt jump shot from 14 ft (assist by I. Thomas),77,78
311,3,0:38.0,Personal foul by I. Thomas (drawn by J. Jack),,77,78
312,3,0:38.0,J. Jack makes free throw 1 of 2,,78,78
313,3,0:38.0,B. Bogdanović enters the game for D. Williams,,78,78
314,3,0:38.0,J. Jack makes free throw 2 of 2,,79,78
315,3,0:31.0,,Turnover by I. Thomas (lost ball; steal by M. Teletović),79,78
316,3,0:27.0,J. Jack makes 2-pt jump shot from 18 ft,,81,78
317,3,0:05.0,,Turnover by I. Thomas (bad pass; steal by J. Jack),81,78
318,3,0:00.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,84,78
319,4,11:44.0,J. Jack misses 2-pt jump shot from 14 ft,,84,78
320,4,11:43.0,,Defensive rebound by A. Len,84,78
321,4,11:26.0,,Personal foul by A. Anderson (drawn by G. Green),84,78
322,4,11:18.0,,M. Morris misses 2-pt dunk at rim (block by M. Plumlee),84,78
323,4,11:16.0,Defensive rebound by J. Jack,,84,78
324,4,11:14.0,Shooting foul by G. Green (drawn by M. Plumlee),,84,78
325,4,11:14.0,M. Plumlee makes free throw 1 of 2,,85,78
326,4,11:14.0,M. Plumlee misses free throw 2 of 2,,85,78
327,4,11:14.0,,Defensive rebound by Team,85,78
328,4,10:56.0,,I. Thomas misses 2-pt jump shot from 4 ft,85,78
329,4,10:55.0,,Offensive rebound by A. Len,85,78
330,4,10:55.0,,A. Len misses 2-pt tip-in at rim,85,78
331,4,10:54.0,Defensive rebound by M. Plumlee,,85,78
332,4,10:44.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,85,78
333,4,10:43.0,,Defensive rebound by P. Tucker,85,78
334,4,10:31.0,,A. Len makes 2-pt dunk at rim (assist by G. Green),85,80
335,4,10:08.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,85,80
336,4,10:07.0,,Defensive rebound by P. Tucker,85,80
337,4,9:52.0,,Turnover by G. Green (bad pass; steal by M. Plumlee),85,80
338,4,9:41.0,M. Plumlee misses 2-pt dunk from 2 ft (block by M. Morris),,85,80
339,4,9:39.0,Offensive rebound by M. Teletović,,85,80
340,4,9:39.0,M. Teletović misses 2-pt layup from 5 ft,,85,80
341,4,9:39.0,Offensive rebound by M. Plumlee,,85,80
342,4,9:36.0,M. Plumlee misses 2-pt tip-in at rim,,85,80
343,4,9:36.0,,Defensive rebound by G. Green,85,80
344,4,9:31.0,,Shooting foul by A. Anderson (drawn by G. Green),85,80
345,4,9:31.0,,G. Green makes 2-pt layup from 1 ft,85,82
346,4,9:31.0,,M. Plumlee enters the game for A. Len,85,82
347,4,9:31.0,,G. Dragić enters the game for P. Tucker,85,82
348,4,9:31.0,K. Garnett enters the game for M. Plumlee,,85,82
349,4,9:31.0,J. Johnson enters the game for A. Anderson,,85,82
350,4,9:31.0,,G. Green makes free throw 1 of 1,85,83
351,4,9:20.0,Turnover by J. Jack (bad pass; steal by M. Morris),,85,83
352,4,9:14.0,,G. Dragić misses 3-pt jump shot from 23 ft,85,83
353,4,9:13.0,Defensive rebound by K. Garnett,,85,83
354,4,8:58.0,M. Teletović makes 3-pt jump shot from 23 ft (assist by J. Johnson),,88,83
355,4,8:33.0,,M. Morris misses 2-pt jump shot from 21 ft,88,83
356,4,8:30.0,Defensive rebound by K. Garnett,,88,83
357,4,8:12.0,K. Garnett makes 2-pt jump shot from 18 ft (assist by M. Teletović),,90,83
358,4,8:11.0,,Phoenix full timeout,90,83
359,4,8:11.0,,M. Morris enters the game for M. Morris,90,83
360,4,7:57.0,,G. Green makes 3-pt jump shot from 25 ft (assist by M. Morris),90,86
361,4,7:41.0,Shooting foul by G. Green (drawn by K. Garnett),,90,86
362,4,7:41.0,K. Garnett makes free throw 1 of 2,,91,86
363,4,7:41.0,K. Garnett makes free throw 2 of 2,,92,86
364,4,7:33.0,,Personal foul by M. Teletović (drawn by M. Morris),92,86
365,4,7:27.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by G. Green),92,88
366,4,7:16.0,Personal foul by I. Thomas (drawn by J. Jack),,92,88
367,4,7:11.0,J. Johnson misses 2-pt jump shot from 12 ft,,92,88
368,4,7:10.0,,Defensive rebound by M. Plumlee,92,88
369,4,6:57.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by M. Plumlee),92,91
370,4,6:36.0,Turnover by M. Teletović (bad pass; steal by M. Morris),,92,91
371,4,6:31.0,,G. Green misses 3-pt jump shot from 24 ft,92,91
372,4,6:29.0,Defensive rebound by J. Jack,,92,91
373,4,6:28.0,Brooklyn full timeout,,92,91
374,4,6:28.0,B. Lopez enters the game for B. Bogdanović,,92,91
375,4,6:28.0,D. Williams enters the game for M. Teletović,,92,91
376,4,6:13.0,J. Johnson misses 2-pt jump shot from 20 ft,,92,91
377,4,6:12.0,,Defensive rebound by M. Plumlee,92,91
378,4,5:59.0,,G. Green makes 2-pt jump shot from 18 ft (assist by I. Thomas),92,93
379,4,5:37.0,J. Johnson misses 2-pt jump shot from 6 ft,,92,93
380,4,5:36.0,,Defensive rebound by G. Dragić,92,93
381,4,5:21.0,,Turnover by G. Dragić (bad pass),92,93
382,4,5:07.0,B. Lopez misses 2-pt jump shot from 5 ft,,92,93
383,4,5:06.0,Offensive rebound by K. Garnett,,92,93
384,4,5:04.0,D. Williams makes 2-pt jump shot from 14 ft (assist by K. Garnett),,94,93
385,4,4:48.0,,I. Thomas makes 2-pt jump shot from 3 ft,94,95
386,4,4:35.0,B. Lopez misses 2-pt jump shot from 4 ft,,94,95
387,4,4:34.0,,Defensive rebound by G. Green,94,95
