,QUARTER,TIME_REMAINING,HOUSTON_ACTION,MILWAUKEE_ACTION,HOUSTON_SCORE,MILWAUKEE_SCORE
59,1,6:06.0,,J. Dudley enters the game for B. Knight,14,10
60,1,6:06.0,,K. Marshall enters the game for J. Parker,14,10
61,1,6:06.0,K. Papanikolaou enters the game for D. Motiejūnas,,14,10
62,1,5:58.0,J. Terry misses 3-pt jump shot from 23 ft,,14,10
63,1,5:56.0,,Defensive rebound by J. Dudley,14,10
64,1,5:40.0,,O. Mayo misses 2-pt jump shot from 5 ft (block by J. Dorsey),14,10
65,1,5:37.0,Defensive rebound by J. Dorsey,,14,10
66,1,5:30.0,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by J. Harden),,17,10
67,1,5:29.0,,Milwaukee full timeout,17,10
68,1,5:29.0,N. Johnson enters the game for J. Terry,,17,10
69,1,5:29.0,,J. Bayless enters the game for O. Mayo,17,10
70,1,5:03.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Dudley),17,13
71,1,4:43.0,Turnover by T. Ariza (bad pass; steal by K. Middleton),,17,13
72,1,4:37.0,,K. Middleton makes 2-pt layup from 2 ft (assist by K. Marshall),17,15
73,1,4:20.0,Turnover by K. Papanikolaou (bad pass; steal by K. Middleton),,17,15
74,1,4:14.0,,J. Dudley misses 3-pt jump shot from 26 ft,17,15
75,1,4:13.0,Defensive rebound by J. Harden,,17,15
76,1,3:58.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),,20,15
77,1,3:34.0,,J. Bayless misses 2-pt jump shot from 3 ft (block by J. Dorsey),20,15
78,1,3:34.0,,Offensive rebound by Team,20,15
79,1,3:34.0,F. García enters the game for T. Ariza,,20,15
80,1,3:34.0,D. Motiejūnas enters the game for J. Dorsey,,20,15
81,1,3:31.0,,Turnover by Team (shot clock),20,15
82,1,3:19.0,N. Johnson misses 2-pt layup from 2 ft,,20,15
83,1,3:18.0,,Defensive rebound by Team,20,15
84,1,3:01.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Middleton),20,17
85,1,2:44.0,D. Motiejūnas makes 2-pt hook shot from 4 ft,,22,17
86,1,2:33.0,,E. İlyasova makes 2-pt jump shot from 19 ft (assist by K. Marshall),22,19
87,1,2:14.0,K. Papanikolaou misses 2-pt jump shot from 7 ft,,22,19
88,1,2:13.0,,Defensive rebound by K. Middleton,22,19
89,1,2:06.0,,J. Dudley makes 2-pt layup from 1 ft (assist by K. Middleton),22,21
90,1,1:58.0,Houston full timeout,,22,21
91,1,1:52.0,Shooting block foul by J. Bayless,,22,21
92,1,1:52.0,J. Harden makes free throw 1 of 2,,23,21
93,1,1:52.0,J. Harden makes free throw 2 of 2,,24,21
94,1,1:30.0,,E. İlyasova misses 2-pt jump shot from 5 ft,24,21
95,1,1:28.0,Defensive rebound by K. Papanikolaou,,24,21
96,1,1:20.0,N. Johnson makes 2-pt layup from 1 ft (assist by K. Papanikolaou),,26,21
97,1,1:01.0,,E. İlyasova misses 2-pt jump shot from 4 ft (block by J. Harden),26,21
98,1,1:00.0,Defensive rebound by D. Motiejūnas,,26,21
99,1,0:54.0,Offensive foul by N. Johnson (drawn by J. Bayless),,26,21
100,1,0:54.0,Turnover by N. Johnson (offensive foul),,26,21
101,1,0:52.0,T. Ariza enters the game for J. Harden,,26,21
102,1,0:38.0,Violation by T. Ariza (kicked ball),,26,21
103,1,0:38.0,J. Terry enters the game for N. Johnson,,26,21
104,1,0:33.0,,J. Bayless makes 2-pt jump shot from 16 ft (assist by E. İlyasova),26,23
105,1,0:15.0,D. Motiejūnas makes 2-pt hook shot from 4 ft,,28,23
106,1,0:00.0,,K. Marshall misses 2-pt hook shot from 7 ft,28,23
107,1,0:00.0,,Offensive rebound by Team,28,23
108,2,11:47.0,T. Ariza misses 3-pt jump shot from 22 ft,,28,23
109,2,11:45.0,,Defensive rebound by J. Dudley,28,23
110,2,11:34.0,,Personal foul by T. Ariza (drawn by G. Antetokounmpo),28,23
111,2,11:26.0,,J. Bayless misses 2-pt jump shot from 19 ft,28,23
112,2,11:25.0,Defensive rebound by Team,,28,23
113,2,11:11.0,Personal block foul by L. Sanders,,28,23
114,2,11:02.0,J. Terry misses 2-pt jump shot from 4 ft (block by L. Sanders),,28,23
115,2,11:00.0,,Defensive rebound by J. Dudley,28,23
116,2,10:40.0,,J. Dudley misses 2-pt layup from 1 ft,28,23
117,2,10:39.0,Defensive rebound by F. García,,28,23
118,2,10:27.0,J. Terry makes 2-pt jump shot from 13 ft (assist by D. Motiejūnas),,30,23
119,2,10:05.0,,J. Bayless misses 3-pt jump shot from 24 ft,30,23
120,2,10:04.0,Defensive rebound by T. Ariza,,30,23
121,2,9:45.0,D. Motiejūnas misses 2-pt hook shot from 6 ft,,30,23
122,2,9:43.0,,Defensive rebound by L. Sanders,30,23
123,2,9:35.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Bayless),30,25
124,2,9:09.0,J. Terry misses 2-pt jump shot from 5 ft,,30,25
125,2,9:08.0,,Defensive rebound by J. Bayless,30,25
126,2,9:04.0,,Turnover by J. Bayless (bad pass),30,25
127,2,9:04.0,T. Black enters the game for D. Motiejūnas,,30,25
128,2,9:04.0,Houston full timeout,,30,25
129,2,9:04.0,J. Harden enters the game for K. Papanikolaou,,30,25
130,2,9:04.0,,O. Mayo enters the game for J. Dudley,30,25
131,2,9:04.0,,J. Parker enters the game for J. Bayless,30,25
132,2,8:41.0,F. García misses 3-pt jump shot from 24 ft,,30,25
133,2,8:40.0,,Defensive rebound by L. Sanders,30,25
134,2,8:25.0,,L. Sanders makes 2-pt dunk at rim (assist by G. Antetokounmpo),30,27
135,2,8:03.0,F. García misses 3-pt jump shot from 24 ft,,30,27
136,2,8:02.0,Offensive rebound by J. Harden,,30,27
137,2,7:58.0,T. Ariza misses 3-pt jump shot from 26 ft,,30,27
138,2,7:58.0,Offensive rebound by Team,,30,27
139,2,7:58.0,,Loose ball foul by L. Sanders (drawn by T. Black),30,27
140,2,7:58.0,,E. İlyasova enters the game for L. Sanders,30,27
141,2,7:50.0,T. Ariza misses 2-pt layup from 1 ft,,30,27
142,2,7:49.0,,Defensive rebound by B. Knight,30,27
143,2,7:43.0,,Shooting foul by J. Terry (drawn by B. Knight),30,27
144,2,7:43.0,,B. Knight makes free throw 1 of 2,30,28
145,2,7:43.0,,B. Knight makes free throw 2 of 2,30,29
146,2,7:29.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,33,29
147,2,7:04.0,,Turnover by J. Parker (lost ball; steal by J. Harden),33,29
148,2,6:52.0,T. Ariza misses 2-pt jump shot from 15 ft,,33,29
149,2,6:51.0,,Defensive rebound by E. İlyasova,33,29
150,2,6:43.0,,J. Parker misses 2-pt layup from 2 ft,33,29
151,2,6:42.0,Defensive rebound by J. Terry,,33,29
152,2,6:34.0,,Offensive charge foul by T. Ariza (drawn by E. İlyasova),33,29
153,2,6:34.0,Turnover by T. Ariza (offensive foul),,33,29
154,2,6:34.0,N. Johnson enters the game for J. Terry,,33,29
155,2,6:23.0,,Shooting foul by J. Harden (drawn by J. Parker),33,29
156,2,6:23.0,,J. Parker makes free throw 1 of 2,33,30
157,2,6:23.0,,J. Parker makes free throw 2 of 2,33,31
158,2,6:11.0,Def 3 sec tech foul by G. Antetokounmpo,,33,31
159,2,6:11.0,J. Harden makes technical free throw,,34,31
160,2,6:10.0,D. Motiejūnas enters the game for F. García,,34,31
161,2,5:59.0,T. Ariza misses 2-pt layup from 2 ft,,34,31
162,2,5:58.0,Offensive rebound by Team,,34,31
163,2,5:58.0,Official timeout,,34,31
164,2,5:58.0,J. Terry enters the game for N. Johnson,,34,31
165,2,5:41.0,J. Harden misses 2-pt jump shot from 15 ft,,34,31
166,2,5:40.0,,Defensive rebound by J. Parker,34,31
167,2,5:27.0,,Milwaukee full timeout,34,31
168,2,5:19.0,,B. Knight misses 2-pt jump shot from 5 ft,34,31
169,2,5:18.0,Defensive rebound by J. Terry,,34,31
170,2,5:10.0,,Violation by O. Mayo (kicked ball),34,31
171,2,4:58.0,D. Motiejūnas makes 2-pt hook shot from 6 ft,,36,31
172,2,4:36.0,,B. Knight misses 2-pt jump shot from 20 ft,36,31
173,2,4:35.0,Defensive rebound by T. Ariza,,36,31
174,2,4:19.0,D. Motiejūnas misses 2-pt jump shot from 8 ft,,36,31
175,2,4:17.0,Offensive rebound by T. Black,,36,31
176,2,4:14.0,T. Black misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,36,31
177,2,4:11.0,,Defensive rebound by G. Antetokounmpo,36,31
178,2,4:07.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by B. Knight),36,34
179,2,3:47.0,J. Harden makes 2-pt layup at rim,,38,34
180,2,3:29.0,,G. Antetokounmpo misses 2-pt dunk at rim,38,34
181,2,3:27.0,Defensive rebound by T. Ariza,,38,34
182,2,3:24.0,Personal foul by O. Mayo (drawn by J. Harden),,38,34
183,2,3:24.0,J. Harden makes free throw 1 of 2,,39,34
184,2,3:24.0,J. Harden makes free throw 2 of 2,,40,34
185,2,3:17.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by B. Knight),40,37
186,2,3:05.0,Shooting block foul by E. İlyasova,,40,37
187,2,3:05.0,J. Harden makes free throw 1 of 2,,41,37
188,2,3:05.0,J. Harden makes free throw 2 of 2,,42,37
189,2,2:48.0,,Turnover by E. İlyasova (lost ball; steal by J. Harden),42,37
190,2,2:44.0,J. Terry misses 2-pt layup from 2 ft,,42,37
191,2,2:42.0,Offensive rebound by D. Motiejūnas,,42,37
192,2,2:41.0,D. Motiejūnas makes 2-pt layup from 2 ft,,44,37
193,2,2:26.0,,B. Knight makes 3-pt jump shot from 24 ft,44,40
194,2,2:01.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Terry),,47,40
195,2,1:48.0,,B. Knight makes 2-pt jump shot from 1 ft,47,42
196,2,1:29.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,50,42
197,2,1:20.0,,O. Mayo misses 2-pt layup from 1 ft,50,42
198,2,1:19.0,,Offensive rebound by O. Mayo,50,42
199,2,1:19.0,,Shooting block foul by D. Motiejūnas,50,42
200,2,1:19.0,,Milwaukee full timeout,50,42
201,2,1:19.0,K. Papanikolaou enters the game for T. Black,,50,42
202,2,1:19.0,N. Johnson enters the game for J. Terry,,50,42
203,2,1:19.0,,O. Mayo makes free throw 1 of 2,50,43
204,2,1:19.0,,O. Mayo makes free throw 2 of 2,50,44
205,2,0:59.0,J. Harden makes 3-pt jump shot from 25 ft,,53,44
206,2,0:46.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by O. Mayo),53,46
207,2,0:33.0,N. Johnson misses 3-pt jump shot from 25 ft,,53,46
208,2,0:31.0,Offensive rebound by J. Harden,,53,46
209,2,0:22.0,Turnover by N. Johnson (bad pass; steal by J. Parker),,53,46
210,2,0:02.0,,E. İlyasova misses 3-pt jump shot from 25 ft,53,46
211,2,0:00.0,Defensive rebound by T. Ariza,,53,46
212,3,11:36.0,J. Harden misses 2-pt layup from 1 ft,,53,46
213,3,11:34.0,,Defensive rebound by L. Sanders,53,46
214,3,11:14.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,53,46
215,3,11:13.0,Defensive rebound by J. Harden,,53,46
216,3,11:02.0,J. Harden makes 2-pt jump shot from 4 ft,,55,46
217,3,10:42.0,,B. Knight misses 2-pt jump shot from 4 ft,55,46
218,3,10:41.0,Defensive rebound by T. Black,,55,46
219,3,10:23.0,Turnover by J. Harden (bad pass),,55,46
220,3,10:23.0,,K. Middleton enters the game for G. Antetokounmpo,55,46
221,3,10:07.0,,Turnover by J. Parker (bad pass; steal by T. Ariza),55,46
222,3,10:03.0,D. Motiejūnas makes 2-pt layup at rim (assist by J. Harden),,57,46
223,3,10:03.0,,Milwaukee full timeout,57,46
224,3,9:45.0,,O. Mayo misses 2-pt layup at rim,57,46
225,3,9:41.0,,Offensive rebound by J. Parker,57,46
226,3,9:41.0,,J. Parker makes 2-pt dunk at rim,57,48
227,3,9:28.0,D. Motiejūnas makes 2-pt hook shot from 6 ft,,59,48
228,3,9:17.0,,O. Mayo misses 3-pt jump shot from 24 ft,59,48
229,3,9:16.0,Defensive rebound by D. Motiejūnas,,59,48
230,3,8:59.0,D. Motiejūnas misses 3-pt jump shot from 22 ft,,59,48
231,3,8:58.0,,Defensive rebound by L. Sanders,59,48
232,3,8:51.0,,K. Middleton misses 2-pt jump shot from 21 ft,59,48
233,3,8:50.0,Defensive rebound by Team,,59,48
234,3,8:32.0,J. Terry makes 2-pt jump shot from 9 ft (assist by J. Harden),,61,48
235,3,8:18.0,,Shooting block foul by D. Motiejūnas,61,48
236,3,8:18.0,,J. Parker makes free throw 1 of 2,61,49
237,3,8:18.0,,J. Parker makes free throw 2 of 2,61,50
238,3,8:05.0,J. Terry makes 3-pt jump shot from 24 ft (assist by D. Motiejūnas),,64,50
239,3,7:48.0,,O. Mayo makes 2-pt layup from 1 ft (assist by J. Parker),64,52
240,3,7:30.0,T. Ariza misses 3-pt jump shot from 26 ft,,64,52
241,3,7:28.0,Offensive rebound by D. Motiejūnas,,64,52
242,3,7:24.0,J. Harden misses 2-pt layup from 1 ft,,64,52
243,3,7:23.0,Offensive rebound by T. Black,,64,52
244,3,7:20.0,J. Harden makes 3-pt jump shot from 25 ft,,67,52
245,3,7:20.0,Shooting foul by O. Mayo (drawn by J. Harden),,67,52
246,3,7:20.0,J. Harden makes free throw 1 of 1,,68,52
247,3,7:10.0,,Shooting foul by T. Ariza (drawn by L. Sanders),68,52
248,3,7:10.0,,L. Sanders makes free throw 1 of 2,68,53
249,3,7:10.0,,L. Sanders misses free throw 2 of 2,68,53
250,3,7:09.0,Defensive rebound by J. Terry,,68,53
251,3,6:55.0,Personal block foul by K. Middleton,,68,53
252,3,6:48.0,Turnover by J. Harden (bad pass; steal by B. Knight),,68,53
253,3,6:43.0,,O. Mayo makes 2-pt dunk at rim (assist by K. Middleton),68,55
254,3,6:19.0,T. Ariza misses 2-pt jump shot from 11 ft,,68,55
255,3,6:18.0,,Defensive rebound by J. Parker,68,55
256,3,6:13.0,,Shooting foul by T. Black (drawn by J. Parker),68,55
257,3,6:13.0,,J. Parker makes free throw 1 of 2,68,56
258,3,6:13.0,K. Papanikolaou enters the game for D. Motiejūnas,,68,56
259,3,6:13.0,,J. Parker makes free throw 2 of 2,68,57
260,3,5:58.0,T. Black makes 2-pt layup from 1 ft (assist by K. Papanikolaou),,70,57
261,3,5:40.0,,O. Mayo misses 2-pt jump shot from 11 ft,70,57
262,3,5:39.0,,Offensive rebound by J. Parker,70,57
263,3,5:38.0,,Shooting foul by K. Papanikolaou (drawn by J. Parker),70,57
264,3,5:38.0,,J. Parker makes free throw 1 of 2,70,58
265,3,5:38.0,,J. Bayless enters the game for O. Mayo,70,58
266,3,5:38.0,,J. Parker makes free throw 2 of 2,70,59
267,3,5:27.0,J. Harden makes 2-pt layup from 1 ft (assist by J. Terry),,72,59
268,3,5:11.0,,K. Middleton misses 2-pt jump shot from 17 ft,72,59
269,3,5:10.0,Defensive rebound by T. Ariza,,72,59
270,3,5:04.0,J. Harden makes 3-pt jump shot from 25 ft,,75,59
271,3,4:41.0,,K. Marshall enters the game for B. Knight,75,59
272,3,4:41.0,J. Dorsey enters the game for T. Black,,75,59
273,3,4:41.0,N. Johnson enters the game for J. Terry,,75,59
274,3,4:41.0,,Turnover by J. Parker (lost ball; steal by J. Harden),75,59
275,3,4:32.0,T. Ariza misses 3-pt jump shot from 25 ft,,75,59
276,3,4:31.0,,Defensive rebound by J. Parker,75,59
277,3,4:14.0,,J. Bayless misses 2-pt jump shot from 17 ft,75,59
278,3,4:13.0,Defensive rebound by N. Johnson,,75,59
279,3,3:56.0,T. Ariza misses 3-pt jump shot from 24 ft,,75,59
280,3,3:55.0,,Defensive rebound by L. Sanders,75,59
281,3,3:37.0,,Personal foul by K. Papanikolaou (drawn by K. Middleton),75,59
282,3,3:37.0,,K. Middleton makes free throw 1 of 2,75,60
283,3,3:37.0,,G. Antetokounmpo enters the game for J. Parker,75,60
284,3,3:37.0,,K. Middleton makes free throw 2 of 2,75,61
285,3,3:23.0,J. Dorsey makes 2-pt layup at rim (assist by T. Ariza),,77,61
286,3,3:03.0,,K. Marshall misses 3-pt jump shot from 25 ft,77,61
287,3,3:02.0,,Offensive rebound by Team,77,61
288,3,2:59.0,,Shooting foul by J. Harden (drawn by L. Sanders),77,61
289,3,2:59.0,Houston full timeout,,77,61
290,3,2:59.0,F. García enters the game for T. Ariza,,77,61
291,3,2:59.0,,L. Sanders makes free throw 1 of 2,77,62
292,3,2:59.0,,L. Sanders misses free throw 2 of 2,77,62
293,3,2:57.0,,Offensive rebound by K. Middleton,77,62
294,3,2:56.0,,Shooting foul by J. Dorsey (drawn by K. Middleton),77,62
295,3,2:56.0,,K. Middleton makes free throw 1 of 2,77,63
296,3,2:56.0,,K. Middleton makes free throw 2 of 2,77,64
297,3,2:38.0,Personal block foul by J. Bayless (drawn by J. Harden),,77,64
298,3,2:38.0,,E. İlyasova enters the game for L. Sanders,77,64
299,3,2:28.0,J. Harden makes 2-pt jump shot from 15 ft,,79,64
300,3,2:07.0,,E. İlyasova makes 2-pt jump shot from 19 ft (assist by K. Marshall),79,66
301,3,1:42.0,J. Harden makes 3-pt jump shot from 26 ft (assist by K. Papanikolaou),,82,66
302,3,1:28.0,,Turnover by K. Marshall (bad pass; steal by J. Harden),82,66
303,3,1:24.0,Shooting foul by G. Antetokounmpo (drawn by J. Harden),,82,66
304,3,1:24.0,J. Harden makes free throw 1 of 2,,83,66
305,3,1:24.0,J. Harden makes free throw 2 of 2,,84,66
306,3,1:10.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by J. Dorsey),84,66
307,3,1:06.0,,Offensive rebound by G. Antetokounmpo,84,66
308,3,1:06.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,84,68
309,3,0:53.0,Shooting foul by K. Middleton (drawn by J. Harden),,84,68
310,3,0:53.0,J. Harden makes free throw 1 of 2,,85,68
311,3,0:53.0,J. Harden misses free throw 2 of 2,,85,68
312,3,0:50.0,,Defensive rebound by G. Antetokounmpo,85,68
313,3,0:41.0,,E. İlyasova misses 2-pt jump shot from 4 ft,85,68
314,3,0:37.0,,Offensive rebound by E. İlyasova,85,68
315,3,0:37.0,,E. İlyasova makes 2-pt tip-in from 2 ft,85,70
316,3,0:15.0,F. García misses 3-pt jump shot from 22 ft,,85,70
317,3,0:12.0,Offensive rebound by K. Papanikolaou,,85,70
318,3,0:01.0,F. García misses 3-pt jump shot from 62 ft,,85,70
319,3,0:01.0,,Defensive rebound by Team,85,70
320,3,0:01.0,Loose ball foul by J. Dorsey (drawn by G. Antetokounmpo),,85,70
321,3,0:01.0,,G. Antetokounmpo makes free throw 1 of 2,85,71
322,3,0:01.0,,G. Antetokounmpo makes free throw 2 of 2,85,72
323,3,0:01.0,F. García misses 3-pt jump shot from 62 ft,,85,72
324,3,0:01.0,Offensive rebound by Team,,85,72
325,4,11:42.0,,J. Bayless makes 2-pt dunk at rim,85,74
326,4,11:21.0,F. García makes 2-pt layup from 2 ft,,87,74
327,4,11:13.0,,G. Antetokounmpo makes 2-pt dunk at rim,87,76
328,4,10:50.0,K. Papanikolaou makes 2-pt layup from 2 ft (assist by D. Motiejūnas),,89,76
329,4,10:29.0,,E. İlyasova misses 3-pt jump shot from 25 ft,89,76
330,4,10:27.0,Defensive rebound by T. Ariza,,89,76
331,4,10:16.0,J. Terry makes 3-pt jump shot from 23 ft (assist by T. Ariza),,92,76
332,4,10:04.0,,G. Antetokounmpo misses 2-pt layup at rim,92,76
333,4,10:02.0,,Offensive rebound by G. Antetokounmpo,92,76
334,4,10:02.0,,G. Antetokounmpo makes 2-pt tip-in from 1 ft,92,78
335,4,9:57.0,Personal foul by J. Bayless (drawn by J. Terry),,92,78
336,4,9:45.0,Personal block foul by G. Antetokounmpo,,92,78
337,4,9:38.0,D. Motiejūnas makes 2-pt layup at rim (assist by F. García),,94,78
338,4,9:38.0,Shooting foul by G. Antetokounmpo (drawn by D. Motiejūnas),,94,78
339,4,9:38.0,D. Motiejūnas makes free throw 1 of 1,,95,78
340,4,9:31.0,,Shooting foul by T. Ariza (drawn by E. İlyasova),95,78
341,4,9:31.0,,E. İlyasova makes free throw 1 of 2,95,79
342,4,9:31.0,,E. İlyasova makes free throw 2 of 2,95,80
343,4,9:10.0,K. Papanikolaou makes 2-pt layup from 1 ft (assist by D. Motiejūnas),,97,80
344,4,8:56.0,,J. Bayless misses 3-pt jump shot from 23 ft,97,80
345,4,8:55.0,Defensive rebound by F. García,,97,80
346,4,8:44.0,Turnover by F. García (bad pass; steal by K. Marshall),,97,80
347,4,8:36.0,,K. Middleton makes 2-pt layup from 1 ft (assist by J. Bayless),97,82
348,4,8:28.0,Houston full timeout,,97,82
349,4,8:28.0,,J. Parker enters the game for K. Middleton,97,82
350,4,8:28.0,,B. Knight enters the game for K. Marshall,97,82
351,4,8:14.0,F. García misses 3-pt jump shot from 22 ft,,97,82
352,4,8:14.0,,Defensive rebound by Team,97,82
353,4,7:59.0,,E. İlyasova misses 2-pt jump shot from 3 ft (block by F. García),97,82
354,4,7:55.0,Defensive rebound by J. Terry,,97,82
355,4,7:50.0,D. Motiejūnas misses 2-pt layup at rim (block by G. Antetokounmpo),,97,82
356,4,7:50.0,Offensive rebound by Team,,97,82
357,4,7:50.0,J. Harden enters the game for F. García,,97,82
358,4,7:36.0,D. Motiejūnas makes 2-pt hook shot from 5 ft (assist by J. Terry),,99,82
359,4,7:10.0,,G. Antetokounmpo makes 2-pt jump shot from 8 ft (assist by J. Parker),99,84
360,4,7:10.0,,Shooting foul by K. Papanikolaou (drawn by G. Antetokounmpo),99,84
361,4,7:10.0,,G. Antetokounmpo makes free throw 1 of 1,99,85
362,4,6:55.0,D. Motiejūnas makes 2-pt layup from 2 ft (assist by J. Terry),,101,85
363,4,6:46.0,,E. İlyasova misses 3-pt jump shot from 24 ft,101,85
364,4,6:44.0,Defensive rebound by J. Harden,,101,85
365,4,6:36.0,Personal foul by J. Bayless (drawn by J. Harden),,101,85
366,4,6:36.0,J. Dorsey enters the game for D. Motiejūnas,,101,85
367,4,6:21.0,J. Harden makes 2-pt jump shot from 18 ft,,103,85
368,4,6:00.0,,B. Knight makes 3-pt jump shot from 26 ft (assist by J. Bayless),103,88
369,4,5:41.0,J. Terry misses 3-pt jump shot from 24 ft,,103,88
370,4,5:40.0,,Defensive rebound by J. Parker,103,88
371,4,5:34.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by J. Parker),103,90
372,4,5:16.0,T. Ariza makes 3-pt jump shot from 22 ft (assist by J. Harden),,106,90
373,4,5:02.0,,J. Bayless misses 3-pt jump shot from 22 ft,106,90
374,4,5:00.0,Defensive rebound by J. Dorsey,,106,90
375,4,4:53.0,T. Ariza misses 3-pt jump shot from 25 ft,,106,90
376,4,4:52.0,,Defensive rebound by Team,106,90
377,4,4:52.0,Loose ball foul by J. Dorsey (drawn by G. Antetokounmpo),,106,90
378,4,4:52.0,Official timeout,,106,90
379,4,4:52.0,,K. Marshall enters the game for B. Knight,106,90
380,4,4:52.0,,J. Dudley enters the game for E. İlyasova,106,90
381,4,4:52.0,,L. Sanders enters the game for J. Bayless,106,90
